SA2_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
203031048,0,0,0,255,20,5,0,25,4,15,0,0,5,12,55,137,0,0,0,4,0,0,0,0,0,0,4,12,354,95,12,643,97,262,42,91,32,134,65,1831
203031049,0,3,0,124,8,4,4,9,3,8,0,3,0,3,16,62,0,0,0,0,0,0,0,0,0,0,0,5,92,71,10,167,28,56,16,30,8,41,17,541
203031051,0,3,0,91,9,4,0,9,6,5,4,0,0,15,28,76,0,0,4,5,0,0,0,0,0,0,5,11,124,48,11,183,30,98,15,41,12,90,33,680
203031052,0,0,0,118,6,3,0,12,0,3,0,0,0,11,17,53,0,0,0,0,0,0,0,0,0,0,0,3,89,45,7,159,30,44,12,16,5,40,18,466
203031053,4,9,0,981,45,13,4,47,7,12,3,11,8,10,96,248,9,0,4,6,0,4,0,0,0,0,5,26,731,174,47,1310,183,430,56,122,27,96,107,3284
203031489,0,0,0,345,16,6,0,14,3,10,0,0,0,3,45,102,0,0,3,3,0,0,0,0,0,0,0,12,300,90,21,587,106,206,23,38,14,30,46,1459
203031490,9,4,0,557,30,7,0,36,4,10,8,6,0,6,45,152,4,0,0,5,0,0,0,0,0,0,3,15,499,163,36,991,121,239,58,86,27,94,57,2363
204011054,0,0,0,40,10,0,0,15,0,9,0,4,3,5,11,55,0,0,0,4,0,0,0,0,0,0,4,12,111,37,15,189,27,66,13,28,8,45,19,557
204011055,0,0,0,61,15,0,4,4,0,0,0,3,0,9,15,53,0,0,0,0,5,0,0,0,0,0,5,13,137,24,15,164,27,63,7,33,7,50,26,549
204011056,5,4,0,269,20,10,3,18,0,18,0,8,3,9,68,153,0,0,0,5,4,0,0,0,0,5,9,21,369,70,14,572,109,317,38,89,38,111,73,1799
204011057,0,0,0,95,20,4,3,24,4,3,3,9,0,8,43,122,4,0,3,0,4,0,0,0,0,0,0,11,192,58,11,326,32,92,27,47,9,49,53,901
204011058,0,0,0,57,11,3,0,6,3,0,0,0,0,0,17,45,0,0,0,0,0,0,0,0,0,0,3,0,109,8,5,147,20,54,0,10,5,24,18,406
204011059,0,0,0,56,5,0,0,8,0,6,0,0,0,3,22,52,0,0,0,0,0,0,0,0,0,0,3,6,127,24,9,155,15,69,14,27,10,56,32,529
204011060,0,0,0,56,10,3,0,8,0,3,0,0,0,4,21,61,0,0,0,0,0,0,0,0,0,0,0,7,122,20,8,157,35,98,7,16,12,34,22,540
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,0,0,0,17
204011062,0,0,0,29,9,3,0,10,0,0,0,3,0,5,14,41,0,0,0,0,0,0,0,0,0,0,0,0,68,24,5,100,17,37,11,19,13,29,14,333
204021063,0,0,0,81,7,0,0,8,3,3,0,3,5,11,34,83,0,0,0,0,0,0,0,0,0,0,8,15,154,43,13,255,42,106,20,43,17,66,53,817
204021064,0,0,0,44,6,4,5,8,0,0,0,0,0,0,17,43,0,0,0,3,0,0,0,0,0,0,0,0,97,25,8,119,11,44,3,23,12,24,21,386
204021065,0,0,0,46,9,5,0,8,5,7,0,0,0,0,14,42,5,0,0,0,0,0,0,0,0,0,6,8,108,25,9,144,21,48,8,11,0,23,21,415
204021066,0,3,0,228,37,4,0,22,0,7,5,5,0,8,41,136,3,0,0,3,0,0,0,0,0,0,4,16,471,102,17,655,92,212,44,79,23,123,52,1871
204021067,0,0,0,149,32,7,3,29,0,3,0,5,3,8,51,147,0,0,0,0,0,0,0,0,0,0,0,8,308,66,15,383,54,107,21,48,7,68,52,1138
204031068,0,0,0,68,7,3,3,12,0,0,3,0,0,0,20,54,0,0,0,0,0,0,0,0,0,0,0,3,117,35,8,153,40,39,6,12,6,22,20,471
204031069,0,0,0,107,8,7,0,16,0,5,0,6,0,0,37,79,0,0,0,0,0,0,0,0,5,0,3,9,169,66,18,287,41,70,22,48,14,40,37,821
204031070,0,0,0,41,9,0,0,4,0,0,3,0,0,0,13,43,0,0,0,3,0,0,0,0,0,0,0,3,96,18,0,116,13,49,7,16,6,14,20,360
204031071,5,0,0,40,5,3,0,9,4,0,0,0,0,0,15,36,0,0,0,0,0,0,0,0,0,0,4,6,83,31,10,176,16,53,6,21,8,21,22,447
204031072,0,0,0,58,14,0,0,10,0,4,0,0,0,7,24,66,0,0,0,0,0,0,0,0,0,0,3,3,136,17,5,184,25,79,17,28,6,47,26,563
204031073,0,0,0,209,20,0,0,24,0,7,0,7,0,13,56,124,0,0,0,0,0,0,0,0,0,0,8,14,430,68,17,535,91,221,14,51,15,104,65,1613
204031075,0,0,0,114,9,0,0,14,4,10,0,4,0,8,29,76,0,0,0,0,0,0,0,0,0,0,4,0,179,33,6,239,35,63,12,20,9,18,31,647
204031491,0,0,0,236,13,6,0,14,7,4,0,0,3,3,63,120,0,0,0,0,0,0,0,0,0,0,3,6,450,61,24,643,93,211,22,64,13,64,67,1718
204031492,0,0,0,146,7,0,0,15,4,3,3,5,0,4,41,87,0,0,0,0,0,0,0,0,0,0,4,7,333,66,19,382,60,175,21,84,16,93,45,1296
205011076,7,0,4,233,13,0,3,33,8,14,6,6,0,8,56,157,0,0,4,0,0,0,3,0,0,0,12,30,399,118,29,772,137,354,36,106,43,139,78,2221
205011077,0,0,0,117,12,3,0,10,4,8,0,0,0,7,27,70,0,0,4,0,0,0,0,0,0,0,4,16,149,55,21,217,39,97,9,37,10,57,35,728
205011078,0,0,0,118,16,0,0,14,0,5,0,0,0,4,31,80,7,0,0,0,0,0,3,0,0,0,6,17,185,38,13,308,55,137,21,48,9,46,33,893
205011079,0,8,0,450,26,6,3,57,4,16,6,7,0,13,83,213,4,0,0,0,0,0,0,0,0,4,9,25,503,141,38,957,146,372,47,118,22,160,95,2589
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,0,127,15,0,0,24,3,7,0,6,0,7,41,106,3,0,0,0,0,4,0,0,0,0,4,12,257,81,20,524,56,194,29,87,21,122,43,1439
205021082,0,0,0,77,10,0,0,19,3,4,0,5,0,12,38,96,5,0,0,0,0,0,0,0,0,0,3,13,165,54,22,310,42,84,20,44,15,67,46,865
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,58,10,6,0,9,5,17,0,0,0,9,42,103,0,0,0,0,0,0,0,0,0,3,0,8,152,60,13,245,41,91,19,66,6,95,53,847
205021085,0,0,0,41,10,0,0,6,4,7,0,3,0,6,20,67,0,0,0,0,0,0,0,0,0,0,3,3,75,40,8,145,16,65,23,41,6,59,24,499
205021086,0,5,0,56,6,3,0,4,0,4,0,3,0,11,10,46,0,0,0,0,0,0,0,0,0,0,0,4,91,39,8,145,19,63,15,30,5,60,17,476
205031087,0,0,0,83,13,9,0,17,0,0,0,0,0,8,27,77,0,0,0,3,0,0,0,0,0,0,4,13,142,50,17,276,40,78,24,52,10,70,26,783
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9
205031089,0,0,0,119,19,3,3,18,3,5,3,4,3,8,39,109,0,0,4,0,0,0,0,0,0,4,0,16,218,60,18,390,57,132,21,52,18,79,47,1088
205031090,0,0,0,140,17,0,0,27,0,8,5,3,0,7,35,110,0,0,0,0,0,0,0,0,0,0,0,11,236,76,20,433,66,155,14,60,14,66,38,1185
205031091,0,0,0,132,8,4,0,14,0,5,3,9,0,3,53,109,0,0,0,0,0,0,0,0,0,0,4,9,212,108,32,357,50,126,28,61,25,96,62,1148
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,0,3,0,265,32,15,4,46,6,18,3,10,5,24,65,221,0,0,3,0,0,0,0,0,0,0,13,26,415,188,38,763,113,322,48,159,48,204,81,2385
205041094,6,0,0,225,14,0,0,14,8,8,5,0,6,14,42,111,0,0,0,0,0,0,3,0,0,0,6,11,237,61,12,422,67,178,25,78,21,135,47,1275
205041095,5,3,0,172,15,3,0,25,4,5,7,5,3,14,62,148,0,0,5,4,0,0,0,0,0,6,4,16,240,68,22,455,60,208,33,109,36,181,72,1482
205041096,0,0,0,83,7,4,0,11,0,6,0,3,8,15,39,91,0,0,0,0,0,0,0,0,0,4,5,18,150,49,3,283,44,173,18,81,30,204,57,1093
205041098,3,3,0,87,8,0,3,4,0,10,0,4,0,7,27,58,0,0,0,5,3,0,0,0,0,0,0,5,106,22,10,217,32,85,5,22,15,27,30,575
205041493,0,3,0,203,15,0,0,19,3,14,5,0,0,7,57,121,0,0,0,0,0,0,0,0,0,5,5,12,247,50,15,383,76,176,23,57,16,81,69,1181
205041494,3,5,0,370,26,3,0,16,5,4,3,3,0,5,71,134,5,0,0,0,0,3,0,0,0,0,4,12,418,71,15,684,116,231,31,87,19,93,84,1861
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,0,0,0,102,8,3,0,9,3,0,0,0,0,5,34,56,3,0,0,0,0,0,0,0,0,0,0,6,91,19,4,159,24,38,6,16,8,25,32,424
205051101,0,0,0,177,15,5,3,18,3,11,5,3,5,11,96,169,0,0,0,0,0,0,0,0,0,0,3,13,297,58,19,498,78,225,40,64,35,113,103,1529
205051102,0,0,0,66,6,0,0,4,4,8,3,0,0,3,21,45,0,0,0,0,0,0,0,0,0,4,4,8,120,14,6,133,17,73,13,16,10,29,19,458
205051103,4,0,0,239,15,3,0,24,3,9,0,0,0,8,68,131,0,0,0,0,0,0,0,0,0,5,7,14,309,73,17,511,54,228,19,73,18,106,79,1484
205051104,0,0,0,35,5,3,5,5,6,4,3,3,0,5,20,48,0,0,4,0,0,0,0,0,0,0,0,7,100,22,7,128,24,73,8,20,7,45,28,464
206011106,0,0,0,351,5,0,0,0,0,5,0,3,0,0,17,29,0,0,0,0,0,0,0,0,0,0,6,3,226,47,9,252,59,136,14,44,4,66,19,877
206011107,0,6,0,515,8,0,0,14,0,4,0,0,0,6,30,65,0,0,0,0,0,0,0,0,0,0,0,8,293,69,22,414,77,212,21,75,26,96,34,1330
206011109,0,10,0,549,3,0,4,16,3,11,3,3,0,3,25,77,0,0,0,0,0,0,0,0,0,0,5,10,408,79,14,517,78,204,22,60,4,96,34,1524
206011495,0,6,0,426,11,0,0,3,0,3,0,0,0,0,17,46,0,0,0,0,0,0,0,0,0,0,0,0,258,52,9,334,60,113,28,49,4,86,17,1006
206011496,0,6,0,369,7,0,0,9,0,3,0,0,0,8,19,45,3,0,0,0,3,0,0,0,0,0,3,5,236,58,4,250,67,114,21,47,7,72,28,899
206011497,0,14,0,387,6,0,8,12,0,3,0,0,0,6,25,62,0,0,0,3,0,0,0,0,0,5,5,14,255,84,13,393,59,166,23,77,25,151,31,1270
206011498,0,7,3,642,10,3,0,7,0,6,3,3,4,9,27,73,0,0,0,0,0,3,0,0,0,3,4,17,446,104,17,583,85,245,26,78,15,175,40,1804
206021110,5,4,0,563,7,3,0,9,0,6,0,3,0,0,15,49,0,0,0,0,0,0,0,0,0,0,0,6,277,55,7,393,58,121,9,52,8,63,15,1066
206021112,0,9,0,796,11,0,4,16,3,11,0,5,0,13,36,95,0,0,3,0,0,0,0,0,0,8,3,9,473,136,13,734,107,254,27,78,11,171,46,2059
206021499,6,5,0,916,14,4,0,17,0,9,0,7,0,6,28,86,3,0,0,0,0,0,0,0,0,0,6,13,463,120,6,572,93,202,30,69,9,93,32,1706
206021500,0,3,0,552,12,4,0,6,0,0,0,0,0,4,19,53,0,0,0,4,0,0,0,0,0,0,0,0,290,79,5,374,64,108,16,43,4,64,22,1063
206031113,0,9,0,868,17,3,0,18,6,8,0,0,0,10,35,91,0,0,0,0,0,0,0,0,0,0,5,13,515,74,20,554,113,224,27,83,10,130,44,1803
206031115,0,0,0,228,7,0,0,3,0,4,0,0,0,4,25,47,0,0,0,0,0,0,0,0,0,0,5,6,151,41,7,171,32,92,10,48,8,74,29,654
206031116,4,9,0,881,12,0,0,9,4,5,0,0,0,6,32,81,3,0,0,0,0,0,0,0,0,0,4,11,510,76,13,560,93,281,18,56,17,97,38,1767
206031501,7,13,4,1004,17,0,3,14,6,12,6,0,0,3,47,105,0,0,0,0,4,0,0,0,0,3,7,24,601,85,27,718,98,355,27,94,17,135,52,2228
206031502,3,12,0,674,15,5,0,8,6,3,0,6,0,3,26,74,0,0,0,6,0,0,0,0,0,0,5,17,385,68,8,434,69,189,11,64,19,76,35,1367
206041117,0,0,0,161,3,0,3,4,0,0,0,0,0,3,16,29,0,0,0,0,0,0,0,0,0,0,0,3,102,35,9,97,37,78,7,34,17,69,22,494
206041118,0,11,0,266,0,3,0,6,0,0,0,0,4,0,35,50,0,0,0,0,0,0,0,0,0,0,0,0,229,43,13,143,54,269,9,56,14,77,38,938
206041119,0,9,0,131,5,0,0,0,0,0,0,0,0,3,13,27,0,0,0,0,0,0,0,0,0,0,0,0,65,8,0,68,13,36,0,11,3,11,14,232
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,3,0,0,453,5,0,0,4,0,3,0,0,0,3,20,32,0,0,0,0,0,0,0,0,0,0,3,9,264,56,11,289,72,126,12,47,7,38,28,957
206041124,0,6,0,115,6,0,0,0,0,0,0,0,0,3,15,26,0,0,0,0,0,0,0,0,0,0,0,6,93,18,0,64,19,58,0,21,9,26,15,307
206041125,5,9,0,194,6,0,0,5,4,6,0,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,91,19,0,94,15,84,5,16,6,17,18,370
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,0,0,0,82,0,0,5,0,0,3,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,0,0,0,57,14,9,58,15,76,0,11,5,28,12,298
206041504,0,0,0,49,0,0,0,4,0,0,0,0,0,0,18,26,0,0,0,0,0,0,0,0,0,0,0,0,61,17,4,49,10,57,4,22,7,39,22,296
206041505,0,0,0,84,5,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,93,20,5,67,19,104,3,28,4,40,11,391
206041506,0,6,0,337,7,0,0,5,0,3,0,0,4,6,30,53,0,0,0,0,0,0,0,0,0,0,0,4,279,56,10,240,24,160,7,53,16,84,28,958
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,0,0,0,117,7,0,0,0,0,0,0,4,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,78,12,3,64,15,83,6,20,0,33,18,344
206041509,0,6,0,187,0,0,0,3,0,0,0,0,0,0,30,36,0,0,0,0,0,0,0,0,0,0,0,5,134,33,15,98,38,150,12,28,21,61,31,614
206041510,0,0,0,148,5,0,0,4,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,5,133,15,3,83,20,91,6,19,8,30,11,411
206051128,0,10,0,899,19,0,0,10,5,9,0,0,0,3,38,83,4,4,0,4,0,0,0,0,0,0,7,16,447,68,9,428,70,304,18,51,6,92,46,1526
206051129,3,9,0,725,9,0,0,9,0,11,0,6,0,6,32,75,0,0,0,4,0,0,0,0,0,0,0,13,345,78,15,406,76,184,19,58,11,42,38,1265
206051130,3,11,0,820,20,3,0,15,0,6,0,0,0,8,33,88,5,0,0,0,0,0,0,0,0,0,0,11,493,64,11,398,98,258,9,52,20,106,42,1546
206051134,0,3,0,504,9,0,0,14,0,0,0,0,0,4,21,51,0,0,0,0,0,0,0,0,0,0,7,6,306,71,6,397,74,132,23,59,9,52,26,1167
206051511,0,0,0,41,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,18,7,25,5,0,6,6,8,113
206051512,0,8,3,429,5,0,0,3,0,4,0,0,0,5,26,50,0,0,0,0,0,0,0,0,0,0,0,7,230,33,13,227,38,165,12,36,11,64,31,857
206051513,0,0,0,230,11,0,0,4,0,0,0,5,0,4,13,35,0,0,0,0,0,0,0,0,0,0,0,0,147,29,6,136,31,101,6,22,8,33,18,537
206051514,0,6,0,320,16,4,0,3,0,8,0,0,0,0,23,53,0,0,0,0,0,0,0,0,0,0,0,7,198,33,9,184,38,139,21,48,10,39,25,741
