SA2_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
201011001,821,23,0,851,6,0,0,0,6,0,0,0,6,0,0,6,11,0,0,0,17,0,0,0,17,3,0,16,18,0,0,0,22,0,0,0,22,3,0,22,710,102,15,9,832,4,3,8,845,28,0,877,117,13,0,0,134,0,0,0,136,17,0,148,0,0,0,4,4,0,0,0,4,0,3,5,823,115,20,11,974,3,3,7,983,45,9,1032,172,24,0,0,204,0,0,0,206,18,0,218,245,38,9,0,282,0,0,0,287,7,0,291,17,0,0,0,17,0,0,0,17,0,0,15,0,0,0,0,3,0,0,0,3,0,0,8,431,65,8,0,508,0,0,0,506,28,0,532,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,7,7,0,0,0,7,0,0,0,9,0,0,8,444,65,8,0,508,0,0,3,514,28,0,544,56,9,4,0
201011002,327,16,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,282,40,0,4,330,5,0,3,333,16,0,350,54,17,0,4,69,0,0,0,69,12,0,85,0,0,0,0,0,0,0,0,0,0,0,0,342,56,0,6,397,5,0,3,405,23,0,428,94,9,0,0,99,0,0,0,102,3,0,104,110,12,0,3,120,3,0,3,123,7,0,130,7,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,211,13,0,3,231,3,0,3,235,7,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,13,0,3,232,3,0,3,237,7,0,248,35,0,0,0
201011005,356,3,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,323,31,7,3,360,0,0,3,362,3,0,366,61,4,0,0,64,3,0,3,71,4,0,78,0,0,0,0,0,0,0,0,0,0,0,0,384,35,7,5,429,8,0,3,433,9,0,440,88,9,4,0,100,0,0,0,100,7,0,108,107,14,0,0,119,0,0,0,119,8,0,128,9,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,206,24,3,0,229,0,0,0,229,7,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,24,3,0,230,0,0,0,230,7,0,241,27,4,0,0
201011006,382,17,0,403,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,9,4,0,4,11,0,0,11,5,10,0,0,11,4,0,4,17,0,0,17,325,47,8,3,386,10,4,15,402,17,0,417,56,9,0,0,71,0,0,0,74,13,0,88,0,0,0,0,0,0,0,0,0,0,0,0,379,56,12,9,457,16,4,14,469,28,0,502,69,0,0,0,75,3,0,3,81,0,0,82,92,11,0,0,105,0,0,0,105,5,0,113,6,0,0,0,9,0,0,0,9,0,0,9,6,0,0,3,4,0,0,0,4,0,0,6,170,16,4,3,194,3,0,5,198,11,0,209,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,10,0,0,0,4,0,0,4,177,12,4,3,200,3,0,4,206,11,0,214,29,5,3,0
201011007,193,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,174,13,0,0,198,0,0,0,198,0,0,194,43,5,0,3,49,0,0,0,49,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,224,11,0,6,241,0,0,0,241,4,0,251,57,3,0,0,64,0,0,0,64,0,0,67,74,9,0,0,82,0,0,0,82,5,0,85,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,138,16,0,4,155,0,0,0,155,5,0,161,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,3,0,0,4,144,16,0,4,157,0,0,0,157,3,0,164,24,0,0,0
201011008,394,16,0,409,5,0,0,0,5,0,0,0,5,0,0,5,9,0,0,0,9,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,10,0,0,10,342,54,6,0,394,7,4,6,403,16,0,419,97,13,4,0,120,8,0,8,129,25,0,152,0,0,0,0,0,0,0,0,0,0,3,3,439,71,12,0,517,11,4,15,534,38,3,575,70,11,0,0,82,0,0,0,82,10,0,92,135,12,11,0,157,0,0,0,157,9,0,163,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,208,26,8,0,243,0,0,0,247,14,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,5,206,28,8,0,244,0,0,0,250,14,0,266,38,13,0,0
201011481,242,10,0,254,9,0,0,0,9,0,0,0,10,0,0,5,5,0,0,0,5,0,0,0,4,0,0,8,10,0,0,0,11,0,0,0,16,0,0,13,207,32,0,0,246,7,0,10,256,11,0,265,61,7,0,0,68,0,0,0,68,10,0,75,0,0,0,0,0,0,0,0,0,0,0,0,273,39,7,0,315,7,0,10,320,21,0,347,33,5,0,0,44,0,0,0,44,6,0,49,57,14,0,0,72,5,0,5,70,0,0,77,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,96,24,0,0,123,5,0,5,125,6,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,93,23,0,0,118,5,0,5,127,6,0,128,19,8,5,0
201011482,638,20,0,660,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,14,0,0,0,14,0,0,14,566,50,21,6,640,9,0,11,643,20,0,671,85,11,0,3,100,4,0,4,105,14,0,121,4,0,0,0,4,0,0,0,4,0,0,4,649,66,17,8,740,9,0,11,753,36,0,789,124,18,3,0,140,3,0,3,148,0,0,148,182,21,0,0,208,0,0,0,206,5,0,208,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,315,37,3,0,354,5,0,5,358,5,5,371,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,0,6,9,0,0,0,9,0,0,0,9,0,0,9,325,37,3,0,364,5,0,5,370,5,5,376,45,7,0,0
201011483,375,9,0,387,4,0,0,0,6,0,0,0,6,0,0,3,15,0,0,0,17,0,0,0,14,0,0,14,15,0,0,0,16,0,0,0,19,0,0,17,337,40,3,6,382,8,0,11,390,10,0,401,59,16,0,0,79,3,0,6,81,21,0,96,0,0,0,0,0,0,0,0,0,0,0,0,396,57,3,6,466,11,3,12,471,27,0,501,71,13,0,0,84,0,0,0,84,4,0,88,110,14,0,0,129,0,0,0,129,0,0,133,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,184,29,0,0,216,0,0,0,222,4,0,226,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,7,196,29,0,0,226,0,0,0,228,6,0,233,30,3,0,0
201011484,232,6,0,246,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,4,15,0,0,0,15,0,0,15,15,0,0,4,14,0,0,0,14,0,0,14,191,40,7,3,243,0,0,4,252,6,0,260,68,10,3,0,82,0,0,0,84,21,4,104,0,0,0,0,0,0,5,5,5,0,4,8,257,53,10,6,325,0,9,9,336,28,8,369,40,7,0,0,46,0,0,0,46,5,0,52,70,15,0,0,82,0,0,0,83,0,0,87,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,109,22,3,0,131,0,0,0,132,5,0,142,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,10,0,0,10,117,22,3,0,145,0,0,3,146,5,0,154,32,4,3,0
