SA2_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
203021487,245,252,103,53,79,43,13,790,93,77,48,28,33,18,8,313,101,88,53,19,44,16,6,324,916,850,463,272,355,158,60,3079,0,3,0,0,0,0,0,6,1356,1269,669,379,515,244,81,4511,11,18,6,3,12,9,5,66,19,28,13,24,12,10,0,98,0,9,12,8,17,5,0,54,96,210,114,97,140,58,17,737,0,0,3,0,0,0,0,7,130,266,155,138,173,83,19,961,1482,1534,819,515,692,325,103,5469
203021488,83,63,37,33,27,22,7,263,17,9,6,5,3,9,0,52,9,13,11,8,6,3,0,45,135,106,58,50,46,10,6,402,4,0,3,0,0,0,0,12,250,184,112,89,90,36,15,778,14,18,22,12,19,18,3,111,17,19,8,6,6,3,0,60,10,14,13,7,6,4,4,53,128,145,86,70,56,11,10,508,11,12,3,5,4,0,0,29,180,214,130,90,101,38,12,756,427,397,241,179,187,81,29,1537
203031048,39,39,31,25,33,18,5,200,63,67,28,20,30,16,0,227,84,66,35,17,18,12,3,230,556,563,370,204,260,95,41,2088,0,6,3,4,3,0,0,14,748,736,473,269,347,141,52,2766,0,8,10,6,3,3,0,26,8,30,21,8,6,7,4,88,8,9,13,4,7,0,0,42,90,160,105,101,115,28,11,611,3,4,0,0,0,0,0,8,110,214,143,117,134,39,23,781,856,955,611,383,479,182,77,3546
203031049,11,7,9,5,0,0,0,27,16,26,6,4,6,6,0,64,38,31,11,5,10,7,3,93,136,147,90,73,85,43,13,587,0,3,0,3,0,0,0,8,200,215,115,91,106,47,16,784,0,0,4,0,0,0,0,4,3,3,9,3,0,0,4,16,0,3,9,0,3,0,0,18,11,14,18,18,26,10,5,87,0,0,0,0,0,0,0,3,10,20,32,21,29,10,10,132,213,231,143,110,133,60,26,919
203031051,19,12,7,7,8,7,4,65,27,21,19,9,4,0,0,78,17,17,9,5,6,4,5,68,157,183,133,91,93,27,10,692,6,3,5,4,0,0,0,12,223,244,175,113,114,34,14,918,0,0,0,0,0,0,0,0,0,10,4,8,4,0,0,27,0,3,9,0,0,0,0,10,33,62,29,23,34,7,4,197,0,0,0,0,0,0,0,6,45,73,40,31,40,9,4,244,269,312,212,141,160,53,18,1159
203031052,3,5,7,4,0,3,0,25,18,16,10,3,14,0,0,62,11,17,9,4,0,3,0,46,130,151,75,62,64,31,12,530,0,0,0,0,0,0,0,3,152,192,104,73,85,38,15,672,0,0,0,0,0,0,0,8,0,0,8,0,9,0,0,17,0,0,0,3,0,0,0,6,8,17,20,11,15,7,4,74,3,0,0,0,0,0,0,0,10,17,24,12,25,5,13,108,163,213,131,86,115,46,27,780
203031053,97,101,66,32,43,19,5,364,143,147,84,48,60,22,6,514,143,180,83,40,54,26,9,539,1105,1169,674,454,509,188,82,4179,0,5,5,3,3,0,0,19,1483,1605,913,581,671,263,102,5616,0,8,7,9,11,4,0,32,16,25,23,12,16,7,4,98,5,8,12,6,12,4,4,45,50,119,109,66,99,29,14,501,0,0,0,0,0,0,0,4,78,160,150,97,139,43,24,689,1557,1763,1059,679,811,308,124,6301
203031489,97,85,31,31,36,11,9,292,45,56,47,24,22,7,7,199,64,86,35,18,19,5,0,231,514,577,300,158,196,55,28,1827,4,0,3,0,0,0,0,11,722,796,413,229,275,84,43,2562,4,5,7,3,0,0,4,24,3,11,22,6,9,0,5,62,4,3,7,0,5,0,3,19,53,114,69,42,53,15,6,358,5,0,0,0,0,0,0,4,71,136,98,56,66,26,20,463,794,934,512,281,337,111,58,3030
203031490,31,45,30,23,32,12,0,173,74,89,56,41,47,19,4,336,79,84,49,38,23,7,3,291,750,867,520,330,372,142,61,3042,11,0,0,0,0,0,0,14,941,1095,657,431,475,180,74,3857,4,3,4,7,8,0,0,26,8,20,21,13,9,10,0,72,0,8,20,8,14,0,0,49,50,128,105,83,97,33,6,497,7,4,3,0,0,0,0,18,68,168,145,114,121,47,13,671,1004,1256,808,546,598,230,79,4525
204011054,11,11,8,7,8,0,0,43,3,12,13,7,3,4,0,43,8,11,8,5,11,3,0,41,174,176,123,71,110,14,5,668,0,0,0,0,0,0,0,0,196,205,149,86,130,21,5,790,0,0,0,0,6,0,0,6,0,5,3,4,4,0,0,15,0,0,5,0,4,0,0,12,34,49,43,25,28,9,5,185,0,0,0,0,0,0,0,0,35,52,49,28,37,9,4,215,232,261,197,116,172,29,8,1006
204011055,12,9,6,4,7,0,3,35,12,11,6,4,9,0,0,39,13,17,0,4,3,0,0,36,190,171,115,90,98,22,6,693,0,0,0,0,0,0,0,3,226,212,131,103,114,22,8,810,5,6,0,0,3,0,0,11,0,0,0,8,6,0,0,15,0,0,0,4,3,0,0,8,43,48,38,30,46,0,0,209,3,0,0,0,0,0,0,9,50,60,46,41,53,0,0,246,277,265,176,139,167,25,11,1053
204011056,58,54,31,15,21,13,6,202,37,58,29,21,22,15,3,183,48,52,29,13,17,7,5,171,580,572,344,241,311,114,29,2195,0,0,0,3,0,0,0,6,730,731,434,293,373,146,46,2757,9,4,4,0,7,6,0,34,14,18,10,9,6,12,0,68,0,4,4,6,3,4,0,25,94,157,103,70,108,19,14,563,0,0,3,0,0,0,0,15,117,186,128,86,120,42,16,703,851,920,563,379,496,190,59,3459
204011057,19,18,6,3,10,0,0,59,20,15,19,10,11,4,0,74,29,35,24,13,9,0,0,116,265,356,241,147,139,30,7,1190,0,4,0,0,0,0,0,3,332,429,296,178,174,40,6,1446,0,4,5,0,0,0,0,11,3,10,9,0,4,0,0,28,0,8,3,0,4,0,0,14,32,64,37,27,32,5,4,204,5,0,0,0,0,0,0,5,40,89,52,30,43,4,4,260,374,513,344,212,213,45,5,1702
204011058,5,13,0,3,4,0,0,35,9,10,10,7,7,0,0,36,7,18,9,3,5,0,0,45,159,115,80,43,56,16,10,469,0,4,0,0,5,0,0,5,178,155,101,63,74,17,10,588,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,7,3,0,0,0,0,0,0,4,34,30,27,7,13,3,3,121,3,0,0,0,0,0,0,7,44,35,31,13,17,5,3,145,216,189,133,76,86,21,8,733
204011059,18,18,9,11,8,0,0,69,3,10,5,0,3,0,3,30,6,15,4,12,6,0,0,45,139,156,93,59,74,29,8,567,3,0,0,0,0,0,0,3,180,197,118,87,92,36,13,714,0,4,0,0,3,0,0,10,10,4,4,4,6,0,0,27,0,7,0,0,0,0,0,9,68,84,60,42,47,16,4,323,0,7,4,0,0,0,0,12,71,107,71,48,59,15,3,383,252,301,184,133,146,53,13,1099
204011060,3,14,11,6,8,4,0,41,14,14,13,10,7,0,3,53,10,19,13,3,8,0,0,57,196,190,124,71,80,20,10,685,0,0,0,0,0,0,0,0,222,239,156,83,103,27,13,836,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,0,3,0,0,4,0,0,10,15,29,15,0,11,8,0,75,0,4,0,0,6,0,0,8,19,33,17,5,15,9,0,102,241,271,167,89,120,35,15,943
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,5,0,0,21,0,0,0,0,0,0,0,0,10,7,5,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,8,0,0,21,0,0,0,0,0,0,0,0,0,6,9,5,8,0,0,21,12,9,13,7,6,0,0,47
204011062,5,3,3,0,4,0,0,21,9,12,6,3,4,0,0,30,7,7,7,4,0,0,0,24,94,116,67,51,58,3,8,394,0,3,0,3,0,0,0,10,116,135,80,61,63,4,6,470,0,0,0,0,0,0,0,0,6,5,0,0,6,3,0,14,0,0,0,3,6,0,0,9,17,18,22,21,21,8,0,106,0,0,0,0,0,0,0,3,22,23,24,20,34,8,0,131,137,156,110,82,95,17,7,605
204021063,25,23,7,3,14,6,3,78,11,12,7,4,8,3,0,42,16,15,9,7,9,3,0,60,295,244,155,106,149,37,11,994,0,4,0,0,0,0,0,6,357,293,175,125,177,46,11,1184,0,3,0,0,5,0,0,6,4,7,7,12,5,4,0,39,3,7,0,3,6,0,0,12,70,117,82,51,60,10,3,400,5,7,10,0,0,0,0,23,90,139,98,64,75,21,8,492,446,433,277,187,248,62,19,1669
204021064,0,3,3,4,5,0,0,17,5,3,3,0,0,0,0,12,3,11,9,3,4,6,0,39,110,127,90,64,72,12,4,469,0,8,3,0,0,0,0,7,119,146,108,71,79,18,4,550,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,3,0,0,0,0,0,9,18,14,9,15,16,0,0,71,5,0,0,0,0,0,0,4,21,19,8,15,21,3,0,86,139,173,120,87,99,21,4,636
204021065,0,4,0,0,3,0,0,6,3,0,0,4,5,0,0,11,10,4,4,5,8,0,0,32,144,157,97,66,67,16,5,556,0,0,0,0,0,0,0,0,157,166,103,71,80,17,5,610,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,5,0,0,0,0,5,19,33,39,23,28,0,0,149,0,0,0,0,0,0,0,0,28,38,38,27,31,0,0,159,182,204,146,99,114,17,5,772
204021066,56,53,19,3,14,3,0,158,24,36,28,21,21,0,0,131,40,38,28,15,13,0,0,140,659,636,435,274,378,101,17,2500,7,5,0,0,0,0,0,14,781,775,513,316,428,108,16,2944,0,5,3,10,12,0,3,33,5,6,7,8,14,0,0,42,3,11,3,6,7,0,0,40,168,246,189,124,144,31,14,908,10,8,7,5,0,0,0,31,190,274,212,144,175,39,13,1049,972,1055,729,460,601,145,32,3991
204021067,11,11,5,6,6,0,0,30,19,16,11,14,9,4,0,72,26,19,10,5,9,0,0,71,380,430,284,192,245,49,8,1589,0,0,6,0,0,0,0,3,433,476,313,217,267,60,13,1771,0,0,4,0,0,0,0,8,3,0,4,0,6,0,0,15,0,0,0,0,0,0,0,3,31,51,49,38,34,13,0,213,0,0,0,0,0,0,0,3,38,54,56,39,39,13,0,240,467,530,370,260,300,65,11,2006
204031068,4,12,9,7,10,4,0,43,20,25,16,10,9,4,0,71,16,22,17,4,9,0,0,68,136,148,102,72,89,17,3,578,0,0,0,0,0,0,0,5,173,204,147,92,113,27,3,769,0,0,0,0,0,0,0,0,3,6,5,3,0,0,0,21,0,6,0,0,0,0,0,6,19,33,25,23,27,5,0,130,0,0,0,0,0,0,0,3,24,50,31,28,31,4,0,161,198,257,174,119,142,36,4,929
204031069,9,26,15,9,3,6,0,67,18,25,30,18,19,0,0,118,34,45,24,12,15,5,0,139,243,245,159,136,148,28,10,970,0,3,0,6,0,0,0,12,313,343,221,173,190,37,12,1298,0,0,4,3,0,0,0,15,0,3,3,9,3,3,0,21,0,3,0,6,4,0,0,19,18,33,36,27,29,11,0,151,0,0,0,0,0,0,0,5,23,41,40,43,43,9,0,206,337,391,261,221,234,49,12,1500
204031070,0,0,0,0,0,0,0,6,0,3,4,3,4,6,0,20,8,5,7,3,4,3,0,32,121,114,76,71,77,12,4,475,0,0,0,0,0,0,0,0,133,127,89,79,90,13,7,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,10,14,13,14,0,0,69,0,0,0,0,0,0,0,0,10,10,18,10,14,0,4,69,144,134,105,91,108,16,5,605
204031071,22,20,4,4,5,0,0,52,6,11,12,12,10,4,4,60,9,9,8,7,3,0,0,41,128,144,79,62,84,20,12,527,0,0,0,0,0,0,0,5,156,189,107,86,108,29,17,694,3,0,0,0,0,0,0,10,0,7,0,5,0,0,0,14,0,9,0,0,3,0,0,19,18,24,29,30,25,4,0,122,4,0,3,0,0,0,0,9,23,41,37,38,29,9,0,175,185,228,145,124,140,30,17,867
204031072,14,9,4,0,7,0,0,32,0,3,6,3,7,0,0,20,11,15,10,9,9,0,0,47,207,209,144,109,100,26,0,790,0,4,0,0,0,0,0,7,230,233,160,120,121,32,3,897,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,10,18,34,31,25,31,3,0,140,0,0,0,0,0,0,0,0,25,42,35,26,26,7,0,157,252,277,193,150,147,39,0,1057
204031073,48,37,18,16,28,0,0,160,28,37,28,16,12,6,0,118,27,42,25,10,13,4,0,119,561,557,356,228,318,66,19,2103,4,5,0,0,0,0,0,13,660,672,428,271,371,74,25,2508,7,3,5,3,13,6,0,36,6,9,11,7,7,0,0,42,7,13,9,7,15,0,0,40,140,268,152,102,128,38,13,844,4,5,0,0,3,0,0,8,159,299,172,123,159,48,16,971,819,976,600,386,531,119,43,3480
204031075,3,4,0,0,0,0,0,12,13,7,12,9,7,0,0,53,12,18,9,4,8,5,0,56,220,278,171,121,138,23,9,968,0,3,0,0,0,0,0,7,254,307,193,137,157,32,13,1096,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,0,0,0,0,0,0,0,9,17,32,16,18,22,4,0,109,4,0,0,0,0,0,0,3,22,35,14,20,25,4,4,130,276,346,208,162,182,34,16,1223
204031491,92,99,69,39,30,17,9,353,43,28,27,20,9,7,0,130,47,38,18,15,12,4,0,131,695,678,359,262,264,48,20,2328,6,0,4,0,0,0,0,9,879,850,481,336,310,77,32,2955,0,6,3,3,4,0,5,19,4,4,12,0,0,4,0,23,4,0,0,0,0,0,0,16,88,156,89,53,70,18,6,474,0,0,0,0,0,0,0,3,97,167,102,61,76,24,9,540,977,1017,584,393,387,95,41,3492
204031492,68,103,41,29,35,12,4,290,33,32,11,13,13,4,0,102,36,16,19,8,4,0,0,88,421,389,233,151,187,35,7,1427,0,3,0,0,0,0,0,10,564,541,309,193,246,55,17,1920,5,9,16,8,13,7,3,64,6,11,11,8,6,0,0,54,0,10,4,0,10,4,0,28,175,243,171,103,128,23,3,850,3,7,0,4,0,0,0,28,197,280,205,126,158,40,11,1014,762,823,513,320,408,89,24,2932
205011076,64,67,32,29,45,23,10,262,62,64,34,20,23,11,0,218,53,53,27,21,18,9,4,193,909,807,441,289,291,91,36,2860,3,8,0,3,0,0,0,16,1090,997,544,365,378,134,49,3556,0,9,13,0,10,3,0,39,17,20,22,16,15,3,0,89,3,3,5,7,8,4,0,38,161,214,135,111,96,33,7,757,9,19,3,5,0,0,0,35,185,265,170,137,137,42,13,957,1278,1258,712,505,511,177,66,4512
205011077,6,8,9,8,10,6,0,45,9,19,15,12,8,3,0,59,16,18,4,4,13,3,4,58,213,233,170,107,127,53,17,914,3,5,3,0,0,0,0,20,249,277,195,125,158,67,18,1091,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,14,0,0,0,0,3,0,0,7,27,47,26,36,41,0,0,186,0,0,0,3,0,0,0,5,32,57,34,42,43,4,0,214,283,331,233,167,200,67,17,1304
205011078,15,19,8,10,7,0,3,65,21,20,17,11,6,4,0,78,15,16,13,15,9,4,0,73,307,337,213,137,155,47,28,1217,0,0,0,0,0,0,0,4,354,391,249,166,179,56,32,1434,6,0,0,0,0,0,0,15,0,3,0,3,4,0,3,17,0,6,4,4,3,0,0,15,59,91,62,47,59,13,3,329,8,0,0,0,0,0,0,3,68,100,67,58,69,19,8,383,424,494,317,221,246,75,40,1817
205011079,102,138,53,33,40,25,6,400,62,57,38,37,35,6,7,242,75,56,42,24,29,10,5,237,888,781,520,349,439,129,59,3180,4,4,9,4,0,0,0,17,1136,1030,659,447,550,174,75,4078,4,6,3,3,3,3,0,31,20,23,7,8,21,11,0,94,11,15,18,8,11,0,0,66,138,184,138,124,137,42,19,775,6,7,7,5,4,0,0,23,173,245,173,150,183,53,21,999,1309,1270,831,597,728,234,98,5073
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,46,58,30,15,15,7,6,166,41,34,18,12,27,0,0,131,42,31,22,12,8,0,0,107,537,468,281,187,225,49,15,1764,5,0,0,0,0,0,0,8,659,597,344,224,272,65,18,2175,0,4,0,0,4,0,0,12,10,13,7,14,3,0,0,43,0,5,5,9,0,0,0,27,153,201,116,106,121,20,9,720,6,14,3,4,0,0,0,25,173,238,136,123,135,22,4,832,831,832,477,349,403,88,24,3006
205021082,6,3,10,3,4,0,0,32,5,14,10,12,12,0,3,62,19,22,13,17,12,0,3,88,294,327,187,130,142,17,0,1112,4,0,0,0,0,0,0,4,335,373,227,163,171,25,5,1292,0,0,0,0,0,0,0,3,0,4,0,4,4,0,0,6,0,4,0,0,4,0,6,13,32,61,44,28,40,0,0,207,3,4,4,3,0,0,0,12,33,68,43,35,48,0,6,235,368,447,271,198,217,21,7,1529
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,23,25,19,8,7,0,0,86,17,22,11,6,7,0,0,68,17,22,15,13,8,3,0,76,245,285,181,122,145,27,7,1017,3,10,4,0,5,0,0,14,309,368,228,150,168,33,11,1267,0,0,0,3,0,0,0,6,0,9,3,6,4,0,0,20,0,0,3,3,5,0,0,18,78,120,79,42,55,6,0,378,4,6,0,0,5,0,0,16,86,131,89,53,67,5,0,438,395,503,315,206,236,38,10,1701
205021085,9,14,6,0,3,0,0,37,4,13,4,0,0,0,0,22,15,14,12,8,6,0,0,43,154,166,122,87,90,15,0,631,0,3,0,0,0,0,0,4,184,203,141,99,102,16,0,738,0,0,0,0,0,0,0,7,3,7,5,4,4,0,0,20,0,0,0,0,0,0,0,6,28,51,38,32,23,6,0,171,4,0,3,0,0,0,0,8,35,59,43,38,29,3,0,214,217,263,183,134,129,21,0,953
205021086,11,12,8,0,3,0,0,43,8,3,8,5,7,0,0,31,10,7,9,3,0,0,0,34,129,154,75,50,78,16,3,499,0,0,0,0,0,0,0,3,158,185,103,60,93,16,5,621,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,7,0,4,0,0,0,10,23,40,42,31,26,3,0,168,0,0,0,0,0,0,0,0,32,49,42,37,34,3,3,191,191,233,147,94,117,21,6,810
205031087,10,17,12,6,6,0,0,48,10,34,26,11,15,0,0,100,20,13,15,9,14,0,0,71,245,300,167,98,146,35,12,1002,7,7,0,0,0,0,0,9,295,370,210,124,179,38,12,1233,0,3,3,0,0,0,0,6,0,9,3,4,5,0,0,26,4,6,0,4,0,0,0,11,45,53,41,26,37,9,0,215,0,0,0,0,0,0,0,6,48,71,51,39,36,11,0,258,346,443,263,164,218,52,17,1492
205031088,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,0,0,7,0,0,0,0,0,0,0,0,9,0,6,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,6,3,3,0,0,20
205031089,10,9,10,5,9,0,0,44,30,33,9,17,18,0,0,112,26,28,11,11,22,7,0,97,349,372,239,162,194,56,21,1399,6,4,0,0,0,0,0,12,420,445,283,191,246,62,20,1668,0,5,0,0,0,0,0,10,0,5,4,3,0,0,0,22,0,0,0,0,0,0,0,7,65,74,57,43,37,8,7,285,0,6,7,0,0,0,0,11,67,89,71,47,48,10,5,335,487,534,346,243,293,66,32,1997
205031090,26,23,21,9,12,4,0,98,35,33,29,7,13,3,0,116,37,39,27,16,15,0,0,135,339,429,293,195,248,74,24,1594,0,3,4,3,3,0,0,18,439,531,365,229,286,83,26,1958,0,6,0,3,0,4,0,25,0,14,0,8,6,0,0,36,0,6,7,5,4,0,0,23,46,110,75,54,84,19,3,394,0,4,4,0,3,0,0,17,55,143,92,72,103,28,8,504,490,675,459,299,389,108,31,2463
205031091,31,34,18,16,9,4,0,111,42,61,27,24,28,5,3,184,45,37,19,13,18,3,0,136,343,407,213,168,185,43,15,1382,7,5,4,0,0,0,0,22,470,544,285,218,235,56,19,1827,5,5,4,3,5,0,0,21,11,19,16,13,4,0,0,66,4,10,17,8,11,0,0,51,52,84,75,50,64,16,3,348,5,3,6,3,6,0,0,23,73,127,116,75,89,21,9,508,541,672,401,295,323,77,28,2336
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,77,63,21,17,16,10,0,207,59,72,42,29,38,6,7,250,78,83,46,27,40,10,0,289,756,762,472,322,365,105,31,2814,5,5,7,0,4,0,0,16,968,981,596,405,460,135,32,3581,0,5,8,0,9,3,0,29,17,16,11,22,3,0,0,77,0,14,5,10,12,5,6,54,144,230,143,119,126,32,8,798,10,12,9,4,3,0,0,41,172,278,182,161,149,40,14,999,1140,1260,782,567,615,170,51,4578
205041094,15,13,14,12,13,7,3,77,20,22,9,11,24,4,3,96,19,34,22,11,16,3,5,114,428,453,274,172,197,58,35,1614,3,0,3,4,0,0,0,15,487,525,320,209,249,74,38,1907,0,0,0,0,8,0,0,11,5,6,5,7,8,3,0,33,3,7,4,0,5,0,0,22,85,123,93,60,64,12,5,451,3,5,3,0,0,0,0,17,103,142,112,78,82,13,9,533,588,668,433,287,331,91,50,2442
205041095,15,18,13,5,12,3,0,77,20,28,15,20,27,0,0,111,36,25,13,22,21,11,0,120,476,475,287,195,219,62,17,1730,5,4,0,0,0,0,0,8,550,553,329,238,277,82,20,2043,9,12,16,3,8,6,0,48,14,12,16,8,14,0,0,69,4,9,5,0,8,3,0,27,210,266,155,96,106,34,6,868,12,13,6,3,4,0,0,38,246,316,192,115,134,45,10,1059,794,870,522,353,411,119,30,3098
205041096,89,85,34,22,22,6,3,268,9,8,10,0,12,7,0,46,28,15,10,10,7,0,0,76,341,315,193,148,140,43,10,1193,6,12,5,0,0,0,0,21,475,435,255,188,179,63,16,1604,16,10,10,3,18,3,0,59,14,13,6,3,11,0,3,46,3,9,5,5,3,0,0,25,182,229,140,99,92,22,6,780,15,20,6,8,7,0,0,57,234,277,173,117,124,31,9,968,710,720,424,303,302,89,24,2574
205041098,0,8,0,0,3,0,0,14,4,7,4,0,6,5,0,31,3,6,10,4,4,0,3,32,206,192,140,98,108,23,5,771,0,5,0,0,0,0,0,9,220,218,158,103,119,26,13,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,28,46,35,15,23,4,0,156,0,0,0,0,0,0,0,0,28,48,32,15,26,4,0,163,250,266,193,124,143,33,11,1019
205041493,54,48,29,10,23,4,4,167,20,31,11,7,12,7,4,84,18,17,9,3,12,0,0,52,369,385,218,149,182,67,21,1396,3,0,3,0,0,0,0,5,462,473,271,173,223,85,29,1713,8,9,8,5,6,0,0,41,3,6,5,7,3,0,3,28,4,4,4,9,3,0,0,25,123,168,101,50,63,15,4,535,8,15,8,0,0,0,0,36,153,204,125,71,80,19,8,663,611,680,392,240,310,103,36,2377
205041494,86,102,51,34,27,13,3,316,32,23,28,18,31,4,3,135,46,41,20,5,6,3,0,130,632,652,398,249,323,95,22,2372,0,0,0,0,0,0,0,7,804,821,489,314,389,117,31,2963,6,3,11,8,8,0,0,38,9,13,16,11,4,6,0,63,5,12,7,3,8,6,0,46,132,163,122,81,99,31,10,634,3,3,0,0,0,0,0,6,153,199,154,99,127,38,12,787,954,1023,645,414,511,155,42,3748
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
