SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
215011393,382,758,0,3,17,85,4,13,150,601,169,705,7,33,18,48,46,128,69,207,239,915,0,3,4,22,3,20,25,75,35,126,3,15,5,9,27,61,38,85,76,205,8,13,699,1895
215011394,902,1791,7,51,68,323,18,67,271,1098,359,1542,14,65,43,140,102,331,166,530,527,2073,5,19,26,99,11,30,84,251,121,394,6,17,24,47,98,218,125,279,246,675,22,46,1700,4581
215021395,830,1656,19,121,113,523,26,132,482,1958,639,2729,55,237,60,195,205,669,330,1106,963,3835,0,8,21,72,8,25,78,220,111,327,12,29,13,26,91,211,114,267,227,592,27,59,2053,6146
215021396,558,1104,5,42,56,264,19,93,279,1142,367,1539,19,81,29,102,117,351,167,535,536,2074,3,27,23,73,7,40,85,237,123,372,0,10,18,42,67,140,86,189,210,561,13,35,1312,3770
215021398,468,932,7,43,43,202,11,50,190,767,248,1062,6,37,31,101,51,172,98,311,343,1377,0,0,4,16,7,18,40,106,46,140,0,10,7,20,48,95,51,121,99,263,17,32,932,2606
215021399,635,1266,14,86,70,316,17,88,333,1334,431,1821,29,144,39,119,160,520,232,782,659,2606,3,22,21,54,8,43,111,306,139,417,9,15,16,37,97,218,118,272,261,687,24,49,1576,4609
215021469,1827,3648,36,210,150,731,52,249,818,3172,1058,4360,53,221,97,313,272,838,418,1379,1479,5734,18,72,73,274,53,213,471,1284,612,1845,37,110,78,170,360,793,475,1075,1084,2917,98,202,4482,12510
215021470,1810,3631,29,152,156,733,60,269,947,3704,1193,4862,77,317,91,289,324,1032,488,1632,1681,6494,7,42,66,233,34,139,332,924,448,1340,38,123,67,148,268,592,374,858,816,2194,63,131,4365,12452
215031400,831,1644,15,76,73,348,13,48,257,1068,357,1538,18,75,67,218,111,347,198,645,554,2178,4,12,8,32,8,25,75,222,92,282,3,9,14,27,85,183,100,220,194,506,31,67,1613,4398
215031401,1001,1993,4,43,66,320,15,74,297,1211,392,1652,31,103,59,188,150,474,232,765,626,2418,0,5,16,52,3,18,87,220,104,297,3,10,8,24,90,188,102,217,209,518,24,46,1852,4975
215031402,476,951,12,68,28,130,15,74,176,703,225,975,7,42,14,44,71,217,95,306,320,1274,4,18,11,63,9,32,70,206,94,316,5,7,11,18,64,134,76,156,171,472,25,53,987,2749
215031403,314,641,11,56,25,153,6,39,198,829,240,1070,23,100,12,43,42,145,78,292,323,1358,4,6,6,28,3,21,44,139,58,190,0,5,0,3,43,100,50,108,113,299,25,61,769,2355
215031404,1252,2498,22,123,89,414,21,107,676,2658,806,3311,35,146,74,240,182,582,293,970,1099,4277,9,38,48,173,12,56,220,613,292,879,9,33,38,89,163,354,207,470,499,1357,50,110,2904,8238
215031405,783,1561,8,52,79,372,19,74,338,1370,439,1872,26,113,47,156,149,467,224,736,664,2605,4,25,11,38,7,33,75,221,104,319,3,6,11,30,64,136,82,177,184,496,27,56,1655,4714
216011406,1941,3863,30,156,163,757,39,173,774,3062,1006,4148,78,341,113,375,292,935,491,1644,1492,5792,10,35,62,215,30,119,298,806,396,1168,31,89,52,108,267,563,344,763,738,1932,54,116,4228,11701
216011407,1329,2640,24,154,121,598,33,181,585,2352,769,3283,56,241,77,246,270,851,394,1332,1164,4615,7,31,41,125,17,68,187,532,247,753,12,41,37,91,182,400,236,528,483,1286,31,58,3004,8595
216011408,503,1006,0,8,51,263,19,72,220,885,291,1231,20,80,32,105,111,329,157,511,449,1738,4,9,8,27,4,14,56,163,66,205,4,10,10,28,47,89,57,125,127,328,5,9,1082,3087
216011409,534,1055,8,42,36,179,11,51,176,698,229,971,23,100,27,88,89,287,136,472,365,1443,0,13,4,29,10,38,58,163,75,243,10,25,16,34,50,112,76,168,149,408,16,39,1064,2944
216011410,602,1203,3,28,37,156,21,78,167,654,217,919,15,63,18,63,81,251,113,369,334,1291,0,5,11,48,3,15,62,171,81,244,7,20,4,10,70,161,85,194,166,434,22,41,1121,2966
216021411,842,1673,16,82,46,239,24,93,282,1140,362,1566,27,106,38,126,98,311,162,548,529,2110,6,34,17,64,7,25,113,322,152,444,9,34,17,27,101,212,130,280,276,721,19,37,1662,4538
216021412,380,755,3,25,26,137,16,72,134,563,185,800,15,64,17,59,74,236,114,356,296,1151,0,0,0,12,3,16,50,121,59,143,0,9,6,19,37,88,52,111,105,253,9,20,790,2183
216021413,1522,3047,32,183,128,617,41,198,605,2446,817,3452,65,277,85,275,262,835,411,1385,1226,4836,4,10,30,108,20,79,197,542,252,744,21,72,41,95,214,469,276,630,526,1374,31,70,3307,9332
216021414,1310,2593,18,99,75,356,24,105,399,1590,517,2150,43,191,43,139,139,429,221,761,742,2913,4,15,20,79,10,41,155,417,197,553,7,24,19,38,121,258,149,316,343,871,20,34,2409,6410
216031415,864,1724,14,80,54,266,24,113,334,1292,431,1756,38,165,44,137,163,518,245,824,676,2579,9,39,47,176,32,109,207,588,297,909,16,48,12,25,188,388,216,470,513,1380,39,89,2083,5768
216031416,1881,3771,40,244,237,1094,50,263,1218,4846,1548,6446,110,450,150,511,361,1168,621,2125,2166,8570,25,117,80,267,37,134,346,952,485,1467,36,112,82,173,315,695,433,979,918,2450,77,160,5037,14949
216031418,467,924,8,45,54,254,22,108,226,938,309,1351,31,141,45,149,104,321,183,603,491,1955,0,12,11,37,7,23,45,133,63,198,5,21,7,22,48,96,64,140,123,340,8,16,1094,3233
216031419,1204,2396,20,121,112,529,38,167,561,2228,734,3050,51,199,82,282,254,810,391,1290,1125,4344,7,31,29,99,8,22,161,416,201,565,8,30,18,43,137,301,164,373,365,935,32,62,2715,7735
216031593,963,1935,23,154,144,695,36,188,694,2837,899,3877,59,272,91,311,213,692,363,1266,1265,5142,7,18,21,68,11,55,111,317,151,454,14,42,30,60,76,166,119,260,268,715,17,33,2517,7824
216031594,1560,3140,51,356,143,773,46,234,832,3360,1074,4728,76,333,66,220,292,937,430,1490,1503,6214,11,63,68,267,43,159,381,1085,509,1577,38,116,61,138,268,599,366,847,872,2424,74,166,4012,11952
217011420,1294,2587,9,68,71,341,23,86,431,1717,540,2211,35,145,69,213,200,628,304,987,841,3202,5,19,24,81,17,59,106,288,151,450,3,18,19,38,100,212,119,267,273,713,31,70,2439,6566
217011421,1265,2507,16,79,94,444,24,94,558,2197,685,2817,32,137,78,247,191,592,302,975,986,3788,9,32,36,127,16,48,173,443,225,653,12,47,36,85,158,340,211,477,439,1126,39,83,2728,7509
217011422,1448,2894,20,107,82,372,33,148,520,2043,660,2667,37,166,82,247,230,699,347,1117,1005,3785,6,35,44,135,23,79,216,586,289,836,12,29,52,105,201,430,266,566,554,1401,35,72,3040,8148
217011423,853,1683,12,65,83,372,18,74,326,1348,434,1858,28,106,53,181,143,446,225,724,655,2580,0,8,15,33,13,38,61,167,85,243,11,25,10,27,74,151,95,199,181,445,20,37,1709,4751
217031471,458,908,6,19,32,159,16,59,149,628,206,871,10,37,24,75,74,221,105,338,305,1206,3,12,6,21,5,16,51,140,65,191,4,22,13,26,60,119,76,168,142,359,17,30,923,2496
217031472,1388,2773,33,180,130,601,23,119,648,2585,836,3480,66,280,78,252,235,755,382,1288,1216,4773,8,42,31,108,21,61,221,628,279,841,27,84,37,85,198,448,266,618,543,1461,63,132,3214,9144
217031473,738,1460,18,101,63,321,27,124,328,1333,435,1878,42,182,46,152,121,382,208,712,644,2593,3,6,13,44,4,16,45,120,59,192,9,25,8,16,82,169,93,218,157,411,17,37,1557,4499
217031474,686,1360,11,51,50,247,12,62,266,1082,347,1445,21,83,38,106,111,339,166,528,506,1977,0,19,14,55,3,18,67,178,92,271,5,17,14,24,98,201,116,245,209,517,28,59,1425,3911
217031475,925,1850,29,164,99,469,15,78,349,1454,489,2164,48,202,60,184,149,483,260,862,749,3025,3,24,15,46,7,31,102,268,125,368,3,13,11,31,106,224,119,274,248,642,27,57,1947,5570
217031476,564,1124,3,18,33,163,3,39,156,598,202,813,7,33,30,96,49,154,90,289,298,1101,3,7,4,24,0,0,53,122,66,162,3,15,10,25,58,123,73,167,137,322,7,20,1007,2566
217041477,809,1617,24,145,89,417,27,140,410,1708,551,2407,33,153,56,184,143,468,235,809,786,3215,3,12,14,43,15,46,80,225,110,335,11,25,24,54,102,236,141,304,247,641,29,64,1876,5531
217041478,1322,2632,20,100,122,568,35,142,590,2383,766,3196,54,218,105,334,191,595,346,1145,1111,4338,11,45,20,82,14,36,137,348,178,514,10,30,20,36,131,277,157,336,336,848,31,65,2791,7883
217041479,2460,4918,54,290,239,1116,62,308,1301,5085,1658,6797,114,481,196,642,486,1553,795,2678,2454,9474,17,61,89,300,43,145,439,1136,581,1642,43,135,84,173,399,884,530,1193,1108,2837,97,195,6112,17433
217041480,1547,3079,22,131,107,478,33,128,687,2676,847,3413,66,274,92,297,251,797,406,1371,1250,4779,4,11,30,87,12,60,235,582,279,744,23,76,43,94,196,428,264,601,548,1340,68,133,3412,9332
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
