SA2_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
205041098,24,153,123,1946,27,2278,0,5,0,82,3,88,7,0,0,7,0,9,6,0,0,0,0,8,70,28,14,57,3,171,177,143,122,1405,30,1879,19,0,11,6,0,32,0,0,0,4,0,7,40,14,14,112,4,180,5,0,0,14,0,25,6,0,0,9,0,16,5,0,0,0,0,5,44,34,23,400,8,506,25,19,5,97,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,3,30,0,76,0,0,0,0,0,4,11,4,6,4,0,20,10,9,0,17,0,42,9,0,0,5,0,10,0,0,0,0,0,4,64,36,26,363,4,490,0,0,0,0,0,0,3,3,9,0,0,13,5,7,0,3,0,15,0,0,0,0,0,0,3,0,0,0,0,8,11,5,0,4,0,19,67,20,15,53,0,165,4,0,4,57,257,333,505,298,216,3377,317,4707
205041493,73,376,274,3881,56,4659,0,11,7,201,3,213,128,8,0,12,0,146,24,0,0,6,0,26,162,69,47,167,3,446,576,358,244,3507,72,4752,88,3,24,5,0,124,10,0,8,13,0,29,125,47,21,313,5,507,19,9,4,25,0,58,7,6,0,10,0,26,105,0,0,11,0,124,121,95,44,899,17,1178,153,43,11,257,4,472,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,63,18,13,85,0,175,28,5,11,17,0,68,30,24,4,15,0,75,56,10,8,40,0,110,6,0,4,7,0,15,3,3,0,0,0,11,199,105,98,934,12,1347,0,0,0,0,0,8,9,0,0,6,0,20,23,9,5,9,0,49,11,5,0,0,0,16,24,0,0,0,0,28,17,5,0,17,0,37,496,54,29,178,13,770,25,11,7,105,834,982,2169,741,497,7617,975,12000
205041494,98,568,384,5571,35,6653,0,4,0,199,0,208,151,8,11,23,0,201,20,13,3,22,0,53,208,90,69,282,7,652,819,527,421,5001,54,6821,129,14,37,15,5,192,15,4,4,37,0,59,138,60,56,500,12,759,91,20,3,74,0,188,16,13,0,24,0,55,233,0,4,8,0,251,184,108,91,1418,9,1803,316,90,38,472,5,920,14,0,0,0,0,14,5,0,0,8,0,14,0,0,0,0,0,3,68,39,21,126,6,249,45,11,15,7,0,79,33,33,9,13,0,90,68,15,8,58,0,144,14,4,9,7,0,36,11,3,0,0,0,15,269,148,138,1412,9,1973,17,7,0,10,0,30,26,15,4,0,0,42,34,3,3,18,0,64,34,0,3,5,0,42,22,0,4,0,0,26,36,17,13,45,0,109,622,93,63,219,10,1009,32,13,6,119,814,983,3090,1094,789,10927,919,16822
205051099,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,15,6,23
205051100,20,162,105,1608,25,1919,3,0,0,67,3,69,7,0,0,4,0,12,7,0,0,0,0,15,72,17,13,50,4,151,385,157,109,1475,31,2158,42,0,6,0,0,43,9,3,0,10,0,26,66,16,5,111,4,207,6,5,0,6,0,13,12,3,0,0,0,13,8,3,0,0,0,10,74,21,21,484,7,607,29,22,8,59,0,121,4,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,6,26,3,0,29,0,62,7,0,0,0,0,10,14,3,10,4,0,34,16,8,0,13,0,38,9,0,0,0,0,16,0,0,0,0,0,0,69,32,27,445,6,587,7,0,0,4,0,12,3,0,0,0,0,5,14,0,0,3,0,24,7,0,0,0,0,8,3,0,0,0,0,3,12,8,0,3,0,22,133,23,25,42,0,215,9,0,3,27,287,326,885,294,199,3202,344,4915
205051101,62,407,298,5663,85,6513,0,9,3,211,5,231,23,0,10,32,0,69,24,0,4,16,0,45,169,61,45,139,9,414,642,400,308,4825,98,6275,71,0,8,8,0,85,12,5,6,15,0,39,92,38,23,359,5,517,10,13,0,28,0,47,17,4,0,0,0,21,32,0,0,3,0,39,128,71,53,1520,28,1791,48,28,12,182,3,279,0,0,0,0,0,0,5,0,0,3,0,6,4,0,0,6,0,13,12,6,0,11,0,32,25,5,3,0,0,38,35,13,9,15,0,76,50,13,6,38,0,104,11,0,0,13,0,28,8,0,0,0,0,8,178,92,61,1309,19,1662,0,3,0,0,0,3,15,0,6,0,0,25,14,4,0,6,0,22,0,0,0,0,0,3,20,0,8,4,3,29,32,4,4,39,0,76,276,51,61,162,12,563,15,5,10,179,933,1137,1633,727,547,10720,1135,14756
205051102,20,133,81,1568,27,1826,5,8,0,44,0,54,5,0,0,0,0,6,0,0,0,0,0,4,30,23,18,40,5,112,187,110,82,1273,24,1678,61,0,12,0,0,74,3,0,0,3,0,14,16,3,9,111,5,145,7,3,0,0,0,9,5,0,0,0,0,9,7,0,0,0,0,8,39,16,12,327,16,418,23,8,6,41,3,87,4,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,13,0,32,5,0,0,0,0,6,9,5,0,0,0,23,8,3,0,4,0,12,0,0,0,4,0,12,0,0,0,0,0,0,50,14,31,338,3,439,5,0,0,0,0,5,5,0,0,0,0,6,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,14,74,18,6,30,0,132,6,0,0,26,1216,1253,480,220,163,2787,1278,4928
205051103,88,506,420,5395,77,6484,0,18,4,344,14,389,141,3,12,40,0,194,45,16,3,20,0,76,146,57,33,143,0,389,753,478,353,4594,69,6257,111,9,29,11,0,148,24,7,0,17,0,49,105,50,24,380,5,563,32,12,8,39,0,88,12,4,0,5,0,21,168,14,5,8,0,189,150,99,66,1410,20,1747,122,44,28,306,4,512,0,0,3,6,0,6,7,5,0,19,0,26,6,0,0,13,0,20,17,7,0,46,0,77,16,6,6,4,0,33,27,26,11,11,0,68,62,12,8,45,0,124,21,0,0,11,0,36,8,0,0,0,0,8,211,117,96,1223,20,1664,16,5,0,9,0,30,50,6,0,4,0,59,14,0,0,12,0,32,31,3,7,4,0,55,55,0,8,0,0,69,34,13,4,55,0,107,546,99,80,195,14,926,43,10,7,126,824,1005,2472,921,695,10214,1000,15301
205051104,31,152,148,1957,35,2324,0,3,0,75,0,80,17,0,4,13,0,31,4,4,4,0,0,9,82,19,9,29,0,137,352,154,133,1710,44,2393,18,0,3,0,0,21,7,0,0,12,0,26,84,18,13,132,5,247,17,9,0,10,0,32,18,0,0,0,0,22,14,0,0,0,0,25,65,43,28,503,16,657,44,17,10,88,0,157,4,0,0,0,0,4,0,0,0,6,0,6,3,0,0,3,0,5,13,3,3,6,0,22,5,3,0,5,0,16,26,3,9,5,0,43,20,0,5,17,0,42,3,0,0,3,0,16,0,6,0,0,0,6,70,55,25,496,9,660,0,0,0,0,0,4,5,0,0,0,0,8,3,0,0,3,0,10,6,0,0,7,0,11,9,0,0,0,0,12,4,5,0,14,0,28,107,17,19,64,8,214,14,0,3,48,402,468,851,290,242,3722,496,5605
206011106,103,535,423,1950,11,3023,5,6,7,92,0,116,552,19,28,31,7,636,58,19,3,19,0,103,73,39,29,101,0,246,947,472,390,2167,20,3997,90,4,31,4,0,130,83,17,9,35,0,143,178,60,41,276,0,553,371,68,35,125,0,599,26,3,7,14,0,54,184,16,11,7,0,214,340,144,126,1289,6,1900,809,145,84,459,7,1506,33,0,4,4,0,41,127,11,15,17,0,171,32,7,7,17,0,65,48,19,14,41,0,125,44,14,3,0,0,62,106,14,17,14,3,154,76,32,17,65,0,190,52,3,3,8,0,68,5,0,0,0,0,6,288,126,129,918,5,1463,43,7,4,9,0,66,33,11,7,3,0,53,99,12,8,19,0,141,47,8,7,3,0,67,145,6,8,6,0,160,37,13,7,65,0,119,1357,213,173,239,21,2013,63,0,5,38,480,589,5156,1158,905,4966,550,12738
206011107,142,538,433,2322,14,3448,8,13,4,85,0,102,558,18,36,48,7,675,65,15,14,40,0,132,68,45,23,103,0,239,773,459,330,2381,27,3967,157,3,22,8,0,186,68,14,16,42,0,138,133,47,39,283,10,510,607,82,30,205,4,934,21,12,4,13,0,51,286,14,16,3,0,323,290,165,116,1361,8,1939,934,208,87,577,10,1822,42,0,3,0,0,51,156,21,10,40,0,223,34,7,6,15,0,63,65,28,15,65,0,173,39,4,11,4,0,62,75,26,18,12,5,128,60,18,11,44,0,134,31,4,5,15,0,57,9,0,0,0,0,10,236,154,97,894,13,1392,46,5,8,9,0,64,20,8,3,4,0,36,80,10,8,19,0,112,35,0,0,7,0,48,149,7,10,0,0,163,24,15,3,52,0,95,1771,227,174,262,10,2438,111,4,3,35,444,597,5990,1248,883,5675,521,14318
206011109,113,346,260,1671,5,2398,0,0,3,40,0,49,229,17,32,17,0,291,43,15,4,17,0,72,52,26,13,42,0,129,384,278,184,1608,7,2452,65,4,11,3,0,88,28,11,4,19,0,62,59,41,23,179,0,304,677,95,44,358,3,1180,15,8,0,13,0,42,153,12,14,8,0,180,123,94,81,888,5,1188,1244,250,137,750,16,2401,12,0,4,0,0,19,159,37,6,44,0,237,60,7,9,33,0,110,122,25,17,87,0,245,20,0,0,0,0,21,31,13,14,0,0,55,40,4,3,25,0,73,9,5,5,3,0,26,4,3,0,0,0,9,105,72,44,534,0,760,27,7,5,9,0,44,13,0,0,0,0,12,36,9,7,16,0,67,35,7,3,5,0,49,119,3,9,8,0,139,13,5,4,25,0,50,848,151,140,193,5,1333,42,6,3,39,260,348,4222,897,620,4345,301,10390
206011495,110,536,450,2072,13,3180,5,0,3,83,0,97,465,18,57,34,4,576,48,15,3,30,0,91,72,36,19,82,0,212,827,467,375,2132,16,3815,81,0,26,4,0,111,83,14,20,41,0,160,147,60,49,287,5,543,731,70,43,200,6,1048,16,11,11,19,0,56,193,18,22,17,0,249,298,159,132,1313,3,1903,758,151,73,440,4,1425,28,4,0,0,0,37,188,11,22,31,0,242,14,3,0,14,0,28,68,12,10,50,0,143,42,4,0,0,4,55,85,19,25,7,0,139,61,22,20,43,0,146,36,8,0,23,0,65,5,0,0,0,0,5,248,130,112,858,0,1349,28,3,3,11,0,44,27,11,5,3,0,48,83,8,3,17,0,109,34,3,5,3,0,47,114,0,15,3,0,131,40,7,6,72,0,123,1389,195,185,254,6,2035,55,11,6,34,334,438,5280,1136,937,5155,387,12890
206011496,134,552,447,2195,12,3341,0,8,4,80,0,94,522,19,46,58,0,647,61,18,10,33,0,124,82,41,33,83,0,238,989,518,416,2320,22,4258,97,6,25,11,0,131,90,10,14,32,0,140,178,58,44,297,0,578,364,59,16,129,4,572,25,21,4,27,0,82,183,15,8,3,0,213,353,194,140,1388,15,2093,664,135,73,397,11,1275,39,0,4,0,0,44,116,13,20,9,3,167,23,0,0,9,0,28,47,18,8,42,0,109,50,12,10,9,0,72,115,17,14,7,0,147,79,19,20,68,0,185,36,6,4,18,0,57,10,0,0,0,0,9,289,122,92,939,3,1452,22,9,3,3,0,40,35,8,3,6,0,50,96,10,8,8,0,128,50,9,11,9,0,73,150,0,14,9,0,179,34,20,13,52,0,115,1328,182,193,262,9,1957,50,6,4,31,431,519,5038,1181,949,5326,490,12983
206011497,175,500,356,1664,19,2709,4,7,8,57,5,76,470,20,25,31,0,543,73,8,5,21,0,112,59,46,16,55,0,173,720,414,264,1732,24,3146,78,0,12,0,0,93,44,9,9,27,0,92,136,60,32,229,0,456,481,73,28,152,0,739,26,11,8,15,0,55,221,19,5,10,0,254,260,173,98,1042,3,1578,1212,213,84,497,6,2013,20,0,0,6,0,25,425,36,48,47,5,569,16,5,6,10,0,39,64,19,9,57,0,149,31,12,4,3,0,48,52,18,14,6,0,96,78,24,10,32,0,144,29,7,4,9,0,47,3,0,0,0,0,7,209,118,92,707,3,1133,32,7,6,9,0,44,23,0,5,0,0,35,46,9,0,4,0,65,33,14,0,5,0,53,111,0,10,0,0,119,21,4,5,38,0,70,1634,222,149,213,11,2233,123,4,11,35,435,611,5864,1168,763,4232,510,12535
206011498,153,585,371,2176,11,3299,9,9,0,63,0,78,300,23,29,37,0,391,88,7,7,41,3,144,64,44,22,80,0,213,633,452,300,2164,19,3571,95,0,17,8,0,126,41,19,4,34,4,99,132,47,35,258,6,470,837,117,62,325,11,1345,16,7,0,20,0,47,184,13,10,10,0,224,222,185,116,1179,5,1699,1279,223,107,722,27,2362,7,0,3,0,0,10,518,61,55,93,6,726,49,12,3,14,0,78,85,32,18,79,3,210,29,9,3,0,0,42,65,25,16,4,0,109,66,22,12,43,0,149,25,9,4,14,0,50,7,5,0,0,0,9,207,127,97,868,0,1301,27,0,4,5,0,40,17,8,4,6,0,31,56,12,3,12,6,87,22,15,9,7,0,51,97,5,20,0,0,125,23,4,0,32,0,65,1477,214,165,244,10,2118,82,9,4,47,364,515,5887,1334,852,5492,456,14031
206021110,102,383,299,1799,12,2601,3,4,0,38,0,49,301,21,33,32,0,396,42,0,0,20,0,63,42,39,20,54,0,152,513,354,261,1834,12,2975,23,0,5,3,0,31,33,11,5,24,0,81,91,52,26,173,0,340,470,52,44,164,0,723,26,0,4,10,0,39,97,18,10,5,0,130,178,117,88,1015,5,1399,464,101,58,314,12,945,16,0,0,0,0,20,37,0,8,21,0,67,68,16,9,19,0,112,19,8,4,30,0,65,9,3,0,0,0,18,34,5,7,6,0,60,48,11,22,44,0,119,15,11,12,10,0,44,7,0,0,0,0,7,152,100,95,727,3,1072,34,4,0,8,0,49,18,3,0,0,0,27,38,3,0,9,0,49,27,17,12,7,0,53,97,8,4,4,0,116,22,8,18,29,0,75,554,122,105,161,4,942,26,0,0,17,243,294,2993,835,668,4216,287,8994
206021112,222,794,535,3106,32,4683,6,18,7,115,0,149,550,34,48,59,6,694,99,16,9,48,0,173,95,67,43,136,9,344,1082,685,477,3346,19,5613,85,6,32,7,0,133,81,25,17,54,0,179,181,75,57,397,7,711,1396,131,86,419,22,2054,24,11,4,32,0,75,257,18,17,8,0,300,435,236,166,1875,7,2711,1219,246,122,782,12,2386,29,0,0,3,0,32,247,32,32,54,3,366,193,36,24,55,0,308,69,26,16,72,0,187,46,11,8,0,0,64,120,44,25,10,0,197,82,37,29,80,3,226,26,5,8,17,0,52,11,4,0,0,0,18,346,204,147,1334,6,2035,66,11,3,12,0,97,31,7,6,0,0,49,81,16,8,24,0,127,53,10,10,9,0,74,242,10,10,4,3,266,50,12,13,61,0,136,1428,262,218,377,19,2300,82,12,11,53,502,666,7351,1749,1244,7944,626,18919
206021499,148,701,522,2906,10,4285,0,7,3,72,0,76,367,48,42,52,0,513,76,21,6,35,0,136,75,58,40,135,0,308,1047,627,432,2978,28,5109,52,0,17,0,3,68,70,12,18,37,0,134,201,81,43,324,5,649,1063,107,47,294,17,1513,23,12,9,19,0,71,166,27,16,11,0,223,375,218,138,1609,7,2351,624,180,58,504,6,1377,13,0,3,0,0,15,98,20,14,39,0,172,97,13,8,26,3,149,46,20,14,48,0,128,25,4,5,0,0,31,83,36,28,7,0,153,74,33,20,59,0,189,33,11,12,10,0,62,4,0,0,0,0,4,313,162,152,1158,5,1793,32,3,0,11,0,44,42,9,15,7,0,72,62,6,19,18,0,103,35,3,7,15,0,62,148,8,10,0,0,166,47,21,9,76,0,153,938,223,192,264,3,1629,37,0,0,46,454,542,5136,1521,1036,6846,533,15068
206021500,73,449,364,1807,7,2707,0,8,7,57,0,73,308,24,36,42,0,402,29,6,5,26,0,68,62,43,28,79,0,216,733,483,317,2050,14,3590,45,0,10,4,0,64,39,16,7,36,0,103,117,45,34,214,0,416,501,53,38,139,3,726,14,12,9,15,0,52,115,14,11,10,0,150,261,160,117,1209,3,1753,468,128,50,329,3,973,19,0,0,0,0,23,42,5,0,8,0,62,73,12,7,23,0,121,35,15,5,38,0,96,30,7,0,5,0,38,65,23,9,0,0,98,58,16,11,38,0,121,29,4,8,15,0,57,12,0,0,0,0,12,222,136,100,908,5,1372,34,5,0,5,0,49,17,3,9,0,0,29,46,7,7,11,0,66,38,3,7,3,0,53,112,3,8,3,0,124,37,10,9,51,0,103,747,161,151,237,5,1310,43,3,5,25,324,389,3536,1044,754,4601,371,10299
206031113,184,518,419,2785,21,3926,7,8,6,64,0,84,766,29,43,37,4,879,112,15,16,58,0,191,77,30,27,84,0,221,731,424,275,2643,30,4099,128,3,24,0,0,157,44,6,8,29,0,91,143,41,43,310,0,535,338,42,27,172,0,583,20,7,3,15,0,52,266,14,12,13,0,307,307,159,103,1554,13,2136,743,192,77,553,3,1564,40,0,0,4,0,41,31,3,3,11,0,47,31,9,10,19,0,72,126,27,22,99,10,283,19,0,6,4,0,40,66,14,25,9,0,116,79,18,14,51,0,163,50,5,5,6,0,62,6,0,0,0,0,10,210,98,90,951,6,1359,42,5,6,11,0,56,26,4,10,0,0,37,86,5,9,18,0,118,47,7,0,0,0,61,474,7,22,17,0,524,24,14,13,53,0,92,1825,158,162,236,15,2395,78,4,12,40,744,876,6008,1088,828,6437,838,15191
206031115,155,273,195,1281,17,1924,4,9,0,51,0,64,708,13,31,25,15,789,28,10,3,11,0,56,48,19,11,35,0,112,467,257,208,1293,13,2251,115,0,15,4,0,137,34,7,6,13,0,66,75,26,23,167,0,296,87,8,5,52,0,156,9,0,0,6,0,22,256,7,0,8,0,275,131,88,71,744,7,1038,210,47,39,200,0,498,36,0,6,0,0,36,21,6,7,8,0,41,14,5,0,4,0,27,46,16,14,20,0,90,21,0,3,0,0,27,45,7,3,0,0,60,45,11,3,12,0,74,22,0,0,4,0,32,3,0,0,0,0,3,104,64,64,521,0,749,29,0,0,0,0,28,10,9,0,0,0,23,53,3,5,6,0,65,35,4,0,4,0,43,327,3,12,6,9,359,12,6,3,22,0,46,1891,88,82,133,37,2228,71,3,4,16,615,707,4384,554,473,2957,701,9065
206031116,144,542,378,2768,24,3853,4,9,3,57,0,67,710,17,38,34,4,802,134,12,13,65,0,233,86,37,16,57,0,200,829,417,332,2778,14,4377,158,3,30,3,0,192,60,18,3,24,0,103,144,52,46,284,4,525,467,79,30,230,7,812,21,3,6,19,0,50,484,25,20,12,0,540,275,144,118,1553,9,2100,1464,252,117,825,12,2658,60,0,4,3,0,67,77,23,3,28,0,133,94,11,10,35,0,152,174,42,24,129,0,374,35,3,0,4,0,41,69,14,22,10,0,120,104,19,18,59,0,201,39,3,6,15,0,74,4,0,0,0,0,5,238,102,108,998,3,1452,49,6,3,15,0,71,17,4,6,0,0,28,84,6,9,16,0,109,51,4,5,14,0,72,207,14,8,10,0,237,31,0,12,47,0,93,1574,213,148,242,17,2189,73,0,3,24,455,563,6820,1224,855,6792,524,16224
206031501,154,474,350,2860,16,3855,7,6,0,55,0,69,576,13,38,28,5,657,165,27,22,90,0,313,70,21,23,48,0,161,614,343,278,2725,12,3969,94,4,25,11,0,128,22,8,4,29,0,63,114,44,18,277,0,462,432,82,50,311,9,885,39,5,3,17,0,67,513,22,21,14,0,576,229,130,84,1473,10,1932,1453,279,160,1101,10,3003,21,0,3,0,0,27,108,14,12,54,0,188,75,15,14,48,0,151,193,48,48,202,0,494,17,5,4,0,0,25,32,13,15,12,0,65,120,16,30,55,0,222,46,0,8,12,0,67,4,0,4,0,0,10,168,78,61,850,0,1160,73,9,7,25,0,108,38,3,10,0,0,52,60,9,10,20,0,94,87,8,8,16,0,118,291,13,10,4,0,314,15,5,9,43,0,66,1523,159,158,234,10,2082,46,3,9,36,466,562,6423,1133,855,7102,531,16042
206031502,99,358,327,2067,6,2853,3,0,4,45,0,54,462,18,30,39,0,547,99,13,7,48,0,167,61,20,22,52,0,152,532,314,248,2281,14,3395,91,0,17,5,0,122,27,3,3,31,0,61,88,43,31,265,0,426,300,53,25,170,0,541,16,12,9,16,0,47,412,8,9,19,0,448,172,115,90,1410,11,1790,778,189,91,617,6,1677,42,0,0,0,0,41,94,15,17,39,0,163,36,7,10,14,0,72,129,29,15,103,0,275,16,3,0,0,0,13,47,13,14,3,0,78,67,15,18,30,0,135,13,8,3,16,0,40,19,0,0,0,0,21,178,99,73,763,8,1125,41,8,3,4,0,48,25,7,3,0,0,32,59,0,6,9,0,81,38,4,6,10,0,57,162,4,12,10,0,181,18,15,8,28,0,62,1304,144,151,187,10,1794,52,3,3,38,402,505,4712,895,698,5432,454,12191
206041117,139,359,313,1354,31,2199,4,10,0,80,0,93,4001,25,52,23,17,4117,38,8,11,16,4,74,77,29,22,70,0,199,830,368,301,1648,32,3185,225,3,22,6,0,259,96,8,15,16,0,142,150,43,43,209,0,441,88,33,14,54,0,186,21,4,3,13,0,42,783,8,10,7,4,818,235,121,101,884,3,1342,416,86,62,293,11,865,182,3,0,3,0,187,35,4,3,14,4,65,33,8,4,6,0,56,20,13,12,23,0,63,35,4,0,0,0,36,64,7,12,6,5,98,68,15,7,45,0,139,63,6,4,9,0,83,5,0,6,0,0,7,212,108,82,658,5,1064,40,0,3,3,4,51,35,0,5,0,0,43,131,3,3,5,0,153,87,3,8,9,0,103,369,3,11,3,7,396,31,10,3,24,0,72,3208,152,144,174,33,3707,115,0,3,33,1098,1251,10338,821,711,3543,1243,16655
206041118,130,203,220,994,7,1556,3,9,0,38,0,49,3313,7,52,21,12,3411,32,13,7,4,0,54,49,19,9,41,0,119,836,201,158,1159,13,2373,290,3,27,4,4,323,98,6,7,20,0,128,155,26,17,144,0,337,115,29,9,53,4,205,18,7,4,9,0,39,2017,0,3,3,3,2023,177,54,36,486,7,769,330,50,21,122,3,522,333,0,3,0,3,331,32,7,4,4,0,45,30,6,0,8,0,41,41,13,6,24,0,79,46,5,0,0,0,55,64,4,3,0,0,69,73,9,6,11,0,90,99,0,0,8,0,114,20,0,0,0,0,20,180,45,37,371,5,636,47,8,5,0,0,58,38,8,5,0,0,45,108,0,0,6,0,122,50,0,5,0,0,57,237,0,11,6,0,257,24,6,5,20,0,53,2963,92,91,105,12,3254,127,9,4,10,1348,1495,10756,489,423,2422,1398,15493
