SA2_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
210051545,36,119,38,45,10,298,58,30,190,114,115,11,509,4,3,5,8,6,0,23,10,0,15,18,52,4,98,17,0,34,29,65,42,189,323,112,949,557,857,129,2929
211011251,50,184,44,42,5,454,101,44,315,153,217,19,850,3,5,30,15,20,0,63,20,7,37,41,100,6,211,31,3,52,34,66,28,214,599,192,1518,784,1378,133,4605
211011254,75,279,74,70,9,652,151,76,424,162,208,29,1047,13,0,29,18,8,0,67,23,14,58,40,110,3,247,47,5,82,49,85,23,294,975,284,2361,990,1524,144,6275
211011255,30,122,36,29,6,265,45,23,147,56,72,11,352,0,0,13,7,6,0,28,7,0,22,23,82,0,136,3,6,30,17,24,6,87,219,107,874,458,817,59,2526
211011256,60,254,97,67,4,623,120,69,354,170,163,29,906,5,4,27,18,10,4,60,16,3,42,42,152,3,262,25,10,62,35,76,25,228,763,255,1978,1017,1630,175,5816
211011257,15,147,45,26,6,312,65,31,161,96,74,9,440,0,0,9,5,12,0,32,6,5,22,25,70,4,130,15,5,41,22,33,11,121,374,116,1005,570,805,76,2945
211011258,40,173,65,48,8,431,100,37,245,127,103,20,631,6,0,24,11,22,0,58,13,0,22,32,81,4,155,17,4,60,24,57,12,174,483,155,1404,707,1072,113,3939
211011259,72,221,59,55,7,538,119,75,349,167,147,21,887,6,7,28,5,19,0,57,26,7,41,36,96,4,200,31,0,63,30,47,22,192,753,261,1847,833,1166,131,4993
211011260,74,289,73,76,7,708,182,86,447,170,165,21,1068,9,0,31,6,12,0,61,25,3,49,61,112,6,252,52,6,93,34,55,31,269,1143,314,2544,991,1318,174,6480
211011446,127,409,128,105,15,978,175,110,462,311,350,30,1438,12,4,36,19,36,6,104,22,8,59,72,211,6,377,41,10,102,56,146,35,386,924,413,2543,1499,2848,219,8446
211011447,67,218,67,81,12,550,94,68,292,190,204,23,876,6,3,19,13,23,0,79,17,0,33,36,111,0,201,14,10,56,35,98,14,222,496,237,1464,911,1780,110,4995
211011448,73,240,57,75,11,578,101,68,327,202,208,28,937,9,0,22,20,23,3,76,11,4,39,46,163,10,263,17,6,57,45,81,29,232,540,242,1637,1055,1969,164,5609
211011449,28,77,22,21,0,192,30,19,92,62,59,8,266,0,0,8,6,10,0,30,0,0,8,21,38,0,67,6,0,13,15,31,15,80,125,85,422,342,616,47,1632
211021261,91,273,59,58,8,638,202,86,438,132,89,25,958,10,0,43,17,20,4,94,22,8,51,39,99,10,231,23,8,110,44,41,31,255,892,365,2500,853,1117,154,5878
211021262,57,190,62,41,5,443,120,56,263,104,84,19,655,6,3,25,9,10,0,48,3,5,26,27,61,4,136,13,0,54,20,43,4,139,457,223,1401,649,1060,78,3876
211031263,69,188,64,57,9,446,82,68,245,146,199,15,769,0,0,20,18,16,0,56,5,3,27,36,115,3,189,16,3,31,32,80,17,178,368,230,1176,799,1605,108,4283
211031265,131,443,125,94,16,999,149,120,420,202,206,27,1118,7,6,43,19,27,0,95,23,13,54,50,151,4,289,19,10,79,42,84,28,262,748,460,2366,1284,2053,178,7083
211031266,102,317,93,75,9,835,184,111,469,217,228,22,1233,17,3,34,23,20,0,94,34,9,68,64,111,3,294,36,6,85,45,60,42,266,1235,392,2592,1155,1683,156,7223
211031267,182,480,92,78,3,1147,220,150,556,256,254,29,1453,16,4,44,17,14,0,99,34,13,75,53,132,5,316,28,9,98,46,71,30,277,1268,540,2997,1276,1906,178,8170
211031268,57,212,72,38,14,494,86,62,268,109,97,17,637,4,0,24,11,12,0,59,17,4,38,24,62,3,147,9,5,41,28,34,15,126,459,230,1423,673,884,103,3769
211031450,91,287,74,73,6,684,135,84,386,227,271,41,1138,12,3,30,15,27,0,88,8,7,55,52,152,3,279,18,4,51,39,79,28,206,644,293,1767,1014,1952,153,5824
211031451,93,258,59,58,4,611,126,82,276,172,158,15,827,4,4,29,15,20,0,72,16,12,51,35,80,4,185,19,0,56,23,39,20,158,621,292,1629,837,1406,110,4888
211031452,34,97,20,18,5,210,28,30,109,63,55,12,303,0,0,3,4,7,0,16,4,0,11,21,39,3,80,11,3,28,13,30,3,79,173,114,579,329,577,41,1813
211041269,53,172,53,24,7,447,112,48,247,101,90,10,608,10,0,26,13,10,0,56,15,0,43,23,47,0,131,31,0,63,23,30,7,157,750,188,1602,579,620,76,3813
211041270,107,337,80,72,5,844,208,107,439,164,130,19,1062,11,4,35,15,12,7,87,39,18,63,38,69,4,224,48,4,95,43,43,19,254,1316,456,2918,974,1175,141,6996
211041271,64,231,68,36,8,576,169,53,349,125,113,12,817,13,4,26,10,9,0,57,20,12,58,31,60,8,189,19,4,59,18,15,18,137,974,281,2049,681,765,104,4862
211041272,60,197,37,54,8,503,122,65,306,108,90,8,699,3,0,6,16,5,0,37,19,4,40,26,63,0,153,29,8,52,17,23,16,145,818,249,1648,580,719,81,4084
211041273,62,191,43,38,3,486,126,38,282,99,68,11,627,3,0,27,6,12,0,57,26,0,44,27,41,6,154,35,3,74,40,29,20,201,911,212,1704,620,628,99,4173
211051274,82,238,71,67,9,616,90,63,215,134,119,13,632,10,9,31,21,29,3,101,19,4,30,39,122,5,211,12,4,35,18,41,15,124,456,239,1230,716,1278,95,4016
211051275,69,198,71,77,4,481,84,60,231,141,172,18,703,4,0,11,16,19,0,43,13,6,30,44,119,5,220,16,0,37,24,82,21,177,360,206,1176,787,1613,125,4262
211051276,67,212,82,63,12,506,61,48,196,167,179,18,668,11,8,35,11,35,0,108,10,6,18,43,161,4,236,3,4,13,27,87,33,165,287,204,1085,866,2024,158,4627
211051277,46,195,52,47,8,385,63,54,193,132,184,16,641,0,0,9,13,13,3,38,11,0,15,30,93,0,147,8,3,24,18,67,13,132,240,156,858,627,1406,75,3363
211051278,92,324,127,109,12,778,76,68,366,247,332,37,1123,3,4,22,20,37,0,90,13,7,47,67,229,3,359,8,5,55,41,128,38,279,400,277,1688,1323,3014,206,6907
211051279,30,84,27,30,0,211,34,22,101,66,66,7,299,0,5,6,3,13,0,29,8,0,10,11,71,4,103,7,4,18,9,31,9,72,151,94,472,354,868,64,2005
211051280,33,123,40,29,0,291,34,42,132,87,93,11,403,0,0,11,6,3,0,26,7,0,8,15,71,3,109,5,0,12,14,44,11,89,159,119,633,452,1053,64,2473
211051281,117,457,117,144,13,1024,111,109,408,314,407,37,1386,3,0,30,23,29,3,93,22,7,51,85,271,7,444,19,8,68,52,154,41,342,620,390,2243,1502,3340,230,8317
211051282,108,243,64,33,10,622,106,63,213,107,83,18,595,10,3,23,10,28,0,82,16,10,23,14,59,0,117,10,4,44,28,53,16,155,522,299,1215,670,1030,98,3833
211051283,69,187,62,65,0,452,47,45,164,141,155,22,578,0,4,24,19,13,0,62,6,4,25,30,124,4,189,3,4,17,23,78,9,135,194,171,810,702,1677,91,3654
211051284,92,246,63,66,3,618,75,66,213,131,144,13,639,5,9,15,11,26,3,68,8,4,27,26,87,5,161,13,3,29,30,40,18,141,455,251,1221,719,1282,102,4032
211051285,38,124,49,52,0,290,25,32,115,124,127,14,433,0,0,7,6,23,0,42,3,0,16,22,134,0,181,4,4,12,19,62,11,111,133,109,565,519,1478,86,2887
211051286,84,180,112,97,7,559,45,55,219,206,289,29,842,13,6,35,22,28,0,102,10,5,25,45,222,6,308,3,0,31,32,137,39,248,226,213,877,934,2707,183,5141
212011289,108,359,128,103,7,860,83,72,331,242,263,25,1006,9,4,30,24,31,3,105,7,8,29,49,206,6,308,8,5,53,56,141,35,291,451,309,1602,1226,2881,205,6685
212011546,109,441,135,153,11,1062,234,124,575,334,329,37,1636,5,7,27,27,25,3,93,23,5,55,81,213,10,390,38,5,81,76,145,48,393,1036,397,2552,1908,3128,227,9245
212011547,40,150,45,68,3,345,31,30,128,81,112,10,401,4,0,15,16,41,3,78,0,0,11,20,150,9,187,7,3,14,24,88,22,159,129,112,617,509,1699,139,3202
212011548,43,112,51,56,8,304,19,28,146,129,148,18,492,0,0,11,15,40,0,70,0,0,15,27,143,8,183,0,4,19,14,80,18,140,103,101,522,561,1747,111,3150
212011549,78,182,68,91,4,502,68,50,235,194,268,17,827,3,0,13,11,46,0,85,13,10,27,46,195,0,289,11,7,27,26,119,24,214,325,193,1041,974,2240,131,4893
212011550,27,100,30,39,3,246,51,22,167,110,133,15,494,0,0,13,3,16,0,38,6,0,7,28,65,6,112,7,0,28,12,57,18,125,233,72,713,523,999,90,2636
212011551,20,58,22,21,3,159,34,24,93,85,100,9,344,4,0,3,3,9,0,23,4,6,9,12,51,0,83,7,0,12,17,42,15,94,189,64,376,354,783,78,1846
212011552,105,319,124,138,6,829,154,115,489,372,455,49,1634,0,7,21,27,41,5,96,14,8,39,83,202,7,353,26,6,61,73,168,60,390,762,328,2025,1763,3281,307,8473
212021293,109,410,127,131,15,1000,186,112,467,248,269,28,1310,3,4,36,28,31,4,107,15,7,50,67,166,9,311,28,9,82,50,102,35,300,876,395,2408,1497,2562,219,7957
212021295,15,70,29,25,4,181,42,26,136,90,137,16,454,0,0,5,4,10,0,21,9,0,20,28,62,10,121,16,3,50,39,60,35,192,248,68,749,492,900,139,2598
212021297,17,99,29,29,3,226,45,19,180,107,150,15,514,4,0,9,8,7,0,26,4,0,23,28,54,3,118,20,4,46,28,53,33,177,287,76,878,580,959,129,2910
212021299,30,117,27,44,4,275,52,21,156,73,54,13,367,5,0,11,9,6,3,29,5,0,18,28,78,4,133,7,0,52,31,57,9,155,215,103,853,492,975,95,2734
212021453,45,149,48,38,11,374,79,53,227,135,144,18,664,8,0,15,12,11,0,47,10,3,15,40,85,0,155,24,4,67,24,49,31,200,432,154,1194,755,1146,125,3807
212021454,42,156,69,38,10,414,98,36,230,168,156,26,722,5,0,12,3,6,0,26,3,5,37,37,85,4,173,21,0,65,42,56,35,219,532,155,1375,869,1143,166,4245
212021455,56,181,64,80,6,461,78,42,218,190,195,22,742,0,4,11,11,12,0,41,10,3,21,30,135,9,210,13,0,44,34,83,25,209,393,157,1210,869,1684,154,4469
212021456,35,120,75,65,6,356,90,50,239,185,193,20,774,4,0,17,5,17,0,46,10,7,34,35,118,5,213,29,3,52,58,94,39,270,470,149,1204,927,1601,165,4518
212021553,70,275,95,96,12,734,173,87,469,241,237,29,1232,3,8,23,19,21,0,66,15,3,41,48,124,6,238,37,4,74,53,99,24,291,903,276,2063,1230,1826,189,6480
212021554,41,142,50,57,4,393,137,52,252,168,144,30,778,11,5,8,9,16,0,44,3,0,24,32,81,5,150,20,3,46,35,56,19,179,621,180,1306,776,1208,126,4224
212031300,46,134,78,74,7,404,92,56,295,281,391,45,1154,0,5,17,15,42,3,78,13,0,28,46,172,11,264,24,3,62,53,162,53,351,455,169,1236,1170,2626,233,5900
212031303,67,235,91,103,14,600,109,70,420,254,287,21,1152,4,3,25,16,47,5,109,6,5,32,65,192,3,302,11,0,60,48,127,32,274,491,209,1586,1380,2633,191,6485
212031304,53,195,91,69,3,519,151,96,560,354,385,40,1573,3,3,27,25,24,4,86,14,3,32,75,165,9,297,24,0,83,60,154,52,374,668,235,1909,1556,2617,230,7217
212031306,45,162,68,47,7,435,161,70,510,249,249,29,1269,0,0,21,10,9,0,40,21,0,42,47,94,10,218,51,3,93,64,107,55,361,976,209,2210,1232,1504,228,6356
212031308,34,104,38,56,10,264,21,25,96,88,132,12,382,0,0,12,13,24,0,51,0,3,9,14,95,0,124,3,0,6,19,76,19,116,96,89,417,421,1468,83,2574
212031457,40,175,63,70,8,433,70,59,250,149,153,12,691,4,0,8,15,20,5,48,15,4,30,39,119,3,201,11,3,54,41,92,25,222,355,163,1223,905,1520,129,4290
212031458,47,156,80,69,5,430,89,43,277,218,251,29,904,0,0,10,19,15,0,53,9,4,30,41,133,3,214,32,9,52,41,84,38,257,461,171,1313,1021,1825,195,4986
212031555,48,136,54,39,3,368,125,47,366,163,104,25,824,0,0,18,13,9,0,36,13,7,24,31,50,7,124,21,0,53,33,40,29,169,671,167,1457,837,768,131,4033
212031556,47,173,79,41,5,425,175,72,605,267,252,25,1398,8,5,12,12,11,3,49,15,7,33,44,86,6,201,31,6,65,73,72,28,282,796,199,1901,1380,1393,170,5833
212031557,56,178,89,88,7,526,202,89,629,405,366,50,1749,3,0,17,26,29,4,75,12,3,46,46,146,6,266,45,6,81,75,116,46,358,907,250,2089,1661,2338,247,7493
212031558,39,114,56,36,3,302,117,59,345,228,214,23,980,7,0,8,6,16,0,46,9,0,21,35,84,0,151,27,6,26,38,80,24,194,503,155,1209,954,1287,138,4254
212031559,34,126,75,44,8,356,96,52,357,197,179,17,908,0,6,13,0,7,0,27,16,0,20,33,70,9,141,27,4,60,37,49,21,189,616,161,1477,882,1094,143,4374
212031560,21,101,50,48,3,266,47,29,171,148,221,14,627,0,0,7,12,11,0,38,6,3,21,27,90,4,148,13,0,23,28,66,32,169,276,91,783,691,1446,118,3406
212031561,18,58,45,37,6,211,46,29,181,174,174,14,630,3,0,6,7,8,4,20,4,4,23,23,85,0,144,15,4,53,48,82,35,224,283,88,825,726,1275,142,3339
212031562,28,70,38,30,5,221,45,25,192,144,199,16,627,0,0,9,8,19,4,37,11,0,31,35,90,9,175,15,0,38,34,75,41,205,308,94,904,701,1222,155,3377
212041309,26,140,43,26,5,327,77,31,275,100,107,19,610,8,0,9,5,9,0,43,10,0,28,30,80,6,150,27,0,69,22,45,35,198,587,132,1429,592,850,146,3735
212041310,27,129,34,17,3,362,134,35,324,131,149,32,813,11,4,21,10,8,0,50,16,5,50,40,68,15,182,67,7,82,39,43,45,281,1109,150,1845,726,809,187,4828
212041312,64,201,79,57,14,515,134,55,391,239,269,43,1124,4,4,21,9,24,0,58,6,0,52,67,144,10,286,30,7,88,56,112,60,353,713,203,1929,1220,1837,261,6164
212041313,52,177,55,54,5,423,66,38,218,113,104,22,558,4,0,18,17,24,0,56,3,10,27,34,93,4,172,13,3,28,30,50,11,129,312,173,1166,729,1101,101,3573
212041316,23,63,36,17,7,205,34,16,138,71,89,14,366,0,0,4,6,3,0,19,11,3,24,18,61,3,114,8,0,28,18,28,21,106,258,84,675,385,576,90,2064
212041317,30,139,42,35,5,345,140,37,381,158,144,16,868,6,0,15,8,10,0,41,15,0,41,73,123,15,268,67,8,110,60,96,98,444,902,166,2203,1028,1142,305,5743
212041318,20,62,26,24,7,163,48,31,189,89,90,18,459,0,0,20,4,10,0,30,3,6,38,32,67,3,154,13,6,40,29,72,46,203,263,86,1001,543,758,152,2801
212041459,42,97,35,35,0,295,99,35,295,172,150,24,781,11,0,11,6,9,0,39,14,0,29,43,62,6,155,45,4,69,45,51,52,271,676,134,1354,789,941,186,4079
212041460,33,115,51,36,8,333,107,40,348,169,223,28,916,0,0,15,11,16,4,43,17,11,58,48,101,8,229,28,4,92,61,101,55,350,696,141,1634,918,1251,209,4849
212041563,36,110,51,38,3,342,139,46,360,232,250,31,1060,0,3,12,14,3,0,36,25,0,36,42,91,6,210,54,0,91,60,92,54,346,808,164,1638,1053,1417,251,5328
212041564,11,36,19,13,3,118,39,16,92,68,61,7,286,0,0,0,4,0,0,7,0,0,16,20,43,0,80,10,0,31,35,46,33,157,228,48,553,353,515,103,1799
212041565,26,99,34,38,11,257,66,24,221,117,137,16,590,4,0,13,7,18,0,50,5,0,25,38,98,3,174,20,0,65,34,85,36,243,358,103,1234,691,1147,160,3690
212041566,50,190,50,25,0,433,174,72,380,134,101,29,889,0,4,17,9,8,0,37,15,5,49,48,91,3,213,31,7,84,49,66,48,285,900,256,2330,963,950,188,5587
212051319,79,348,90,39,10,885,270,91,559,160,149,30,1256,14,4,64,29,22,0,137,30,8,72,43,88,14,257,64,10,133,26,53,43,324,1727,444,3510,1046,1109,197,8037
212051321,69,292,64,44,16,795,256,80,570,141,113,28,1185,22,5,30,13,7,0,79,35,7,64,44,51,12,216,83,4,141,43,41,41,351,1910,360,3358,980,829,216,7662
212051322,60,276,62,35,10,745,273,88,530,146,110,35,1180,15,6,36,12,5,0,75,34,5,55,44,68,0,212,91,10,140,38,36,48,359,1977,365,3359,1034,781,215,7724
212051323,64,243,49,45,8,676,209,64,416,105,94,22,908,13,0,25,8,10,0,60,25,5,63,41,61,0,189,61,11,103,35,27,36,270,1588,330,2652,744,742,169,6226
212051324,103,289,41,62,9,821,236,77,492,148,112,22,1091,14,3,44,10,21,0,95,28,13,63,37,65,8,215,77,11,123,43,35,30,321,1796,389,3148,957,983,193,7458
212051325,98,279,87,61,17,760,194,81,476,190,147,28,1113,6,7,25,20,11,0,66,26,4,65,54,128,13,291,45,5,118,56,77,53,357,1236,345,2723,1166,1356,236,7056
212051326,126,444,104,58,10,1164,285,85,611,187,195,18,1380,13,0,55,20,30,5,118,33,7,72,65,138,9,319,70,5,136,52,68,43,378,1971,461,3770,1330,1587,207,9326
212051327,83,327,58,49,4,785,206,75,476,144,120,30,1054,11,0,20,12,20,0,66,25,6,68,58,88,0,242,71,4,98,41,51,29,295,1395,340,2864,973,1063,188,6830
212051567,19,185,28,22,4,572,119,18,226,50,59,3,479,11,0,10,3,8,0,31,21,0,24,11,25,0,84,66,4,62,18,17,24,195,1077,90,1313,372,373,99,3324
212051568,30,149,36,24,3,448,193,37,404,111,97,30,869,11,0,11,8,12,0,40,22,9,32,26,48,9,147,87,0,93,36,33,51,307,1574,141,2002,624,602,179,5119
213011328,32,94,17,20,0,221,48,28,154,85,69,14,392,8,0,13,9,7,0,40,3,3,15,24,35,0,84,22,0,36,15,39,20,137,361,126,824,430,587,92,2411
213011329,20,93,40,17,7,229,46,35,221,73,76,11,462,4,0,20,7,9,0,34,4,0,29,27,61,10,134,7,0,49,31,40,39,166,241,97,1181,513,726,141,2902
213011331,23,68,24,30,3,184,25,18,98,56,103,10,315,0,0,11,7,7,0,26,0,0,12,24,47,0,86,3,3,24,11,37,25,100,133,62,619,347,773,93,2025
213011332,51,169,65,63,12,430,71,36,187,95,116,17,528,4,4,14,6,14,7,47,3,3,27,32,96,7,164,8,3,35,13,60,16,137,311,157,1121,637,1281,142,3644
213011333,24,78,36,38,3,216,23,26,139,81,159,14,440,0,0,12,5,9,0,28,4,0,25,30,73,6,136,9,0,26,27,54,31,148,161,73,808,507,979,116,2642
213011334,29,94,54,27,7,264,81,33,266,122,171,13,684,5,4,22,8,15,0,55,14,5,43,55,85,9,215,31,3,68,55,74,71,298,580,129,1442,848,1217,207,4429
213011335,21,108,30,34,4,242,74,33,254,130,148,22,668,0,0,20,9,7,5,44,8,3,33,48,78,6,178,19,0,57,41,69,60,247,455,104,1324,713,965,197,3761
213011336,46,144,21,35,3,349,79,30,188,70,91,21,479,5,0,26,7,11,0,53,8,8,18,14,32,5,86,18,0,47,21,41,20,146,540,161,1193,452,645,104,3098
213011337,31,95,22,29,0,227,57,27,191,76,99,10,458,4,0,17,11,5,0,40,5,0,37,42,70,6,152,24,3,51,21,48,32,180,357,106,1103,511,766,108,2956
213011338,40,141,56,43,3,365,88,39,267,117,154,23,690,7,0,31,14,19,4,80,16,6,39,40,82,9,190,21,4,76,35,63,55,262,507,169,1633,806,1262,215,4595
213011339,34,145,58,63,6,357,78,38,217,119,124,22,595,0,3,22,9,10,3,47,5,0,28,26,70,0,138,20,6,40,30,52,25,170,410,150,1226,722,1194,144,3849
213011340,74,315,67,99,22,676,100,43,281,137,141,16,714,5,0,37,12,17,6,81,13,0,32,40,120,10,220,18,4,57,29,90,34,228,446,249,1932,998,1761,216,5603
213011569,36,135,53,46,3,336,78,35,275,150,194,13,749,6,0,26,10,19,4,57,4,3,46,44,96,8,208,14,6,70,49,87,48,265,468,144,1551,845,1298,177,4480
213011570,18,85,20,18,3,187,50,34,195,70,68,9,431,3,0,21,15,9,4,51,10,0,21,14,44,4,92,13,0,35,22,23,22,124,279,101,1056,487,633,107,2669
213021341,88,278,57,54,3,643,104,73,270,100,83,10,636,6,6,32,13,15,0,74,17,7,31,31,71,0,160,26,4,37,27,58,27,179,731,324,1893,801,1227,114,5095
213021342,94,267,94,82,14,659,95,73,255,176,178,31,813,0,5,26,26,35,4,89,14,14,38,50,135,9,253,27,3,47,30,75,43,220,575,306,1735,1070,1888,219,5787
213021343,66,213,51,42,4,488,101,64,242,97,78,20,602,9,3,49,11,17,3,95,14,6,39,26,91,0,174,27,3,63,38,61,27,219,540,265,1816,769,1224,144,4754
213021344,135,410,75,57,7,964,233,126,452,117,116,20,1062,21,9,90,37,51,6,213,18,11,71,47,90,6,249,30,6,104,46,46,23,261,1311,569,3462,1156,1498,150,8146
213021345,24,67,23,26,4,178,33,18,66,42,42,3,208,4,4,13,5,9,0,39,3,0,17,9,30,0,57,9,0,20,14,13,12,73,284,92,546,268,479,57,1719
213021346,119,352,65,38,13,812,191,76,352,98,77,17,802,23,7,60,24,22,5,142,30,8,48,34,77,7,202,29,9,74,19,32,19,187,1131,472,2647,917,1021,127,6319
213031347,67,219,55,32,11,562,193,75,435,128,149,15,996,15,5,53,32,33,0,137,30,5,63,48,84,13,236,63,6,102,48,60,69,358,1213,304,2805,958,1190,251,6718
213031348,124,311,62,40,9,892,282,107,471,145,109,23,1135,35,15,95,28,26,3,210,35,12,72,37,61,10,225,55,7,111,39,51,48,321,1715,524,3348,1028,1066,197,7878
213031349,70,233,50,29,5,569,178,70,379,103,102,23,851,16,5,47,17,21,0,109,12,3,50,38,63,0,166,31,5,82,24,33,25,202,1002,283,2406,817,914,143,5558
213031350,105,211,36,24,3,576,162,69,228,71,55,3,596,25,13,69,12,22,5,143,17,4,50,18,37,0,127,19,6,58,24,20,7,136,874,396,1952,550,615,74,4463
213031351,92,233,44,31,6,631,186,78,296,93,82,12,749,10,8,48,20,26,0,113,21,9,59,30,52,6,170,21,3,62,30,35,13,172,1023,364,2062,688,794,102,5033
213031352,118,360,54,38,10,830,248,100,429,102,73,21,976,36,12,87,35,38,0,208,21,11,65,41,61,5,200,30,8,108,26,41,23,233,1281,500,3194,914,1101,145,7133
213041353,157,447,142,178,14,1080,106,89,354,262,290,27,1127,8,0,34,23,54,3,119,13,3,38,62,247,4,370,9,0,36,43,159,54,305,557,365,1835,1492,3613,247,8112
213041358,70,217,108,131,3,589,66,52,248,241,263,30,895,3,6,17,13,30,0,59,7,5,15,34,168,0,227,17,0,45,36,123,42,261,344,192,1208,1092,2561,213,5620
213041359,51,144,46,52,8,383,153,77,453,197,160,21,1054,8,3,21,15,16,5,63,10,0,32,39,78,7,176,45,3,71,40,67,31,251,882,220,2043,1110,1307,180,5743
213041360,89,300,88,76,11,688,103,61,345,161,159,29,865,6,4,31,17,21,3,83,12,5,30,45,130,5,227,22,0,75,47,70,24,245,688,270,2243,1149,1853,181,6379
213041461,12,60,16,17,0,133,31,19,114,55,64,15,296,3,0,7,14,4,0,25,4,0,13,21,45,4,81,4,0,20,11,33,10,76,146,56,582,309,493,67,1651
213041462,26,84,26,21,3,199,49,13,154,40,61,10,330,0,0,14,9,3,0,30,10,0,21,20,37,0,77,9,0,26,11,20,13,88,291,85,818,335,461,69,2068
213041463,95,316,88,82,13,734,157,88,503,206,195,32,1173,6,5,35,21,31,3,101,16,4,36,39,116,7,227,25,0,92,45,79,41,286,814,310,2500,1230,1842,218,6915
213041571,30,101,45,43,12,266,41,27,132,109,125,12,435,0,0,3,5,11,3,20,8,0,14,16,66,5,103,7,0,22,20,48,18,121,218,85,614,512,1071,103,2610
213041572,12,75,30,18,0,178,62,22,213,93,97,16,512,5,0,5,7,11,5,27,0,0,17,24,54,0,99,11,4,25,29,28,15,110,374,65,880,611,697,96,2715
213041573,22,74,23,24,0,171,9,14,27,28,27,9,122,0,0,0,3,0,0,3,0,0,7,11,23,0,41,0,0,6,6,22,0,42,82,58,252,219,460,20,1094
213041574,44,174,37,40,3,364,83,31,296,109,108,13,639,0,0,12,9,9,0,35,3,0,21,41,51,7,122,12,0,37,35,44,23,157,389,140,1363,723,1028,117,3762
213041575,80,268,95,98,8,649,88,43,277,149,159,21,746,0,0,26,17,18,0,74,9,3,24,27,151,4,223,24,4,61,38,100,28,250,447,229,1670,990,2043,178,5564
213041576,45,121,63,75,3,335,24,15,131,119,170,15,473,0,0,13,13,16,4,44,3,0,6,21,137,5,176,3,0,18,18,62,32,135,152,98,594,586,1620,126,3173
213041577,16,52,24,40,4,141,15,14,59,52,104,16,266,0,0,4,6,20,0,31,0,0,3,13,47,5,70,7,0,4,12,49,17,91,73,56,285,276,759,94,1550
213041578,47,97,64,62,7,349,59,45,182,148,186,18,643,0,0,6,10,19,0,44,12,0,25,17,89,4,146,3,3,19,25,77,43,166,431,129,865,733,1473,166,3804
213051361,69,211,105,73,13,569,89,64,275,190,205,28,852,3,4,15,18,22,5,66,16,0,35,38,154,10,251,28,0,54,37,99,36,260,626,217,1534,1077,1996,200,5647
213051362,56,173,84,73,4,490,90,53,250,183,221,29,824,6,0,21,17,26,0,70,17,0,27,33,117,7,214,33,11,49,38,82,52,255,724,223,1402,918,1713,227,5203
213051363,22,102,41,24,3,297,123,27,225,87,77,11,550,6,0,25,11,7,0,48,12,6,23,29,51,0,128,55,4,81,31,50,18,247,1124,154,1626,686,801,123,4509
213051368,61,247,88,80,12,611,104,56,299,141,145,16,757,3,4,29,14,28,0,89,16,3,29,38,97,5,179,36,0,50,38,67,34,237,809,225,1824,928,1643,183,5612
213051464,52,215,76,43,10,569,201,71,376,152,110,15,928,10,4,38,22,20,0,92,26,5,45,32,78,3,191,78,10,80,59,51,57,341,1534,294,2628,1120,1275,221,7071
213051466,43,230,66,46,8,571,186,65,359,141,106,9,868,28,5,49,23,11,0,125,28,5,50,40,66,6,192,71,9,116,32,44,30,303,1957,304,2995,1007,992,215,7465
213051467,57,164,76,77,12,487,63,48,242,189,209,17,777,4,4,28,19,20,0,76,13,0,28,26,124,3,194,22,8,35,29,101,34,229,542,217,1306,895,1892,194,5045
213051468,111,304,109,86,5,786,140,79,442,235,300,32,1230,9,0,48,31,41,0,129,15,8,38,71,180,13,320,35,6,75,44,122,49,332,1036,343,2238,1393,2615,246,7868
213051579,25,108,38,34,5,285,82,27,195,120,123,12,559,3,0,15,4,8,4,43,6,0,19,17,45,0,88,39,0,61,22,49,32,207,935,155,1560,557,768,112,4093
213051580,58,168,50,57,9,470,100,56,264,115,116,16,673,8,3,37,22,25,0,90,10,5,31,34,66,3,153,32,8,55,39,54,26,210,859,260,1733,854,1204,158,5068
213051581,23,102,37,24,5,278,88,55,231,76,85,19,548,6,3,20,10,14,0,60,15,0,15,27,40,3,105,25,7,50,30,33,12,146,839,169,1396,539,668,120,3728
213051582,23,79,33,10,9,224,96,26,252,109,90,21,596,4,0,10,4,9,0,30,12,0,17,25,29,3,94,57,7,67,24,27,29,218,867,126,1343,653,589,138,3725
