SA2_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
201011001,0,3,0,29,6,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,18,48,27,14,9,0,0,117,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,9,19,3,0,47,0,0,0,4,0,3,0,0,0,10,6,8,4,23,17,12,4,0,0,74,0,9,7,47,22,0,4,0,0,91,0,0,0,5,0,0,0,0,0,4,0,5,4,18,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,5,9,14,4,0,0,0,0,27,0,0,4,18,4,0,0,0,0,30,0,4,0,0,0,0,3,0,0,12,0,4,4,15,5,0,3,0,0,40,3,22,20,69,34,30,24,14,6,233,30,81,64,127,60,54,42,33,12,514,1213,2815,2380,4544,2124,1583,1312,694,172,16835
201011002,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,8,12,4,5,4,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,6,12,13,5,47,0,0,0,3,5,4,0,0,0,13,0,0,0,12,0,3,6,0,0,26,0,0,5,11,0,0,0,0,0,21,0,4,4,3,3,0,0,0,0,14,0,0,0,12,3,0,0,0,0,18,0,0,0,9,0,0,0,0,0,11,0,10,11,16,12,10,10,0,0,67,0,5,8,17,3,0,0,0,0,31,0,0,0,0,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,6,8,34,17,13,18,9,6,129,14,39,73,112,69,73,88,75,38,578,490,1290,1551,2665,1660,1650,1495,937,394,12131
201011005,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,3,6,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,7,0,32,0,0,0,0,0,0,0,0,0,7,0,0,0,6,7,6,0,0,0,14,0,0,0,0,4,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,3,0,0,3,3,3,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,15,14,11,13,3,6,67,10,36,73,64,36,17,38,17,10,302,357,1148,946,1439,1044,991,897,352,85,7261
201011006,0,0,0,9,0,0,0,0,0,12,0,0,4,4,4,0,0,0,0,9,0,8,9,41,7,6,3,0,0,75,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,4,25,0,0,0,0,5,0,0,0,0,3,0,0,4,3,0,0,0,0,0,8,0,0,0,13,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,11,0,9,15,37,23,11,9,10,3,116,23,74,57,154,42,36,34,28,12,458,804,1464,1409,3256,1122,1022,876,470,232,10661
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,3,0,20,0,0,0,0,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,7,0,0,25,0,8,10,15,12,17,18,4,0,92,223,668,557,856,685,633,433,148,27,4230
201011008,0,0,4,16,0,0,0,0,0,33,0,0,0,0,5,0,0,0,0,4,9,20,11,74,16,11,12,3,0,160,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,9,16,3,46,0,4,3,3,0,0,0,0,0,13,0,3,3,10,5,3,6,0,0,39,0,0,0,9,0,0,0,0,0,14,0,0,0,5,0,3,0,0,0,9,0,5,0,9,6,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,4,3,0,25,0,0,7,6,3,4,5,0,0,27,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,7,45,10,12,19,9,11,120,56,99,102,244,130,110,108,80,58,990,917,1917,1848,3974,1780,1739,1602,1041,514,15333
201011481,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,5,15,11,0,7,0,0,39,0,0,0,3,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,5,9,3,39,0,0,0,0,0,0,0,0,0,5,0,3,0,16,4,7,0,0,0,25,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,9,10,3,0,41,0,0,3,3,0,5,0,0,0,12,0,0,0,0,0,4,7,0,0,8,0,3,0,9,0,0,3,0,0,10,0,0,9,37,10,15,12,11,0,97,27,48,59,127,63,64,43,52,20,499,496,1037,1042,2607,1081,1239,1114,686,390,9691
201011482,0,0,3,10,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,4,0,0,3,22,8,10,0,0,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,3,12,14,0,46,0,0,0,5,0,0,0,0,0,8,0,0,0,17,4,8,4,5,0,29,0,3,0,28,0,3,0,0,0,39,0,0,0,6,0,0,0,0,0,6,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,9,8,9,7,6,13,0,0,51,0,0,0,7,4,0,0,0,0,16,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,4,14,50,19,21,10,7,3,134,23,53,52,130,58,85,70,52,31,541,871,1887,1570,3747,1905,1929,1623,846,367,14750
201011483,0,8,4,26,0,0,0,0,0,46,0,0,0,3,4,0,0,0,0,5,0,5,7,34,3,0,6,0,0,56,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,16,5,0,43,0,0,0,5,5,4,3,0,0,11,0,3,7,8,7,3,0,3,0,30,0,0,0,24,0,3,0,0,0,27,0,0,0,5,3,0,0,0,0,11,0,0,7,7,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,4,8,9,8,5,0,0,36,0,0,3,14,0,0,0,0,0,22,0,0,0,0,0,3,0,3,0,8,0,0,0,9,0,0,0,0,0,11,0,8,12,50,15,21,20,10,5,137,36,56,96,185,54,55,56,81,56,676,650,1495,1607,3502,1435,1285,1242,689,320,12225
201011484,0,3,3,11,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,8,12,56,7,11,3,3,0,100,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,12,5,42,0,0,0,6,0,3,0,0,0,12,0,0,5,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,3,9,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,19,0,0,0,16,6,4,0,0,0,22,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,44,16,15,19,25,7,131,41,119,115,244,119,111,120,73,48,993,733,1438,1596,3539,1415,1581,1504,914,373,13086
