SA2_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
201021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,8,6,3,0,0,0,19,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,12,11,9,4,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,12,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,0,19,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,26,17,22,20,24,8,108,21,40,32,107,72,70,69,44,19,481,379,860,623,1540,957,969,736,370,118,6559
201021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,19,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,6,0,0,25,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13,16,23,15,7,74,23,65,44,102,110,114,106,63,24,649,403,919,669,1507,1125,1326,1262,633,236,8085
201021011,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,6,0,0,0,30,0,0,0,7,7,3,6,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,13,3,0,46,0,0,0,4,3,5,0,0,0,16,0,3,0,8,7,7,8,3,0,39,0,0,0,0,0,3,0,3,0,14,0,0,0,3,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,23,11,9,19,4,0,62,0,0,0,5,0,0,0,0,0,10,0,0,0,4,0,4,0,5,0,10,0,0,0,6,5,0,6,0,0,10,0,3,8,38,26,33,54,24,15,193,32,69,42,159,121,129,153,76,34,818,334,943,660,1800,1501,1863,1819,771,256,9955
201021012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,13,10,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,14,17,10,4,74,27,60,39,122,83,88,63,26,9,514,350,856,689,1349,1010,994,754,299,73,6372
201031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,12,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,3,8,5,0,36,6,39,30,48,46,52,82,40,13,359,142,366,292,560,513,568,685,307,101,3532
201031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,3,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,5,10,3,6,0,46,21,42,44,91,64,63,60,33,19,436,179,490,427,933,685,739,739,338,101,4644
201031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,12,5,0,31,16,47,49,79,64,47,57,29,0,388,246,702,511,1059,758,692,637,259,40,4894
201031016,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,8,7,4,33,4,4,3,0,0,60,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,25,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,8,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,9,7,10,4,56,18,58,49,93,74,66,87,72,42,561,348,861,778,1470,946,1109,1296,958,395,8160
201031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,19,6,0,57,11,68,44,93,92,120,94,65,14,594,191,605,472,868,751,1036,994,494,118,5526
202011018,0,0,3,17,0,0,0,0,0,20,0,0,3,5,6,0,0,0,0,16,0,17,8,55,20,11,4,0,0,111,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,9,3,0,40,0,0,3,0,0,0,0,0,0,9,0,0,3,7,4,4,6,4,0,25,0,0,3,18,4,4,0,0,0,35,0,0,3,6,0,0,0,0,0,10,5,60,68,30,0,4,0,0,0,161,0,0,0,7,0,0,0,0,0,7,0,3,6,12,3,3,7,0,0,32,0,3,0,14,0,4,0,0,0,20,0,0,0,5,0,0,0,4,0,14,0,0,0,3,0,0,0,0,0,8,0,4,10,39,7,11,17,7,0,108,60,104,116,274,126,120,80,71,36,990,780,1483,1934,4000,1828,1865,1644,904,484,14929
202011019,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,4,18,31,9,3,0,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,3,3,27,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,3,0,5,0,24,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,42,91,59,3,0,0,0,0,198,0,0,0,0,0,4,0,0,0,6,0,0,0,3,3,0,3,0,0,15,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,8,4,19,9,5,9,3,0,59,44,91,79,202,90,90,90,52,31,765,826,1645,1594,3376,1437,1581,1450,746,300,12949
202011020,0,0,0,14,0,0,0,0,0,15,0,0,0,3,5,3,0,0,0,13,0,6,3,38,17,7,9,0,0,76,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,13,12,8,6,41,0,0,0,0,0,3,0,0,0,8,0,7,7,18,9,4,5,4,0,43,0,3,12,32,8,6,5,7,0,75,0,3,0,12,0,0,0,0,0,12,0,19,20,10,0,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,0,0,3,0,29,0,0,3,5,3,5,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,3,0,5,0,0,0,0,0,15,5,12,18,38,16,13,8,13,9,130,26,60,83,164,91,101,77,72,43,720,657,1487,1703,3190,1660,1787,1758,1129,619,13988
202011021,0,0,3,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,5,9,25,7,0,3,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,0,25,0,0,0,4,0,0,0,0,0,7,5,4,0,14,10,4,0,0,0,34,0,4,10,13,8,8,0,0,0,33,0,0,0,6,0,0,0,0,0,6,0,15,5,17,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,5,11,0,0,3,0,0,24,0,0,0,10,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,4,11,4,38,9,11,8,9,0,96,15,32,54,113,44,46,36,50,24,415,488,1165,1470,2388,1125,1154,899,497,254,9437
202011022,0,3,0,16,5,0,0,0,0,25,0,0,0,3,0,0,0,0,0,8,3,10,22,93,30,27,15,0,0,193,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,9,17,12,6,56,0,0,0,3,0,0,4,0,0,10,0,4,0,9,10,0,4,9,0,30,0,3,0,14,0,3,0,0,0,37,0,0,0,21,0,0,0,0,0,21,3,39,57,44,0,7,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,6,5,16,4,9,0,0,0,36,0,3,0,26,10,4,4,0,0,52,0,0,0,3,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,8,11,9,40,19,17,19,21,4,147,52,136,109,316,118,139,133,128,83,1218,1182,2353,2191,5444,2269,2497,2477,1791,840,21043
