SA2_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
201011001,..,8,0,7,0,7,..,257,74,335,3,337,..,13,6,14,0,14,..,15,0,21,0,21,..,27,4,29,0,29,..,47,8,57,0,57,..,44,3,51,0,51,..,49,3,51,0,51,..,143,7,148,0,148,..,23,0,23,0,23,..,207,9,214,4,222,..,87,3,91,0,94,..,63,8,74,0,68,..,17,0,17,0,17,..,624,33,658,4,667,..,18,0,18,0,18,..,24,0,25,0,25,..,0,0,0,0,0,..,18,3,16,0,16,..,4,0,3,0,3,..,276,23,300,3,305,..,16,0,16,0,16,..,7,0,7,0,7,..,14,0,19,0,15,..,14,3,20,0,20,..,0,0,0,0,0,..,6,4,9,0,9,..,42,0,44,3,45,..,16,0,16,0,16,..,43,0,42,0,42,..,13,0,13,0,13,..,105,5,110,3,112,..,40,0,43,0,52,..,53
201011002,..,3,3,5,0,5,..,187,49,234,0,238,..,10,0,10,0,12,..,15,0,19,0,19,..,21,0,21,0,21,..,15,0,15,0,15,..,23,0,24,0,24,..,10,0,10,0,10,..,33,0,34,0,34,..,35,4,36,0,36,..,65,0,67,0,67,..,19,0,19,0,19,..,13,0,15,0,15,..,8,0,8,0,8,..,205,7,209,0,209,..,24,0,24,0,24,..,32,0,34,0,34,..,0,0,0,0,0,..,13,3,16,0,16,..,4,0,4,0,4,..,28,0,28,0,28,..,6,0,10,0,10,..,10,0,10,0,10,..,12,0,14,0,14,..,8,3,11,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,9,0,9,0,9,..,13,0,13,0,13,..,13,0,13,0,13,..,6,0,6,0,6,..,38,0,38,0,38,..,28,0,28,0,28,..,12
201011005,..,0,0,0,0,0,..,32,3,33,0,33,..,9,0,9,0,9,..,10,0,10,0,10,..,17,0,17,0,20,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,6,0,6,0,6,..,14,0,14,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,27,0,27,0,29,..,10,0,10,0,10,..,12,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5,..,5,0,5,0,5,..,13,0,13,0,13,..,11,0,11,0,11,..,17
201011006,..,0,0,0,0,0,..,49,18,65,3,72,..,4,5,10,0,10,..,11,0,11,0,11,..,10,0,9,0,9,..,8,0,8,0,8,..,6,0,6,0,6,..,13,0,13,0,12,..,53,0,51,0,52,..,55,0,59,0,59,..,157,15,167,5,175,..,17,6,18,0,18,..,12,0,12,0,12,..,9,0,9,0,9,..,308,25,329,10,337,..,4,0,4,0,10,..,4,0,9,0,9,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,36,0,36,0,36,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,9,0,9,0,9,..,7,0,6,0,6,..,3,0,3,0,3,..,32,0,32,0,32,..,4,0,4,0,4,..,18,0,18,0,18,..,12,0,19,0,19,..,73,0,72,0,72,..,17,0,17,0,17,..,7
201011007,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0
201011008,..,3,3,5,0,5,..,92,36,125,3,127,..,4,0,9,0,6,..,14,0,18,0,18,..,29,0,27,0,27,..,11,5,14,4,18,..,7,0,7,0,7,..,3,0,3,0,3,..,23,6,30,0,30,..,14,0,14,0,14,..,27,0,28,0,28,..,9,0,9,0,9,..,32,6,33,0,33,..,3,0,3,0,3,..,127,11,133,0,133,..,14,0,14,0,14,..,10,5,14,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,17,0,16,0,16,..,6,0,6,0,6,..,3,0,3,0,3,..,8,0,8,0,8,..,5,0,5,0,5,..,5,0,5,0,5,..,4,0,4,0,4,..,53,0,53,0,53,..,4,0,4,0,4,..,62,5,67,0,67,..,9,0,9,0,9,..,126,3,137,0,133,..,10,0,14,0,15,..,9
201011481,..,0,0,0,0,0,..,38,3,39,0,39,..,15,8,20,0,20,..,8,0,8,0,8,..,18,0,16,0,19,..,13,6,18,0,18,..,0,0,0,0,0,..,10,0,15,0,15,..,21,0,21,0,21,..,17,0,17,0,17,..,41,0,41,6,46,..,15,0,15,0,15,..,5,0,5,0,5,..,3,0,3,0,3,..,112,6,115,6,116,..,27,3,29,0,29,..,8,0,8,0,8,..,0,0,0,0,0,..,10,0,17,0,17,..,0,0,0,0,0,..,9,0,9,0,11,..,4,5,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,30,0,30,0,30,..,29,0,31,0,31,..,4
201011482,..,7,0,8,0,8,..,79,12,93,0,93,..,42,0,42,0,42,..,26,3,30,0,28,..,24,0,24,0,24,..,12,0,9,0,9,..,6,0,8,0,6,..,0,0,0,0,4,..,14,4,17,0,21,..,5,0,5,0,5,..,39,0,39,0,39,..,23,0,23,0,23,..,17,0,19,0,18,..,0,0,0,0,0,..,104,11,112,4,118,..,39,4,45,0,45,..,25,3,28,0,28,..,7,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,4,0,4,..,7,0,7,0,7,..,9,0,10,0,10,..,0,0,3,0,3,..,0,0,0,0,0,..,12,0,8,0,8,..,12,0,12,0,12,..,14,0,14,0,14,..,12,0,12,0,12,..,7,0,7,0,7,..,45,0,45,0,45,..,24,3,26,0,30,..,18
201011483,..,0,0,0,0,0,..,123,48,167,4,168,..,7,4,10,0,10,..,22,0,21,0,21,..,17,0,17,0,17,..,15,0,19,0,19,..,16,0,18,0,18,..,12,0,12,0,12,..,43,4,48,0,48,..,29,5,29,0,29,..,101,10,110,0,110,..,26,0,25,0,27,..,40,0,44,0,44,..,6,0,6,0,6,..,272,23,291,0,297,..,23,0,21,0,21,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,27,0,29,4,30,..,19,4,29,0,29,..,9,0,9,0,9,..,4,0,4,0,4,..,6,0,8,0,8,..,4,0,4,0,4,..,9,0,9,0,9,..,18,0,18,0,18,..,3,0,9,0,9,..,14,0,14,0,14,..,16,4,12,0,12,..,51,0,50,0,50,..,33,0,34,0,37,..,17
201011484,..,3,0,9,0,9,..,42,12,52,3,57,..,6,0,6,0,6,..,4,0,4,0,4,..,13,0,13,0,13,..,8,0,11,0,11,..,10,4,13,0,13,..,16,0,18,0,18,..,24,7,24,0,24,..,30,0,30,0,30,..,57,5,69,0,67,..,7,0,7,0,11,..,29,5,36,0,36,..,0,0,0,0,0,..,174,16,192,0,191,..,9,0,16,0,12,..,7,0,9,0,9,..,0,0,0,0,0,..,6,0,4,0,4,..,6,0,6,0,6,..,24,0,27,0,27,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,9,0,9,..,3,0,3,0,3,..,4,6,11,0,11,..,35,4,36,0,36,..,11,0,11,0,11,..,34,0,34,0,34,..,12,0,19,0,19,..,90,0,94,0,94,..,15,0,15,0,15,..,9
