SA2_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
203031048,48,3,7,0,60,21,0,0,0,29,15,0,8,0,29,10,3,8,0,27,58,0,20,0,83,66,11,48,0,129,324,29,65,0,417,227,21,105,3,358,225,61,90,11,389,239,97,88,12,430,129,118,60,3,314,111,125,43,4,280,244,331,74,4,654,169,268,41,0,479,119,213,10,4,348,62,133,7,0,201,105,255,11,6,372,82,137,45,3,267,44,12,14,5,74,2294,1831,755,60,4934
203031049,11,0,4,0,18,5,0,0,0,5,8,0,0,0,15,0,0,0,0,3,17,0,7,0,24,11,0,6,0,18,51,9,5,0,72,59,12,19,0,92,84,17,21,0,122,85,29,13,0,123,45,27,14,0,93,73,32,8,0,113,105,62,15,4,181,70,64,0,0,138,57,49,3,0,115,39,40,0,0,82,146,124,9,0,288,40,62,21,0,125,11,5,3,0,21,934,541,161,14,1651
203031051,61,3,8,0,68,35,0,4,0,33,4,3,6,0,14,15,0,14,0,30,65,4,16,0,78,51,4,19,3,78,246,14,32,3,294,160,18,39,3,219,196,42,37,7,284,184,45,32,10,263,78,38,24,5,146,105,46,22,0,173,146,100,32,6,288,96,90,7,0,198,63,60,4,3,130,42,45,3,0,85,95,91,8,0,193,72,76,23,0,173,36,11,8,0,53,1750,680,318,43,2799
203031052,23,0,6,0,24,7,0,0,0,7,0,0,3,0,5,0,0,0,0,0,30,4,0,0,34,21,5,8,0,34,64,7,8,0,73,91,3,12,0,111,97,12,16,0,126,117,17,11,0,141,52,22,16,0,92,74,22,12,0,108,102,49,10,0,166,72,54,6,0,128,49,59,8,0,116,30,40,3,0,71,108,118,10,0,234,35,53,18,0,102,16,3,0,0,21,989,466,137,10,1600
203031053,36,14,7,0,57,25,0,4,0,37,10,4,6,0,27,3,0,11,0,12,56,4,30,3,87,47,4,35,4,85,179,14,46,7,241,149,23,65,7,246,235,47,65,0,345,246,77,62,0,388,127,93,66,0,287,144,126,50,9,327,273,391,79,8,743,229,455,26,4,718,196,457,26,3,689,133,324,9,4,467,368,981,28,4,1378,83,248,63,0,394,37,26,8,0,73,2578,3284,679,49,6601
203031489,16,0,4,0,26,7,0,0,0,7,0,0,4,0,9,0,0,5,0,10,19,0,21,0,39,20,0,28,0,47,68,4,26,0,96,56,7,31,6,100,79,27,57,0,167,123,69,53,5,255,54,79,25,3,158,63,86,31,5,186,175,225,42,3,453,127,198,21,5,353,88,206,11,0,307,65,109,4,0,184,160,345,17,0,531,38,102,33,3,175,7,12,3,0,21,1180,1459,427,43,3109
203031490,41,0,9,0,48,20,0,4,0,26,12,0,9,0,19,8,4,5,0,17,76,3,16,0,85,42,10,39,0,83,221,13,46,0,278,166,19,68,5,258,248,36,75,10,361,255,77,65,0,403,107,100,50,0,257,112,94,25,0,230,239,336,79,3,651,219,362,23,0,604,132,351,19,3,499,75,235,12,0,325,254,557,26,0,840,93,152,65,6,317,33,15,8,5,66,2355,2363,640,35,5381
204011054,25,4,5,0,35,11,0,0,0,13,8,0,8,0,16,7,0,3,0,8,40,0,13,6,52,28,7,19,0,45,130,6,29,0,166,78,17,31,4,131,114,34,40,4,194,106,46,21,0,171,50,39,14,3,105,70,42,9,0,125,132,118,8,0,256,57,76,6,0,137,35,50,4,0,90,15,27,3,0,46,53,40,0,3,92,61,55,24,0,140,25,12,12,3,48,1050,557,238,17,1869
204011055,18,0,3,0,26,17,0,0,0,18,7,0,6,0,16,9,0,5,0,13,33,0,20,0,55,25,3,17,0,47,143,14,31,3,184,99,20,37,7,162,97,29,39,0,169,94,45,24,0,168,46,39,19,0,110,59,48,18,0,130,96,82,13,4,200,66,51,5,4,124,36,53,0,0,90,10,36,0,0,47,61,61,6,0,126,56,53,22,3,126,29,13,10,4,46,997,549,288,31,1867
204011056,29,10,13,0,49,6,0,3,0,12,7,0,5,0,22,3,5,9,0,17,44,8,30,0,85,31,13,49,0,102,220,19,64,4,305,137,34,92,4,270,151,70,72,4,295,126,93,77,14,306,91,114,54,0,260,86,141,49,8,284,234,292,58,4,590,142,237,38,0,417,98,218,19,3,336,57,120,8,0,178,84,269,16,0,364,68,153,55,0,281,44,21,13,0,82,1664,1799,725,50,4243
204011057,38,0,4,0,39,21,4,0,0,21,7,0,3,0,9,12,3,6,0,21,50,3,16,0,66,29,5,22,6,61,172,7,36,0,213,121,19,40,3,181,143,33,36,3,218,139,64,33,0,239,71,60,16,3,153,97,75,15,0,188,168,148,19,3,339,77,109,9,3,196,86,75,9,0,162,31,54,3,0,100,84,95,5,0,189,72,122,31,0,229,34,11,3,0,48,1448,901,313,21,2677
204011058,8,0,0,0,13,10,0,0,0,11,3,0,0,0,4,3,0,7,0,6,22,6,8,0,32,21,0,15,0,37,83,3,14,0,106,51,3,22,0,80,60,18,18,0,97,68,24,17,5,109,40,33,6,0,74,35,30,10,0,75,69,75,22,0,158,41,46,11,0,101,41,46,3,0,93,14,18,0,0,32,52,57,0,0,116,30,45,14,0,83,21,0,11,0,27,672,406,177,11,1258
204011059,16,0,0,0,19,11,0,0,0,13,3,0,3,0,11,10,0,10,0,19,21,5,24,0,48,9,7,48,0,57,89,10,51,3,154,72,16,44,7,137,68,25,48,10,146,77,44,49,9,173,37,31,29,0,101,35,34,23,0,95,79,92,30,4,209,44,87,12,0,142,32,54,6,0,88,20,20,4,0,40,29,56,6,0,84,41,52,32,0,127,16,6,11,0,38,696,529,433,31,1699
204011060,14,0,4,0,11,0,0,0,0,0,5,3,0,0,4,0,3,0,0,5,11,3,0,0,17,11,0,8,0,17,51,8,8,0,70,30,7,13,0,55,38,22,8,3,75,47,31,6,0,80,35,37,7,0,88,29,41,6,0,77,71,87,22,0,177,62,75,9,3,150,33,49,0,0,87,23,46,0,0,71,54,56,4,0,112,29,61,9,0,101,14,7,4,0,26,543,540,130,10,1226
204011061,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,12,0,0,5,0,5,0,4,0,0,3,4,0,0,0,4,0,4,0,0,10,0,3,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,17,12,3,51
204011062,11,0,0,0,18,8,0,0,0,10,3,0,0,0,6,0,0,3,0,14,24,5,9,0,42,18,0,10,0,34,81,11,14,0,103,61,7,14,0,82,45,25,22,3,94,47,31,11,0,89,28,18,8,0,59,31,29,5,0,70,64,54,14,0,137,42,38,10,0,93,18,26,6,0,51,11,18,0,0,35,56,29,0,0,87,29,41,16,0,83,13,0,0,0,23,608,333,156,11,1110
204021063,24,0,0,0,26,15,0,0,0,20,3,0,6,0,16,4,0,10,0,23,42,0,30,0,75,30,6,33,5,67,223,16,62,0,300,157,16,70,0,240,136,40,73,7,257,158,60,40,8,271,71,72,33,0,179,78,52,24,0,160,141,143,41,0,331,127,97,13,0,242,67,82,8,0,157,39,50,12,0,95,67,81,11,0,158,71,83,41,0,194,36,15,11,0,54,1485,817,519,36,2861
204021064,3,0,3,0,4,3,0,0,0,3,8,0,4,0,9,11,5,0,0,11,25,0,5,3,34,4,6,6,0,18,73,9,3,0,87,59,14,16,0,87,55,30,3,5,98,68,29,11,4,111,42,32,4,0,74,40,24,3,0,78,71,51,9,0,125,31,42,0,0,80,26,32,5,0,58,19,25,0,0,41,34,44,6,0,77,30,43,20,0,88,9,0,3,0,18,606,386,101,12,1110
204021065,7,0,3,0,11,3,0,0,0,3,0,0,0,0,0,0,0,3,0,6,20,0,9,0,30,5,0,10,0,14,79,4,14,0,100,44,10,16,0,70,62,15,19,3,103,60,27,15,3,97,24,27,11,0,66,29,31,10,3,78,71,70,12,0,157,45,67,0,0,124,23,41,0,0,66,17,19,0,0,35,26,46,0,0,78,15,42,17,0,80,5,8,4,0,25,542,415,162,21,1135
204021066,34,4,18,0,56,10,0,0,0,14,12,6,6,3,23,6,0,28,0,36,68,4,36,0,108,44,8,86,5,145,307,19,117,4,440,203,29,133,11,378,211,71,143,8,437,221,130,106,7,476,116,146,57,4,324,155,137,63,5,356,283,351,93,5,734,172,273,24,8,474,119,194,11,0,320,52,106,4,0,161,92,228,19,0,336,89,136,78,0,299,55,16,11,0,85,2251,1871,1028,64,5206
204021067,30,0,0,0,32,11,3,3,0,15,8,0,0,0,10,8,5,10,0,19,42,11,5,0,61,31,9,16,0,58,164,17,17,4,205,100,27,34,12,172,146,44,31,0,222,149,74,36,3,259,80,73,17,4,171,93,66,10,3,174,189,164,22,0,379,109,151,6,0,260,68,128,3,0,201,44,73,0,0,115,69,149,8,0,226,56,147,23,4,233,15,8,0,0,27,1415,1138,266,35,2846
204031068,6,0,0,0,14,9,0,0,0,6,8,0,0,0,6,0,3,0,0,5,18,0,3,0,26,9,3,20,0,30,71,0,11,0,88,48,3,15,0,67,69,22,20,0,120,81,26,21,0,131,42,26,20,0,88,49,21,11,0,84,79,74,23,3,180,55,68,3,0,130,38,51,0,0,94,30,40,0,3,73,49,68,3,0,126,22,54,17,0,97,12,3,4,0,17,702,471,193,10,1371
204031069,13,3,5,0,15,10,0,0,0,10,9,0,6,0,9,3,0,6,0,10,29,0,6,0,39,27,0,22,0,50,129,9,25,0,170,109,16,31,5,159,101,30,30,0,168,146,59,33,0,237,68,42,17,5,129,76,66,20,0,161,152,136,17,0,305,85,102,3,0,195,59,90,5,0,155,34,51,0,0,82,83,107,3,0,198,47,79,28,0,157,21,9,0,0,30,1200,821,255,16,2292
204031070,5,0,0,0,8,3,0,0,0,6,3,0,0,0,5,0,0,0,0,0,8,0,5,0,13,5,0,7,0,18,55,3,5,0,69,34,0,7,0,42,42,14,7,0,68,50,12,13,3,75,25,34,8,0,60,35,26,0,0,63,61,69,10,0,142,40,49,3,0,91,14,35,4,0,55,7,27,0,0,37,20,41,0,0,59,18,43,4,0,61,8,3,4,0,19,435,360,85,11,895
204031071,12,0,3,0,14,7,0,0,0,8,3,0,8,0,7,3,0,8,0,14,21,0,11,0,30,6,0,21,0,34,107,3,17,0,126,57,18,22,3,96,60,20,21,0,106,72,31,19,0,123,44,26,9,3,81,56,40,8,0,113,82,85,9,0,177,51,51,0,0,111,39,49,3,0,91,10,25,0,0,37,32,40,0,0,73,25,36,7,0,73,16,6,4,0,23,699,447,179,18,1342
204031072,11,0,0,0,13,4,0,0,0,9,8,0,0,0,4,3,0,3,0,8,32,5,5,0,47,24,3,13,0,42,122,11,28,0,164,83,13,19,0,112,81,34,23,0,144,95,57,11,0,157,44,45,12,3,108,73,39,10,0,117,117,84,13,0,216,54,71,0,0,128,36,50,0,0,92,19,29,0,0,49,53,58,0,0,118,41,66,18,0,112,25,3,0,0,34,929,563,165,11,1667
204031073,21,0,15,0,37,8,0,0,0,14,3,5,11,0,19,6,0,28,0,33,30,4,44,5,78,30,9,68,0,106,174,8,88,3,272,140,18,113,8,280,130,45,113,0,283,173,115,84,8,371,100,93,54,0,258,129,121,43,4,292,261,316,67,8,656,139,250,23,0,419,100,158,15,0,281,42,121,0,0,164,78,209,14,0,302,67,124,39,0,232,22,14,15,0,50,1646,1613,839,52,4145
204031075,4,0,0,0,4,10,0,0,0,10,3,0,4,0,11,4,0,4,0,8,24,3,7,0,31,9,0,7,0,18,52,0,12,0,65,58,10,13,0,72,63,9,14,0,85,72,35,16,0,127,34,46,10,0,92,51,28,9,0,85,91,108,14,0,222,55,87,0,3,144,39,75,0,0,121,30,50,0,0,79,46,114,0,0,158,23,76,9,0,109,15,0,3,0,31,687,647,127,7,1471
204031491,12,4,4,0,23,10,5,0,0,12,4,0,0,0,4,5,0,5,0,5,35,0,16,0,48,17,6,24,0,47,91,8,47,0,151,68,15,49,6,135,96,37,44,5,181,119,72,45,3,244,63,87,38,0,192,88,130,28,0,240,229,335,51,3,622,160,281,25,6,468,97,207,16,0,325,43,161,4,4,206,73,236,9,0,317,46,120,21,0,185,16,6,3,0,29,1265,1718,428,25,3437
204031492,21,4,8,0,29,6,4,4,0,15,7,0,13,0,20,3,3,31,0,40,32,5,49,3,87,25,3,88,10,120,228,12,87,5,333,150,30,131,15,324,155,70,127,10,363,166,107,117,11,399,110,95,53,5,268,106,97,54,4,262,230,248,71,10,554,138,186,20,0,338,72,115,9,8,198,41,82,6,0,127,56,146,13,0,211,62,87,66,4,217,27,7,18,6,57,1636,1296,955,89,3972
205011076,47,9,16,5,70,16,0,6,3,25,15,3,11,0,27,5,4,17,0,26,62,10,39,0,110,52,8,85,0,150,325,20,71,0,416,206,51,121,9,383,195,85,119,4,402,220,142,91,5,463,117,176,63,7,365,141,218,43,4,411,296,428,54,4,778,170,326,32,4,525,109,217,11,0,343,53,120,8,0,184,105,233,17,0,356,101,157,62,0,317,62,30,16,0,108,2300,2221,883,60,5456
205011077,12,3,3,0,17,11,4,3,0,12,10,0,6,0,15,7,0,5,0,18,28,0,9,0,42,18,4,17,0,43,98,21,22,0,139,59,13,21,4,106,97,27,14,0,142,102,50,19,0,176,52,39,10,0,104,57,54,14,0,126,76,98,15,5,199,67,89,5,0,163,44,66,0,0,111,19,48,0,0,67,52,117,4,0,180,38,70,10,4,119,17,16,5,0,37,865,728,200,20,1812
205011078,19,4,0,0,25,11,0,0,0,15,10,0,3,0,12,8,0,9,0,16,34,4,14,0,56,23,9,24,0,54,120,12,40,3,179,102,17,38,0,159,96,31,50,4,181,108,43,29,3,182,57,55,18,3,135,78,65,22,7,165,117,160,26,4,313,79,119,12,6,205,51,96,10,0,157,35,64,4,0,111,72,118,5,0,190,34,80,24,0,139,28,17,8,0,52,1082,893,342,28,2346
205011079,53,5,6,0,71,25,4,9,0,35,13,3,13,0,28,12,0,20,0,34,68,6,48,0,125,34,17,62,0,117,303,31,85,3,417,219,54,105,14,389,246,90,112,10,454,238,136,94,9,470,132,143,67,8,354,167,185,51,6,411,352,427,110,3,893,241,327,31,0,603,161,321,18,6,505,72,157,9,4,239,189,450,18,8,659,76,213,74,5,372,40,25,9,0,73,2665,2589,933,70,6261
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,29,5,11,0,47,13,0,3,0,21,6,3,16,0,26,14,0,20,0,38,45,11,23,0,83,48,11,60,0,109,297,16,98,4,413,181,38,105,13,345,191,80,92,10,373,212,140,80,9,437,100,121,54,5,278,105,118,37,6,267,200,262,48,3,517,117,204,19,3,353,76,132,10,0,223,31,66,9,0,105,60,127,10,0,192,81,106,48,0,235,48,12,16,0,79,1868,1439,762,61,4131
205021082,24,3,3,0,34,13,0,0,0,13,5,0,0,0,12,4,0,9,0,15,39,4,19,0,63,32,9,35,0,68,159,12,26,0,198,111,24,30,3,174,96,38,36,4,172,124,69,21,3,225,60,61,9,4,139,84,88,14,0,187,129,139,13,6,287,74,106,6,0,188,34,86,0,0,118,26,41,0,0,62,50,77,6,0,128,57,96,31,0,190,32,13,12,0,57,1160,865,265,27,2326
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,38,5,9,0,50,21,0,0,0,24,16,0,3,0,18,14,0,16,0,25,64,6,22,0,89,50,7,49,3,106,341,26,51,0,421,196,21,52,7,270,199,47,60,4,301,199,79,35,5,310,77,60,22,0,162,94,74,30,5,199,151,152,24,3,327,66,101,6,0,175,45,69,9,0,122,24,37,3,0,63,53,58,11,0,123,63,103,32,3,202,35,8,13,0,57,1743,847,438,23,3050
205021085,15,4,0,0,21,10,0,0,0,13,4,5,8,0,14,4,0,8,0,20,26,0,19,0,53,32,4,23,5,60,163,12,20,0,201,114,29,33,8,184,104,35,25,4,166,103,41,16,0,157,53,42,9,0,102,37,45,5,0,86,61,83,14,0,162,39,49,5,0,96,31,22,0,0,53,17,19,0,0,44,26,41,7,0,64,53,67,34,0,151,33,3,13,0,48,938,499,236,21,1693
205021086,36,0,3,0,41,14,0,4,0,20,9,0,4,0,12,7,0,3,0,13,43,0,10,0,55,39,0,15,0,60,247,5,23,0,276,169,14,26,9,220,157,23,39,0,223,149,46,22,0,217,74,26,10,0,114,81,44,6,0,135,98,76,17,0,188,70,64,4,3,135,41,41,0,0,84,21,23,0,0,48,53,56,0,0,108,51,46,15,0,114,42,4,12,0,58,1402,476,219,17,2112
205031087,28,5,4,0,39,14,7,0,0,19,12,0,0,0,15,13,0,10,0,23,47,3,14,0,70,32,8,24,0,55,195,20,26,3,245,156,29,47,4,230,169,39,26,0,238,144,66,29,3,240,62,54,24,0,141,67,67,16,0,154,138,113,17,3,274,72,91,4,3,169,55,68,4,0,130,25,46,0,0,66,89,83,4,0,172,69,77,25,0,169,50,13,8,0,70,1428,783,293,20,2525
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,20,9,0,0,33
205031089,27,8,9,0,43,14,0,0,0,13,9,9,9,0,12,6,4,11,0,25,48,10,21,0,75,33,11,19,0,60,161,8,26,0,201,124,32,37,0,197,111,53,47,5,216,133,60,42,7,242,64,79,21,0,171,84,85,20,6,198,144,183,29,0,351,93,121,8,0,219,68,117,6,0,186,29,64,0,0,95,52,119,3,0,170,48,109,20,0,184,33,16,5,3,54,1268,1088,337,32,2721
205031090,33,7,0,0,45,22,0,0,0,27,8,4,7,0,22,7,0,7,0,16,55,3,16,0,68,32,8,48,0,88,192,6,51,3,253,157,26,58,7,239,147,55,54,7,258,134,67,42,8,251,61,87,31,0,186,85,90,28,0,199,180,205,32,8,422,90,152,21,0,266,66,120,5,0,195,29,86,7,0,121,84,140,3,0,229,59,110,38,3,214,26,11,7,0,48,1465,1185,465,32,3147
205031091,56,0,6,0,63,23,0,0,0,29,27,0,9,0,33,16,0,20,0,35,75,0,20,0,94,34,6,45,0,90,254,25,70,0,346,184,29,75,4,295,214,60,67,9,344,214,103,50,0,364,86,83,39,5,213,139,102,22,0,261,176,183,35,0,394,104,130,10,0,241,78,121,10,0,203,34,62,5,0,105,109,132,9,0,244,70,109,40,0,224,46,9,7,0,62,1937,1148,534,36,3657
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
205031093,72,11,11,0,104,45,4,8,0,56,33,0,17,0,50,37,3,25,0,63,149,17,62,6,231,104,12,93,5,220,546,33,137,4,717,385,63,140,18,605,394,151,128,16,690,404,181,109,3,707,171,170,51,5,406,227,207,46,0,484,390,372,60,3,825,208,312,25,0,551,144,199,9,0,355,72,142,7,0,220,199,265,17,0,481,138,221,94,5,454,94,26,27,0,151,3821,2385,1086,75,7364
205041094,31,6,9,0,50,16,0,3,0,20,11,3,9,0,21,4,0,18,0,23,37,11,36,0,90,37,6,51,0,89,174,22,62,0,262,148,23,71,7,251,152,60,58,9,281,138,87,65,0,291,91,71,26,0,188,76,88,15,0,186,185,202,32,0,422,115,149,19,6,282,64,120,7,0,194,35,81,0,0,116,86,225,11,0,328,66,111,32,0,217,29,11,10,3,53,1509,1275,537,35,3354
205041095,25,9,11,4,51,18,0,6,0,23,11,3,14,0,31,13,5,31,0,48,61,6,81,8,155,45,9,103,4,162,287,32,134,4,464,185,56,146,13,395,172,85,104,10,363,196,117,84,6,408,77,119,58,9,259,87,114,42,0,250,196,230,65,3,489,112,164,24,0,304,86,130,9,0,231,39,69,3,0,113,78,172,10,5,261,57,148,60,5,268,45,16,29,6,97,1796,1482,1010,70,4359
205041096,27,14,11,0,57,4,0,8,0,16,4,8,16,0,27,10,0,34,0,47,63,10,61,3,135,33,17,103,0,154,263,43,112,11,424,157,58,126,17,358,146,82,107,13,353,139,106,77,8,336,64,76,45,0,189,89,87,29,7,209,126,144,45,6,317,69,128,12,0,210,45,87,6,3,144,22,51,3,0,73,41,83,10,0,131,64,91,54,8,220,52,18,34,0,106,1443,1093,908,75,3510
205041098,5,3,4,0,12,3,0,0,0,0,0,0,0,0,6,6,0,0,0,5,19,0,8,0,20,10,0,11,0,22,60,11,7,0,80,53,14,26,6,96,41,27,17,0,82,61,20,21,0,95,39,31,15,0,87,35,46,7,0,93,73,94,14,0,187,60,84,8,0,147,37,59,3,0,100,9,31,0,0,43,36,87,0,0,121,25,58,13,0,104,14,5,0,0,21,590,575,155,11,1326
205041493,21,8,6,0,39,6,0,8,0,11,13,0,11,0,18,5,0,14,0,26,42,7,29,3,81,14,4,70,0,90,156,11,59,0,224,120,22,83,9,240,86,42,79,7,213,95,62,63,6,223,70,62,50,3,193,86,82,32,0,202,141,203,46,0,391,113,140,28,0,278,77,119,14,4,214,43,71,8,0,122,94,203,12,0,308,46,121,38,5,210,14,12,14,0,48,1250,1181,663,40,3134
205041494,30,6,7,0,48,10,3,3,0,16,14,3,0,0,23,5,0,17,0,27,39,0,29,0,68,31,8,52,0,91,209,11,53,0,277,142,37,105,4,282,147,40,83,7,273,180,92,80,10,364,88,100,69,4,261,117,107,50,6,279,223,295,77,8,605,160,285,36,8,494,148,225,14,0,389,68,118,3,0,194,137,370,17,4,530,87,134,60,0,276,23,12,7,0,47,1858,1861,769,61,4544
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
205051100,24,0,0,0,27,17,0,0,0,17,9,0,0,0,14,9,0,0,0,9,30,5,9,0,45,21,0,9,0,34,129,3,16,0,146,62,15,17,0,97,64,15,18,4,98,72,27,9,0,108,38,21,3,0,70,31,13,6,0,50,54,50,12,3,113,34,60,3,0,101,22,31,0,0,58,7,22,0,0,37,40,102,4,0,150,33,56,8,4,99,11,6,3,0,25,727,424,127,20,1297
205051101,31,8,13,0,47,15,0,3,0,23,12,3,16,0,30,8,0,16,5,30,61,8,20,0,94,43,7,47,0,104,249,24,57,6,331,163,34,71,6,267,185,65,57,4,313,185,99,67,3,361,94,100,29,4,226,124,144,29,4,299,237,265,35,3,546,126,201,3,4,333,80,128,3,0,219,40,77,5,0,121,84,177,9,0,271,85,169,38,0,299,42,13,16,0,74,1875,1529,534,54,3995
205051102,10,0,0,0,6,6,4,3,0,12,0,0,3,0,7,0,0,4,0,3,8,3,11,0,21,15,4,10,0,22,61,9,12,0,87,36,14,10,3,70,43,27,13,0,86,38,36,22,0,100,27,20,6,0,53,43,35,0,0,82,72,71,12,0,158,25,42,0,0,74,25,45,0,0,74,9,24,4,0,36,36,66,0,0,107,26,45,5,0,73,11,8,0,0,26,500,458,133,8,1097
205051103,33,8,9,0,47,12,0,0,0,17,11,4,15,0,26,8,0,17,4,25,47,6,51,0,104,32,9,63,0,105,195,16,82,10,303,137,39,84,3,268,179,59,85,6,330,179,95,75,3,347,93,88,58,7,243,111,105,37,9,258,194,233,64,5,496,125,168,19,4,317,88,177,10,0,278,42,106,9,0,154,118,239,18,0,369,69,131,53,3,258,33,14,10,3,65,1703,1484,763,65,4015
