SA2_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,14,13,10,0,0,0,46,0,3,6,0,0,0,10,4,0,9,4,0,0,11,6,3,11,0,0,0,21,4,9,3,4,4,0,15,11,9,13,0,3,0,32,8,12,15,0,5,0,41,14,23,17,4,11,0,64,11,32,14,3,5,0,58,10,26,7,7,4,0,51,8,20,10,3,3,0,45,10,50,30,4,6,0,102,5,25,7,0,0,0,38,10,28,5,0,3,0,48,5,68,12,0,0,0,92,17,74,20,8,10,0,130,14,40,7,5,4,0,59,4,24,12,0,0,0,41,18,42,29,6,0,0,96,171,488,223,56,60,3,997
210011230,10,12,14,0,0,0,37,4,5,0,0,0,0,5,3,3,3,0,3,0,16,3,0,0,0,4,0,10,3,4,6,0,0,0,16,4,6,8,0,0,0,25,0,7,17,3,3,0,27,0,11,4,3,4,0,35,13,15,9,3,3,0,41,12,21,10,0,6,0,41,6,13,6,0,0,0,28,14,33,19,5,13,0,89,6,17,3,0,0,0,26,16,27,4,0,0,0,46,28,48,5,3,3,0,89,37,101,29,8,0,0,173,5,42,14,6,3,0,69,15,45,3,0,0,0,67,11,24,21,3,3,0,64,183,428,182,41,46,6,900
210011231,12,21,24,0,0,0,56,3,3,0,0,0,0,6,4,3,7,0,5,0,22,0,6,6,0,0,0,13,6,4,9,0,10,0,31,3,9,7,0,5,0,29,7,17,5,0,3,0,43,8,13,12,0,3,0,49,3,20,9,3,7,0,43,9,25,16,0,0,0,60,5,18,11,0,4,0,34,27,38,18,9,6,0,98,9,28,6,0,5,0,45,8,28,12,0,0,0,49,8,64,17,6,3,0,104,34,141,35,5,8,0,233,13,73,24,5,0,0,113,13,87,34,4,3,0,135,22,60,32,4,4,0,121,211,662,281,41,64,6,1266
210011533,17,18,12,4,8,0,61,4,0,4,0,0,0,10,3,4,9,0,8,0,26,8,3,5,0,3,0,22,6,6,6,0,3,0,18,3,6,5,4,5,0,19,8,23,10,0,9,0,50,8,30,3,0,3,0,50,3,28,15,4,5,0,50,11,28,13,0,0,0,55,5,27,3,5,0,0,50,24,56,25,7,7,0,107,21,36,11,4,0,0,69,13,30,5,4,3,0,53,22,65,8,3,6,0,102,32,110,17,7,3,0,177,11,41,13,0,0,0,60,7,34,8,0,3,0,53,14,54,17,4,9,0,97,230,604,191,49,67,5,1149
210011534,17,25,12,0,10,0,71,0,0,0,0,0,0,12,11,12,10,0,4,0,34,13,10,5,0,0,0,15,9,9,10,0,7,0,39,10,14,12,0,4,3,37,13,18,25,3,7,0,67,9,31,15,0,4,0,66,12,26,21,5,8,0,66,23,46,17,6,4,0,97,9,34,18,3,5,0,69,29,71,34,13,6,0,159,9,38,8,4,3,0,67,18,41,7,6,0,0,76,27,88,18,3,6,0,147,55,172,30,7,8,0,271,12,60,18,4,3,0,93,8,42,21,0,0,0,73,32,48,24,5,6,0,114,300,790,307,65,90,13,1564
210021232,17,15,14,0,4,4,53,10,0,6,0,0,0,18,15,8,9,0,0,0,35,5,3,8,3,3,0,22,17,14,16,0,5,0,47,15,14,14,5,8,0,56,14,23,19,4,7,0,67,30,57,27,6,13,0,132,26,49,19,9,10,0,109,40,77,34,8,9,0,168,18,98,15,6,3,0,146,62,110,43,12,6,0,234,25,73,9,8,4,0,112,21,79,18,3,0,0,120,39,126,26,3,0,0,201,66,171,31,16,6,0,286,21,59,23,0,5,0,100,20,55,10,8,0,0,89,34,50,18,3,7,0,120,484,1070,342,107,86,7,2104
210021233,6,3,4,0,0,0,11,0,0,5,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,10,3,0,0,0,0,0,12,3,10,6,0,0,0,25,0,6,11,0,0,0,18,7,8,5,7,0,0,28,3,16,5,0,0,0,28,6,9,0,0,0,0,15,15,26,0,3,0,0,41,0,21,0,0,0,0,24,10,15,0,0,0,0,22,12,26,9,4,0,0,52,19,50,15,3,0,0,87,12,16,8,0,0,0,43,14,22,9,0,0,0,45,4,11,10,0,0,0,31,140,251,84,23,9,0,507
210021234,12,5,5,0,3,0,22,0,0,4,0,0,0,5,5,0,0,0,0,0,11,0,5,6,0,3,0,10,10,9,9,0,3,0,22,8,8,6,0,0,0,21,5,10,9,0,0,0,28,7,18,6,0,9,0,39,7,12,6,4,4,0,31,7,23,13,0,5,0,48,5,29,9,5,0,0,43,16,53,19,4,3,0,92,10,18,6,0,0,0,43,6,16,0,4,4,0,33,13,35,4,0,3,0,58,16,50,13,4,5,0,93,9,10,0,0,0,0,26,4,15,0,0,0,0,20,11,13,5,0,4,0,39,152,317,133,42,35,0,682
210021235,9,5,3,3,0,0,26,4,6,0,0,0,0,9,8,3,10,0,4,0,25,11,5,5,3,0,0,26,13,4,5,0,4,0,29,24,16,9,8,4,0,56,19,34,29,11,9,0,95,31,57,19,11,7,0,119,35,54,24,6,10,0,122,47,80,32,7,13,0,179,43,65,22,7,6,0,141,62,119,28,9,8,0,233,28,54,14,0,3,0,103,22,34,14,0,3,0,75,33,59,24,4,3,0,120,63,67,16,7,3,0,155,18,26,9,4,3,0,57,13,25,7,0,0,0,42,35,25,18,4,4,0,85,513,746,281,87,78,3,1717
210031236,10,7,9,0,3,0,24,5,0,5,0,0,0,7,3,6,3,0,0,0,19,0,0,0,0,4,0,9,4,10,4,0,0,0,23,8,10,4,0,0,0,30,10,17,3,9,3,0,39,17,26,8,5,5,0,55,12,21,12,9,0,0,53,23,26,5,3,3,0,62,10,30,6,0,0,0,58,30,48,12,6,9,0,98,19,31,4,4,3,0,60,26,40,5,10,0,0,74,26,47,3,7,5,0,80,51,91,14,3,3,0,166,11,30,9,3,0,0,50,7,22,0,3,0,0,30,9,11,10,0,7,5,34,272,480,111,59,40,8,974
210031237,9,19,12,4,8,0,47,0,0,4,0,0,0,5,6,3,5,0,3,0,22,9,6,3,0,4,0,22,6,6,3,0,7,0,33,14,19,3,0,4,0,40,13,27,8,3,13,0,60,11,30,7,5,4,0,64,18,35,10,4,10,0,73,24,46,14,9,17,0,105,17,52,9,0,5,0,88,47,63,24,9,7,0,152,16,41,5,5,0,0,71,16,26,3,0,0,0,54,20,51,21,3,5,0,101,29,56,14,3,5,0,111,13,13,0,5,0,0,33,7,8,0,0,0,0,13,18,35,24,0,9,0,91,299,546,184,54,98,11,1193
210031439,6,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,3,0,3,0,14,0,0,6,0,0,0,8,6,0,8,0,3,0,17,0,7,0,0,3,0,16,6,12,3,0,0,0,22,4,8,4,3,3,0,25,0,16,4,3,0,0,29,9,21,4,0,4,3,45,5,10,9,0,0,0,29,7,25,4,5,5,0,49,12,11,3,0,0,0,24,6,11,3,0,3,0,30,6,27,5,3,3,0,40,14,44,11,5,4,0,71,3,12,7,0,0,0,22,6,4,3,0,0,0,16,8,12,5,0,0,0,26,102,221,81,24,37,3,475
210031440,4,10,4,0,4,0,22,3,0,0,0,4,0,10,7,9,0,0,0,0,11,3,0,0,0,0,0,3,5,10,4,0,0,0,14,4,3,0,0,4,0,17,5,17,11,3,5,0,34,11,10,9,3,0,0,37,9,10,3,4,0,0,31,15,24,9,6,0,5,53,9,15,8,4,0,0,31,29,41,4,10,3,0,85,14,22,0,5,0,0,37,12,20,0,4,3,0,41,13,39,9,0,0,0,60,23,47,6,0,5,0,80,3,11,0,3,0,0,20,3,10,6,0,0,0,19,6,16,11,0,9,0,40,179,303,80,35,30,8,645
210031535,14,12,8,0,8,0,42,3,3,0,0,6,0,8,3,8,4,3,3,0,24,4,6,8,0,4,0,19,7,10,4,0,4,0,29,18,19,6,0,3,0,51,13,16,9,3,7,0,53,20,28,16,5,15,5,95,26,36,10,11,3,0,90,37,55,8,5,4,0,115,57,39,12,5,3,0,118,64,77,17,6,12,3,176,34,41,3,3,4,0,93,26,18,9,0,0,3,52,42,56,9,0,5,0,112,27,60,15,4,4,0,111,14,17,7,0,0,0,41,5,9,7,0,0,0,19,26,44,16,6,11,4,102,435,551,164,63,100,17,1336
210031536,7,14,9,0,0,0,33,3,0,0,0,0,0,4,0,7,0,0,0,0,9,0,0,0,0,0,0,9,9,6,4,0,0,0,14,9,8,3,4,5,0,29,12,12,10,0,6,0,38,19,13,5,0,7,0,47,9,21,0,11,4,0,50,27,32,4,6,5,0,67,26,29,3,3,6,0,68,40,47,13,10,0,0,109,21,33,0,0,5,0,63,19,35,5,3,0,0,59,23,48,0,0,0,0,75,30,53,8,0,3,0,90,7,8,5,0,0,0,20,7,11,0,3,0,0,26,10,20,11,0,3,0,44,266,403,84,52,46,8,854
210031537,13,9,3,0,3,0,24,4,3,0,0,5,0,7,0,0,3,0,3,0,6,0,4,3,0,0,0,10,0,6,4,0,0,0,18,4,6,3,0,6,0,20,10,14,8,0,6,0,38,12,6,11,0,3,0,31,17,12,10,0,7,0,50,12,21,6,3,0,4,52,20,27,6,4,4,0,59,27,56,14,3,7,0,104,24,32,0,3,3,0,60,27,35,0,0,8,0,73,27,40,11,3,4,4,86,42,82,8,4,4,0,138,10,25,10,0,0,0,42,5,27,4,0,0,0,41,22,19,13,0,3,0,55,284,422,115,28,56,10,913
210031538,14,19,22,9,4,0,75,0,0,0,0,0,0,7,3,5,5,5,6,0,22,5,8,7,0,4,0,17,10,11,3,0,5,0,28,4,11,15,7,4,0,49,11,36,14,3,9,0,69,16,33,11,10,7,0,74,25,30,12,3,11,6,86,30,49,14,10,11,0,107,39,45,13,4,3,0,110,79,111,29,12,7,0,243,39,58,7,3,4,0,120,48,75,3,0,0,0,127,52,98,16,9,0,0,177,71,163,31,9,5,0,279,25,49,9,0,0,0,88,13,39,12,0,0,0,64,34,60,25,11,6,4,138,527,911,253,84,85,16,1875
210041240,23,16,17,3,5,0,64,7,3,5,0,0,0,26,15,3,10,3,3,0,34,6,3,5,3,3,0,24,5,8,9,4,10,3,45,24,26,21,5,16,0,91,34,40,36,14,10,0,131,30,46,20,14,16,5,134,43,81,33,14,18,0,184,64,100,40,14,10,6,226,46,83,21,9,9,0,171,66,133,38,25,6,4,264,20,60,15,5,4,0,103,19,33,15,0,3,0,73,41,70,30,5,0,3,151,40,80,33,9,0,0,161,14,37,11,3,3,0,69,15,16,16,4,0,0,48,26,59,24,8,8,4,131,549,895,401,125,130,19,2126
210041539,4,3,0,0,0,0,5,0,0,0,0,0,0,5,3,0,3,0,0,0,12,0,0,0,0,0,0,3,6,6,5,0,0,0,16,10,7,5,5,4,0,33,18,10,5,3,4,0,40,22,20,6,0,3,4,58,29,50,5,4,5,0,98,37,65,8,6,5,0,121,31,50,6,5,0,3,101,70,89,15,3,5,0,177,26,27,5,3,0,0,59,19,24,3,0,3,0,55,11,26,10,0,0,0,44,14,16,7,5,0,0,40,4,5,5,0,0,0,15,3,3,0,0,0,0,6,8,24,3,0,0,0,47,324,427,92,44,36,13,934
210041540,28,8,13,0,5,3,60,10,0,5,0,0,0,18,9,5,3,0,7,0,23,11,3,0,4,5,0,26,16,19,6,0,8,0,53,16,17,10,3,9,0,60,23,30,19,8,9,3,92,51,54,28,14,14,5,158,52,76,24,18,13,0,184,47,95,27,23,10,3,205,36,103,20,11,7,5,173,58,142,43,15,16,0,276,32,79,11,10,3,0,135,33,40,16,0,0,0,89,42,73,21,8,3,5,144,38,74,30,8,4,0,155,8,19,11,4,3,0,46,8,14,12,0,0,0,32,28,58,21,9,5,0,132,534,913,323,140,135,19,2056
210041541,15,11,16,0,6,0,49,9,0,3,0,3,0,18,7,7,9,0,0,0,26,5,0,4,5,7,0,29,15,9,17,3,8,4,49,23,16,16,5,11,0,69,26,44,19,9,15,6,121,23,58,30,9,9,0,133,23,69,15,11,13,3,138,51,87,28,18,18,0,196,44,69,19,6,6,0,142,61,100,28,4,4,0,203,34,58,12,3,0,0,105,20,22,16,0,0,0,57,34,48,14,4,0,0,108,19,41,11,0,4,0,78,6,14,9,0,3,0,34,4,12,0,0,4,0,18,26,38,33,5,7,0,106,449,705,293,80,116,9,1658
210051242,12,17,8,5,10,0,41,0,4,4,0,3,0,13,11,3,4,4,13,0,29,5,3,4,0,6,4,12,9,3,11,5,8,0,37,10,19,8,0,4,0,51,20,34,15,0,7,0,80,18,51,13,11,10,4,110,29,40,7,10,13,5,96,26,51,9,10,7,0,101,17,30,8,10,4,0,69,21,42,6,3,5,0,77,4,19,3,0,0,0,30,0,9,8,0,0,0,16,11,6,3,0,0,0,20,4,18,0,0,10,0,33,4,3,0,0,0,0,6,3,7,0,5,0,0,14,15,25,8,3,12,0,60,207,382,126,51,107,19,894
210051243,11,18,25,0,6,3,70,4,6,4,0,3,0,19,8,8,10,6,7,0,46,5,4,3,0,8,0,23,12,8,20,0,14,0,59,10,13,17,9,3,3,58,27,47,21,11,21,0,134,23,67,27,8,17,4,150,27,76,34,11,15,0,160,20,74,20,17,15,0,158,14,50,18,7,6,4,97,28,64,22,15,20,3,142,4,12,3,6,0,0,31,3,10,4,0,0,0,21,8,28,10,3,4,0,52,5,20,4,3,0,0,45,6,11,0,0,0,0,23,0,6,3,6,0,0,16,16,35,21,8,10,0,103,235,584,281,110,162,23,1395
210051245,19,16,33,4,11,0,83,4,3,6,0,0,0,18,11,5,15,3,3,0,40,6,5,0,0,5,0,19,14,13,18,5,11,0,58,9,16,20,5,15,0,66,20,36,20,8,19,0,100,39,43,34,11,19,0,138,33,55,35,8,16,0,152,32,83,28,15,15,0,175,38,73,19,6,7,3,154,74,159,37,7,17,5,302,28,61,13,3,0,0,107,31,55,9,0,3,3,101,46,92,26,10,11,3,183,43,94,26,8,8,3,191,21,24,12,0,4,0,59,14,17,7,5,0,0,48,44,48,34,3,14,0,146,542,889,396,103,185,24,2140
210051246,26,40,37,3,13,0,125,6,0,6,0,0,0,24,13,8,22,0,0,0,48,12,8,11,0,4,0,35,13,21,21,0,6,0,60,11,25,22,7,13,0,77,20,42,43,0,18,0,122,33,50,49,4,14,5,155,29,79,31,13,16,6,168,49,93,45,14,13,3,210,44,109,26,14,14,0,202,72,233,83,16,24,4,436,66,132,31,9,12,0,237,43,147,35,7,7,0,235,70,170,51,10,10,0,308,79,231,75,17,18,4,419,9,84,38,6,8,0,142,17,55,28,3,5,0,115,60,124,74,12,18,0,290,673,1655,721,134,193,28,3411
210051247,20,26,30,3,7,0,91,7,4,9,0,0,0,18,14,9,12,0,9,0,51,10,4,7,4,12,0,31,11,8,24,0,13,0,53,23,17,22,0,20,0,90,14,33,35,12,18,0,115,16,49,32,17,24,5,141,28,95,35,15,18,0,189,29,75,30,9,16,5,156,14,34,24,6,6,0,89,21,79,26,9,4,0,138,6,8,14,5,0,0,29,3,15,9,4,3,0,25,10,13,10,0,3,0,41,15,9,9,12,4,0,44,6,8,0,3,4,0,22,4,8,4,0,0,0,11,26,51,30,18,14,0,143,271,560,352,119,172,20,1502
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
210051250,7,5,9,3,3,0,19,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,4,0,5,5,0,12,4,7,0,0,3,0,15,7,9,8,0,4,0,26,13,17,0,0,4,0,35,8,12,6,4,4,0,38,16,20,4,8,4,0,57,19,24,6,6,4,0,61,10,29,4,0,0,0,52,28,37,12,0,6,0,86,19,20,3,6,3,0,50,15,9,0,0,0,0,32,19,23,3,4,0,0,52,9,12,9,0,0,0,30,6,3,3,0,0,0,14,3,4,0,3,0,0,7,8,23,9,0,8,0,49,205,248,80,40,56,3,626
210051441,10,4,8,4,4,0,30,3,4,3,0,0,0,11,5,0,5,0,3,0,17,0,0,5,4,0,0,14,11,12,5,0,3,0,32,16,12,17,5,6,0,65,11,27,22,7,6,0,77,15,46,18,7,20,0,109,24,42,24,4,11,0,117,16,58,16,15,11,0,119,14,32,13,5,6,0,80,20,59,19,6,9,0,113,14,21,14,0,0,0,51,6,9,3,0,0,0,23,8,10,7,6,0,0,28,7,13,6,0,0,0,30,0,8,0,0,0,0,9,0,8,6,0,0,0,12,13,23,19,3,7,0,70,200,391,207,72,95,13,981
210051442,15,18,8,0,3,0,53,3,0,4,0,0,0,15,5,3,5,0,6,0,22,0,4,3,0,4,0,18,4,7,12,3,3,0,31,7,25,8,4,3,0,49,10,46,22,13,3,0,89,19,54,20,17,7,0,122,25,81,20,15,13,3,164,38,135,24,13,15,4,225,26,105,26,12,11,4,183,52,163,43,11,14,3,283,19,69,17,7,3,0,112,8,61,17,6,5,0,99,13,49,19,4,3,0,94,26,79,36,0,7,0,141,0,12,5,3,0,0,30,7,22,5,0,0,0,35,17,73,31,14,8,0,138,304,1012,335,115,112,16,1896
210051443,22,19,22,10,8,0,80,0,6,8,0,0,0,17,6,9,10,6,7,0,35,11,6,7,0,0,0,31,15,17,16,11,10,0,69,18,28,30,9,9,0,86,24,41,38,9,15,0,135,39,91,41,12,25,3,213,43,114,41,12,15,0,231,71,173,54,16,14,0,334,52,182,45,8,16,4,317,95,292,65,21,23,3,485,39,139,24,5,11,0,222,46,100,29,8,8,0,193,40,111,34,0,5,3,198,36,140,48,5,3,0,234,7,36,11,6,0,0,58,17,35,7,5,0,0,63,37,117,55,10,17,6,234,610,1665,591,146,193,31,3234
210051445,17,25,16,0,7,0,65,0,8,3,0,0,0,14,3,3,0,0,3,0,8,5,6,0,0,0,0,8,9,3,6,6,4,0,27,6,16,6,7,10,0,48,19,40,12,10,3,0,88,40,79,18,12,10,4,164,70,151,21,15,7,7,271,114,307,30,23,20,7,498,133,404,23,18,24,11,623,190,489,43,25,17,3,771,118,278,20,5,10,0,431,80,189,16,10,3,0,301,53,168,18,11,11,0,258,69,137,24,7,12,0,263,32,49,9,0,6,0,97,27,68,4,8,0,0,109,58,150,22,16,9,3,259,1042,2576,312,172,162,40,4305
210051542,6,10,3,0,0,0,21,0,0,0,0,3,0,7,3,0,0,0,0,0,5,4,5,0,0,0,0,11,0,5,0,0,4,0,11,6,13,0,0,0,0,19,4,23,3,5,0,0,30,20,52,0,6,8,0,88,21,102,9,12,5,0,149,39,152,15,15,10,0,221,42,169,19,12,13,0,255,46,179,13,4,6,0,260,25,94,5,7,3,0,144,9,64,7,3,4,0,89,13,49,6,6,8,0,81,0,52,9,0,3,0,68,10,8,4,0,0,0,28,4,20,0,0,0,0,29,21,68,3,3,0,0,97,274,1071,110,73,68,9,1605
210051543,13,14,7,0,0,0,35,0,0,0,0,0,0,0,3,0,6,0,0,0,9,3,3,0,3,3,0,15,3,3,10,3,0,0,15,7,10,5,7,6,0,40,14,23,4,4,9,0,56,17,58,10,12,15,0,110,20,89,17,14,13,0,155,38,149,19,10,11,3,231,37,132,30,9,9,0,213,57,200,28,10,7,0,300,42,108,16,3,3,0,171,19,70,10,0,0,0,103,19,64,15,3,6,0,99,11,66,13,0,3,5,104,6,19,4,0,0,0,36,0,19,5,0,0,0,28,28,59,17,11,6,3,123,338,1099,219,93,84,13,1847
210051544,5,10,15,0,3,6,42,6,3,4,0,0,0,12,3,4,6,0,7,0,17,6,0,13,0,3,0,25,6,7,6,4,9,0,31,14,13,12,4,6,0,51,15,24,26,5,9,3,91,11,41,29,8,28,0,113,19,40,28,10,13,0,117,32,60,23,11,16,3,135,23,44,16,6,7,0,94,36,66,38,10,10,0,159,11,20,18,0,0,0,41,3,20,7,4,0,0,41,6,12,11,3,4,0,47,17,20,19,0,10,0,71,8,17,10,3,0,0,35,0,8,10,0,0,0,18,11,30,36,10,11,0,99,221,464,334,81,123,13,1236
210051545,7,27,12,3,10,0,58,0,3,7,0,0,0,12,12,5,10,0,0,0,26,6,8,12,0,3,0,23,3,21,16,3,8,0,49,13,16,18,7,10,0,51,16,36,29,8,9,3,95,15,68,37,9,20,0,151,21,131,48,10,20,0,230,31,122,55,13,14,3,238,38,115,57,9,10,0,227,28,142,77,22,19,0,287,19,58,18,0,8,7,107,13,50,14,0,4,0,88,12,43,11,4,5,0,77,11,49,24,5,5,0,97,0,21,6,3,3,0,29,0,21,7,0,5,0,32,27,65,43,10,13,0,141,271,987,506,108,159,16,2037
211011251,17,10,18,0,8,0,53,9,0,3,5,3,0,13,6,0,0,0,3,0,16,5,8,0,0,0,0,21,5,4,12,0,4,0,31,10,11,9,10,11,0,50,12,28,17,3,7,0,67,34,32,21,5,9,0,103,30,47,18,6,13,0,119,29,52,20,9,9,0,120,28,57,17,0,11,4,108,46,85,22,5,14,0,165,34,46,9,3,3,0,105,25,55,14,4,3,0,105,40,69,18,3,3,0,133,30,75,3,9,4,0,118,10,11,0,0,4,0,32,6,11,6,0,0,0,29,20,25,15,3,9,0,80,411,628,225,72,126,12,1466
211011254,24,26,21,4,3,0,82,4,3,3,0,3,0,16,3,7,8,5,7,0,28,8,10,6,0,3,0,27,15,12,10,0,4,0,47,12,16,17,8,12,0,62,14,28,18,0,6,0,71,27,47,31,6,12,0,116,28,55,34,8,12,0,138,28,58,41,4,8,0,143,22,53,20,11,9,0,116,44,121,44,7,16,3,233,37,81,16,4,3,0,140,27,78,20,0,0,0,133,47,116,42,12,10,0,227,66,191,64,11,10,5,344,14,56,20,0,3,0,94,9,37,20,0,3,0,79,32,48,32,9,11,0,131,462,1058,470,77,144,15,2226
211011255,11,10,20,0,0,0,46,0,0,0,0,0,0,4,3,5,9,0,3,0,13,4,0,10,0,0,0,12,6,4,14,0,5,0,21,7,5,11,0,0,0,26,17,19,25,7,5,0,67,12,17,19,3,5,0,52,12,13,6,0,0,0,34,11,16,19,0,4,0,51,11,28,10,0,0,0,51,21,35,37,3,6,0,111,10,22,13,4,0,0,53,9,29,12,0,6,0,54,17,44,20,0,0,0,77,47,90,47,0,0,0,187,11,48,21,3,0,0,83,7,23,22,0,4,0,59,19,21,23,0,3,0,67,215,428,336,35,41,0,1059
211011256,35,17,31,0,4,0,92,5,4,11,0,0,0,22,18,8,17,0,0,0,39,12,0,12,3,7,0,31,9,10,27,0,3,0,50,12,21,36,0,8,0,76,17,29,23,4,8,0,85,19,51,36,6,9,0,118,12,31,37,0,12,0,96,25,50,34,9,13,0,137,11,50,25,6,9,0,100,44,109,48,8,4,0,212,33,67,18,4,4,0,127,27,79,20,6,0,0,133,49,107,28,4,6,3,202,64,154,39,0,9,0,278,14,29,16,4,3,0,67,12,19,15,0,0,0,50,40,50,38,3,5,0,144,459,880,512,73,120,8,2053
211011257,12,13,14,3,3,0,40,4,4,5,0,0,0,12,7,0,6,4,0,0,16,0,7,8,0,0,0,9,0,11,11,0,4,0,24,5,7,10,0,0,0,31,7,18,24,5,7,0,58,7,18,27,6,9,0,66,8,28,30,0,7,0,76,20,28,27,8,5,0,87,8,32,8,0,6,0,57,34,80,32,0,4,0,152,18,37,7,3,0,0,64,16,32,10,0,0,0,58,28,69,14,3,0,0,114,37,115,38,5,3,0,205,12,16,14,0,0,0,41,9,19,7,3,0,0,38,22,32,31,4,3,0,80,245,561,323,43,61,7,1241
