SA2_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
206041508,0,0,0,0,0,0,0,0,0,0,17,35,441,742,2839,5153,0,0,3299,5926,0,0,0,0,0,0,3,9,3,9,12,31,3309,5963,1381,..,4692,5963
206041509,3,3,0,5,150,296,153,297,0,0,254,495,391,717,7691,13447,0,0,8339,14659,0,0,0,0,0,0,3,4,3,4,36,71,8532,15035,3343,..,11876,15035
206041510,45,119,242,560,473,1107,715,1661,458,818,91,192,1056,1848,1149,2110,0,5,2754,4973,0,0,0,0,0,0,21,42,21,42,3,5,3542,6794,1036,..,4578,6794
206051128,716,1833,1678,3926,835,2179,2510,6099,314,532,486,800,388,676,2687,4649,17,42,3882,6706,0,0,0,0,0,6,13,33,12,35,21,37,7153,14707,1715,..,8864,14707
206051129,1016,3007,579,1435,392,909,977,2348,1939,3276,2867,4459,301,491,0,0,0,6,5105,8233,0,0,0,0,0,0,0,0,0,0,7,7,7104,13591,1335,..,8439,13591
206051130,465,1229,1434,3282,1697,4247,3134,7528,173,312,673,1157,1886,3110,941,1561,6,6,3680,6155,0,0,0,0,0,0,9,26,9,26,6,9,7291,14954,1237,..,8530,14954
206051134,1090,3054,670,1603,424,1025,1095,2626,1824,3153,3105,5099,329,543,0,0,0,0,5255,8797,0,0,0,0,0,0,53,75,53,75,3,4,7502,14557,1415,..,8916,14557
206051511,0,3,18,41,319,785,335,825,0,0,14,28,50,79,368,653,0,0,427,757,0,0,3,6,0,0,7,13,11,13,14,21,789,1621,159,..,951,1621
206051512,259,688,889,1927,1052,2417,1947,4346,204,298,112,179,955,1551,2111,3532,4,11,3383,5567,0,0,0,0,0,0,43,82,43,82,10,12,5642,10695,1441,..,7080,10695
206051513,359,873,396,899,224,499,621,1398,1204,1894,2012,3027,1068,1634,912,1423,12,18,5206,8002,0,0,0,0,0,0,225,372,225,372,12,27,6426,10670,1702,..,8130,10670
206051514,331,916,329,777,466,1074,797,1857,870,1330,1936,2973,1102,1689,1585,2605,3,5,5492,8601,0,0,0,0,0,0,203,312,209,311,10,13,6841,11696,2056,..,8901,11696
206061135,1107,2979,400,872,328,698,729,1572,612,1049,1182,1874,674,1180,0,0,0,0,2480,4102,0,0,0,0,0,0,17,33,17,33,5,9,4336,8702,904,..,5236,8702
206061136,1597,3799,1511,3206,833,1875,2343,5080,939,1634,2110,3211,2125,3080,521,751,0,0,5690,8669,0,0,0,0,0,0,33,62,33,62,23,32,9684,17643,2011,..,11692,17643
206061138,1679,4695,246,496,853,1913,1104,2411,1089,1904,1118,1891,398,630,143,247,8,14,2753,4681,0,0,0,0,0,0,0,7,0,7,4,12,5541,11790,1376,..,6918,11790
206061515,163,470,32,65,154,335,181,398,244,477,1399,2203,656,985,3495,5392,4,3,5802,9055,0,0,0,0,0,0,0,0,0,0,4,10,6150,9928,1754,..,7900,9928
206061516,629,1469,578,1202,631,1388,1207,2590,290,457,1028,1496,1210,1949,637,1022,0,0,3157,4930,0,0,0,0,0,0,16,31,16,31,9,11,5015,9038,1153,..,6166,9038
206071139,449,1149,616,1375,432,1053,1050,2423,193,338,318,547,645,1059,1602,2555,0,0,2760,4499,0,0,0,0,0,0,133,260,133,260,7,7,4398,8333,1007,..,5399,8333
206071140,279,738,1760,4050,590,1491,2352,5539,190,337,469,752,127,211,0,0,4,5,788,1303,0,0,0,0,0,0,44,115,45,116,5,14,3461,7713,535,..,3994,7713
206071141,259,624,523,1041,626,1369,1151,2412,191,303,574,999,1052,1645,1235,2310,15,31,3062,5281,0,0,0,0,0,0,17,37,17,37,3,8,4489,8366,859,..,5357,8366
206071142,145,359,651,1392,1014,2380,1667,3768,408,692,636,1046,738,1250,936,1993,0,9,2711,4994,0,0,0,0,0,0,34,64,34,64,12,13,4565,9196,1057,..,5620,9196
206071143,786,2133,1882,4243,786,1997,2669,6239,750,1284,554,890,687,1182,0,0,0,6,1992,3366,0,0,0,0,0,0,32,80,34,82,11,26,5489,11839,756,..,6249,11839
206071145,1083,2976,894,2106,811,1981,1699,4094,462,727,421,685,271,470,0,0,5,4,1156,1882,0,0,0,0,0,0,11,21,11,21,8,7,3957,8980,380,..,4337,8980
206071517,1542,3829,1716,3884,1459,3407,3168,7285,755,1196,975,1484,1059,1648,430,708,3,4,3226,5042,0,0,0,0,0,0,49,101,49,101,4,5,7990,16269,1351,..,9339,16269
206071518,720,1850,659,1503,856,1998,1522,3502,242,380,592,940,2267,3683,1276,2428,0,0,4380,7435,0,0,0,0,0,0,22,52,22,52,4,8,6645,12842,1244,..,7890,12842
207011146,2065,6096,300,573,246,707,549,1281,40,75,18,30,0,0,0,0,0,0,60,112,0,0,0,0,0,0,31,62,31,62,4,4,2714,7550,236,..,2943,7550
207011147,3631,10557,1143,2288,416,1119,1558,3403,441,749,145,253,295,499,0,0,0,0,876,1506,0,0,0,0,0,0,7,19,7,19,7,16,6089,15503,795,..,6886,15503
207011148,5842,17735,453,966,466,1325,923,2285,83,167,96,184,51,96,0,0,0,0,228,442,0,0,0,0,0,0,22,43,22,43,4,5,7021,20517,677,..,7701,20517
207011149,4672,13787,1070,2150,590,1545,1657,3689,659,1240,152,253,456,711,0,0,3,6,1267,2216,0,0,0,0,0,0,48,95,48,95,19,32,7657,19814,887,..,8544,19814
207011150,4175,12515,772,1721,373,914,1144,2636,87,165,135,253,388,629,11,14,3,3,619,1066,0,0,0,0,0,0,8,10,8,10,4,4,5952,16242,494,..,6446,16242
207011152,2118,6277,618,1463,562,1386,1178,2850,1006,1788,932,1573,1014,1650,353,562,0,0,3303,5575,0,0,0,0,0,0,17,38,17,38,7,20,6631,14755,1304,..,7933,14755
207011154,1517,4639,323,665,181,459,505,1118,211,391,55,101,16,16,0,0,0,4,281,510,0,0,0,0,0,0,0,3,0,3,0,0,2307,6276,214,..,2525,6276
207011155,3782,11140,936,1906,369,919,1305,2829,302,526,198,353,136,228,0,0,0,7,641,1112,0,0,0,0,0,0,26,49,26,49,6,13,5754,15144,565,..,6320,15144
207011519,1146,3308,709,1780,195,471,906,2254,701,1189,994,1662,289,479,0,0,0,0,1985,3327,0,0,0,0,0,0,20,43,20,43,0,4,4051,8933,625,..,4682,8933
207011520,1201,3553,425,950,207,488,633,1430,953,1627,1347,2141,1033,1689,242,388,0,3,3582,5845,0,0,0,0,0,0,12,20,12,20,4,5,5425,10861,1106,..,6529,10861
207011521,2236,6608,588,1247,600,1432,1193,2677,364,663,307,507,115,202,29,43,0,0,817,1423,0,0,0,0,0,0,5,15,5,15,0,3,4244,10726,597,..,4840,10726
207011522,2389,7013,392,844,562,1407,951,2251,505,882,512,885,484,927,0,0,0,4,1505,2701,0,0,0,0,0,0,18,34,18,34,6,18,4869,12019,635,..,5501,12019
207021156,3406,8989,95,199,416,1132,515,1332,218,489,96,138,36,56,0,0,3,3,357,696,0,0,0,0,0,0,3,4,3,4,5,9,4279,11031,342,..,4619,11031
207021157,5253,14511,755,1504,1172,3125,1928,4633,363,583,283,496,793,1441,1248,2333,0,4,2693,4859,0,0,0,0,0,0,0,0,0,0,14,23,9892,24037,1476,..,11368,24037
207021159,4436,13029,376,726,694,1894,1065,2614,79,127,21,30,118,187,0,0,0,0,214,346,0,0,0,0,0,0,0,0,0,0,0,4,5717,15994,445,..,6161,15994
207021160,4061,11131,260,521,663,1703,916,2228,9,9,12,21,26,61,0,0,3,5,49,95,0,0,0,0,0,0,5,13,5,13,3,10,5035,13471,364,..,5397,13471
207021424,4171,12580,202,365,392,1150,594,1514,97,167,56,117,360,686,70,107,0,9,581,1079,0,0,0,0,0,0,0,0,0,0,12,26,5352,15196,519,..,5873,15196
207021425,2764,7769,868,1984,1098,3120,1961,5105,578,1275,180,352,184,350,0,0,0,7,941,1976,0,0,0,0,0,0,0,0,0,0,4,14,5673,14865,526,..,6199,14865
207031161,5914,16632,1102,2180,504,1248,1607,3431,100,207,134,208,499,799,0,0,3,13,736,1225,0,0,0,0,0,0,0,0,0,0,4,6,8259,21303,690,..,8946,21303
207031162,3051,8488,446,910,219,602,664,1511,225,288,49,84,32,49,0,0,8,9,306,431,0,0,0,0,0,0,7,11,7,11,0,4,4024,10452,340,..,4364,10452
207031163,3382,9608,1216,2506,971,2533,2184,5040,716,1446,746,1391,529,866,1513,2779,3,12,3510,6503,0,0,0,0,0,0,4,9,8,9,22,32,9096,21195,1664,..,10765,21195
207031164,4143,11761,1268,2677,870,2253,2135,4933,314,685,0,0,72,141,0,0,0,0,382,823,0,0,0,0,0,0,3,11,3,11,6,11,6671,17534,634,..,7301,17534
207031165,2479,6732,718,1274,679,1805,1400,3081,109,167,242,367,239,412,0,0,4,13,596,961,0,0,0,0,0,0,0,0,0,0,4,7,4481,10786,845,..,5326,10786
207031166,2966,8051,470,1069,261,659,726,1724,48,89,64,96,207,341,0,0,0,5,320,540,0,0,0,0,0,0,0,4,0,4,6,0,4021,10325,351,..,4373,10325
207031167,2310,6566,720,1441,292,698,1012,2145,328,596,79,143,54,101,0,0,4,0,466,850,0,0,0,0,0,0,5,4,5,4,6,10,3796,9576,375,..,4170,9576
208011168,3972,11256,334,581,456,1121,786,1702,190,306,48,96,8,16,0,0,3,8,253,431,0,0,0,0,0,0,28,68,28,68,0,0,5040,13454,362,..,5395,13454
208011169,5020,14050,897,1709,1055,2334,1949,4038,500,876,546,939,638,986,74,112,4,10,1758,2920,0,0,0,0,0,0,57,99,57,99,7,24,8799,21134,1221,..,10013,21134
208011170,4108,11891,607,1329,799,1978,1412,3306,179,228,56,91,10,25,0,0,0,0,252,344,0,0,0,0,0,0,17,25,17,25,4,14,5787,15577,479,..,6264,15577
208011171,2899,8262,682,1290,493,1174,1175,2464,285,513,163,297,135,254,0,0,0,0,587,1066,0,0,0,0,0,0,37,67,37,67,4,15,4699,11870,371,..,5075,11870
208011172,4175,12126,881,1663,609,1455,1484,3118,636,1077,180,319,313,462,0,0,6,13,1130,1872,0,0,0,0,0,0,53,89,53,89,7,13,6856,17222,748,..,7603,17222
208011173,3546,10158,1086,2002,712,1757,1801,3759,357,611,359,560,456,699,167,279,0,0,1345,2148,0,0,0,0,0,0,65,119,66,119,6,9,6765,16207,700,..,7456,16207
208021174,5349,15523,967,2011,1053,2968,2023,4981,824,1410,365,704,614,1071,0,0,6,15,1809,3193,0,0,0,0,0,0,47,98,49,101,15,32,9239,23830,817,..,10059,23830
208021176,2533,7114,1708,3471,556,1421,2267,4891,1847,2967,343,610,1133,1977,0,0,3,13,3321,5568,0,0,0,0,0,0,11,25,11,25,5,7,8143,17605,1086,..,9226,17605
208021177,3188,9710,1110,2685,1051,2706,2162,5391,1616,2915,765,1297,674,1128,246,408,0,0,3307,5748,0,0,0,0,0,0,11,23,11,23,11,17,8679,20889,1384,..,10065,20889
208021178,3366,9803,1368,3016,891,2294,2258,5310,730,1197,224,380,127,223,0,0,6,15,1095,1811,0,0,0,0,0,0,16,39,17,37,3,8,6741,16971,586,..,7336,16971
208021179,1896,5603,584,1194,383,909,962,2106,1210,2041,351,590,394,664,113,165,11,15,2073,3468,0,0,0,0,0,0,45,78,45,78,4,13,4986,11272,649,..,5633,11272
208021180,1574,4457,669,1315,248,621,917,1939,113,241,85,142,247,458,0,0,0,0,444,838,0,0,0,0,0,0,0,0,0,0,4,14,2936,7237,321,..,3254,7237
208021181,1815,5220,623,1287,343,883,970,2169,727,1164,145,256,78,137,0,0,4,0,952,1566,0,0,0,0,0,0,4,12,4,12,3,10,3741,8975,410,..,4146,8975
208021182,1821,5378,1126,2384,450,1154,1571,3536,1295,2248,579,1059,109,210,24,42,0,12,2016,3563,0,0,0,0,0,0,52,99,52,99,0,5,5461,12589,675,..,6143,12589
208021426,3934,11334,373,854,498,1615,875,2470,753,1844,98,152,140,238,0,0,5,15,993,2245,0,0,0,0,0,0,10,10,10,10,3,10,5809,16069,418,..,6230,16069
208021427,3630,10108,334,702,355,1060,687,1761,712,1508,27,43,88,162,0,0,0,6,834,1717,0,0,0,0,0,0,11,21,11,21,3,0,5169,13610,343,..,5509,13610
208031183,2441,7751,47,138,91,289,132,427,285,458,0,0,0,0,0,0,0,0,287,465,0,0,0,0,0,0,0,0,0,0,0,0,2863,8643,95,..,2958,8643
208031184,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,20,5,..,18,20
208031185,2655,7344,620,1171,892,1963,1516,3130,462,718,111,183,120,182,0,0,0,3,698,1089,0,0,0,0,0,0,4,14,4,14,6,8,4877,11583,472,..,5346,11583
208031186,2354,6342,1303,2397,893,2037,2197,4432,1647,2979,78,103,22,31,0,0,0,0,1754,3112,0,0,136,165,0,0,7,9,146,183,7,10,6453,14079,531,..,6980,14079
208031187,1567,4398,227,394,31,94,261,487,157,320,0,0,0,0,0,0,0,0,155,322,0,0,0,0,0,0,0,0,0,0,0,0,1987,5212,81,..,2060,5212
208031188,5305,14375,1572,2934,874,2094,2447,5030,974,1738,222,367,608,942,190,314,3,5,1997,3374,0,0,0,0,0,0,41,69,41,69,5,11,9791,22861,809,..,10601,22861
208031189,3049,8697,242,522,470,1160,716,1684,1159,2360,109,181,39,60,0,0,6,3,1302,2601,0,0,0,0,0,0,9,14,9,14,8,23,5074,13017,359,..,5440,13017
208031190,2481,6877,1367,2414,730,1735,2099,4150,671,986,127,212,163,265,72,99,0,6,1028,1571,0,0,0,0,0,0,33,50,33,50,3,0,5642,12652,557,..,6198,12652
208031191,2638,7340,185,332,126,318,313,657,129,217,0,0,201,315,91,161,0,0,421,693,0,0,0,0,0,0,5,7,5,7,7,9,3385,8703,332,..,3708,8703
208031192,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
208031193,3991,11734,2063,3984,1206,2993,3261,6978,793,1189,167,254,3,0,0,0,0,4,962,1453,0,0,0,0,0,0,34,50,30,54,3,4,8252,20221,601,..,8854,20221
208041194,3266,9679,721,1476,741,1789,1465,3269,1814,3086,1181,1943,459,789,0,0,0,11,3456,5827,0,0,0,0,0,0,141,209,142,213,10,27,8338,19014,1288,..,9626,19014
208041195,4360,13117,1239,2564,702,1697,1937,4258,676,1229,434,723,391,572,224,375,0,0,1725,2893,0,0,0,0,0,0,132,221,134,217,7,16,8167,20505,1376,..,9545,20505
209011196,3261,8923,68,130,131,312,204,445,4,4,0,0,36,43,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,7,10,3507,9426,224,..,3733,9426
209011197,6412,17570,652,1118,413,881,1064,1995,70,140,57,81,39,55,0,0,10,9,176,292,0,0,0,0,0,0,0,10,0,10,6,5,7662,19868,443,..,8108,19868
209011198,3880,10633,568,1020,462,1113,1032,2126,522,987,206,332,418,664,145,234,0,0,1287,2213,0,0,0,0,0,0,13,30,13,30,9,12,6219,15020,688,..,6908,15020
209011199,3526,8808,1082,2078,1025,2415,2111,4494,136,247,26,46,19,30,155,229,9,6,340,557,0,0,0,0,0,0,4,3,4,3,9,19,5981,13883,740,..,6722,13883
209011200,2684,7637,421,764,627,1510,1051,2275,672,1091,85,151,367,610,0,0,0,0,1122,1854,0,0,0,0,0,0,12,17,12,17,11,23,4874,11807,589,..,5463,11807
209011201,2160,6252,31,53,75,188,106,239,404,743,56,101,59,99,0,0,0,0,517,945,0,0,0,0,0,0,0,0,0,0,0,0,2782,7442,277,..,3066,7442
209011202,5321,14051,632,1033,279,626,908,1655,74,118,9,15,0,0,0,0,3,8,87,133,0,0,0,0,0,0,0,0,0,0,4,8,6323,15859,350,..,6675,15859
209011203,5759,15684,598,1058,386,942,980,1997,11,18,34,54,0,0,0,0,4,23,44,87,0,0,0,0,0,0,6,14,6,14,5,13,6799,17791,418,..,7220,17791
209011204,3191,8369,197,322,93,232,294,555,15,28,8,9,0,0,0,0,9,12,22,49,0,0,0,0,0,0,0,4,0,4,0,0,3506,8971,200,..,3711,8971
209021205,2193,6458,149,262,577,1428,727,1693,217,448,259,413,181,312,79,134,3,4,739,1302,0,0,0,0,0,0,3,0,4,10,4,6,3663,9465,663,..,4329,9465
209021428,4624,12361,943,1836,899,2028,1836,3865,215,326,247,425,1291,2066,260,399,3,21,2015,3232,0,0,0,0,0,0,103,188,103,188,10,15,8594,19659,964,..,9554,19659
209021429,2938,8015,884,1970,562,1330,1453,3296,184,287,105,204,178,336,0,0,3,13,473,839,0,0,0,0,0,0,19,43,17,48,0,0,4887,12199,478,..,5366,12199
209021523,3352,8477,1052,1931,1173,2580,2220,4514,394,703,70,113,0,0,0,6,6,15,467,829,0,0,0,0,0,0,15,30,15,30,0,0,6060,13855,541,..,6601,13855
209021524,3079,8315,303,653,128,297,424,951,5,22,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,3,10,3,10,0,0,3520,9297,244,..,3764,9297
209021525,3190,8200,1173,1946,618,1418,1794,3365,137,220,12,22,0,0,0,0,0,5,153,245,0,0,0,0,0,0,40,79,40,79,5,10,5181,11906,613,..,5791,11906
209021526,3208,8521,1481,2777,770,1723,2248,4501,147,264,15,19,0,0,0,0,6,12,161,298,0,0,0,0,0,0,26,66,27,65,9,9,5657,13396,572,..,6229,13396
209031209,7102,20743,135,217,253,561,380,777,472,873,37,50,32,44,0,0,8,3,544,976,0,0,0,0,0,0,4,10,4,10,6,15,8037,22516,349,..,8382,22516
209031210,1186,3379,19,27,9,14,30,47,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,1224,3430,72,..,1288,3430
209031211,1403,3760,8,19,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,1421,3789,171,..,1583,3789
209031212,1680,4741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,10,0,0,1685,4754,173,..,1858,4754
209031213,2895,8799,28,59,45,102,76,159,44,71,0,0,0,0,0,0,0,0,48,72,0,0,0,0,0,0,0,0,0,0,0,7,3025,9035,134,..,3159,9035
209031214,2163,6491,10,23,3,3,16,26,0,0,0,0,0,0,0,0,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2184,6529,110,..,2297,6529
209031215,4527,13427,109,195,120,271,227,466,4,4,0,0,0,0,0,0,3,5,9,11,0,0,0,0,0,0,0,0,0,0,0,5,4761,13907,154,..,4921,13907
209041216,1727,5233,141,330,358,791,500,1118,106,192,100,156,146,224,0,0,0,0,360,565,0,0,0,0,0,0,0,0,0,0,0,0,2578,6922,223,..,2803,6922
209041217,1889,4870,235,431,199,489,435,922,0,0,27,40,51,73,0,0,0,6,78,118,0,0,0,0,0,0,0,0,0,0,0,3,2405,5906,205,..,2607,5906
209041220,5244,14851,368,925,223,533,595,1455,27,53,16,28,197,354,0,0,4,5,241,444,0,0,0,0,0,0,0,0,0,0,0,0,6079,16751,240,..,6313,16751
209041221,3572,9926,314,755,78,200,390,953,11,21,0,0,0,0,0,0,3,12,16,34,0,0,0,0,0,0,0,3,0,3,0,0,3983,10919,180,..,4161,10919
209041223,6130,16740,365,718,332,779,695,1504,439,983,0,0,0,0,0,0,5,12,438,993,0,0,0,0,0,0,7,14,7,14,10,19,7278,19274,542,..,7818,19274
209041224,6848,20677,275,571,81,173,357,745,6,6,0,0,0,0,0,0,0,3,7,10,5,3,0,0,0,0,0,0,5,3,5,19,7227,21461,408,..,7632,21461
209041225,3211,9130,205,375,49,102,253,483,29,52,0,0,0,0,0,0,3,12,33,61,0,0,0,0,0,0,0,0,0,0,8,17,3503,9689,268,..,3769,9689
209041431,3347,10052,466,1153,200,573,669,1727,0,0,106,186,0,0,0,0,0,4,111,193,0,0,0,0,0,0,0,0,0,0,5,3,4133,11973,187,..,4323,11973
209041432,2217,6046,414,959,199,565,608,1523,0,3,20,35,0,0,0,0,0,0,23,39,0,0,0,0,0,0,0,0,0,0,3,6,2853,7614,180,..,3033,7614
209041433,3124,10327,159,355,382,1010,539,1364,0,0,52,73,0,0,0,0,0,0,52,73,0,0,0,0,0,0,0,0,0,0,0,3,3716,11767,203,..,3919,11767
209041435,3500,11418,96,274,255,637,355,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3862,12335,114,..,3978,12335
209041436,3273,9877,516,969,343,839,860,1809,0,0,38,46,0,0,0,0,0,0,31,45,0,0,0,0,0,0,0,0,0,0,0,0,4169,11727,159,..,4330,11727
209041437,6382,21730,281,760,441,1018,718,1779,22,37,0,0,119,161,0,0,0,0,139,200,0,0,0,3,0,0,6,11,11,9,7,12,7257,23731,498,..,7756,23731
209041527,4990,15388,97,277,57,142,156,420,10,22,10,13,0,0,0,0,0,0,23,36,0,0,0,0,0,0,0,0,0,0,0,4,5167,15846,201,..,5371,15846
209041528,3193,9384,190,570,104,237,294,808,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3487,10196,124,..,3611,10196
209041529,2981,8108,111,258,133,330,245,584,369,796,0,0,0,0,0,0,4,9,368,800,0,0,0,0,0,0,0,0,0,0,6,11,3598,9502,247,..,3850,9502
209041530,4095,12178,43,118,96,215,143,329,123,279,0,0,0,0,0,0,0,0,128,280,0,0,0,0,0,0,0,13,0,13,0,3,4370,12810,221,..,4590,12810
209041531,3233,9910,341,594,175,402,517,990,58,97,47,83,0,0,0,0,0,0,102,182,0,5,0,0,0,0,0,3,5,10,0,0,3854,11094,213,..,4070,11094
209041532,3496,11162,36,85,138,310,172,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3677,11568,135,..,3806,11568
210011226,2150,5402,664,1208,558,1245,1218,2459,49,89,0,0,0,0,0,0,3,7,57,101,0,0,0,0,0,0,11,18,11,18,5,4,3438,7982,347,..,3790,7982
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
210011228,2746,7566,301,493,92,204,394,698,3,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,7,5,3147,8272,183,..,3331,8272
210011230,1819,5056,347,597,531,1421,877,2019,11,19,5,17,55,65,0,0,0,0,72,106,0,0,0,0,0,0,8,21,8,21,0,4,2775,7209,229,..,3004,7209
210011231,2671,7906,270,569,403,1048,681,1618,17,42,0,3,67,109,0,0,0,0,87,150,0,0,0,0,0,0,12,27,12,27,5,7,3454,9705,251,..,3703,9705
210011533,3449,9083,288,597,708,1857,996,2453,15,35,0,0,0,0,0,0,0,0,21,38,0,0,0,0,0,0,16,31,16,31,0,0,4491,11606,269,..,4765,11606
210011534,4382,11934,390,835,614,1499,1003,2335,48,89,0,0,0,0,0,0,0,3,46,95,0,0,0,0,0,0,11,24,11,24,4,3,5447,14388,349,..,5795,14388
210021232,4331,12681,364,627,20,36,381,661,12,29,13,30,0,0,0,0,0,9,33,62,0,0,0,0,0,0,0,0,0,0,0,9,4747,13413,286,..,5027,13413
210021233,1183,3238,8,14,0,7,5,20,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,18,0,0,0,0,19,26,0,4,1211,3288,150,..,1357,3288
210021234,1439,4059,74,134,8,15,80,152,3,3,0,0,0,0,0,0,3,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,1526,4229,100,..,1630,4229
210021235,3669,9931,52,79,0,0,52,79,10,20,0,0,0,0,0,0,5,8,15,30,0,0,0,0,0,3,0,0,0,3,8,20,3740,10065,331,..,4072,10065
210031236,2339,6210,188,353,426,996,620,1346,83,123,35,74,0,0,0,0,0,6,128,198,0,4,0,0,0,0,21,33,16,34,8,8,3103,7800,291,..,3392,7800
210031237,3868,11309,283,635,414,1103,696,1746,23,41,0,0,0,0,0,0,5,5,24,55,0,0,0,0,0,0,14,30,14,30,6,21,4604,13155,457,..,5062,13155
210031439,751,2313,133,191,183,422,317,612,24,48,33,33,0,0,0,0,0,0,56,89,0,0,0,0,0,0,0,3,0,3,0,4,1122,3016,49,..,1169,3016
210031440,1692,4569,241,486,372,822,608,1311,20,40,0,0,0,0,0,0,5,5,20,48,0,0,0,0,0,0,0,0,0,0,0,11,2319,5933,174,..,2494,5933
210031535,3493,9395,565,1176,1233,2975,1795,4153,53,67,12,20,9,14,0,0,3,0,73,104,0,0,0,0,0,0,4,16,4,16,7,12,5377,13678,565,..,5944,13678
210031536,1504,4115,148,303,881,2345,1025,2645,584,1239,49,125,0,3,0,0,5,26,643,1386,0,0,0,0,0,0,0,4,0,4,0,5,3180,8155,336,..,3516,8155
210031537,1606,4435,458,906,786,1919,1249,2826,113,193,30,44,17,23,0,0,0,7,160,257,0,0,0,0,0,0,3,7,3,7,0,4,3024,7529,315,..,3337,7529
210031538,3284,9024,1442,2620,1840,4290,3281,6903,98,173,56,106,55,83,0,0,4,7,218,369,0,0,0,0,0,0,24,42,24,42,3,14,6806,16355,650,..,7459,16355
210041240,4601,13023,32,49,10,13,39,58,13,22,0,0,0,0,0,0,5,6,18,26,0,0,0,0,0,0,0,0,0,0,0,5,4658,13115,176,..,4832,13115
210041539,1783,4713,143,306,10,12,151,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1933,5043,114,..,2048,5043
210041540,4364,11974,349,517,163,336,516,853,857,1332,0,0,0,0,0,0,4,6,855,1338,0,0,0,0,0,0,0,0,0,0,0,3,5741,14167,385,..,6124,14167
210041541,3807,10370,21,39,6,11,27,50,155,279,0,0,0,0,0,0,0,0,154,280,0,0,0,0,0,0,0,3,0,3,0,4,3999,10712,158,..,4156,10712
210051242,3030,8928,255,501,564,1529,822,2030,429,1152,0,0,63,173,0,0,0,3,493,1327,0,0,0,0,0,0,0,6,0,6,13,21,4357,12317,526,..,4883,12317
210051243,4181,13418,131,243,115,343,248,586,338,874,0,0,0,0,0,0,5,8,345,882,46,43,63,68,0,0,5,7,106,117,9,27,4892,15025,368,..,5259,15025
