SA2_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
201011001,0,0,0,0,0,0,0,0,0,24,0,29,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,4,0,30,0,32,0,0,0,0,0,0,0,0,0,20,0,20,0,3,0,0,0,0,0,7,0,127,0,142,0,3,0,3,0,10,0,10,0,84,0,109,7,4,0,5,0,16,0,27,0,84,0,138,11,11,0,17,0,8,0,9,0,62,0,123,3,8,0,21,0,16,0,6,0,25,0,72,18,15,0,16,0,12,0,5,0,31,0,104,63,13,0,47,4,26,3,3,0,31,0,188,51,8,3,48,4,10,0,0,0,8,0,147,51,0,0,29,3,8,0,0,0,4,0,108,38,5,0,14,3,5,0,0,0,0,0,66,68,5,0,23,3,11,0,0
201011002,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,5,0,21,0,24,0,0,0,0,0,0,0,4,0,18,0,25,0,5,0,0,0,0,0,9,0,83,0,102,0,5,0,3,0,0,0,6,5,68,0,86,0,3,0,5,0,5,0,16,3,64,0,95,8,19,0,21,0,17,0,16,0,77,0,148,6,4,0,20,0,12,5,11,0,36,0,94,12,10,0,10,3,3,0,14,7,31,0,97,50,10,0,30,3,24,6,14,0,31,0,171,29,12,0,28,4,14,4,7,0,21,0,112,34,4,0,22,0,14,0,0,3,3,0,95,37,4,0,14,3,6,0,3,0,6,0,78,69,7,8,44,7,14,6,12
201011005,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,0,0,10,5,69,0,82,0,3,0,0,0,0,0,8,0,40,0,48,0,4,0,5,0,3,0,15,3,59,0,87,6,0,5,4,0,9,0,9,3,35,0,81,0,3,0,14,0,3,0,5,0,14,0,41,4,4,0,3,0,9,0,8,4,17,0,57,19,8,0,22,0,12,0,8,3,21,0,94,29,0,0,19,4,7,0,0,0,6,0,73,19,0,0,16,4,6,0,0,0,5,0,53,17,0,0,0,0,0,0,0,0,0,0,24,41,0,0,14,0,17,0,6
201011006,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,14,0,17,0,5,0,0,0,0,0,10,0,14,0,25,0,3,0,0,0,0,0,7,0,114,0,135,0,4,0,9,0,7,4,9,3,46,0,73,0,4,0,5,0,17,6,18,0,39,0,87,10,3,0,21,0,10,0,12,0,41,0,101,14,0,0,30,0,15,0,3,0,10,0,65,29,5,0,26,0,8,0,5,0,10,0,91,83,10,0,55,10,18,0,3,0,6,0,185,53,10,0,21,3,4,0,0,0,3,0,93,43,6,0,12,3,0,0,0,0,0,0,65,19,3,0,5,0,0,0,0,0,0,0,30,27,0,0,8,0,4,0,0
201011007,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,4,0,7,0,40,0,53,0,0,0,0,0,0,0,6,0,27,0,37,0,0,0,0,0,3,0,3,0,25,0,32,0,3,0,11,0,8,0,8,4,9,0,41,0,0,0,9,0,0,0,6,0,4,0,24,9,3,0,3,0,3,0,0,0,6,0,22,19,3,0,23,6,8,0,0,0,3,0,65,22,8,0,13,0,4,4,0,4,0,0,44,13,0,4,11,0,3,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,0,8,12,0,0,11,0,0,0,0
201011008,0,0,0,0,0,0,0,0,0,26,0,33,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,10,0,10,0,0,0,0,0,0,0,5,0,33,0,42,0,0,0,0,0,0,0,6,0,19,0,27,0,3,3,0,0,0,0,18,5,204,4,240,0,3,0,0,0,10,0,20,4,114,0,150,0,19,0,7,0,17,0,23,4,83,0,155,5,17,0,31,3,31,0,15,0,62,3,161,11,9,0,28,3,17,4,7,5,26,0,95,27,5,3,39,9,14,0,6,4,20,0,118,85,13,0,56,6,23,3,0,0,13,0,204,66,3,0,26,3,4,3,0,0,0,0,119,35,0,0,17,0,3,0,0,0,3,0,62,19,0,0,3,0,0,0,0,0,0,0,23,21,4,0,11,0,0,0,0
201011481,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,25,0,23,0,0,0,0,0,3,0,3,0,12,0,20,0,0,0,0,0,0,0,11,3,107,0,128,0,3,0,0,3,9,0,23,0,59,0,102,4,13,0,0,0,7,4,13,0,49,0,90,9,9,0,20,5,17,0,20,3,47,0,132,3,4,0,19,0,10,4,14,3,6,0,66,10,9,0,22,0,11,0,6,0,13,0,76,58,7,0,46,3,15,0,5,4,5,0,141,42,9,0,23,0,6,0,4,4,5,0,88,17,0,0,9,0,3,0,0,0,0,0,41,21,0,0,6,0,0,0,3,0,0,0,28,23,4,0,4,0,0,0,0
201011482,0,0,0,0,0,0,0,0,0,19,0,16,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,5,0,25,0,27,0,3,0,0,0,0,0,4,0,14,0,25,0,0,0,6,0,0,0,15,0,128,0,147,0,6,0,0,0,11,0,13,0,77,0,111,4,10,0,7,0,13,0,20,0,78,0,139,7,17,0,14,4,19,5,13,5,84,0,166,4,9,0,16,3,19,3,15,3,26,0,91,20,9,5,28,0,11,3,14,0,27,0,117,65,16,4,50,4,28,4,16,3,26,0,208,64,10,5,47,5,10,0,8,0,11,0,159,58,0,0,42,4,11,3,0,0,6,0,129,31,0,0,17,6,7,0,4,0,0,0,62,75,8,0,29,6,15,0,3
201011483,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,26,0,0,0,0,0,0,0,3,0,15,0,19,0,0,0,0,0,4,0,13,0,122,0,146,0,8,0,3,0,0,0,21,0,70,0,112,4,5,0,3,0,17,3,17,0,69,0,125,3,11,3,22,0,20,6,13,0,63,5,151,3,8,0,22,0,17,4,7,0,13,0,75,20,5,0,20,5,7,3,6,3,6,0,71,64,11,3,50,5,15,3,9,0,10,0,167,56,4,0,36,0,4,0,6,0,4,0,107,43,3,0,14,0,4,0,3,0,3,0,79,34,0,0,5,0,0,0,0,0,0,0,46,27,3,0,11,0,8,0,4
201011484,0,0,0,0,0,0,0,0,0,23,0,17,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,0,31,0,3,0,0,0,0,0,3,0,20,0,33,0,0,0,3,0,3,7,15,0,191,4,216,0,3,0,3,0,7,0,20,3,92,0,132,3,10,0,8,0,22,0,11,7,36,0,103,13,19,0,25,0,20,0,12,0,60,7,156,19,13,0,27,0,15,0,10,0,7,0,91,22,8,3,16,5,10,3,4,0,3,0,72,71,12,4,57,4,10,0,11,0,5,0,170,43,4,0,34,0,4,0,0,4,4,0,84,14,0,0,6,4,0,0,0,0,5,0,30,10,0,0,0,0,0,0,0,0,0,0,14,7,0,0,3,3,0,0,0
