SA1_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
20101100101,0,0,7,0,0,6,0,9,0,13,0,0,7,4,0,0,0,0,0,15,0,3,8,0,0,0,3,0,0,17,0,0,6,0,0,4,3,0,0,13,10,4,0,0,4,0,0,0,3,24,0,3,4,0,4,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,26,7,9,6,9,11,8,98,0,0,0,0,0,4,0,0,0,8,0,0,4,3,0,4,0,0,0,12,4,10,0,6,0,0,0,0,0,13,0,5,0,3,3,0,0,0,0,15,0,6,0,3,5,6,0,0,0,24,0,0,0,7,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,5,12,17,18,0,5,0,97
20101100102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,7,5,6,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,4,4,5,4,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,6,5,0,0,0,28
20101100105,0,0,0,3,6,3,0,5,0,16,0,0,0,0,0,0,0,0,0,11,0,6,5,0,0,0,0,4,0,11,0,0,8,4,3,0,0,0,0,13,0,0,3,0,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,10,14,9,14,9,0,74,0,0,0,13,14,3,0,5,0,36,0,0,0,9,5,0,0,0,0,11,0,0,0,7,7,0,0,0,0,19,0,7,4,5,4,4,0,0,0,20,0,0,0,3,0,0,0,0,0,11,0,4,0,4,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,34,35,13,4,10,0,113
20101100106,0,0,8,0,0,0,0,0,0,10,0,4,6,0,0,0,3,0,0,14,0,4,10,3,0,0,0,0,0,13,3,3,5,0,7,0,0,5,0,29,5,6,8,0,0,0,3,0,0,28,4,5,0,3,0,0,0,6,5,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,38,9,10,4,12,15,5,124,0,0,0,3,4,3,0,4,0,19,0,0,0,0,0,0,0,0,0,7,0,3,0,4,3,0,0,0,3,19,5,16,0,9,3,0,0,0,0,26,3,8,0,3,9,7,0,4,0,36,4,11,0,0,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,5,29,26,8,0,10,3,131
20101100107,0,0,5,0,0,0,0,3,0,11,0,0,4,0,0,4,0,0,0,7,0,3,0,0,0,0,0,3,0,16,0,0,3,0,0,0,0,0,0,10,4,3,0,4,0,0,0,0,0,12,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,20,5,4,6,7,16,0,69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,0,3,5,0,0,0,0,5,0,21,5,0,0,0,3,5,0,3,0,19,0,6,0,6,3,0,0,0,0,18,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,8,14,11,15,0,18,0,88
20101100108,0,0,6,0,0,5,0,5,0,20,0,5,7,4,0,0,0,0,0,19,0,12,12,4,3,0,0,3,0,37,10,15,5,3,0,3,4,0,0,43,3,9,5,4,3,0,9,9,0,38,5,0,3,0,0,0,5,8,0,19,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,40,15,7,13,25,27,3,187,0,0,0,6,0,4,0,3,0,17,0,0,0,9,3,5,0,0,0,21,5,15,0,4,5,0,0,3,0,36,3,22,0,3,10,5,0,0,3,51,3,9,0,10,14,7,0,6,0,45,0,6,0,3,9,3,0,0,0,24,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,5,30,41,27,0,14,3,197
20101100109,0,0,0,4,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,6,0,4,6,3,0,0,6,3,0,28,0,5,4,0,3,3,3,0,0,27,5,5,3,0,0,0,5,5,0,24,3,0,3,3,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,28,13,3,9,17,13,4,107,0,0,0,0,0,3,0,0,0,6,0,4,0,4,0,4,0,5,0,5,3,10,0,11,3,5,0,0,0,28,0,8,0,3,12,3,0,6,0,26,3,7,3,8,9,0,0,3,0,28,5,10,0,0,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,29,24,8,0,16,0,130
20101100110,0,0,3,5,0,3,7,8,0,24,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,3,4,4,3,0,0,0,0,0,16,13,7,8,4,0,0,0,8,0,42,12,7,5,4,0,8,3,0,0,33,0,5,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,22,32,12,3,11,6,21,0,148,0,0,0,3,0,10,0,0,0,21,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,9,4,8,0,4,5,6,0,0,0,23,6,11,3,6,13,4,0,0,0,43,6,6,0,4,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,9,22,29,23,0,3,0,136
20101100111,0,0,3,0,0,6,0,3,0,10,0,0,0,0,0,3,0,0,0,8,6,5,0,0,0,0,0,0,0,11,7,9,0,0,0,0,0,6,0,10,6,8,6,3,0,0,0,0,0,26,4,5,8,0,0,0,0,3,0,21,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,19,13,5,3,8,13,0,100,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,14,0,12,0,0,4,0,0,0,0,17,4,11,0,3,3,0,0,0,0,29,0,4,0,4,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,4,6,15,5,0,7,0,84
20101100112,0,0,0,0,0,3,0,4,0,8,0,0,5,0,0,0,0,0,0,9,3,0,6,4,0,0,0,0,0,17,4,3,5,6,0,0,5,3,0,23,3,0,8,0,0,0,0,4,0,25,3,5,0,0,0,0,6,5,0,18,4,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,29,7,6,4,6,15,0,102,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,4,0,4,4,0,0,0,0,13,0,5,0,0,9,0,0,0,0,19,0,12,0,5,3,0,0,0,0,24,0,14,0,0,6,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,6,12,20,4,0,4,0,93
