SA1_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
20501107601,20,0,0,0,0,0,0,14
20501107603,12,0,5,0,0,0,0,19
20501107604,63,8,4,0,0,0,0,71
20501107605,9,0,0,0,0,0,0,11
20501107608,75,14,9,0,0,0,3,94
20501107610,74,9,3,0,0,0,3,85
20501107611,56,0,0,0,0,0,0,65
20501107612,26,4,0,4,0,0,0,30
20501107613,50,0,0,0,0,0,0,55
20501107615,34,5,0,0,0,0,0,39
20501107619,50,0,0,0,0,0,0,53
20501107620,105,12,5,0,0,0,0,120
20501107622,22,0,0,0,0,0,0,22
20501107623,22,4,0,0,0,0,0,22
20501107624,25,0,0,0,0,0,0,30
20501107625,17,0,0,0,0,0,0,22
20501107626,10,5,0,0,0,0,0,17
20501107627,20,5,0,0,0,0,0,27
20501107628,16,3,0,0,0,0,0,20
20501107629,35,9,0,0,0,0,0,49
20501107630,18,0,0,0,0,0,0,18
20501107632,55,11,9,0,0,0,0,71
20501107633,23,0,5,0,0,0,0,24
20501107635,30,4,6,0,0,0,0,39
20501107636,54,6,6,3,0,0,6,71
20501107637,66,7,6,0,0,0,0,86
20501107638,32,5,4,0,0,0,0,43
20501107639,58,7,10,0,0,0,0,63
20501107640,29,3,5,0,0,0,0,36
20501107641,32,6,0,0,0,0,0,36
20501107642,70,5,3,6,0,0,0,82
20501107643,60,4,9,0,0,0,0,66
20501107644,28,0,0,0,0,0,0,31
20501107645,28,0,3,0,0,0,0,36
20501107646,45,5,8,0,0,0,0,56
20501107647,94,3,15,0,0,0,0,113
20501107648,42,5,8,0,0,0,0,58
20501107649,41,6,4,0,0,0,0,50
20501107650,24,5,7,0,0,0,0,37
20501107651,21,6,0,0,0,0,0,27
20501107652,24,0,8,0,0,0,0,34
20501107653,34,0,0,0,0,0,0,37
20501107654,33,4,0,0,0,0,0,43
20501107655,42,7,3,0,0,0,0,56
20501107656,50,8,4,0,0,0,0,65
20501107657,68,8,3,0,0,0,0,78
20501107701,0,0,0,0,0,0,0,0
20501107702,15,0,0,0,0,0,0,20
20501107703,13,0,0,0,0,0,0,17
20501107704,25,4,3,0,0,0,0,33
20501107705,16,3,0,0,0,0,0,23
20501107706,0,0,0,0,0,0,0,0
20501107707,0,0,0,0,0,0,0,0
20501107708,31,0,4,0,0,0,0,36
20501107709,77,11,3,0,0,0,3,93
20501107710,24,0,4,0,0,0,0,28
20501107711,20,4,4,0,0,0,0,18
20501107712,61,6,3,0,0,0,0,73
20501107713,35,3,3,0,0,0,0,36
20501107714,43,5,4,0,0,0,0,49
20501107715,37,3,0,0,0,0,0,43
20501107716,50,3,5,0,0,0,0,50
20501107717,35,3,0,0,0,0,0,33
20501107718,0,0,0,0,0,0,0,0
20501107719,49,9,5,0,0,0,0,57
20501107720,26,5,4,0,0,0,0,34
20501107721,44,6,0,0,0,0,0,54
20501107722,21,0,0,0,0,0,0,25
20501107801,82,8,4,0,0,0,0,101
20501107802,24,5,0,0,0,0,0,32
20501107803,21,0,3,0,0,0,0,25
20501107804,24,0,0,0,0,0,0,27
20501107805,24,5,6,0,0,0,0,29
20501107806,33,0,4,0,0,0,0,40
20501107807,27,3,0,0,0,0,0,34
20501107808,34,6,6,3,0,0,0,48
20501107809,27,3,0,0,0,0,0,34
20501107810,11,0,0,0,0,0,0,11
20501107811,131,7,5,0,0,0,0,148
20501107812,56,11,11,0,0,0,0,75
20501107813,19,3,0,0,0,0,0,24
20501107814,42,6,0,0,0,0,4,54
20501107815,25,3,0,0,0,0,0,26
20501107816,10,3,0,0,0,0,0,14
20501107817,46,4,0,0,0,0,0,55
20501107818,25,0,3,0,0,0,0,22
20501107819,22,0,0,0,0,0,0,21
20501107820,25,4,0,0,0,0,0,25
20501107821,29,0,0,0,0,0,0,33
20501107901,29,0,0,0,0,0,0,31
20501107902,57,4,5,0,0,0,0,64
20501107903,41,0,0,0,0,0,0,49
20501107904,44,8,0,0,0,0,0,56
20501107905,43,0,5,0,0,0,0,51
20501107906,17,0,0,0,0,0,0,20
20501107907,56,4,0,0,0,0,0,60
20501107908,42,0,4,0,0,0,0,47
20501107909,15,4,0,0,0,0,0,24
20501107910,41,9,0,0,0,0,0,46
20501107911,23,5,4,0,0,0,0,33
20501107912,21,0,3,0,0,0,0,23
20501107913,25,6,0,0,0,0,0,32
20501107914,45,4,0,0,0,0,0,47
20501107915,36,8,3,0,0,0,0,46
20501107916,35,3,0,0,0,0,0,46
20501107917,46,0,4,0,0,0,0,56
20501107918,31,3,4,0,0,0,0,35
20501107920,46,3,3,0,0,0,0,49
20501107921,76,5,3,0,0,0,0,86
20501107922,54,4,0,0,0,0,0,64
20501107923,26,3,0,0,0,0,0,28
20501107924,9,0,0,0,0,0,0,14
20501107925,22,0,0,0,0,0,0,28
20501107926,37,4,0,0,0,0,0,43
20501107927,49,12,8,0,0,0,0,66
20501107928,93,8,5,0,0,0,0,104
20501107929,25,4,7,0,0,0,0,34
20501107930,40,9,0,0,0,0,0,51
20501107931,33,3,4,0,0,0,0,38
20501107932,55,8,0,0,0,0,0,66
20501107933,32,0,0,0,0,0,0,42
20501107935,27,9,3,0,0,0,0,37
20501107936,43,4,4,0,0,0,0,51
20501107938,49,0,5,0,0,0,0,53
20501107939,26,0,3,0,0,0,0,28
20501107940,48,6,4,0,0,0,0,55
20501107941,0,0,0,0,0,0,0,0
20501107942,61,6,5,0,0,0,0,70
20501107943,116,9,0,0,0,0,0,124
20501107944,76,6,5,0,0,0,0,95
20501107946,70,13,0,0,0,0,0,86
20501107947,58,9,13,3,0,0,0,79
20501107948,27,6,0,0,0,0,0,28
20501107949,49,0,0,0,0,0,0,54
20501107950,58,3,6,0,0,0,0,81
20501107951,51,6,5,0,0,0,0,59
20501107952,26,0,0,0,0,0,0,26
20501107953,42,5,3,0,0,0,0,48
20501107954,57,3,8,0,0,0,0,67
20501107955,67,0,5,0,0,0,0,75
20502108001,0,0,0,0,0,0,0,0
20502108101,13,0,0,0,0,0,0,18
20502108104,126,15,9,0,0,0,0,149
20502108105,54,6,0,0,0,0,0,57
20502108106,48,3,0,0,0,0,0,56
20502108107,56,8,0,0,0,0,0,67
20502108109,57,4,0,0,0,0,0,65
20502108110,38,0,5,0,0,0,0,42
20502108111,13,0,0,0,0,0,0,16
20502108112,18,0,0,0,0,0,0,21
20502108113,44,5,0,0,0,0,0,48
20502108114,40,4,0,0,0,0,0,43
20502108115,7,0,0,0,0,0,0,6
20502108116,18,0,5,0,0,0,0,27
20502108117,35,7,3,0,0,0,3,44
20502108118,20,5,3,0,0,0,0,26
20502108119,14,0,0,0,0,0,0,14
20502108120,29,9,0,0,0,0,0,44
20502108121,20,0,0,0,0,0,0,26
20502108122,49,8,8,0,0,0,0,63
20502108123,26,3,0,0,0,0,0,30
20502108124,17,3,0,0,0,0,0,24
20502108125,55,5,4,0,0,0,0,66
20502108126,35,4,0,0,0,0,0,38
20502108127,23,5,0,0,0,0,0,25
20502108128,28,4,4,0,0,0,0,36
20502108129,3,0,0,0,0,0,0,6
20502108130,9,3,0,0,0,0,0,14
20502108131,81,4,3,0,0,0,0,90
20502108132,18,5,0,0,0,0,0,22
20502108133,53,5,0,0,0,0,0,61
20502108134,47,3,0,0,0,0,0,50
20502108135,0,0,0,0,0,0,0,0
20502108136,26,9,0,0,0,0,0,31
20502108137,53,10,3,0,0,0,0,59
20502108138,15,4,7,0,0,0,0,29
20502108139,25,0,0,0,0,0,0,21
20502108201,16,0,0,0,0,0,0,15
20502108202,35,0,3,0,0,0,0,44
20502108203,85,11,9,0,0,0,0,103
20502108204,37,0,6,0,0,0,0,48
20502108205,47,4,0,0,0,0,0,51
20502108206,23,0,4,0,0,0,0,28
20502108207,33,0,3,0,0,0,0,37
20502108208,12,0,0,0,0,0,0,19
20502108209,8,0,0,0,0,0,0,8
20502108210,15,0,0,0,0,0,0,15
20502108211,31,0,5,0,0,0,0,33
20502108212,40,8,5,0,0,0,0,44
20502108213,18,0,0,0,0,0,0,18
20502108214,19,0,0,0,0,0,0,21
20502108215,33,0,0,0,0,0,0,44
20502108216,30,3,0,0,0,0,0,31
20502108217,6,0,0,0,0,0,0,9
20502108218,60,9,6,0,0,0,0,75
20502108219,57,7,3,3,0,0,0,66
20502108220,12,0,0,0,0,0,0,15
20502108221,20,0,3,0,0,0,0,26
20502108222,33,0,0,0,0,0,0,36
20502108223,11,5,0,0,0,0,0,18
20502108224,23,3,3,0,0,0,5,38
20502108225,36,0,3,0,0,0,0,41
20502108301,0,0,0,0,0,0,0,0
20502108401,21,4,0,0,0,0,0,27
20502108402,32,0,5,0,0,0,0,31
20502108403,23,4,0,0,0,0,0,22
20502108404,39,5,5,0,0,0,0,45
20502108405,24,5,0,0,0,0,0,31
20502108406,77,12,4,0,0,0,0,87
20502108407,44,4,0,0,0,0,0,48
20502108408,22,4,0,0,0,0,0,25
20502108409,31,4,0,0,0,0,0,34
20502108410,40,5,6,0,0,0,0,49
20502108411,27,3,0,0,0,0,0,34
20502108412,20,0,0,0,0,0,0,22
20502108413,27,0,0,0,0,0,0,23
20502108414,14,5,0,0,0,0,0,20
20502108415,9,0,0,0,0,0,0,9
20502108416,40,11,0,0,0,0,0,52
20502108417,15,0,0,0,0,0,0,18
20502108418,9,5,0,0,0,0,0,15
20502108419,16,3,0,0,0,0,0,25
20502108420,8,0,0,0,0,0,0,7
20502108421,15,0,0,0,0,0,0,23
20502108422,0,0,0,0,0,0,0,0
20502108423,14,4,0,0,0,0,0,23
20502108424,35,4,3,3,0,0,0,46
20502108425,35,0,0,0,0,0,0,38
20502108426,21,0,0,0,0,0,0,18
20502108427,43,0,3,0,0,0,0,44
20502108428,21,0,0,0,0,0,0,23
20502108501,13,0,0,0,0,0,0,15
20502108502,17,0,4,0,0,0,0,21
20502108503,11,3,0,3,0,0,0,16
20502108504,15,0,7,0,0,0,0,26
20502108505,38,3,0,0,0,0,0,46
20502108506,17,3,0,0,0,0,0,17
20502108507,5,5,4,0,0,0,0,17
20502108508,0,0,0,0,0,0,0,0
20502108509,23,0,3,0,0,0,0,27
20502108510,4,0,0,0,0,0,0,4
20502108511,15,0,0,0,0,0,0,20
20502108512,19,0,0,0,0,0,0,17
20502108513,19,0,5,0,0,0,0,20
20502108514,34,0,3,0,0,0,0,39
20502108515,27,6,0,0,0,0,0,31
20502108516,36,0,0,0,0,0,0,38
20502108517,16,3,0,0,0,0,0,17
20502108518,29,0,0,3,0,0,3,39
20502108519,19,4,0,0,0,0,0,19
20502108520,25,0,0,0,0,0,0,22
20502108521,9,4,0,0,0,0,0,12
20502108522,32,3,0,0,0,0,0,32
20502108601,22,3,0,0,0,0,0,27
20502108602,29,3,0,0,0,0,0,32
20502108603,26,4,3,0,0,0,0,33
20502108604,84,6,3,0,0,0,0,97
20502108605,31,0,4,0,0,0,0,35
20502108606,49,7,0,0,0,0,0,59
20502108607,21,9,0,0,0,0,0,26
20502108608,8,4,0,0,0,0,0,14
20502108609,11,0,0,0,0,0,0,12
20502108610,34,3,4,0,0,0,0,45
20502108611,14,0,0,0,0,0,0,15
20502108612,17,3,0,0,0,0,0,19
20502108613,6,4,0,0,0,0,0,8
20502108614,16,0,0,0,0,0,0,16
20502108615,16,4,0,0,0,0,0,19
20502108616,13,0,0,0,0,0,0,16
20502108617,0,0,0,0,0,0,0,0
20503108701,28,4,0,0,0,0,4,30
20503108702,16,0,0,0,0,0,0,22
20503108703,20,0,0,0,0,0,0,20
20503108704,31,4,0,0,0,0,0,36
20503108705,26,0,0,0,0,0,0,26
20503108706,14,0,0,0,0,0,0,14
20503108707,13,0,3,0,0,0,0,20
20503108708,10,0,0,0,0,0,0,8
20503108709,32,4,0,0,0,0,0,42
20503108710,13,0,0,0,0,0,0,14
20503108711,35,3,0,0,0,0,0,43
20503108712,20,0,0,0,0,0,0,21
20503108713,21,0,0,0,0,0,0,22
20503108714,41,6,0,0,0,0,0,43
20503108715,30,4,8,0,0,0,0,40
20503108716,52,0,0,0,0,0,0,52
20503108717,14,0,0,0,0,0,0,18
20503108718,33,0,0,0,0,0,0,38
20503108719,58,4,0,0,0,0,0,65
20503108720,57,5,0,0,0,0,0,65
20503108721,19,0,0,0,0,0,0,20
20503108722,36,5,3,0,0,0,0,40
20503108723,33,0,5,0,0,0,0,39
20503108724,12,0,0,0,0,0,0,10
20503108725,16,0,0,0,0,0,0,19
20503108801,10,0,0,0,0,0,0,9
20503108901,35,7,0,0,0,0,0,48
20503108902,44,4,0,0,0,0,0,47
20503108903,37,0,0,0,0,0,0,40
20503108904,42,6,0,0,0,0,0,52
20503108905,35,7,5,0,0,0,0,40
20503108906,11,0,0,0,0,0,0,14
20503108907,45,0,0,0,0,0,0,52
20503108908,75,9,11,0,0,0,0,102
20503108909,34,6,4,0,0,0,0,42
20503108910,32,0,0,0,0,0,0,29
20503108911,38,5,0,0,0,0,0,43
20503108912,55,5,0,0,0,0,0,64
20503108913,32,5,0,0,0,0,0,37
20503108914,53,8,5,0,0,0,0,69
20503108915,25,0,3,0,0,0,0,31
20503108916,35,3,0,0,0,0,0,38
20503108917,28,4,0,0,0,0,0,35
20503108918,33,3,3,0,0,0,0,41
20503108919,76,6,0,0,0,0,0,84
20503108920,25,5,6,0,0,0,0,36
20503108921,44,0,4,0,0,0,0,52
20503108923,23,0,0,0,0,0,0,24
20503108924,18,0,0,0,0,0,0,29
20503108925,38,0,0,0,0,0,0,35
20503109001,36,7,0,0,0,0,0,44
20503109002,12,8,0,0,0,0,0,21
20503109003,60,8,6,0,0,0,0,69
20503109004,27,0,0,0,0,0,0,37
20503109005,22,3,0,0,0,0,0,29
20503109006,28,0,4,0,0,0,0,41
20503109007,27,0,4,0,0,0,0,31
20503109008,38,3,4,0,0,0,0,44
20503109009,22,0,5,0,0,0,0,28
20503109010,27,5,0,0,0,0,0,33
20503109011,50,9,0,0,0,0,0,62
20503109012,36,7,0,0,0,0,0,45
20503109013,53,8,0,0,0,0,0,58
20503109014,43,4,0,0,0,0,0,44
20503109015,71,3,0,0,0,0,0,78
20503109017,63,7,0,0,0,0,0,71
20503109018,56,6,0,0,0,0,0,65
20503109019,51,6,4,0,0,0,0,57
20503109020,34,0,0,0,0,0,0,36
20503109021,30,4,0,0,0,0,0,32
20503109022,30,3,3,0,0,0,0,34
20503109024,38,5,0,0,0,0,0,41
20503109025,29,0,4,0,0,0,0,34
20503109026,20,9,3,0,0,0,0,25
20503109027,20,3,0,0,0,0,0,24
20503109028,20,0,3,0,0,0,0,20
20503109029,75,3,0,0,0,0,0,77
20503109101,20,0,0,0,0,0,0,20
20503109103,47,3,0,0,0,0,0,52
20503109105,24,3,3,0,0,0,0,29
20503109106,20,0,0,0,0,0,0,23
20503109109,49,0,4,0,0,0,0,57
20503109110,21,0,0,0,0,0,0,21
20503109111,26,0,0,0,0,0,0,33
20503109112,36,3,3,0,0,0,0,47
20503109114,19,0,0,0,0,0,0,20
20503109115,38,7,0,0,0,0,0,50
20503109116,34,7,0,0,0,0,0,38
20503109117,19,3,0,0,0,0,0,19
20503109118,28,4,0,0,0,0,0,27
20503109123,26,0,0,0,0,0,0,33
20503109124,0,0,0,0,0,0,0,0
20503109125,42,3,5,0,0,0,0,47
20503109126,19,0,0,0,0,0,0,22
20503109127,22,0,0,0,0,0,0,19
20503109128,19,4,3,0,0,0,0,25
20503109129,9,0,0,0,0,0,0,9
20503109130,59,7,3,0,0,0,0,64
20503109131,22,0,0,0,0,0,0,22
20503109132,39,4,0,0,0,0,0,44
20503109133,18,0,3,0,0,0,0,20
20503109134,12,0,0,0,0,0,0,22
20503109135,37,4,0,0,0,0,0,47
20503109136,46,8,0,0,0,0,0,54
20503109137,22,6,0,0,0,0,0,25
20503109138,47,3,0,0,0,0,0,52
20503109139,61,0,4,0,0,0,0,65
20503109140,27,0,0,0,0,0,0,30
20503109141,51,3,5,0,0,0,0,61
20503109142,23,0,3,0,0,0,0,28
20503109143,15,0,0,0,0,0,0,21
20503109144,13,6,0,0,0,0,0,14
20503109201,0,0,0,0,0,0,0,0
20503109302,36,0,0,0,0,0,3,35
20503109303,36,3,0,0,0,0,0,35
20503109304,49,0,0,0,0,0,0,51
20503109305,18,3,3,0,0,0,0,24
20503109306,51,4,0,0,0,0,0,58
20503109307,28,0,0,0,0,0,0,25
20503109308,24,8,0,0,0,0,0,32
20503109309,27,0,5,0,0,0,0,35
20503109310,37,4,3,0,0,0,0,45
20503109311,0,0,0,0,0,0,0,0
20503109312,58,3,4,0,0,0,0,72
20503109313,35,6,0,0,0,0,0,38
20503109314,25,0,0,0,0,0,0,24
20503109315,52,0,0,0,0,0,0,51
20503109316,7,0,0,0,0,0,0,9
20503109317,52,3,0,0,0,0,0,59
20503109318,19,0,3,0,0,0,0,29
20503109319,40,7,6,0,0,0,0,49
20503109320,37,11,3,0,0,0,0,48
20503109321,17,3,0,0,0,0,0,24
20503109322,28,0,0,0,0,0,0,34
20503109324,44,4,0,0,0,0,0,50
20503109325,34,3,0,0,0,0,0,39
20503109326,37,3,0,0,0,0,0,39
20503109327,42,4,0,0,0,0,0,46
20503109328,20,0,5,0,0,0,0,22
20503109329,41,5,0,0,0,0,0,44
20503109330,48,5,3,0,0,0,0,59
20503109331,34,6,3,0,0,0,0,42
20503109332,39,3,3,0,0,0,0,44
20503109333,34,8,3,0,0,0,0,47
20503109334,38,0,0,0,0,0,0,39
20503109336,64,8,3,0,0,0,0,77
20503109337,54,0,0,0,0,0,0,53
20503109338,42,4,0,0,0,0,0,47
20503109340,22,6,0,0,0,0,0,29
20503109341,19,4,4,0,0,0,0,28
20503109343,69,15,3,0,0,0,3,91
20503109344,86,11,9,0,0,0,0,112
20503109345,18,6,3,0,0,0,0,21
20503109346,32,0,0,0,0,0,0,41
20503109348,10,0,0,0,0,0,0,15
20503109349,27,0,0,0,0,0,0,25
20503109351,17,0,0,0,0,0,0,17
20503109352,27,0,4,0,0,0,0,36
20503109353,42,6,4,0,0,0,0,49
20503109354,14,0,0,0,0,0,0,12
20503109355,21,3,7,0,0,0,0,32
20503109356,78,5,6,0,0,0,0,89
20503109358,63,5,0,0,0,0,0,71
20503109359,19,4,0,0,0,0,0,22
20503109360,29,0,0,0,0,0,0,34
20503109361,35,8,0,0,0,0,0,46
20503109362,21,0,0,0,0,0,0,23
20503109363,22,3,5,0,0,0,3,28
20503109364,13,0,0,0,0,0,0,17
20503109365,20,0,0,0,0,0,0,20
20503109366,19,0,0,0,0,0,0,19
20503109367,19,3,0,0,0,0,0,22
20503109368,49,5,3,0,0,0,0,55
20504109401,18,0,3,0,0,0,0,18
20504109402,27,3,0,0,0,0,0,32
20504109403,22,5,0,0,0,0,0,28
20504109404,24,0,0,0,0,0,0,29
20504109405,59,8,0,0,0,0,0,72
20504109406,19,0,0,0,0,0,0,22
20504109407,49,5,0,0,0,0,3,66
20504109408,38,3,3,0,0,0,0,46
20504109409,21,0,0,0,0,0,0,21
20504109410,56,11,0,0,0,0,0,72
20504109411,29,0,5,0,0,0,6,37
20504109412,0,0,0,0,0,0,0,0
20504109413,111,4,6,0,0,0,0,116
20504109414,38,3,0,0,0,0,0,47
20504109415,38,5,4,3,0,0,0,50
20504109416,38,3,0,0,0,0,0,43
20504109417,47,0,3,3,0,0,0,59
20504109418,16,3,3,0,0,0,0,26
20504109419,27,0,3,0,0,0,0,34
20504109420,46,3,5,0,0,0,0,51
20504109421,31,5,0,0,0,0,0,37
20504109422,4,3,0,0,0,0,0,13
20504109423,23,7,5,0,0,0,3,38
20504109424,35,6,0,5,0,0,0,38
20504109425,33,8,6,0,0,0,0,44
20504109426,9,7,0,0,0,0,0,20
20504109427,25,3,0,0,0,0,0,30
20504109429,65,6,3,0,0,0,0,80
20504109430,20,0,0,0,0,0,0,20
20504109432,0,0,0,0,0,0,0,0
20504109434,26,3,4,0,0,0,0,34
20504109435,23,0,4,0,0,0,0,20
20504109436,20,0,3,0,0,0,0,25
20504109437,12,0,0,0,0,0,0,12
20504109501,18,6,0,0,0,0,0,22
20504109502,35,0,4,3,0,0,0,39
20504109503,17,0,0,0,0,0,0,19
20504109504,30,6,3,0,0,0,0,36
20504109505,24,5,0,3,0,0,0,31
20504109506,29,3,0,0,0,0,0,30
20504109507,6,0,0,0,0,0,0,12
20504109508,10,7,0,0,0,0,0,14
20504109509,38,5,6,0,0,0,0,58
20504109510,0,0,0,0,0,0,0,0
20504109511,41,5,3,0,0,0,0,52
20504109512,24,6,0,0,0,0,0,39
20504109514,35,3,3,0,0,0,0,47
20504109515,60,7,0,0,0,0,0,70
20504109516,32,3,3,0,0,0,0,39
20504109517,30,5,4,0,0,0,0,43
20504109518,41,0,0,0,0,0,0,42
20504109519,30,5,5,0,0,0,0,42
20504109520,75,9,10,0,0,0,0,95
20504109521,23,3,3,0,0,0,0,31
20504109522,21,0,0,0,0,0,0,26
20504109523,37,7,8,0,0,0,0,46
20504109524,13,0,5,0,0,0,0,17
20504109525,29,5,0,0,0,0,0,35
20504109526,59,6,4,0,0,0,3,67
20504109527,27,9,6,0,0,0,0,47
20504109528,32,0,4,0,0,0,0,35
20504109529,43,3,6,0,0,0,0,53
20504109530,29,8,0,0,0,0,0,41
20504109531,32,0,0,0,0,0,0,37
20504109532,65,9,0,0,0,0,0,72
20504109533,11,3,7,0,0,0,0,19
20504109534,27,3,0,0,0,0,0,41
20504109535,33,5,6,0,0,0,0,44
20504109536,19,3,3,0,0,0,0,26
20504109537,24,0,0,0,0,0,0,29
20504109538,12,3,0,0,0,0,0,19
20504109539,0,0,0,0,0,0,0,0
20504109540,79,5,6,0,0,0,0,81
20504109601,106,7,9,5,0,0,0,126
20504109602,7,0,0,0,0,0,0,5
20504109603,40,0,0,0,0,0,0,47
20504109604,0,0,0,0,0,0,0,0
20504109605,21,3,0,0,0,0,0,26
20504109606,27,3,0,0,0,0,0,30
20504109607,21,0,0,0,0,0,0,25
20504109608,15,4,3,0,0,0,0,27
20504109609,37,7,6,0,0,0,3,44
20504109610,14,6,4,0,0,0,0,27
20504109611,23,3,0,0,0,0,0,27
20504109612,23,3,8,0,0,0,0,37
20504109613,23,4,6,0,0,0,0,29
20504109614,17,11,0,0,0,0,0,33
20504109615,12,3,0,0,0,0,0,17
20504109616,22,0,0,0,0,0,0,24
20504109617,9,0,0,0,0,0,0,9
20504109618,24,0,0,0,0,0,0,25
20504109619,24,6,4,0,0,0,0,32
20504109620,29,3,0,0,0,0,0,38
20504109621,12,4,7,0,0,0,0,27
20504109622,18,3,0,0,0,0,0,25
20504109623,33,3,3,0,0,0,0,34
20504109624,38,3,3,0,0,0,0,51
20504109625,0,0,0,0,0,0,0,0
20504109626,25,3,0,0,0,0,0,29
20504109627,21,5,0,0,0,0,0,26
20504109628,49,6,0,0,0,0,0,53
20504109629,19,0,0,0,0,0,0,17
20504109630,29,4,0,0,0,0,0,37
20504109631,18,4,5,0,0,0,0,18
20504109632,8,0,4,0,0,0,0,16
20504109633,24,6,6,0,0,0,0,35
20504109634,35,9,3,0,0,0,0,45
20504109636,0,0,0,0,0,0,0,0
20504109637,0,0,0,0,0,0,0,0
20504109638,34,3,0,0,0,0,0,38
20504109801,59,0,0,0,0,0,0,63
20504109802,0,0,0,0,0,0,0,0
20504109803,64,7,4,0,0,0,0,81
20504109804,37,3,0,0,0,0,0,41
20504109805,3,0,0,0,0,0,0,7
20504109806,30,0,0,0,0,0,0,36
20504109807,46,3,3,0,0,0,0,54
20504109808,29,0,8,0,0,0,0,34
20504109809,21,5,0,0,0,0,0,28
20504109810,17,3,0,0,0,0,0,21
20504109811,21,4,4,0,0,0,0,37
20504109812,18,9,4,0,0,0,0,25
20504109813,74,9,9,0,0,0,0,92
20504109814,40,7,4,0,0,0,4,57
20504149301,22,5,0,0,0,0,0,25
20504149302,32,3,0,0,0,0,0,37
20504149303,15,3,0,3,0,0,0,21
20504149304,67,5,0,0,0,0,0,74
20504149305,35,6,3,0,0,0,0,42
20504149306,4,0,0,0,0,0,0,9
20504149307,35,3,4,0,0,0,0,40
20504149308,21,4,5,0,0,0,0,28
20504149309,21,0,0,0,0,0,0,26
20504149310,24,9,0,0,0,0,0,31
20504149311,14,0,0,0,0,0,0,19
20504149312,21,5,0,0,0,0,0,23
20504149313,22,5,0,0,0,0,0,20
20504149314,71,13,5,0,0,0,0,82
20504149315,26,4,6,0,0,0,0,36
20504149316,28,0,6,0,0,0,0,29
20504149317,10,3,4,0,0,0,0,22
20504149318,18,0,0,0,0,0,0,21
20504149319,19,5,6,0,0,0,0,18
20504149320,76,10,0,0,0,0,0,86
20504149321,28,5,0,0,0,0,0,29
20504149322,27,5,0,0,0,0,0,32
20504149323,0,0,0,0,0,0,0,0
20504149324,60,6,0,0,0,0,4,74
20504149325,19,4,3,0,0,0,0,25
20504149326,10,0,0,0,0,0,0,11
20504149327,19,0,4,0,0,0,0,21
20504149328,31,3,4,0,0,0,0,43
20504149329,21,0,5,0,0,0,0,23
20504149330,39,6,0,0,0,0,0,51
20504149331,27,4,0,0,0,0,0,29
20504149332,44,4,0,0,0,0,0,54
20504149333,42,9,0,0,0,0,0,51
20504149334,11,0,0,0,0,0,0,17
20504149335,28,3,0,0,0,0,0,34
20504149401,23,0,0,0,0,0,0,21
20504149402,12,3,0,0,0,0,0,16
20504149403,26,0,3,0,0,0,0,32
20504149404,38,0,0,0,0,0,0,40
20504149405,27,0,0,0,0,0,0,30
20504149406,32,8,0,0,0,0,0,35
20504149407,39,4,0,0,0,0,0,47
20504149408,30,6,3,0,0,0,0,46
20504149409,37,5,0,0,0,0,0,41
20504149410,59,9,0,0,0,0,0,69
20504149411,38,3,0,0,0,0,0,41
20504149412,31,5,3,0,0,0,0,40
20504149413,28,3,0,0,0,0,0,37
20504149414,21,0,0,0,0,0,0,23
20504149415,27,7,5,0,0,0,0,30
20504149416,46,13,4,0,0,0,0,64
20504149417,25,4,0,0,0,0,0,34
20504149418,11,0,0,0,0,0,0,13
20504149419,49,0,3,0,0,0,0,54
20504149420,26,0,0,0,0,0,0,26
20504149421,104,10,0,0,0,0,0,114
20504149422,21,0,4,0,0,0,0,30
20504149423,47,9,6,0,0,0,0,57
20504149424,69,3,7,0,0,0,0,79
20504149425,46,3,7,0,0,0,0,59
20504149426,17,4,0,0,0,0,0,27
20504149427,3,0,0,0,0,0,0,6
20504149428,17,0,0,0,0,0,0,23
20504149429,37,10,9,0,0,0,0,44
20504149430,26,7,5,0,0,0,0,35
20504149431,93,10,0,0,0,0,0,112
20504149432,47,3,8,0,0,0,0,56
20504149433,33,3,3,0,0,0,0,43
20504149434,175,7,4,0,0,0,0,186
20504149435,75,4,4,0,0,0,0,78
20504149436,13,3,0,0,0,0,0,18
20504149437,109,9,0,0,0,0,0,123
20504149438,17,0,0,0,0,0,0,16
20505109901,0,0,0,0,0,0,0,0
20505110001,18,5,0,0,0,0,0,19
20505110002,12,0,0,0,0,0,0,13
20505110003,71,4,7,0,0,0,0,78
20505110004,95,3,0,0,0,0,0,103
20505110005,0,0,0,0,0,0,0,0
20505110006,33,0,0,0,0,0,0,41
20505110007,0,0,0,0,0,0,0,0
20505110008,46,4,0,0,0,0,0,49
20505110010,51,5,4,0,0,0,0,56
20505110011,29,6,0,0,0,0,0,33
20505110013,4,0,0,0,0,0,0,4
20505110014,12,0,0,0,0,0,0,14
20505110015,10,3,0,0,0,0,0,11
20505110101,25,0,3,0,0,0,0,33
20505110102,24,0,0,0,0,0,0,29
20505110103,123,22,10,0,0,0,0,153
20505110104,38,3,0,0,0,0,0,43
