SA1_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
20101100101,38,6,5,0,0,0,0,46
20101100102,15,4,0,0,0,0,0,15
20101100105,17,4,0,0,0,0,0,24
20101100106,49,14,0,0,0,0,0,60
20101100107,19,0,0,0,0,0,0,18
20101100108,82,7,8,0,0,0,0,97
20101100109,33,5,3,0,0,0,0,39
20101100110,66,6,6,0,0,0,0,72
20101100111,46,0,0,0,0,0,0,49
20101100112,39,4,4,0,0,0,0,49
20101100113,42,6,0,0,0,0,0,54
20101100114,47,8,3,0,0,0,0,57
20101100118,49,5,0,4,0,0,0,52
20101100119,132,11,0,0,0,0,0,147
20101100120,68,7,7,0,0,0,0,77
20101100121,91,7,4,0,0,0,0,107
20101100124,74,3,0,0,0,0,0,77
20101100125,75,9,8,0,0,0,0,95
20101100126,79,5,3,0,0,0,0,87
20101100127,57,11,5,0,0,0,0,75
20101100128,45,6,3,0,0,0,0,54
20101100129,58,8,9,0,0,0,0,74
20101100130,45,3,0,0,0,0,0,50
20101100131,47,3,3,0,0,0,0,57
20101100132,96,18,11,0,0,0,0,126
20101100133,46,3,0,0,0,0,0,54
20101100134,21,0,0,0,0,0,0,27
20101100135,69,4,4,3,0,0,0,80
20101100136,88,15,9,0,0,0,0,106
20101100137,45,3,3,0,0,0,0,53
20101100138,72,10,4,0,0,0,0,89
20101100139,0,0,0,0,0,0,0,0
20101100140,87,6,0,0,0,0,0,90
20101100141,35,3,5,0,0,0,0,43
20101100142,50,4,3,0,0,0,0,60
20101100201,59,8,0,0,0,0,0,69
20101100202,29,0,0,0,0,0,0,33
20101100203,34,0,0,0,0,0,0,42
20101100204,51,0,0,0,0,0,0,57
20101100205,48,4,8,0,0,0,0,56
20101100206,43,0,0,0,0,0,0,43
20101100207,38,6,0,0,0,0,0,40
20101100208,63,4,0,0,0,0,0,61
20101100209,0,0,0,0,0,0,0,0
20101100210,0,0,0,0,0,0,0,0
20101100211,46,0,0,0,0,0,0,49
20101100212,31,0,0,0,0,0,0,33
20101100213,33,0,0,0,0,0,0,33
20101100214,43,3,0,0,0,0,0,43
20101100215,35,4,5,0,0,0,0,39
20101100216,36,5,0,0,0,0,0,37
20101100217,19,4,0,0,0,0,0,28
20101100218,30,7,0,0,0,0,0,35
20101100219,3,0,0,0,0,0,0,6
20101100220,24,0,0,0,0,0,0,21
20101100221,17,4,0,0,0,0,0,19
20101100222,65,3,0,0,0,0,0,68
20101100223,36,5,0,0,0,0,0,43
20101100224,44,6,0,0,0,0,0,46
20101100225,18,0,0,0,0,0,0,22
20101100226,9,4,0,0,0,0,0,13
20101100227,28,3,0,0,0,0,0,29
20101100228,19,0,0,0,0,0,0,19
20101100229,26,0,0,0,0,0,0,31
20101100230,16,0,0,0,0,0,0,24
20101100231,30,8,0,0,0,0,0,32
20101100232,21,0,0,0,0,0,0,26
20101100233,39,0,0,0,0,0,0,37
20101100234,10,0,0,0,0,0,0,10
20101100501,48,3,3,0,0,0,0,59
20101100502,62,3,0,0,0,0,0,69
20101100504,51,0,0,0,0,0,0,52
20101100505,0,0,0,0,0,0,0,0
20101100506,44,7,8,0,0,0,0,65
20101100507,46,4,0,0,0,0,0,50
20101100508,64,7,0,0,0,0,0,78
20101100509,25,0,0,0,0,0,0,29
20101100510,38,0,0,0,0,0,0,41
20101100511,40,0,0,0,0,0,0,42
20101100512,39,0,0,0,0,0,0,46
20101100513,41,5,7,0,0,0,0,50
20101100514,19,6,0,0,0,0,0,27
20101100515,54,3,8,0,0,0,0,71
20101100516,46,0,3,0,0,0,0,55
20101100517,45,0,0,0,0,0,0,43
20101100518,101,4,6,0,0,0,0,107
20101100519,32,0,4,0,0,0,0,40
20101100601,18,3,3,0,0,0,0,23
20101100602,36,0,0,0,0,0,0,37
20101100603,24,4,0,0,0,0,0,34
20101100604,44,4,9,0,0,0,0,54
20101100607,24,4,6,0,0,0,0,32
20101100610,39,7,5,0,0,0,0,49
20101100611,37,0,0,0,0,0,0,37
20101100612,32,4,8,0,0,0,0,43
20101100613,18,8,0,0,0,0,0,27
20101100614,9,0,0,0,0,0,0,6
20101100615,43,6,0,0,0,0,0,50
20101100616,0,0,0,0,0,0,0,0
20101100618,54,7,8,0,0,0,0,61
20101100619,25,0,0,0,0,0,0,29
20101100620,85,3,9,0,0,0,0,97
20101100621,38,3,0,0,0,0,0,47
20101100622,70,7,3,0,0,0,0,80
20101100623,39,0,0,0,0,0,0,48
20101100624,88,5,7,6,0,0,0,102
20101100625,38,4,0,0,0,0,0,43
20101100626,25,0,0,0,0,0,0,30
20101100627,17,3,0,0,0,0,0,23
20101100628,52,6,4,0,0,0,0,59
20101100629,75,4,3,3,0,0,0,81
20101100630,0,0,0,0,0,0,0,0
20101100631,71,13,8,0,0,0,0,98
20101100701,77,5,6,0,0,0,0,83
20101100702,43,0,0,0,0,0,0,50
20101100703,72,5,5,0,0,0,0,86
20101100704,45,7,0,0,0,0,0,48
20101100705,52,0,4,0,0,0,0,59
20101100706,81,11,3,3,0,0,0,92
20101100707,77,4,3,3,0,0,0,93
20101100708,50,3,3,0,0,0,0,61
20101100709,59,5,0,0,0,0,0,62
20101100801,14,3,3,0,0,0,0,13
20101100804,20,4,3,0,0,0,0,30
20101100805,13,0,0,0,0,0,0,16
20101100806,17,0,5,0,0,0,0,27
20101100807,19,4,0,0,0,0,0,24
20101100808,0,0,0,0,0,0,0,0
20101100809,30,7,0,0,0,0,0,38
20101100810,28,8,4,0,0,0,0,42
20101100811,18,0,0,0,0,0,0,18
20101100812,16,0,4,0,0,0,0,18
20101100813,12,0,4,0,0,0,0,19
20101100814,0,0,0,0,0,0,0,0
20101100815,16,0,3,0,0,0,0,18
20101100816,34,0,0,0,0,0,0,34
20101100818,69,4,3,0,0,0,0,75
20101100820,29,3,4,3,0,0,0,36
20101100821,27,4,3,0,0,0,0,35
20101100822,20,4,0,0,0,0,0,22
20101100823,29,4,3,0,0,0,0,35
20101100824,14,4,0,0,0,0,0,20
20101100825,12,0,4,0,0,0,0,19
20101100826,24,0,4,0,0,0,0,29
20101100827,35,3,3,0,0,0,0,42
20101100828,23,0,0,0,0,0,0,28
20101100829,22,0,0,0,0,0,0,22
20101100830,27,0,4,0,0,0,0,27
20101100831,15,0,0,0,0,0,0,23
20101100832,18,0,0,0,0,0,0,21
20101100833,31,0,3,0,0,0,0,35
20101100834,17,3,0,0,0,0,0,24
20101100835,52,5,3,0,0,0,0,62
20101100836,49,4,3,0,0,0,0,67
20101100837,70,6,5,0,0,0,0,77
20101100838,24,4,0,3,0,0,0,33
20101100839,0,0,0,0,0,0,0,0
20101100840,27,0,0,0,0,0,0,31
20101100841,42,0,7,0,0,0,0,50
20101100842,32,6,4,0,0,0,0,35
20101100843,27,3,0,0,0,0,0,24
20101100844,66,10,5,0,3,0,0,75
20101100845,76,3,7,0,0,0,0,90
20101148101,27,4,3,0,0,0,0,35
20101148102,14,0,0,0,0,0,0,14
20101148103,33,5,4,0,0,0,0,44
20101148104,21,8,0,0,0,0,0,25
20101148105,16,0,0,0,0,0,0,20
20101148106,28,0,5,0,0,0,3,32
20101148107,29,0,6,0,0,0,0,30
20101148108,18,0,0,0,0,0,0,22
20101148109,27,0,0,0,0,0,0,26
20101148110,15,0,0,0,0,0,0,15
20101148111,19,0,3,0,0,0,0,23
20101148112,82,5,0,3,0,0,0,88
20101148113,30,4,0,0,0,0,0,40
20101148114,16,0,6,0,0,0,0,15
20101148115,43,8,3,0,0,0,0,48
20101148116,17,3,0,0,0,0,0,16
20101148117,21,4,0,0,0,0,0,27
20101148118,91,4,0,0,0,0,0,98
20101148119,40,6,3,0,0,0,0,46
20101148120,73,12,0,4,0,0,0,80
20101148121,32,0,0,0,0,0,0,29
20101148122,16,6,0,0,0,0,0,17
20101148201,37,4,0,0,0,0,0,44
20101148202,111,4,7,0,0,0,0,122
20101148203,58,0,0,0,0,0,0,60
20101148204,156,3,4,0,0,0,0,160
20101148205,46,4,4,0,0,0,0,56
20101148206,27,0,0,0,0,0,0,26
20101148207,24,3,0,0,0,0,0,29
20101148208,0,0,0,0,0,0,0,0
20101148209,112,7,0,0,0,0,0,123
20101148210,58,0,0,0,0,0,0,59
20101148211,49,0,0,0,0,0,0,54
20101148212,54,3,0,0,0,0,0,62
20101148213,30,0,0,0,0,0,0,34
20101148214,39,5,0,0,0,0,0,44
20101148215,34,4,0,0,0,0,0,38
20101148216,44,3,6,0,0,0,0,46
20101148217,63,6,0,0,0,0,0,64
20101148218,107,7,5,3,0,0,0,114
20101148219,44,0,0,0,0,0,0,50
20101148220,28,0,0,0,0,0,0,33
20101148221,13,7,3,0,0,0,0,16
20101148222,61,3,0,0,0,0,0,65
20101148223,75,8,0,0,0,0,0,83
20101148224,60,0,0,0,0,0,0,61
20101148225,59,7,0,0,0,0,0,69
20101148226,34,0,0,0,0,0,0,36
20101148227,40,6,3,0,0,0,0,51
20101148228,35,0,3,0,0,0,0,37
20101148229,59,3,0,0,0,0,0,68
20101148230,24,0,0,0,0,0,0,23
20101148301,6,5,0,0,0,0,0,10
20101148302,67,5,3,0,0,0,0,80
20101148303,69,0,5,0,0,0,0,79
20101148304,46,4,3,0,0,0,0,55
20101148305,26,0,3,0,0,0,0,34
20101148306,15,0,0,0,0,0,0,14
20101148307,45,3,4,0,0,0,0,56
20101148308,44,7,7,0,0,0,0,58
20101148309,21,0,0,0,0,0,0,26
20101148310,33,0,0,0,0,0,0,36
20101148311,49,14,0,0,0,0,0,64
20101148312,42,0,4,3,0,0,0,50
20101148313,32,0,0,0,0,0,0,37
20101148314,29,8,0,0,0,0,0,37
20101148315,42,5,0,0,0,0,0,46
20101148316,38,0,0,0,0,0,0,37
20101148317,18,6,0,0,0,0,0,24
20101148318,31,5,0,0,0,0,0,35
20101148319,0,0,0,0,0,0,0,0
20101148320,62,7,4,0,0,0,0,73
20101148321,39,5,5,3,0,0,0,47
20101148322,58,3,5,0,0,0,0,72
20101148323,15,4,5,0,0,0,0,21
20101148324,26,9,0,0,0,0,0,36
20101148325,20,4,0,0,0,0,0,21
20101148326,108,9,4,0,0,0,0,117
20101148401,25,3,0,0,0,0,0,27
20101148402,13,5,0,0,0,0,0,19
20101148403,12,5,0,0,0,0,0,19
20101148404,24,5,0,0,0,0,0,27
20101148405,24,3,0,0,0,0,0,26
20101148406,51,4,3,0,0,0,3,59
20101148407,31,9,3,0,0,0,0,44
20101148408,24,3,0,0,0,0,3,28
20101148409,29,0,5,0,0,0,0,38
20101148410,16,5,4,0,0,0,0,30
20101148411,24,0,3,0,0,0,0,31
20101148412,41,13,6,4,0,0,0,66
20101148413,25,8,5,0,0,0,0,38
20101148414,48,3,5,0,0,0,0,56
20101148415,10,3,0,0,0,0,0,11
20101148416,32,3,5,0,0,0,0,34
20101148417,52,5,9,0,0,0,0,65
20101148418,43,4,4,0,0,0,0,58
20101148419,22,0,0,0,0,0,0,30
20101148420,18,4,0,0,0,0,0,21
20101148421,27,5,0,0,0,0,0,31
20101148422,16,0,4,0,0,0,0,24
20101148423,26,6,4,0,0,0,0,34
20101148424,22,0,0,0,0,0,0,26
20101148425,37,5,4,0,0,0,0,45
20101148426,15,0,0,0,0,0,0,22
20101148427,22,4,3,3,0,0,0,28
20101148428,31,3,0,0,0,0,0,39
20102100901,56,8,0,3,0,0,0,69
20102100902,29,3,7,0,0,0,0,38
20102100903,54,6,0,0,0,0,0,64
20102100904,24,4,0,0,0,0,0,28
20102100905,25,4,0,0,0,0,0,28
20102100906,34,3,0,0,0,0,0,37
20102100907,41,5,4,0,0,0,0,48
20102100908,33,5,0,0,0,0,0,34
20102100909,44,4,0,0,0,0,0,54
20102100910,34,0,0,0,0,0,0,39
20102100911,49,0,0,0,0,0,0,54
20102100912,41,0,3,0,0,0,0,44
20102100913,65,0,0,0,0,0,0,68
20102100914,18,0,0,0,0,0,0,23
20102100915,33,5,5,0,0,0,0,38
20102100916,25,0,0,0,0,0,0,26
20102100917,69,7,4,0,0,0,0,85
20102101001,51,4,3,0,0,0,0,56
20102101002,40,3,3,0,0,0,0,44
20102101003,14,0,0,0,0,0,0,20
20102101004,28,4,3,0,0,0,0,39
20102101005,10,5,0,0,0,0,0,11
20102101006,37,0,0,0,0,0,0,47
20102101007,53,3,0,0,0,0,0,54
20102101008,41,6,0,0,0,0,4,49
20102101009,31,0,5,0,0,0,0,31
20102101010,23,6,3,0,0,0,0,28
20102101011,37,0,0,0,0,0,0,36
20102101012,23,3,0,0,0,0,0,28
20102101013,26,6,6,0,0,0,0,35
20102101014,37,5,3,0,0,0,0,42
20102101015,34,0,0,0,0,0,0,35
20102101016,24,4,0,0,0,0,0,24
20102101017,31,0,0,5,0,0,0,37
20102101018,36,0,0,0,0,0,0,42
20102101021,15,0,0,0,0,0,0,18
20102101022,12,0,0,0,0,0,0,11
20102101023,15,6,4,0,0,0,0,22
20102101024,33,5,4,0,0,0,0,40
20102101025,32,3,4,0,0,0,0,35
20102101101,54,3,6,0,0,0,0,67
20102101102,20,0,0,0,0,0,0,24
20102101103,27,7,6,0,0,0,0,36
20102101104,23,0,0,0,0,0,0,24
20102101105,23,7,0,0,0,0,0,25
20102101106,28,0,0,0,0,0,0,32
20102101107,54,0,9,0,0,0,0,63
20102101108,7,0,0,0,0,0,0,9
20102101109,25,0,3,0,0,0,0,29
20102101110,39,6,0,0,0,0,0,43
20102101111,25,0,0,0,0,0,0,25
20102101112,45,4,0,0,0,0,0,43
20102101113,44,0,0,0,0,0,0,46
20102101114,19,0,0,0,0,0,0,24
20102101115,24,0,5,0,0,0,0,26
20102101116,25,0,5,0,0,0,0,27
20102101117,19,3,0,0,0,0,0,18
20102101118,14,0,0,0,0,0,0,21
20102101119,30,0,0,0,0,0,0,32
20102101120,36,4,0,0,0,0,0,41
20102101121,37,4,0,0,0,0,0,38
20102101122,38,7,0,0,0,0,0,47
20102101123,17,0,0,0,0,0,0,18
20102101124,21,0,0,0,0,0,0,21
20102101125,35,8,0,0,0,0,0,43
20102101201,37,6,0,0,0,0,0,46
20102101202,11,0,0,0,0,0,0,16
20102101203,64,6,9,0,0,0,0,75
20102101204,22,0,0,0,0,0,0,25
20102101205,55,5,6,0,0,0,0,67
20102101206,41,0,0,0,0,0,0,39
20102101207,32,0,0,0,0,0,0,40
20102101208,33,0,0,0,0,0,0,33
20102101209,46,7,0,0,0,0,0,52
20102101210,49,0,0,0,0,0,0,55
20102101211,43,3,3,0,0,0,0,44
20102101212,25,5,0,0,0,0,0,35
20102101213,40,6,3,0,0,0,0,48
20102101214,70,6,0,0,0,0,0,77
20102101215,38,3,0,0,0,0,0,41
20102101216,50,5,0,0,0,0,0,59
20102101217,47,3,0,0,0,0,0,58
20103101301,35,5,0,0,0,0,0,35
20103101302,21,5,0,0,0,0,0,24
20103101303,21,5,3,0,0,0,0,30
20103101304,26,0,0,0,0,0,0,29
20103101305,26,0,0,0,0,0,0,25
20103101306,23,0,0,0,0,0,0,26
20103101307,14,0,0,0,0,0,0,21
20103101308,34,4,3,0,0,0,4,48
20103101309,24,3,0,0,0,0,0,25
20103101310,14,5,8,0,0,0,0,20
20103101401,24,8,0,0,0,0,0,32
20103101402,19,0,0,0,0,0,0,22
20103101403,56,7,0,0,0,0,0,67
20103101404,30,0,5,0,0,0,0,43
20103101405,26,0,3,0,0,0,0,32
20103101406,23,0,0,0,0,0,0,25
20103101407,25,3,0,0,0,0,0,30
20103101408,51,0,3,0,0,0,0,59
20103101409,19,0,0,0,0,0,0,23
20103101410,13,0,0,0,0,0,0,18
20103101411,31,0,8,0,0,0,0,39
20103101412,19,3,0,0,0,0,0,19
20103101413,0,0,0,0,0,0,0,0
20103101501,67,7,0,0,0,0,5,80
20103101502,38,6,4,0,0,0,0,45
20103101503,44,6,3,0,0,0,0,47
20103101504,18,0,0,0,0,0,0,22
20103101505,32,4,4,0,0,0,5,42
20103101506,32,5,4,4,0,0,0,41
20103101507,75,9,8,0,0,0,0,98
20103101508,26,4,8,0,0,0,0,38
20103101509,64,0,0,0,0,0,0,69
20103101510,12,0,3,0,0,0,0,14
20103101511,32,4,4,0,0,0,0,37
20103101512,34,7,0,0,0,0,0,40
20103101601,14,5,0,0,0,0,0,11
20103101602,22,3,5,0,0,0,0,27
20103101603,14,4,3,0,0,0,0,17
20103101604,27,0,0,0,0,0,0,29
20103101605,9,4,0,0,0,0,0,13
20103101606,21,4,0,0,0,0,0,23
20103101607,32,4,0,0,0,0,0,36
20103101608,18,3,0,0,0,0,0,24
20103101609,16,0,0,0,0,0,0,23
20103101610,24,7,0,0,0,0,0,35
20103101612,44,3,0,0,0,0,0,51
20103101613,30,3,4,0,0,0,0,33
20103101614,57,7,7,0,0,0,0,68
20103101615,8,0,0,0,0,0,0,8
20103101616,26,0,0,0,0,0,0,35
20103101617,23,0,0,0,0,0,0,27
20103101618,7,0,0,0,0,0,0,7
20103101619,31,0,0,0,0,0,0,40
20103101620,19,0,0,0,0,0,0,22
20103101621,20,0,0,0,0,0,0,20
20103101622,11,0,0,0,0,0,0,16
20103101623,19,0,0,0,0,0,0,24
20103101701,15,7,0,0,0,0,0,22
20103101702,35,3,0,0,0,0,0,39
20103101703,32,0,0,0,0,0,0,40
20103101704,18,0,4,0,0,0,0,25
20103101705,6,5,4,0,0,0,0,16
20103101706,21,0,3,0,0,0,0,28
20103101707,30,3,0,0,0,0,0,30
20103101708,5,3,0,0,0,0,0,14
20103101709,34,3,4,0,0,0,0,44
20103101710,26,4,5,0,0,0,0,37
20103101711,35,4,0,0,0,0,0,43
20103101712,46,3,4,0,0,0,0,57
20103101713,15,4,4,0,0,0,0,21
20103101714,23,7,0,0,0,0,0,33
20103101715,22,0,3,0,0,0,0,29
20201101801,23,6,4,0,0,0,0,33
20201101802,14,4,0,0,0,0,0,19
20201101803,36,0,0,0,0,0,0,43
20201101804,24,0,0,0,0,0,0,31
20201101806,20,5,0,0,0,0,0,26
20201101807,31,0,0,0,0,0,0,38
20201101808,20,0,0,0,0,0,0,25
20201101809,26,0,0,0,0,0,0,30
20201101810,16,3,0,0,0,0,0,17
20201101811,13,0,0,0,0,0,0,19
20201101812,6,0,0,0,0,0,0,10
20201101813,42,3,0,0,0,0,0,44
20201101814,16,0,0,0,0,0,0,19
20201101815,43,0,0,0,0,0,0,43
20201101816,28,4,0,0,0,0,0,40
20201101817,24,7,0,0,0,0,0,30
20201101818,28,3,0,0,0,0,0,31
20201101819,13,4,5,0,0,0,0,21
20201101820,5,0,0,0,0,0,0,14
20201101821,25,3,0,0,0,0,0,33
20201101822,27,0,0,0,0,0,0,27
20201101823,26,4,0,0,0,0,0,35
20201101824,42,4,3,0,0,0,0,44
20201101825,16,0,0,0,0,0,0,21
20201101826,21,0,0,0,0,0,0,21
20201101827,30,0,0,0,0,0,0,34
20201101828,19,0,0,0,0,0,0,23
20201101829,14,3,0,0,0,0,0,15
20201101830,71,4,3,0,0,0,0,81
20201101831,40,5,0,0,0,0,0,50
20201101832,28,0,0,0,0,0,0,30
20201101833,38,3,5,0,0,0,0,47
20201101834,34,4,0,0,0,0,0,38
20201101835,28,3,0,0,0,0,0,34
20201101836,16,0,0,0,0,0,0,19
20201101837,33,0,0,0,0,0,0,35
20201101838,15,0,0,0,0,0,0,15
20201101839,24,0,0,0,0,0,0,28
20201101903,27,10,3,0,0,0,0,35
20201101904,30,9,5,0,0,0,0,43
20201101905,28,5,0,0,0,0,0,33
20201101906,12,4,0,0,0,0,0,12
20201101908,32,5,0,0,0,0,0,39
20201101909,46,12,0,0,0,0,0,63
20201101910,40,3,0,0,0,0,0,49
20201101911,25,5,0,0,0,0,0,26
20201101913,25,10,0,3,0,0,0,36
20201101914,21,0,0,0,0,0,0,25
20201101915,19,6,9,0,0,0,0,36
20201101916,12,4,0,0,0,0,0,14
20201101917,8,0,0,0,0,0,0,13
20201101918,20,3,5,0,0,0,0,31
20201101919,34,9,5,0,0,0,0,47
20201101921,46,0,8,4,0,0,0,62
20201101922,48,4,0,0,0,0,0,54
20201101923,20,3,3,0,0,0,0,25
20201101924,31,4,0,0,0,0,0,28
20201101925,82,7,0,0,0,0,0,96
20201101926,40,0,8,0,0,0,0,46
20201101927,31,0,3,0,0,0,0,37
20201101928,69,10,9,0,0,0,0,84
20201101929,37,7,0,0,0,0,0,48
20201101930,75,6,12,0,0,0,0,99
20201101931,33,6,5,0,0,0,0,44
20201101932,48,4,8,0,0,0,0,64
20201101933,21,6,0,0,0,0,0,26
20201102001,12,0,0,0,0,0,0,19
20201102002,17,0,4,0,0,0,0,22
20201102003,22,3,0,0,0,0,0,27
20201102004,24,5,3,0,0,0,0,34
20201102005,26,3,0,0,0,0,0,28
20201102006,39,4,0,0,0,0,0,43
20201102007,21,0,0,0,0,0,0,23
20201102008,25,4,0,0,0,0,0,29
20201102009,29,0,0,0,0,0,0,34
20201102010,46,0,0,0,0,0,0,50
20201102011,69,0,0,0,0,0,0,72
20201102012,23,4,0,0,0,0,0,24
20201102013,24,0,0,0,0,0,0,23
20201102014,24,6,0,0,0,0,0,33
20201102015,29,3,0,0,0,0,0,31
20201102016,27,0,0,0,0,0,0,27
20201102017,18,0,3,0,0,0,0,20
20201102018,51,6,3,0,0,0,0,60
20201102019,42,0,3,0,0,0,0,50
20201102020,23,6,0,0,0,0,0,27
20201102021,59,6,0,0,0,0,0,64
20201102022,28,3,0,0,0,0,0,36
20201102023,10,3,0,0,0,0,0,19
20201102024,28,4,0,0,0,0,0,31
20201102025,41,7,0,0,0,0,0,49
20201102026,33,3,7,3,0,0,0,50
20201102027,12,0,0,0,0,0,0,12
20201102028,31,0,3,0,0,0,0,35
20201102029,31,0,3,0,0,0,0,39
20201102030,29,7,0,0,0,0,0,38
20201102031,37,0,0,0,0,0,0,39
20201102032,32,0,0,0,0,0,0,32
20201102033,27,4,0,0,0,0,0,32
20201102034,40,3,0,0,0,0,0,42
20201102035,29,0,0,0,0,0,0,31
20201102036,33,6,0,0,0,0,0,40
20201102037,0,0,0,0,0,0,0,0
20201102038,24,5,0,0,0,0,0,31
20201102039,0,0,0,0,0,0,0,0
20201102101,27,0,0,0,0,0,0,27
20201102102,31,6,0,0,0,0,0,39
20201102103,32,4,0,0,0,0,0,36
20201102104,34,6,0,0,0,0,0,44
