SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
20603150134,42,1400,882,361,2166,0.8,1308,2.1
20603150135,45,2500,855,520,3194,0.8,2643,2.9
20603150201,36,2184,1012,420,2482,1,1768,2.3
20603150202,33,1896,1083,380,2471,1,1882,2.1
20603150203,40,2000,1014,358,2521,0.9,1742,1.7
20603150204,45,2167,1196,341,3625,0.8,2374,2.6
20603150205,37,2063,1141,383,2849,0.9,2055,2.2
20603150206,38,2058,1226,346,3091,1,2087,2.1
20603150207,38,2167,1227,400,2737,0.9,2215,2.4
20603150208,39,3000,1101,505,4125,0.9,3125,3.1
20603150209,36,2400,1225,400,3318,0.9,2341,2.3
20603150210,33,2439,1157,405,3166,0.9,2343,2.4
20603150211,38,2184,1084,356,3523,0.9,2166,2.5
20603150212,39,1785,1180,372,2265,0.9,1631,1.5
20603150213,35,2250,1147,395,2916,0.9,1944,2.1
20603150214,44,2069,717,291,2305,0.9,1273,1.9
20603150215,40,2500,1067,346,2944,0.9,2107,2.2
20603150216,40,2262,1120,366,3594,0.8,2279,2.4
20603150217,43,2800,1075,441,3107,0.8,2522,2.7
20603150218,37,2673,1092,386,2791,0.8,2212,2.4
20603150219,37,2909,980,351,2750,0.9,2154,2.4
20603150220,37,2600,954,331,2874,0.9,2011,2.6
20603150221,42,3000,1083,352,3083,0.8,2349,2.2
20603150222,35,1755,1192,400,2449,0.9,1840,1.9
20603150223,44,2334,1120,400,2643,0.8,2023,2.4
20603150224,38,2200,1268,361,2903,0.9,2152,2.2
20603150225,35,2800,1129,351,3031,0.9,2542,2.6
20603150226,35,1733,1204,370,2852,0.9,1959,1.9
20603150227,36,1975,1008,340,2531,1,1666,2
20603150228,34,1900,1240,386,2607,0.9,2083,2.1
20603150229,44,2900,1193,359,3291,0.8,2521,2.5
20603150230,44,3900,1241,418,3833,0.8,3343,3.1
20604111702,31,2344,1057,478,3374,0.9,2206,2
20604111703,33,1961,1228,471,3049,0.9,2220,1.8
20604111704,30,3200,1100,440,2321,0.9,2047,2.3
20604111705,32,2167,1198,582,3349,1,2358,2.3
20604111708,22,2050,257,281,2437,1,814,1.4
20604111709,34,2025,1138,393,3583,0.9,1696,1.5
20604111711,31,2368,1281,597,3139,0.9,2374,2.1
20604111712,32,2000,1167,498,2791,1,2088,2.1
20604111713,34,2383,1120,508,2750,0.9,2018,2.1
20604111714,31,2634,1070,600,2687,1,2341,2.2
20604111715,31,2470,1226,500,2774,1,2025,2
20604111716,32,1517,1146,722,3600,0.9,2687,2.4
20604111717,35,2571,1312,568,3749,0.9,3042,2.2
20604111719,26,800,552,220,1774,1.2,1022,1.3
20604111720,32,1824,489,238,1292,1,912,1.8
20604111721,38,900,463,181,1833,1.1,505,1.3
20604111722,41,0,416,158,909,0.9,568,2.1
20604111723,24,0,380,215,1011,1.3,887,3.6
20604111724,26,0,0,0,0,0,0,0
20604111725,33,2230,1295,488,3374,0.9,2413,1.9
20604111726,31,1868,928,446,3055,0.9,1875,2
20604111727,30,1600,1003,413,2666,1,1600,1.8
20604111728,29,1513,1049,365,2312,1.1,1521,1.7
20604111729,29,2253,752,462,2042,1.1,1735,2
20604111731,26,1560,545,260,3083,1.1,1312,2
20604111733,26,1534,566,386,1924,0.9,1681,1.7
20604111734,22,3683,313,309,3750,1,1875,1.5
20604111735,27,1300,669,275,1428,1.2,1014,1.7
20604111736,24,0,397,148,0,1,1625,1
20604111737,23,1771,323,413,1093,1,522,1.7
20604111738,27,2000,659,425,2166,1,1708,2.2
20604111739,83,936,953,171,2124,0.7,1286,1.5
20604111740,31,2069,594,312,1328,1.1,1050,1.7
20604111741,29,1950,768,421,2250,1,1475,2
20604111742,24,1411,529,301,1833,1,616,1.4
20604111743,25,2000,523,340,1433,1,826,1.7
20604111744,26,704,538,250,1281,1,906,1.6
20604111745,30,2175,1015,450,2222,0.9,1807,2
20604111746,29,1454,543,351,1958,1.1,1149,1.6
20604111747,25,1372,568,301,1625,1.1,1047,1.5
20604111748,22,1300,265,440,3125,0.9,2250,1.8
20604111749,26,1500,679,372,1600,1,1043,1.5
20604111750,30,1343,687,333,1458,1.1,1211,1.7
20604111801,51,2000,1567,566,3125,1,2446,1.8
20604111802,50,2400,1497,643,3463,0.9,2930,1.9
20604111805,34,1876,1362,480,2666,1,2128,2
20604111806,36,2000,1569,500,3019,1,2433,2
20604111807,37,2067,1108,481,2523,1,1958,1.9
20604111808,51,3200,1573,625,3562,0.9,2899,1.8
20604111811,40,0,900,0,0,0,0,0
20604111815,32,1944,1302,400,2826,1.2,2069,2
20604111816,32,2008,1292,400,2625,1.2,1958,1.8
20604111817,30,1650,1055,396,1985,1.1,1804,1.9
20604111818,33,2134,1244,531,2860,1.1,2555,2.2
20604111819,29,1700,1085,391,2106,1.3,1754,1.7
20604111820,32,2800,1097,620,2833,1,2037,1.9
20604111821,29,2102,1067,421,2146,1.2,1665,1.8
20604111822,35,1750,908,282,2083,1.1,1433,1.9
20604111823,37,2167,1269,508,2795,0.9,2258,1.9
20604111824,31,1800,1212,398,2440,1.2,2083,1.9
20604111825,30,2000,1168,420,2250,1.1,1536,1.6
20604111826,37,2000,1455,476,2799,1.1,2147,1.9
20604111827,30,1730,1088,390,2133,1.3,1709,1.7
20604111828,34,1859,1334,400,2666,1.2,2074,1.7
20604111829,32,1669,1222,400,2416,1.2,2003,1.8
20604111830,29,1717,1042,531,2296,1.1,1662,1.8
20604111831,35,3017,1222,500,3062,1,2192,1.9
20604111832,33,1896,1234,409,2428,1.1,2112,1.9
20604111833,44,3000,1586,577,3437,0.9,2750,2.1
20604111834,30,1650,991,370,1982,1.1,1558,1.6
20604111835,29,1850,1121,392,2258,1.2,1732,1.8
20604111836,29,1786,1024,420,2261,1.2,1851,1.8
20604111837,41,1717,963,350,2250,1,1679,1.8
20604111901,54,2234,1446,646,3916,0.8,3024,2
20604111902,39,1700,1184,351,2750,1,1573,1.5
20604111903,39,2167,1642,479,3916,1,2463,2
20604111904,31,2000,1483,501,3928,1,2462,2.1
20604111905,53,3500,1330,501,3250,0.8,2136,1.9
20604111906,42,3500,1632,450,4125,0.9,2799,1.9
20604111907,42,2000,1545,433,3843,0.9,2195,1.7
20604111908,56,4117,1163,415,3856,1,2525,2
20604111909,38,1810,1584,450,2531,0.9,2088,1.5
20604111910,41,3000,1341,475,3299,1.1,2208,1.7
20604111911,45,4529,1670,400,3625,0.9,2265,1.7
20604111912,44,2000,1595,602,3558,0.8,2613,1.7
20604111913,69,0,3500,0,725,1,725,2
20604111914,40,2000,1714,488,4519,1,2750,1.9
20604111915,42,3700,1709,650,4521,0.9,3544,1.9
20604112001,32,1772,1281,401,3083,0.7,2178,1.8
20604112101,41,3075,1416,501,3166,1.1,3083,2.2
20604112102,35,2500,1640,491,3849,1,2725,2.1
20604112103,34,2322,1459,496,3323,0.9,2365,2.1
20604112104,35,2392,1282,508,3333,0.9,2522,2.2
20604112105,34,1810,1365,430,3042,1,2042,1.9
20604112106,0,0,0,0,0,0,0,0
20604112108,36,1831,731,222,2303,0.9,1199,1.8
20604112109,38,2400,1282,521,3525,0.8,2874,2.3
20604112110,38,2325,949,476,2750,0.8,2053,2.2
20604112111,0,0,0,0,0,0,0,0
20604112112,34,2200,1184,413,2678,0.9,2102,2.1
20604112113,42,1993,495,265,2591,0.9,1271,1.9
20604112114,36,2300,1046,470,3250,0.9,2363,2.3
20604112115,36,2889,1412,501,3484,0.9,2750,2.4
20604112116,34,3000,1562,550,3531,1,3233,2.6
20604112118,37,2167,1217,501,3232,0.9,2567,2.6
20604112119,33,2000,1299,450,3011,1,2405,2.3
20604112121,35,2250,1192,523,3049,0.9,2799,2.5
20604112122,35,2483,1336,450,3229,0.9,2393,2.2
20604112123,35,2000,1449,398,2987,0.9,2237,2.1
20604112124,34,2550,1462,477,3874,0.9,2905,2.5
20604112125,39,1733,512,170,1208,1,796,1.8
20604112126,34,2400,1449,598,3666,0.9,3461,2.7
20604112127,33,1645,1351,371,2531,1.1,1959,1.9
20604112128,35,2026,1262,519,3536,0.9,2812,2.5
20604112129,34,1613,1363,375,2860,0.9,2175,1.9
20604112401,30,0,75,0,0,0,0,0
20604112402,26,1729,621,410,2843,1,1968,1.9
20604112404,31,1800,974,351,1968,1,1562,1.6
20604112406,31,1800,882,381,2333,0.9,1812,1.9
20604112407,19,0,167,0,0,0,0,0
20604112409,30,1408,969,400,2296,1.1,1924,1.9
20604112410,25,2900,294,527,2874,1,2250,2.3
20604112411,36,2534,908,602,3250,0.9,2363,2.6
20604112412,33,3250,969,617,3374,0.8,2549,2.5
20604112415,50,2100,1300,495,2899,0.8,2283,1.9
20604112416,32,993,678,330,1542,1,1452,2.8
20604112417,32,2200,1327,496,2849,0.9,2287,2
20604112418,43,2500,819,379,2639,0.9,1416,2.3
20604112419,30,1650,1033,351,2154,1.1,1631,1.8
20604112420,29,3041,1004,421,4062,0.9,2905,2.7
20604112421,29,0,924,450,4250,1.2,4250,3.7
20604112422,29,2209,937,380,2478,1.1,1859,2.4
20604112501,35,2084,1331,420,3799,0.9,2178,1.9
20604112503,41,2817,1553,401,3291,1,2267,1.8
20604112504,48,2800,1617,490,3812,0.8,2326,1.7
20604112506,61,2251,1365,548,3020,0.8,2053,1.7
20604112508,37,1883,1524,400,3542,1,2154,1.6
20604112509,46,2200,1474,550,3687,0.9,2575,1.9
20604112510,37,2053,1510,369,3750,1,2076,1.8
20604112511,40,4000,1228,401,4562,0.8,3374,1.9
20604112512,34,2000,1444,411,3232,1,2219,1.8
20604112513,40,3000,1631,600,4250,0.9,3125,2
20604112514,40,2492,1698,500,3856,0.8,2296,1.8
20604112515,81,0,635,0,0,0,0,0
20604112516,65,1842,1266,470,2403,0.8,1955,1.7
20604112517,39,3250,1608,451,4333,0.9,2430,1.8
20604112518,35,2000,1381,500,2656,1.2,2260,1.9
20604112519,32,2002,1456,501,2774,0.9,2238,1.7
20604112520,17,0,103,296,3625,1,3250,2.6
20604112521,45,2763,1480,603,3200,1,2397,1.9
20604112522,36,1975,1482,442,2781,1.1,2152,1.6
20604112701,0,0,0,0,0,0,0,0
20604112702,0,0,0,0,0,0,0,0
20604150301,34,1530,1095,400,2624,1,1638,1.7
20604150302,29,1473,877,420,2094,1.1,1614,1.8
20604150303,37,1865,919,522,2611,0.9,1972,2.2
20604150304,34,2026,1179,401,2812,1,1916,1.7
20604150305,28,1410,776,320,1656,1.1,1312,1.6
20604150306,32,1500,807,351,1971,1.2,1571,1.8
20604150307,30,1500,1092,401,2457,1,1815,1.8
20604150308,34,2066,949,360,2250,1.1,2049,1.4
20604150309,28,1517,756,341,1666,1.1,1343,2
20604150310,42,2062,1060,510,3050,0.8,2250,2
20604150311,27,1408,708,321,1300,1,1148,1.6
20604150312,31,1780,797,406,2218,1,1797,2
20604150313,32,1049,811,275,1375,1.1,1054,1.5
20604150314,27,1792,880,450,2033,1,1337,1.7
20604150315,36,2084,1408,401,3750,1,2029,1.6
20604150316,25,1700,495,350,1562,1.1,1187,1.6
20604150317,30,945,661,260,1458,1.3,974,1.4
20604150318,25,2268,629,394,1656,1.1,1046,1.6
20604150319,28,1750,709,231,1471,1.1,973,1.4
20604150320,28,1257,694,301,2042,1,1341,1.6
20604150321,27,1650,828,351,1833,1.1,1382,1.8
20604150322,40,2167,966,380,2187,1,1625,1.6
20604150323,31,2064,1017,462,2750,0.9,2220,2.3
20604150324,37,1812,1240,375,2666,1.2,2033,1.5
20604150325,47,3250,1755,605,4637,0.9,2479,1.6
20604150326,36,2000,1226,390,2799,1,2019,1.6
20604150327,31,1601,876,350,2476,1,1598,1.5
20604150401,24,1846,478,371,1325,1,790,1.6
20604150402,32,1440,1054,328,1875,1.3,1601,1.6
20604150403,27,1900,718,392,1625,1.1,1420,2
20604150404,25,2000,518,361,1336,0.9,928,1.8
20604150405,26,1473,647,340,1402,1.1,1049,1.6
20604150406,25,1777,651,385,1625,1.1,1062,1.7
20604150407,28,1000,769,270,1375,1.1,870,1.1
20604150408,24,1950,468,400,1072,1,803,1.8
20604150409,33,1800,1054,410,2210,1.1,1886,1.8
20604150410,26,1681,555,350,1265,1,941,1.7
20604150411,25,1900,507,375,1267,1.1,877,1.7
20604150412,29,2000,994,400,1899,1.1,1528,1.7
20604150413,27,2175,622,400,1550,1,1486,2.3
20604150414,23,1800,414,420,1214,1.1,713,1.6
20604150415,30,1246,954,315,2156,1.2,1380,1.4
20604150416,25,1700,566,381,1194,1,1166,1.7
20604150417,35,1519,993,381,2041,1.3,1731,1.6
20604150418,23,1490,391,391,850,1,619,1.6
20604150419,27,1399,754,300,1625,1.1,1042,1.5
20604150420,26,1549,642,340,1476,1.1,1100,1.8
20604150421,25,1600,627,375,1568,1,975,1.6
20604150422,27,1300,716,316,1476,1,1269,1.7
20604150423,32,2341,857,326,1937,1.3,1364,1.8
20604150424,27,0,1125,692,0,0.5,1125,1
20604150425,31,1810,991,351,2321,1.1,1683,1.8
20604150426,24,1800,541,369,1125,1,942,1.7
20604150427,27,2000,730,351,2016,1,1206,1.7
20604150428,32,1733,585,251,1174,1.1,911,1.5
20604150429,27,1872,659,291,1474,1,933,1.6
20604150430,30,1850,637,322,2214,1.1,1553,1.7
20604150431,26,2000,567,350,2285,1,1337,1.7
20604150432,27,1812,696,350,1431,1,966,1.5
20604150433,27,1300,623,328,1514,1,1177,1.7
20604150434,26,1512,733,396,1946,0.9,1327,1.9
20604150501,66,0,469,178,0,0.9,462,1.1
20604150502,31,1326,802,326,1718,1.2,1217,1.6
20604150503,35,2084,1219,450,3156,1,1720,1.6
20604150504,27,1710,763,351,1746,1.1,1260,1.8
20604150505,27,1560,712,391,1487,1,1329,1.9
20604150506,28,1430,819,331,1708,1,1399,1.5
20604150507,28,1708,797,351,1531,1.1,1307,1.6
20604150508,33,1800,1183,395,2476,1.1,1812,1.6
20604150509,30,1083,1033,301,2019,1.2,1404,1.5
20604150510,28,2500,865,430,2204,1,1449,1.6
20604150511,34,1898,1109,350,3107,1,1683,1.5
20604150512,28,1800,840,401,1875,1,1603,2
20604150513,30,1500,912,326,1778,1.2,1285,1.6
20604150514,27,1641,802,410,1735,1,1434,1.7
20604150515,35,1505,1190,370,2343,1,1771,1.4
20604150516,31,1517,1009,420,2250,1,2083,2.1
20604150517,31,1509,865,350,1958,1,1474,1.8
20604150518,27,1898,763,437,1962,1,1413,1.8
20604150519,27,1125,687,260,1437,1,985,1.3
20604150520,32,1953,1171,400,2437,1,1952,1.9
20604150521,35,1733,765,276,1149,1.1,1083,1.4
20604150522,31,1975,930,420,2227,1.1,1909,1.9
20604150523,31,1687,1065,290,2349,1.2,1687,1.4
20604150524,28,1935,820,369,1819,1,1413,1.8
20604150525,31,1755,1088,400,2220,1.2,1809,1.8
20604150526,31,1200,537,310,1875,1.2,956,1.9
20604150527,28,1925,1003,380,2107,1.2,1712,1.8
20604150528,51,6667,1374,700,4749,1,4250,2.1
20604150529,27,2000,746,405,1683,1.1,1253,1.7
20604150530,38,0,0,0,0,0,0,0
20604150531,35,1692,987,381,2187,1,1625,1.6
20604150601,30,1972,1173,431,2285,1,2200,2
20604150602,29,1750,791,495,2799,1,2161,2.4
20604150603,35,2518,1359,550,3661,0.9,2856,2.3
20604150604,29,1590,868,380,2091,1,1645,2.1
20604150605,27,2000,665,390,2250,1,1515,1.8
20604150606,35,2194,1128,476,2954,0.9,2144,2.3
20604150607,44,0,389,129,700,1,426,1.7
20604150608,30,1664,983,358,2077,1,1526,1.8
20604150609,32,3325,1299,483,2937,1,2523,2.3
20604150610,32,2285,1052,544,3083,1,2130,2.3
20604150611,34,2084,1148,431,2571,1.1,1983,1.9
20604150612,32,4198,937,401,2536,1,1642,2
20604150613,32,2800,1229,514,3134,0.9,2387,2.2
20604150614,22,0,75,435,0,0.8,75,1.1
20604150615,25,1452,404,200,1138,1.1,862,3.4
20604150616,32,2240,833,380,3031,1,1593,2.2
20604150617,26,2114,906,476,2568,0.9,2023,2.1
20604150618,36,1440,627,281,1392,1.1,985,2
20604150619,27,1517,912,381,1937,1,1397,1.6
20604150620,30,2000,1195,361,3024,1.2,1681,1.7
20604150621,31,2565,992,430,3036,1,2094,2.3
20604150622,29,1625,807,336,2399,1.1,1365,1.6
20604150623,28,1750,710,321,1600,1.2,1025,1.6
20604150624,30,2089,1168,380,2489,1.1,1826,1.7
20604150625,35,2874,1531,501,3725,1,2963,2.3
20604150626,35,2167,518,150,1387,1,823,1.9
20604150627,32,2167,1148,431,2843,1.1,2139,2.4
20604150628,34,1700,1055,395,2389,1.1,1659,1.8
20604150629,37,0,424,170,1100,1,702,2.4
20604150630,33,2000,1143,410,2916,0.9,2050,2.2
20604150631,30,2300,1305,455,3021,1,2205,2
20604150632,31,0,900,490,1875,1.5,1875,3
20604150633,27,2600,631,462,2650,1,2390,2.4
20604150634,34,1805,1477,383,3281,1.1,2189,1.8
20604150635,31,1663,951,351,1937,0.9,1456,1.7
20604150636,32,1952,679,401,2295,1,1666,2.1
20604150637,30,2000,1139,421,2343,1.1,1986,1.9
20604150638,31,2401,1265,471,2928,1,2267,2.3
20604150639,34,2265,1496,450,3729,1,2349,2
20604150701,70,0,3250,0,7000,0.1,7000,2
20604150801,32,1811,1311,424,2704,1.2,2186,1.9
20604150802,31,1774,1177,429,2722,1.1,2402,2.1
20604150803,39,2030,1664,531,3250,1,2329,1.6
20604150804,31,2000,1081,500,2431,1,2250,2.2
20604150805,32,2167,1278,421,2827,1.1,2118,1.8
20604150806,31,1565,1043,400,2111,1.2,1612,1.6
20604150807,34,2556,1527,466,3062,0.9,2333,1.8
20604150808,34,2167,1361,622,3374,1.2,2874,2.5
20604150809,35,2090,1088,475,2562,0.9,2250,2.2
20604150810,33,2044,1233,462,2682,1,1918,1.7
20604150811,27,1571,947,371,2160,1,1521,1.6
20604150812,37,2000,1196,466,2660,0.9,2195,2
20604150813,33,2000,1265,430,2399,1,2015,1.7
20604150814,51,2000,1491,440,3549,1,2221,1.7
20604150815,28,1300,1015,344,1952,1.1,1447,1.5
20604150816,43,2488,1694,701,3954,1,2482,1.8
20604150901,29,1900,1185,401,2317,1,2036,1.8
20604150902,66,1517,1887,1000,3833,0.8,3083,1.8
20604150903,27,2079,909,400,1827,1,1447,1.7
20604150904,28,1800,1021,400,2023,1.1,1672,1.7
20604150905,33,1950,1218,426,2473,1,2235,2.1
20604150906,34,1700,1384,390,2488,1.1,1868,1.5
20604150907,29,1920,1005,400,1968,1,1446,1.5
20604150908,0,0,0,0,0,0,0,0
20604150909,42,2450,1362,546,3187,0.7,2139,1.8
20604150910,29,1279,963,381,2031,1.1,1458,1.6
20604150911,33,2050,1491,480,3250,0.9,2321,1.9
20604150912,32,1800,1034,401,2083,1,1875,1.8
20604150913,29,1950,1054,401,2333,1,1975,1.9
20604150914,32,2050,1226,480,2824,0.8,2220,1.9
20604150915,29,1896,1034,415,2096,1.1,1803,1.8
20604150916,29,2150,1183,450,2384,1.1,2017,1.8
20604150917,32,1786,1224,413,2517,1.1,1869,1.6
20604150918,30,1830,1274,421,2490,1,1822,1.6
20604150919,32,1487,1247,400,2364,0.9,1800,1.5
20604150920,38,2038,1375,471,3119,0.8,2270,2
20604150921,30,1577,1011,351,2218,1,1468,1.6
20604150922,33,1931,1375,421,2795,1,2181,1.8
20604150923,32,1800,1273,424,2538,1,2108,2
20604150924,33,1870,1172,425,2541,1.1,2191,2
20604150925,29,2000,1060,450,2314,0.9,2055,1.8
20604150926,28,1800,954,381,1829,1,1445,1.6
20604150927,36,2167,1317,462,3208,1,2338,2
20604150928,31,1910,1075,400,2365,1,1625,1.6
20604150929,31,1800,1194,401,2451,1,1824,1.7
20604150930,31,1850,1293,400,2577,1.1,1808,1.5
20604150931,32,1800,1167,425,2568,1,2182,1.9
20604150932,34,2383,1307,486,2774,0.9,2278,2.1
20604150933,32,1356,1355,384,2821,1.1,1739,1.6
20604151001,32,1650,1276,396,2821,1,2147,2.1
20604151002,34,2600,1473,501,3434,1,2799,2.2
20604151003,38,2836,938,402,2708,1,1942,2.2
20604151004,28,1400,882,300,1652,1.1,1273,1.6
20604151005,31,1732,1103,400,2324,1.2,1947,2
20604151006,31,1500,909,430,2352,1.1,1984,2.3
20604151007,30,2120,1104,415,2392,1.1,2030,1.9
20604151008,32,2500,1320,430,3158,1,2178,1.9
20604151009,34,2160,1037,417,2531,0.9,1908,2
20604151010,29,1500,991,350,1920,1.1,1375,1.5
20604151011,28,1800,883,381,1962,1.2,1475,1.7
20604151012,34,2476,1068,440,2577,0.9,2057,2.2
20604151013,36,0,0,0,0,0,0,0
20604151014,0,0,0,0,0,0,0,0
20604151015,29,1871,852,351,2046,1.2,1381,1.8
20604151016,29,1904,982,400,2150,1.2,1766,1.8
20605112801,48,4117,1437,410,3624,0.9,1854,1.9
20605112802,42,2174,1617,646,4525,0.9,3405,2.4
20605112803,51,4000,1687,637,4632,0.8,3785,2.3
20605112804,42,3958,1285,535,3333,0.8,2166,2
20605112805,47,3684,1487,752,4538,0.8,3312,2.5
20605112807,42,3000,1432,607,3615,0.9,2963,2.3
20605112808,50,3017,743,286,2750,1,1268,1.9
20605112809,49,3276,1411,652,4449,0.9,3125,2.3
20605112810,43,5000,1325,768,4583,0.9,3399,2.8
20605112811,48,3500,1612,774,4650,0.8,3312,2.2
20605112812,46,3484,1551,650,4083,0.8,2474,2.4
20605112813,47,3484,1411,692,3781,0.9,3083,2.4
20605112814,43,4417,1491,738,4553,0.9,3227,2.5
20605112815,46,3228,1518,625,3750,0.8,2750,2.3
20605112816,57,3467,753,125,3405,0.9,1112,1.9
20605112817,41,3325,1151,702,3666,1,2678,2.5
20605112818,43,4333,1507,669,4525,0.9,3333,2.5
20605112819,44,3250,1504,620,3833,0.9,3234,2.4
20605112820,43,4100,1360,620,3250,0.9,2388,2.3
20605112821,46,2350,1458,465,3714,0.9,2204,1.9
20605112822,46,3575,1576,609,3403,0.9,2892,2.1
20605112823,43,1750,1326,480,3349,0.9,2050,2.1
20605112824,44,3200,1437,627,4150,0.9,3416,2.6
20605112825,48,3900,1406,650,4636,0.9,2722,2.3
20605112826,46,4500,1203,507,4449,0.9,3326,2.7
20605112828,39,1733,1294,450,2750,0.9,2090,1.8
20605112830,34,1777,1156,446,2318,1,1977,2
20605112832,0,0,0,0,0,0,0,0
20605112833,36,2000,1328,475,2481,1,2132,1.8
20605112834,40,2167,1409,424,2903,1,2092,1.6
20605112835,41,1881,1423,440,3017,1,2125,1.7
20605112836,31,2524,1330,450,2791,1.2,1990,1.7
20605112837,31,3033,1285,450,2625,1,2129,1.8
20605112838,32,1950,1201,450,2615,1,1875,1.6
20605112839,42,2084,1338,500,2441,1,2131,1.8
20605112840,36,2400,1553,470,3250,0.9,2095,1.6
20605112841,45,2500,1292,480,2899,1,2062,2
20605112842,38,2000,1383,430,2874,0.9,2266,1.8
20605112843,40,2200,1421,471,3200,1,2250,1.9
20605112901,37,2075,1262,396,2607,0.9,1744,1.8
20605112902,38,2040,1398,401,3236,0.9,1959,1.8
20605112903,42,2000,1228,391,2922,0.9,1692,1.7
20605112904,40,3000,1375,450,3431,0.9,2274,2
20605112905,39,2600,1566,451,3545,0.9,2339,1.9
20605112906,39,2000,1411,371,3399,0.9,1841,1.5
20605112907,38,2000,1387,371,2824,1,1838,1.7
20605112908,39,2079,1296,450,3024,0.8,1946,1.9
20605112909,38,2000,1517,428,3386,1,2148,1.8
20605112910,38,2558,1504,430,3729,0.9,2239,1.9
20605112911,38,2350,1243,345,2874,1,1926,2
20605112912,39,2514,1260,375,3214,0.9,1974,1.7
20605112913,36,2250,1360,396,3824,0.9,2416,2.2
20605112914,35,2600,1360,426,3181,0.9,2191,2
20605112915,44,2894,1449,551,3812,0.8,3274,2.2
20605112916,38,2200,1367,450,2973,1,2379,2.2
20605112917,0,0,0,0,0,0,0,0
20605112918,0,0,0,0,0,0,0,0
20605112919,0,0,0,0,0,0,0,0
20605112920,0,0,0,0,0,0,0,0
20605112921,37,2016,1289,392,2974,0.9,1756,1.7
20605112922,37,2719,1264,415,2867,0.9,2229,2.2
20605112923,37,2000,1208,346,2704,1,1697,1.6
20605112924,37,3033,1572,397,4518,0.9,2325,2.1
20605112925,37,2097,1338,371,3339,0.9,1875,2
20605112926,34,2332,1294,396,2874,0.9,1984,1.9
20605112927,38,2223,1344,406,2843,1,1818,1.8
20605112928,37,1961,1140,354,3250,1,1858,2
20605112929,40,2275,1055,338,2374,0.9,1348,1.6
20605112930,41,2427,1072,391,2937,0.9,1797,2
20605112931,36,2167,1372,452,2966,1,2218,1.9
20605112932,35,2000,1352,404,2946,0.9,1908,1.8
20605112933,38,2600,1266,425,2799,1,1992,1.9
20605112934,39,2300,1448,495,3091,0.9,2297,2
20605112935,36,2817,1576,496,3535,1,2536,2.1
20605112936,39,2721,1336,520,3094,0.9,2305,2
20605112937,40,2800,1390,508,3100,0.9,2343,2
20605112938,39,4333,1533,622,4517,0.9,4083,2.5
20605112939,36,2700,1567,493,3812,0.9,2432,2.2
20605112940,42,2900,1793,527,4625,0.9,3307,2.2
20605113001,42,2167,1578,541,3175,1,2298,1.7
20605113002,39,2809,1179,540,2963,0.9,2531,2.4
20605113003,38,3500,1608,600,3616,0.9,2963,2.3
20605113004,44,3033,837,222,3025,0.9,1233,1.9
20605113005,41,3500,1235,689,3384,0.9,2916,2.3
20605113006,38,2500,1078,490,2937,0.9,2263,2.3
20605113007,40,3875,1689,678,4525,0.9,3432,2.4
20605113008,42,3200,1379,550,3468,0.9,2299,2.3
20605113009,43,3000,1287,493,3656,0.9,2100,2
20605113010,49,2199,1544,520,3047,1,2206,1.7
20605113011,40,3484,852,323,2444,0.9,1608,2
20605113012,41,3250,1625,670,4675,0.9,3321,2.1
20605113013,45,3575,476,150,1875,0.8,866,2.3
20605113014,47,3709,749,380,2666,0.8,1895,2.4
20605113015,45,2383,966,303,2625,0.8,1981,2.4
20605113016,45,2167,1395,528,3159,0.9,2234,1.8
20605113017,47,3033,1677,667,3600,0.9,2908,1.8
20605113019,40,3250,1418,575,3818,0.9,3134,2.4
20605113020,41,3807,1165,400,3865,0.9,2166,2.3
20605113021,40,3131,1492,633,4374,0.9,3023,2.3
20605113022,38,2100,1531,500,3100,0.9,2291,1.7
20605113023,43,3017,916,750,3023,0.9,2524,2.9
20605113024,43,3600,1018,650,3374,0.9,2843,3
20605113025,46,2200,1560,602,3454,0.9,2818,2
20605113026,54,2750,1632,646,3968,0.9,3036,1.8
20605113027,54,4117,471,140,1421,0.9,774,1.9
20605113028,44,4117,1394,900,3639,0.9,3218,2.5
20605113029,49,3000,1062,903,3949,0.8,3071,2.5
20605113032,38,3200,1142,611,3583,0.9,2562,2.4
20605113033,50,2039,1100,426,1875,0.9,1625,1.6
20605113034,39,2000,1671,475,2892,1,2239,1.5
20605113035,38,2107,1667,451,3055,1,2227,1.6
20605113036,59,2500,1504,838,3250,0.8,2443,1.9
20605113037,45,3030,1831,619,4312,0.9,4062,2.4
20605113038,63,2399,1518,923,3937,0.7,3100,1.8
20605113039,42,4000,1323,951,3476,0.9,3441,3
20605113401,34,2167,1110,370,2433,1,1930,1.9
20605113402,33,1588,1296,391,2675,1,1867,1.9
20605113403,34,2000,1290,350,2795,1,1946,1.6
20605113404,35,2500,1256,451,3094,1,2285,2.2
20605113405,35,2600,1006,351,2594,1,1687,2.1
20605113406,34,1951,1200,369,2774,1,1839,1.8
20605113407,34,2448,1304,420,2896,0.9,2168,1.9
20605113408,35,1995,1258,398,2812,0.9,2011,1.9
20605113409,33,2035,1187,381,2583,1,1910,1.6
