SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
20201101930,26,1387,795,340,1662,0.8,1573,3
20201101931,39,1300,673,295,1482,0.8,1363,2.5
20201101932,31,1500,762,340,1762,0.8,1575,2.8
20201101933,46,1200,655,270,1321,0.7,1024,2
20201102001,40,1278,595,250,1437,0.7,1062,2.2
20201102002,52,1517,711,340,1937,0.7,1531,2.3
20201102003,50,1430,938,280,2650,0.7,1542,2.2
20201102004,40,1517,777,270,1861,0.7,1338,2.1
20201102005,42,1157,645,300,1678,0.7,1037,1.8
20201102006,47,1300,720,295,2105,0.7,1462,2.3
20201102007,39,1213,680,310,1541,0.7,1215,2
20201102008,43,1372,981,370,2388,0.7,2022,2.6
20201102009,48,1452,930,330,2374,0.7,2125,2.5
20201102010,51,1774,784,355,1983,0.7,1761,2.5
20201102011,46,1710,952,333,2345,0.7,1965,2.4
20201102012,44,1409,766,345,1774,0.7,1307,2.3
20201102013,45,1300,830,318,2017,0.7,1555,2.2
20201102014,54,1350,943,322,2388,0.7,2024,2.5
20201102015,36,1517,741,260,1615,0.7,1133,2.1
20201102016,37,1500,1030,300,2187,0.7,1583,2.2
20201102017,63,1385,643,295,1843,0.7,1390,2.2
20201102018,47,1585,784,320,1987,0.7,1634,2.4
20201102019,41,1394,697,240,1550,0.7,1178,2.1
20201102020,44,1614,782,252,2229,0.7,1687,2.3
20201102021,45,1325,777,343,2018,0.7,1587,2.5
20201102022,48,1820,747,325,2277,0.7,1674,2.5
20201102023,35,1600,787,280,1875,0.7,1286,2
20201102024,41,1020,714,270,1735,0.8,1145,2
20201102025,46,1330,743,310,1875,0.7,1437,2.3
20201102026,36,1333,692,300,1562,0.7,1256,2.3
20201102027,70,1300,731,340,2050,0.7,1593,2.2
20201102028,40,1235,807,300,1670,0.7,1350,2.2
20201102029,36,1300,830,280,1989,0.7,1264,2.1
20201102030,40,1300,854,300,1958,0.7,1527,2.1
20201102031,36,1441,686,270,1273,0.7,1171,2.2
20201102032,50,1500,774,300,1895,0.6,1359,2
20201102033,39,1509,774,275,1937,0.7,1328,2
20201102034,42,1517,728,283,2454,0.7,1875,2.5
20201102035,45,1668,766,350,1728,0.6,1343,2.3
20201102036,48,1500,636,330,1649,0.7,1298,2.3
20201102037,71,0,1125,0,0,1,1125,1
20201102038,64,2600,572,150,2600,0.8,1946,2.2
20201102039,56,1653,762,0,1499,0.9,1125,2.1
20201102101,44,1443,828,333,2166,0.7,1897,2.3
20201102102,44,1472,806,295,1733,0.8,1431,2.2
20201102103,31,1387,731,275,1981,0.8,1413,2.4
20201102104,33,1254,778,270,1715,0.7,1265,2.1
20201102105,33,1291,669,273,1481,0.8,1058,2
20201102106,32,1116,655,290,1359,0.7,1149,2.3
20201102107,29,1300,813,325,1775,0.8,1521,2.5
20201102108,22,1788,418,300,1437,0.7,1259,2.3
20201102109,43,1487,789,300,1949,0.7,1523,2.3
20201102110,46,1386,827,265,2517,0.7,1699,2.5
20201102111,60,1539,663,300,2025,0.7,907,1.9
20201102112,43,1975,885,320,2173,0.7,1805,2.4
20201102113,41,1344,829,257,1850,0.8,1537,2.5
20201102114,43,1300,904,308,2050,0.7,1760,2.5
20201102115,38,1318,732,283,2034,0.8,1278,2.3
20201102116,36,1342,907,300,2229,0.8,1721,2.3
20201102117,37,1319,870,300,1958,0.9,1625,2.6
20201102118,42,1517,893,285,2422,0.7,1716,2.2
20201102119,30,1332,744,285,1924,0.8,1442,2.3
20201102120,40,1517,936,300,2140,0.7,1777,2.1
20201102121,34,1161,554,290,1424,0.7,1147,2
20201102122,42,1367,888,350,2222,0.8,1916,2.9
20201102123,0,0,0,0,0,0,0,0
20201102124,36,0,850,0,1875,1,1875,4
20201102125,40,1300,746,285,1863,0.7,1432,2.3
20201102126,43,1733,929,285,2180,0.7,1833,2.4
20201102127,0,0,0,0,0,0,0,0
20201102201,44,1512,593,273,1262,0.7,1062,2.3
20201102202,47,1343,635,300,1550,0.7,1003,2
20201102203,50,1196,577,283,1208,0.7,890,2
20201102204,64,1567,549,250,1298,0.7,803,1.9
20201102205,43,1625,770,320,1821,0.7,1482,2.5
20201102206,36,1275,777,300,1778,0.7,1437,2.3
20201102208,47,1408,737,300,1781,0.7,1330,2.1
20201102209,49,1209,659,290,1544,0.7,1079,2.1
20201102210,38,1312,804,330,1792,0.7,1476,2.3
20201102211,38,1200,655,288,1524,0.7,1056,2.1
20201102212,40,1432,706,325,1641,0.8,1420,2.5
20201102213,57,1218,563,223,1162,0.7,922,1.9
20201102214,35,1300,762,270,1843,0.7,1329,2.1
20201102215,34,1169,633,285,1413,0.7,1258,2.2
20201102216,44,1517,747,333,1924,0.7,1487,2.4
20201102217,41,1244,626,250,1381,0.8,895,2
20201102218,41,1250,660,285,1442,0.7,1206,2.2
20201102219,38,1213,637,285,1420,0.8,1135,2.3
20201102220,40,1150,579,258,1531,0.7,790,1.7
20201102221,42,1170,604,250,1395,0.7,1050,2
20201102222,36,1450,858,360,2017,0.8,1907,2.8
20201102223,47,1182,549,250,1319,0.7,1103,2.1
20201102224,43,1279,621,290,1348,0.7,1141,2.4
20201102225,46,1257,524,273,1444,0.7,1255,2.1
20201102226,35,1300,621,290,1568,0.8,1205,2.4
20201102227,36,1267,744,280,1792,0.7,1348,2.2
20201102228,38,1315,844,295,2070,0.8,1451,2.2
20201102229,41,1300,647,300,1531,0.7,1306,2.4
20201102230,52,1200,556,280,1303,0.7,806,1.8
20201102231,41,1365,762,295,1906,0.7,1451,2.2
20201102232,36,1300,708,300,1547,0.7,1281,2.3
20201102233,47,1560,792,370,2125,0.7,2011,2.7
20201102234,43,1300,709,320,1937,0.8,1488,2.6
20201102235,46,1300,603,275,1375,0.7,1096,2.2
20201102236,41,1300,651,290,1506,0.7,1133,2.2
20201102237,39,1300,729,300,1575,0.8,1473,2.5
20201102238,44,1300,667,300,1408,0.7,1222,2.3
20201102239,43,1257,543,280,1548,0.7,1083,2.3
20201102240,34,1354,804,300,1687,0.7,1375,2.3
20201102241,41,1196,770,285,1569,0.7,1300,2.3
20201102242,34,1083,519,200,1125,0.8,959,2.3
20201102243,52,1317,623,300,1333,0.6,1098,2
20201102244,58,1302,669,290,1531,0.7,1356,2.3
20201102245,35,1517,870,350,2087,0.7,1860,2.6
20201102301,38,1547,891,450,2265,0.7,2172,2.8
20201102302,43,1733,849,290,2301,0.8,2183,3
20201102305,36,1678,927,395,2287,0.8,2144,2.9
20201102306,46,1613,769,380,2166,0.8,1839,2.8
20201102307,40,1685,702,285,1899,0.8,1607,3
20201102308,37,1733,815,330,2250,0.8,2119,3.2
20201102309,40,1562,935,365,2166,0.7,1952,2.8
20201102310,33,1729,1065,410,2580,0.9,2454,3.4
20201102311,34,1699,1056,400,2587,0.8,2505,3.2
20201102312,36,1733,877,368,2602,1,2437,3.3
20201102402,47,2007,767,330,2091,0.8,2038,2.9
20201102403,46,1723,712,225,2405,0.8,1875,2.7
20201102405,37,1647,885,390,2409,0.8,2232,3
20201102407,39,1582,838,362,2163,0.8,1982,2.9
20201102408,35,1517,893,400,2303,0.8,2211,3.1
20201102409,37,1609,827,370,2240,0.8,2092,3
20201102410,38,2000,1042,330,2849,0.8,2774,3.2
20201102411,44,2058,637,320,2113,0.9,1898,2.9
20201102412,46,1690,959,358,2595,0.7,2411,2.9
20201102413,43,1733,766,395,1910,0.7,1859,2.8
20201102415,45,1613,852,313,2250,0.8,2194,2.9
20201102417,0,0,0,0,0,0,0,0
20201102418,33,1764,1132,420,2508,0.8,2399,3.2
20201102419,45,2000,903,488,2729,0.8,2666,3.1
20201102421,40,1717,787,400,2284,0.7,1875,2.7
20201102422,71,1842,566,270,1213,0.7,929,1.9
20201102423,38,1846,1090,493,2867,0.8,2796,3.1
20201102424,34,1952,1167,460,2874,0.8,2759,3.3
20201102425,39,1733,856,340,2223,0.8,2137,3
20201102426,30,1950,1171,460,2702,0.8,2681,3.4
20201102427,32,1760,1069,440,2521,0.7,2374,3
20201102428,41,1799,1045,430,2826,0.8,2750,3
20201102501,40,1300,745,320,1778,0.7,1485,2.5
20201102502,40,1430,790,285,1960,0.8,1704,2.5
20201102503,37,1643,858,325,2158,0.8,1792,2.7
20201102504,32,1300,854,300,2036,0.8,1589,2.5
20201102505,40,1192,710,288,1737,0.7,1114,2.1
20201102506,38,1084,647,290,1362,0.7,1146,2.1
20201102507,31,0,2374,0,3750,0.7,3750,3
20201102509,36,1517,836,350,1895,0.8,1830,2.9
20201102510,41,1300,715,340,1767,0.7,1625,2.7
20201102511,36,1109,666,270,1656,0.8,1286,2.2
20201102512,35,1300,774,350,1985,0.8,1829,2.8
20201102514,35,1450,772,340,1922,0.7,1608,2.5
20201102515,43,1700,762,270,2139,0.8,1812,2.7
20201102517,37,1509,940,290,2299,0.8,2136,2.9
20201102519,41,1517,777,290,1899,0.8,1567,2.5
20201102520,32,1222,755,310,1557,0.8,1415,2.5
20201102521,35,1517,808,350,2043,0.7,1797,2.7
20201102522,34,1222,764,323,1807,0.8,1389,2.5
20201102523,32,1408,744,350,1692,0.8,1616,2.9
20201102524,27,1455,893,370,1671,0.8,1696,3
20201102525,35,1473,821,360,1854,0.8,1735,2.8
20201102526,43,1571,908,350,2374,0.7,2125,2.6
20201102527,30,1457,801,350,1855,0.8,1708,3
20201102528,34,1374,771,350,1761,0.8,1687,2.8
20201102529,29,1800,1109,420,2374,0.8,2301,3.1
20201102530,33,1517,780,370,2156,0.7,1696,2.5
20201102531,28,1452,886,350,1836,0.8,1805,2.9
20201102532,28,1560,843,370,2158,0.8,2007,3.1
20201102533,31,2000,1011,350,2430,0.8,2333,3.1
20202102601,45,1733,866,320,2200,0.8,1963,2.9
20202102602,40,1733,755,280,1892,0.9,1895,3
20202102603,47,2167,969,335,2482,0.8,2391,2.8
20202102604,50,1950,766,265,2014,0.7,1837,2.7
20202102605,43,1931,965,320,2588,0.8,2365,2.9
20202102606,38,1300,748,215,2125,0.8,2042,3.1
20202102607,49,1467,793,250,2037,0.8,1718,2.8
20202102608,30,1560,959,360,2205,0.8,2076,3
20202102609,42,1604,740,220,1946,0.8,1765,2.7
20202102610,49,1517,671,275,2014,0.8,1416,2.7
20202102611,45,1300,722,300,2166,0.8,2023,2.9
20202102612,41,1633,803,275,2150,0.8,1812,2.7
20202102613,41,1636,825,500,2215,0.8,2216,3.1
20202102614,42,1950,1069,330,3031,0.8,2416,2.9
20202102615,41,1600,868,250,2214,0.8,1931,2.9
20202102616,47,1733,944,300,2457,0.8,2178,2.7
20202102617,52,1676,630,250,1437,0.8,1333,2.5
20202102618,45,1517,737,333,1937,0.8,1875,2.7
20202102619,44,1809,804,270,2432,0.8,2230,3
20202102701,49,1238,557,300,1145,0.7,974,1.9
20202102702,53,1246,737,300,1571,0.7,1231,2.2
20202102703,0,0,0,0,0,0,0,0
20202102704,48,1426,638,300,1708,0.7,917,1.9
20202102705,49,1300,693,300,1625,0.7,1027,2
20202102706,54,1300,679,300,1738,0.7,1384,2.2
20202102707,44,1556,747,400,1926,0.7,1593,2.4
20202102708,45,1300,716,310,1569,0.8,1289,2.3
20202102709,47,1500,709,363,1875,0.7,1607,2.6
20202102710,51,1470,623,335,1818,0.8,1187,2.3
20202102711,49,1517,732,300,1713,0.8,1277,2
20202102712,54,1382,741,300,1781,0.8,1292,2.1
20202102713,54,1300,728,298,2016,0.8,1271,2.1
20202102714,49,1305,731,348,1699,0.8,1125,2.1
20202102715,56,1590,736,280,1886,0.7,1108,1.9
20202102716,57,1517,583,294,1550,0.8,936,1.8
20202102717,59,1257,603,280,1625,0.7,1024,1.9
20202102718,77,1400,827,300,2175,0.7,1642,2.1
20202102719,55,1777,687,308,1670,0.8,1388,2.2
20202102720,57,1517,618,320,1575,0.7,892,1.9
20202102721,40,1486,718,285,1737,0.8,1450,2.5
20202102722,39,1517,656,160,1337,0.7,928,1.7
20202102723,47,1499,575,278,1474,0.7,900,1.9
20202102724,46,1517,775,410,2062,0.7,1444,2.2
20202102725,48,1359,686,330,1770,0.7,1111,2
20202102726,60,1950,598,360,1396,0.6,1101,2.1
20202102727,42,1300,661,320,1423,0.8,1149,2.2
20202102801,46,1300,690,300,1680,0.8,1275,2.3
20202102802,51,1300,612,300,1687,0.7,1034,2.1
20202102803,54,1148,607,250,1708,0.8,1176,2.3
20202102804,54,1344,631,331,1770,0.8,1449,2.4
20202102805,53,1547,774,311,2044,0.7,1625,2.3
20202102806,57,1509,678,320,1875,0.7,1180,2.1
20202102807,54,1760,967,285,2432,0.7,2017,2.3
20202102808,47,1600,861,340,2104,0.7,1600,2.5
20202102809,56,1300,589,178,1625,0.8,1437,2.4
20202102810,64,1425,570,270,1486,0.7,1012,1.8
20202102811,54,1083,661,175,1696,0.8,1361,2.2
20202102812,48,1300,653,170,1525,0.7,1212,2.2
20202102813,48,1300,696,185,1640,0.9,1375,2.4
20202102814,50,1398,704,280,1791,0.8,1315,2.3
20202102815,52,1534,706,277,1792,0.8,1468,2.3
20202102816,49,1733,654,275,1694,0.8,1480,2.5
20202102817,57,1213,696,275,1542,0.7,1233,2
20202102818,58,1179,581,290,1350,0.7,914,2
20202102819,44,1517,630,320,1571,0.8,1328,2.5
20202102820,58,1478,536,300,1444,0.7,1231,2.2
20202102821,60,1365,602,200,1553,0.6,1008,1.8
20202102822,43,1470,593,270,1478,0.8,1050,2.3
20202102823,50,1419,657,203,1906,0.7,1416,2.2
20202102824,46,1733,694,330,1987,0.7,1848,2.6
20202102825,50,1732,615,315,1525,0.8,1339,2.4
20202102826,50,1603,762,250,2088,0.8,1555,2.5
20202102901,59,1040,475,210,1171,0.7,856,1.7
20202102902,61,1127,481,295,1213,0.6,850,1.9
20202102903,34,1527,789,280,2062,0.8,1702,2.8
20202102904,56,1300,652,200,1520,0.7,1287,2.1
20202102905,52,1387,580,250,1640,0.7,1146,2.1
20202102906,58,1300,491,300,1375,0.8,1057,2.3
20202102907,55,1387,502,285,1449,0.7,1009,2.1
20202102908,55,1300,536,250,1356,0.7,1274,2.2
20202102909,56,1270,467,250,1262,0.6,785,2.1
20202102910,61,1083,486,260,1144,0.7,816,1.9
20202102911,40,1950,824,385,2308,0.8,2033,2.8
20202102912,51,1322,505,285,1305,0.7,893,2.1
20202102913,46,1600,778,270,1937,0.8,1487,2.6
20202103001,46,1993,927,375,2577,0.7,2132,2.7
20202103002,46,1918,831,410,2288,0.8,2047,2.8
20202103003,48,1797,820,280,1972,0.7,1825,2.6
20202103004,45,2167,866,300,2433,0.8,2225,2.8
20202103005,46,2500,915,300,2416,0.8,2250,2.5
20202103006,48,1950,862,320,2678,0.8,2134,2.6
20202103007,48,1853,737,340,2087,0.7,1864,2.6
20202103008,52,1738,904,248,2125,0.7,1649,2.3
20202103009,40,1700,900,395,2202,0.8,2016,2.7
20202103010,40,1412,791,360,1760,0.8,1643,2.5
20202103011,51,1257,721,360,1920,0.7,1613,2.2
20202103012,47,1479,742,350,1875,0.8,1554,2.4
20202103013,50,1539,685,375,1721,0.7,1203,2
20202103014,47,2000,697,247,2250,0.7,1125,2.1
20202103015,55,1733,713,355,1983,0.7,1516,2.1
20202103016,46,1733,888,375,2266,0.8,1518,2.2
20202103018,51,1677,566,320,1638,0.7,1125,2.1
20202103019,49,2076,729,360,2402,0.7,1731,2.3
20202103020,42,1810,801,400,2067,0.7,1764,2.5
20202103021,46,1733,794,478,2068,0.7,1634,2.5
20202103022,62,0,450,0,900,0.8,474,1.7
20202103023,35,1598,720,323,1781,0.8,1552,2.7
20202103024,49,2167,676,325,2172,0.8,2028,2.6
20202103025,48,2047,785,220,1946,0.7,1687,2.5
20202103101,42,2013,1070,400,2788,0.7,2404,2.6
20202103102,41,1900,1003,477,2737,0.8,2350,2.7
20202103104,45,2167,979,465,2840,0.8,2522,2.8
20202103105,46,1937,888,431,3015,0.8,2646,2.9
20202103106,47,2600,1012,330,3250,0.8,2812,2.9
20202103107,47,2409,819,200,2433,0.7,1958,2.5
20202103108,49,2200,739,500,3250,0.8,3031,2.7
20202103109,46,1825,925,630,2468,0.8,2250,2.8
20202103110,48,2513,1094,344,2729,0.8,2360,2.6
20202103111,40,1733,777,403,2194,0.8,1951,2.8
20202103112,43,1733,787,381,2294,0.7,1899,2.4
20202103113,42,2000,846,360,2446,0.8,2150,2.8
20202103114,48,1380,848,400,2349,0.7,1600,2.4
20202103115,49,1733,770,336,2139,0.8,1359,2
20202103116,50,2195,671,431,2895,0.7,2042,2.3
20202103117,73,791,546,180,1016,0.6,869,1.7
20202103118,45,2210,1034,452,2866,0.8,2781,2.9
20203103201,43,1733,904,210,2395,0.8,2202,2.9
20203103202,56,1300,494,210,1260,0.7,855,2
20203103203,37,1185,697,260,2013,0.8,1557,2.6
20203103204,49,1083,757,200,1850,0.8,1761,2.6
20203103205,42,1517,786,215,2066,0.8,1839,2.7
20203103206,51,1300,625,195,1890,0.8,1395,2.4
20203103207,45,1327,654,330,1637,0.8,1437,2.7
20203103208,53,1279,707,250,1625,0.8,1534,2.5
20203103209,47,1083,562,220,1452,0.8,1205,2.6
20203103210,40,1300,671,250,1781,0.8,1452,2.6
20203103211,41,1600,769,290,1741,0.8,1710,2.8
20203103212,47,1950,718,213,1656,0.8,1471,2.5
20203103213,50,932,544,250,1292,0.7,884,2.1
20203103301,54,867,482,190,1238,0.7,840,2.1
20203103302,50,1083,609,215,1366,0.7,1242,2.2
20203103303,50,1192,791,143,2036,0.7,1708,2.4
20203103304,54,867,482,190,1183,0.8,982,2.1
20203103305,40,867,686,100,1429,0.8,1323,2.5
20203103306,51,867,652,200,1593,0.8,1181,2.2
20203103307,57,758,514,188,1277,0.8,952,2.2
20203103308,56,675,520,125,1364,0.8,1029,2.1
20203103309,58,867,468,192,1169,0.8,863,2
20203103310,57,520,429,125,833,0.7,698,2
20203103311,51,680,510,280,1437,0.8,1125,2.5
20203103312,47,1049,609,100,1792,0.8,1321,2.5
20203103313,47,1300,781,138,1833,0.7,1511,2.7
20203103314,57,652,489,140,1295,0.7,852,1.9
20203103315,58,867,543,196,1553,0.7,1221,2.2
20203103316,42,690,711,100,1583,0.8,1273,2.4
20203103317,46,840,694,160,1583,0.7,1263,2.4
20203103318,58,910,541,160,1260,0.7,862,1.9
20203103319,49,670,570,133,1235,0.8,966,2.2
20203103320,44,813,530,170,959,0.7,924,2.2
20203103321,58,800,466,178,1269,0.8,900,2
20203103322,57,933,490,200,1149,0.7,839,2.1
20301103401,41,1733,675,390,2044,0.8,1843,3.1
20301103402,35,2167,912,470,2555,0.9,2474,3.5
20301103403,38,2167,752,360,2238,0.8,2103,3.1
20301103404,47,2167,930,100,2700,0.8,2700,3.1
20301103407,37,1733,721,420,1812,0.7,1467,2.7
20301103408,48,1300,615,337,1431,0.7,1153,2
20301103411,44,1950,837,338,2250,0.8,2125,3
20301103412,30,1832,1068,425,2365,0.8,2246,3.1
20301103413,39,1733,821,360,1978,0.8,1725,2.7
20301103414,50,1239,729,205,1875,0.7,1687,2.8
20301103415,33,2670,1323,350,3718,0.9,3791,3.8
20301103416,48,2000,846,460,2399,0.8,2200,2.7
20301103417,36,1950,859,430,2647,0.9,2598,3.4
20301103501,38,2167,924,250,2429,0.8,2379,3.1
20301103502,41,1387,633,300,1843,0.8,1525,2.6
20301103503,37,1668,781,340,1982,0.8,1809,2.8
20301103504,47,1402,766,385,2536,0.8,2333,2.9
20301103505,37,1733,760,340,1991,0.8,1796,2.7
20301103506,38,2167,976,260,2523,0.8,2443,3.2
20301103507,42,2167,895,233,2583,0.9,2468,3.3
20301103508,49,1733,790,350,2125,0.8,1978,2.6
20301103509,38,2167,823,450,2215,0.8,2163,3.1
20301103510,49,2100,831,330,2036,0.8,1800,2.6
20301103511,41,1315,763,293,1902,0.8,1795,2.8
20301103512,46,1300,568,295,1473,0.9,1324,2.6
20301103513,47,973,627,215,1552,0.7,1191,2.3
20301103514,37,1881,808,520,2274,0.9,2129,3.2
20301103515,39,1950,762,420,2363,0.8,2104,3
20301103516,36,1950,834,425,2250,0.8,2131,3
20301103601,59,1517,655,321,1474,0.7,1147,2
20301103602,44,1965,779,318,2230,0.8,2150,2.8
20301103603,44,2450,751,340,2104,0.8,2150,3
20301103604,47,1614,836,200,2017,0.8,1792,2.5
20301103605,49,1647,785,230,1928,0.8,1875,2.6
20301103606,44,2234,1151,301,3250,0.7,2562,2.8
20301103607,45,2145,835,300,2236,0.8,2087,2.9
20301103608,42,2194,1026,300,2849,0.8,2463,3
20301103609,39,2167,1129,410,3150,0.8,2714,2.9
20301103610,44,2167,878,324,2600,0.8,2025,2.8
20301103612,42,2000,906,398,2235,0.8,2147,2.8
20301103613,44,1339,653,240,1791,0.7,1363,2.3
20301103614,35,2150,1015,375,2874,0.9,2750,3.4
20301103615,42,1624,665,280,1625,0.7,1350,2.5
20301103617,30,1799,1125,468,2287,0.8,2237,3
20301103618,42,1300,770,330,1642,0.8,1355,2.3
20301103619,43,1800,846,300,2217,0.8,1910,2.5
20301103620,39,1370,697,290,1735,0.7,1269,2.2
20302103701,35,1682,793,361,1875,0.8,1722,2.5
20302103702,33,1569,814,350,2164,0.8,1608,2.2
20302103703,37,1468,667,350,1803,0.8,1281,2.3
20302103704,40,1354,693,350,1708,0.7,1366,2.3
20302103705,39,1322,591,280,1270,0.8,920,2
20302103706,35,1339,802,298,1862,0.8,1304,1.9
20302103707,42,1790,937,300,2519,0.9,1671,2.4
20302103708,0,0,0,0,0,0,0,0
20302103709,35,1700,805,340,1899,0.8,1466,2.4
20302103710,55,1790,860,336,1983,0.8,1571,2.2
20302103711,38,1684,846,345,2325,0.8,1724,2.4
20302103712,37,1733,943,360,2437,0.8,1548,2.1
20302103713,34,1517,1022,338,2411,0.9,2098,2.4
20302103714,35,2163,863,380,2159,0.8,1683,2.4
20302103715,37,1764,814,380,2039,0.8,1666,2.4
20302103716,32,1597,849,348,2141,0.8,1666,2.4
20302103717,34,1800,752,363,1850,0.7,1488,2.2
20302103718,34,1854,756,360,1674,0.8,1389,2.3
20302103719,41,1820,739,330,2055,0.7,1490,2.3
20302103720,32,1850,731,300,1486,0.8,1420,2.5
20302103721,46,1500,789,340,1812,0.7,1604,2.4
20302103722,33,1733,809,365,1875,0.7,1424,2.3
20302103723,37,1842,887,345,2374,0.9,1567,2.4
20302103724,37,1941,927,373,2392,0.7,1649,2.1
20302103725,42,1800,762,384,2222,0.7,1350,2.3
20302103726,44,1645,748,325,2150,0.8,1480,2.3
20302103727,36,1625,700,320,1708,0.8,1358,2.1
20302103728,38,1603,751,340,2216,0.8,1488,2
20302103729,36,1555,866,340,2203,0.8,1660,2.2
20302103730,45,1792,790,358,2482,0.8,1392,2.2
20302103731,39,1842,937,330,2523,0.9,1805,2.4
20302103732,30,1863,828,380,2050,0.8,1562,2.5
20302103904,44,2167,919,350,2632,0.8,1695,2.2
20302103905,38,2234,956,320,2454,0.8,1702,2
20302103906,42,2059,868,380,2694,0.8,2018,2.5
20302103907,38,2095,795,310,2216,0.9,1645,2.4
20302103908,38,1600,920,350,2250,0.8,1583,2.2
20302103909,43,2167,1017,350,3139,0.8,2062,2.3
20302103910,35,2035,794,420,2297,0.9,1703,1.7
20302103911,48,2063,639,364,1974,0.8,1515,2
20302103912,52,2210,916,370,2230,0.7,1612,1.9
20302103913,39,1300,1043,360,2367,0.8,1687,2.1
20302103914,37,1727,978,350,2473,0.8,1639,2.2
20302103915,40,1181,693,300,1575,0.8,1110,2
20302103916,41,1205,613,278,1731,0.8,981,1.9
20302103917,37,1833,1099,370,2732,0.8,2018,2.4
20302103918,38,1900,1012,370,2421,0.8,2090,2.3
20302103919,40,2000,1012,355,2750,0.8,1926,2.2
20302103920,38,2000,996,325,2720,0.8,2050,2.4
20302103921,47,1854,877,330,2392,0.7,1583,2.1
20302103922,40,2167,917,400,2333,0.8,1674,2.4
20302103923,42,1928,945,320,2785,0.8,1894,2.4
20302103924,51,1673,936,360,2432,0.7,2112,2.4
20302103925,35,1379,716,320,1761,0.7,1322,2.1
20302103927,39,1517,781,338,2033,0.8,1431,2.2
20302103928,39,1300,616,305,1433,0.7,1098,2.2
20302103929,36,1517,782,300,1430,0.8,1176,2
20302103930,43,1365,611,220,1642,0.8,952,1.7
20302103931,0,0,0,0,0,0,0,0
20302103932,41,1495,729,275,1375,0.8,1012,1.8
20302103933,49,1517,807,360,2550,0.8,1562,2
20302103934,48,1650,817,390,1981,0.7,1828,2.2
20302103935,45,2000,1050,360,2607,0.8,2016,2.3
20302103936,26,0,875,0,0,0,0,0
20302103937,32,1695,633,380,1625,0.8,1178,1.7
20302103938,33,1925,845,320,2208,0.9,1521,2
20302103939,38,1733,938,400,2250,0.8,1454,1.8
20302104001,38,2167,938,295,2853,0.8,1963,2.7
20302104002,43,1950,987,300,2562,0.8,1812,2.4
20302104003,37,1975,1033,300,2611,0.9,1687,2.3
20302104004,35,1742,922,320,2240,0.8,1758,2.3
20302104005,41,2167,936,330,2449,0.8,1958,2.5
20302104006,39,1800,843,269,2055,0.8,1268,2.2
20302104007,35,1948,996,350,2916,0.9,2132,2.7
20302104008,41,2292,912,320,2788,0.8,1890,2.3
20302104009,35,1934,972,350,2374,0.8,1649,2.2
20302104010,40,2137,1054,345,2659,0.8,1829,2.2
20302104011,34,1798,1075,370,2750,0.8,1906,2.2
20302104012,34,1921,1016,350,2100,0.8,1687,2.2
20302104013,35,2100,912,350,2531,0.8,1762,2.3
20302104014,42,2167,914,350,2555,0.8,1611,2.3
20302104015,36,1733,907,318,2304,0.8,1777,2.2
20302104016,36,1793,888,301,2238,0.8,1474,2.1
20302104017,40,1674,1120,370,2536,0.8,1974,2.4
20302104018,33,1612,913,358,2356,0.8,1730,2
20302104019,37,2000,1270,345,2924,0.8,2200,2.3
20302104020,35,2429,1034,390,2431,0.8,2050,2.5
20302104021,37,1975,1042,430,3021,0.8,1924,2.3
20302104022,38,2008,1055,381,2833,0.8,1928,2.2
20302104023,40,1921,976,350,2476,0.7,1764,2.2
20302104024,36,1800,912,355,2216,0.9,1875,2.4
20302104025,36,2000,1079,360,2899,0.8,1829,2.2
20302104026,37,1726,785,250,1875,0.9,1047,1.8
20302104027,34,1775,1004,350,2457,0.9,1825,2.4
20302104028,40,1800,959,308,2343,0.8,1803,2.4
20302104029,38,1625,856,231,2019,0.8,1258,1.9
20302104030,38,1300,865,323,2062,0.8,1452,1.9
20302104031,41,1733,811,295,1954,0.8,1431,2.2
20302104032,32,1603,837,270,1833,0.8,1419,2
20302104033,34,1800,858,281,2027,0.8,1343,2.1
20302104034,39,1800,879,330,2462,0.8,2010,2.5
20302104035,50,1939,832,310,2285,0.7,1647,2.3
20302104036,49,1733,848,390,2849,0.8,2527,2.8
20302104038,37,1564,815,330,2033,0.8,1507,2.3
20302104039,36,1779,922,360,2067,0.8,1724,2.3
20302104040,35,1733,868,300,2250,0.8,1666,2.3
20302104041,35,1800,841,333,2225,0.8,1583,2.3
20302104042,36,1560,726,336,1895,0.8,1429,2.1
20302104043,37,1612,803,269,2100,0.7,1422,2.2
20302104044,34,1848,990,353,2116,0.7,1523,2.2
20302104045,45,1810,664,345,1652,0.7,1330,2.3
20302104046,39,1733,831,350,2125,0.7,1589,2.3
20302104047,47,1695,678,325,2276,0.8,2010,2.3
20302104048,35,1700,911,353,2274,0.8,1839,2.4
20302104049,35,1685,935,318,2527,0.9,1774,2.2
20302104050,35,1717,884,380,2196,0.8,1830,2.3
20302104051,40,2000,687,350,1875,0.8,1812,2.7
20302104052,34,2024,1100,473,2714,0.7,2307,2.6
20302104053,32,2167,1333,528,3192,0.8,3081,3.1
