SA1_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
20501107633,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,5,6,4,0,0,0,22,0,0,0,0,0,0,0,0,8,8,8,10,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,8,8,5,10,0,0,0,30
20501107635,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,17,18,5,3,4,4,0,54,0,0,0,0,0,0,0,0,21,24,10,3,8,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,5,0,0,0,24,0,0,0,0,0,0,0,0,7,3,5,7,0,0,0,27,25,29,14,9,8,0,0,93
20501107636,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,6,5,0,0,0,0,0,0,4,38,22,16,7,0,0,0,87,0,0,0,0,0,0,0,0,40,35,24,10,0,5,0,109,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,7,7,4,0,0,0,19,0,0,0,0,0,0,0,0,3,12,9,0,6,4,0,31,44,38,29,16,9,4,0,146
20501107637,7,3,0,3,0,0,4,12,5,0,3,0,0,3,0,14,5,0,0,0,0,0,0,6,25,22,13,6,15,0,0,90,0,0,0,0,0,0,0,0,36,30,14,15,13,7,5,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,12,12,3,0,0,52,0,0,0,0,0,0,0,0,13,23,6,11,4,0,0,62,52,53,27,26,22,9,3,180
20501107638,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,17,15,5,3,5,0,0,53,0,0,0,0,0,0,0,0,26,17,13,3,7,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,13,8,6,3,4,0,37,0,0,0,0,0,0,0,0,7,18,9,4,8,4,0,47,36,37,22,9,8,4,0,115
20501107639,4,3,0,0,0,0,0,8,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,33,35,18,16,5,5,0,108,0,0,0,0,0,0,0,0,40,37,16,15,11,4,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,40,19,21,12,9,0,131
20501107640,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,23,16,3,7,3,0,0,43,0,0,0,0,0,0,0,0,21,19,0,9,3,0,0,54,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,8,11,6,5,0,0,0,34,0,0,0,0,0,0,0,3,14,14,12,11,3,0,0,47,36,34,11,16,7,0,0,97
20501107641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,5,4,3,0,44,0,0,0,0,0,0,0,0,21,11,3,6,4,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,27,11,5,5,4,3,0,57
20501107642,0,0,3,4,0,0,0,7,5,0,0,4,0,0,0,8,0,5,0,0,0,0,0,3,41,31,14,8,13,0,0,115,3,0,0,0,0,0,0,3,49,31,17,18,20,0,0,138,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,4,7,4,3,0,0,0,0,23,0,0,0,0,0,0,0,0,11,5,8,3,0,0,0,29,56,42,27,18,22,0,0,171
20501107643,0,0,0,5,0,0,0,14,6,3,3,0,3,0,0,14,5,0,0,0,0,0,0,6,31,26,11,8,14,4,0,98,0,0,0,0,0,0,0,0,41,32,17,13,18,3,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,3,3,0,0,16,0,3,0,0,0,0,0,9,0,8,6,3,3,0,0,26,44,42,19,22,24,10,0,156
20501107644,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,4,0,5,0,0,31,0,0,0,0,0,0,0,0,17,12,6,3,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,5,12,6,4,0,4,0,0,23,24,17,7,3,7,0,0,62
20501107645,4,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,25,19,5,0,5,0,0,56,0,0,0,0,0,0,0,0,27,28,9,0,5,0,0,70,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,4,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,4,4,3,7,7,0,0,25,31,25,13,10,4,0,0,90
20501107646,3,5,3,0,7,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,39,23,3,3,8,0,0,71,0,0,0,0,0,0,0,0,42,25,7,4,13,3,0,96,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,3,7,4,0,0,43,4,3,0,0,0,0,0,3,16,17,3,7,8,0,0,47,58,47,8,13,13,5,0,144
20501107647,8,12,11,5,3,0,0,40,3,3,6,0,0,0,0,12,0,4,4,0,0,0,0,10,39,43,23,13,10,4,4,139,0,0,0,0,0,0,0,0,62,57,39,14,18,9,4,200,0,0,0,0,0,0,0,0,5,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,8,7,5,0,7,5,0,27,71,64,42,14,17,10,3,226
20501107648,0,0,0,0,0,3,0,11,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,42,17,3,4,0,4,0,69,0,0,0,0,0,0,0,0,50,20,10,7,5,9,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,15,54,25,14,7,8,9,0,105
20501107649,0,4,0,0,0,5,0,4,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,18,9,12,6,3,3,0,50,0,0,0,0,0,0,0,0,16,13,17,9,9,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,18,13,15,11,9,5,0,71
20501107650,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,3,17,12,8,3,11,4,0,57,0,0,0,0,0,0,0,0,22,14,6,7,12,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,11,4,4,3,0,0,30,0,0,0,0,0,0,0,0,5,9,4,4,6,0,0,29,28,28,9,14,15,4,0,101
20501107651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,6,7,4,0,0,38,0,0,0,0,0,0,0,0,18,10,9,10,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,17,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,16,14,17,12,6,10,0,0,64
20501107652,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,10,12,10,3,0,4,0,38,0,0,0,0,0,0,0,0,18,12,6,3,4,5,0,54,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,8,5,3,0,0,0,0,14,0,0,0,0,0,0,0,3,8,4,9,0,0,4,0,22,22,19,16,3,4,7,0,77
20501107653,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,28,10,3,0,0,0,0,49,0,0,0,0,0,0,0,0,30,20,3,0,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,9,6,0,0,17,0,0,0,0,0,0,0,0,0,4,0,7,6,0,0,25,37,26,4,7,12,3,0,83
20501107654,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,5,7,26,11,8,8,3,0,61,0,0,0,0,0,0,0,0,18,25,11,8,9,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,9,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,10,18,28,17,8,11,9,0,84
20501107655,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,13,17,11,8,4,5,0,64,0,0,0,0,0,0,0,0,20,20,14,11,11,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14,11,11,4,0,91
20501107656,4,3,0,0,0,0,0,7,9,6,5,0,0,0,0,14,0,0,0,0,0,0,0,0,23,21,8,0,10,9,4,75,0,0,0,0,0,0,0,0,39,32,14,0,10,9,4,96,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,0,3,0,24,0,0,0,0,0,0,0,0,6,9,7,5,0,3,0,33,44,37,20,12,12,4,0,133
20501107657,0,0,0,0,5,0,0,3,10,4,6,0,0,0,0,16,0,0,0,0,0,0,0,5,32,34,16,8,11,0,0,101,0,0,0,0,0,0,0,0,38,42,16,17,13,4,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,3,5,0,0,23,0,0,0,0,0,0,0,0,9,3,4,5,5,0,0,23,44,44,21,19,13,3,0,152
20501107701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20501107702,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,4,5,3,3,0,7,0,0,23,0,0,0,0,0,0,0,0,6,3,3,0,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,7,0,0,28
20501107703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,6,0,0,0,19,0,0,0,0,0,0,0,0,6,8,7,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,8,7,6,0,0,0,26
20501107704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,12,4,3,8,0,0,43,0,0,0,0,0,0,0,0,11,12,8,3,12,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,15,13,17,12,7,15,7,0,61
20501107705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,8,4,3,0,0,24,0,0,0,0,0,0,0,0,5,6,11,0,0,5,0,36,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,7,6,4,7,0,0,13,7,11,13,4,9,5,0,52
20501107706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20501107707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20501107708,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,17,4,4,4,0,0,41,0,0,0,0,0,0,0,0,12,25,5,9,13,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,3,7,0,0,19,0,0,0,0,0,0,0,0,4,10,0,0,7,0,0,25,16,31,6,10,17,0,0,77
20501107709,0,0,0,4,4,0,0,6,0,8,0,4,0,0,0,7,0,4,0,0,0,0,0,8,29,25,19,9,13,4,0,105,0,3,0,0,0,0,0,3,36,38,21,18,17,5,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,12,0,0,0,0,0,0,0,0,3,7,5,6,4,0,0,26,37,40,25,22,23,3,0,160
20501107710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,13,5,0,4,0,47,0,0,0,0,0,0,0,0,18,9,13,5,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,19,21,20,17,5,9,4,0,73
20501107711,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,13,0,0,0,0,0,0,0,0,4,0,9,4,5,0,0,30,0,0,0,0,0,0,0,0,8,7,13,5,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,22,10,10,13,17,10,0,0,54
20501107712,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,6,0,0,0,0,0,0,5,15,26,17,12,7,9,0,83,0,0,0,0,0,0,0,0,19,27,20,18,12,10,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,15,19,27,24,19,9,10,0,110
20501107713,6,3,0,0,0,0,0,6,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,4,15,5,8,3,8,0,0,38,0,0,3,0,0,0,0,5,12,19,9,3,10,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,3,0,17,0,0,0,0,0,0,0,0,0,4,3,4,7,3,0,21,12,19,16,4,16,4,0,77
20501107714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,18,15,12,12,10,0,0,65,0,0,0,0,0,0,0,0,20,19,9,12,10,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,20,19,14,12,10,6,0,73
20501107715,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,19,7,6,12,7,4,0,60,0,0,0,0,0,0,0,0,19,14,7,9,10,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,19,12,7,9,10,4,0,71
20501107716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,7,25,9,9,16,3,3,82,0,0,0,0,0,0,0,0,8,31,14,9,15,9,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,33,15,9,21,9,3,96
20501107717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,14,8,4,5,0,59,0,0,0,0,0,0,0,0,16,18,13,8,3,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,16,20,13,10,7,5,0,73
20501107718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20501107719,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,15,17,14,7,10,5,0,65,0,0,0,0,0,0,0,0,19,15,14,9,9,4,0,72,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,20,27,22,18,8,10,8,0,92
20501107720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,4,4,7,6,6,4,0,29,3,0,0,0,0,0,0,0,7,6,11,7,6,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,7,8,4,0,41
20501107721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,19,17,18,9,12,3,0,67,0,0,0,0,0,0,0,0,18,12,16,10,14,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,10,21,19,19,12,17,3,0,92
20501107722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,10,6,6,0,6,0,0,31,0,0,0,0,0,0,0,0,10,12,5,0,6,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,14,14,5,4,8,4,0,46
20501107801,3,3,0,0,0,0,0,7,5,0,6,0,0,0,0,6,0,3,0,0,3,0,0,7,51,44,22,6,9,0,0,134,0,0,0,0,0,0,0,6,60,54,24,10,15,0,0,158,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,19,7,3,0,4,0,41,0,0,0,0,0,0,0,0,9,21,10,4,7,4,0,46,64,69,34,16,18,3,0,204
20501107802,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,9,9,3,6,0,0,41,0,0,0,0,0,0,0,0,8,16,7,3,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,8,18,14,8,10,0,0,56
20501107803,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,10,3,3,0,0,36,0,0,0,0,0,0,0,0,4,16,10,3,4,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,16,10,3,4,0,5,42
20501107804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,10,6,3,9,3,0,43,0,0,0,0,0,0,0,0,4,12,6,3,9,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,6,3,10,4,0,47
20501107805,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,4,3,10,8,3,9,5,0,45,0,0,0,0,0,0,0,0,3,13,7,3,11,4,0,51,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,16,8,15,16,4,11,5,0,64
20501107806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,9,19,12,9,3,6,0,0,53,0,0,0,0,0,0,0,0,19,12,8,10,11,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,0,0,20,0,0,0,0,0,0,0,0,0,6,3,4,6,0,0,21,23,21,9,10,19,0,0,84
20501107807,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,9,0,0,0,0,0,0,0,5,9,8,7,4,11,5,0,39,0,0,0,0,0,0,0,0,6,14,12,4,12,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,11,12,7,16,4,0,61
20501107808,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,30,18,5,8,0,0,72,0,0,0,0,0,0,0,0,17,32,22,5,8,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,5,4,3,0,0,23,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,22,20,34,25,15,16,0,0,107
20501107809,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,5,9,4,5,0,0,44,0,0,0,0,0,0,0,0,23,12,4,4,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,6,0,0,16,0,0,0,0,0,0,0,0,3,8,4,0,6,0,0,16,26,16,8,4,7,5,0,74
20501107810,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,23,0,0,0,0,0,0,0,0,7,10,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,16,9,8,11,8,0,0,0,46
20501107811,4,8,4,3,3,0,0,19,3,4,0,0,6,0,0,17,0,4,0,0,0,0,0,10,62,60,43,29,35,10,4,232,0,0,0,0,0,0,0,0,71,72,43,34,40,8,4,276,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,0,4,3,0,0,0,3,8,16,8,10,10,0,0,54,0,0,0,0,0,0,0,0,8,16,10,14,18,4,0,70,82,89,57,49,55,14,5,346
