SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
20803119340,94,67,36,48,79,71,50,22,9,482
20803119341,65,53,28,31,75,57,42,16,4,372
20803119342,108,87,43,60,109,68,34,31,20,561
20803119343,108,76,42,74,76,95,31,6,5,532
20804119401,78,73,41,33,84,64,33,21,9,439
20804119403,29,38,116,66,40,31,29,18,7,377
20804119404,30,41,95,52,43,27,24,41,78,435
20804119405,35,36,91,64,31,19,17,19,9,318
20804119406,35,15,68,56,25,25,15,6,4,247
20804119407,43,30,36,27,38,27,13,16,3,229
20804119408,57,43,49,52,41,26,16,11,5,292
20804119409,78,59,55,51,58,45,28,17,8,388
20804119410,102,65,161,139,85,69,54,34,8,717
20804119411,85,65,162,131,87,63,39,17,5,659
20804119412,48,36,29,31,33,42,34,33,7,294
20804119413,71,30,33,43,56,59,44,28,11,372
20804119414,66,36,24,41,62,32,33,18,11,326
20804119415,65,58,57,38,68,51,51,36,11,439
20804119416,75,49,58,40,72,20,31,32,22,409
20804119417,64,54,19,42,58,50,57,42,11,394
20804119418,54,58,71,63,54,60,65,35,9,482
20804119419,44,67,195,82,54,34,41,11,9,535
20804119420,37,48,57,34,43,27,28,16,4,298
20804119421,50,40,18,22,52,49,40,31,8,310
20804119423,69,51,51,44,52,44,25,14,6,365
20804119424,47,41,85,77,49,42,28,26,8,394
20804119425,86,76,58,54,85,95,43,35,9,541
20804119426,84,66,58,70,70,30,21,9,3,413
20804119427,57,36,35,45,44,22,17,9,5,266
20804119428,63,34,39,36,55,32,35,19,7,313
20804119429,10,10,17,5,16,16,22,83,73,255
20804119430,55,55,27,27,47,37,40,36,8,326
20804119431,81,88,33,45,64,97,79,44,13,545
20804119432,48,50,105,68,70,59,55,42,12,507
20804119433,51,36,49,40,58,37,40,12,5,336
20804119434,91,59,97,75,65,52,50,30,9,533
20804119435,45,45,78,81,59,60,85,55,7,518
20804119436,57,53,35,39,74,52,53,33,19,414
20804119437,44,31,22,28,30,23,18,16,7,216
20804119438,81,73,41,55,73,53,61,63,93,587
20804119439,61,57,32,35,51,48,45,26,6,356
20804119440,73,65,90,77,68,60,52,38,11,533
20804119441,48,59,53,47,41,37,29,18,6,334
20804119442,58,53,15,35,51,48,29,36,18,343
20804119443,138,107,102,119,113,100,63,40,15,784
20804119444,61,91,24,31,70,67,41,10,9,405
20804119445,47,50,75,56,39,32,24,11,0,329
20804119446,67,77,17,18,75,38,25,24,13,350
20804119447,23,27,58,22,22,38,34,34,22,272
20804119448,28,24,45,35,31,19,26,27,9,238
20804119449,87,46,19,55,67,40,29,24,9,374
20804119450,37,40,36,49,37,26,33,20,3,274
20804119451,37,60,29,12,49,46,45,31,13,322
20804119452,56,53,39,43,58,75,40,39,11,414
20804119453,44,41,97,79,58,39,50,23,10,448
20804119502,47,44,66,51,48,33,31,27,3,360
20804119503,36,23,10,31,27,38,29,22,9,224
20804119504,69,42,67,59,64,53,62,19,8,451
20804119505,78,86,85,63,70,60,55,21,4,523
20804119506,55,60,56,55,54,61,46,18,4,416
20804119507,70,72,34,55,72,62,57,35,10,476
20804119508,49,54,36,29,63,37,33,15,9,317
20804119509,114,82,56,59,91,75,32,28,5,550
20804119510,91,64,39,59,80,51,61,41,6,485
20804119511,103,77,21,55,73,75,66,27,11,502
20804119512,99,67,20,40,74,65,39,17,12,438
20804119513,117,123,29,42,116,91,77,31,8,641
20804119515,75,82,130,80,63,34,39,16,3,527
20804119516,73,141,164,88,60,34,14,10,3,583
20804119517,87,51,29,30,68,35,26,16,4,342
20804119518,89,71,92,58,80,54,43,19,8,515
20804119519,58,71,50,45,52,44,39,28,3,394
20804119520,112,114,114,100,108,97,69,30,8,757
20804119521,62,61,57,41,59,64,39,34,61,477
20804119522,80,44,64,73,71,75,29,28,5,469
20804119523,67,30,38,52,48,39,33,6,0,310
20804119525,73,39,45,62,44,34,27,15,13,345
20804119526,56,62,47,46,53,37,18,16,3,332
20804119527,56,46,84,50,36,27,27,27,0,347
20804119528,54,42,64,44,29,30,7,15,6,296
20804119529,54,27,19,19,50,37,27,24,6,268
20804119530,100,69,74,75,77,67,38,12,9,529
20804119531,86,68,44,70,70,44,45,25,15,466
20804119532,66,49,93,72,52,33,31,25,0,422
20804119533,95,82,60,61,91,59,50,70,68,630
20804119534,54,83,59,28,75,53,35,20,5,407
20804119535,35,53,186,88,46,39,37,16,4,501
20804119536,46,42,64,53,49,46,25,15,9,346
20804119537,46,78,77,67,49,70,40,18,11,445
20804119538,49,45,88,54,29,46,21,10,19,350
20804119539,61,35,38,46,41,26,49,17,15,320
20804119540,78,89,91,82,62,68,31,19,26,555
20804119541,61,73,32,55,55,56,40,16,5,391
20804119542,103,63,35,67,68,59,35,14,3,448
20804119543,76,59,36,49,64,62,79,59,16,492
20804119544,92,53,50,80,70,69,39,13,4,474
20804119545,39,40,20,42,50,24,28,5,9,256
20804119546,42,29,36,22,38,39,36,21,0,273
20804119547,53,24,47,56,36,29,35,48,99,428
20804119548,43,32,21,21,30,31,24,12,5,224
20804119549,34,42,22,32,37,26,43,24,3,266
20804119550,0,0,4,0,0,0,0,0,0,3
20804119551,62,53,53,39,45,52,35,19,16,368
20804119552,30,83,117,39,24,25,15,6,0,344
20804119553,101,96,100,79,86,48,22,20,11,574
20804119554,72,32,78,73,64,29,38,45,59,486
20804119555,36,29,52,30,47,30,28,11,8,270
20804119556,17,95,122,16,10,12,8,4,0,287
20901119601,88,63,78,60,68,38,30,50,6,488
20901119602,73,44,45,49,45,37,22,39,11,374
20901119603,43,28,32,28,23,18,26,25,7,232
20901119604,56,79,83,47,62,38,47,29,8,444
20901119605,73,52,83,54,65,57,63,53,19,515
20901119606,83,44,67,73,56,33,46,41,8,448
20901119607,56,51,77,54,42,57,59,35,19,450
20901119608,90,70,73,84,66,48,62,40,3,543
20901119609,63,33,38,60,31,36,67,40,16,377
20901119610,78,40,38,63,51,41,58,42,5,416
20901119612,76,80,38,46,92,88,55,21,3,509
20901119613,75,73,52,48,69,54,61,73,60,567
20901119614,59,51,36,31,51,40,34,16,8,323
20901119615,57,49,81,57,50,46,32,34,12,424
20901119616,55,45,74,52,46,39,25,23,9,359
20901119617,80,56,90,58,60,68,32,38,14,497
20901119618,69,60,92,55,61,34,33,19,11,439
20901119619,75,33,43,62,43,38,30,28,5,362
20901119620,67,33,25,45,46,23,32,22,8,309
20901119621,76,18,35,45,53,23,31,30,11,314
20901119622,73,32,55,45,42,32,43,23,7,352
20901119623,67,73,39,42,77,65,23,4,3,396
20901119624,105,156,82,60,148,101,51,8,3,714
20901119701,99,39,63,95,47,60,61,30,9,496
20901119702,68,45,43,63,64,56,46,39,0,424
20901119703,90,54,46,71,63,86,75,44,6,538
20901119704,116,38,53,82,75,62,57,47,10,542
20901119705,140,78,60,124,117,75,65,28,19,697
20901119706,81,44,47,59,64,58,46,42,25,467
20901119707,60,24,50,50,46,33,36,19,4,323
20901119708,54,35,19,43,33,14,31,14,5,255
20901119709,94,36,31,65,61,28,36,31,3,373
20901119710,119,51,63,83,72,58,66,23,9,548
20901119711,65,59,43,64,55,43,32,24,6,396
20901119712,73,48,49,81,52,46,27,17,3,398
20901119713,55,30,25,45,43,44,50,17,3,315
20901119714,95,47,40,76,68,29,32,20,6,408
20901119715,144,53,63,111,80,72,78,50,15,650
20901119716,47,18,19,39,30,28,44,23,5,257
20901119717,76,22,30,62,48,32,51,18,5,346
20901119718,66,30,37,41,48,62,38,19,0,338
20901119719,77,37,41,53,42,56,43,12,0,356
20901119720,39,30,20,26,27,36,70,112,84,450
20901119721,80,65,27,51,73,66,36,19,0,412
20901119722,77,26,32,54,42,59,43,14,7,351
20901119723,98,51,28,79,48,46,67,48,6,466
20901119724,103,91,36,77,80,103,72,14,3,587
20901119725,88,45,34,74,58,62,61,21,14,451
20901119726,106,51,32,64,70,58,41,10,3,436
20901119727,69,38,45,46,46,37,44,46,4,372
20901119728,90,36,52,58,49,38,30,20,4,377
20901119729,55,40,40,45,58,54,36,21,7,360
20901119730,76,55,64,78,83,53,70,27,13,510
20901119731,77,31,66,59,42,43,41,44,40,435
20901119732,60,40,39,37,48,48,32,3,0,305
20901119733,76,38,29,35,53,35,49,22,0,341
20901119734,45,35,24,23,38,56,45,13,4,280
20901119735,62,36,18,53,39,60,48,6,4,325
20901119736,39,38,26,23,33,32,28,11,7,240
20901119737,35,42,22,38,47,41,32,6,0,264
20901119738,53,16,30,49,49,22,31,8,3,275
20901119739,78,32,76,77,55,43,53,24,16,454
20901119740,89,65,83,114,88,69,63,25,9,620
20901119741,37,35,73,48,52,55,42,35,82,457
20901119742,44,22,37,41,37,25,19,5,6,227
20901119743,121,43,75,98,68,52,29,24,17,515
20901119744,48,44,47,59,62,36,40,13,12,354
20901119745,58,28,44,45,41,27,34,36,8,331
20901119746,60,35,25,33,45,58,34,17,3,319
20901119747,62,33,44,56,43,31,30,19,4,332
20901119748,32,22,13,30,37,26,31,14,6,201
20901119749,64,40,45,41,48,32,48,24,0,346
20901119750,52,44,90,52,51,55,47,22,6,414
20901119751,74,44,45,61,61,23,53,31,7,397
20901119752,36,21,10,33,21,39,40,6,3,200
20901119753,44,31,32,29,31,77,31,13,0,289
20901119801,73,33,44,68,54,57,41,22,10,403
20901119802,48,28,50,45,46,44,38,17,4,311
20901119803,68,80,94,72,76,85,58,35,21,594
20901119804,76,62,195,141,70,105,56,39,22,760
20901119805,71,59,104,73,63,42,18,19,4,453
20901119806,85,24,62,90,72,43,47,16,7,451
20901119807,103,69,54,77,82,91,57,43,62,647
20901119808,108,61,89,94,84,55,40,25,6,554
20901119809,58,31,109,86,47,44,42,26,8,450
20901119811,95,48,33,60,67,48,39,39,16,455
20901119812,82,23,18,48,44,26,23,19,8,283
20901119813,111,48,57,93,68,42,32,10,18,472
20901119814,100,49,197,150,75,70,71,104,33,847
20901119815,84,38,17,57,49,26,50,56,130,498
20901119816,82,27,19,57,61,38,25,25,14,350
20901119817,144,60,39,81,83,43,27,25,19,523
20901119818,126,53,45,79,84,49,34,26,18,522
20901119819,56,58,37,59,54,47,40,24,27,407
20901119820,69,51,42,43,60,50,56,32,20,411
20901119821,83,63,60,68,75,68,48,23,18,498
20901119822,80,27,54,64,51,51,36,29,51,461
20901119823,104,65,68,73,79,63,46,29,17,546
20901119824,63,37,35,47,61,54,54,45,13,401
20901119825,59,31,37,53,42,49,56,43,21,399
20901119826,106,52,94,106,61,58,47,16,13,545
20901119827,154,59,83,121,92,48,37,25,15,639
20901119828,107,55,62,82,69,57,32,28,11,508
20901119829,81,48,50,81,52,43,37,17,12,415
20901119830,86,30,34,61,57,54,20,17,4,367
20901119831,41,18,16,28,39,23,9,15,5,194
20901119832,112,42,33,71,68,64,44,48,16,499
20901119833,71,53,33,46,41,53,33,24,24,375
20901119834,19,21,69,34,17,27,26,16,9,238
20901119835,73,40,144,102,56,37,62,20,6,554
20901119901,97,97,80,62,68,54,48,24,9,529
20901119902,67,41,77,61,52,49,35,17,5,399
20901119903,60,26,62,42,43,46,35,17,4,335
20901119904,69,64,126,71,56,50,45,18,12,518
20901119906,0,0,0,0,0,4,0,0,0,10
20901119907,98,77,120,71,71,70,52,21,11,590
20901119908,40,34,31,28,26,31,21,20,14,256
20901119909,50,34,59,39,25,23,26,10,3,263
20901119910,94,54,95,84,46,43,30,16,3,460
20901119911,104,58,151,77,66,82,35,41,10,626
20901119912,64,50,85,85,42,42,37,13,11,433
20901119913,128,101,103,91,75,72,49,13,8,636
20901119914,103,70,107,71,81,77,42,14,6,575
20901119915,83,27,66,71,37,30,43,13,9,379
20901119916,95,74,125,105,69,65,40,30,14,612
20901119917,30,16,24,39,38,34,16,14,7,207
20901119918,63,69,194,91,75,68,50,12,8,640
20901119919,101,60,93,88,77,67,40,11,10,554
20901119920,102,57,138,89,79,66,49,28,10,619
20901119921,70,52,69,71,56,63,29,27,11,449
20901119922,46,49,70,43,67,73,33,10,16,394
20901119924,77,30,66,71,54,49,36,7,7,397
20901119925,63,55,118,60,42,50,17,22,4,436
20901119926,79,47,106,90,62,56,60,20,7,531
20901119927,80,48,96,73,43,52,26,9,0,430
20901119928,87,64,145,79,55,63,30,13,12,541
20901119929,33,46,84,46,25,30,29,12,4,311
20901119930,69,43,126,79,40,64,41,16,8,481
20901119931,79,35,74,66,53,33,16,9,11,374
20901119932,89,53,116,80,52,47,36,15,9,497
20901119933,36,40,79,32,29,36,17,7,6,291
20901119934,75,38,50,59,42,45,32,10,5,350
20901119935,52,40,76,41,36,49,33,5,6,340
20901119936,74,50,107,79,37,44,17,0,3,407
20901120001,33,30,30,20,33,47,19,13,3,237
20901120002,71,57,32,46,58,81,54,26,4,435
20901120003,50,58,48,47,58,63,59,19,11,417
20901120004,62,38,39,49,42,53,47,34,18,380
20901120005,88,73,71,92,83,82,55,26,8,578
20901120006,44,34,18,32,31,39,38,21,3,260
20901120007,66,60,26,35,69,59,34,18,8,369
20901120009,45,50,34,42,58,35,12,29,9,319
20901120010,31,18,70,75,43,37,33,27,5,334
20901120011,90,67,81,74,71,70,54,23,15,556
20901120012,90,42,73,109,68,57,46,27,8,521
20901120013,85,43,67,73,63,45,29,16,5,428
20901120014,106,76,129,105,77,76,50,23,7,652
20901120015,87,60,64,95,58,71,72,33,11,556
20901120016,65,53,44,67,68,64,33,18,4,411
20901120017,47,58,53,50,57,56,57,24,9,402
20901120019,96,70,30,65,78,65,57,28,8,486
20901120020,92,37,77,86,68,58,51,23,12,513
20901120021,55,52,27,36,55,56,32,18,12,335
20901120022,150,111,101,110,104,73,33,13,12,700
20901120023,49,43,64,36,53,46,48,40,128,510
20901120024,59,52,56,51,49,71,71,32,6,438
20901120025,75,64,93,84,74,73,63,31,18,573
20901120026,57,44,17,36,56,38,32,18,5,307
20901120027,35,58,116,53,34,23,26,15,4,368
20901120028,76,72,56,55,75,74,66,26,5,518
20901120029,61,45,38,44,55,62,36,14,10,373
20901120030,39,35,124,89,39,50,62,25,8,482
20901120101,72,47,32,38,46,58,35,19,19,367
20901120102,90,90,36,63,89,88,53,23,11,534
20901120103,83,93,22,47,99,84,64,37,15,555
20901120104,68,39,55,75,56,66,58,24,14,459
20901120105,53,63,57,52,58,65,51,16,6,423
20901120106,56,54,38,39,50,65,42,41,11,387
20901120107,68,43,37,38,55,64,27,13,13,364
20901120108,69,49,18,29,52,47,29,21,6,328
20901120109,68,56,105,61,56,70,62,24,7,515
20901120110,72,76,43,34,84,88,69,29,18,515
20901120111,69,62,27,42,60,57,51,24,13,406
20901120112,61,64,48,39,60,78,57,15,10,434
20901120113,75,56,42,54,50,59,73,51,8,472
20901120114,54,29,34,57,60,59,67,34,9,400
20901120115,56,63,23,25,67,70,50,30,15,396
20901120116,27,38,15,11,31,55,28,17,5,223
20901120117,57,47,18,39,56,40,35,15,7,312
20901120118,77,43,28,51,63,52,55,31,11,410
20901120119,43,36,21,25,34,29,35,12,3,244
20901120201,40,42,20,29,39,35,20,11,5,248
20901120202,55,21,18,39,32,32,35,27,3,269
20901120203,58,24,21,32,50,35,27,22,4,272
20901120204,57,17,24,47,37,29,41,22,8,284
20901120205,104,40,25,65,68,46,56,20,6,433
20901120206,151,69,61,100,94,83,52,21,3,631
20901120207,22,38,20,7,41,43,23,13,8,210
20901120208,133,71,76,95,93,60,72,14,3,625
20901120209,113,64,49,86,77,71,57,29,0,550
20901120210,93,23,55,79,59,51,50,47,7,468
20901120211,60,21,30,47,40,31,39,22,4,298
20901120212,59,23,57,65,52,57,62,27,10,409
20901120213,62,32,36,40,42,35,39,16,0,310
20901120214,74,58,29,51,61,52,65,49,69,496
20901120215,92,41,74,65,63,61,51,26,8,496
20901120216,59,28,39,58,41,40,39,21,12,331
20901120217,64,45,23,38,66,57,42,26,14,361
20901120218,65,67,43,28,60,95,60,20,8,445
20901120219,67,39,19,30,45,35,23,12,3,265
20901120220,29,17,38,12,43,31,21,15,0,220
20901120221,82,29,52,84,49,57,64,57,21,489
20901120222,121,42,56,81,62,70,67,35,22,553
20901120223,101,63,121,122,88,77,61,34,6,670
20901120224,93,41,56,93,53,32,33,21,6,426
20901120225,108,52,45,67,82,78,58,16,3,519
20901120226,78,47,23,53,58,40,52,30,5,383
20901120227,87,38,76,84,55,47,64,28,12,491
20901120228,60,15,38,45,40,37,18,26,3,272
20901120229,85,32,43,66,67,35,53,43,5,433
20901120230,138,67,36,82,95,73,70,49,13,624
20901120231,60,26,26,61,56,31,31,28,10,333
20901120232,87,32,32,52,63,66,61,50,4,455
20901120233,107,53,38,71,80,55,71,46,16,524
20901120234,72,25,25,50,43,32,30,13,3,289
20901120235,81,31,37,54,52,43,38,31,20,384
20901120236,67,34,27,45,55,28,41,15,9,325
20901120237,51,24,33,57,35,50,28,25,10,315
20901120238,62,30,25,39,39,43,59,25,8,324
20901120239,50,38,38,68,37,34,56,26,4,356
20901120240,88,52,32,59,101,49,54,62,14,506
20901120241,42,26,33,30,52,33,22,10,6,246
20901120301,61,29,33,33,36,39,24,10,3,261
20901120302,51,25,14,29,42,14,20,15,5,204
20901120303,85,21,44,58,39,31,36,23,6,338
20901120304,76,23,29,53,37,35,14,28,5,299
20901120305,112,74,35,68,91,74,67,65,10,593
20901120306,117,51,41,82,70,49,28,36,18,504
20901120307,119,42,64,76,67,46,57,37,5,519
20901120308,87,49,84,80,80,74,53,30,17,557
20901120309,85,38,56,71,58,48,33,26,12,438
20901120310,104,35,49,72,63,24,67,42,9,471
20901120311,59,51,37,42,66,57,39,0,8,353
20901120312,138,46,75,105,63,41,48,27,6,561
20901120313,108,51,95,78,88,47,32,28,13,541
20901120314,85,42,75,83,53,52,49,28,21,494
20901120315,102,41,40,79,65,49,29,31,8,441
20901120316,92,54,29,66,56,47,55,28,7,441
20901120317,89,41,26,60,46,43,35,30,10,383
20901120318,44,40,19,31,54,50,36,17,4,302
20901120319,123,46,85,96,70,57,24,11,0,519
20901120320,113,66,42,73,76,38,23,23,8,460
20901120321,123,90,84,81,101,65,29,15,5,595
20901120322,54,41,42,41,48,30,26,29,4,304
20901120323,110,76,29,66,93,50,40,39,9,518
20901120324,78,49,30,52,69,48,40,34,10,417
20901120325,93,41,81,98,63,49,35,17,5,490
20901120326,57,51,22,39,68,45,50,17,14,360
20901120327,68,33,60,68,51,51,53,20,10,412
20901120328,61,33,57,57,46,45,43,14,5,366
20901120329,77,38,58,57,65,47,42,33,35,447
20901120330,77,37,54,56,66,42,30,12,4,373
20901120331,95,54,73,66,68,48,61,13,7,481
20901120332,39,20,36,42,30,47,67,41,19,331
20901120333,73,32,31,71,49,46,64,38,9,407
20901120334,0,202,89,24,9,5,0,0,0,323
20901120335,48,36,49,57,34,35,32,9,10,316
20901120336,10,0,6,3,0,0,4,0,0,27
20901120337,78,56,27,51,68,66,50,75,28,498
20901120338,128,63,72,94,89,53,66,34,17,610
20901120339,59,18,34,53,34,32,57,92,149,534
20901120340,100,47,19,69,79,43,29,54,13,448
20901120341,51,36,18,37,42,38,28,27,10,284
20901120342,106,56,26,65,77,63,50,22,8,470
20901120343,70,33,12,39,55,29,38,16,7,312
20901120344,45,41,12,24,39,23,31,20,0,236
20901120345,34,21,15,23,29,16,23,13,16,188
20901120346,55,29,21,30,49,47,31,32,10,301
20901120401,108,47,79,108,85,64,60,30,21,600
20901120402,46,39,30,34,43,51,43,24,6,308
20901120403,59,35,37,54,36,26,29,40,3,310
20901120404,92,61,61,87,76,65,49,50,16,557
20901120405,64,37,81,68,48,53,47,30,19,461
20901120406,118,62,109,98,74,70,49,26,18,627
20901120407,62,27,31,55,32,27,21,29,9,294
20901120408,101,51,82,91,67,40,37,37,8,527
20901120409,83,43,79,61,52,37,33,28,9,428
20901120410,82,40,57,53,63,47,34,42,10,419
20901120411,32,29,36,40,35,46,21,10,0,251
20901120412,92,45,79,76,78,66,35,33,12,514
20901120413,36,70,18,32,61,55,59,18,0,354
20901120414,63,33,46,47,41,79,79,45,14,452
20901120415,86,20,53,67,39,25,42,9,3,349
20901120416,94,43,35,63,57,43,48,27,5,430
20901120417,104,28,72,85,55,37,26,20,13,439
20901120418,129,75,112,99,85,54,40,21,3,612
20901120419,63,22,60,46,43,18,16,9,4,288
20901120420,88,30,57,73,43,49,32,7,8,380
20901120421,37,36,29,40,42,31,36,19,4,269
20901120422,55,34,44,46,56,39,48,30,0,357
20902120502,46,50,35,30,59,43,31,11,3,305
20902120503,52,58,51,38,55,56,39,25,6,387
20902120504,83,117,110,81,95,100,49,24,5,660
20902120505,103,98,34,69,109,90,62,18,0,595
20902120507,50,58,34,42,70,58,29,53,50,448
20902120508,46,54,114,40,49,24,31,32,100,478
20902120509,101,103,180,93,63,46,14,22,8,630
20902120510,42,48,61,49,37,36,20,36,3,330
20902120511,87,67,119,71,59,40,27,63,19,550
20902120512,80,94,71,45,73,85,29,17,8,503
20902120514,36,38,58,40,46,26,49,50,21,361
20902120516,30,75,33,17,55,87,32,16,8,348
20902120517,0,0,0,0,0,0,0,0,0,0
20902120518,63,115,169,122,66,33,21,15,10,615
20902120519,0,0,0,0,0,0,0,0,0,0
20902120520,69,80,136,74,69,56,33,42,25,582
20902120521,64,46,71,53,56,42,31,28,4,391
20902120522,0,0,0,0,0,0,0,0,0,0
20902120523,32,39,35,23,48,48,31,5,3,280
20902120524,99,64,34,51,115,40,21,3,0,422
20902120525,0,0,0,0,0,0,0,0,0,0
20902120526,4,394,14,3,0,0,0,0,0,412
20902120527,76,137,57,57,115,78,39,3,5,566
20902120528,60,114,200,66,58,52,20,15,3,599
20902120529,40,138,156,59,31,27,16,4,0,468
20902120530,63,100,91,46,77,66,21,11,0,468
20902120531,0,0,0,0,0,3,0,0,0,3
20902142801,0,0,0,3,0,0,0,0,0,5
20902142802,66,45,129,114,86,54,36,11,11,553
20902142803,71,47,123,82,67,57,37,39,13,534
20902142804,129,51,94,117,120,51,39,34,20,653
20902142805,54,42,52,26,30,38,32,12,5,292
20902142806,66,86,111,76,72,51,44,32,15,555
20902142807,55,45,162,121,51,50,23,13,5,545
20902142809,95,65,122,134,80,46,50,20,7,617
20902142810,87,34,67,94,71,46,43,24,10,462
20902142811,40,42,103,68,37,35,25,11,7,365
20902142812,58,49,70,51,66,47,33,19,6,398
20902142813,40,22,47,44,34,36,34,44,45,345
20902142814,98,79,121,95,107,63,44,29,14,636
20902142816,66,49,70,61,79,51,34,21,4,438
20902142817,81,43,107,98,74,47,26,14,9,508
20902142818,53,89,208,101,62,52,16,10,4,608
20902142820,66,50,101,81,60,47,38,15,15,471
20902142821,62,65,83,93,66,55,46,32,6,518
20902142822,70,58,79,59,71,59,33,24,11,469
20902142823,98,57,84,86,83,56,35,17,10,522
20902142824,44,47,99,75,65,45,34,16,8,421
20902142825,25,31,58,34,41,33,21,15,21,283
20902142826,34,33,49,50,52,19,7,8,4,251
20902142827,86,89,110,83,118,74,40,28,13,642
20902142828,37,50,87,52,51,45,26,15,0,361
20902142829,66,37,48,59,49,35,23,15,8,342
20902142830,70,40,68,64,45,47,21,17,5,390
20902142833,90,42,86,87,59,29,32,20,5,454
20902142834,88,58,106,115,70,70,40,33,3,582
20902142835,50,61,119,67,53,83,56,43,18,548
20902142836,96,75,109,100,88,71,30,22,12,601
20902142837,83,49,168,95,69,64,35,37,21,617
20902142838,71,52,57,48,45,36,27,11,7,349
20902142839,83,87,97,94,93,55,41,19,18,582
20902142840,94,59,89,108,93,70,41,32,12,602
20902142841,36,23,182,144,72,32,10,7,4,509
20902142842,41,31,54,76,45,45,20,19,11,337
20902142843,89,48,104,94,79,45,44,17,4,539
20902142844,50,45,140,101,58,30,21,6,4,457
20902142845,51,12,104,82,44,31,17,6,3,357
20902142846,38,55,134,77,47,28,12,11,7,412
20902142847,37,23,84,53,34,21,22,23,9,317
20902142848,16,30,138,58,24,8,8,3,0,290
20902142849,45,37,198,165,59,27,16,6,0,550
20902142850,45,27,114,87,68,43,33,15,5,442
20902142901,115,40,81,95,83,33,24,22,10,501
20902142902,132,75,81,111,144,83,37,27,22,723
20902142903,82,40,59,62,77,36,33,15,4,401
20902142904,71,47,74,85,80,61,31,20,16,487
20902142905,101,72,49,86,102,88,34,21,20,564
20902142906,65,45,81,75,75,44,47,30,11,475
20902142907,88,56,117,90,62,36,39,26,9,517
20902142908,49,44,46,45,49,49,24,19,4,334
20902142909,118,69,66,95,95,71,42,23,5,584
20902142910,64,27,69,56,61,38,29,23,7,387
20902142911,99,58,158,123,66,50,38,32,9,646
20902142912,74,32,70,63,47,51,43,34,59,471
20902142913,84,34,91,78,65,40,25,9,9,440
20902142914,46,46,74,84,67,47,32,24,11,431
20902142915,53,56,72,75,43,58,27,26,11,415
20902142916,119,55,90,121,96,63,47,18,3,609
20902142917,109,60,61,99,99,57,38,18,9,549
20902142918,50,31,87,79,56,41,25,23,18,407
20902142919,111,83,188,149,79,57,51,48,15,780
20902142920,98,39,98,118,90,61,38,41,20,593
20902142921,117,58,103,95,81,68,47,17,7,595
20902142922,100,66,97,96,80,62,33,25,9,558
20902142923,105,58,56,93,76,76,34,25,5,522
20902142924,42,36,53,56,51,38,52,25,8,369
20902142925,54,39,50,75,46,37,30,11,0,332
20902152301,80,42,83,72,40,38,21,9,13,402
20902152302,68,42,118,93,66,30,26,14,5,462
20902152303,59,29,84,55,45,27,32,32,15,368
20902152304,54,29,37,53,41,45,39,31,4,340
20902152305,78,44,100,88,58,44,50,29,9,500
20902152306,89,73,164,121,89,70,46,20,17,676
20902152307,56,44,122,107,51,40,32,23,10,482
20902152308,94,58,161,115,73,52,36,14,8,610
20902152309,97,63,133,102,85,64,37,11,15,610
20902152310,61,45,84,68,41,34,21,23,5,379
20902152311,64,60,141,76,57,37,28,10,5,474
20902152312,82,46,174,110,49,56,35,15,12,575
20902152313,69,44,127,93,43,37,24,9,13,455
20902152314,42,47,58,52,52,52,50,83,28,469
20902152315,112,65,143,127,73,79,44,23,10,679
20902152316,73,43,90,71,58,60,46,27,9,487
20902152317,90,39,74,59,64,40,47,71,74,566
20902152318,79,54,150,93,69,49,33,34,16,566
20902152319,105,55,150,115,50,65,32,28,19,631
20902152320,71,53,97,71,54,62,33,18,10,466
20902152321,79,36,59,71,65,46,30,53,20,459
20902152322,84,63,145,94,49,36,28,16,3,522
20902152323,62,39,47,49,46,44,55,58,18,406
20902152324,70,62,114,56,58,54,20,13,10,449
20902152325,45,36,76,44,50,35,38,34,62,419
20902152326,44,51,86,63,70,60,34,17,4,436
20902152327,102,64,146,101,87,63,31,31,18,649
20902152328,61,51,132,82,55,53,30,22,11,492
20902152329,51,30,58,43,38,27,15,12,7,283
20902152330,78,59,108,91,51,42,32,13,17,499
20902152401,61,30,62,41,56,42,17,38,20,358
20902152402,63,46,62,54,56,47,42,40,10,421
20902152403,53,41,68,52,36,37,14,10,12,322
20902152404,39,24,28,36,31,30,43,57,23,306
20902152405,115,87,70,58,94,68,69,30,6,592
20902152406,62,35,48,46,37,47,67,74,36,458
20902152407,95,64,94,91,86,48,40,29,18,554
20902152408,78,43,42,51,53,44,63,56,24,450
20902152409,13,15,11,11,20,24,28,13,8,142
20902152410,129,77,86,109,75,61,29,36,22,634
20902152411,38,33,31,29,51,47,68,48,4,351
20902152412,0,0,0,0,0,0,0,0,0,0
20902152413,53,42,36,49,62,37,44,63,29,409
20902152414,82,42,29,56,68,26,37,60,86,492
20902152415,77,83,79,68,92,55,39,21,25,541
20902152416,46,79,97,54,65,70,30,17,11,468
20902152417,68,30,36,54,41,39,45,58,28,406
20902152418,37,29,26,28,36,35,56,44,16,310
20902152419,57,57,59,55,48,49,59,56,22,461
20902152420,42,40,35,39,39,55,30,16,4,301
