SA1_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
20101100101,0,0,0,0,0,0,4,5,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,5,4,0,3,20,15,32,38,41,63,42,53,27,11,328
20101100102,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,4,10,15,25,18,30,28,15,5,148
20101100105,0,0,0,3,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,14,50,37,44,52,40,41,30,14,11,312
20101100106,0,0,0,0,0,4,5,11,3,26,0,0,0,0,0,0,0,0,0,0,3,4,6,3,4,0,0,0,0,25,24,30,49,76,78,88,53,33,12,441
20101100107,0,0,0,0,0,3,8,10,4,21,0,0,0,0,0,0,4,0,0,7,0,3,4,3,10,0,0,3,0,27,8,24,49,34,56,45,36,38,14,302
20101100108,0,0,0,3,0,0,7,3,3,25,0,0,0,0,0,0,0,0,4,4,0,0,5,0,4,5,3,5,3,27,24,44,87,110,104,73,63,34,12,563
20101100109,0,0,0,0,0,8,3,6,8,28,0,0,0,0,0,0,0,0,0,4,7,0,0,3,9,3,9,0,0,24,12,25,73,65,72,50,47,43,13,406
20101100110,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,24,25,20,43,90,79,58,24,9,377
20101100111,0,0,0,0,0,0,5,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,12,18,28,37,64,54,33,10,10,265
20101100112,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,11,9,12,30,48,50,67,74,19,11,322
