SA1_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
20101148303,0,0,8,67,133,47,46,72,4,369
20101148304,0,0,3,80,89,49,30,83,12,347
20101148305,0,0,0,51,97,40,28,67,10,297
20101148306,0,0,9,47,95,28,16,76,10,275
20101148307,42,0,49,94,132,51,41,194,16,526
20101148308,0,0,7,108,140,56,60,159,39,560
20101148309,0,0,3,45,92,30,14,76,11,266
20101148310,4,3,11,80,141,54,35,98,48,449
20101148311,7,4,5,109,139,54,41,68,18,425
20101148312,0,4,14,120,178,85,52,137,43,619
20101148313,5,0,9,68,112,37,29,85,18,346
20101148314,0,0,11,82,116,40,35,97,26,387
20101148315,52,40,98,90,141,57,35,186,112,618
20101148316,0,0,8,79,138,37,28,77,28,384
20101148317,0,3,0,52,74,46,18,72,11,271
20101148318,0,0,0,78,115,38,14,71,34,350
20101148319,0,0,0,0,0,0,0,0,0,8
20101148320,5,0,10,102,120,57,40,90,25,435
20101148321,9,0,10,72,134,43,35,90,11,387
20101148322,8,0,6,126,135,62,27,108,74,540
20101148323,4,3,6,72,103,37,27,85,18,347
20101148324,6,0,8,88,102,43,19,97,27,381
20101148325,0,0,3,51,70,38,27,95,14,292
20101148326,0,0,10,143,203,95,59,125,22,644
20101148401,3,0,4,64,111,36,18,94,18,331
20101148402,11,3,17,61,73,26,35,103,21,321
20101148403,12,10,30,74,67,33,20,99,43,332
20101148404,0,0,9,82,87,38,18,88,26,338
20101148405,0,3,10,71,90,40,27,83,17,325
20101148406,9,0,8,81,124,48,52,167,20,486
20101148407,0,3,11,65,132,53,61,138,29,468
20101148408,4,7,14,69,127,39,31,121,59,443
20101148409,3,3,12,77,80,63,46,113,32,411
20101148410,5,0,9,75,78,30,40,100,32,347
20101148411,4,4,15,67,81,29,35,94,23,334
20101148412,0,0,0,71,83,45,29,95,16,340
20101148413,0,0,4,64,102,66,34,98,43,407
20101148414,8,0,11,67,91,51,46,129,34,412
20101148415,8,19,34,24,40,15,9,56,72,216
20101148416,0,3,7,69,99,46,22,107,14,361
20101148417,4,0,4,111,161,55,41,157,32,564
20101148418,0,0,5,105,112,54,36,167,33,504
20101148419,23,3,56,84,148,62,57,164,53,572
20101148420,5,0,5,36,69,21,27,62,23,236
20101148421,15,0,25,78,92,37,33,130,36,400
20101148422,6,0,7,39,59,26,24,85,18,249
20101148423,13,0,8,59,87,37,25,107,14,332
20101148424,11,4,23,95,112,44,38,151,40,474
20101148425,5,0,13,117,157,66,31,175,81,629
20101148426,0,0,10,53,72,35,24,69,24,283
20101148427,0,0,4,55,77,31,18,137,28,353
20101148428,9,3,16,89,116,58,47,113,45,466
20102100901,3,0,16,105,158,82,57,136,41,569
20102100902,5,0,5,50,53,49,31,31,9,231
20102100903,0,0,0,59,98,36,41,57,20,314
20102100904,0,0,3,39,58,18,13,49,13,181
20102100905,0,0,0,54,107,51,33,46,23,318
20102100906,0,0,0,48,53,39,30,38,28,236
20102100907,3,0,3,70,75,50,33,61,20,312
20102100908,5,4,12,44,70,32,25,68,61,299
20102100909,0,4,4,67,76,30,41,76,21,307
20102100910,0,0,8,48,51,36,39,51,44,268
20102100911,4,0,8,59,76,35,31,43,13,263
20102100912,0,0,5,49,90,48,37,42,4,261
20102100913,17,5,25,68,122,59,40,128,14,428
20102100914,0,0,4,26,57,25,20,50,6,180
20102100915,3,0,11,62,97,46,23,105,22,357
20102100916,7,5,18,64,93,32,24,87,19,323
20102100917,4,0,7,96,125,76,51,87,26,469
20102101001,3,0,8,51,92,51,51,74,20,353
20102101002,0,0,7,68,87,67,46,78,42,384
20102101003,4,0,9,38,68,28,31,53,30,246
20102101004,0,0,0,44,79,34,30,65,14,266
20102101005,40,29,80,22,34,23,17,83,51,228
20102101006,4,4,12,85,124,51,49,92,64,457
20102101007,0,0,0,70,100,45,46,49,8,324
20102101008,0,0,0,58,97,54,39,59,32,343
20102101009,0,0,5,32,60,39,27,29,8,198
20102101010,4,0,4,44,67,43,24,38,6,228
20102101011,3,0,4,54,64,41,46,53,18,275
20102101012,12,5,25,60,123,57,59,97,24,413
20102101013,3,0,3,55,103,54,58,64,17,352
20102101014,4,0,3,61,88,55,42,68,22,331
20102101015,0,3,4,44,77,40,43,36,29,264
20102101016,0,3,9,38,70,23,32,49,29,248
20102101017,0,0,0,55,65,35,29,41,6,235
20102101018,3,0,3,65,66,36,49,48,17,285
20102101021,3,0,8,46,61,33,29,42,38,250
20102101022,0,0,5,24,37,25,27,46,13,176
20102101023,8,5,13,33,73,33,17,63,10,225
20102101024,6,5,15,53,100,48,43,89,28,361
20102101025,4,0,3,64,87,45,37,74,17,312
20102101101,0,0,4,66,127,74,44,60,26,405
20102101102,0,0,0,41,69,24,18,26,20,195
20102101103,3,0,9,60,89,28,37,43,17,283
20102101104,5,0,3,40,62,31,28,35,19,210
20102101105,0,0,5,38,91,56,41,39,23,285
20102101106,0,0,7,65,147,75,53,53,19,408
20102101107,3,0,7,77,148,83,54,73,37,466
20102101108,3,0,7,39,76,37,12,54,22,237
20102101109,0,23,31,50,90,44,28,53,52,317
20102101110,0,0,8,63,140,84,53,57,38,435
20102101111,3,0,8,53,78,54,32,40,5,255
20102101112,8,0,16,95,174,80,50,123,34,560
20102101113,3,0,13,93,158,50,43,83,24,452
20102101114,0,0,4,57,106,39,21,59,22,312
20102101115,12,12,37,61,124,62,45,69,67,432
20102101116,3,0,15,61,113,57,26,46,29,334
20102101117,3,5,11,52,92,47,25,55,27,295
20102101118,29,3,39,60,121,61,22,128,34,431
20102101119,6,0,10,68,106,60,40,53,5,336
20102101120,0,0,0,49,98,73,37,37,39,338
20102101121,6,0,3,49,106,54,42,47,44,342
20102101122,0,0,8,84,142,69,50,65,34,434
20102101123,0,0,7,37,80,47,26,42,31,251
20102101124,3,0,3,40,64,36,26,21,13,205
20102101125,4,0,12,78,134,71,55,83,27,452
20102101201,3,0,4,66,82,34,38,58,36,314
20102101202,0,0,0,26,40,17,15,13,22,131
20102101203,0,0,3,76,110,54,37,73,19,365
20102101204,0,0,0,46,62,33,31,41,20,226
20102101205,0,0,0,58,107,71,49,65,22,374
20102101206,0,0,4,49,73,36,34,41,25,248
20102101207,0,0,4,36,65,37,33,35,7,215
20102101208,3,0,9,48,52,28,18,49,16,210
20102101209,3,3,10,59,102,54,33,49,35,335
20102101210,0,0,9,74,87,56,48,63,41,372
20102101211,4,3,11,66,85,65,32,68,21,338
20102101212,0,0,4,33,62,33,26,36,14,198
20102101213,0,0,0,61,94,47,48,44,25,315
20102101214,5,0,5,95,144,71,53,80,24,458
20102101215,0,0,0,41,71,38,41,39,27,251
20102101216,6,0,5,54,108,75,57,65,25,391
20102101217,0,0,0,79,123,60,51,74,21,426
20103101301,7,5,13,64,105,59,55,98,44,424
20103101302,0,0,3,34,47,22,28,69,18,227
20103101303,0,0,0,44,57,51,23,63,21,265
20103101304,5,0,17,66,74,39,36,47,60,319
20103101305,0,3,15,52,113,60,59,84,22,386
20103101306,27,0,28,37,71,23,35,101,34,301
20103101307,0,0,4,26,61,28,38,41,13,203
20103101308,0,0,3,90,120,46,51,81,44,432
20103101309,3,0,7,34,58,24,37,63,26,244
20103101310,3,0,5,42,49,25,43,44,30,230
20103101401,3,4,12,55,95,55,30,109,45,379
20103101402,23,0,25,38,49,27,33,107,22,277
20103101403,5,5,15,87,117,78,63,86,27,459
20103101404,5,3,18,65,108,71,63,77,46,434
20103101405,0,0,0,32,55,23,25,22,16,177
20103101406,0,3,4,57,70,32,32,47,339,568
20103101407,0,0,0,44,76,32,26,67,25,273
20103101408,0,0,6,51,106,65,49,61,33,364
20103101409,0,0,0,37,70,26,18,55,31,244
20103101410,3,5,10,22,35,15,16,19,8,117
20103101411,0,0,0,49,80,39,32,81,31,319
20103101412,0,3,13,74,95,43,25,74,27,337
20103101413,0,0,0,0,0,0,4,3,0,11
20103101501,5,0,8,87,137,70,42,96,21,466
20103101502,0,0,0,46,67,57,44,30,21,267
20103101503,0,0,0,71,100,37,34,80,17,340
20103101504,0,0,0,37,51,42,30,48,23,230
20103101505,4,0,8,65,109,64,61,67,54,424
20103101506,7,5,6,54,90,41,46,89,21,344
20103101507,0,0,0,109,151,78,75,118,41,565
20103101508,0,0,0,47,87,37,25,54,20,270
20103101509,4,0,3,69,102,60,45,68,24,361
20103101510,4,0,4,41,36,14,19,20,9,137
20103101511,0,0,0,51,78,42,36,48,24,279
20103101512,0,0,3,52,73,35,30,52,32,276
20103101601,0,0,4,28,46,22,14,36,21,164
20103101602,15,4,28,66,102,66,46,144,45,463
20103101603,3,4,8,53,74,53,32,61,19,288
20103101604,10,0,10,45,66,46,26,117,24,330
20103101605,3,0,3,26,45,24,16,66,21,195
20103101606,5,0,16,42,77,45,42,104,29,334
20103101607,4,3,23,66,109,68,47,107,36,434
20103101608,0,0,5,52,73,43,18,69,15,266
20103101609,3,5,14,43,63,55,27,92,37,317
20103101610,9,5,23,71,106,64,40,110,33,426
20103101612,3,0,6,79,109,81,41,111,19,435
20103101613,73,10,82,69,83,27,47,218,35,480
20103101614,8,0,11,107,123,62,48,165,22,522
20103101615,24,0,35,30,34,23,15,108,17,229
20103101616,10,0,16,54,68,44,31,127,33,358
20103101617,5,0,5,45,70,58,35,80,18,300
20103101618,47,4,74,46,52,37,33,124,30,323
20103101619,7,0,16,64,100,50,49,94,31,389
20103101620,3,4,5,40,70,32,24,59,19,236
20103101621,0,0,4,37,59,17,21,54,15,205
20103101622,3,0,3,14,31,21,17,34,12,134
20103101623,0,0,0,22,50,18,11,31,0,136
20103101701,5,0,4,43,61,42,38,95,24,299
20103101702,3,0,4,35,94,39,22,31,8,234
20103101703,0,0,3,45,68,33,39,62,17,256
20103101704,3,0,7,23,75,46,28,71,25,268
20103101705,11,4,16,41,55,36,35,104,18,294
20103101706,0,0,0,41,60,50,28,63,14,255
20103101707,10,0,15,82,69,79,58,91,42,423
20103101708,4,0,13,39,56,45,33,63,25,251
20103101709,3,0,3,55,105,54,70,86,24,397
20103101710,3,0,11,55,69,60,47,89,81,403
20103101711,0,3,7,52,89,42,48,64,39,338
20103101712,0,0,16,84,115,64,41,105,54,468
20103101713,3,0,4,43,54,48,53,65,31,297
20103101714,0,0,3,57,75,42,46,50,42,310
20103101715,0,0,4,40,53,41,21,45,36,232
20201101801,6,4,9,63,98,40,37,123,69,437
20201101802,3,0,7,54,72,23,17,59,0,229
20201101803,3,0,12,91,132,49,28,137,16,455
20201101804,70,4,80,43,65,37,36,189,18,381
20201101806,18,4,27,52,78,26,28,134,35,358
20201101807,6,0,13,64,112,49,44,94,34,402
20201101808,0,0,0,40,49,17,19,57,15,191
20201101809,4,0,8,80,118,44,24,97,10,376
20201101810,3,0,6,44,65,31,16,61,18,236
20201101811,3,0,7,41,51,30,32,131,48,327
20201101812,4,0,0,39,33,8,20,59,51,209
20201101813,0,0,3,63,124,45,25,111,16,388
20201101814,0,0,0,43,56,23,15,43,11,197
20201101815,0,3,9,82,133,50,32,79,24,404
20201101816,4,0,6,110,136,45,24,85,16,419
20201101817,5,0,9,72,128,45,34,113,19,406
20201101818,6,3,8,65,105,40,32,90,44,371
20201101819,0,0,7,33,45,27,29,47,7,192
20201101820,32,7,39,19,25,7,6,82,28,177
20201101821,0,0,4,70,116,36,19,42,13,300
20201101822,0,4,10,65,82,37,22,50,16,272
20201101823,7,0,8,59,93,40,19,84,26,324
20201101824,3,0,8,95,125,50,32,96,31,435
20201101825,28,4,30,44,85,36,17,129,13,326
20201101826,7,0,10,48,67,28,15,51,18,233
20201101827,5,0,13,79,144,42,31,104,13,411
20201101828,5,0,12,50,65,42,28,79,41,307
20201101829,4,7,9,53,53,21,12,49,11,204
20201101830,5,0,12,102,174,79,49,196,36,637
20201101831,8,0,8,107,114,48,22,119,24,443
20201101832,6,0,11,53,90,39,23,75,34,317
20201101833,6,0,12,87,121,47,34,111,27,429
20201101834,0,0,8,69,104,35,19,75,10,317
20201101835,4,3,13,108,151,51,33,112,19,475
20201101836,0,0,0,22,17,12,15,67,30,165
20201101837,0,0,9,88,110,51,31,86,24,389
20201101838,0,0,6,34,47,14,17,56,10,179
20201101839,41,10,49,62,62,21,20,150,57,372
20201101903,0,3,6,56,76,51,30,69,15,300
20201101904,0,0,5,67,95,36,34,114,47,390
20201101905,8,5,21,95,111,66,36,130,50,491
20201101906,0,0,0,16,23,14,18,22,29,126
20201101908,12,0,20,67,124,60,42,106,36,440
20201101909,12,3,23,103,153,59,51,166,29,568
20201101910,4,0,12,76,111,52,28,73,7,350
20201101911,0,0,3,58,68,31,34,71,17,273
20201101913,8,0,15,59,101,38,46,103,20,364
20201101914,13,0,19,44,88,29,29,118,57,357
20201101915,0,0,4,63,83,29,30,84,22,308
20201101916,35,13,49,51,46,28,13,95,33,271
20201101917,6,0,11,23,43,14,16,62,7,169
20201101918,4,0,7,59,75,35,23,74,13,271
20201101919,3,0,5,82,99,49,51,93,24,403
20201101921,0,0,0,88,80,43,33,148,59,450
20201101922,9,12,23,88,121,51,36,161,36,491
20201101923,0,0,4,42,59,23,18,62,19,230
20201101924,6,0,7,47,74,39,22,101,16,293
20201101925,0,0,8,115,177,69,57,100,5,522
20201101926,0,0,5,69,90,37,31,65,0,304
20201101927,7,4,20,110,140,52,49,146,33,530
20201101928,0,0,0,82,115,65,35,148,5,460
20201101929,4,3,10,71,107,61,34,105,28,412
20201101930,0,0,0,103,157,66,53,166,24,570
20201101931,8,0,10,73,73,44,40,103,8,342
20201101932,0,0,0,62,94,38,30,109,11,349
20201101933,8,0,13,70,133,46,43,113,44,450
20201102001,3,0,7,33,47,26,17,72,22,211
20201102002,0,0,9,33,53,26,12,48,8,172
20201102003,3,0,13,38,87,39,35,48,14,268
20201102004,5,0,16,81,94,34,30,76,21,341
20201102005,3,0,19,97,111,40,22,128,38,435
20201102006,43,4,52,75,93,34,31,133,33,406
20201102007,4,0,5,49,63,23,15,64,18,239
20201102008,4,0,3,46,51,25,20,21,12,185
20201102009,0,0,6,52,79,32,30,55,13,264
20201102010,4,3,15,62,126,50,33,61,9,337
20201102011,6,0,9,103,171,89,34,76,17,479
20201102012,4,0,12,47,67,32,24,55,16,248
20201102013,4,0,14,42,73,33,21,49,4,232
20201102014,0,0,5,47,64,43,18,47,8,229
20201102015,6,0,8,63,93,36,25,50,18,297
20201102016,3,0,8,47,64,35,18,52,7,223
20201102017,53,0,55,47,64,23,16,131,14,296
20201102018,6,0,23,78,132,63,63,87,28,464
20201102019,3,3,21,90,124,73,51,103,35,474
20201102020,7,5,6,42,65,28,13,47,17,206
20201102021,7,0,13,107,111,54,51,96,9,422
20201102022,5,0,9,49,48,39,25,47,7,212
20201102023,5,0,8,54,52,26,11,55,22,219
20201102024,5,0,13,71,100,43,22,94,31,361
20201102025,3,0,13,78,142,59,35,111,42,474
20201102026,6,0,10,89,102,49,34,118,14,411
20201102027,29,5,53,44,37,19,11,63,14,194
20201102028,9,0,10,81,102,44,31,60,21,331
20201102029,7,0,13,81,117,39,32,98,27,396
20201102030,3,4,11,66,121,46,18,66,26,337
20201102031,4,7,24,84,131,57,33,95,27,425
20201102032,5,4,17,61,104,59,22,62,14,320
20201102033,6,0,16,85,110,39,40,82,21,375
20201102034,0,0,8,109,123,51,32,66,7,393
20201102035,5,0,17,62,102,46,28,52,13,304
20201102036,3,6,6,78,71,42,39,79,17,322
20201102037,0,0,0,0,0,0,0,0,0,0
20201102038,63,0,69,65,79,35,21,135,18,338
20201102039,0,0,0,4,6,3,0,0,0,16
20201102101,4,0,4,53,104,43,20,43,7,263
20201102102,43,0,53,90,107,48,31,102,23,402
20201102103,4,0,9,59,110,26,26,70,16,307
20201102104,0,0,11,114,149,43,31,113,21,472
20201102105,8,0,16,71,108,45,22,78,32,361
20201102106,4,0,3,36,49,23,12,37,16,173
20201102107,4,0,3,91,134,40,30,92,26,416
20201102108,0,0,4,96,100,37,16,71,8,331
20201102109,3,0,10,84,87,46,34,71,15,333
20201102110,0,0,9,96,122,60,29,77,15,396
20201102111,25,12,59,77,105,63,42,78,42,404
20201102112,0,0,4,62,90,40,18,59,16,285
20201102113,0,0,4,37,77,36,31,39,13,239
20201102114,5,0,9,74,100,49,26,47,0,292
20201102115,6,5,18,95,139,64,42,105,40,487
20201102116,0,0,4,53,75,29,22,36,6,215
20201102117,0,0,9,52,99,38,21,58,6,274
20201102118,0,0,0,76,129,61,26,64,6,358
20201102119,5,0,7,93,149,57,34,84,31,447
