SA1_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
20101100101,3,3,11,72,108,40,29,69,16,339
20101100102,0,4,5,22,39,17,7,52,7,153
20101100105,4,0,11,78,84,30,23,86,17,330
20101100106,7,0,12,84,137,60,41,124,23,464
20101100107,7,0,14,66,78,36,26,86,24,314
20101100108,5,5,12,125,176,77,50,135,32,594
20101100109,11,0,13,78,131,62,44,80,28,424
20101100110,0,8,9,107,135,65,29,73,9,413
20101100111,0,0,10,63,91,54,23,46,5,285
20101100112,7,0,11,68,102,73,35,54,10,338
20101100113,0,0,6,59,100,42,28,39,9,267
20101100114,8,0,11,70,116,67,39,124,16,437
20101100118,0,0,0,45,83,30,27,56,5,251
20101100119,0,0,0,155,180,92,50,102,6,590
20101100120,3,0,3,88,119,72,42,111,23,445
20101100121,0,0,4,137,142,84,44,97,10,522
20101100124,0,0,5,99,94,40,30,77,7,355
20101100125,3,0,4,79,134,70,51,86,16,435
20101100126,9,0,11,120,171,77,50,117,12,555
20101100127,0,0,0,83,154,42,44,110,17,440
20101100128,0,0,4,63,66,35,33,90,0,286
20101100129,0,0,0,78,115,33,35,90,18,372
20101100130,0,0,0,45,69,32,18,66,6,235
20101100131,0,0,0,69,93,43,26,52,7,283
20101100132,4,0,3,174,206,91,54,163,30,716
20101100133,0,0,4,82,86,25,26,82,13,311
20101100134,0,0,4,23,52,32,25,46,13,190
20101100135,0,0,0,66,118,33,36,85,11,346
20101100136,0,0,0,106,129,58,53,107,25,473
20101100137,0,0,0,76,131,42,32,65,15,354
20101100138,0,0,0,96,126,37,48,77,12,407
20101100139,0,0,0,0,0,0,0,0,0,0
20101100140,0,0,5,115,143,64,41,69,11,437
20101100141,3,0,0,54,58,28,33,40,7,228
20101100142,0,0,0,44,65,29,22,39,12,216
20101100201,3,0,4,103,121,85,41,88,9,450
20101100202,6,0,8,55,80,52,22,51,14,278
20101100203,0,0,11,69,102,53,38,73,9,344
20101100204,11,0,22,116,133,64,50,104,14,478
20101100205,3,0,14,89,145,51,40,92,15,434
20101100206,0,0,7,117,82,42,25,108,17,384
20101100207,0,0,7,61,95,50,26,43,15,296
20101100208,17,0,26,106,156,70,62,90,17,497
20101100209,0,0,0,0,0,0,0,0,0,0
20101100210,0,0,0,0,0,0,0,0,0,0
20101100211,4,0,4,88,157,44,37,58,6,391
20101100212,7,0,10,42,77,42,22,65,39,290
20101100213,21,9,31,62,94,32,23,95,20,332
20101100214,3,0,3,64,104,45,25,85,15,343
20101100215,3,0,7,84,146,48,31,75,13,402
20101100216,0,0,4,71,114,50,22,53,18,330
20101100217,3,0,8,65,80,29,16,66,22,281
20101100218,5,5,11,65,97,37,15,52,34,305
20101100219,0,0,0,57,51,13,12,47,7,187
20101100220,0,0,0,46,82,27,13,30,5,200
20101100221,0,0,3,48,58,22,3,46,6,187
20101100222,6,3,13,90,125,72,40,79,16,424
20101100223,66,27,98,93,110,50,33,165,67,517
20101100224,5,0,9,105,108,49,38,91,32,422
20101100225,3,0,17,46,80,44,9,36,12,229
20101100226,0,0,8,32,55,28,7,31,11,172
20101100227,0,0,4,87,105,49,24,50,11,323
20101100228,8,0,17,46,55,41,17,50,16,231
20101100229,5,0,9,62,93,43,26,52,16,299
20101100230,0,0,3,63,83,26,30,67,18,289
20101100231,0,0,3,72,124,38,25,60,18,336
20101100232,0,0,6,46,78,30,7,56,16,232
20101100233,3,3,13,67,76,47,15,70,21,302
20101100234,0,0,0,35,42,23,15,24,14,151
20101100501,0,0,5,59,88,62,38,30,7,284
20101100502,3,0,13,112,185,102,46,91,24,557
20101100504,5,0,11,104,147,95,53,69,10,475
20101100505,0,0,0,31,14,5,0,29,57,136
20101100506,0,0,0,100,120,68,30,71,14,404
20101100507,3,3,9,74,93,57,34,65,24,343
20101100508,0,0,0,79,121,71,36,57,8,379
20101100509,0,0,3,45,83,44,21,41,5,243
20101100510,3,0,8,48,79,59,34,41,14,272
20101100511,0,0,0,40,74,45,34,33,14,248
20101100512,0,0,0,57,57,41,24,64,11,249
20101100513,0,0,0,45,84,66,37,63,5,302
20101100514,0,0,0,27,53,23,15,24,0,141
20101100515,0,0,6,61,108,57,33,65,13,340
20101100516,0,0,4,65,85,47,28,53,9,281
20101100517,3,0,4,95,115,58,22,73,19,381
20101100518,0,0,6,84,163,93,49,57,16,464
20101100519,0,0,4,41,81,40,28,38,22,252
20101100601,0,0,0,46,43,26,24,102,68,307
20101100602,5,0,4,88,88,48,33,77,24,348
20101100603,0,0,3,62,83,29,23,86,19,301
20101100604,0,0,6,73,70,51,27,59,6,285
20101100607,0,0,0,48,74,26,23,47,9,223
20101100610,0,0,3,58,105,54,39,98,14,369
20101100611,3,0,7,77,71,39,36,89,15,324
20101100612,5,0,5,84,84,35,28,126,25,387
20101100613,7,4,11,38,80,23,23,61,21,241
20101100614,0,0,6,17,36,13,3,31,6,118
20101100615,6,0,18,88,112,50,46,100,5,400
20101100616,25,7,56,23,36,23,16,69,25,196
20101100618,0,0,0,84,107,43,33,83,12,359
20101100619,0,0,0,44,58,27,20,54,10,216
20101100620,0,0,0,126,213,66,62,176,26,676
20101100621,0,0,0,65,95,23,26,101,10,329
20101100622,0,0,0,71,123,42,42,63,11,356
20101100623,80,3,88,61,98,35,24,208,16,439
20101100624,0,0,0,103,145,68,49,94,16,474
20101100625,0,0,7,44,64,33,35,72,3,261
20101100626,0,0,0,36,58,23,14,43,7,187
20101100627,0,0,0,22,49,17,12,30,7,138
20101100628,4,0,4,83,117,46,38,90,13,385
20101100629,0,0,0,98,104,69,50,125,20,459
20101100630,0,0,0,0,0,0,0,0,0,0
20101100631,3,0,3,137,168,60,46,174,31,612
20101100701,3,0,3,76,119,65,43,76,5,387
20101100702,0,0,5,61,95,42,29,69,4,307
20101100703,3,0,3,79,111,58,50,86,6,394
20101100704,0,0,0,60,106,58,41,73,4,336
20101100705,0,0,4,84,90,54,40,75,21,367
20101100706,3,0,3,97,147,60,46,89,9,451
20101100707,4,0,5,93,120,54,52,103,17,433
20101100708,0,0,0,59,105,39,32,96,8,338
20101100709,0,0,5,73,92,58,36,68,14,332
20101100801,0,0,0,35,40,26,25,69,31,225
20101100804,0,0,7,36,63,29,34,109,38,307
20101100805,4,0,4,33,38,19,20,102,48,267
20101100806,6,0,12,58,72,30,18,114,39,331
20101100807,4,5,6,54,80,28,23,85,21,298
20101100808,0,0,0,0,3,0,0,5,0,7
20101100809,18,0,34,100,140,44,32,99,51,461
20101100810,6,0,14,84,98,55,39,102,18,397
20101100811,3,0,4,38,42,30,22,55,11,202
20101100812,3,0,4,44,77,37,30,86,30,300
20101100813,0,6,9,44,61,17,40,84,26,271
20101100814,0,0,0,0,0,0,0,0,3,3
20101100815,0,5,5,37,58,18,21,91,45,271
20101100816,3,3,13,54,77,22,35,47,10,240
20101100818,0,6,4,96,125,52,38,93,15,423
20101100820,6,3,7,67,86,52,37,82,29,354
20101100821,0,6,13,74,107,55,26,125,21,403
20101100822,4,0,6,39,73,20,19,62,31,247
20101100823,11,8,22,87,126,56,49,127,29,475
20101100824,60,68,145,67,73,37,41,205,118,547
20101100825,4,0,5,88,73,22,10,73,26,288
20101100826,18,9,33,63,99,55,22,101,13,355
20101100827,8,0,32,96,111,55,35,108,23,430
20101100828,10,0,24,56,87,40,30,95,12,316
20101100829,0,0,5,42,63,24,29,66,7,228
20101100830,15,5,21,44,86,53,38,82,9,314
20101100831,11,3,24,47,68,29,34,86,15,284
20101100832,4,0,3,45,61,29,33,143,72,381
20101100833,0,0,8,75,109,40,41,146,22,443
20101100834,4,0,10,42,61,29,26,63,17,245
20101100835,0,0,4,80,101,58,44,62,15,360
20101100836,3,0,6,107,109,47,47,63,21,387
20101100837,4,0,6,102,156,55,47,87,5,464
20101100838,0,0,0,35,37,25,10,21,5,139
20101100839,0,0,0,0,0,0,0,0,0,0
20101100840,0,0,8,43,60,29,20,59,21,230
20101100841,0,0,0,39,75,36,27,53,5,227
20101100842,0,0,0,29,58,19,10,42,7,169
20101100843,0,3,9,56,90,38,21,91,35,335
20101100844,0,0,0,77,116,41,39,74,5,348
20101100845,0,0,4,125,175,68,52,102,7,523
20101148101,8,0,16,92,133,61,50,130,29,494
20101148102,0,0,4,45,40,15,8,42,23,178
20101148103,6,0,8,92,158,71,43,129,16,508
20101148104,0,0,3,50,71,28,22,73,14,268
20101148105,0,0,9,42,69,34,22,48,12,230
20101148106,3,0,11,51,78,40,30,58,11,267
20101148107,0,0,4,80,111,43,25,67,30,356
20101148108,76,7,81,59,93,33,21,164,24,388
20101148109,0,0,9,68,120,34,17,76,10,325
20101148110,36,30,96,60,110,72,38,162,51,496
20101148111,73,4,73,51,82,37,32,149,23,377
20101148112,0,4,3,109,189,91,52,96,23,565
20101148113,3,0,9,85,95,48,35,128,34,429
20101148114,0,0,3,42,85,40,21,46,12,247
20101148115,3,0,3,71,89,38,27,61,16,303
20101148116,10,0,12,32,68,27,20,64,13,235
20101148117,0,0,5,66,107,37,18,77,12,314
20101148118,0,0,3,132,178,58,61,114,30,579
20101148119,5,0,13,85,129,60,47,127,28,467
20101148120,3,0,10,95,181,77,68,171,32,618
20101148121,3,0,3,64,84,33,22,59,28,289
20101148122,5,0,7,54,65,22,21,68,12,239
20101148201,8,0,11,85,134,41,25,79,21,384
20101148202,4,0,5,131,217,96,57,127,9,628
20101148203,0,0,6,55,102,65,35,55,10,323
20101148204,0,0,7,138,263,118,77,93,24,713
20101148205,0,0,6,65,120,42,39,62,6,334
20101148206,56,19,100,75,99,65,43,179,60,515
20101148207,3,0,3,54,100,28,35,68,14,289
20101148208,0,0,0,0,0,0,0,0,0,0
20101148209,5,0,12,163,208,103,56,100,16,644
20101148210,4,0,8,113,177,67,40,86,28,503
20101148211,0,0,3,107,143,66,35,70,26,451
20101148212,7,0,24,84,116,56,42,99,18,417
20101148213,27,3,33,64,89,46,28,119,24,365
20101148214,3,3,13,65,117,47,30,74,36,376
20101148215,12,6,23,97,130,53,37,116,20,449
20101148216,4,0,15,78,138,54,36,87,29,422
20101148217,0,0,0,73,118,72,41,75,10,389
20101148218,5,0,9,107,158,65,48,89,24,504
20101148219,0,0,3,65,83,28,28,57,20,282
20101148220,0,0,0,31,65,32,15,60,13,221
20101148221,0,0,6,26,40,21,14,35,11,145
20101148222,0,0,11,89,164,41,41,76,9,423
20101148223,0,0,15,121,182,82,61,114,9,571
20101148224,0,0,6,78,149,55,27,52,12,374
20101148225,0,0,4,104,144,56,31,63,8,395
20101148226,4,0,4,68,78,46,26,62,23,297
20101148227,8,0,23,87,135,43,33,108,43,442
20101148228,7,0,18,83,114,43,41,86,17,383
20101148229,0,0,3,96,105,51,46,94,5,396
20101148230,6,4,13,63,102,57,32,80,20,362
20101148301,0,0,0,9,17,15,6,3,6,47
20101148302,3,0,10,120,159,85,57,81,23,525
