SA1_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
20101100101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,5,0,6,0,7,5,3,4,0,12,0,0,0,0,0,0,0,0,0,4,3,6,0,0,8,5,6,4,0,16,5,7,0,0,6,0,11,0,0,15,0,3,3,0,7,0,3,0,0,3,0,6,4,0,14,0,0,0,0,0,29,46,27,4,109
20101100102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,3,0,0,0,0,0,14,15,3,0,42
20101100105,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,4,0,0,0,0,12,0,0,0,0,5,3,3,9,0,7,4,0,3,0,7,3,0,5,0,5,0,3,0,0,0,6,5,0,0,8,0,3,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,26,24,30,0,86
20101100106,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,0,5,0,9,5,0,0,0,7,5,0,4,0,13,13,9,4,0,27,0,0,0,0,8,0,3,6,0,10,3,8,0,0,14,11,10,0,0,16,9,8,0,0,11,4,6,0,0,8,0,9,0,0,6,0,4,0,0,7,0,10,5,0,11,0,0,0,0,3,57,60,36,6,161
20101100107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,3,4,0,4,0,14,3,0,10,0,13,3,0,0,0,7,0,0,0,0,3,3,0,3,0,8,5,0,4,0,4,3,0,4,0,11,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,3,0,5,0,0,0,0,0,31,18,34,0,84
20101100108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,7,0,4,0,9,4,0,3,0,9,3,0,8,0,21,5,0,9,0,14,0,4,3,0,13,0,6,3,0,15,3,14,9,0,25,3,18,3,0,26,8,23,0,0,26,5,6,0,0,10,0,10,0,0,12,3,13,4,0,10,0,4,3,0,3,57,97,56,0,209
20101100109,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,8,12,0,3,0,9,5,0,6,0,15,6,0,3,0,12,3,6,4,0,19,0,4,3,0,7,0,0,0,0,7,8,8,0,0,17,5,5,0,0,20,7,0,0,0,7,3,3,0,0,7,0,11,0,0,10,0,6,8,0,11,0,0,0,0,0,59,39,43,0,146
20101100110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,3,8,0,0,0,8,5,3,0,0,14,5,5,0,0,4,4,0,0,0,10,0,3,3,0,9,3,5,0,0,10,8,11,0,0,18,10,5,0,0,18,0,10,0,0,9,3,30,0,0,38,3,4,0,0,8,0,0,0,0,0,59,72,13,0,150
20101100111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,3,0,3,0,3,3,0,0,0,9,4,0,0,0,10,0,5,0,0,5,6,3,0,0,11,0,7,0,0,6,3,9,0,0,15,6,5,3,0,13,0,10,0,0,16,0,0,0,0,3,0,0,0,0,0,36,49,11,4,99
20101100112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,3,0,0,0,6,7,0,4,0,11,9,0,0,0,11,7,0,0,0,10,5,0,0,0,8,10,12,4,0,21,0,13,0,0,9,0,10,0,0,15,5,5,0,0,11,4,0,0,0,8,6,4,0,0,6,0,0,0,0,0,64,49,20,0,134
