SA1_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
20101100101,0,4,5,0,0,0,15,6,6,3,12,8,3,0,0,36,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,17,17,24,21,13,9,5,109,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,6,6,0,0,0,26,0,5,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,5,5,4,4,5,6,5,3,0,21,0,3,3,7,4,4,3,0,27,3,4,0,8,3,3,3,0,27,7,9,3,17,3,3,0,0,42,0,0,6,0,0,0,0,0,10,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,0,4,4,22,16,36,33,41
20101100102,4,4,5,0,0,0,9,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,6,16,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,6,3,0,0,0,0,0,9,0,3,4,0,5,0,0,0,14,0,3,0,5,4,0,0,0,13,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,13,3,9,14,12
20101100105,5,0,6,0,0,0,16,0,0,5,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,0,5,0,15,12,21,19,17,19,4,6,0,93,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,8,3,4,0,7,0,0,19,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,6,5,3,0,0,0,19,0,7,3,0,5,5,0,0,8,5,9,14,3,6,0,5,0,34,0,0,7,3,8,5,0,0,24,4,0,0,0,0,0,0,0,6,5,0,5,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,4,0,5,0,20,18,35,42,28
20101100106,0,7,5,0,0,0,15,3,0,14,6,8,0,0,0,34,4,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,3,0,0,22,13,18,41,32,25,6,8,0,151,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,5,9,9,4,10,4,0,43,3,4,3,3,0,0,0,0,13,0,0,5,0,4,0,0,0,10,0,4,6,3,11,4,3,0,33,0,5,6,6,9,4,0,0,29,0,3,6,6,4,0,0,0,28,3,5,16,10,11,3,0,0,44,4,3,3,4,0,0,0,0,15,0,3,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,12,3,3,5,0,0,0,31,21,34,71,52
20101100107,7,3,0,0,0,0,14,0,4,5,3,4,0,3,0,23,0,4,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,8,23,22,16,16,12,12,3,107,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,6,4,0,5,0,26,4,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,6,0,9,4,5,3,0,0,0,28,0,4,0,0,0,3,4,0,10,0,4,6,8,5,0,3,0,27,0,4,5,4,4,3,3,0,22,0,4,0,0,0,0,0,0,11,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,10,0,0,8,0,25,15,32,27,38
20101100108,5,10,4,0,0,0,24,0,0,14,7,4,0,0,0,35,0,0,3,0,0,0,0,0,5,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,20,36,47,34,18,11,9,0,190,0,0,3,0,0,0,0,0,7,0,6,0,0,0,0,0,0,12,8,4,4,8,3,12,5,0,45,0,4,4,7,7,0,0,0,15,4,0,0,0,0,0,4,0,8,9,13,19,6,12,3,0,0,58,0,14,12,13,7,6,8,0,56,3,12,13,8,4,0,0,0,53,6,7,13,10,4,5,0,0,44,0,0,3,0,0,0,0,0,14,0,3,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,4,5,8,9,3,3,5,0,31,36,81,89,74
20101100109,7,0,6,3,0,0,26,0,8,0,8,0,0,0,0,25,0,5,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,0,0,0,22,7,31,36,26,21,16,12,3,145,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,13,0,10,3,10,4,0,5,0,35,3,5,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,3,0,6,4,5,7,4,0,0,37,0,7,8,5,5,9,0,0,31,4,7,11,0,8,4,0,0,37,0,12,5,13,6,0,0,0,38,3,5,3,0,0,0,0,0,11,0,4,6,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,3,0,0,0,32,20,58,53,51
20101100110,3,10,7,0,0,0,25,0,0,0,4,0,0,0,0,14,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,20,30,26,14,0,0,112,0,0,3,5,0,5,0,0,11,0,0,0,0,0,0,0,0,3,5,4,0,9,4,4,0,0,33,3,0,4,4,4,0,0,0,17,0,0,0,0,0,0,0,0,4,3,5,3,8,12,8,3,0,42,0,0,5,7,3,4,4,0,20,4,4,8,17,16,8,0,0,50,0,0,6,4,3,6,3,0,18,4,0,0,0,3,0,0,0,11,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,15,35,72
20101100111,3,5,4,0,0,0,19,0,3,0,3,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,3,10,17,31,17,12,0,0,92,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,7,7,4,0,0,22,0,6,0,0,0,5,0,0,7,0,0,0,0,3,0,0,0,7,0,4,6,3,4,5,0,0,30,0,0,0,8,7,8,0,0,31,0,5,8,13,8,3,0,0,30,0,0,0,5,5,3,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,6,6,3,0,0,0,0,7,12,21,34,52
20101100112,5,3,9,0,0,0,28,0,0,3,3,4,0,0,0,10,0,0,0,6,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,11,23,19,26,12,3,3,105,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,9,0,9,0,0,22,0,4,6,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,8,5,17,4,0,0,26,0,0,0,4,8,8,0,0,28,0,7,5,5,8,9,0,0,47,0,3,3,0,4,5,0,0,19,0,0,3,6,0,0,0,0,10,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,3,4,5,0,11,4,24,39,37
