SA1_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
20503109106,3,6,3,6,0,0,16,0,0,3,0,5,0,0,0,12,0,0,0,0,0,4,0,0,4,0,5,0,4,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,22,0,16,11,16,27,17,11,10,101,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,3,5,5,3,0,21,0,4,0,9,8,6,0,0,20,0,0,0,0,0,4,0,0,3,0,9,3,0,6,0,0,0,23,0,0,0,0,0,3,5,5,18,0,4,5,4,8,3,0,0,32,0,0,3,0,5,3,0,4,17,0,0,0,3,3,4,0,0,10,0,8,4,4,5,5,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,10,10,7,3,42,3,23,20,41
20503109109,9,3,5,3,0,0,27,0,3,10,4,5,0,0,0,28,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,7,0,8,0,0,0,24,12,21,42,20,26,14,9,0,137,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,6,0,0,36,5,3,6,5,9,3,0,0,18,0,7,4,3,0,0,0,0,13,0,6,0,3,5,4,0,0,19,0,6,10,4,3,7,0,0,30,0,5,12,3,5,3,0,0,30,0,10,11,4,5,0,0,0,33,0,3,4,0,0,0,0,0,8,0,4,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,11,3,7,8,4,0,37,11,49,72,38
20503109110,0,0,5,8,0,0,15,0,0,0,0,10,4,0,0,18,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,0,0,13,0,6,13,12,32,29,9,0,96,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,8,13,4,0,33,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,0,9,3,0,3,5,0,22,0,0,0,3,7,3,3,0,23,0,0,0,5,13,8,4,0,31,0,0,3,6,13,6,3,0,29,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,9,12,8,0,0,26,7,6,22,29
20503109111,0,6,0,0,0,0,8,0,4,4,3,3,3,0,0,22,0,0,5,0,4,0,0,0,6,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,14,14,16,37,3,7,0,95,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,18,0,8,0,5,10,4,0,0,18,0,0,3,0,0,0,0,0,4,0,5,0,3,5,0,0,0,21,0,0,3,0,10,4,3,0,29,0,3,5,4,7,0,0,0,27,0,4,4,7,6,3,3,0,23,0,0,3,0,4,0,0,0,9,0,0,0,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,6,3,21,29,30
20503109112,5,7,7,4,0,0,18,0,0,0,6,4,0,0,0,16,0,0,0,0,0,0,0,0,3,0,5,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,4,0,16,4,18,24,15,26,13,6,0,104,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,5,0,31,4,3,4,4,5,6,0,0,20,0,0,3,0,0,0,0,0,9,0,3,0,0,6,5,0,0,12,0,9,10,3,7,4,0,0,23,0,0,5,9,7,6,0,0,26,0,4,7,7,7,7,0,0,20,0,0,0,0,0,5,0,0,8,0,6,8,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,6,0,6,0,36,13,35,38,36
20503109114,0,3,0,0,0,0,12,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,22,0,3,12,13,17,15,6,3,59,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,7,0,0,16,0,0,0,3,4,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,3,3,3,0,0,0,11,0,0,0,0,0,7,0,0,11,0,4,0,4,3,0,0,0,15,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,9,17,9,6,46,3,5,5,28
20503109115,3,8,9,10,3,0,36,0,0,3,6,7,10,0,0,35,0,0,3,0,4,0,3,0,8,0,0,0,0,4,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,3,12,4,0,32,4,12,22,29,55,65,12,5,198,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,5,0,0,8,5,18,25,17,0,69,0,3,5,9,12,15,0,0,42,0,0,5,0,3,5,0,0,9,0,5,0,4,17,17,0,0,41,0,4,3,6,15,13,6,0,45,0,4,6,12,21,22,9,0,71,0,7,3,8,15,12,3,0,47,0,3,3,0,4,3,3,0,19,0,0,8,4,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,10,4,11,21,8,0,56,7,29,53,55
20503109116,3,6,8,0,6,0,14,0,3,0,4,12,3,3,0,20,0,0,0,0,0,0,0,0,9,0,3,3,0,3,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,11,3,19,21,11,34,24,15,3,125,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,0,4,4,4,12,18,7,0,49,0,4,0,0,7,8,0,0,19,0,6,4,0,0,0,0,0,6,0,9,4,3,10,7,3,0,33,0,5,5,7,9,10,6,0,34,0,0,0,4,6,7,3,0,25,0,3,0,8,9,3,4,0,31,0,0,0,0,0,0,0,0,9,0,3,7,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,8,0,0,14,0,0,0,25,8,34,32,27
20503109117,6,6,10,4,0,4,26,0,8,7,0,0,5,4,0,19,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,3,11,0,0,42,4,13,20,14,29,27,8,4,122,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,4,4,9,0,0,22,0,3,3,0,0,4,0,0,16,0,5,0,3,0,0,0,0,5,0,5,3,3,4,6,0,0,16,0,0,0,0,3,5,0,0,9,3,0,6,6,12,9,0,4,35,0,9,4,5,0,5,4,0,24,0,0,0,0,4,0,0,0,5,0,0,0,10,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,9,11,19,4,0,59,10,28,28,35
20503109118,5,4,7,0,0,0,27,0,0,8,0,0,5,4,0,17,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,10,20,14,29,18,9,0,112,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,0,3,6,10,9,0,27,0,4,3,8,9,5,0,0,27,0,0,6,0,0,0,0,0,5,0,0,4,5,8,0,4,0,21,0,0,3,0,3,16,0,0,27,0,7,3,4,10,0,0,0,31,0,0,8,0,4,11,4,0,27,0,4,3,0,7,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,3,3,6,6,0,4,24,3,16,32,29
20503109123,6,6,12,0,0,0,30,0,0,0,4,5,6,5,0,17,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,5,0,18,0,10,19,25,35,36,12,4,136,0,0,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,5,0,0,4,5,7,10,9,0,29,0,0,3,0,7,3,0,0,21,0,0,0,0,3,4,0,0,6,0,0,4,3,6,18,6,5,40,0,3,4,3,0,12,8,0,32,0,3,10,8,14,12,3,0,49,0,0,3,5,8,6,6,0,26,0,4,3,0,0,0,0,0,11,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,13,9,5,0,37,3,22,30,43
20503109124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20503109125,5,9,12,4,0,0,28,0,4,5,0,4,5,3,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,11,5,14,22,20,20,22,0,0,106,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,11,7,26,6,0,49,0,4,0,3,4,0,0,0,16,0,5,0,0,0,0,0,0,4,0,4,6,0,3,0,0,0,16,0,5,8,5,0,0,0,0,13,4,3,9,13,7,6,0,0,41,0,3,4,0,4,7,3,0,28,0,0,0,0,4,0,0,0,3,0,6,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,5,3,3,0,0,7,0,0,25,12,35,35,41
20503109126,6,4,3,4,0,0,22,0,6,4,6,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,35,65,6,17,28,22,17,21,25,43,166,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,5,8,26,0,0,0,0,0,7,0,0,18,0,0,9,0,0,0,0,0,11,3,0,0,3,5,0,6,4,23,3,3,4,6,3,0,7,6,23,0,3,9,4,3,4,0,0,22,0,6,10,6,0,3,0,0,25,0,0,6,0,0,0,0,0,5,0,4,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,15,22,49,100,7,26,38,34
20503109127,0,8,8,0,0,0,14,0,0,0,0,4,6,0,0,13,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,13,5,7,6,20,26,11,6,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,15,0,5,4,4,4,0,0,0,15,0,0,4,0,0,0,0,0,4,0,0,0,0,4,3,4,0,17,0,0,0,5,14,5,0,0,28,0,0,4,8,10,6,0,0,27,0,0,0,3,5,6,0,0,22,0,0,0,0,3,0,0,0,9,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,14,8,20,16,29
20503109128,4,3,3,0,0,0,10,0,0,5,0,3,0,6,0,19,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,17,3,12,17,16,19,17,11,0,82,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,4,5,7,0,3,3,0,18,0,4,3,0,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,8,0,0,4,0,3,4,0,0,11,0,0,5,3,3,4,0,0,22,0,4,7,0,0,0,6,0,27,0,0,0,4,0,0,0,0,3,3,3,6,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,3,0,28,3,22,32,25
20503109129,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,10,0,8,11,7,16,16,5,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,13,0,0,3,3,4,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,12,0,0,0,0,7,13,6,3,25,0,0,0,0,4,5,0,3,14,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,6,7,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,5,6,0,0,13,0,3,23,14
20503109130,12,6,10,6,0,0,41,4,3,3,0,7,5,0,0,24,0,4,0,0,0,3,0,0,7,0,4,0,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,12,10,29,38,19,34,29,11,0,168,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,11,10,11,5,0,41,0,5,11,5,6,0,0,0,26,0,0,3,0,0,0,0,0,6,0,6,9,6,4,13,6,0,43,0,0,9,8,3,9,4,0,33,5,7,21,10,16,17,3,0,73,4,6,0,3,10,9,0,0,41,0,9,0,0,6,3,0,0,14,0,3,4,3,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,8,0,4,0,0,0,11,0,0,22,10,45,56,50
20503109131,0,0,0,3,0,0,7,0,0,4,7,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,9,8,15,15,15,7,12,0,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,6,0,0,12,0,3,4,0,0,0,0,0,8,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,14,0,3,0,0,0,7,0,0,10,0,5,3,4,3,4,0,0,9,0,9,4,7,0,0,0,0,16,0,5,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0,3,0,0,19,13,29,21,22
20503109132,0,0,6,5,0,0,13,0,6,0,9,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,16,10,13,22,21,16,7,4,0,102,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,18,0,0,8,3,3,4,0,0,27,4,0,0,0,0,0,0,0,11,0,3,6,0,5,0,0,0,17,0,9,10,7,4,0,0,0,31,0,5,3,3,7,7,0,0,29,0,6,4,3,6,0,5,0,24,0,0,7,0,0,0,0,0,4,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,7,8,5,4,5,0,34,15,29,52,43
20503109133,3,0,5,5,0,0,15,0,5,3,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,6,4,0,0,20,6,12,13,6,18,24,7,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,12,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,8,0,0,4,0,0,11,0,0,18,0,0,4,3,9,9,0,0,28,0,0,0,3,0,6,0,0,14,0,4,0,0,0,3,0,0,8,0,0,0,0,5,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,8,7,0,35,0,17,17,20
20503109134,0,5,3,0,3,0,14,0,0,0,0,8,6,0,0,11,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,10,0,15,6,13,19,10,6,0,65,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,4,0,11,0,0,0,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13,0,0,0,0,3,3,0,0,14,0,0,6,5,8,6,3,0,34,0,4,0,3,8,6,0,0,13,0,3,0,0,0,0,0,0,5,0,3,3,6,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,5,0,18,0,26,18,28
20503109135,3,10,8,5,0,0,30,0,0,0,3,4,5,0,0,21,0,0,0,0,0,0,0,0,0,0,5,6,3,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,15,0,18,19,19,28,37,5,0,124,0,0,3,0,0,0,5,0,6,0,0,0,4,5,6,0,0,9,0,3,3,0,4,18,8,0,34,0,0,3,0,7,4,4,0,21,0,0,0,0,0,0,0,0,14,0,6,6,3,0,10,0,0,23,0,0,3,0,4,14,6,0,27,0,3,3,16,13,5,0,0,47,0,0,6,8,4,4,0,0,28,0,0,0,0,0,0,0,0,3,0,3,3,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,5,6,0,24,4,24,39,42
20503109136,10,3,3,0,0,0,25,0,3,3,4,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,8,6,5,5,0,44,13,33,30,24,20,25,9,5,146,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,5,4,4,5,7,0,0,33,0,3,4,6,4,0,0,0,22,0,0,5,0,0,0,0,0,10,0,8,0,3,9,4,0,0,29,0,12,9,9,0,4,3,0,31,0,5,13,9,4,8,0,0,35,0,5,3,4,11,3,0,0,24,0,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,11,15,7,11,20,10,0,89,15,53,63,38
20503109137,0,3,0,0,0,0,7,4,4,4,4,3,0,0,0,20,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,8,4,3,0,0,23,12,20,14,22,14,8,5,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,3,0,0,0,15,0,3,8,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,14,0,4,0,4,8,4,6,0,25,0,8,0,4,0,0,0,0,17,4,4,4,9,4,0,0,0,23,0,4,5,0,0,0,0,0,10,3,4,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,3,9,9,7,3,0,50,17,48,32,46
20503109138,3,4,4,6,0,0,20,0,5,6,3,6,5,0,0,20,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,4,3,0,19,0,19,29,27,22,21,5,0,126,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,3,5,12,8,0,0,36,0,0,10,7,5,5,0,0,26,0,0,0,0,0,0,0,0,0,0,3,4,3,6,3,0,0,22,0,0,9,11,9,5,0,0,30,0,3,3,9,8,6,0,0,31,0,10,9,3,6,5,0,0,28,0,5,0,5,6,0,0,0,15,0,5,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,8,7,8,8,9,3,0,45,11,46,54,59
20503109139,4,6,7,4,5,0,22,3,3,11,8,7,9,0,0,36,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,7,5,21,5,18,28,40,27,24,17,4,181,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,6,0,7,7,10,9,9,0,45,0,3,0,6,4,8,3,0,23,0,3,0,0,0,0,0,0,5,4,8,8,20,6,7,0,0,49,0,4,10,14,4,4,12,0,40,3,10,12,9,3,4,6,0,47,3,3,8,11,7,10,5,0,49,0,3,0,0,0,0,0,0,9,0,5,5,5,3,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,3,5,7,5,0,7,9,47,22,41,53,74
