SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
21005124223,3,4,4,4,0,4,0,0,0,4,0,4,4,4,3,14,5,15,0,0,3,0,0,5,0,0,6,0,0,4,0,0,4,6,11,15,0,3,8,0,0,5,0,0,0,0,3,3,5,0,0,6,10,16,0,0,0,0,3,3,3,0,3,5,4,13,3,0,3,19,11,27,0,5,3,5,5,8,0,3,5,6,4,8,0,0,5,12,12,27,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,10,0,0,0,3,0,5,0,0,3,5,4,4,0,3,0,7,5,14,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,5,3,0,0,3,0,5,5,0,0,0,0,0,0,0,4,4,0,6,9,0,0
21005124224,4,8,6,6,0,7,6,4,5,0,0,5,3,5,7,17,10,36,4,0,4,3,4,11,0,5,3,0,0,7,3,0,8,16,9,29,8,0,10,0,0,5,10,8,14,3,5,11,5,0,9,26,18,42,0,5,5,4,4,8,6,4,13,4,0,8,4,7,9,23,20,39,0,0,0,6,0,5,0,0,6,8,3,9,4,0,6,19,12,34,6,3,10,0,5,3,7,5,13,10,4,15,4,6,9,26,20,51,5,0,3,7,3,4,0,4,9,5,8,10,6,3,12,22,18,40,9,4,9,3,6,4,3,9,12,3,3,8,0,5,4,25,22,46,0,8,7,3,4,8,6,0,7,0,3,5,0,5,3,12,19,34,0,0,3,0,0,3,3,6,9,0,0,0,0,0,0,14,15,22,4,4,10,0,0,3,5,4,11,6,5,9,5,0,5,18,12,32,4,3
21005124225,8,5,9,0,4,4,3,9,14,0,5,4,8,11,19,27,30,58,5,3,8,9,3,8,4,10,12,13,3,15,7,5,9,36,29,63,10,5,11,9,4,12,3,15,18,5,0,11,5,3,8,31,27,57,0,0,3,6,3,10,0,3,7,0,8,9,0,4,3,10,18,35,3,6,5,9,5,7,3,7,13,3,9,7,4,6,12,18,27,46,4,5,13,7,3,13,6,0,10,12,5,17,0,7,9,33,23,57,7,7,13,5,6,9,6,0,9,4,5,11,5,8,10,25,31,56,5,3,10,10,11,22,5,5,10,3,0,9,3,0,12,33,27,61,0,5,6,0,4,6,3,0,7,3,3,9,3,0,5,17,23,40,3,0,9,5,0,10,3,4,10,6,4,3,3,4,9,17,21,34,3,5,8,5,0,5,3,5,6,0,0,3,0,4,3,13,7,24,4,3
21005124226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005124227,0,0,0,0,0,0,0,3,4,0,0,0,5,0,3,7,5,11,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,9,5,11,4,0,4,0,3,4,0,0,0,0,3,10,5,3,5,6,10,17,3,9,6,4,3,4,5,3,6,0,0,0,0,0,4,13,12,25,3,3,0,4,4,5,8,0,6,5,3,10,4,0,3,15,6,25,3,4,8,9,0,6,3,6,9,4,0,6,6,5,11,20,11,36,3,5,10,3,4,3,5,0,5,0,3,6,6,0,9,14,16,29,0,0,4,5,6,3,0,7,7,0,0,4,0,0,4,12,9,19,8,3,5,0,0,0,0,4,7,4,7,6,0,0,3,10,11,23,3,5,5,3,0,3,3,3,0,0,0,0,3,0,3,13,10,22,3,3,9,4,0,0,0,0,0,4,6,7,0,4,4,14,13,27,5,0
21005124301,5,5,3,0,3,9,0,0,6,3,8,10,0,3,8,10,20,28,3,4,10,3,5,3,5,3,12,0,5,5,4,0,4,18,16,26,0,7,7,0,0,0,3,5,9,7,3,6,11,0,16,25,9,37,4,5,10,0,0,5,9,0,9,0,6,4,0,0,4,15,12,26,3,7,8,9,3,14,6,3,13,3,3,11,3,0,8,23,18,44,6,0,6,3,0,6,6,3,9,9,0,7,5,8,11,20,14,33,0,0,0,5,0,7,0,3,6,4,4,6,7,0,8,16,15,29,0,4,5,6,0,6,6,0,7,4,4,7,0,6,5,12,14,32,0,0,7,3,4,3,0,0,0,6,4,4,0,4,6,7,12,20,4,0,4,0,0,5,4,0,6,0,3,3,0,0,6,11,11,20,4,0,8,3,0,7,0,0,3,3,0,6,0,0,3,15,6,20,6,0
21005124302,0,0,0,4,4,4,0,0,4,0,3,3,0,0,0,3,5,14,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,7,6,12,0,0,0,0,3,4,0,0,0,4,3,6,0,0,0,5,4,10,7,0,7,0,0,0,0,0,0,0,0,0,0,3,3,8,0,14,0,0,4,0,3,3,0,3,3,0,0,0,0,3,9,3,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,6,3,7,9,0,10,0,0,0,0,0,0,0,0,0,14,6,21,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,5,8,0,0,0,3,3,4,3,0,3,0,0,0,0,0,0,3,6,11,0,3,5,0,0,0,0,0,5,0,6,5,0,5,8,10,7,17,3,0,0,3,0,9,0,0,3,0,0,0,0,0,0,8,11,20,0,0
21005124303,0,0,0,0,4,6,0,0,0,3,0,3,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,3,8,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005124304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
21005124305,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,5,4,3,0,4,0,0,0,4,4,13,0,0,0,3,0,9,0,0,0,0,0,4,3,0,3,7,5,11,0,0,0,0,0,0,4,0,4,0,0,0,0,3,4,8,3,13,0,0,0,0,0,0,4,0,4,5,0,5,3,3,7,15,3,16,0,0,0,3,0,3,4,0,4,4,0,4,0,0,0,12,0,15,8,0,8,4,0,7,3,0,5,5,0,5,3,0,3,20,4,22,9,0
21005124306,0,3,4,4,0,6,3,5,3,9,3,8,5,0,5,18,8,30,5,0,5,0,3,7,0,0,4,0,3,3,0,3,9,16,12,28,3,6,10,4,0,3,4,3,11,3,3,5,7,3,9,19,17,37,4,0,9,0,4,5,0,3,3,4,5,9,4,0,5,18,15,34,5,3,6,3,0,5,4,3,6,3,9,3,9,0,7,24,12,35,5,3,10,0,7,8,4,4,6,3,0,3,7,7,8,25,17,34,6,5,7,0,0,3,4,3,3,3,5,6,5,0,6,16,15,24,5,3,3,0,5,6,5,0,4,3,0,4,0,0,4,11,6,20,0,3,0,0,3,5,3,0,3,3,4,5,0,0,0,7,13,17,0,0,3,0,7,7,3,6,7,0,0,0,3,3,4,8,11,19,8,4,13,3,3,3,0,4,6,0,0,8,4,3,7,15,13,29,3,5
21005124307,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,3,6,10,0,0,0,7,0,7,0,0,0,0,3,3,0,0,0,8,4,16,3,0,4,3,0,3,0,3,5,0,6,8,0,5,5,10,12,23,0,0,0,0,3,7,0,0,0,0,0,5,0,0,0,4,7,14,0,6,6,0,3,6,3,4,11,0,0,0,0,3,3,6,12,20,5,0,3,4,5,3,0,0,0,0,0,0,6,0,3,6,7,14,4,0,5,3,0,3,7,4,6,0,4,4,0,0,0,13,9,15,0,0,5,0,0,3,3,0,3,3,0,7,0,5,3,10,7,16,4,0,4,0,3,0,0,0,0,4,0,4,3,0,0,7,5,14,7,0,6,0,6,0,0,4,4,0,0,0,5,0,5,9,3,20,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,9,7,0,0
21005124308,0,0,4,0,0,4,4,0,4,0,0,6,5,4,5,12,9,18,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,5,10,0,0,0,0,4,4,0,0,0,0,0,0,0,3,4,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,4,3,0,6,0,0,0,3,5,8,11,9,20,0,4,4,0,9,9,4,3,7,5,0,3,4,7,4,11,20,29,6,3,4,7,0,9,0,0,0,0,0,5,3,0,3,17,10,26,0,0,3,0,0,5,0,0,0,9,0,12,3,0,4,16,7,20,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,8,4,10,0,0,0,3,0,4,0,0,6,4,0,8,3,0,3,7,3,16,0,0,3,0,3,8,0,0,0,5,0,7,0,0,0,8,12,18,0,4
21005124309,7,0,8,8,5,8,5,8,12,4,0,4,4,3,5,20,14,36,4,0,4,0,0,0,0,4,6,4,0,4,0,0,0,12,7,16,0,0,6,3,0,0,0,7,6,0,3,3,0,0,0,12,11,19,0,3,5,0,6,5,6,0,6,0,0,3,0,0,3,14,8,21,0,4,4,0,0,0,5,0,6,8,0,9,0,4,3,7,11,19,0,0,0,4,5,10,3,4,9,3,8,10,0,0,4,14,15,28,3,5,7,0,0,3,3,0,9,0,5,6,3,4,9,14,12,29,0,0,4,6,0,7,4,0,10,7,3,8,0,0,0,21,8,30,0,0,4,0,5,9,4,6,5,0,0,0,6,4,6,12,11,25,5,0,5,3,0,3,4,0,3,9,5,9,0,0,0,15,7,26,0,0,0,0,0,0,0,0,4,4,0,4,0,3,3,8,8,11,0,0
21005124310,0,3,3,6,3,13,0,3,5,4,0,4,3,3,7,19,17,33,0,0,4,5,5,9,0,0,0,0,3,4,0,5,0,8,14,16,0,0,4,4,6,5,3,0,6,3,5,9,0,5,7,14,15,29,5,0,7,0,0,3,4,3,9,5,0,4,3,0,3,23,5,32,4,0,5,5,5,3,3,0,8,4,3,3,4,8,12,15,16,32,4,0,3,0,6,6,0,0,0,5,3,10,7,0,5,11,16,23,6,3,9,4,0,3,3,5,4,6,4,5,3,4,9,14,19,34,3,0,7,0,0,0,0,3,7,0,0,0,0,6,8,8,3,16,3,0,4,0,4,3,5,0,0,0,0,3,3,0,8,16,8,27,0,5,6,3,0,4,0,3,5,0,0,3,0,3,3,12,14,29,0,6,4,4,0,4,3,0,3,4,0,4,3,0,3,10,11,24,0,4
21005124311,0,3,4,0,4,3,0,4,5,0,4,3,0,0,5,11,11,27,3,9,7,0,4,4,10,3,12,0,3,4,0,6,3,12,14,31,3,0,6,0,0,0,0,3,6,8,4,8,0,0,0,13,10,24,0,7,7,3,4,5,0,3,3,0,0,0,4,0,4,7,6,15,0,4,4,0,0,0,6,0,3,0,0,0,0,0,0,9,9,23,0,3,6,3,0,4,0,0,3,0,0,3,0,0,0,6,15,15,3,3,4,0,3,5,3,3,6,4,4,6,0,4,0,12,13,21,4,7,11,6,3,13,5,0,6,0,0,0,0,0,0,14,15,27,0,3,3,0,0,6,0,0,6,0,0,0,0,5,5,9,14,16,0,0,0,3,0,5,0,0,0,0,0,0,3,5,5,4,9,12,0,0,5,4,0,3,3,3,9,3,0,3,0,0,0,10,8,17,0,3
21005124312,10,5,10,3,3,11,0,8,4,5,5,5,3,0,7,15,18,39,7,0,8,6,0,8,6,10,16,9,4,11,4,0,6,32,16,48,0,3,8,0,0,5,6,4,14,5,3,7,8,3,6,21,15,38,3,3,6,7,0,6,5,0,4,4,3,9,0,3,8,13,9,26,6,5,10,4,7,6,4,4,10,0,3,3,0,4,10,24,23,44,7,3,8,3,7,5,7,0,9,4,3,10,0,3,5,20,19,40,7,7,12,3,4,8,5,3,6,8,5,9,6,5,12,27,17,44,7,0,5,5,0,4,0,4,4,3,3,12,6,5,11,16,14,35,7,5,13,3,0,4,3,0,5,0,4,3,3,0,3,21,7,25,0,4,7,3,3,8,0,0,3,8,3,8,4,0,4,13,12,22,3,3,8,4,7,9,5,4,5,3,3,9,3,3,8,17,17,35,0,3
21005124313,6,3,4,0,0,0,0,0,0,6,5,5,0,0,0,7,13,19,3,0,3,0,3,3,0,4,4,3,0,6,0,5,5,7,12,17,4,4,3,0,0,5,0,0,0,7,0,6,3,0,4,16,6,14,3,0,3,3,3,6,8,6,15,0,0,0,0,0,0,19,8,25,0,0,5,4,0,4,0,3,3,0,3,0,6,3,4,10,14,16,4,0,4,0,0,4,6,3,8,4,0,4,3,0,4,12,5,18,0,0,7,0,3,3,0,0,5,0,0,0,0,3,3,9,11,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,0,7,9,0,0,4,0,5,5,0,0,0,3,0,3,7,9,21,4,0,5,0,0,5,0,3,3,3,0,0,0,4,3,9,11,21,0,8,10,3,0,3,3,0,3,0,0,5,0,0,0,8,7,11,0,5
21005124314,3,5,9,8,9,16,10,6,16,9,0,8,4,11,13,36,26,63,8,9,17,3,3,10,3,4,9,4,7,10,6,3,12,26,28,56,4,5,5,4,6,6,4,3,5,4,4,6,10,5,13,23,20,40,3,6,10,3,5,10,7,4,12,0,7,4,0,0,4,10,20,36,3,3,4,3,4,3,9,3,15,4,10,7,4,8,15,19,23,47,4,6,8,9,7,12,8,5,16,4,4,7,6,4,13,33,27,60,18,4,18,7,5,12,11,0,11,3,5,7,6,15,19,36,29,68,10,8,15,5,3,3,8,3,9,11,0,10,4,3,12,26,16,43,3,4,9,0,3,4,3,4,5,5,9,12,0,4,6,14,19,34,0,4,3,3,8,11,6,4,11,4,0,7,0,8,10,23,21,36,4,3,5,7,5,8,7,3,14,0,6,9,4,0,10,21,21,35,0,6
21005124315,0,0,0,6,5,7,0,0,0,4,3,7,0,5,4,11,10,15,0,0,0,0,5,7,3,0,3,0,0,3,7,0,7,14,14,29,3,4,4,4,5,11,4,0,9,0,0,3,0,0,4,14,13,25,0,0,7,0,5,4,5,5,11,4,0,5,0,6,6,7,18,22,4,3,8,0,4,6,4,3,7,9,4,6,3,3,10,18,21,41,0,0,0,9,6,9,0,0,0,7,5,9,0,5,7,12,9,24,6,0,5,7,0,10,3,5,10,5,0,4,4,0,3,14,12,27,0,0,6,0,3,3,0,4,5,0,0,0,0,0,4,9,10,22,0,0,7,0,0,0,4,3,9,4,0,4,0,0,0,9,6,14,0,5,5,0,0,7,5,0,3,0,4,3,6,5,4,3,11,24,0,6,6,0,0,0,0,0,0,0,3,3,0,0,5,4,4,12,0,0
21005124316,0,0,0,0,0,0,0,4,4,0,0,0,4,3,5,4,9,14,0,0,4,0,0,3,3,4,3,6,5,5,3,0,0,8,7,21,0,4,4,4,0,0,3,0,3,0,0,0,0,4,4,3,3,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,0,3,0,0,4,0,0,0,0,0,0,0,0,4,3,7,13,0,0,0,7,5,9,4,0,4,0,0,5,0,0,0,12,7,17,0,4,4,0,4,3,0,0,0,5,0,3,0,0,0,4,8,12,6,0,4,9,0,9,0,4,6,0,6,5,0,3,3,13,9,21,0,5,5,0,0,0,0,6,0,3,0,3,5,0,5,5,3,14,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,4,3,7,0,0,0,4,3,5,4,0,7,0,0,0,3,0,0,9,3,12,0,4
21005124317,7,3,6,6,0,9,9,6,10,3,5,9,5,7,11,27,19,41,5,7,9,4,8,9,4,4,7,3,0,6,4,3,7,23,26,45,5,4,5,4,0,3,4,8,13,6,8,12,4,0,5,16,18,40,5,3,12,4,5,9,0,7,7,6,0,6,3,0,3,17,14,37,7,6,13,0,0,5,7,5,12,11,8,9,0,5,6,26,24,42,0,4,10,6,0,6,0,5,4,3,4,4,9,0,11,16,18,28,4,0,4,3,5,8,6,8,12,3,3,3,3,4,11,18,17,32,6,9,17,3,4,6,4,3,5,5,0,7,4,7,17,21,23,47,0,3,11,3,4,9,4,0,3,0,0,8,0,4,6,17,17,31,0,4,4,3,3,5,6,4,6,6,0,6,7,4,10,15,13,26,6,3,3,0,0,8,4,3,6,3,5,5,9,3,10,19,12,34,0,0
21005124318,5,3,8,3,0,3,0,7,9,0,4,7,10,8,13,17,21,42,10,0,8,9,5,14,9,0,9,0,3,10,4,6,6,26,18,49,8,9,10,5,8,14,3,9,8,6,9,12,5,0,9,22,34,50,0,6,4,6,5,6,3,0,3,0,0,3,5,6,7,15,9,25,0,3,7,4,0,3,3,6,8,0,3,4,3,8,10,14,20,32,3,3,6,6,4,11,6,3,10,5,0,8,0,10,12,20,14,37,0,0,0,0,0,7,0,4,4,0,0,5,6,3,8,12,10,22,3,4,9,4,0,8,0,7,8,0,3,6,3,0,7,18,22,42,4,3,8,8,6,11,3,3,6,4,6,8,7,3,8,26,19,45,0,3,3,0,0,0,8,0,12,0,0,4,4,4,5,15,12,27,4,0,3,0,0,0,0,0,7,6,3,5,3,0,5,14,12,25,4,3
21005124319,0,3,8,6,0,0,0,4,3,0,3,3,4,4,5,17,17,28,7,10,11,0,6,5,7,0,7,0,0,3,4,6,11,13,23,36,3,7,6,0,4,7,8,0,4,0,7,10,6,0,9,17,23,37,5,0,6,5,0,5,4,0,6,3,7,5,0,7,9,12,17,25,3,5,5,5,0,6,3,6,8,0,0,0,5,0,5,16,8,29,6,0,4,3,0,7,8,4,6,3,0,4,0,0,4,16,9,29,3,3,7,0,4,4,0,7,9,4,4,9,6,0,6,11,10,22,3,6,5,0,0,4,5,0,0,0,3,7,0,4,5,12,14,23,4,4,7,0,3,0,5,3,11,0,6,9,5,0,9,18,17,35,4,0,4,5,0,9,9,3,12,4,0,3,0,5,7,18,9,25,0,0,4,5,0,8,0,4,5,0,0,0,4,3,7,6,10,18,0,5
21005124320,7,5,6,7,3,12,3,0,5,5,3,12,9,0,12,26,14,41,7,5,12,4,4,6,6,8,15,5,4,11,7,9,13,27,28,62,6,10,13,9,13,18,13,8,18,5,3,9,3,6,17,37,38,69,4,10,12,5,3,9,8,5,13,10,4,13,8,7,9,26,28,55,7,4,13,3,5,8,3,8,8,6,7,10,10,3,19,32,19,55,9,3,6,11,3,13,6,3,9,6,0,9,3,7,4,34,19,45,0,10,13,3,8,11,4,5,16,5,6,7,6,9,12,20,33,50,0,5,7,3,3,10,3,6,13,8,3,9,5,9,17,24,27,52,4,0,10,5,5,13,4,5,8,4,9,13,4,0,4,29,13,44,10,3,16,8,3,11,4,0,6,3,4,3,10,6,15,29,17,55,0,5,8,7,0,8,0,6,5,6,6,9,0,0,0,12,19,34,3,7
21005124321,0,4,5,4,0,0,4,3,6,0,4,8,0,5,10,9,12,28,5,8,5,4,5,12,6,6,12,4,3,5,3,4,7,22,15,40,5,5,7,5,0,6,3,6,3,5,0,8,0,4,3,18,11,30,3,5,4,0,0,3,3,0,3,0,7,6,0,0,0,7,6,19,0,0,0,0,6,10,0,0,3,11,0,7,4,3,3,12,8,26,9,3,11,7,3,13,12,3,12,9,0,10,0,5,0,30,20,51,0,7,8,5,10,20,5,0,7,4,3,7,3,0,7,21,23,45,0,0,3,5,0,5,7,0,6,8,3,6,3,4,10,25,13,40,0,8,9,0,0,0,0,0,3,3,0,3,4,0,5,9,10,22,5,5,10,0,0,0,3,0,7,5,4,3,0,3,5,16,12,29,5,8,8,5,0,3,0,4,0,3,3,7,5,0,6,15,14,29,10,3
21005124322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005124323,8,3,12,4,0,7,4,3,4,3,6,5,3,3,10,23,19,34,3,3,6,4,3,6,6,3,9,0,0,6,3,4,9,17,22,35,0,9,6,3,4,0,0,3,3,0,4,5,0,0,4,4,15,23,3,4,8,0,0,0,3,0,6,3,4,3,0,0,4,13,13,27,0,3,4,0,0,0,7,0,6,0,9,6,6,3,6,10,14,23,3,0,8,0,0,3,4,7,11,5,0,3,13,0,15,25,12,39,5,0,4,8,3,12,3,7,13,10,3,14,9,0,9,25,21,44,0,5,6,8,5,8,0,5,5,5,0,3,0,4,7,16,10,25,0,5,7,4,0,3,5,0,3,6,3,8,3,0,3,16,9,29,6,4,10,0,5,0,5,0,3,3,3,8,4,4,11,16,15,32,0,5,5,5,0,5,3,0,3,0,3,3,9,0,4,17,7,24,4,3
21005124324,4,0,3,4,0,4,0,3,4,0,0,0,3,0,4,15,4,14,0,4,7,4,3,4,3,5,6,3,9,8,3,0,10,21,18,39,4,3,7,5,3,12,3,0,9,0,3,6,7,6,8,22,15,40,4,5,11,0,3,8,3,3,13,0,3,5,4,0,3,19,21,37,12,5,10,4,3,7,3,0,4,0,0,6,4,3,7,25,17,37,0,0,4,5,0,4,3,3,3,5,4,6,0,0,10,18,11,31,4,7,8,0,6,6,4,0,4,0,0,3,6,5,7,16,12,20,0,0,4,0,0,9,5,6,5,3,0,7,4,0,4,11,8,25,3,4,12,0,3,3,0,4,4,0,0,0,4,3,9,5,16,24,4,8,7,0,0,4,0,5,5,0,0,8,0,0,0,10,14,19,0,3,8,3,0,3,0,0,3,5,4,6,5,4,7,15,13,25,6,3
