SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
20101100101,6,4,7,11,17,32,14,0,16,0,0,0,22,25,47,10,12,23,7,4,7,4,0,8,21,15,33,4,0,6,0,0,0,10,0,9,0,3,5,0,0,0,9,6,16,5,3,9,0,4,4,0,0,0,0,0,5,0,0,0,8,8,14,17,11,28,0,0,0,0,0,0,0,0,0,0,5,5,7,12,15,76,68,145
20101100102,0,8,4,6,0,6,3,5,4,0,0,3,5,6,15,0,0,3,4,0,4,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,3,4,7,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,22,24,46
20101100105,0,4,4,10,10,20,0,0,0,0,0,0,12,13,22,6,12,20,0,0,0,0,0,0,7,12,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,17,42,62,0,5,4,0,0,0,0,0,0,0,0,0,22,53,75,25,55,82,0,0,0,0,0,7,0,0,0,0,0,7,8,8,13,53,94,144
20101100106,9,4,15,16,16,34,8,4,9,0,4,4,23,28,47,16,16,33,4,3,4,5,4,7,21,29,49,3,0,5,0,3,5,5,0,5,0,6,7,0,0,0,6,8,19,0,5,3,0,4,4,0,0,0,3,3,6,0,0,0,7,14,17,14,22,39,0,0,0,6,3,9,0,0,0,4,3,10,18,20,38,97,100,193
20101100107,0,0,0,9,6,15,0,4,4,0,3,0,12,11,19,9,0,11,5,3,4,0,0,0,14,7,15,0,0,4,0,0,0,0,0,0,0,6,6,0,0,0,0,10,9,0,4,0,0,3,3,0,0,0,0,7,4,0,0,0,6,10,11,11,19,22,0,0,0,0,0,3,0,0,0,0,5,0,15,13,23,43,44,89
20101100108,10,15,25,35,23,56,18,11,33,0,5,0,55,40,92,22,27,54,10,6,13,4,5,10,37,34,70,0,3,3,0,0,0,3,0,6,5,5,11,0,0,0,12,5,18,5,11,17,6,0,4,0,3,10,6,10,22,0,0,0,18,27,45,26,33,63,4,0,3,0,0,0,0,0,0,4,0,3,13,11,25,146,132,278
20101100109,9,3,16,20,9,28,4,3,9,0,0,0,25,11,34,12,17,24,5,7,10,3,0,3,18,19,34,0,0,3,0,0,0,0,0,0,6,4,4,0,0,0,3,7,10,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,6,14,15,9,18,0,0,3,0,4,4,0,0,0,0,0,5,15,24,36,84,66,151
20101100110,4,6,13,5,5,17,5,15,17,4,10,12,16,27,46,17,13,24,11,16,20,7,11,20,31,35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,19,0,0,5,0,0,3,0,5,3,0,0,0,11,17,27,12,18,32,0,4,4,0,0,0,0,0,0,0,4,4,8,3,7,75,88,166
20101100111,0,3,8,9,3,17,11,12,18,7,4,7,30,15,43,12,9,12,9,8,13,4,3,7,23,15,38,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,10,6,3,10,0,0,0,0,0,0,0,4,3,0,0,0,12,5,14,17,3,22,0,0,0,0,0,0,0,3,6,4,3,6,5,10,14,79,52,131
20101100112,3,3,13,7,11,15,8,12,21,0,4,4,16,24,40,10,3,14,8,3,7,3,6,8,10,14,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,6,5,7,0,0,0,0,0,0,0,3,3,0,0,0,10,4,14,8,8,21,0,0,4,0,3,3,0,0,0,0,3,4,7,3,8,46,67,117
