SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
20101100113,0,3,6,4,6,10,3,9,10,0,6,6,8,22,25,11,6,13,3,8,16,6,3,11,22,20,38,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,6,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,4,10,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,43,48,93
20101100114,5,5,12,13,12,30,3,9,16,4,3,6,25,25,48,9,7,18,7,8,12,3,3,7,22,16,39,0,0,3,3,0,3,0,0,4,5,0,3,0,0,0,11,3,14,8,9,16,3,5,13,0,0,0,3,7,10,0,0,0,12,21,39,21,25,49,0,0,0,0,0,5,0,0,0,0,0,5,12,8,18,85,91,173
20101100118,5,3,12,10,13,26,4,7,11,0,4,4,14,23,36,10,11,24,10,11,19,0,5,5,21,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,5,7,0,0,0,0,0,0,0,4,4,0,0,0,0,6,8,12,4,18,0,0,0,4,0,5,0,0,0,4,0,0,3,5,5,51,62,112
20101100119,11,11,20,25,13,36,24,17,41,14,16,27,59,46,103,17,14,41,28,15,44,15,8,24,61,46,104,0,0,0,0,0,0,7,3,13,4,0,4,0,0,0,11,4,15,5,16,17,0,6,7,0,0,0,0,4,7,0,0,0,11,23,35,20,30,47,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,157,129,283
20101100120,16,15,23,26,32,61,18,20,32,3,4,4,48,54,103,24,25,48,5,7,16,3,5,9,35,44,75,0,0,3,0,3,3,0,0,3,3,0,4,0,0,0,8,3,11,11,3,15,3,8,10,0,0,0,0,6,6,0,0,0,9,17,27,16,23,43,0,0,0,0,3,6,0,0,0,0,3,6,16,11,26,127,148,272
20101100121,8,8,12,25,21,44,20,12,34,5,12,18,54,44,89,33,24,57,20,11,28,3,4,6,56,39,90,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,4,8,6,16,24,0,6,5,4,0,3,9,3,13,0,0,0,20,29,43,22,32,53,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,136,128,268
20101100124,3,4,7,19,13,35,12,13,26,6,5,7,32,32,65,13,17,29,13,14,26,9,8,14,31,37,68,0,0,0,0,0,0,0,4,0,3,5,7,0,0,0,4,3,14,4,6,10,4,0,0,0,0,0,0,4,3,0,0,0,4,12,18,12,15,30,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,87,98,184
20101100125,15,17,26,9,23,37,16,10,31,5,5,8,32,40,77,12,24,36,6,10,16,3,9,9,21,39,62,0,0,0,0,0,0,7,4,7,0,3,3,0,0,0,6,11,15,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,5,15,25,3,0,5,0,0,0,0,0,0,3,0,5,4,11,16,90,118,211
20101100126,6,9,12,5,10,16,8,4,13,15,16,30,31,31,54,8,8,15,13,4,16,16,10,26,29,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,13,17,0,0,0,0,0,0,0,10,10,0,0,0,9,21,29,10,23,35,0,0,0,0,0,4,0,0,0,0,0,4,12,7,15,92,87,177
20101100127,4,11,17,14,13,35,12,9,21,0,5,7,30,29,57,5,11,18,4,8,12,9,6,7,20,26,41,0,0,0,3,0,3,0,3,9,4,0,11,0,0,0,12,6,14,3,9,17,0,3,7,0,3,3,0,3,3,0,0,0,7,26,31,17,29,46,0,0,0,0,4,6,0,0,0,0,4,8,7,10,18,78,111,186
20101100128,12,3,18,13,15,18,7,9,10,3,7,9,18,21,43,5,19,24,0,0,0,4,4,3,13,18,32,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,3,10,4,4,6,0,0,0,0,0,5,0,3,3,0,0,0,3,9,16,9,16,20,0,0,0,0,0,6,0,0,0,0,3,3,0,4,3,55,67,119
20101100129,12,13,24,13,17,32,13,8,18,4,6,11,33,29,59,15,8,20,0,3,7,0,0,3,15,16,33,0,0,3,0,6,3,0,0,3,0,0,0,0,0,0,3,7,11,4,6,12,6,9,12,4,0,3,5,4,12,0,0,0,9,20,33,12,25,42,0,0,0,0,0,0,0,0,0,0,0,5,13,12,23,88,94,179
20101100130,7,9,12,18,5,25,11,5,15,3,0,3,34,17,48,8,11,20,5,7,13,0,4,7,15,20,35,3,0,3,0,0,0,4,0,4,0,0,3,0,0,0,9,5,13,4,0,3,3,0,3,0,0,0,0,4,4,0,0,0,5,3,12,15,8,19,0,0,0,0,0,5,0,0,0,0,0,5,6,0,6,70,58,123
20101100131,9,13,24,3,7,7,4,7,16,4,3,4,14,16,32,6,3,11,7,4,10,3,7,9,15,10,34,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,9,0,3,3,0,0,0,0,0,0,4,7,9,0,0,0,4,8,8,3,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,45,57,105
20101100132,15,9,22,33,44,77,8,14,20,6,3,8,51,57,108,21,29,55,11,5,13,5,3,11,39,40,81,0,3,6,0,0,0,9,7,9,9,3,16,0,0,0,17,14,35,18,13,27,0,5,8,3,0,3,5,7,13,0,0,0,24,26,52,41,41,83,0,0,3,5,3,5,0,0,0,5,9,11,16,18,38,172,171,343
20101100133,7,7,10,20,19,35,3,9,10,0,0,3,26,29,50,7,18,24,0,4,5,0,7,5,14,23,33,0,0,0,3,0,3,0,4,4,0,3,3,0,0,0,8,6,10,0,0,3,0,5,3,0,5,5,4,6,12,0,0,0,10,17,22,11,19,34,0,0,0,4,0,3,0,0,0,4,0,3,10,10,19,64,86,155
20101100134,5,0,4,5,0,9,0,6,10,5,0,3,12,5,23,3,0,6,0,0,0,0,0,4,3,3,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,7,0,0,4,0,0,3,0,0,4,0,3,3,0,0,0,3,8,8,3,11,16,0,0,0,0,0,3,0,0,0,0,6,4,4,7,9,29,35,71
20101100135,13,10,18,15,20,34,6,19,23,8,0,4,27,37,58,3,7,16,5,3,7,0,3,4,17,12,25,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,3,7,13,6,8,16,0,8,8,0,0,0,0,6,6,0,0,0,10,20,28,11,32,40,0,0,3,0,0,0,0,0,0,3,0,3,6,0,7,72,91,161
20101100136,16,12,30,19,21,36,20,14,29,7,7,13,36,40,75,11,20,30,7,7,17,6,6,6,21,33,56,0,0,0,0,0,0,0,0,0,6,6,7,0,0,0,7,10,15,3,9,15,7,4,10,0,0,4,12,11,20,0,0,0,20,23,38,22,35,58,0,0,0,3,5,7,0,0,0,3,5,7,10,8,17,117,129,242
20101100137,12,3,16,19,13,36,9,8,15,6,0,10,27,32,61,11,9,20,9,0,4,4,3,5,19,18,35,0,0,0,0,0,0,3,0,3,0,10,4,0,0,0,5,10,10,9,7,13,0,0,0,0,0,0,3,4,5,0,0,0,12,13,22,10,25,35,0,0,0,3,0,3,0,0,0,3,0,3,8,12,14,90,80,166
20101100138,13,12,27,18,20,35,12,11,26,5,5,13,37,36,68,12,7,16,4,0,10,0,0,7,19,14,30,0,0,0,0,0,0,8,4,7,3,3,5,0,0,0,8,16,22,0,11,11,0,3,8,0,3,3,0,3,3,0,0,0,0,22,27,9,32,42,0,0,4,0,0,0,0,0,0,0,0,4,8,3,15,85,98,182
20101100139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100140,6,10,16,5,8,19,14,12,24,5,14,21,34,31,60,8,10,17,10,14,19,11,9,22,31,30,60,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,8,4,5,10,3,0,6,3,4,7,7,9,9,0,0,0,13,17,30,20,17,34,0,0,0,0,4,0,0,0,0,3,0,4,5,6,8,95,98,191
20101100141,0,0,5,3,5,7,10,4,18,0,0,4,16,9,30,6,3,13,10,8,14,5,6,8,19,13,32,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,4,0,0,0,0,3,3,0,5,0,0,0,0,5,6,10,4,15,18,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,47,45,96
20101100142,11,6,14,16,18,37,10,5,18,0,4,0,31,25,56,7,13,22,8,8,14,0,8,8,14,24,37,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,6,0,7,7,0,0,4,0,0,0,4,0,6,0,0,0,3,7,8,4,10,9,0,0,0,0,4,5,0,0,0,0,4,9,6,12,14,61,80,145
20101100201,3,0,0,7,3,18,0,4,5,3,4,8,12,16,31,7,9,20,10,10,20,10,6,25,31,31,60,0,0,0,5,0,5,0,0,4,0,0,3,0,0,0,8,4,9,3,6,15,3,0,7,0,0,0,4,7,4,0,0,0,9,19,26,16,21,39,0,0,0,0,0,0,0,0,0,0,3,3,8,3,12,73,72,143
20101100202,3,0,3,4,0,7,0,0,3,0,0,4,4,6,9,7,9,14,3,5,7,4,5,8,12,18,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,6,9,13,0,0,0,0,0,0,0,5,7,0,0,0,8,6,14,6,14,20,0,0,0,0,4,4,0,0,0,0,4,4,4,8,13,28,50,79
20101100203,0,0,5,3,3,11,0,4,6,6,0,12,10,7,26,5,4,10,3,9,16,9,6,15,17,21,43,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,5,7,5,6,9,0,4,0,0,0,0,0,7,3,0,0,0,8,14,20,6,22,27,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,53,59,109
20101100204,8,0,11,6,5,9,3,0,5,5,9,13,15,17,28,7,6,8,0,11,14,6,14,19,11,31,44,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,5,7,5,13,19,0,3,3,0,0,0,0,3,4,0,0,0,5,19,27,9,27,35,0,0,0,0,0,0,0,0,0,0,5,3,4,7,14,47,81,125
20101100205,12,0,14,15,19,32,4,5,18,9,6,7,31,27,53,12,6,21,6,5,14,9,8,9,23,14,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,3,5,13,3,3,3,0,0,0,0,7,7,0,0,0,13,19,28,13,19,33,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,83,76,159
20101100206,0,7,10,0,0,0,5,5,7,11,9,24,15,11,27,0,0,4,29,9,42,51,70,122,88,77,163,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,6,3,7,10,6,15,0,0,0,0,0,0,0,0,0,0,0,0,12,8,22,16,13,24,0,0,0,0,0,0,0,0,0,0,0,0,14,6,19,136,119,255
20101100207,0,3,4,8,9,15,0,3,3,9,4,16,16,18,37,4,0,3,7,0,7,15,12,27,24,17,41,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,6,7,7,7,0,3,6,0,0,0,3,0,5,0,0,0,9,15,25,10,17,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,59,62,121
20101100208,4,0,6,6,5,12,8,6,12,21,11,29,31,23,56,0,0,0,10,10,21,20,21,41,30,33,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,4,5,4,0,0,0,0,0,5,0,0,0,6,12,20,8,14,26,0,0,0,0,0,3,0,0,0,0,0,3,9,12,24,89,83,168
20101100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100211,3,7,7,7,3,14,4,9,13,3,4,10,21,21,41,4,3,6,6,8,15,4,4,8,21,16,38,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,3,12,6,6,10,4,10,7,0,0,0,0,7,7,0,0,0,9,16,30,20,22,40,0,0,0,4,0,4,0,0,0,4,0,4,4,0,4,69,67,136
20101100212,0,0,3,9,7,12,3,0,6,4,8,9,9,9,22,0,0,0,0,8,8,8,3,10,11,7,18,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,6,3,5,9,0,0,0,0,0,0,3,0,6,0,0,0,7,7,18,7,16,18,0,0,0,0,0,0,0,0,0,0,0,0,19,26,42,48,60,108
20101100213,5,3,5,4,6,13,0,4,4,0,4,4,5,12,17,0,6,6,4,8,10,0,8,14,3,24,21,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,7,10,10,0,11,0,0,0,0,0,0,0,3,3,0,0,0,10,11,17,9,12,27,0,0,0,0,0,0,0,0,0,0,0,0,4,17,23,29,73,99
20101100214,6,5,11,12,0,13,7,6,13,7,3,7,19,11,33,6,4,10,8,6,14,4,3,3,16,8,28,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,8,6,0,5,7,0,0,6,0,0,0,0,0,6,0,0,0,4,10,21,11,18,27,0,0,0,0,0,0,0,0,0,0,0,0,6,14,15,56,57,119
20101100215,7,4,11,15,9,25,0,0,3,0,6,7,18,23,37,4,0,3,0,4,4,6,5,6,6,5,12,0,0,0,0,0,0,0,0,3,4,8,5,0,0,0,0,7,14,8,11,22,9,10,17,0,0,0,7,4,11,0,0,0,21,30,52,24,36,61,0,0,0,0,4,6,0,0,0,0,0,3,12,14,25,66,85,149
20101100216,6,4,9,18,0,22,0,0,0,0,0,0,18,6,23,3,5,9,0,0,5,0,0,0,4,8,13,0,0,0,0,4,4,0,0,0,4,0,3,0,0,0,6,3,11,5,4,6,0,8,9,0,0,0,0,4,5,0,0,0,11,12,22,12,15,31,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,53,46,97
20101100217,7,5,6,0,0,10,0,0,5,0,5,6,9,10,16,0,4,5,0,4,10,10,3,14,15,9,26,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,7,10,3,0,4,0,0,0,6,4,6,0,0,0,6,13,20,15,15,25,0,0,0,0,0,0,0,0,0,0,0,0,11,13,22,54,45,102
20101100218,0,4,3,9,0,13,6,0,7,3,0,8,17,7,25,0,6,8,6,3,8,7,0,10,13,10,25,0,4,4,0,0,0,4,0,4,0,4,10,0,0,0,4,11,16,0,4,4,10,0,11,0,0,0,5,8,9,0,0,0,16,14,29,18,22,43,0,0,0,0,0,0,0,0,0,0,0,0,18,19,39,70,69,139
20101100219,4,0,4,0,0,3,6,0,6,0,0,0,4,0,7,0,3,6,0,0,4,0,0,3,3,4,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,8,15,21,40,0,7,10,0,0,0,0,0,0,0,0,0,19,29,49,20,35,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,33,49,78
20101100220,0,4,8,4,0,9,0,4,0,6,0,6,5,4,12,0,0,0,0,0,0,3,0,3,9,0,7,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,0,4,6,0,0,4,0,0,0,0,5,5,0,0,0,4,16,21,4,19,21,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,23,28,53
20101100221,0,0,5,0,3,7,0,0,3,0,0,0,3,7,8,0,4,6,4,4,8,6,0,4,10,12,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,3,4,3,0,0,0,3,7,8,0,0,0,11,7,19,8,8,20,0,0,0,0,3,3,0,0,0,0,3,0,7,8,11,34,40,73
20101100222,8,9,16,16,14,29,0,4,3,15,13,31,32,26,60,0,0,0,3,9,11,13,22,33,24,25,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,8,7,7,6,13,0,0,0,0,4,8,0,0,0,9,18,24,13,15,30,0,0,0,0,3,4,0,0,0,0,3,3,3,13,21,81,92,173
20101100223,3,5,9,4,0,8,0,0,0,8,3,9,17,9,18,0,4,4,9,6,15,4,7,16,15,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,3,3,4,0,3,3,3,0,5,0,0,0,14,20,32,19,17,36,0,0,0,3,3,4,0,0,0,3,3,4,33,33,67,81,83,171
20101100224,0,5,5,4,7,15,6,0,6,4,8,8,13,16,30,7,0,9,0,0,0,14,13,23,19,14,33,0,0,4,0,0,0,3,0,3,0,0,3,0,0,0,3,0,5,4,4,9,5,5,6,0,0,0,5,7,10,0,0,0,10,15,26,15,19,33,0,0,3,0,0,3,0,0,0,0,4,7,20,10,29,76,60,137
20101100225,0,0,0,0,3,5,0,0,0,4,8,9,4,6,14,0,0,0,4,3,3,6,8,10,13,11,19,4,0,4,0,0,0,0,0,0,0,5,5,0,0,0,4,3,4,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,8,0,9,9,3,14,0,0,0,6,0,6,0,0,0,6,0,3,5,3,9,27,32,58
20101100226,0,6,6,3,0,3,0,0,0,3,3,9,4,3,10,0,0,4,0,0,0,4,6,6,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,0,0,0,6,0,4,0,0,0,8,9,16,3,9,16,0,0,0,0,0,0,0,0,0,0,3,3,6,6,10,24,30,50
20101100227,3,0,6,3,4,3,0,4,7,3,3,8,9,4,18,0,3,3,6,9,16,7,8,14,18,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,6,8,13,0,0,0,8,8,16,0,0,0,13,21,35,11,23,36,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,48,57,110
20101100228,0,0,0,6,5,8,7,0,7,0,7,4,10,9,16,0,0,4,8,5,8,9,10,13,16,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,5,5,7,0,0,0,0,0,6,0,0,0,0,0,6,7,15,26,31,40,74
