CED_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
CED224,28957,17177,19224,23412,22952,18464,13933,8477,3941,156540,11,0,12,15,10,11,29,25,17,133,5,4,13,13,7,6,10,6,0,60,289,364,385,296,300,276,213,173,140,2447,0,0,9,0,9,20,16,8,0,57,0,4,0,0,0,3,8,0,0,20,0,4,3,0,0,3,8,0,0,16,0,0,0,0,0,13,4,8,0,21,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,299,376,410,315,317,327,256,192,144,2633,310,377,419,330,329,343,284,218,162,2774,29270,17562,19649,23743,23274,18806,14216,8696,4100,159312
CED225,28140,17467,18375,21754,21535,18915,15636,8904,3710,154436,20,6,21,13,14,20,27,15,11,157,11,14,15,12,4,5,14,0,0,93,313,449,524,403,350,359,338,260,214,3212,3,30,23,11,10,10,16,4,0,109,0,16,14,0,5,4,3,0,0,35,0,3,11,0,4,3,6,0,0,30,4,0,4,7,0,0,5,0,0,24,0,5,3,5,0,0,0,0,0,12,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,327,516,592,440,377,387,378,266,219,3513,345,525,616,455,398,412,406,286,228,3664,28487,17994,18995,22215,21930,19330,16039,9186,3934,158096
CED226,25081,22678,20079,19349,22314,19299,14964,9166,4798,157743,3,6,7,10,12,10,15,12,13,91,7,38,18,12,13,14,13,7,0,124,274,487,539,348,304,338,286,186,111,2878,4,7,8,6,13,14,15,0,3,76,0,3,5,0,0,0,4,4,5,24,0,9,8,3,0,0,5,0,0,27,0,6,8,5,5,0,5,0,0,34,0,6,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,297,563,587,374,344,369,327,199,119,3169,307,568,591,380,347,383,339,217,129,3262,25388,23244,20670,19731,22662,19685,15310,9385,4930,161006
CED227,39173,20055,25481,26297,20518,15098,10870,6069,1988,165546,13,11,12,15,14,12,23,25,7,129,8,7,14,7,8,7,6,3,4,63,414,514,478,295,243,262,227,144,81,2661,0,0,7,7,0,10,9,0,0,40,7,3,3,0,3,5,0,0,0,34,0,3,0,4,0,3,5,0,0,18,0,0,0,0,0,0,5,0,0,7,0,0,3,0,0,4,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,431,536,507,313,263,292,254,149,81,2840,446,551,516,330,280,304,279,172,91,2969,39616,20603,25998,26630,20801,15402,11146,6243,2074,168519
CED228,48503,23885,35290,36022,20988,16400,10730,4661,1549,198021,21,12,25,12,7,23,19,9,0,141,15,9,22,8,6,15,11,0,0,82,440,461,589,342,252,192,125,98,43,2540,8,0,9,9,10,7,14,0,0,59,0,5,7,5,9,0,0,4,0,27,0,7,8,3,3,6,4,0,0,28,3,4,7,0,3,6,0,0,0,27,5,0,7,0,6,0,0,0,0,15,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,471,487,638,370,288,222,160,108,42,2790,490,503,659,386,299,244,179,120,46,2930,48990,24389,35948,36406,21287,16646,10900,4781,1596,200949
CED229,19127,16454,39229,27526,20615,16362,12492,6531,2749,161095,7,9,11,18,25,14,22,20,9,147,6,50,88,35,47,55,28,9,0,315,314,641,993,672,496,538,396,207,122,4376,3,130,80,33,33,35,27,7,0,363,0,16,21,21,11,15,10,9,0,104,0,35,24,11,11,21,15,6,0,124,0,4,20,9,14,9,7,0,0,59,5,4,4,3,0,0,0,0,0,17,3,9,13,5,4,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,336,892,1242,791,615,678,484,232,125,5388,345,905,1250,811,633,687,506,254,134,5536,19470,17356,40480,28339,21256,17054,13002,6786,2884,166633
CED230,28183,16277,18672,17193,19528,23051,20337,12153,5222,160613,47,50,45,32,46,63,84,53,26,448,28,51,53,36,48,41,29,13,0,301,446,800,795,564,660,955,788,325,166,5503,4,10,28,9,34,45,18,0,0,143,10,42,23,18,27,39,25,7,0,193,0,5,4,8,7,9,26,0,0,58,0,0,0,0,5,12,7,3,0,32,0,5,3,0,4,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,918,901,640,784,1106,889,357,165,6258,546,967,946,674,827,1166,974,405,195,6705,28725,17244,19618,17863,20357,24213,21313,12562,5418,167318
CED231,24166,17001,23186,21953,20341,16749,13391,8532,3672,148997,24,5,17,21,20,22,30,32,17,190,11,18,29,17,14,11,12,7,0,125,283,385,486,349,341,279,213,80,60,2479,4,18,27,45,28,13,13,10,0,162,0,14,16,22,5,9,8,0,0,68,0,5,9,11,18,8,4,4,0,54,0,3,17,11,5,9,12,0,0,48,0,0,5,3,7,0,0,0,0,19,0,7,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,301,446,589,451,414,337,263,103,60,2968,325,452,607,481,435,362,293,139,69,3161,24493,17456,23796,22430,20775,17113,13683,8666,3748,152160
CED232,35547,18179,19956,23616,21139,16958,12563,5901,1674,155529,24,19,12,17,21,21,31,27,13,183,9,21,5,3,10,6,9,3,0,72,336,492,375,260,239,219,171,122,55,2266,3,6,5,0,8,5,10,0,6,50,0,3,0,0,6,3,4,0,0,23,5,4,6,0,3,6,3,0,0,24,0,3,0,4,3,6,0,0,0,14,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,353,533,394,268,269,239,198,135,60,2450,374,554,404,288,291,264,233,155,69,2630,35925,18730,20364,23900,21429,17224,12793,6055,1749,158157
CED233,15649,34121,64743,29998,17244,13516,9519,4817,1902,191509,19,74,64,45,34,28,13,17,7,301,41,170,171,107,107,106,54,15,3,766,592,1602,2051,1396,996,894,700,405,220,8859,18,117,93,50,55,56,24,4,0,418,17,39,36,25,12,20,17,0,4,176,4,46,35,19,34,31,20,0,0,193,9,48,41,29,21,24,28,7,0,211,12,25,9,6,4,6,0,0,0,68,7,30,4,10,3,3,5,0,0,59,0,0,0,0,0,0,0,0,0,0,710,2074,2451,1634,1235,1138,841,435,223,10750,731,2149,2512,1684,1263,1168,858,452,236,11051,16377,36270,67254,31676,18511,14681,10376,5270,2140,202554
CED234,27987,20441,20059,22816,22988,20628,16187,12116,5550,168770,12,3,8,13,11,16,9,19,25,121,5,15,17,12,7,21,11,10,0,88,332,387,486,386,308,280,286,248,159,2868,0,8,6,9,5,5,9,4,0,53,0,4,3,3,5,0,3,0,0,25,0,0,5,0,0,0,6,0,0,20,0,0,3,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,339,418,521,416,330,313,318,261,161,3083,350,418,534,428,339,328,333,281,189,3206,28339,20863,20588,23244,23325,20961,16515,12398,5739,171977
CED235,24517,13367,14797,15266,17019,20096,19691,10631,3817,139205,20,20,19,16,42,61,46,40,14,283,14,10,10,12,7,12,13,0,5,84,529,722,709,452,548,776,627,251,116,4727,6,3,13,6,18,21,8,4,0,76,0,4,3,0,0,3,4,0,0,17,0,4,5,0,7,8,6,0,0,38,0,6,3,0,3,4,6,0,0,19,0,0,8,0,0,3,0,0,0,8,3,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,552,748,747,472,588,832,673,259,116,4984,568,773,761,491,631,892,719,302,131,5267,25086,14139,15559,15758,17651,20985,20410,10939,3947,144472
CED236,27970,16655,17646,16973,19301,20816,18264,10901,4299,152825,38,46,24,37,37,61,61,50,19,364,32,63,72,28,31,43,35,20,8,325,438,864,787,516,642,675,544,252,107,4809,3,74,41,16,17,18,15,11,0,188,3,23,14,8,11,6,0,3,0,59,3,0,8,7,4,3,15,3,0,40,3,3,3,0,4,11,10,7,0,36,0,5,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,491,1035,918,568,704,757,610,285,115,5490,529,1079,936,609,740,820,677,337,134,5853,28495,17729,18584,17581,20039,21639,18940,11239,4435,158678
CED237,33117,20504,25864,26058,20593,17927,13318,7229,2806,167415,8,14,12,11,17,23,18,18,11,128,4,12,27,15,10,11,14,0,0,80,346,367,498,344,308,308,208,151,101,2630,9,11,4,8,6,4,3,0,0,37,0,3,8,4,3,5,0,3,0,27,0,0,3,5,4,5,3,0,0,28,0,4,3,5,3,6,0,0,0,18,0,4,0,3,0,8,0,0,0,13,0,0,0,4,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,364,397,544,384,332,342,234,161,105,2855,369,412,559,393,351,364,249,174,119,2982,33487,20913,26423,26450,20944,18287,13566,7405,2925,170389
CED238,25143,14871,16033,16123,18952,21677,19437,10573,4294,147106,16,37,32,34,46,64,81,54,29,388,3,17,13,5,14,12,23,3,0,99,568,846,918,629,713,1026,806,339,197,6040,7,6,16,10,12,46,34,7,0,137,11,37,16,10,16,19,19,7,9,135,8,0,3,6,4,11,7,0,0,39,0,0,3,4,0,11,13,0,0,34,0,0,8,0,7,4,8,0,0,25,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,598,916,976,662,777,1127,906,348,203,6511,612,943,999,694,822,1191,988,403,232,6896,25756,15816,17034,16824,19774,22865,20420,10976,4528,154002
CED239,24109,17691,33090,25559,18538,14187,9518,6880,4306,153863,12,5,13,20,17,14,25,23,16,140,3,11,20,10,10,18,12,0,0,87,216,357,605,370,312,284,187,141,116,2588,0,6,7,4,9,11,8,5,0,46,0,3,14,4,5,5,3,0,0,33,0,0,8,0,3,0,5,5,0,21,0,5,6,0,8,0,5,0,0,28,4,0,4,9,0,0,0,0,0,17,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,224,379,662,395,341,325,228,151,118,2829,238,388,674,411,359,345,250,167,138,2969,24345,18080,33761,25970,18895,14528,9765,7042,4440,156833
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,6,16,3,14,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,31,0,0,26,57,107,77,12,0,0,270,0,0,0,15,9,14,0,0,0,37,0,0,0,13,12,8,0,0,0,27,0,0,10,3,9,0,0,0,0,25,0,4,11,32,26,46,4,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,129,176,145,12,0,0,525,0,9,45,129,176,145,16,0,0,524,0,9,52,140,182,158,16,0,0,565
