CED_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
CED226,3216,3439,1927,1062,367,182,13340,464,1562,1511,1818,1422,1091,518,178,8564,464,971,681,525,336,221,99,55,3358,151,276,271,283,203,126,67,33,1411,17,9,13,8,8,9,6,8,64,92,163,179,282,207,138,76,44,1170,363,457,423,444,366,367,358,368,3153,3447,9694,9892,10798,8454,6088,3202,1570,53142,552,870,724,864,962,674,390,122,5153,301,980,1447,1039,747,257,34,3,4809,364,1629,1387,1563,1619,1277,796,322,8950,260,861,675,699,574,378,225,74,3747,65,185,171,159,161,105,65,25,940,685,2473,2185,2444,2373,1648,1025,516,13333,171,1028,817,1215,1544,1750,947,288,7762,1402,4701,5780,6542,4248,2474,1010,391,26549,766,2481,2309,2890,2355,1907,966,301,13979,772,1652,1087,784,528,337,153,82,5395,246,482,450,450,333,197,93,36,2287,35,28,21,8,14,12,8,8,131,156,311,335,443,331,224,107,61,1967,720,966,852,893,754,672,614,526,5998,6496,18657,18233,19987
CED227,2661,1733,1047,458,183,53,8796,563,1744,1784,1376,884,429,103,11,6899,160,428,339,185,87,72,22,5,1300,347,1053,810,465,237,187,66,10,3170,12,12,3,4,4,3,0,0,41,42,133,226,108,61,43,18,3,640,558,854,758,612,467,415,429,275,4377,3149,11115,11082,7326,4507,2742,1287,477,41689,182,519,607,381,223,144,66,11,2137,194,1043,1637,527,191,80,18,0,3686,543,2588,2819,2410,1874,1184,625,151,12201,555,1705,1201,881,535,303,190,43,5413,142,359,435,301,184,92,28,4,1551,620,2450,2127,1530,952,552,257,56,8539,312,1577,1655,1236,818,710,275,64,6635,673,3618,4573,2931,1761,848,346,79,14830,800,2355,2459,1831,1173,613,181,26,9439,318,741,620,311,133,124,44,5,2297,425,1569,1374,713,389,240,100,20,4836,23,18,15,11,3,5,5,0,89,72,257,466,245,146,104,38,13,1345,1198,1739,1611,1290,940,821,746,411,8773,6055,20544,21594,14608
CED228,3812,1624,1031,402,92,19,10862,555,2144,2257,1409,935,343,58,9,7712,207,501,392,147,74,45,12,0,1381,414,971,902,421,238,125,40,3,3118,13,13,16,3,6,11,0,0,55,49,296,391,148,83,70,14,12,1055,823,1540,1261,702,480,429,313,224,5757,3803,15289,14639,6876,4254,2186,766,315,48130,287,892,995,436,258,164,42,4,3079,456,3135,4355,802,242,69,16,0,9070,788,3429,3716,2253,1925,1197,467,99,13875,619,1329,911,619,392,232,94,15,4210,70,285,280,160,119,52,17,0,983,676,2704,2079,1173,728,400,131,29,7910,325,1442,1454,991,697,443,166,21,5544,973,5822,7155,2997,1755,812,176,20,19719,840,2882,3030,1968,1250,528,110,25,10628,405,825,646,268,123,83,23,3,2371,594,1851,1896,669,366,190,51,9,5618,28,29,23,14,17,14,8,0,131,119,553,762,308,192,137,43,10,2125,1841,3202,2680,1493,1040,861,560,335,12015,8021,28381,29979,14140
CED229,3743,2683,1504,800,272,80,14810,589,3012,2292,1841,1339,1017,377,80,10547,623,1994,1235,742,538,254,93,28,5508,246,808,442,317,209,146,60,16,2239,16,14,8,5,6,7,7,0,67,106,358,289,296,175,107,57,12,1405,540,1486,1036,659,570,479,456,478,5698,3999,19020,13021,9292,6884,4888,2185,938,60228,439,1317,847,690,543,418,181,46,4477,355,2016,1726,804,475,202,26,0,5607,364,3118,1889,1208,1131,938,534,198,9383,233,1889,1109,764,563,310,121,35,5033,74,310,214,146,123,75,29,4,971,472,3435,2119,1426,1350,1046,523,162,10536,168,1554,1087,962,1255,1311,477,107,6925,1564,9141,7198,5089,3130,1750,650,162,28687,870,4746,3579,2971,2269,1852,707,126,17113,1002,3345,2089,1288,889,444,163,37,9255,393,1469,874,562,358,216,82,16,3977,29,23,19,10,11,11,10,0,124,158,587,512,486,305,190,102,21,2362,1050,3057,2147,1496,1211,993,833,711,11494,7170,35992,25421,17901
CED230,1389,1225,955,464,134,34,5719,435,1174,1038,1323,1301,724,146,20,6160,62,208,192,143,114,66,33,11,830,326,741,618,500,367,275,81,23,2928,10,30,12,4,10,5,5,0,82,29,61,81,56,65,46,7,8,342,810,874,892,947,1028,1183,1053,744,7537,2777,7219,6649,6601,6398,4796,2337,1107,37877,45,202,198,210,179,136,38,12,1017,55,220,202,105,107,62,12,3,767,601,1798,1511,1539,1832,1530,677,162,9647,298,815,612,574,688,515,224,62,3785,335,879,1011,976,946,456,174,35,4818,448,1677,1285,1298,1683,1215,463,154,8227,216,1181,1048,1110,1082,1189,585,129,6539,501,1781,2018,1888,1514,871,241,60,8872,581,1584,1354,1701,1633,971,214,35,8078,111,338,296,221,175,129,46,14,1333,456,1050,889,756,616,417,158,31,4380,21,59,25,8,15,17,5,3,146,44,141,188,183,180,124,42,18,925,1765,1883,1886,2066,2297,2485,2008,1199,15601,5479,13614,12523,12635
CED231,2767,2249,1232,599,168,62,9710,458,1829,1646,1378,941,557,145,27,6975,356,998,616,334,167,77,32,8,2593,170,527,446,430,290,186,68,20,2129,14,3,8,8,10,8,3,0,42,71,153,197,185,119,68,22,9,827,373,708,638,511,406,458,490,277,3859,2887,10587,9931,8064,5543,3472,1459,571,42517,367,788,748,638,471,291,78,19,3401,215,908,1150,693,340,111,18,0,3439,355,2037,1799,1862,1524,1303,757,252,9890,328,1263,999,828,489,275,174,52,4411,69,227,207,166,128,68,25,4,887,580,2506,1874,1398,1104,682,268,80,8495,216,1415,1273,1302,1383,1139,402,104,7229,899,4012,5009,4079,2472,1244,360,104,18196,725,2809,2381,1966,1422,924,245,58,10531,592,1718,1114,578,287,133,58,16,4501,273,836,727,637,456,276,132,30,3360,20,20,17,12,13,11,3,0,90,109,313,387,340,238,124,48,15,1575,776,1450,1277,1076,870,796,854,459,7564,5531,20309,18959,15578
CED232,2237,1737,1011,543,165,37,7616,421,1419,1790,1485,1035,564,113,19,6855,193,376,436,299,152,86,39,18,1597,334,883,732,474,283,158,59,16,2937,7,5,4,0,4,9,4,0,38,37,100,187,148,96,79,12,0,663,479,620,663,556,506,433,326,168,3761,2688,8821,10231,7949,5387,3424,1240,375,40112,145,396,597,490,309,235,98,9,2284,128,654,1044,428,183,80,11,0,2527,541,2004,2589,2479,2194,1499,674,124,12108,538,1626,1386,1132,735,419,168,42,6050,140,344,438,397,243,115,47,7,1733,502,1957,2010,1611,1199,755,272,81,8384,294,1530,1683,1404,1189,1057,354,60,7567,494,2519,3743,2934,1903,1105,362,65,13119,614,1941,2399,2035,1430,842,223,37,9528,384,680,718,487,238,159,80,22,2762,456,1216,1207,700,409,221,82,25,4309,17,17,17,9,11,11,6,0,78,74,227,354,316,238,143,60,8,1424,1057,1244,1354,1216,1068,878,635,265,7715,5389,16358,19544,15639
CED233,3220,1795,1015,497,118,25,15906,1348,5252,2478,1545,1265,893,352,69,13200,1280,3718,1539,700,340,180,77,24,7846,464,1086,501,268,174,83,27,3,2610,70,14,0,4,10,0,0,3,114,291,589,334,223,141,105,37,10,1726,1420,2591,1189,682,543,428,269,156,7275,10148,31263,13485,7379,5388,3650,1555,482,73345,1771,3073,1164,657,525,350,197,33,7767,1069,4021,2113,680,367,120,19,6,8400,1122,5562,2129,989,834,532,305,89,11559,681,2978,1245,651,425,231,99,25,6334,201,552,252,140,117,61,28,10,1360,1040,5714,2338,1160,1082,781,356,108,12583,331,2021,985,771,893,956,442,83,6485,3844,13231,6251,3382,2081,1124,310,61,30277,2012,8524,4201,2542,2089,1561,655,136,21725,2031,6426,2880,1267,636,317,146,33,13732,780,2120,1019,493,316,122,45,9,4903,146,43,16,10,13,8,0,6,237,446,1113,606,407,251,170,71,21,3083,2748,5336,2599,1491,1206,848,512,267,14999,18216,60722,27788,14630
CED234,3639,2871,1914,925,417,131,13199,387,1109,1333,1582,1219,728,300,55,6716,298,551,558,408,249,129,72,29,2289,184,442,487,482,303,210,125,42,2269,13,12,7,4,11,20,9,5,78,63,111,189,214,139,97,47,4,865,334,545,543,477,434,446,567,510,3848,2995,9183,10855,9708,7379,4844,2787,1143,48889,443,709,705,839,737,537,286,78,4322,291,1133,2148,1310,715,227,28,3,5855,419,1714,2145,2208,2090,1628,1277,438,11915,363,868,859,909,685,322,317,101,4433,92,177,188,168,130,88,40,24,908,663,2391,2113,1771,1504,1164,600,199,10409,201,974,1021,1295,1375,1259,788,202,7105,1271,4781,6203,5057,3637,2044,997,256,24238,642,1731,1919,2266,1803,1185,536,123,10205,510,991,934,685,420,232,116,56,3941,287,743,780,723,479,298,175,59,3548,33,22,20,12,17,29,13,5,153,105,222,312,370,264,175,94,23,1568,751,1122,1087,1008,841,812,948,820,7393,6068,17577,20438,18612
CED235,1307,1196,1095,688,244,67,5891,330,1130,1155,1301,1387,916,241,38,6493,108,279,262,177,189,143,55,21,1228,235,760,558,432,364,254,102,18,2718,3,4,5,12,9,5,5,0,37,17,53,75,103,96,63,28,5,454,547,637,665,672,846,968,763,411,5504,2160,6397,6493,6310,6690,5436,2440,796,36719,60,189,259,269,265,235,93,15,1379,44,189,246,153,186,122,28,3,986,470,1532,1511,1796,2221,2157,1065,285,11032,383,1142,976,893,900,663,294,86,5349,167,486,634,601,521,284,85,30,2808,343,1410,1267,1241,1526,1338,516,130,7783,232,1026,1142,1146,1313,1615,723,126,7323,348,1531,1870,1777,1765,1361,481,97,9234,456,1437,1482,1637,1766,1323,399,71,8564,195,453,425,292,289,263,91,28,2035,323,1019,830,682,557,377,165,30,3981,10,10,9,14,15,7,6,0,72,47,124,177,201,214,164,79,18,1019,1144,1278,1371,1446,1727,1893,1457,696,11030,4224,11825,12205,12155
CED236,1330,1204,953,507,147,49,5600,461,1159,1194,1280,1141,644,152,22,6061,66,210,152,113,91,66,14,10,730,308,796,600,469,351,241,79,13,2866,11,16,7,9,8,8,0,0,65,18,74,95,99,75,37,18,3,420,744,830,827,813,916,968,943,739,6783,2801,7071,6743,6434,5921,4205,2153,1027,36363,83,224,279,239,166,138,40,5,1177,92,220,209,119,94,51,13,0,799,668,1801,1683,1906,2019,1627,750,180,10636,343,855,636,697,680,501,225,70,4004,246,610,698,671,645,322,146,33,3373,515,1748,1464,1380,1447,989,462,114,8116,280,1110,1046,1026,1069,1068,502,102,6200,431,1723,1966,1867,1525,969,321,75,8881,618,1544,1511,1603,1436,880,227,44,7871,139,320,249,174,149,107,37,13,1196,433,1144,901,753,557,391,139,22,4329,21,37,21,22,7,8,6,0,119,51,148,197,230,199,106,49,8,1000,1649,1792,1697,1834,1970,2000,1817,1115,13872,5570,13278,12546,12519
CED237,2565,1515,968,390,71,19,8379,535,1653,1771,1233,880,360,62,9,6498,189,450,355,171,61,32,16,4,1280,310,839,852,586,324,149,35,7,3109,6,11,7,12,3,6,3,0,50,31,181,225,107,86,39,19,0,691,551,821,767,526,487,491,456,374,4479,3361,10675,10335,6320,4170,2227,902,473,38463,362,787,717,363,236,160,40,8,2671,346,1430,1792,596,194,50,4,0,4418,632,2317,2364,1893,1732,1179,522,100,10739,513,1322,922,665,402,214,125,31,4196,62,174,178,109,103,57,24,0,697,668,2362,1879,1075,705,445,118,29,7275,318,1311,1209,964,659,415,137,34,5053,915,4143,4537,2624,1656,706,154,29,14760,789,2376,2397,1705,1197,529,120,18,9131,330,777,632,291,140,52,32,11,2264,453,1391,1433,840,485,226,64,17,4915,22,25,17,12,11,15,6,0,115,77,347,454,257,187,105,39,7,1476,1295,1851,1674,1192,1017,913,812,569,9329,6779,20609,20208,12589
CED238,1199,1243,1027,544,139,31,5422,307,1075,1106,1308,1413,849,203,26,6279,73,221,250,214,207,152,45,15,1181,360,725,610,504,338,218,98,18,2882,4,10,3,5,6,10,4,0,31,20,60,89,107,81,61,22,22,465,598,611,683,730,847,958,849,610,5883,2447,6458,6777,6852,6967,5337,2411,1018,38267,60,243,275,291,236,226,87,22,1440,53,169,187,126,129,85,18,0,763,503,1476,1466,1644,1808,1487,599,157,9147,346,1005,850,751,829,538,242,61,4611,400,857,977,990,914,568,207,52,4952,378,1675,1497,1540,1936,1512,610,188,9327,254,1007,1133,1189,1375,1628,657,129,7379,416,1489,1795,1916,1661,1117,321,67,8783,411,1389,1399,1686,1807,1236,319,45,8287,142,399,373,328,289,260,77,26,1902,496,1070,952,783,565,355,151,40,4411,8,21,14,7,8,11,5,0,72,46,158,181,232,203,150,72,40,1079,1308,1405,1512,1636,1797,1945,1589,947,12139,4825,12347,12611,13114
CED239,2388,1542,833,311,105,44,8190,683,2991,2409,1604,976,524,115,21,9324,480,1995,1254,584,230,85,24,11,4666,236,600,441,308,205,102,37,13,1953,19,11,7,5,3,3,9,4,52,109,329,309,222,99,53,7,6,1138,438,991,637,473,362,355,393,415,4065,3638,15382,11579,7339,4631,2353,1021,623,46557,486,1458,1060,680,446,166,45,10,4351,394,1550,1526,592,259,81,8,0,4417,496,2639,1956,1476,1212,716,397,222,9117,335,1419,1064,709,426,192,99,47,4296,88,362,295,179,125,48,17,0,1121,615,3378,1971,1173,789,368,113,42,8449,225,1705,1379,1152,1121,736,227,44,6600,895,5008,4541,2826,1546,614,185,73,15689,998,4423,3658,2408,1492,839,197,46,14053,840,3601,2354,1121,437,164,53,15,8583,434,1158,850,538,337,158,69,26,3572,29,22,16,11,5,13,8,4,109,185,546,539,399,200,105,30,20,2015,957,2108,1433,1006,804,692,698,643,8336,6974,29380,22641,14269
CED294,55,43,35,19,0,0,255,22,86,48,38,50,11,5,0,264,5,30,18,7,11,6,0,0,77,16,38,33,12,10,5,0,0,116,4,0,6,0,0,0,0,0,3,3,12,4,5,4,4,0,0,32,180,311,356,188,118,67,13,11,1242,278,705,618,379,303,140,29,11,2459,5,25,12,25,7,5,0,0,78,7,36,30,17,10,0,0,0,93,26,109,79,80,61,49,22,0,409,21,41,40,34,26,21,0,0,177,11,26,16,23,9,6,0,0,86,24,94,58,41,44,22,0,0,280,4,30,28,27,36,19,9,0,151,39,136,109,73,69,38,0,0,467,33,132,75,61,66,27,5,0,400,13,50,45,16,18,9,0,0,153,22,59,57,25,25,14,7,0,205,3,0,4,0,0,0,0,0,11,12,23,11,11,12,4,0,0,72,394,709,887,664,409,201,39,15,3334,608,1458,1448,1099
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29,0,6,16,3
