CED_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
CED211,0,6,0,0,0,7,0,4,4,512,8,537,0,3,0,0,0,0,0,15,3,158,0,182,0,0,0,0,0,0,0,31,7,75,0,113,0,0,0,0,0,0,0,15,4,54,0,79,0,4,0,3,0,0,4,34,8,343,5,402,6,10,0,3,0,11,0,56,10,176,0,274,0,33,3,10,0,31,0,108,19,1182,14,1403,11,46,6,22,0,76,9,163,27,812,10,1167,23,85,3,37,3,137,8,179,20,859,4,1357,50,102,11,161,12,179,22,178,18,795,11,1524,62,68,3,161,13,118,3,84,12,291,3,831,125,74,9,198,26,135,18,61,17,236,0,891,598,127,15,468,59,277,28,130,15,256,5,1989,699,70,12,371,57,104,19,69,8,123,0,1539,576,40,0,262,35,94,12,22,6,88,0,1140,519,18,0,144,17,31,6,14,4,30,0,794,909,52,10,252,51,168,0,50
CED212,0,0,0,0,0,5,0,7,5,254,6,280,0,0,0,0,0,0,0,3,4,90,0,104,0,0,0,0,0,0,0,20,0,69,0,100,0,0,0,0,0,0,0,16,5,44,0,67,3,10,0,3,0,3,0,29,5,266,0,318,0,6,0,4,0,10,3,63,8,165,4,258,6,27,0,10,0,27,3,108,13,1171,14,1383,4,38,5,17,4,69,7,142,26,746,15,1070,11,62,3,42,7,169,14,176,33,681,9,1205,40,103,7,165,21,159,25,148,32,576,6,1289,69,55,3,203,24,164,12,71,19,189,0,815,172,79,9,212,30,151,8,70,9,191,3,932,695,116,15,520,65,265,42,98,29,228,0,2074,821,81,12,395,56,91,16,32,3,100,3,1608,570,29,13,257,48,92,11,22,0,72,3,1131,371,18,3,113,21,32,7,15,0,39,0,613,647,52,5,239,31,124,5,33
CED213,3,0,0,0,0,4,0,10,4,330,4,355,0,6,0,0,0,5,0,10,0,162,0,185,0,0,0,0,0,0,0,16,5,77,0,101,0,0,0,0,0,4,0,11,8,43,0,72,0,8,5,5,0,3,3,45,7,452,9,544,5,7,0,5,0,10,3,72,20,209,0,329,10,33,10,9,5,32,4,161,27,1865,29,2181,9,60,9,23,0,50,8,198,42,1170,24,1591,21,115,8,56,9,127,21,232,33,1239,15,1882,62,157,13,145,15,170,29,201,38,1138,10,1990,55,79,13,155,18,135,12,105,12,295,3,884,117,107,8,202,16,114,25,95,26,364,0,1075,448,156,17,469,56,248,39,177,37,405,5,2059,470,92,22,386,40,89,14,70,11,238,4,1445,398,45,13,258,39,86,11,51,8,158,5,1068,246,24,7,122,21,30,3,24,0,56,3,534,575,102,12,337,36,216,11,128
CED214,0,0,6,0,0,0,0,3,0,523,7,546,0,0,0,0,0,0,0,11,0,125,0,136,0,0,0,0,0,0,0,15,4,80,0,110,0,0,0,0,0,0,0,25,0,69,0,97,0,10,0,0,0,5,0,46,7,427,10,508,0,11,0,0,0,18,0,70,12,172,0,286,3,27,0,8,0,56,3,120,15,1455,30,1713,10,65,3,25,3,118,11,132,27,543,10,955,19,118,8,57,5,192,23,96,27,316,5,861,67,155,6,217,24,224,27,129,23,307,6,1189,68,93,6,200,21,174,18,60,19,68,8,729,154,85,10,185,17,136,14,44,14,75,4,732,631,131,20,479,69,215,32,58,23,87,10,1754,750,64,16,327,47,96,18,20,5,26,0,1369,620,34,11,237,49,68,5,13,3,17,7,1059,567,10,3,134,27,30,6,3,5,12,0,797,1253,24,18,237,57,119,5,15
CED215,5,0,0,0,0,0,0,4,0,564,5,590,0,3,0,0,0,4,0,14,0,118,0,140,0,0,0,0,0,0,0,23,6,81,0,110,0,0,0,0,0,6,0,23,0,56,0,88,3,7,0,0,0,4,0,31,0,302,8,363,0,0,3,5,0,14,0,51,6,153,4,232,0,15,0,8,0,37,3,72,9,1015,4,1173,4,41,0,15,3,73,9,96,15,483,13,759,5,76,0,45,0,153,6,112,25,436,4,871,41,93,3,135,18,194,14,126,21,393,6,1055,67,69,5,133,18,155,10,74,14,109,0,654,125,55,4,177,32,146,8,51,11,116,0,722,626,107,14,426,56,315,15,78,17,168,0,1826,717,48,11,369,65,122,13,44,12,66,4,1481,681,39,10,245,55,126,15,21,18,33,0,1245,622,19,14,148,36,45,6,13,5,18,0,925,1479,41,18,277,65,183,17,32
CED216,15,8,0,4,0,7,0,11,0,328,15,384,5,0,3,0,0,4,0,13,0,138,0,181,0,0,0,0,4,8,0,29,8,81,0,133,0,0,0,0,0,4,0,19,3,80,0,110,10,12,0,15,0,14,3,64,12,468,9,607,0,9,0,5,0,17,3,108,7,302,3,461,16,54,9,17,0,60,5,216,24,2404,50,2856,36,59,7,59,6,104,18,294,38,1249,20,1897,57,112,19,105,10,183,19,251,46,1066,15,1882,105,162,20,256,22,199,24,233,44,889,14,1965,88,57,5,259,22,167,20,98,18,266,0,1010,218,85,21,291,27,163,16,72,16,255,0,1171,596,127,33,516,64,285,33,104,46,232,9,2039,460,55,19,380,43,87,30,54,19,87,0,1243,329,32,12,230,35,80,17,15,4,66,7,831,225,21,3,87,11,24,10,10,4,18,0,411,393,37,16,217,29,114,23,31
CED217,5,0,0,0,0,5,0,12,4,258,5,282,0,0,0,0,0,3,0,10,0,101,0,119,0,0,0,0,0,5,0,19,3,79,0,104,0,0,0,0,0,0,0,21,0,32,0,53,0,6,0,0,0,5,0,23,5,217,4,264,0,4,0,0,0,9,4,48,0,118,0,184,3,19,0,3,0,16,0,70,19,665,4,801,11,37,4,3,0,49,3,105,17,468,3,693,14,58,4,27,0,64,5,128,21,595,0,917,29,91,6,83,10,113,20,160,12,615,11,1146,28,50,0,83,12,81,11,119,9,274,0,661,52,52,8,103,9,99,12,118,8,364,0,830,292,119,10,318,29,201,17,191,26,464,3,1664,475,93,10,313,38,126,18,117,17,278,0,1485,476,59,9,239,31,123,15,76,3,185,0,1223,459,35,4,166,24,44,9,39,4,105,0,888,1579,142,14,578,63,454,29,205
CED218,0,0,3,0,0,6,0,6,0,576,9,601,0,4,0,0,0,0,0,5,0,108,0,126,0,0,0,0,0,0,0,14,3,94,0,112,0,0,0,0,0,7,0,24,6,50,0,83,0,7,0,0,0,4,0,28,9,390,3,436,0,0,0,0,0,19,0,52,6,171,3,263,0,17,4,4,0,52,4,105,26,1464,12,1692,8,32,3,14,0,116,5,146,23,589,10,951,11,59,7,34,4,175,9,132,19,397,5,849,40,62,6,147,14,194,17,91,20,396,5,1003,65,45,3,145,18,152,7,47,9,97,0,592,125,45,12,161,13,145,11,37,8,89,0,640,601,80,22,396,60,221,31,48,18,82,4,1557,610,44,4,257,50,80,7,23,5,39,6,1133,436,25,9,167,20,62,7,13,5,20,0,753,340,11,4,80,23,9,0,0,0,11,0,474,494,15,7,105,25,69,4,13
CED219,5,0,0,5,0,4,0,5,0,349,8,379,5,5,0,0,0,0,0,12,0,93,0,112,0,0,0,0,0,0,0,15,0,59,0,75,0,0,0,0,0,0,0,14,6,72,0,93,4,9,0,0,0,7,0,36,6,255,4,324,0,9,0,4,0,19,0,53,7,141,0,241,8,22,3,8,0,42,5,108,9,1227,22,1459,9,37,3,12,0,90,9,120,21,664,8,973,18,57,4,54,10,197,3,136,31,537,8,1057,61,103,0,148,18,241,14,133,25,444,10,1197,78,52,12,188,14,207,11,54,16,124,0,751,180,62,9,219,25,192,15,60,18,114,0,903,791,89,24,469,74,296,37,75,18,134,6,2003,777,48,9,327,79,94,20,32,8,42,6,1433,559,27,14,218,27,82,4,8,4,38,0,990,335,0,7,102,24,11,4,6,0,15,5,509,524,17,13,131,40,88,5,22
CED220,3,0,0,0,0,3,0,4,0,242,0,262,0,4,0,0,0,0,0,4,0,71,3,90,0,0,0,0,0,0,0,20,0,43,0,58,0,0,0,0,0,0,0,20,0,31,0,45,0,8,0,4,0,0,0,28,0,179,0,225,0,11,0,0,0,5,5,53,10,100,0,176,7,31,0,6,0,14,4,67,12,533,11,685,3,50,4,15,0,38,5,112,9,287,4,526,10,95,0,38,3,91,10,122,19,365,3,767,38,106,3,127,14,125,18,125,12,406,3,977,32,67,3,154,8,126,22,87,14,160,4,685,106,64,7,212,25,116,22,77,8,238,0,884,595,142,16,458,62,290,21,151,19,371,12,2131,858,89,6,405,41,121,20,111,11,249,4,1915,832,74,0,278,35,138,13,73,0,176,3,1617,765,29,10,174,32,68,6,51,7,82,0,1233,2629,168,22,708,99,512,24,226
CED221,7,6,0,0,0,4,0,5,0,524,5,549,0,6,0,0,0,0,0,9,0,54,0,71,0,0,0,0,0,0,0,20,0,62,0,85,0,0,0,0,0,0,0,4,5,42,0,57,0,0,0,0,0,7,0,30,4,242,0,291,0,4,0,0,0,4,0,49,10,113,0,194,4,15,0,9,5,70,8,102,11,1023,17,1255,5,35,0,25,0,135,9,115,17,518,12,868,19,53,3,68,8,241,13,117,26,366,9,918,77,87,10,192,20,236,17,105,31,273,3,1067,104,75,11,230,40,200,15,48,8,77,0,818,268,51,14,259,43,189,8,43,5,67,9,951,970,116,17,558,58,237,22,49,21,60,11,2111,769,56,9,361,44,66,16,15,9,26,4,1376,467,26,4,180,21,41,6,5,4,12,0,779,313,3,4,69,14,12,6,0,3,5,3,438,332,15,9,76,26,31,3,6
CED222,3,0,0,6,0,6,0,4,3,726,13,758,0,3,0,0,0,3,0,11,0,187,0,206,0,0,0,0,0,3,0,29,4,78,3,126,0,0,0,0,0,0,0,27,7,82,3,121,0,11,6,7,0,8,0,70,9,499,3,600,3,15,0,6,0,28,0,92,15,228,8,395,3,36,3,7,0,71,5,123,27,1798,37,2119,4,68,5,25,4,172,3,188,34,760,10,1266,19,119,8,66,4,234,15,162,20,551,12,1202,81,178,15,246,27,255,27,139,33,511,10,1512,100,95,4,228,23,182,16,98,9,138,4,898,184,108,11,264,29,176,14,45,10,126,5,976,733,129,17,499,58,247,30,82,9,128,7,1939,652,49,6,312,41,95,15,29,3,50,3,1265,500,27,10,185,36,73,10,13,5,33,3,894,398,15,4,81,21,14,9,9,3,12,3,557,757,11,13,191,34,93,11,11
CED223,15,5,0,4,7,3,0,6,6,256,12,308,8,6,5,0,0,3,0,7,0,121,9,162,0,4,0,6,0,6,0,19,6,64,0,100,0,0,0,0,0,0,0,21,0,61,0,93,16,16,6,16,0,17,5,52,16,428,7,584,7,7,3,8,0,21,5,86,14,205,7,365,24,37,10,40,6,61,15,180,36,1955,48,2417,45,65,12,52,6,105,12,246,30,1076,13,1667,70,151,10,117,16,210,22,248,37,950,8,1844,159,239,27,318,22,186,52,199,41,806,15,2065,110,99,15,271,25,150,30,115,31,238,0,1093,248,121,25,342,36,144,30,89,14,284,7,1331,841,177,37,691,87,262,59,132,43,251,4,2595,619,81,32,433,57,96,34,47,8,114,4,1524,431,35,9,266,43,83,11,27,3,81,5,993,271,29,11,104,20,23,11,7,0,29,0,500,454,71,7,221,32,97,24,34
CED224,6,0,0,0,0,8,0,0,3,379,9,405,0,0,0,3,0,0,0,10,0,112,0,130,0,7,0,0,0,0,3,17,6,69,0,99,0,0,0,0,0,5,0,13,4,42,0,65,0,8,0,0,0,0,4,34,5,294,3,354,0,7,0,4,0,4,0,53,6,184,0,260,5,17,0,13,0,38,5,87,17,1154,15,1343,9,33,6,6,9,74,4,126,19,638,8,915,19,65,4,42,3,140,11,134,27,650,0,1092,43,113,3,146,19,160,11,142,14,517,8,1170,44,54,5,136,7,155,15,84,12,184,4,709,108,57,5,190,24,141,12,73,13,179,6,795,576,126,7,432,45,258,21,108,21,201,9,1810,707,60,9,386,44,114,19,35,6,98,0,1477,685,37,15,269,34,100,12,31,3,76,0,1258,588,25,11,139,24,31,0,10,0,34,0,857,1089,41,10,283,59,187,8,42
CED225,10,0,0,0,0,6,0,8,0,308,3,337,0,6,0,0,0,4,0,8,0,110,0,126,0,0,0,0,0,0,0,22,3,59,0,86,0,0,0,0,0,0,0,22,0,36,0,63,4,4,0,0,0,7,0,28,6,297,5,350,0,4,0,3,0,7,3,42,6,157,0,222,4,13,0,9,4,25,8,104,12,987,26,1185,8,34,4,17,0,50,11,130,12,665,7,936,9,67,11,32,0,103,11,161,20,765,7,1190,22,103,3,100,18,112,11,175,18,763,5,1334,28,46,4,120,18,137,19,130,16,306,3,827,73,70,7,167,24,115,7,77,11,309,0,852,423,122,19,437,58,248,34,141,29,375,11,1893,631,89,10,375,64,133,8,80,19,170,0,1574,608,51,9,247,42,120,14,45,4,98,0,1239,550,23,8,177,29,43,5,19,5,41,0,896,1131,71,27,352,62,232,8,72
CED226,3,6,0,3,0,4,0,5,3,369,0,391,0,0,0,0,0,0,0,6,0,111,0,123,0,0,0,0,0,0,0,14,0,64,0,88,0,0,0,0,0,0,0,4,0,31,3,42,3,11,0,0,0,0,0,23,3,207,3,244,3,5,0,3,0,11,3,56,4,124,0,201,9,24,0,3,0,14,8,69,13,552,5,687,0,35,0,17,0,35,5,80,16,421,3,619,14,82,4,38,5,68,15,116,17,496,5,856,31,110,5,93,10,91,7,120,14,594,0,1088,25,67,0,112,18,110,4,99,10,265,0,711,70,71,3,128,15,95,13,109,14,371,3,881,386,125,7,348,39,237,21,179,14,561,4,1913,556,94,15,302,40,116,10,104,12,332,6,1576,522,75,10,245,30,133,8,84,14,242,0,1371,508,31,4,157,24,55,7,61,4,124,0,972,1498,175,14,615,62,484,19,247
CED227,3,3,3,0,0,7,0,9,4,410,3,444,0,5,0,0,0,4,0,12,3,89,0,115,0,0,0,0,0,0,0,23,6,43,3,86,0,0,0,0,0,0,0,12,3,56,0,79,4,5,0,3,0,3,3,20,0,218,0,259,0,6,0,7,0,14,0,49,11,136,0,224,5,24,3,8,0,37,0,100,10,1078,19,1291,8,30,5,15,6,98,9,116,12,589,11,883,23,65,9,54,8,182,11,137,15,536,3,1045,52,83,19,175,14,200,17,120,19,463,10,1174,73,60,12,178,10,168,19,65,19,95,0,690,222,75,12,273,31,157,19,46,10,115,6,963,930,106,19,572,82,224,26,77,16,139,5,2186,847,59,8,428,46,84,28,39,12,62,3,1607,554,39,10,232,37,61,10,11,4,34,3,998,367,10,6,101,14,21,5,5,0,14,0,537,480,32,3,174,37,109,6,29
CED228,3,3,4,4,0,5,0,0,0,595,0,619,0,0,0,0,0,0,0,10,5,85,0,103,0,0,0,0,0,3,0,19,0,62,0,88,0,0,0,0,0,4,0,17,0,54,0,76,0,8,0,6,0,6,0,27,3,226,3,279,0,6,0,0,5,15,4,61,13,176,0,279,6,15,4,5,6,48,8,105,13,940,10,1159,5,36,0,17,9,131,4,128,28,507,9,857,15,81,8,45,11,229,6,143,26,413,7,979,56,106,9,194,22,231,30,133,23,337,5,1145,81,70,4,217,27,233,18,78,20,124,4,875,185,72,15,259,23,191,16,45,15,75,3,893,793,114,20,536,79,378,27,88,21,96,0,2149,803,48,17,351,45,116,23,30,10,36,8,1481,595,32,5,198,33,90,13,14,3,16,7,999,418,13,3,116,12,29,9,12,0,10,0,614,642,21,8,129,24,76,4,15
CED229,0,4,0,3,0,11,0,6,4,248,4,279,4,0,0,0,0,0,0,13,3,67,3,94,0,5,0,0,0,0,0,16,0,41,0,60,0,3,0,0,0,0,0,14,3,28,0,57,0,13,0,0,0,0,0,33,5,153,3,207,0,16,0,3,0,5,3,42,10,78,0,168,3,36,0,14,0,17,8,83,17,448,3,632,4,73,8,15,0,52,10,104,10,253,5,532,15,171,9,58,9,116,25,138,19,292,4,859,68,222,12,174,15,148,33,151,17,332,0,1158,66,121,8,207,35,171,17,90,13,154,0,881,130,160,7,263,33,176,25,85,12,205,0,1098,798,249,31,658,102,390,40,170,21,331,6,2791,1148,132,14,563,79,181,21,90,13,196,3,2448,1183,76,21,437,48,185,11,77,11,140,3,2195,1081,48,4,250,52,74,7,55,3,74,0,1650,3212,187,42,831,123,654,37,230
CED230,13,3,4,8,4,3,0,0,3,280,17,339,4,0,4,3,0,3,0,11,8,123,6,163,5,0,0,3,0,10,0,21,3,73,0,124,0,0,0,4,0,0,0,17,0,55,3,88,30,17,0,9,3,18,0,58,17,515,11,679,3,25,0,15,3,20,0,108,12,220,6,410,42,38,13,38,3,89,7,194,28,2436,54,2942,60,91,11,60,3,166,13,236,55,1095,17,1812,95,159,10,159,16,235,29,239,38,881,23,1873,202,168,25,356,37,235,30,180,42,734,26,2028,137,76,6,298,32,168,21,75,18,169,4,1002,371,96,19,368,27,133,18,58,23,188,4,1312,920,137,36,659,71,223,47,76,21,185,6,2367,629,79,21,404,44,88,21,53,6,91,0,1439,412,41,11,192,42,47,11,23,11,46,0,842,222,23,7,98,11,12,3,11,10,20,4,426,377,44,21,182,26,71,4,28
CED231,6,0,0,0,0,5,0,8,0,331,3,354,0,0,3,0,0,0,0,9,0,110,0,124,0,0,0,0,0,0,0,11,0,61,5,81,0,0,0,0,0,0,0,11,0,30,0,50,0,3,0,0,0,4,3,24,3,330,3,371,0,9,0,5,0,15,0,47,3,144,4,223,5,16,3,6,0,31,9,106,19,1289,17,1497,6,32,3,14,3,61,4,132,16,604,12,877,12,79,7,42,7,96,12,137,22,549,7,980,30,130,8,111,14,133,18,102,26,492,3,1075,41,66,3,141,19,119,11,86,6,187,3,683,100,61,11,158,19,133,8,66,8,173,0,741,517,92,14,424,58,251,19,97,15,245,0,1733,680,61,11,367,45,89,17,62,10,116,5,1466,671,54,3,244,37,87,20,26,12,57,8,1212,611,10,4,164,33,42,0,9,3,27,0,910,1469,54,22,359,71,185,17,55
CED232,4,3,3,7,0,4,0,11,4,311,4,338,0,4,0,0,0,0,0,11,0,107,5,129,0,4,0,0,0,4,0,17,6,56,0,84,0,0,0,0,0,0,0,17,0,42,0,61,6,3,0,0,0,4,0,38,3,234,10,301,0,14,0,4,0,17,0,42,5,137,0,222,8,27,6,6,0,26,3,98,7,981,11,1167,5,36,3,21,0,65,13,118,14,609,3,884,14,75,5,54,12,148,11,144,28,621,5,1122,50,91,9,126,18,175,17,153,24,549,3,1219,57,46,0,183,23,150,20,80,18,171,4,751,142,58,4,187,20,144,10,68,13,180,4,842,614,112,23,479,52,299,25,103,32,211,9,1954,698,56,10,380,68,90,26,52,5,92,6,1494,595,47,6,263,38,108,13,32,13,49,7,1175,396,21,0,125,33,30,9,6,5,25,0,662,720,38,16,234,57,165,17,36
CED233,3,0,4,0,0,4,0,7,4,416,0,447,0,3,0,0,0,0,0,29,4,82,0,121,6,6,0,0,0,4,0,39,6,77,0,132,0,3,0,0,0,0,0,46,7,48,0,112,0,12,0,4,0,8,6,58,9,171,0,273,0,22,3,3,0,14,16,103,14,115,0,283,9,66,3,12,0,46,8,119,26,445,11,729,15,135,6,26,4,109,25,163,28,251,0,766,28,264,12,74,6,188,37,168,23,280,4,1083,60,340,9,267,29,255,49,195,22,272,9,1514,46,171,16,270,24,241,29,101,17,112,0,1031,198,165,14,362,41,226,35,101,15,177,0,1326,977,271,32,785,99,495,38,148,31,263,5,3139,1364,127,22,680,76,172,30,82,14,154,5,2728,1361,75,12,467,73,236,16,56,11,92,6,2396,1332,36,13,236,49,89,3,25,3,48,0,1845,3887,145,38,822,140,547,40,153
CED234,0,0,0,0,0,9,0,12,0,722,5,753,0,5,0,0,0,0,3,16,3,235,6,269,0,5,0,0,0,0,0,24,4,118,0,156,0,0,0,0,0,5,0,34,5,68,0,108,6,12,0,0,0,10,0,50,8,496,0,590,3,21,0,4,0,12,0,74,14,234,0,361,7,30,0,8,0,31,6,128,18,1488,22,1744,10,65,3,19,4,70,9,170,16,853,14,1231,23,109,13,51,6,116,8,168,34,775,11,1328,39,145,11,131,11,145,16,177,22,800,10,1511,33,73,3,134,21,127,15,94,17,258,0,787,110,76,0,191,10,139,18,84,17,357,4,1005,417,123,7,406,36,281,13,137,19,399,8,1851,478,79,19,292,33,133,20,64,8,213,0,1345,432,37,12,207,28,114,12,39,7,122,3,1015,350,38,4,125,10,42,6,24,0,58,0,662,962,87,7,353,68,266,10,80
CED235,10,10,4,8,0,4,0,4,0,338,7,385,0,6,3,0,4,0,0,13,4,161,6,200,3,4,0,0,0,3,0,28,3,89,0,136,0,0,0,0,0,4,0,24,4,79,0,115,14,20,5,7,0,3,0,52,6,505,16,628,4,14,3,7,0,17,0,76,17,272,3,414,20,51,7,16,0,53,7,184,33,2076,29,2481,31,89,7,49,5,86,20,246,41,1184,16,1778,44,145,15,88,4,168,24,234,40,1060,16,1840,103,189,16,252,14,170,30,205,39,861,14,1896,66,90,10,222,21,132,18,93,24,188,6,880,179,104,16,268,35,139,21,84,18,269,10,1141,624,140,30,525,57,240,36,92,41,274,11,2063,477,73,13,331,52,85,24,51,10,105,3,1232,348,43,7,227,35,62,13,32,8,74,3,859,202,11,15,102,13,18,11,6,0,32,0,413,397,55,17,229,30,115,9,47
CED236,14,7,5,6,6,7,0,4,5,337,16,402,7,0,0,3,0,0,0,14,0,137,9,172,0,0,0,0,0,5,0,20,0,63,0,87,3,0,0,4,0,3,0,16,4,82,3,110,23,16,6,13,0,9,0,54,12,452,10,591,4,15,0,17,3,27,7,77,15,207,7,382,27,41,9,32,3,59,9,186,39,2149,41,2594,34,57,5,52,5,134,9,215,38,1073,17,1650,74,109,20,97,10,210,10,203,36,817,18,1602,135,163,25,266,16,263,28,159,42,735,24,1853,115,65,7,263,22,175,18,68,25,156,4,914,262,78,14,310,34,143,21,65,18,184,7,1135,779,144,25,611,75,230,49,105,30,175,5,2220,604,64,17,399,45,81,18,27,10,81,4,1361,405,30,5,221,28,67,14,24,8,59,3,855,227,16,3,101,12,28,7,5,3,20,0,421,379,35,18,197,35,78,10,28
