POW_SA3_CODE_2021,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000_3499_Mng,CI_II_3000_3499_Pro,CI_II_3000_3499_TecTW,CI_II_3000_3499_CoPSW,CI_II_3000_3499_ClAW,CI_II_3000_3499_SWks,CI_II_3000_3499_MaOpDv,CI_II_3000_3499_Lab,CI_II_3000_3499_IDNS,CI_II_3000_3499_Tot,CI_II_3500mo_Mng,CI_II_3500mo_Pro,CI_II_3500mo_TecTW,CI_II_3500mo_CoPSW,CI_II_3500mo_ClAW,CI_II_3500mo_SWks,CI_II_3500mo_MaOpDv,CI_II_3500mo_Lab,CI_II_3500mo_IDNS,CI_II_3500mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000_3499_Mng,LE_IDNS_3000_3499_Pro,LE_IDNS_3000_3499_TecTW,LE_IDNS_3000_3499_CoPSW,LE_IDNS_3000_3499_ClAW,LE_IDNS_3000_3499_SWks,LE_IDNS_3000_3499_MaOpDv,LE_IDNS_3000_3499_Lab,LE_IDNS_3000_3499_IDNS,LE_IDNS_3000_3499_Tot,LE_IDNS_3500mo_Mng,LE_IDNS_3500mo_Pro,LE_IDNS_3500mo_TecTW,LE_IDNS_3500mo_CoPSW,LE_IDNS_3500mo_ClAW,LE_IDNS_3500mo_SWks,LE_IDNS_3500mo_MaOpDv,LE_IDNS_3500mo_Lab,LE_IDNS_3500mo_IDNS,LE_IDNS_3500mo_Tot
20402,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,30,9,30,59,50,58,28,67,5,329,5,0,0,0,0,0,0,3,0,5,0,0,0,5,0,5,0,0,5,14,0,0,0,5,0,6,0,3,3,17,7,0,4,0,4,3,0,4,0,26,10,0,5,3,7,6,4,4,0,37,8,4,3,11,11,3,4,15,5,63,9,7,7,9,3,9,5,9,9,51,14,3,14,10,11,4,8,11,3,85,6,9,9,7,11,4,11,16,8,81,3,12,4,6,4,6,3,3,3,43,9,7,0,0,0,0,0,0,5,27,6,7,0,4,7,0,0,3,0,29,6,10,4,6,0,0,0,4,0,31,0,0,0,0,0,0,3,0,0,5,7,0,3,0,0,3,0,0,0,13
20403,5,3,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,18,58,86,84,66,41,90,0,513,0,0,0,0,3,0,0,6,8,14,0,0,0,4,0,4,0,7,0,20,3,0,3,0,0,0,0,11,3,33,10,0,6,6,0,4,0,4,4,25,4,6,5,7,0,3,0,8,3,34,7,5,0,8,8,10,5,15,4,65,5,7,6,6,7,8,0,23,3,76,8,10,11,20,11,11,12,23,3,105,10,17,8,10,9,7,16,13,6,108,9,10,10,3,8,0,7,4,0,50,8,14,4,7,0,3,6,0,0,55,5,0,0,6,7,0,3,0,0,28,17,14,5,3,3,5,4,0,0,43,5,0,0,0,0,0,0,0,0,9,9,4,0,0,0,0,0,0,0,8
20501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,3,36,16,28,46,53,38,14,58,0,290,3,0,0,0,0,0,0,4,0,8,0,0,0,5,0,0,0,5,0,11,0,0,0,0,3,4,0,8,3,20,5,0,0,3,0,0,0,5,0,17,0,0,0,5,0,4,0,8,3,25,0,3,4,10,7,0,0,7,5,36,12,0,7,5,5,4,4,15,3,61,13,6,4,15,6,0,3,9,4,68,9,13,4,6,4,3,13,0,4,58,4,8,6,4,8,3,3,0,5,43,8,9,4,0,4,3,3,5,0,34,6,0,0,5,0,0,0,3,0,17,5,10,0,6,0,0,0,5,0,24,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8
20502,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,25,45,60,33,17,43,0,274,6,0,0,0,0,0,0,0,9,17,0,0,0,4,0,0,0,5,8,24,0,0,0,3,6,6,0,5,0,20,4,3,0,0,3,3,0,9,3,29,3,0,5,7,3,9,0,11,4,38,3,0,5,7,7,7,0,12,12,50,11,6,10,11,9,8,3,9,9,69,10,8,5,8,6,9,5,12,0,63,7,12,5,7,6,5,4,9,3,56,9,3,8,0,3,3,3,11,0,42,5,8,0,4,4,0,0,4,0,19,0,4,0,0,0,0,0,0,3,14,6,7,0,4,0,0,0,6,0,22,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
20503,9,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,66,15,34,58,57,60,18,58,0,361,4,0,0,0,3,0,0,0,0,9,0,0,0,10,0,8,0,3,5,27,0,3,6,9,5,3,0,6,6,34,5,5,3,3,0,5,0,6,3,36,3,3,0,9,8,9,0,7,0,49,10,4,9,12,8,12,3,14,3,68,10,4,7,15,7,10,0,9,0,69,13,8,6,9,13,7,0,11,8,77,18,6,5,7,6,0,7,10,0,70,13,8,0,8,10,4,12,0,0,55,15,9,6,0,7,0,3,0,0,44,0,0,0,0,0,0,3,4,0,9,10,12,0,0,0,0,4,4,4,26,3,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,21
20504,0,0,0,8,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,7,40,33,44,76,120,62,31,54,3,464,0,0,0,0,0,0,3,0,3,7,3,0,0,6,0,8,0,3,0,24,0,0,3,6,6,3,0,11,0,31,3,0,4,0,0,6,0,6,0,25,3,3,0,12,4,7,0,9,4,42,6,6,18,22,4,8,0,8,3,73,0,12,8,15,12,19,3,13,0,85,3,10,11,17,12,5,9,8,6,81,13,21,6,8,16,4,7,8,4,84,5,20,8,4,14,0,13,9,0,71,4,18,4,5,7,0,8,5,4,57,4,15,5,7,0,0,5,3,0,39,10,11,6,11,0,3,10,12,5,65,4,3,0,0,0,0,0,0,0,11,0,3,5,0,0,3,5,0,0,21
20505,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,35,15,26,35,42,36,17,56,10,271,8,0,4,0,0,0,0,0,4,9,0,0,3,0,0,0,0,7,0,18,6,0,0,3,0,0,0,0,4,18,0,0,0,3,0,6,0,0,0,15,0,0,5,5,0,3,0,6,3,26,8,8,3,5,6,3,0,8,0,39,6,8,3,7,3,9,3,7,3,54,11,3,5,12,8,0,10,15,0,59,11,8,9,3,6,0,0,8,0,46,8,7,4,5,0,0,0,5,0,38,9,5,0,0,0,0,4,4,3,22,3,0,0,0,4,0,0,0,0,13,3,3,8,0,0,0,0,0,3,16,4,0,0,0,0,0,0,0,0,8,10,7,3,0,3,0,0,0,0,20
20601,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,29,56,36,32,7,26,3,208,0,0,0,0,0,0,0,3,3,9,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,3,10,5,0,0,6,0,6,0,3,0,15,0,3,4,3,3,4,3,5,7,36,4,0,8,12,0,9,4,14,0,44,3,9,8,7,13,4,6,4,9,63,12,10,14,13,15,4,12,7,4,80,14,13,19,7,16,6,3,5,10,81,4,16,3,12,8,3,0,0,0,51,8,11,7,0,8,3,7,4,3,48,4,18,0,5,6,9,0,0,3,37,16,12,0,3,5,4,0,0,3,44,5,0,0,0,0,0,0,0,0,8,8,5,0,0,0,0,0,0,0,18
20602,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,14,32,34,21,4,8,0,145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,9,0,3,0,0,4,0,0,4,0,15,0,6,4,5,0,0,0,3,0,15,0,3,0,3,4,0,0,0,0,28,4,7,6,10,8,5,6,7,6,47,3,0,6,10,3,3,11,6,5,47,10,7,12,9,7,0,4,5,6,65,0,5,5,3,3,5,3,0,4,28,3,7,8,4,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,9,8,9,4,5,5,0,0,0,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4
20603,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,17,40,54,28,4,15,0,192,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,7,0,5,0,9,0,0,0,9,3,30,5,0,0,4,8,3,0,5,4,33,4,0,11,7,8,7,0,9,4,46,10,10,14,9,8,3,0,9,10,59,3,11,6,11,8,4,4,4,5,57,3,6,4,9,3,0,0,0,4,36,3,6,0,4,6,0,0,0,0,31,0,6,0,0,6,0,0,0,0,26,12,10,0,0,6,8,0,0,0,35,3,6,0,0,0,0,0,0,4,11,0,8,0,0,0,0,0,0,0,8
20604,65,93,16,20,55,23,13,7,10,297,28,15,4,0,4,0,4,0,0,61,44,25,5,4,8,11,0,0,0,93,0,0,0,0,4,4,0,0,3,13,323,325,146,395,765,180,61,189,41,2412,12,18,9,8,3,4,0,8,50,105,5,8,4,8,5,14,0,6,17,61,5,21,8,24,15,18,0,26,30,138,7,14,13,31,15,20,8,19,32,157,3,19,17,36,29,16,12,47,40,226,15,30,38,46,46,34,10,65,41,326,23,58,49,81,81,40,12,73,56,465,65,100,67,93,144,36,27,69,88,685,69,183,110,93,247,41,30,64,96,914,67,260,56,54,229,38,19,17,90,832,93,310,51,47,172,23,10,16,73,798,87,305,39,43,117,21,11,9,63,691,282,674,49,62,154,36,38,14,70,1382,109,155,6,12,31,13,9,3,22,364,252,300,16,5,49,19,5,3,53,698
20605,21,11,4,4,8,4,0,7,0,60,9,0,3,0,0,0,0,4,0,17,12,7,0,0,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,4,101,72,73,83,133,71,42,71,11,650,9,0,0,0,0,0,0,0,16,28,0,3,0,0,6,0,0,7,4,17,0,0,4,14,0,0,0,3,6,32,3,3,3,12,0,0,3,0,4,41,4,3,4,10,9,9,6,9,7,60,10,13,12,9,15,4,9,9,11,93,5,8,13,12,17,8,9,14,11,106,16,26,15,25,34,11,17,26,28,198,26,40,32,26,40,21,20,16,31,249,25,55,29,8,34,12,11,11,17,188,23,45,17,13,30,14,0,8,8,165,30,51,17,0,18,11,7,4,15,139,59,79,18,7,20,13,0,8,22,222,22,32,0,0,0,3,0,4,5,61,44,37,0,5,3,6,0,0,3,102
20606,0,7,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,38,23,28,50,32,38,3,31,0,243,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,5,4,11,3,0,0,7,0,9,0,6,0,27,0,0,4,4,0,8,0,11,0,22,3,3,5,15,6,10,4,7,0,64,6,11,6,14,8,4,0,7,3,57,14,14,14,20,13,16,0,4,5,90,14,14,17,9,16,7,3,8,12,101,12,16,5,10,12,10,4,3,4,72,3,22,3,8,6,9,0,0,0,59,12,10,8,4,0,3,0,0,0,42,11,19,4,0,3,3,0,0,7,66,3,7,0,0,0,0,0,0,3,20,18,28,4,5,4,5,0,0,4,59
20607,10,7,4,0,7,6,0,7,0,43,3,4,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,83,60,61,95,138,69,24,56,8,595,0,0,0,0,0,0,0,0,10,15,0,0,6,0,0,5,0,4,4,18,0,0,3,8,0,7,0,3,11,27,5,5,3,9,4,7,0,7,12,46,4,3,8,11,3,6,4,9,10,57,9,12,6,22,19,11,3,10,10,93,7,12,21,19,15,17,7,13,13,120,6,29,27,23,21,16,14,15,16,174,30,49,35,31,46,21,9,6,20,242,19,53,21,7,27,10,5,4,14,159,26,47,9,5,14,12,4,0,11,137,30,42,4,3,13,0,0,3,9,110,48,74,15,0,12,20,0,8,11,191,19,22,0,0,4,0,0,0,4,49,22,47,0,0,6,8,0,0,8,93
20701,12,12,0,0,10,5,0,0,0,30,0,0,0,0,0,3,0,0,0,7,3,3,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,54,50,51,101,113,75,18,55,0,508,4,0,0,0,4,3,0,0,5,15,0,7,0,5,4,0,0,3,7,25,5,6,5,12,0,5,0,10,4,47,5,5,7,7,6,4,0,12,8,42,7,9,3,14,11,9,3,4,7,61,0,10,8,21,10,8,0,9,8,75,12,9,12,34,12,17,6,6,10,113,4,23,17,30,33,13,4,12,8,147,15,38,18,21,23,16,0,8,11,153,13,39,17,10,18,11,3,3,7,127,19,35,12,10,24,4,5,0,7,104,20,24,0,7,6,5,3,0,5,75,35,54,13,5,15,6,5,3,6,149,9,23,0,0,0,7,0,0,3,51,25,42,0,0,7,6,0,0,3,93
20702,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,21,16,13,41,38,51,9,28,0,215,4,0,0,0,0,3,0,0,4,10,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,7,0,3,0,25,4,0,3,8,0,5,0,5,4,29,5,6,4,9,0,5,0,4,10,38,7,0,4,9,15,8,3,12,4,62,0,10,6,10,3,6,0,5,5,50,9,17,4,16,10,11,3,10,11,79,5,7,11,19,9,5,8,6,4,78,4,16,0,0,9,3,0,0,6,46,4,8,3,5,8,0,3,0,5,42,5,10,4,4,6,0,0,0,3,29,12,11,0,6,4,0,0,0,0,37,0,4,0,3,0,0,0,0,0,14,8,3,0,3,0,0,0,0,0,20
20703,4,3,0,3,3,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,23,37,56,103,38,7,28,3,336,0,0,0,0,0,0,0,3,6,21,0,0,0,5,4,6,0,4,0,28,0,0,0,8,5,7,0,0,0,21,0,6,4,5,4,8,0,5,8,31,0,3,0,12,7,6,0,0,6,37,3,5,11,10,3,4,0,14,4,53,8,10,4,17,15,4,9,11,5,69,8,22,14,21,20,14,5,12,14,119,7,22,20,17,19,4,0,10,5,112,12,25,9,4,10,3,4,4,3,73,13,26,6,12,8,7,0,0,5,80,3,25,0,3,4,4,0,3,3,44,11,39,6,7,5,5,0,0,10,76,7,13,0,5,0,0,0,0,0,29,6,21,0,0,5,0,0,0,3,43
20801,5,3,0,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,15,30,48,51,34,8,15,4,235,0,0,0,0,0,5,0,0,3,9,0,3,0,3,3,0,0,0,3,15,0,0,0,3,4,3,0,3,6,29,0,4,4,8,4,0,0,3,0,19,3,7,4,8,3,0,0,3,0,33,3,11,5,10,14,5,0,3,3,55,4,11,4,5,13,10,0,10,4,59,3,11,14,11,10,4,0,5,10,74,9,9,7,12,9,0,6,5,7,61,6,14,9,9,6,9,6,0,6,61,12,16,5,6,3,8,0,0,15,58,14,8,6,5,8,0,0,4,3,45,12,29,0,6,3,0,0,0,3,59,6,9,0,0,0,8,0,0,0,20,15,18,0,0,0,4,0,0,5,41
20802,5,4,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,32,27,54,68,38,7,36,5,281,0,3,0,0,0,5,0,0,6,21,0,0,0,5,0,0,0,0,6,20,3,4,3,4,0,3,0,0,0,20,3,3,0,6,0,0,0,12,3,35,0,9,0,16,8,3,4,10,0,48,5,15,6,22,3,8,4,13,10,85,0,15,10,26,19,3,0,10,7,92,9,17,10,20,16,6,7,4,5,101,10,32,11,24,20,3,6,7,8,126,5,21,12,4,14,4,0,3,12,81,17,35,8,3,9,7,4,3,0,86,11,18,7,0,3,4,0,6,4,57,20,26,0,3,4,3,0,5,6,71,3,6,6,0,3,5,0,0,4,23,9,24,0,0,0,4,0,5,5,41
20803,6,4,6,0,3,5,4,0,0,24,5,0,0,0,0,0,0,0,0,3,6,6,0,0,0,4,0,0,0,5,3,0,0,0,0,0,0,0,0,0,79,34,100,81,152,117,68,104,9,742,3,3,0,0,5,5,0,0,6,26,0,0,0,0,0,5,0,4,4,19,0,5,0,5,9,7,0,0,3,33,3,0,3,9,6,11,7,7,8,58,7,5,7,14,9,5,3,14,3,67,7,8,3,18,18,6,8,19,11,100,12,11,12,17,27,8,21,27,10,149,25,17,20,33,22,18,26,25,26,222,24,28,43,29,29,20,24,31,19,250,15,31,23,8,14,13,22,12,9,149,19,31,23,8,24,8,8,3,6,140,23,12,8,4,13,9,3,3,5,85,46,37,9,8,8,5,10,3,6,121,6,4,0,0,0,0,0,0,5,17,16,17,4,0,0,9,6,0,0,47
20804,5,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,11,23,32,38,46,4,20,0,193,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,21,0,0,0,3,0,7,0,0,0,19,0,6,0,3,4,5,0,0,0,23,0,0,5,6,5,6,0,0,0,31,0,0,3,7,4,4,0,6,11,38,5,8,12,8,3,12,0,9,3,65,12,13,11,14,14,6,5,3,4,78,9,13,4,5,8,3,0,0,3,48,6,20,0,3,3,3,0,0,3,46,0,11,3,0,8,3,0,0,3,31,16,21,3,5,0,0,0,0,0,47,0,9,0,0,0,0,0,0,0,10,6,11,0,0,0,4,0,0,4,27
20901,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,4,0,0,0,0,0,0,4,25,22,47,71,108,50,21,37,3,377,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,6,3,0,0,3,4,3,0,0,0,23,3,4,0,10,5,9,0,3,0,28,0,0,4,9,12,4,0,3,6,44,3,5,11,14,3,7,0,11,6,72,7,8,6,32,21,12,6,16,10,107,12,23,17,31,19,3,11,17,3,137,14,34,17,23,18,9,5,6,12,134,8,43,7,11,13,6,0,6,4,93,5,43,10,18,11,0,0,5,0,86,12,29,9,6,3,6,0,0,0,60,15,22,5,8,0,3,0,0,3,63,7,10,0,0,0,0,0,0,0,18,6,17,0,0,3,5,0,0,3,34
20902,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,27,10,24,42,55,50,35,33,5,276,0,0,0,0,4,0,3,0,3,10,0,3,0,0,3,0,0,4,5,28,0,4,4,6,0,9,5,3,3,21,0,0,0,3,4,6,3,7,4,31,0,0,3,13,4,7,0,13,0,42,5,4,6,14,8,9,10,3,3,64,4,3,15,13,13,8,9,3,3,72,5,8,7,20,23,12,7,10,5,102,11,10,9,7,19,9,11,6,10,97,3,16,7,5,13,6,6,7,6,76,5,18,6,5,9,5,9,3,7,62,8,16,6,4,3,4,4,4,4,43,10,24,4,3,0,0,3,4,0,54,0,4,0,0,0,0,3,0,0,13,9,6,0,0,3,0,0,0,4,22
20903,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,21,30,26,20,4,11,0,124,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,5,0,0,0,16,0,3,3,3,0,0,0,0,0,11,0,4,0,8,0,3,4,0,5,22,0,4,6,13,4,0,0,4,3,39,4,0,6,0,11,0,0,3,0,31,0,4,3,8,8,3,0,6,0,38,3,3,6,6,5,0,0,0,0,32,4,4,4,0,0,0,0,0,0,17,3,7,3,0,0,0,0,0,4,14,3,4,0,4,0,5,0,4,5,24,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9
20904,6,3,0,0,5,0,0,3,0,25,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,55,37,76,89,142,132,76,114,14,733,4,0,3,0,0,8,0,0,6,24,0,0,5,3,0,7,0,3,3,23,0,0,3,12,3,16,0,12,4,47,3,7,9,9,7,11,8,14,8,79,4,0,7,17,14,10,3,20,11,87,5,14,15,21,18,20,7,22,9,126,12,17,23,25,21,29,26,34,10,190,17,22,37,44,25,19,22,38,14,233,17,28,48,23,35,12,30,26,18,244,16,25,20,21,14,6,14,18,14,149,15,29,24,10,18,7,19,6,7,130,16,23,9,5,15,5,8,3,6,87,19,36,12,6,10,4,4,3,5,88,4,10,4,0,6,0,0,0,0,23,8,12,0,0,0,0,0,0,0,33
21001,13,0,4,0,3,4,5,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,31,11,58,50,79,41,49,48,3,382,0,0,3,0,0,0,0,0,4,10,0,0,0,6,0,0,0,0,4,8,0,0,0,0,0,4,0,5,0,21,0,0,4,0,8,3,0,0,0,18,0,4,0,3,0,5,0,4,6,27,0,3,12,10,3,10,10,9,7,63,4,0,10,12,10,4,3,6,12,65,8,8,10,13,15,14,9,12,14,108,14,6,20,11,17,9,18,10,4,108,4,14,4,5,18,5,12,6,5,74,6,8,5,6,16,4,0,0,6,64,4,9,3,0,4,5,4,3,3,44,18,20,3,5,10,4,0,0,9,75,7,4,0,0,0,0,0,0,0,24,17,7,0,0,0,0,0,0,4,35
