POW_SA3_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
20101,941,143,0,1079,30,17,0,43,6,1333,49,70,0,119,220,121,0,337,11,19,0,27,0,486,69,269,0,340,172,338,0,511,29,90,0,119,38,1006,262,496,3,758,1698,624,8,2332,1744,130,0,1881,57,5029,0,0,0,0,0,0,0,0,57,0,0,57,0,59,0,0,0,0,0,0,0,0,86,0,0,86,0,93,3,0,0,3,0,0,0,0,88,0,0,88,0,90,5,4,0,3,18,0,0,18,36,0,0,36,0,60,0,7,0,5,39,0,0,42,0,0,0,0,0,52,6,15,0,26,131,20,0,147,3,6,0,7,3,190,7,17,0,26,24,18,0,46,0,5,0,7,0,85,10,46,0,60,25,52,0,78,5,15,0,22,20,181,40,86,0,127,243,93,0,337,283,28,0,312,35,802,3,0,0,0,0,0,0,0,423,0,0,421,0,429,6,11,0,21,0,0,0,0
20102,62,12,0,77,0,3,0,6,0,99,11,13,0,26,23,13,0,32,0,0,0,7,0,60,19,64,0,71,27,46,0,74,3,22,0,30,15,187,49,87,0,134,147,70,0,212,218,31,0,245,16,615,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,20,0,0,20,0,22,0,0,0,0,4,0,0,4,4,0,0,4,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,4,5,4,0,4,22,0,0,24,0,0,0,0,0,33,0,0,0,0,6,4,0,13,0,0,0,0,0,18,3,10,0,9,0,6,0,7,0,6,0,6,6,31,13,12,0,25,40,18,0,59,55,6,0,58,6,145,0,0,0,0,0,0,0,0,53,0,0,53,0,58,0,3,0,3,0,0,0,0
20103,37,7,0,45,0,0,0,0,5,64,10,5,0,11,3,11,0,11,0,6,0,6,0,25,5,33,0,39,18,37,0,53,0,21,0,21,13,130,18,57,0,76,76,53,0,128,183,21,0,207,20,429,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0,9,0,0,9,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,6,0,0,6,0,0,0,0,0,8,4,0,0,6,8,3,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,3,7,0,9,0,6,0,6,13,34,4,11,0,18,12,7,0,24,41,4,0,47,17,101,0,0,0,0,0,0,0,0,54,0,0,54,0,55,0,3,0,3,0,0,0,0
20201,688,108,0,794,25,17,0,37,6,1029,40,60,0,98,124,74,0,206,9,19,0,22,4,330,99,244,0,346,135,310,0,443,11,75,0,87,31,906,294,454,0,751,1189,505,0,1690,1672,117,0,1786,46,4285,0,0,0,0,0,0,0,0,48,0,0,48,0,48,0,0,0,0,0,0,0,0,68,0,0,68,0,69,5,0,0,4,0,0,0,0,52,0,0,52,0,53,4,8,0,11,15,0,0,19,33,0,0,35,0,59,3,5,0,11,32,5,0,38,3,0,0,3,0,47,9,24,0,28,93,16,0,110,0,0,0,0,5,151,10,10,0,18,27,20,0,41,0,5,0,5,3,66,10,40,0,54,25,42,0,61,4,12,0,12,22,150,36,82,0,125,185,84,0,266,207,18,0,222,32,646,0,0,0,0,0,0,0,0,392,0,0,392,0,395,9,9,0,23,0,0,0,0
20202,142,26,0,173,6,5,0,12,5,244,8,16,0,22,29,17,0,48,3,3,0,10,0,83,28,100,0,132,54,100,0,161,5,42,0,46,22,361,73,172,0,247,314,157,0,472,477,53,0,527,31,1277,0,0,0,0,0,0,0,0,23,0,0,23,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,26,0,0,0,0,0,0,0,0,31,0,0,31,0,34,0,0,0,0,4,0,0,4,19,0,0,19,0,23,0,0,0,0,12,0,0,12,0,0,0,0,0,12,0,3,0,5,35,10,0,47,0,0,0,0,4,56,6,3,0,3,7,5,0,9,0,0,0,0,0,11,3,15,0,23,5,14,0,22,0,3,3,4,14,67,15,19,0,33,68,26,0,96,92,6,3,103,23,250,0,0,0,0,0,0,0,0,103,0,0,103,0,110,0,3,0,3,0,0,0,0
20203,19,8,0,25,0,0,0,0,0,30,3,4,0,11,0,0,0,0,0,3,0,3,0,13,3,18,0,20,8,13,0,16,5,5,0,3,11,54,13,25,0,38,33,18,0,55,79,3,0,83,8,194,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,11,5,0,0,3,0,0,0,0,3,16,3,8,0,12,10,3,0,14,9,5,0,10,6,47,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0
20301,68,13,0,84,0,3,0,3,0,113,0,8,0,9,10,5,0,17,0,0,0,3,0,32,3,29,0,36,14,21,0,41,0,17,0,20,4,97,28,65,0,93,117,46,0,163,145,19,0,167,11,423,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,8,0,0,8,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,7,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,4,0,0,4,7,15,4,5,0,14,15,3,0,18,20,0,0,20,3,55,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,4,0,5,0,0,0,0
20302,2119,321,5,2446,64,43,0,108,12,2975,128,142,0,268,504,257,0,766,61,52,0,112,10,1163,207,530,3,735,350,599,0,946,53,208,0,263,72,2021,649,961,4,1620,3793,1237,8,5039,2966,314,6,3284,109,10057,0,0,0,0,0,0,0,0,61,0,0,61,0,62,0,0,0,4,0,0,0,0,121,0,0,121,3,129,0,5,0,3,0,0,0,0,135,0,0,135,5,139,10,0,0,14,28,9,0,32,72,0,0,69,0,121,3,4,0,15,91,5,0,96,3,0,0,3,0,110,38,36,0,82,340,46,0,385,10,3,0,11,13,486,17,30,0,46,76,38,0,115,7,17,0,22,9,188,31,68,0,95,59,100,0,161,3,27,0,33,50,332,108,147,0,251,598,185,0,786,410,49,3,464,77,1578,8,0,0,7,0,0,0,0,591,0,0,596,3,606,19,17,0,31,0,0,0,0
20303,571,90,0,667,16,20,0,33,3,821,46,35,0,79,128,44,0,170,14,3,0,16,0,263,47,181,0,231,94,148,0,244,7,51,3,56,35,566,191,308,0,502,1027,301,3,1331,1075,72,3,1152,51,3037,0,0,0,0,0,0,0,0,54,0,0,54,0,57,0,0,0,0,0,0,0,0,61,0,0,61,0,63,0,0,0,0,0,0,0,0,77,0,0,78,0,78,4,5,0,8,17,0,0,16,45,0,0,52,0,71,4,5,0,8,31,0,0,34,0,0,0,0,0,41,16,17,0,34,128,13,0,140,0,0,0,0,0,173,6,0,0,10,27,6,0,35,3,0,0,3,0,52,11,26,0,34,9,21,0,34,0,8,0,11,18,90,39,51,0,89,209,48,0,254,248,11,0,266,18,634,0,0,0,0,0,0,0,0,275,0,0,275,0,276,0,13,0,14,0,0,0,0
20401,159,31,0,192,4,10,0,15,4,267,21,33,4,54,29,21,0,49,4,3,0,7,0,113,29,132,0,154,30,103,3,135,7,51,0,67,50,402,84,221,6,308,297,161,3,462,636,67,0,700,61,1529,0,0,0,0,0,0,0,0,32,0,0,32,3,39,0,0,0,0,0,0,0,0,29,0,0,29,0,33,0,0,0,0,0,0,0,0,38,0,0,38,0,42,0,0,0,0,10,0,0,10,24,0,0,24,0,32,5,0,0,3,11,0,0,20,0,0,0,0,0,22,11,7,0,17,44,13,0,54,0,3,0,3,11,82,0,4,0,8,14,3,0,21,0,4,0,4,3,27,7,25,0,32,12,26,0,37,0,9,0,12,25,98,25,41,0,62,95,39,0,129,131,8,0,148,41,383,0,0,0,0,0,0,0,0,186,0,0,186,5,196,0,4,0,6,0,0,0,0
