POW_SA3_CODE_2021,EWPT_20_24_TertUni_or_OHE_FT,EWPT_20_24_TertUni_or_OHE_PT,EWPT_20_24_TertUni_or_OHE_NS,EWPT_20_24_TertUni_or_OHE_Tot,EWPT_20_24_Other_FT,EWPT_20_24_Other_PT,EWPT_20_24_Other_NS,EWPT_20_24_Other_Tot,EWPT_20_24_Not_Stated,EWPT_20_24_Tot,EWPT_25_29_TertVE_TPTP_FT,EWPT_25_29_TertVE_TPTP_PT,EWPT_25_29_TertVE_TPTP_NS,EWPT_25_29_TertVE_TPTP_Tot,EWPT_25_29_TertUni_or_OHE_FT,EWPT_25_29_TertUni_or_OHE_PT,EWPT_25_29_TertUni_or_OHE_NS,EWPT_25_29_TertUni_or_OHE_Tot,EWPT_25_29_Other_FT,EWPT_25_29_Other_PT,EWPT_25_29_Other_NS,EWPT_25_29_Other_Tot,EWPT_25_29_Not_Stated,EWPT_25_29_Tot,EWPT_30ov_TertVE_TPTP_FT,EWPT_30ov_TertVE_TPTP_PT,EWPT_30ov_TertVE_TPTP_NS,EWPT_30ov_TertVE_TPTP_Tot,EWPT_30ov_TertUni_or_OHE_FT,EWPT_30ov_TertUni_or_OHE_PT,EWPT_30ov_TertUni_or_OHE_NS,EWPT_30ov_TertUni_or_OHE_Tot,EWPT_30ov_Other_FT,EWPT_30ov_Other_PT,EWPT_30ov_Other_NS,EWPT_30ov_Other_Tot,EWPT_30ov_Not_Stated,EWPT_30ov_Tot,EWPT_Tot_TertVE_TPTP_FT,EWPT_Tot_TertVE_TPTP_PT,EWPT_Tot_TertVE_TPTP_NS,EWPT_Tot_TertVE_TPTP_Tot,EWPT_Tot_TertUni_or_OHE_FT,EWPT_Tot_TertUni_or_OHE_PT,EWPT_Tot_TertUni_or_OHE_NS,EWPT_Tot_TertUni_or_OHE_Tot,EWPT_Tot_Other_FT,EWPT_Tot_Other_PT,EWPT_Tot_Other_NS,EWPT_Tot_Other_Tot,EWPT_Tot_Not_Stated,EWPT_Tot_Tot,EAFW_15_TertVE_TPTP_FT,EAFW_15_TertVE_TPTP_PT,EAFW_15_TertVE_TPTP_NS,EAFW_15_TertVE_TPTP_Tot,EAFW_15_TertUni_or_OHE_FT,EAFW_15_TertUni_or_OHE_PT,EAFW_15_TertUni_or_OHE_NS,EAFW_15_TertUni_or_OHE_Tot,EAFW_15_Other_FT,EAFW_15_Other_PT,EAFW_15_Other_NS,EAFW_15_Other_Tot,EAFW_15_Not_Stated,EAFW_15_Tot,EAFW_16_TertVE_TPTP_FT,EAFW_16_TertVE_TPTP_PT,EAFW_16_TertVE_TPTP_NS,EAFW_16_TertVE_TPTP_Tot,EAFW_16_TertUni_or_OHE_FT,EAFW_16_TertUni_or_OHE_PT,EAFW_16_TertUni_or_OHE_NS,EAFW_16_TertUni_or_OHE_Tot,EAFW_16_Other_FT,EAFW_16_Other_PT,EAFW_16_Other_NS,EAFW_16_Other_Tot,EAFW_16_Not_Stated,EAFW_16_Tot,EAFW_17_TertVE_TPTP_FT,EAFW_17_TertVE_TPTP_PT,EAFW_17_TertVE_TPTP_NS,EAFW_17_TertVE_TPTP_Tot,EAFW_17_TertUni_or_OHE_FT,EAFW_17_TertUni_or_OHE_PT,EAFW_17_TertUni_or_OHE_NS,EAFW_17_TertUni_or_OHE_Tot,EAFW_17_Other_FT,EAFW_17_Other_PT,EAFW_17_Other_NS,EAFW_17_Other_Tot,EAFW_17_Not_Stated,EAFW_17_Tot,EAFW_18_TertVE_TPTP_FT,EAFW_18_TertVE_TPTP_PT,EAFW_18_TertVE_TPTP_NS,EAFW_18_TertVE_TPTP_Tot,EAFW_18_TertUni_or_OHE_FT,EAFW_18_TertUni_or_OHE_PT,EAFW_18_TertUni_or_OHE_NS,EAFW_18_TertUni_or_OHE_Tot,EAFW_18_Other_FT,EAFW_18_Other_PT,EAFW_18_Other_NS,EAFW_18_Other_Tot,EAFW_18_Not_Stated,EAFW_18_Tot,EAFW_19_TertVE_TPTP_FT,EAFW_19_TertVE_TPTP_PT,EAFW_19_TertVE_TPTP_NS,EAFW_19_TertVE_TPTP_Tot,EAFW_19_TertUni_or_OHE_FT,EAFW_19_TertUni_or_OHE_PT,EAFW_19_TertUni_or_OHE_NS,EAFW_19_TertUni_or_OHE_Tot,EAFW_19_Other_FT,EAFW_19_Other_PT,EAFW_19_Other_NS,EAFW_19_Other_Tot,EAFW_19_Not_Stated,EAFW_19_Tot,EAFW_20_24_TertVE_TPTP_FT,EAFW_20_24_TertVE_TPTP_PT,EAFW_20_24_TertVE_TPTP_NS,EAFW_20_24_TertVE_TPTP_Tot,EAFW_20_24_TertUni_or_OHE_FT,EAFW_20_24_TertUni_or_OHE_PT,EAFW_20_24_TertUni_or_OHE_NS,EAFW_20_24_TertUni_or_OHE_Tot,EAFW_20_24_Other_FT,EAFW_20_24_Other_PT,EAFW_20_24_Other_NS,EAFW_20_24_Other_Tot,EAFW_20_24_Not_Stated,EAFW_20_24_Tot,EAFW_25_29_TertVE_TPTP_FT,EAFW_25_29_TertVE_TPTP_PT,EAFW_25_29_TertVE_TPTP_NS,EAFW_25_29_TertVE_TPTP_Tot,EAFW_25_29_TertUni_or_OHE_FT,EAFW_25_29_TertUni_or_OHE_PT,EAFW_25_29_TertUni_or_OHE_NS,EAFW_25_29_TertUni_or_OHE_Tot,EAFW_25_29_Other_FT,EAFW_25_29_Other_PT,EAFW_25_29_Other_NS,EAFW_25_29_Other_Tot,EAFW_25_29_Not_Stated,EAFW_25_29_Tot,EAFW_30ov_TertVE_TPTP_FT,EAFW_30ov_TertVE_TPTP_PT,EAFW_30ov_TertVE_TPTP_NS,EAFW_30ov_TertVE_TPTP_Tot,EAFW_30ov_TertUni_or_OHE_FT,EAFW_30ov_TertUni_or_OHE_PT,EAFW_30ov_TertUni_or_OHE_NS,EAFW_30ov_TertUni_or_OHE_Tot,EAFW_30ov_Other_FT,EAFW_30ov_Other_PT,EAFW_30ov_Other_NS,EAFW_30ov_Other_Tot,EAFW_30ov_Not_Stated,EAFW_30ov_Tot,EAFW_Tot_TertVE_TPTP_FT,EAFW_Tot_TertVE_TPTP_PT,EAFW_Tot_TertVE_TPTP_NS,EAFW_Tot_TertVE_TPTP_Tot,EAFW_Tot_TertUni_or_OHE_FT,EAFW_Tot_TertUni_or_OHE_PT,EAFW_Tot_TertUni_or_OHE_NS,EAFW_Tot_TertUni_or_OHE_Tot,EAFW_Tot_Other_FT,EAFW_Tot_Other_PT,EAFW_Tot_Other_NS,EAFW_Tot_Other_Tot,EAFW_Tot_Not_Stated,EAFW_Tot_Tot,Tot_15_TertVE_TPTP_FT,Tot_15_TertVE_TPTP_PT,Tot_15_TertVE_TPTP_NS,Tot_15_TertVE_TPTP_Tot,Tot_15_TertUni_or_OHE_FT,Tot_15_TertUni_or_OHE_PT,Tot_15_TertUni_or_OHE_NS,Tot_15_TertUni_or_OHE_Tot,Tot_15_Other_FT,Tot_15_Other_PT,Tot_15_Other_NS,Tot_15_Other_Tot,Tot_15_Not_Stated,Tot_15_Tot,Tot_16_TertVE_TPTP_FT,Tot_16_TertVE_TPTP_PT,Tot_16_TertVE_TPTP_NS,Tot_16_TertVE_TPTP_Tot,Tot_16_TertUni_or_OHE_FT,Tot_16_TertUni_or_OHE_PT,Tot_16_TertUni_or_OHE_NS,Tot_16_TertUni_or_OHE_Tot
20402,84,25,0,108,6,9,0,12,0,192,10,20,0,34,17,19,0,37,0,6,0,9,3,80,30,111,0,142,31,96,0,132,0,30,0,34,30,340,94,204,4,304,160,145,0,304,650,52,0,701,44,1354,0,0,0,0,0,0,0,0,33,0,0,33,0,33,0,3,0,3,0,0,0,0,38,0,0,38,0,34,0,0,0,0,0,0,0,0,51,0,0,51,0,55,0,5,0,5,0,0,0,0,29,0,0,29,0,30,0,5,0,3,10,0,0,10,0,0,0,4,0,13,3,3,0,11,17,0,0,19,0,0,0,0,5,35,0,5,0,10,7,6,0,8,0,0,0,0,0,18,0,10,0,18,3,13,0,17,0,3,0,3,16,49,6,34,0,44,30,19,0,49,150,5,0,158,21,274,0,0,0,0,0,0,0,0,166,0,0,166,5,172,0,5,0,4,0,0,0,0
20403,210,50,0,257,4,9,0,13,3,397,31,43,0,75,55,46,0,106,3,9,0,15,7,193,70,207,0,283,61,185,0,247,9,42,0,56,25,613,175,387,0,561,399,288,0,695,975,63,0,1039,47,2340,0,0,0,0,0,0,0,0,66,0,0,69,0,69,0,0,0,0,0,0,0,0,61,0,0,61,0,61,0,0,0,7,0,0,0,0,55,0,0,55,0,57,0,7,0,7,3,0,0,3,32,0,0,32,0,46,3,0,0,10,7,3,0,10,4,0,0,4,0,18,15,15,0,24,29,6,0,36,0,5,0,4,0,67,9,10,0,13,7,11,0,24,3,6,0,10,4,47,7,35,0,43,17,29,0,46,0,5,3,14,17,121,38,69,0,101,64,47,0,115,223,9,3,240,24,480,0,0,0,3,0,0,0,0,288,0,0,289,0,293,0,12,0,15,0,0,0,0
20501,213,36,0,247,7,9,0,15,0,336,13,35,0,53,43,29,0,70,9,5,0,11,4,136,28,108,0,135,54,100,0,156,12,30,0,40,30,362,96,237,0,331,412,169,0,584,699,41,0,743,40,1698,0,0,0,0,0,0,0,0,22,0,0,22,0,22,0,0,0,0,0,0,0,0,20,0,0,20,0,23,0,0,0,0,0,0,0,0,33,0,0,33,0,33,0,0,0,0,3,0,0,3,21,0,0,21,0,22,0,3,0,3,9,0,0,15,0,0,0,0,0,13,9,12,0,11,40,0,0,38,0,0,0,0,0,60,0,6,0,7,5,0,0,12,0,0,0,0,0,22,3,9,0,17,7,19,0,25,0,4,0,4,19,59,13,30,0,43,68,26,0,97,92,4,0,96,20,256,0,0,0,0,0,0,0,0,154,0,0,154,0,157,0,8,0,9,0,0,0,0
20502,30,22,0,57,0,8,0,8,0,130,8,23,0,33,14,20,0,36,0,5,0,7,0,75,18,136,0,154,36,108,0,150,11,34,0,41,38,380,67,235,0,306,95,162,3,254,477,43,0,519,45,1133,0,0,0,0,0,0,0,0,24,0,0,24,0,24,0,0,0,0,0,0,0,0,30,0,0,30,0,32,0,0,0,0,0,0,0,0,26,0,0,26,0,33,0,0,0,0,0,0,0,0,22,0,0,18,0,21,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,7,0,8,12,0,0,18,0,0,0,0,0,27,3,3,0,6,3,0,0,9,0,4,0,4,0,12,0,17,0,23,3,9,0,11,0,10,0,8,17,59,7,32,0,44,24,12,0,36,98,12,0,107,22,212,4,3,0,7,0,0,0,0,128,0,0,128,0,138,0,7,0,7,0,0,0,0
20503,157,28,4,185,4,5,0,9,4,256,13,31,0,40,32,25,0,56,0,7,0,7,0,104,32,127,0,159,54,121,0,179,3,39,0,44,42,422,87,215,8,305,318,187,4,507,744,55,0,794,70,1675,0,0,0,0,0,0,0,0,46,0,0,46,4,48,0,0,0,0,0,0,0,0,61,0,0,61,4,64,0,4,0,3,0,0,0,0,52,0,0,52,0,55,0,3,0,3,6,0,0,3,37,0,0,37,0,48,0,0,0,4,20,0,0,20,0,0,0,0,0,24,5,11,0,13,44,3,0,47,0,0,0,0,0,64,0,9,0,9,3,4,0,7,0,0,0,0,0,18,5,27,0,31,9,17,0,24,0,6,0,6,20,87,14,51,0,62,77,25,0,102,193,6,0,202,30,399,0,0,0,0,0,0,0,0,202,0,0,202,4,209,0,4,0,5,0,0,0,0
20504,286,46,0,337,6,6,0,11,5,453,13,37,0,57,65,55,0,119,4,3,0,9,3,183,43,174,0,220,87,158,0,247,11,63,0,76,53,592,137,328,0,470,567,271,0,836,973,83,4,1054,79,2439,0,0,0,0,0,0,0,0,28,0,0,26,0,29,0,0,0,0,0,0,0,0,35,0,0,40,0,40,0,4,0,8,0,0,0,0,34,0,0,34,0,41,4,3,0,9,6,0,0,8,24,0,0,24,0,38,6,0,0,3,10,0,0,10,0,0,0,0,0,14,0,15,0,20,30,12,0,37,0,4,0,4,4,68,4,12,0,16,16,10,0,25,0,0,0,3,0,46,5,27,0,33,8,19,0,31,3,7,0,7,28,98,26,65,0,88,76,41,0,111,126,16,0,139,42,381,0,0,0,0,0,0,0,0,248,5,0,250,4,255,4,5,0,11,0,0,0,0
20505,81,16,0,102,0,3,0,6,5,157,7,26,0,31,17,25,0,42,6,4,0,11,0,79,18,98,0,120,35,94,0,133,5,23,0,29,20,304,37,181,0,225,166,145,0,310,489,31,0,528,32,1089,0,0,0,0,0,0,0,0,21,0,0,21,0,24,0,4,0,4,0,0,0,0,29,0,0,29,0,37,0,6,0,4,0,0,0,0,21,0,0,23,0,29,0,3,0,6,6,0,0,6,19,0,0,19,0,22,0,0,0,0,3,0,0,4,0,0,0,0,0,5,3,4,0,7,16,3,0,20,0,0,0,4,4,33,0,6,0,6,9,10,0,15,0,0,0,0,0,25,0,6,0,6,8,20,0,29,0,4,0,4,21,64,4,28,0,35,40,34,0,76,97,8,0,104,29,242,0,0,0,0,0,0,0,0,137,0,0,137,0,139,4,10,0,14,0,0,0,0
20601,877,122,3,1005,29,13,0,44,0,1258,100,66,0,167,314,93,0,410,25,31,0,64,0,636,124,210,0,329,202,199,0,401,36,79,0,119,12,870,388,358,0,746,1673,436,3,2114,603,136,0,744,22,3624,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,0,0,0,0,15,0,0,15,0,15,3,0,0,3,6,0,0,6,19,0,0,19,0,23,0,0,0,0,28,0,0,28,0,0,0,0,0,34,12,16,0,27,125,18,0,145,5,3,0,4,4,183,13,8,0,19,46,9,0,58,6,0,0,9,0,82,16,21,0,33,23,26,0,53,4,14,0,12,17,113,42,45,0,86,227,53,0,281,77,16,0,94,20,478,0,0,0,0,0,0,0,0,94,0,0,94,0,99,4,0,0,4,0,0,0,0
20602,470,94,0,566,3,9,0,15,4,690,60,43,0,102,176,52,0,235,16,10,0,26,3,360,60,115,0,170,122,117,0,246,15,61,0,76,8,505,188,216,0,400,964,278,0,1241,324,80,0,410,13,2070,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,17,0,0,17,0,20,0,0,0,0,10,0,0,10,6,0,0,6,0,17,0,0,0,4,21,0,0,28,0,0,0,0,0,26,8,11,0,20,76,5,0,82,0,0,0,0,0,102,6,8,0,15,29,13,0,36,3,0,0,7,3,54,12,9,0,21,25,19,0,34,0,4,0,4,6,69,23,33,0,57,155,33,0,187,62,3,0,61,11,316,0,0,0,0,0,0,0,0,57,0,0,57,0,57,0,0,0,0,0,0,0,0
20603,738,97,0,839,33,10,0,43,4,1019,62,45,0,105,161,52,0,212,26,19,0,41,0,363,71,108,0,187,111,111,0,228,30,71,0,104,14,530,256,220,0,477,1407,275,0,1681,713,108,0,814,20,2995,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,31,0,0,31,0,31,0,0,0,0,0,0,0,0,33,0,0,33,0,35,0,0,0,0,15,0,0,21,19,0,0,19,0,38,0,0,0,0,31,0,0,35,0,0,0,0,0,35,9,5,0,19,91,11,0,100,0,5,0,9,3,126,13,7,0,22,13,11,0,24,5,0,0,4,0,52,12,26,0,35,17,19,0,34,4,9,0,11,11,88,35,33,0,73,174,38,0,213,103,13,0,114,17,418,0,0,0,0,0,0,0,0,134,0,0,134,0,134,3,4,0,4,0,0,0,0
20604,7984,1222,4,9205,296,191,0,485,26,10992,806,631,4,1444,2809,1050,0,3855,321,310,0,633,15,5955,901,1518,0,2422,1710,2378,11,4103,265,715,5,984,96,7603,2672,2647,5,5331,14301,4750,15,19066,1845,1230,7,3076,160,27648,0,0,0,0,0,0,0,0,61,0,0,61,0,69,3,0,0,4,0,0,0,0,113,0,0,113,0,118,0,4,0,5,0,0,0,0,134,0,0,134,0,144,16,0,0,20,168,8,0,171,88,0,0,89,5,287,31,14,0,43,400,31,0,433,7,4,0,8,4,495,191,77,0,272,1851,227,0,2075,58,30,0,85,35,2473,131,101,0,238,533,214,5,753,47,53,0,101,41,1138,179,259,0,446,311,544,0,865,72,139,0,214,191,1707,562,462,0,1024,3267,1023,6,4299,588,226,0,818,277,6423,0,0,0,0,0,0,0,0,225,0,0,225,0,224,9,8,0,17,0,0,0,0
20605,1757,269,0,2025,102,46,0,147,5,2604,229,211,0,435,539,201,0,744,103,104,0,210,6,1399,230,412,0,646,317,379,0,693,92,204,3,297,39,1676,785,783,3,1580,3133,882,0,4012,773,360,4,1131,49,6782,0,0,0,0,0,0,0,0,24,0,0,24,0,24,0,0,0,0,0,0,0,0,26,0,0,26,0,24,0,0,0,0,0,0,0,0,52,0,0,52,0,52,9,0,0,10,32,0,0,30,26,0,0,27,3,66,3,4,0,8,77,5,0,82,0,0,0,0,0,93,31,22,0,55,251,38,0,289,10,9,0,16,8,370,23,19,0,43,93,27,0,123,9,14,0,21,3,193,31,59,0,94,62,65,0,131,13,28,0,42,43,311,108,112,0,217,512,139,0,648,157,51,0,211,56,1138,0,0,0,0,0,0,0,0,114,0,0,114,0,114,3,0,0,3,0,0,0,0
20606,1335,157,0,1493,46,28,0,67,3,1787,150,102,0,248,336,118,3,451,39,45,0,81,0,787,120,201,0,322,191,211,0,403,44,121,0,168,24,910,447,388,0,830,2303,503,3,2811,505,194,0,700,27,4366,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,18,0,0,18,0,18,0,0,0,0,0,0,0,0,31,0,0,31,0,31,0,0,0,3,21,0,0,21,11,0,0,11,0,36,4,8,0,10,34,3,0,35,0,0,0,0,0,48,23,22,0,40,198,30,0,229,5,7,0,11,7,285,15,18,0,34,69,22,0,91,3,8,0,13,5,151,15,32,0,49,13,16,0,33,0,10,0,14,19,115,58,79,0,133,339,76,0,412,81,29,0,103,29,687,0,0,0,0,0,0,0,0,71,0,0,71,0,68,0,0,0,3,0,0,0,0
20607,2294,386,0,2680,70,50,0,118,9,3157,199,181,0,380,796,350,0,1150,67,68,0,132,4,1665,277,415,5,693,419,644,0,1071,61,174,0,241,43,2048,771,744,5,1518,4075,1420,4,5502,907,295,0,1208,55,8275,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,0,0,0,0,0,0,0,43,0,0,43,4,45,0,0,0,0,0,0,0,0,41,0,0,41,0,43,3,4,0,6,39,4,0,43,27,0,0,27,0,80,9,4,0,6,71,0,0,77,5,0,0,4,4,96,41,27,0,67,348,49,0,401,9,4,0,17,9,491,31,35,0,57,126,43,0,172,8,13,0,17,7,261,24,56,0,84,69,113,0,187,7,27,0,38,28,344,108,124,0,237,652,216,3,876,169,44,0,208,55,1376,0,0,0,0,0,0,0,0,136,0,0,136,0,136,3,0,0,3,0,0,0,0
20701,2754,375,0,3122,65,32,0,98,4,3538,174,117,0,294,580,205,0,783,64,50,0,111,4,1196,188,405,0,596,349,477,0,827,65,203,3,271,29,1716,634,652,4,1284,4868,1100,5,5973,1459,284,4,1747,45,9053,0,0,0,0,0,0,0,0,34,0,0,34,0,34,0,0,0,0,0,0,0,0,72,0,0,72,0,67,0,0,0,0,0,0,0,0,76,0,0,76,0,75,0,0,0,0,44,3,0,49,62,0,0,62,0,114,5,3,0,8,122,4,0,123,0,0,0,0,0,134,12,14,0,28,323,42,0,366,8,0,0,15,8,412,15,8,0,22,59,25,0,89,10,9,0,21,9,131,21,39,0,57,44,67,0,114,9,19,0,28,25,227,53,58,0,114,587,145,0,733,267,31,0,301,37,1193,0,0,0,0,0,0,0,0,262,0,0,262,0,262,0,3,0,3,0,0,0,0
20702,1155,163,0,1326,26,13,0,34,5,1530,63,53,0,110,197,52,0,253,32,30,0,61,4,430,82,173,0,251,110,127,0,234,39,98,3,138,20,650,271,296,4,563,2023,371,5,2391,960,149,5,1104,36,4104,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,39,0,0,39,0,39,0,0,0,0,0,0,0,0,66,0,0,66,0,66,0,0,0,3,23,4,0,27,46,0,0,46,0,69,3,0,0,10,55,3,0,61,3,0,0,3,0,68,16,4,0,23,186,13,0,203,6,3,0,9,3,239,7,7,0,15,39,3,0,42,6,0,0,8,8,68,13,8,0,22,14,19,0,30,6,12,0,15,11,79,43,27,0,70,319,41,4,365,180,15,0,198,21,649,0,0,0,0,0,0,0,0,160,0,0,160,0,160,0,0,0,0,0,0,0,0
20703,1401,193,3,1592,42,24,0,63,4,1864,96,69,0,165,389,133,0,524,40,38,0,73,4,771,122,301,5,422,293,348,0,637,57,160,0,218,17,1302,383,486,5,873,2668,702,5,3375,981,220,0,1201,31,5477,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,38,0,0,38,0,38,0,0,0,0,3,0,0,3,59,0,0,59,0,58,0,0,0,3,22,0,0,26,34,0,0,34,0,61,0,0,0,3,48,0,0,46,0,0,0,0,0,51,18,10,0,27,182,12,0,196,3,3,0,10,0,241,7,5,0,16,42,22,0,66,6,10,0,6,3,98,17,30,0,48,41,37,0,82,4,16,0,25,19,172,49,49,0,103,344,75,0,419,159,32,0,192,27,740,0,0,0,0,0,0,0,0,175,0,0,175,0,175,0,3,0,4,0,0,0,0
20801,1166,130,0,1300,36,19,0,52,0,1524,63,52,0,115,203,64,0,268,27,19,0,49,4,429,82,174,0,261,126,197,0,318,22,95,0,117,23,718,289,300,0,591,2003,427,6,2436,858,134,0,986,24,4039,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,41,0,0,41,0,41,0,0,0,0,0,0,0,0,66,0,0,66,0,66,0,0,0,0,19,3,0,24,36,0,0,36,0,55,0,0,0,5,59,3,0,62,0,0,0,0,0,61,13,9,0,23,155,13,0,176,3,0,0,3,6,199,10,18,0,22,21,9,0,34,3,0,0,4,0,65,13,25,0,33,11,25,0,33,3,7,0,13,22,103,33,43,0,77,270,56,3,330,161,13,0,176,27,615,0,0,0,0,0,0,0,0,145,0,0,145,0,145,0,0,0,0,0,0,0,0
20802,1500,186,0,1686,38,27,0,67,7,2011,96,69,0,167,370,109,0,476,43,28,0,67,0,714,143,247,0,391,225,262,6,492,45,128,0,172,26,1080,449,425,0,870,2683,588,0,3281,1107,180,3,1289,28,5475,0,0,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,0,29,0,0,29,0,29,0,0,0,0,0,0,0,0,43,0,0,43,0,43,6,0,0,6,23,0,0,23,30,0,0,30,0,56,3,0,0,3,44,5,0,48,4,0,0,4,0,57,22,11,0,38,163,16,0,178,5,6,0,7,6,226,12,9,0,17,33,19,0,55,4,3,0,10,0,84,11,34,3,47,32,33,0,63,3,18,0,24,13,150,43,59,3,112,293,72,0,366,143,23,0,167,19,662,0,0,0,0,0,0,0,0,208,0,0,208,0,210,6,3,0,6,0,0,0,0
20803,1765,265,4,2038,72,27,0,98,6,2495,123,117,4,246,322,111,0,435,47,42,0,86,8,771,153,346,0,497,168,240,4,408,52,131,0,182,43,1133,591,659,3,1250,3163,671,8,3839,1899,205,0,2107,62,7259,0,0,0,0,0,0,0,0,40,0,0,40,0,41,0,0,0,0,0,0,0,0,78,0,0,78,0,78,0,0,0,0,0,0,0,0,107,0,0,107,0,111,3,4,0,3,52,0,0,52,53,0,0,53,0,111,8,0,0,10,83,5,0,91,0,0,0,0,0,99,29,15,0,44,274,34,0,302,5,4,0,15,6,371,9,16,0,20,61,21,0,83,6,0,0,12,11,125,21,33,0,57,23,32,0,58,4,18,0,20,24,163,67,69,0,136,493,89,0,576,312,25,0,336,41,1096,0,0,0,0,0,0,0,0,318,0,0,318,0,318,3,3,0,9,0,0,0,0
20804,1511,190,0,1704,35,18,0,52,3,1932,66,44,0,111,245,70,0,319,27,16,0,46,3,480,65,152,0,213,106,132,0,244,27,52,0,72,6,539,275,255,0,530,2387,426,0,2814,650,90,0,743,12,4104,0,0,0,0,0,0,0,0,20,0,0,20,0,20,0,0,0,0,0,0,0,0,41,0,0,41,0,41,0,0,0,0,0,0,0,0,65,0,0,65,0,61,0,4,0,4,31,0,0,31,29,0,0,26,0,68,3,0,0,3,69,8,0,83,3,0,0,3,0,87,18,9,0,28,360,35,0,397,9,3,0,16,4,445,11,9,0,18,48,18,0,71,6,0,0,7,0,95,10,21,0,32,19,34,0,54,3,7,0,13,7,107,50,42,0,94,535,98,5,637,161,21,0,184,11,921,0,0,0,0,0,0,0,0,125,0,0,125,0,125,0,0,0,0,0,0,0,0
20901,1270,182,5,1449,27,17,0,47,3,1670,77,50,0,125,285,143,0,432,36,26,0,61,0,617,106,258,0,366,224,355,0,578,30,135,0,166,22,1135,340,397,0,736,2305,715,6,3026,1156,181,0,1337,31,5136,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0,34,0,0,34,0,34,3,0,0,3,0,0,0,0,53,0,0,53,0,54,0,0,0,3,17,4,0,18,42,0,0,42,0,60,3,3,0,3,48,0,0,52,0,0,0,0,0,57,27,13,0,38,157,16,0,175,6,3,0,6,5,231,6,5,0,14,56,17,0,76,0,3,0,6,0,92,14,28,0,38,22,61,0,87,3,13,0,18,19,158,50,53,0,103,311,94,0,398,167,17,0,183,27,711,0,0,0,0,0,0,0,0,181,0,0,181,0,185,0,0,0,0,0,0,0,0
20902,1049,123,6,1178,37,12,0,46,3,1417,86,55,0,144,270,88,0,363,28,34,0,58,5,568,124,205,0,330,246,261,0,506,42,100,0,141,25,994,382,344,0,725,1910,489,6,2404,763,144,0,909,35,4077,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0,28,0,0,28,0,28,0,3,0,3,0,0,0,0,57,0,0,57,0,58,0,0,0,4,13,0,0,14,20,0,0,20,0,39,0,0,0,0,33,0,0,38,0,0,0,3,0,42,11,9,0,24,172,16,0,189,8,5,0,9,0,229,12,4,0,19,43,17,0,60,4,7,0,13,6,98,7,25,0,38,18,36,0,56,9,13,0,24,20,143,35,47,0,88,275,76,0,352,149,25,0,171,39,657,0,0,0,0,0,0,0,0,152,0,0,152,0,152,3,0,0,5,0,0,0,0
20903,431,58,0,486,0,11,0,16,0,593,20,12,0,34,56,30,0,84,3,4,0,7,0,131,32,84,0,115,60,109,0,162,6,42,0,54,9,346,128,148,0,278,793,201,0,988,665,69,0,729,9,2012,0,0,0,0,0,0,0,0,21,0,0,21,0,21,0,0,0,0,0,0,0,0,33,0,0,33,0,35,0,0,0,0,0,0,0,0,32,0,0,32,0,32,5,0,0,3,13,0,0,13,34,0,0,34,0,45,4,0,0,5,25,0,0,24,0,0,0,0,0,29,3,4,0,14,62,5,0,69,6,0,0,6,0,82,0,5,0,8,17,7,0,25,0,0,0,0,0,29,7,4,0,14,6,10,0,16,5,4,0,3,0,34,25,17,0,38,119,20,0,140,119,3,0,125,3,305,0,0,0,0,0,0,0,0,138,0,0,138,0,145,0,0,0,4,0,0,0,0
20904,1570,226,0,1793,108,56,0,169,11,2405,140,118,0,256,378,114,0,497,83,37,0,121,3,875,203,386,0,593,271,302,0,573,88,180,0,268,57,1496,730,732,7,1464,2992,698,5,3696,2326,292,3,2622,78,7864,0,0,0,0,0,0,0,0,46,0,0,46,0,46,0,0,0,4,0,0,0,0,55,0,0,55,0,59,0,0,0,5,0,0,0,0,85,0,0,85,0,86,3,0,0,3,25,0,0,25,39,0,0,39,0,70,14,4,0,20,60,7,0,64,0,0,0,0,0,88,16,26,0,41,232,22,3,256,9,4,0,11,3,315,10,14,0,24,50,16,0,71,9,7,0,15,10,120,28,50,0,77,37,36,0,75,15,21,0,39,34,221,74,95,0,173,409,80,3,492,265,31,0,294,50,1008,0,0,0,0,0,0,0,0,466,0,0,466,0,465,14,8,0,17,0,0,0,0
