POW_SA3_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
20402,0,0,0,60,3,43,0,40,0,145,7,8,19,124,13,266,11,218,4,665,0,6,10,22,0,36,6,20,0,94,0,3,0,12,7,5,0,5,4,41,3,3,13,4,0,0,0,0,0,32,0,5,10,5,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,17,29,15,18,57,230,32,353,14,286,19,1030,0,0,0,7,0,5,0,3,0,11,0,0,6,10,0,7,4,13,0,42,0,3,6,13,8,4,0,3,0,33,0,0,9,17,5,6,0,3,0,45,0,9,46,13,8,4,0,8,0,88,4,3,49,6,3,5,3,3,0,74,0,3,21,0,0,0,0,0,0,26,0,0,13,0,0,0,0,3,0,16,0,0,3,3,0,4,0,4,3,14,8,16,149,67,22,34,9,40,3,349
20403,0,0,10,87,4,79,4,43,0,231,8,12,15,195,33,456,9,290,4,1024,0,4,4,48,11,82,8,44,0,210,0,6,0,36,5,15,3,16,0,94,0,6,28,25,12,5,0,0,0,75,0,5,97,33,0,4,3,3,4,149,0,0,26,13,0,0,0,0,0,45,0,0,12,9,0,0,0,0,0,23,0,0,0,10,0,7,0,0,12,40,20,37,199,466,61,652,34,402,27,1888,0,0,5,12,0,3,4,4,0,25,4,4,3,12,5,19,3,17,0,68,0,0,14,22,5,12,4,4,0,68,0,3,20,26,13,16,3,3,0,81,7,8,83,22,23,0,0,0,0,158,4,7,96,12,12,0,0,5,0,135,4,5,62,4,0,3,6,0,0,83,0,0,31,0,0,0,0,0,0,39,0,0,4,8,0,0,0,0,3,20,19,22,315,121,56,50,21,46,7,669
20501,3,3,4,55,0,26,0,30,0,128,7,20,19,141,27,325,16,254,4,820,0,4,5,31,11,58,3,43,0,161,4,7,3,25,3,20,0,10,0,73,4,0,10,13,10,8,0,3,0,42,3,0,3,5,3,0,0,0,0,15,0,0,3,6,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,3,6,0,26,17,38,57,279,55,444,24,353,13,1275,0,0,0,5,0,7,0,4,0,14,0,4,3,15,3,19,6,6,0,52,0,0,8,15,8,9,0,0,0,48,0,9,11,16,4,5,0,3,0,48,4,8,58,16,15,3,0,0,0,98,5,0,61,5,0,0,0,0,0,78,0,0,19,6,7,0,0,0,0,36,0,0,9,0,0,0,0,3,0,13,0,0,5,0,0,0,0,0,0,4,10,22,172,78,43,39,3,26,0,397
20502,0,0,0,30,0,39,0,23,0,99,8,4,9,91,4,226,3,124,0,474,0,0,3,5,0,29,0,14,0,57,0,0,0,7,0,5,0,3,0,20,0,6,13,4,0,0,0,0,0,22,0,0,10,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,4,15,28,9,13,41,151,15,301,6,173,16,726,0,3,0,4,0,0,0,0,0,8,0,0,11,12,0,9,0,4,0,33,0,3,4,19,0,6,0,4,0,40,3,6,6,19,0,13,0,0,0,51,3,3,33,14,6,0,3,0,0,78,5,0,44,5,0,0,0,0,0,51,0,0,9,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,10,15,120,76,16,24,5,15,0,289
20503,3,0,4,92,3,69,0,38,14,231,13,4,19,167,22,371,6,185,11,799,9,8,12,41,5,46,0,33,4,154,0,3,4,12,3,12,0,5,0,48,0,6,9,11,5,3,0,0,0,28,0,3,12,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,11,0,0,4,3,0,0,0,0,0,5,0,0,0,8,0,6,0,10,17,39,28,21,77,330,40,507,6,278,44,1338,0,0,4,4,0,3,0,0,0,20,0,0,6,13,0,12,0,13,0,48,0,5,8,8,3,10,0,6,0,43,6,5,4,9,4,3,0,4,0,39,3,7,53,15,6,5,0,5,0,95,6,0,58,6,0,0,0,4,4,68,0,0,14,0,0,0,0,6,0,21,0,0,11,0,0,0,0,3,0,18,0,0,8,0,0,0,0,0,0,9,20,17,166,58,20,33,3,36,4,356
20504,0,0,0,48,5,61,0,23,8,145,5,20,22,166,35,573,19,272,11,1118,3,12,7,62,16,88,10,36,3,235,0,6,3,29,10,24,0,14,0,93,0,6,8,15,8,6,0,0,0,51,0,3,16,0,5,0,0,0,0,30,5,0,5,0,6,0,0,0,0,12,0,0,4,0,0,0,0,0,0,8,0,0,0,3,0,11,0,0,10,28,19,51,77,335,83,762,23,340,28,1722,0,0,8,14,0,10,0,3,0,35,0,5,9,15,5,24,3,18,4,74,6,4,8,8,3,20,0,12,0,68,6,7,16,24,8,6,3,6,0,67,6,15,97,22,25,10,0,3,5,177,0,14,82,6,10,0,0,6,0,115,0,3,37,3,0,0,0,0,0,45,0,0,14,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,9,14,41,272,87,60,70,12,46,13,610
20505,4,0,0,45,5,35,0,20,0,105,3,7,13,83,3,248,4,131,4,500,8,3,6,19,4,29,6,11,0,82,0,3,5,11,4,6,0,3,0,30,0,3,6,7,0,0,0,0,0,21,0,4,11,4,0,0,0,0,0,23,0,0,8,3,0,0,0,0,0,13,5,5,0,0,0,0,0,0,0,13,0,0,0,9,0,3,0,6,3,16,22,31,45,180,17,326,11,173,11,810,0,3,8,4,0,0,0,0,0,21,0,0,0,4,0,4,0,5,0,24,0,4,4,4,6,6,0,3,0,23,3,0,5,15,0,11,0,4,0,40,0,0,48,10,12,5,0,0,0,75,8,0,35,9,4,3,0,5,0,60,0,0,21,0,0,0,0,4,0,28,5,0,11,0,0,0,0,4,0,18,0,0,4,0,0,0,0,0,0,5,15,21,135,53,17,22,3,25,3,294
20601,0,9,6,95,13,51,5,24,3,201,3,84,28,323,83,502,33,229,9,1296,15,21,29,102,50,129,17,82,4,444,0,8,9,42,20,31,3,18,0,133,3,9,17,8,4,5,0,3,0,50,0,3,12,4,3,0,0,3,0,26,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,4,0,13,0,9,0,4,15,38,26,135,94,587,177,728,60,368,34,2209,0,0,10,14,0,8,0,5,0,33,0,9,18,28,7,16,3,7,0,99,4,13,9,16,10,12,8,18,0,86,0,3,15,16,11,13,0,0,0,62,3,5,36,15,4,4,0,3,0,71,0,3,36,5,9,0,0,4,0,60,0,0,3,3,6,3,0,0,0,15,0,4,5,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,6,18,38,137,97,39,53,9,45,4,448
20602,3,7,0,85,5,26,3,17,0,153,10,52,27,220,63,201,22,133,4,720,0,5,18,67,19,48,14,38,4,220,5,7,6,26,4,19,0,7,4,75,0,0,12,7,3,0,4,4,0,32,0,0,22,3,0,0,0,0,0,29,0,0,3,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,16,21,72,86,411,96,306,43,201,15,1261,0,0,4,8,0,3,0,0,0,16,0,4,8,24,3,25,4,10,0,71,3,4,9,15,8,9,0,5,0,60,5,0,15,10,8,9,0,3,0,52,0,4,27,5,7,4,0,0,0,45,0,6,40,0,3,0,0,0,0,48,0,0,10,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,10,14,130,62,35,41,4,21,3,320
20603,0,5,6,118,5,57,4,30,0,224,18,80,25,294,91,541,26,248,8,1323,16,22,28,115,38,111,20,71,4,417,4,9,21,38,23,48,6,16,0,165,6,3,6,13,0,8,0,3,0,44,0,4,7,8,6,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,3,0,10,0,4,0,3,3,29,42,129,90,606,167,773,48,366,20,2245,0,0,8,8,0,4,3,0,0,18,4,4,5,21,4,23,0,11,0,73,0,3,15,13,6,11,0,12,0,63,4,0,12,9,8,11,0,12,0,57,3,4,26,11,12,4,0,0,0,50,0,6,26,0,11,0,0,0,0,46,3,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,14,19,91,72,37,51,5,38,3,331
20604,60,131,80,1151,201,738,15,322,51,2751,115,1061,226,1691,935,1666,81,874,110,6758,122,597,236,723,946,635,71,615,56,4006,56,181,79,255,365,183,9,112,21,1258,32,210,69,80,272,46,10,33,23,769,23,211,39,41,152,18,0,11,5,503,12,51,21,17,46,6,3,10,0,164,6,40,13,10,22,3,0,4,3,109,9,30,19,87,18,73,4,30,121,390,427,2506,792,4048,2963,3366,201,2017,394,16714,5,24,31,120,29,55,5,27,0,294,11,62,36,201,84,134,20,84,8,639,17,118,97,152,190,96,15,132,19,832,24,138,59,103,142,57,3,43,12,577,48,327,123,61,319,39,6,21,17,953,32,319,160,35,170,20,3,12,9,761,12,112,47,7,46,6,0,6,0,238,10,93,20,9,21,3,0,0,5,172,0,10,15,22,0,3,0,15,29,103,162,1210,588,713,996,414,50,338,103,4568
20605,3,17,9,242,28,86,22,50,4,466,23,143,77,513,182,459,74,242,25,1736,42,116,74,235,175,171,121,148,13,1098,23,45,31,76,88,48,6,29,4,348,5,43,25,16,41,13,3,12,6,171,6,28,30,10,21,3,5,9,6,116,4,9,5,3,10,5,0,0,0,43,4,8,0,0,0,0,0,0,0,21,0,0,4,18,0,10,0,6,23,73,118,409,264,1117,552,801,241,491,75,4065,7,3,11,20,3,3,3,9,0,55,7,18,11,48,17,21,11,21,0,152,3,34,31,35,26,28,20,36,3,215,10,27,20,37,19,19,7,17,0,156,14,48,97,21,24,14,4,8,0,239,8,39,122,11,25,0,0,5,0,213,3,20,29,3,17,3,0,0,0,74,0,8,12,0,5,0,0,4,0,35,0,0,7,8,4,4,0,0,3,30,47,197,338,174,147,99,52,94,17,1167
