POW_SA3_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
20101,0,7,3,166,12,148,4,80,3,420,20,66,33,479,94,1031,35,518,15,2293,13,20,38,145,61,204,12,110,7,613,10,8,10,85,35,63,5,15,4,235,3,6,28,29,7,15,0,7,0,104,8,12,29,7,0,3,0,0,0,55,0,4,17,3,5,3,0,0,0,33,0,0,11,3,0,0,0,0,0,19,0,0,0,15,5,19,0,8,21,60,62,131,164,927,219,1478,56,740,46,3837,0,0,7,15,0,12,0,11,0,44,4,0,11,40,7,39,5,27,0,137,3,0,21,39,10,25,7,17,0,121,6,14,22,35,5,24,0,18,3,126,7,13,129,35,22,7,6,6,0,221,9,10,132,15,6,8,3,3,0,186,3,4,49,6,4,6,0,0,0,68,0,0,36,4,0,0,0,0,0,43,0,0,4,0,0,0,0,5,0,9,24,49,414,192,53,131,18,85,11,965
20102,0,0,7,38,0,6,3,22,6,80,4,8,7,55,11,85,0,93,0,259,0,4,8,14,3,14,0,12,0,57,0,0,0,5,0,5,0,0,0,16,3,0,3,5,0,0,0,0,0,10,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,12,9,17,27,112,13,114,9,132,9,446,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,4,0,21,0,0,5,0,0,3,0,0,0,9,0,0,4,0,0,0,0,0,0,7,0,0,10,4,0,0,0,6,0,20,0,0,14,4,0,0,0,0,0,21,0,0,10,0,0,0,0,4,0,17,3,0,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,8,9,3,51,26,0,10,0,14,0,113
20103,0,0,5,17,0,9,0,11,0,44,3,0,9,34,4,87,3,52,0,189,0,0,0,4,0,18,0,11,0,38,0,0,0,3,0,5,0,0,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,15,3,3,12,62,9,121,8,76,11,311,0,0,5,4,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,8,0,0,0,4,0,5,0,3,0,14,0,0,4,3,0,0,0,6,0,11,0,3,12,4,3,0,0,0,0,19,4,0,15,0,0,3,0,4,0,25,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,40,21,3,13,0,12,4,103
20201,3,8,8,127,10,99,5,57,0,310,12,41,30,361,65,887,53,571,9,2040,9,17,24,113,41,170,22,88,0,486,7,10,14,55,24,43,9,20,0,193,3,9,36,22,12,12,0,5,0,102,5,10,20,10,8,4,0,0,0,49,0,0,15,5,0,5,0,0,0,25,0,0,3,0,0,0,0,0,0,4,0,0,0,10,0,15,0,9,22,53,46,95,149,692,159,1236,85,763,40,3266,0,0,6,22,0,11,0,7,0,46,5,8,7,29,10,36,0,25,0,126,0,0,20,28,11,24,0,7,0,96,0,16,15,28,5,20,0,7,3,94,7,9,108,27,13,14,0,11,0,193,5,7,125,9,4,4,0,0,4,160,4,9,53,0,5,0,0,0,0,74,0,3,24,7,0,0,0,0,0,39,0,0,4,5,0,3,0,0,4,17,19,54,361,150,58,109,9,51,12,830
20202,3,0,6,52,5,24,0,34,5,122,6,3,10,110,10,249,5,185,15,595,0,3,9,20,6,36,0,16,3,97,0,0,3,11,4,8,0,8,0,32,8,0,6,4,3,4,0,0,0,24,0,0,9,4,0,0,0,7,0,14,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,7,6,24,18,6,50,207,22,319,11,253,29,919,3,0,3,3,0,0,0,0,0,9,0,0,5,7,0,11,0,13,0,36,0,0,10,12,0,3,0,0,0,34,0,0,9,10,5,5,0,10,0,34,0,5,31,7,0,3,0,0,0,51,0,0,42,0,0,0,0,3,0,50,0,0,13,0,0,0,0,0,0,22,0,0,6,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,10,6,122,39,9,26,3,29,0,244
20203,0,0,0,5,0,6,0,0,0,9,7,0,0,14,6,32,9,23,0,90,0,0,0,3,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,14,3,5,21,0,40,8,34,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,9,0,4,0,3,0,36
20301,0,0,0,13,0,0,0,12,0,26,4,4,11,34,4,62,0,65,0,189,3,3,4,19,0,8,0,10,0,47,3,0,0,4,0,0,0,5,0,14,0,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,4,11,9,9,20,78,9,83,0,93,3,306,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,0,17,0,0,0,0,0,3,0,0,0,9,3,0,0,5,0,0,0,5,0,15,0,0,11,7,0,0,0,0,0,26,0,0,10,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,45,15,0,9,3,21,0,100
20302,6,10,38,302,28,313,19,111,10,845,43,117,114,930,183,1958,132,1027,29,4525,26,68,65,282,82,387,61,219,9,1193,15,27,22,105,46,112,21,45,0,389,14,13,42,34,23,29,4,16,5,169,0,15,39,19,7,7,6,7,0,108,0,3,25,7,0,3,3,0,0,48,0,0,6,3,0,0,3,0,0,18,0,4,6,12,0,23,0,4,26,84,104,256,361,1699,368,2824,247,1442,76,7384,0,6,27,31,5,22,0,6,0,91,8,11,29,84,17,87,9,43,0,295,4,9,31,67,22,49,17,37,3,242,14,23,41,60,20,41,6,14,5,218,12,30,226,52,44,20,7,18,9,409,6,20,273,24,18,7,4,11,6,359,5,6,112,8,12,3,3,5,0,157,5,4,36,5,9,0,0,4,0,64,0,0,7,9,0,6,0,4,3,31,60,111,773,328,143,225,55,139,26,1854
20303,0,0,3,210,10,77,4,94,3,399,12,16,29,372,24,628,24,412,10,1534,3,12,21,115,17,101,9,62,4,344,0,6,11,30,9,27,5,14,0,90,0,3,7,16,0,9,0,0,0,32,0,0,9,6,0,0,0,0,0,24,0,0,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,14,0,10,11,42,22,34,88,746,61,865,40,587,24,2474,0,0,7,13,0,5,0,0,0,33,3,3,6,34,4,34,6,21,0,108,3,4,10,17,9,14,0,9,0,57,0,4,11,36,6,9,0,5,0,69,5,5,79,21,7,7,0,3,0,126,0,0,77,4,4,0,0,3,0,92,5,0,35,0,0,0,0,0,0,38,0,0,9,0,0,0,0,0,0,10,0,0,5,3,0,4,0,0,0,15,15,17,239,129,27,75,0,46,3,548
20401,0,0,7,84,6,31,0,41,3,170,9,16,17,129,24,271,4,201,8,694,9,7,17,22,9,45,0,38,0,140,6,5,0,12,3,8,0,8,0,43,0,0,7,9,4,0,0,4,0,25,3,0,5,0,3,0,0,0,0,18,0,0,5,5,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,11,0,0,5,4,0,16,0,3,11,44,23,38,67,283,53,368,8,298,31,1163,0,0,0,7,0,0,0,6,0,19,0,0,4,16,0,12,0,14,0,48,0,0,6,10,0,13,4,10,0,38,3,5,8,21,0,0,3,7,0,45,0,3,37,18,6,9,0,6,0,77,4,3,43,5,0,0,0,7,0,56,5,0,23,7,0,0,9,0,0,41,0,0,5,3,0,0,0,0,0,17,0,0,4,0,0,0,0,0,3,7,13,19,128,78,13,37,11,47,6,354
