POW_SA3_CODE_2021,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_19,OM_UIE_75ov_HW_20_29,OM_UIE_75ov_HW_30_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40_44,OM_UIE_75ov_HW_45_49,OM_UIE_75ov_HW_50mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_19,OM_UIE_Tot_HW_20_29,OM_UIE_Tot_HW_30_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40_44,OM_UIE_Tot_HW_45_49,OM_UIE_Tot_HW_50mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_19,CFW_15_19_HW_20_29,CFW_15_19_HW_30_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40_44,CFW_15_19_HW_45_49,CFW_15_19_HW_50mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_19,CFW_20_24_HW_20_29,CFW_20_24_HW_30_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40_44,CFW_20_24_HW_45_49,CFW_20_24_HW_50mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_19,CFW_25_29_HW_20_29,CFW_25_29_HW_30_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40_44,CFW_25_29_HW_45_49,CFW_25_29_HW_50mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_19,CFW_30_34_HW_20_29,CFW_30_34_HW_30_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40_44,CFW_30_34_HW_45_49,CFW_30_34_HW_50mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_19,CFW_35_39_HW_20_29,CFW_35_39_HW_30_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40_44,CFW_35_39_HW_45_49,CFW_35_39_HW_50mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_19,CFW_40_44_HW_20_29,CFW_40_44_HW_30_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40_44,CFW_40_44_HW_45_49,CFW_40_44_HW_50mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_19,CFW_45_49_HW_20_29,CFW_45_49_HW_30_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40_44,CFW_45_49_HW_45_49,CFW_45_49_HW_50mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_19,CFW_50_54_HW_20_29,CFW_50_54_HW_30_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40_44,CFW_50_54_HW_45_49,CFW_50_54_HW_50mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_19,CFW_55_59_HW_20_29,CFW_55_59_HW_30_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40_44,CFW_55_59_HW_45_49,CFW_55_59_HW_50mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_19,CFW_60_64_HW_20_29,CFW_60_64_HW_30_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40_44,CFW_60_64_HW_45_49,CFW_60_64_HW_50mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_19,CFW_65_69_HW_20_29,CFW_65_69_HW_30_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40_44,CFW_65_69_HW_45_49,CFW_65_69_HW_50mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_19,CFW_70_74_HW_20_29,CFW_70_74_HW_30_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40_44,CFW_70_74_HW_45_49,CFW_70_74_HW_50mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_19,CFW_75ov_HW_20_29,CFW_75ov_HW_30_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40_44,CFW_75ov_HW_45_49,CFW_75ov_HW_50mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_19,CFW_Tot_HW_20_29,CFW_Tot_HW_30_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40_44,CFW_Tot_HW_45_49,CFW_Tot_HW_50mor,CFW_Tot_HW_NS,CFW_Tot_Tot,St_Em_NS_15_19_HW_0,St_Em_NS_15_19_HW_1_19,St_Em_NS_15_19_HW_20_29,St_Em_NS_15_19_HW_30_34,St_Em_NS_15_19_HW_35_39,St_Em_NS_15_19_HW_40_44,St_Em_NS_15_19_HW_45_49,St_Em_NS_15_19_HW_50mor,St_Em_NS_15_19_HW_NS,St_Em_NS_15_19_Tot,St_Em_NS_20_24_HW_0,St_Em_NS_20_24_HW_1_19,St_Em_NS_20_24_HW_20_29,St_Em_NS_20_24_HW_30_34,St_Em_NS_20_24_HW_35_39,St_Em_NS_20_24_HW_40_44,St_Em_NS_20_24_HW_45_49,St_Em_NS_20_24_HW_50mor,St_Em_NS_20_24_HW_NS,St_Em_NS_20_24_Tot,St_Em_NS_25_29_HW_0,St_Em_NS_25_29_HW_1_19,St_Em_NS_25_29_HW_20_29,St_Em_NS_25_29_HW_30_34,St_Em_NS_25_29_HW_35_39,St_Em_NS_25_29_HW_40_44,St_Em_NS_25_29_HW_45_49,St_Em_NS_25_29_HW_50mor,St_Em_NS_25_29_HW_NS,St_Em_NS_25_29_Tot,St_Em_NS_30_34_HW_0,St_Em_NS_30_34_HW_1_19,St_Em_NS_30_34_HW_20_29,St_Em_NS_30_34_HW_30_34,St_Em_NS_30_34_HW_35_39,St_Em_NS_30_34_HW_40_44,St_Em_NS_30_34_HW_45_49,St_Em_NS_30_34_HW_50mor,St_Em_NS_30_34_HW_NS,St_Em_NS_30_34_Tot
20101,4,21,8,0,0,3,0,0,0,38,146,620,441,253,279,498,156,482,42,2904,0,11,0,0,0,0,0,0,4,15,0,5,0,0,0,0,0,0,0,7,0,4,4,0,0,5,0,0,0,14,0,11,0,6,3,0,0,0,5,30,3,27,0,4,0,9,0,4,0,55,3,29,5,5,0,8,3,14,5,73,0,15,5,7,8,13,0,6,0,58,5,13,12,6,0,6,8,15,0,61,9,14,11,10,4,7,7,10,7,68,9,32,5,3,6,6,5,14,4,75,4,15,6,5,0,5,5,7,3,46,0,23,10,5,0,0,0,3,4,48,4,16,0,9,0,0,0,0,5,43,32,210,70,52,29,60,25,75,39,588,0,5,0,0,0,0,0,0,7,14,6,3,0,0,5,0,0,0,7,20,0,0,6,4,4,3,0,0,5,21,3,3,3,0,3,0,0,0,7,28
20102,4,9,13,7,7,5,9,21,0,70,75,296,186,119,95,204,72,287,28,1354,0,7,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,10,0,0,4,0,0,0,0,3,0,5,0,0,4,0,0,0,0,4,0,18,0,5,4,6,0,5,0,3,0,19,0,5,4,0,0,8,0,11,0,37,0,9,10,0,3,7,0,8,0,40,0,0,4,4,0,4,0,13,0,29,4,10,9,0,0,3,0,28,0,56,4,18,9,7,4,3,4,18,5,78,0,10,12,5,3,9,0,12,0,51,4,19,11,4,3,10,0,10,0,51,4,13,18,4,3,8,0,8,4,65,25,103,93,39,28,47,6,115,11,469,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,6
20103,0,6,9,6,0,0,0,4,0,29,32,125,86,69,43,131,54,220,15,779,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,6,0,12,0,5,0,0,0,0,0,4,0,12,0,0,4,0,0,0,0,5,0,16,0,3,0,3,0,0,0,18,0,40,0,3,3,0,0,8,0,16,3,42,0,5,7,3,0,9,5,19,5,53,0,4,4,6,0,10,0,18,0,42,6,9,4,9,0,10,0,15,0,39,4,7,6,3,0,8,6,14,7,39,3,12,6,5,3,7,0,0,0,46,19,71,41,29,4,53,15,110,16,366,0,4,0,0,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,4
20201,3,6,6,0,3,0,0,0,0,21,117,511,369,240,236,385,124,398,31,2407,0,12,5,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,3,4,17,0,9,5,0,0,0,0,6,5,30,0,20,8,0,0,0,0,3,3,39,5,9,3,0,0,7,0,7,0,36,0,13,10,0,5,4,0,11,3,43,3,6,12,6,7,3,0,15,0,46,7,16,3,4,0,4,0,7,0,42,8,16,9,0,0,9,0,7,6,53,5,18,8,0,0,6,0,9,3,46,0,11,7,5,0,0,0,4,3,33,0,18,7,3,0,0,0,0,9,34,36,153,66,29,21,36,11,62,29,432,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,4,0,0,7,11,3,0,0,0,3,0,0,0,3,17,0,0,0,4,0,3,0,3,8,16
20202,0,33,12,12,3,16,0,16,6,100,80,541,343,255,186,361,89,362,28,2243,6,4,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,9,8,0,5,0,0,0,0,23,4,3,4,4,0,4,0,4,0,25,0,14,6,0,3,4,6,4,4,39,6,9,6,0,0,4,4,10,0,45,3,16,0,0,0,5,0,5,0,36,0,10,5,9,4,8,0,12,0,63,10,14,11,0,5,11,7,13,0,76,9,27,8,3,7,3,0,13,0,69,0,21,8,9,0,11,4,12,3,65,3,18,15,8,4,3,0,8,7,60,40,157,69,39,25,60,25,85,24,523,0,0,0,0,0,0,0,0,5,7,0,4,0,3,0,0,0,0,3,13,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,3,3,16
20203,0,3,5,5,5,8,5,14,0,37,17,66,70,35,36,80,33,253,13,609,0,6,0,0,0,0,0,0,4,10,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,3,6,0,0,5,0,0,0,15,0,0,3,0,3,0,0,8,4,15,0,0,0,0,0,3,3,4,0,18,0,6,0,0,0,8,5,7,6,30,0,6,0,4,0,4,0,15,5,38,0,11,6,0,0,3,5,24,3,51,3,3,9,5,0,4,0,20,0,42,0,5,11,0,0,8,0,16,0,47,0,5,7,0,0,4,0,11,8,47,15,64,35,18,7,37,12,109,29,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,5
20301,0,9,3,5,0,6,0,11,0,32,32,171,95,64,63,102,24,157,12,722,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,6,0,11,0,6,3,5,0,4,3,0,0,23,0,3,3,0,0,0,0,0,0,18,0,0,6,0,5,4,3,0,0,20,0,6,0,0,0,4,0,5,0,22,7,9,3,0,0,3,0,3,0,23,0,7,0,0,5,8,0,9,0,28,4,12,7,3,0,6,0,8,0,31,0,13,7,7,4,7,0,10,0,49,6,12,3,9,0,4,3,5,0,44,21,89,38,27,11,45,6,54,4,286,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3
20302,4,32,12,3,5,7,5,10,0,75,280,1278,882,610,472,900,280,813,89,5607,4,13,0,0,0,0,0,0,0,25,0,9,5,0,0,0,0,0,0,27,5,18,3,0,0,3,0,0,7,33,6,30,8,7,4,6,0,10,6,70,5,33,11,6,0,11,0,16,5,95,10,32,13,8,4,12,0,12,5,97,7,27,21,9,0,9,4,16,4,107,9,24,17,8,12,9,3,10,12,101,0,26,12,9,0,19,4,18,0,94,11,34,17,9,4,9,0,9,4,87,3,26,11,13,3,10,0,3,0,72,4,30,12,6,3,4,0,11,4,66,5,21,9,0,0,3,0,6,6,47,73,328,138,61,37,98,25,104,46,914,0,3,0,0,0,0,0,0,10,23,0,3,0,3,3,9,0,0,13,40,3,0,0,5,10,13,6,6,16,57,3,3,0,0,4,9,3,3,14,49
20303,0,31,10,9,0,6,0,9,0,54,152,788,491,335,261,495,112,296,32,2957,0,5,3,0,0,0,0,0,5,18,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,8,0,13,4,0,0,3,0,0,3,27,4,20,9,0,9,7,0,0,0,46,4,18,6,4,4,6,0,7,0,58,3,18,10,7,8,4,0,13,5,65,3,10,9,0,0,4,0,8,4,45,9,22,6,0,0,7,5,8,0,59,0,25,14,3,5,5,0,13,0,67,6,25,13,9,0,5,0,6,0,73,0,30,7,4,0,4,0,0,4,51,7,26,8,4,0,8,0,8,0,50,42,214,98,40,26,53,10,67,25,575,3,9,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,7,0,3,0,0,5,0,0,0,0,9,3,4,0,0,3,0,0,0,3,20
20401,4,26,23,23,12,20,3,36,7,155,115,376,292,223,174,393,127,490,45,2239,0,8,3,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,9,4,3,0,0,0,3,0,3,6,15,0,12,3,6,4,0,0,7,3,42,0,11,12,0,5,10,0,14,6,55,0,17,6,3,9,10,0,16,8,65,5,13,9,0,0,5,3,24,0,74,7,15,9,6,6,8,0,36,0,88,5,29,9,15,11,20,3,22,0,117,3,32,21,23,9,19,8,23,9,135,7,38,24,21,4,21,7,32,3,156,15,28,22,16,6,9,3,12,12,135,53,217,124,96,45,112,30,185,47,921,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,13,0,3,0,0,0,3,0,5,0,11,3,0,0,0,0,0,0,0,0,10
