POW_SA3_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
20402,5,5,7,4,30,31,11,14,0,95,0,0,0,4,3,0,6,5,0,20,0,3,4,0,4,3,0,6,0,20,0,0,0,0,5,0,0,0,0,12,92,306,329,285,526,371,91,124,29,2156,4,5,0,0,0,0,0,0,0,8,37,193,12,0,0,0,0,0,4,238,20,111,17,3,4,3,0,3,3,155,8,68,22,4,4,0,0,0,0,113,12,47,41,12,5,0,0,0,0,132,14,55,95,31,22,6,0,4,0,233,14,35,61,45,60,11,4,8,6,248,5,15,33,33,91,43,3,15,0,236,8,10,4,13,63,37,13,7,0,157,0,0,4,4,20,22,7,8,0,69,0,5,3,4,8,21,15,10,0,62,0,0,0,0,3,5,3,11,0,27,0,0,0,0,6,8,0,9,0,25,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,6,0,9,0,16
20403,9,15,5,4,37,46,21,27,0,163,0,3,0,3,0,3,0,0,0,16,0,3,3,4,6,7,0,0,0,19,0,0,3,7,6,0,0,0,3,18,149,458,531,381,846,645,149,145,30,3330,8,10,0,0,0,0,0,0,0,19,62,319,5,0,0,0,0,0,11,404,25,192,32,3,0,0,0,0,3,259,16,98,41,9,4,3,0,0,6,169,17,82,72,18,5,8,0,5,4,209,24,93,150,51,28,14,0,5,0,359,20,48,97,85,81,22,7,7,3,364,8,27,58,63,99,45,10,7,5,330,9,15,26,17,84,61,12,23,4,245,7,10,11,12,40,54,15,25,3,165,0,4,5,0,22,27,14,22,3,105,0,0,0,5,9,11,10,12,0,48,0,8,3,7,10,20,5,25,0,79,0,0,0,0,0,4,4,7,0,23,0,0,0,0,3,3,0,10,0,24
20501,3,4,4,4,21,16,11,14,0,67,0,10,0,0,0,3,0,3,0,15,0,3,4,4,5,6,0,3,0,25,0,5,3,3,0,4,0,0,3,16,97,431,392,225,508,319,67,82,20,2149,0,12,0,0,0,0,0,0,0,15,20,220,10,0,0,0,0,0,3,252,13,130,28,0,0,0,0,0,3,179,5,73,27,4,3,3,0,0,3,116,8,48,51,8,3,0,0,0,0,119,13,52,83,21,10,17,0,3,0,200,13,37,48,35,37,13,6,4,7,200,6,14,26,27,85,32,3,6,0,212,8,12,11,12,67,40,14,7,0,179,0,3,4,3,16,27,8,14,0,74,4,0,9,9,13,22,5,10,0,64,0,0,0,4,3,9,0,11,0,33,0,4,0,0,8,11,3,15,0,44,0,0,0,0,0,4,0,3,0,6,0,4,0,3,3,0,0,9,0,16
20502,0,0,0,6,12,17,6,10,0,56,0,0,0,0,5,3,4,0,0,15,0,0,0,0,0,0,0,3,0,6,0,5,3,4,4,0,0,0,0,19,106,376,350,264,427,287,46,73,30,1946,7,3,3,0,0,0,0,0,0,11,28,178,0,0,0,0,0,0,7,211,14,93,13,0,0,0,0,0,0,126,6,65,27,7,9,0,0,0,7,121,9,57,38,9,7,4,0,3,0,126,8,68,99,33,10,13,0,0,0,234,12,47,59,45,46,21,5,0,3,236,11,17,27,43,83,43,10,14,0,242,4,9,11,16,55,42,11,13,6,155,0,3,5,4,21,20,6,8,0,72,0,0,0,0,9,17,5,14,0,41,0,3,0,3,3,5,0,6,0,23,0,0,0,0,9,4,7,11,0,29,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,6,0,16
20503,0,0,3,6,20,28,9,19,0,91,0,0,4,0,5,6,0,0,0,20,0,5,3,0,0,3,0,4,0,20,0,0,4,3,3,0,0,0,0,16,132,525,463,314,488,342,63,93,12,2435,8,10,0,0,0,0,0,0,0,14,54,262,9,0,0,0,0,0,8,332,30,168,26,0,0,0,0,0,0,233,21,109,23,0,6,0,0,0,0,163,22,94,85,14,10,0,0,0,5,230,27,115,133,36,26,6,0,9,0,350,19,63,75,63,62,30,3,0,4,328,16,27,42,46,123,42,7,9,0,315,4,16,13,14,70,57,15,11,5,203,6,8,0,11,19,24,7,13,0,82,4,3,8,3,9,30,5,13,0,64,0,0,5,0,4,18,0,14,0,46,0,0,4,3,5,15,3,13,0,50,0,0,0,0,5,6,0,4,0,15,0,6,5,0,3,12,3,12,0,36
20504,15,6,9,5,68,62,18,21,0,200,0,0,0,0,10,6,0,8,0,34,0,8,0,8,12,9,0,11,0,39,3,7,0,3,9,3,0,5,8,38,240,602,759,545,1377,782,146,205,31,4697,9,17,0,0,0,0,0,0,4,29,47,394,9,0,0,0,0,4,0,460,24,257,43,3,4,0,0,0,3,337,21,151,48,12,4,4,0,0,8,246,20,110,95,23,16,0,0,0,6,262,29,93,149,52,25,18,0,0,10,377,27,49,88,84,85,25,3,8,5,372,16,26,40,58,162,60,5,8,0,379,4,23,14,23,100,62,16,10,3,250,6,5,4,8,20,36,16,13,0,101,3,0,0,3,22,27,11,10,0,81,0,0,0,0,18,15,5,9,0,53,0,0,4,0,17,19,5,19,0,64,0,0,0,0,0,0,0,7,0,6,0,0,0,3,3,0,3,10,0,26
20505,4,0,0,8,11,28,7,12,0,73,0,0,0,0,0,0,0,3,0,8,3,4,0,0,0,4,4,7,0,22,0,0,6,0,0,5,0,3,0,18,74,274,266,185,370,329,61,78,19,1656,0,4,7,0,0,4,0,0,0,7,37,194,3,0,0,0,0,0,5,236,8,99,17,0,0,0,0,5,0,129,11,59,25,3,0,0,0,0,0,99,10,42,38,5,3,3,3,0,0,118,8,48,76,24,15,4,0,0,0,180,10,25,51,54,39,20,0,3,0,200,8,13,19,20,72,34,8,4,3,185,5,11,7,6,33,34,9,3,0,116,3,6,0,8,10,22,5,5,0,58,0,5,3,4,10,10,5,8,0,45,0,0,0,0,4,3,7,5,0,21,4,0,0,0,5,4,6,7,0,21,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,4
20601,5,3,7,12,34,44,13,19,0,141,0,4,6,3,0,12,4,4,0,29,0,3,3,0,7,4,5,13,0,40,0,4,7,3,6,7,0,0,3,22,113,499,522,326,752,456,92,135,28,2926,4,11,4,0,0,0,0,0,0,16,26,252,4,0,0,0,0,0,3,288,19,199,26,0,0,0,0,5,0,258,25,141,47,4,5,7,0,6,0,230,20,125,83,6,3,0,0,3,4,246,17,108,131,37,10,5,6,4,3,316,13,55,78,62,63,18,0,4,5,298,12,27,36,31,101,42,7,13,0,265,3,5,15,22,71,67,16,17,0,225,6,7,8,7,40,36,10,16,0,124,5,4,3,6,24,36,7,16,0,89,0,0,0,0,6,12,4,7,0,35,4,6,0,3,14,20,5,20,0,69,0,0,0,0,0,0,0,4,0,13,0,0,0,0,4,11,6,7,0,31
20602,0,0,6,10,17,17,3,18,0,75,0,3,0,0,3,11,0,13,0,34,0,3,0,0,0,5,4,13,0,24,0,5,0,0,6,4,0,0,0,16,53,367,291,176,430,305,51,90,11,1780,3,0,0,0,0,0,0,0,0,6,17,98,0,0,0,0,0,0,0,118,8,86,12,0,0,0,0,0,0,106,7,95,15,0,0,0,0,3,5,129,6,55,33,11,4,4,0,0,0,109,12,42,49,13,4,3,0,0,3,134,9,26,47,28,22,11,4,6,0,147,13,7,21,18,47,26,11,7,0,153,0,8,12,18,47,35,3,16,0,140,6,5,5,5,26,25,4,9,0,87,0,5,3,0,14,29,5,10,0,59,0,0,0,0,9,7,9,10,0,36,3,4,3,9,11,20,3,21,0,64,5,3,0,0,5,6,3,4,0,21,0,0,0,0,3,0,9,20,0,32
20603,10,20,13,10,64,57,29,25,4,233,3,4,4,7,10,13,0,8,0,49,0,7,6,3,3,5,0,11,0,42,0,3,6,4,6,3,0,0,4,21,110,507,555,318,857,539,95,122,22,3122,5,15,4,0,0,0,0,0,0,16,30,322,5,0,0,0,0,0,0,357,21,219,25,5,0,0,0,0,0,271,17,131,42,4,6,5,0,0,0,208,10,76,51,11,0,3,0,5,0,162,17,61,85,23,17,8,0,7,4,212,18,30,50,38,47,16,4,6,0,209,9,23,23,27,68,28,0,5,0,185,8,10,16,10,53,30,7,13,0,152,0,4,5,3,29,19,8,9,0,83,4,3,6,7,17,23,5,7,0,84,0,8,0,0,10,12,4,8,0,47,3,4,0,3,13,15,8,22,0,68,0,0,0,0,5,0,0,5,0,14,0,7,0,0,5,9,0,20,0,39
20604,420,116,223,339,2873,3887,1001,1392,35,10285,73,41,48,57,422,831,231,484,12,2193,88,54,58,70,301,1149,401,1267,14,3396,14,39,42,22,113,97,11,38,97,462,3659,5466,7549,5591,28499,22378,4079,5658,672,83548,51,42,14,0,7,11,0,7,7,147,220,491,31,0,0,0,5,3,22,766,269,785,80,8,0,10,0,0,24,1186,296,655,196,15,12,5,0,6,23,1215,205,596,359,43,17,23,0,0,29,1278,253,633,663,129,69,26,6,10,28,1807,227,396,532,278,280,91,13,11,22,1859,146,234,334,278,764,286,43,32,33,2145,141,124,199,208,991,496,61,61,19,2302,56,61,95,91,707,516,89,87,10,1721,55,55,73,55,539,499,115,100,12,1496,30,20,30,43,350,305,72,104,7,967,60,32,51,62,477,688,186,325,8,1884,16,12,13,11,114,186,56,121,5,534,23,25,17,30,164,453,158,489,9,1367
20605,23,22,30,39,209,386,134,203,0,1047,4,12,15,15,40,66,24,64,0,235,0,16,13,9,27,84,30,107,0,297,0,3,9,5,18,10,8,3,3,65,374,1211,1472,927,3625,3135,674,931,78,12428,10,7,4,0,0,0,0,3,0,20,46,193,4,0,0,0,0,0,10,255,27,219,25,0,0,9,0,0,8,296,36,184,50,8,0,4,4,3,9,293,26,151,113,12,13,4,0,0,4,318,37,150,200,37,19,22,9,8,5,493,37,92,153,90,84,28,4,9,4,504,30,51,95,91,231,132,19,17,10,669,30,39,60,50,259,198,43,47,6,729,17,22,28,27,217,198,42,58,6,602,15,20,15,22,163,200,53,60,0,547,18,4,10,14,106,127,33,64,0,374,10,18,21,19,138,250,82,143,5,688,0,5,5,3,29,48,16,58,0,166,10,3,11,11,31,122,53,147,0,388
20606,5,11,13,18,46,65,21,37,0,209,0,3,12,9,9,11,5,5,0,48,3,20,9,4,15,19,5,21,0,99,0,7,0,5,4,7,0,0,5,25,155,627,582,361,950,735,117,150,24,3691,3,9,4,0,0,7,0,6,0,28,43,177,7,0,0,0,0,0,0,227,43,211,37,4,0,0,0,0,0,289,41,209,52,6,7,6,0,3,4,319,43,172,91,10,8,0,4,0,7,334,46,157,181,39,14,8,0,0,7,453,49,88,120,67,69,21,0,0,4,412,27,54,76,63,127,58,10,10,4,427,19,26,33,45,127,94,19,15,3,382,10,21,19,14,81,79,20,17,3,253,8,17,5,10,61,73,19,31,3,226,8,7,4,6,18,33,14,26,0,114,3,11,5,9,26,67,28,35,0,175,0,8,4,0,9,17,10,19,0,64,0,11,10,13,6,33,13,76,4,165
20607,25,20,32,29,218,268,95,149,0,834,4,10,7,8,17,49,16,45,0,153,5,14,19,8,22,65,20,62,0,220,0,5,8,0,15,13,8,3,13,69,408,1305,1468,1098,3463,2347,493,662,69,11306,10,13,3,0,0,0,0,0,4,35,52,358,0,0,0,0,0,0,7,424,56,298,31,3,3,0,0,0,8,406,49,269,70,7,5,3,0,9,4,415,52,246,154,8,11,3,3,3,0,485,57,216,246,72,29,16,3,7,16,656,60,125,203,118,116,37,4,10,6,685,30,92,122,103,225,91,20,14,9,706,32,52,79,66,339,214,35,42,4,863,22,18,28,40,212,203,40,35,5,607,16,18,15,17,167,197,35,45,3,512,9,7,12,12,95,124,33,40,0,338,16,10,14,15,145,212,66,99,0,583,10,0,0,0,13,49,21,37,0,134,3,4,8,8,17,75,24,106,0,248
20701,20,55,57,39,183,279,63,141,0,832,3,17,22,13,21,56,13,38,0,179,3,42,24,15,31,83,26,78,0,296,0,12,9,8,18,11,7,6,8,80,332,1848,1679,924,2402,2052,408,556,76,10274,4,17,6,0,4,7,0,0,3,45,95,610,9,7,0,5,0,0,6,724,59,530,58,8,0,7,0,0,7,664,50,330,103,11,3,10,0,3,3,513,36,241,184,24,7,8,0,0,3,514,38,206,249,71,27,23,4,9,6,626,32,112,176,103,95,37,3,13,7,574,15,62,91,84,171,92,16,11,3,549,16,53,61,40,190,162,28,35,3,583,9,25,19,23,119,140,28,43,0,412,11,10,22,23,82,140,34,39,6,357,9,14,10,11,51,88,27,44,8,243,12,9,15,23,73,161,53,93,0,440,3,12,12,8,12,42,25,51,0,156,3,9,10,5,17,67,28,111,0,255
20702,7,14,16,6,32,55,20,22,0,172,0,0,4,0,0,6,4,9,0,29,0,0,0,0,6,15,0,8,0,39,0,9,6,0,3,6,0,0,3,18,122,639,535,253,616,446,85,126,26,2849,5,13,4,4,5,5,0,0,0,35,95,490,5,0,0,0,0,0,0,596,75,462,49,4,0,0,0,0,6,602,65,317,96,6,5,4,0,0,4,494,45,229,136,23,8,11,0,4,0,460,56,179,196,38,20,11,0,0,5,504,43,91,150,83,76,25,9,4,7,481,22,43,58,59,120,36,11,14,5,361,18,22,24,16,95,63,11,19,5,279,3,11,18,12,47,45,13,16,0,166,9,8,13,4,25,33,15,14,0,114,0,3,3,3,20,27,6,14,0,75,0,3,10,7,28,26,20,23,3,115,0,0,3,0,6,5,4,8,0,28,0,5,3,0,8,17,7,20,0,55
20703,15,27,13,23,139,168,88,70,0,542,0,3,3,3,7,34,11,20,0,92,0,8,6,3,8,28,8,26,0,81,5,9,9,0,10,8,5,0,5,42,298,1045,1094,712,2167,1383,377,338,39,7450,3,11,7,3,0,3,0,0,0,34,54,399,8,0,0,0,0,0,0,463,31,319,41,0,3,3,0,0,4,403,27,193,72,7,4,5,0,4,0,312,18,133,99,7,6,8,0,3,6,280,18,103,158,40,23,13,5,0,0,353,19,51,85,63,76,32,5,0,3,339,14,38,65,43,131,82,17,11,3,395,14,31,24,27,126,93,10,22,5,347,8,14,12,14,71,64,12,17,0,214,6,7,8,10,43,60,14,11,4,164,3,4,7,3,20,25,0,24,0,90,6,6,3,11,20,43,9,26,0,128,0,0,0,0,5,8,3,7,0,31,0,0,3,0,4,17,4,20,0,53
20801,3,21,24,13,51,58,19,39,0,224,5,15,8,4,8,16,6,8,0,67,0,20,18,6,8,23,11,38,0,122,0,7,7,3,6,3,0,0,8,37,150,955,723,382,703,553,104,168,37,3777,4,9,4,0,0,3,0,3,0,21,45,286,7,0,0,0,0,0,0,335,28,246,26,8,0,0,0,3,0,308,31,146,37,4,0,5,0,4,4,230,22,119,76,3,0,5,0,0,3,233,18,101,111,23,15,17,6,4,3,300,13,57,69,53,34,19,0,4,3,262,9,33,52,34,89,39,6,11,3,276,8,15,25,22,63,52,8,11,0,209,7,19,10,10,57,46,6,21,0,175,8,10,9,7,42,49,11,13,0,147,3,3,6,6,29,28,10,14,0,97,4,3,14,23,24,59,15,41,5,185,3,3,7,6,11,21,10,21,0,79,0,6,7,9,12,40,9,58,0,142
20802,5,28,20,11,58,82,15,48,0,270,0,3,5,6,7,17,10,11,0,56,0,14,6,10,12,25,5,17,0,85,0,9,4,7,9,3,0,0,4,31,179,1030,896,480,1150,857,153,225,39,5027,4,23,4,0,0,6,4,3,0,40,49,412,10,0,0,0,0,0,0,475,16,284,36,0,5,7,0,0,0,350,11,160,52,6,0,3,3,0,0,241,22,120,104,16,4,4,0,0,5,274,20,94,147,40,23,12,4,9,0,344,11,52,117,51,48,28,4,5,0,320,8,38,51,39,102,48,11,13,0,314,9,17,28,15,89,72,19,19,0,265,11,15,13,4,61,54,14,22,0,206,0,11,10,16,28,53,22,26,0,162,0,0,9,10,29,53,10,21,3,134,3,15,15,8,28,50,23,42,3,185,0,0,4,3,12,11,7,18,0,60,3,5,10,9,7,15,10,36,0,102
20803,9,20,23,27,102,166,50,79,7,478,0,17,5,7,13,17,9,26,6,95,0,9,5,3,13,33,5,25,0,111,6,8,4,9,16,10,4,0,4,65,272,1265,1318,837,2310,1719,332,448,61,8569,14,26,6,4,7,0,0,7,3,63,124,753,15,4,0,0,0,0,0,903,82,663,73,7,0,7,0,0,5,831,63,360,118,14,5,3,0,0,0,569,74,277,189,19,14,11,0,5,3,605,66,250,301,87,33,22,5,6,0,770,48,130,225,128,128,34,7,9,11,731,53,71,129,112,309,118,14,26,7,843,25,56,72,59,303,198,35,40,0,785,20,23,33,22,177,158,42,45,7,523,11,19,20,21,107,140,49,40,0,409,10,4,9,12,44,73,24,26,0,202,4,15,13,3,85,119,51,76,0,357,0,3,6,4,14,20,13,19,0,87,0,6,8,7,12,34,16,42,0,120
20804,9,18,9,7,40,40,6,27,0,159,0,8,0,4,7,15,0,12,0,40,6,7,13,3,6,8,3,12,4,57,0,3,0,10,5,4,0,0,6,28,126,538,485,305,704,442,71,118,19,2811,11,11,0,0,0,0,0,0,3,25,137,371,4,0,0,0,0,0,0,513,122,348,29,3,0,0,0,0,7,507,117,303,69,4,4,4,0,0,3,501,102,263,130,16,5,6,0,0,5,524,80,265,222,30,15,5,0,0,4,627,71,122,160,70,87,22,0,0,9,544,42,71,102,58,175,52,3,9,4,522,25,38,52,30,182,62,10,11,3,420,3,10,11,3,85,39,3,7,3,172,5,5,4,7,52,23,10,5,3,112,0,0,5,4,29,17,4,8,0,70,3,5,6,5,23,35,7,18,0,105,0,3,0,0,6,9,6,11,0,31,0,0,5,3,5,17,12,27,0,80
20901,4,17,21,23,56,78,22,42,0,266,0,3,6,0,6,14,3,13,0,50,0,5,13,9,3,22,4,25,0,78,0,9,0,7,13,13,4,3,7,55,225,1092,1081,699,1084,968,152,226,42,5573,10,14,8,0,0,0,0,0,0,30,60,537,10,0,0,0,0,4,3,605,37,386,45,5,0,6,0,0,4,482,28,200,80,11,0,3,0,0,4,326,21,168,119,9,6,4,0,3,0,333,25,110,165,46,19,10,0,7,6,387,21,60,95,67,64,31,8,0,6,352,16,26,43,38,98,45,12,12,7,295,15,17,15,17,71,63,12,14,5,233,4,3,7,13,42,46,13,5,0,148,0,8,5,4,25,50,13,18,0,123,0,6,7,8,6,24,4,14,0,71,3,0,0,0,14,32,10,29,0,86,0,0,0,0,0,14,0,7,0,30,0,3,0,8,3,10,6,22,4,63
20902,4,8,6,11,77,64,30,29,0,228,0,3,0,0,11,9,4,3,0,36,0,3,0,3,3,11,3,13,0,43,0,0,6,0,7,9,0,0,10,29,167,590,610,391,1313,775,168,210,42,4272,12,10,0,0,0,0,0,0,0,29,75,386,13,0,0,0,3,4,3,480,64,342,46,0,3,5,0,0,8,461,43,234,77,9,3,9,0,0,0,381,35,171,127,14,9,6,0,9,0,373,41,143,191,50,21,11,0,3,3,467,31,81,120,81,85,41,3,4,3,458,22,39,52,63,162,70,10,13,3,439,13,24,43,23,132,94,8,18,6,363,9,13,6,14,70,61,13,14,4,202,3,3,0,4,56,41,14,20,3,145,6,0,5,3,26,35,9,16,0,102,4,0,4,9,28,38,16,20,0,111,0,0,4,0,5,6,4,7,0,24,0,4,4,4,0,4,3,10,0,27
20903,0,11,7,5,17,21,12,14,0,93,0,4,9,0,6,10,0,6,0,26,0,9,0,0,3,6,0,11,0,32,0,4,8,0,5,0,0,4,0,24,59,482,364,217,301,272,45,71,16,1834,0,0,0,0,0,0,0,0,0,8,16,231,3,0,0,0,0,0,0,257,5,143,21,0,0,0,0,0,0,169,0,76,28,4,4,5,0,0,0,114,7,59,46,6,0,0,0,0,0,120,6,46,63,13,6,7,0,0,0,151,4,26,35,26,19,7,5,0,0,113,5,12,14,24,21,18,3,6,0,108,8,3,5,13,21,28,8,11,0,93,3,6,4,4,12,26,13,7,0,70,0,3,4,0,6,22,10,3,0,45,0,0,0,3,11,7,3,10,0,30,0,0,3,5,14,12,0,8,0,39,0,0,0,0,3,4,0,3,0,12,0,0,0,0,0,8,0,7,0,21
20904,10,23,19,17,92,127,35,78,0,399,6,3,0,3,15,22,6,21,0,68,0,8,14,0,17,16,4,12,0,77,0,10,11,3,16,18,0,4,7,76,246,1377,1362,814,2382,1581,308,404,71,8546,16,41,9,5,0,3,0,0,6,74,117,938,28,5,4,0,0,0,7,1108,110,801,132,6,4,4,0,0,9,1076,66,401,151,22,7,5,3,3,5,659,53,354,244,27,18,7,0,5,6,721,74,245,379,124,62,30,3,9,0,928,46,137,253,173,174,64,6,21,10,877,29,73,120,115,349,123,27,19,11,862,23,37,46,49,272,205,51,47,7,730,9,12,25,15,127,146,28,45,0,403,12,15,14,10,74,104,26,38,0,296,7,7,3,4,50,64,11,31,3,174,3,11,7,10,49,78,34,60,0,257,3,5,3,0,8,11,9,13,0,51,0,5,0,4,12,15,10,31,6,74
21001,5,11,15,10,79,116,38,76,0,350,3,3,0,0,10,25,5,17,0,67,0,5,7,6,15,15,7,26,0,84,3,8,11,4,10,11,0,6,7,51,202,700,753,499,1728,1220,296,446,54,5903,14,20,0,0,6,0,0,0,0,41,79,322,7,0,0,0,0,0,0,409,61,281,33,0,3,3,0,5,4,388,31,168,54,0,0,0,0,0,0,259,32,125,84,15,3,0,0,0,11,263,35,93,130,49,27,9,0,9,0,347,21,60,81,65,75,22,7,9,3,350,19,35,52,46,129,54,15,9,3,356,15,22,21,25,108,85,26,17,0,323,4,10,11,16,66,76,20,19,0,228,6,12,8,11,43,61,20,24,0,175,5,4,4,6,34,52,13,26,3,140,3,13,0,3,47,47,19,26,0,158,0,0,0,0,0,9,0,6,0,21,0,4,3,6,4,12,4,15,0,50
21002,3,3,3,0,9,14,9,4,0,53,0,0,0,0,0,3,0,0,0,14,0,0,3,0,0,0,0,4,0,19,0,3,3,0,0,0,0,0,3,9,57,231,213,113,194,158,19,36,15,1034,3,3,0,0,0,0,0,0,0,11,16,139,6,0,0,0,0,0,0,155,4,79,11,0,0,0,0,3,0,99,6,53,11,0,0,0,0,0,0,73,5,26,23,3,0,3,0,0,0,63,0,21,37,9,3,3,0,0,0,84,6,13,28,17,23,11,0,0,0,95,6,3,7,15,24,11,3,0,0,76,6,0,4,3,23,18,6,13,0,65,0,4,5,3,10,4,7,0,0,27,0,0,0,0,4,7,0,3,0,21,0,0,0,0,3,7,0,4,0,11,0,0,0,0,4,5,6,0,0,19,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,5,8,0,11
