POW_SA3_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
20402,15,21,25,51,54,10,0,184,0,8,19,9,26,38,3,0,106,0,0,8,15,18,15,3,0,64,0,0,18,19,17,20,3,0,89,0,0,3,0,0,6,0,0,11,0,0,0,3,3,0,0,0,9,0,0,0,0,0,7,0,0,13,41,96,196,219,335,386,110,11,1393,10,0,4,0,7,6,4,0,26,188,5,6,5,6,6,8,0,225,88,14,11,9,17,19,12,0,170,19,6,16,17,30,31,13,0,138,23,14,23,28,27,27,29,5,161,17,21,45,44,44,72,33,0,286,20,43,56,58,73,83,19,4,359,24,60,69,65,96,117,15,0,458,16,38,70,72,102,83,19,0,403,5,17,31,31,57,56,9,0,200,0,5,19,24,33,28,3,0,118,4,3,20,9,28,12,3,3,86,0,4,20,13,12,6,5,0,68,0,0,0,0,0,0,0,0,4,0,0,6
20403,32,99,107,115,96,22,0,474,0,14,67,82,70,77,11,0,316,0,11,40,61,57,49,6,0,231,0,4,44,37,51,33,6,0,179,0,0,4,0,0,0,0,0,12,0,0,3,0,7,4,0,0,12,0,0,4,3,0,9,8,0,26,74,267,614,514,606,611,193,16,2899,16,0,0,4,4,7,3,0,34,262,12,8,6,8,11,8,0,310,91,16,15,18,26,39,16,4,219,38,28,23,24,34,46,21,9,219,25,33,41,23,33,54,26,4,236,36,53,73,68,76,96,36,11,449,33,95,136,71,69,110,38,8,564,29,94,167,123,115,139,41,3,714,6,52,131,111,108,111,30,0,556,0,19,55,67,58,48,7,0,262,0,11,40,38,43,31,0,0,157,0,0,19,17,28,27,0,0,96,0,3,13,22,20,16,5,0,75,0,0,0,0,0,0,0,0,0,0,0,4
20501,10,33,25,36,27,8,0,126,0,4,18,9,21,24,4,3,88,0,0,12,13,11,16,5,0,58,0,5,11,17,16,10,4,0,62,0,0,0,5,0,0,0,0,8,0,0,5,0,0,0,0,0,5,0,0,3,0,3,4,0,0,13,38,71,187,159,231,235,87,16,1019,8,0,0,4,5,0,0,0,22,177,9,7,5,10,4,5,0,217,106,31,16,11,19,24,7,0,220,26,30,19,15,21,25,10,8,146,19,19,20,29,36,40,21,6,186,18,43,50,37,62,67,20,5,293,25,49,116,77,93,63,21,0,452,8,76,144,84,90,78,19,5,500,7,33,97,67,68,44,7,0,327,0,17,51,29,47,22,5,0,172,0,3,23,15,19,13,3,0,77,0,0,18,14,10,9,0,0,55,0,0,8,17,21,7,0,0,64,0,0,0,0,6,4,0,0,9,0,0,3
20502,5,23,25,33,42,8,0,145,0,0,24,13,26,35,3,0,97,0,0,13,10,4,19,3,0,57,0,0,3,6,6,9,4,0,36,0,0,0,0,0,3,0,0,4,0,0,5,0,5,3,0,0,9,0,0,4,0,0,5,0,0,12,29,59,172,157,235,295,107,6,1053,8,0,0,6,0,5,3,0,19,118,3,6,5,3,9,3,5,156,43,3,5,12,15,24,8,0,124,19,18,18,17,20,58,11,5,164,11,28,22,29,25,40,13,3,176,17,33,45,42,62,78,24,5,308,20,39,65,71,61,80,19,0,361,12,49,93,82,79,79,20,0,412,10,27,73,63,77,59,24,0,327,0,17,26,25,41,32,11,0,147,0,0,13,17,19,13,6,0,71,0,0,14,6,4,7,0,0,28,0,0,4,7,5,3,0,0,24,0,0,3,4,0,0,0,0,5,0,0,0
20503,10,24,37,51,55,13,0,192,0,4,22,29,31,42,9,0,140,0,3,15,21,25,25,4,0,101,0,0,15,16,30,23,3,0,92,0,0,0,6,4,0,0,0,11,0,0,0,3,4,0,0,0,7,0,0,3,0,4,8,6,0,17,13,47,160,202,320,389,96,6,1239,7,0,3,0,5,4,0,0,25,175,11,3,10,8,8,0,0,211,60,21,19,19,27,34,18,3,198,26,24,19,19,40,44,21,3,202,20,24,26,26,45,59,36,8,239,22,44,52,41,56,84,34,4,343,17,31,68,56,60,89,34,4,361,7,47,99,60,91,95,23,0,428,4,37,85,76,78,86,20,0,383,3,10,24,42,37,41,12,0,166,0,4,13,22,30,21,9,0,100,3,4,8,15,20,12,3,0,65,0,0,20,12,26,14,4,0,84,0,0,0,3,6,4,0,0,12,0,0,5
20504,3,55,50,74,72,22,0,281,0,11,41,60,71,61,7,0,252,0,8,38,67,69,51,16,0,247,0,8,64,77,90,100,13,0,346,0,0,12,35,31,18,3,0,102,0,0,14,35,36,30,4,0,121,0,0,3,4,0,8,0,0,22,36,110,395,528,592,612,140,7,2424,13,0,8,0,0,8,0,0,29,211,17,7,0,10,14,3,0,260,89,17,12,14,18,55,3,0,207,38,24,20,25,35,49,7,0,204,27,29,33,34,37,54,19,5,244,24,42,51,54,71,71,25,3,346,12,48,83,71,86,66,18,0,378,9,38,84,70,89,80,20,0,389,3,26,70,65,70,48,6,0,294,4,8,59,36,53,42,6,0,206,0,8,43,40,52,44,6,0,191,4,5,32,50,36,23,0,0,155,0,4,43,70,68,52,11,0,236,0,0,8,25,11,6,0,0,46,0,0,4
20505,13,39,27,39,34,7,0,157,0,5,15,24,29,31,4,0,113,0,0,10,14,14,19,3,0,59,0,0,11,21,23,15,5,0,73,0,0,0,6,8,10,0,0,22,0,4,0,12,8,9,0,0,28,0,0,0,3,0,8,3,0,8,31,54,170,182,238,267,83,7,1043,10,4,0,3,0,0,0,0,21,121,0,3,8,10,12,4,0,162,44,10,15,14,9,20,9,0,111,11,19,12,12,14,23,3,4,101,10,16,12,26,23,39,19,0,149,15,32,34,50,38,53,20,3,241,9,44,41,50,58,64,20,0,281,14,44,87,65,77,69,16,6,371,11,24,69,50,42,56,15,0,256,0,8,21,29,34,22,9,0,122,0,12,11,13,24,18,5,0,81,0,3,12,13,4,11,0,0,48,0,4,18,21,19,7,0,0,74,0,0,3,8,7,0,0,0,14,0,0,3
20601,0,12,12,16,27,10,0,72,0,0,7,9,17,20,3,0,61,0,0,10,5,13,17,5,0,62,0,0,0,9,9,17,5,0,45,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,7,30,99,235,205,206,246,76,8,1111,8,7,0,0,5,0,0,0,21,129,9,5,4,12,6,6,0,167,69,28,19,9,20,12,4,7,158,16,33,29,12,13,21,12,4,149,12,61,40,16,24,33,7,7,205,9,57,79,24,47,37,11,0,266,4,50,78,41,46,36,11,0,274,3,35,86,37,55,49,14,3,286,0,15,61,34,38,26,5,4,177,0,0,26,17,17,24,0,0,84,0,3,15,13,15,7,4,0,58,0,0,11,13,6,6,0,0,40,0,5,9,15,9,5,0,0,40,0,0,0,4,0,0,0,0,12,0,0,3
20602,0,14,10,16,17,3,0,58,0,0,4,9,3,5,0,0,23,0,0,3,0,4,4,0,0,14,0,0,4,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,23,71,178,112,148,152,30,3,718,0,0,7,0,0,0,0,0,8,75,10,5,4,0,0,3,0,99,39,11,6,7,9,12,3,0,72,14,26,15,5,3,3,5,0,73,7,34,38,10,10,10,4,4,111,9,23,43,27,19,18,7,0,149,5,21,44,23,24,27,4,0,148,0,26,47,20,32,27,17,0,164,5,9,37,25,28,25,6,0,129,0,0,7,7,12,7,0,0,46,0,0,13,15,6,9,0,0,42,0,5,0,4,3,0,3,0,13,0,0,0,3,9,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
20603,0,9,5,10,16,4,0,52,0,0,11,13,10,9,3,0,43,0,0,0,7,18,17,4,0,53,0,0,4,13,13,13,3,0,46,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,12,19,52,97,91,104,104,29,0,505,3,0,0,4,3,5,0,0,15,157,15,3,0,0,0,0,0,175,77,18,15,9,12,6,7,5,146,21,30,17,13,20,8,7,0,115,17,33,28,23,14,13,12,0,136,3,33,51,24,32,26,12,0,190,7,42,54,33,31,29,8,0,196,0,26,48,41,37,18,11,0,177,0,20,47,35,30,31,7,0,171,0,11,15,16,17,18,8,0,86,0,0,11,14,6,4,4,0,49,0,0,7,3,3,0,0,0,14,0,0,4,3,8,4,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0
20604,29,139,136,137,98,14,0,553,0,23,94,121,121,108,27,0,489,0,7,81,112,110,128,20,0,459,0,21,245,316,344,263,46,0,1238,0,4,67,132,110,81,12,0,401,0,9,45,65,61,43,8,0,233,0,6,16,8,17,16,3,0,67,70,442,1533,1448,1335,1102,248,16,6194,26,14,24,11,17,9,6,0,105,323,105,37,22,14,22,10,0,531,215,202,103,42,46,51,20,4,690,103,262,218,93,78,92,37,9,888,59,389,468,172,102,124,51,12,1387,58,530,814,289,211,203,82,8,2197,35,383,736,367,314,295,100,8,2236,19,303,748,428,339,300,78,13,2226,10,165,565,327,266,237,53,4,1621,8,61,251,179,161,132,37,3,839,4,33,157,149,136,104,13,4,603,0,28,150,150,133,81,21,3,569,0,26,182,265,238,165,20,0,897,0,4,51,66,51,34,3,0,212,0,4,30
20605,13,114,82,70,54,17,0,358,0,0,54,65,66,55,9,0,257,0,0,38,55,48,38,3,0,189,0,3,45,56,64,48,8,0,225,0,0,6,11,10,5,0,0,31,0,0,4,9,12,4,6,0,34,0,3,7,9,5,10,0,0,30,60,443,1138,735,597,455,111,6,3541,8,4,5,3,8,4,0,0,30,108,24,15,10,4,8,4,0,170,49,51,23,18,18,18,9,0,185,25,49,51,27,34,33,9,5,229,10,78,92,40,32,36,13,5,309,21,115,167,57,55,64,22,3,509,9,92,178,106,66,60,26,9,538,7,100,222,114,89,79,32,3,649,0,53,198,121,98,101,25,0,604,0,19,98,89,51,52,15,0,314,0,23,63,66,79,59,6,0,296,0,13,49,59,58,34,8,0,222,0,16,114,107,87,47,4,0,384,0,3,32,39,24,9,0,0,103,0,3,10
20606,0,8,6,11,14,3,0,47,0,0,8,7,12,11,6,0,51,0,0,4,15,22,17,10,0,67,0,0,3,20,17,16,6,0,67,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,10,53,116,84,102,111,51,3,532,0,0,4,0,7,3,0,0,9,131,13,3,0,3,4,0,0,152,40,28,12,13,16,4,7,0,126,20,46,31,12,16,8,12,6,154,12,59,58,26,16,15,11,0,195,8,67,97,33,35,32,14,0,290,9,73,104,44,31,36,10,0,304,8,38,86,42,31,23,16,0,240,0,14,80,45,23,38,7,4,213,0,6,25,22,12,17,3,0,95,0,0,11,9,14,6,3,0,50,0,3,8,5,14,5,5,0,44,0,3,15,7,10,8,0,0,35,0,0,3,3,4,0,0,0,15,0,0,0
20607,0,57,43,43,45,7,0,197,0,0,9,27,31,23,4,0,92,0,0,11,16,16,13,3,0,66,0,3,13,12,23,14,7,0,73,0,0,0,5,0,0,0,0,11,0,0,0,3,4,4,0,0,13,0,0,0,6,4,3,0,0,14,45,228,505,321,347,326,78,4,1857,8,4,9,0,0,0,0,0,22,198,29,9,3,4,10,6,0,262,98,66,23,22,14,27,11,3,272,43,92,43,12,25,27,6,0,255,29,103,88,34,31,37,7,5,332,23,146,164,55,38,46,22,0,505,9,126,146,76,76,80,20,4,537,7,86,210,94,87,98,24,0,611,5,46,159,78,77,54,32,3,444,0,12,65,54,48,45,0,0,217,0,5,43,30,37,28,18,0,161,0,3,19,22,34,28,5,0,113,0,12,42,39,59,38,6,0,191,0,4,3,0,6,3,0,0,18,0,0,8
20701,3,30,21,24,19,7,0,105,0,7,18,20,40,21,13,0,114,0,0,6,21,22,31,7,5,90,0,4,10,20,21,21,9,0,91,0,0,0,8,10,0,0,0,20,0,0,0,8,6,0,0,0,13,0,4,3,5,0,0,0,0,11,57,124,221,208,236,191,70,8,1115,15,3,5,0,4,3,0,0,30,292,32,11,5,12,16,11,3,383,122,85,25,28,30,28,15,9,341,55,84,56,24,44,37,10,3,308,22,110,69,32,39,35,18,4,329,16,98,128,58,64,45,29,9,446,3,93,128,59,74,76,40,6,472,5,59,111,67,66,72,24,0,403,3,39,98,49,54,55,16,4,322,0,10,43,32,38,33,13,0,168,0,9,28,25,22,28,0,0,99,0,3,21,8,18,18,0,0,65,0,3,22,21,28,17,3,0,94,0,4,5,4,10,0,0,0,27,0,0,0
20702,0,9,29,28,41,14,0,124,0,0,7,20,18,23,8,0,68,0,0,6,13,10,16,0,0,47,0,0,3,8,0,3,3,0,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,60,112,175,175,201,65,5,811,13,3,0,0,3,0,0,0,23,204,22,5,0,0,6,6,0,248,83,38,15,13,14,12,4,3,188,30,47,26,13,7,29,9,6,173,9,54,32,14,21,25,12,7,166,3,57,58,32,26,41,12,6,232,3,37,51,26,42,26,21,4,200,0,26,64,35,27,37,13,0,211,0,18,52,32,37,49,10,0,192,0,10,28,20,21,17,4,0,101,0,8,20,15,21,8,0,0,68,0,0,3,5,6,9,3,0,37,0,0,9,9,7,3,0,0,30,0,0,0,5,0,0,0,0,6,0,0,0
20703,4,19,14,27,25,4,0,87,0,0,3,9,11,20,8,0,49,0,0,4,7,14,15,3,0,34,0,0,7,14,20,22,7,0,65,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,7,3,0,0,9,46,140,212,161,182,231,44,0,1015,7,4,3,0,3,4,0,0,27,240,19,5,0,7,10,0,4,290,100,44,6,14,19,25,8,0,211,38,43,31,26,36,33,13,0,213,15,52,47,19,26,39,10,0,213,16,64,84,38,45,60,17,9,332,8,47,71,46,73,71,14,0,324,3,36,92,68,79,64,22,0,366,0,20,67,52,64,68,23,3,295,0,6,26,28,27,32,8,0,133,0,3,21,12,17,18,6,0,73,0,3,15,15,14,9,3,0,58,0,0,16,8,13,8,3,0,57,0,0,3,0,0,3,0,0,9,0,0,6
20801,6,10,26,15,24,0,0,80,0,0,12,15,19,13,0,0,60,0,0,8,4,12,6,0,0,31,0,0,8,4,6,4,0,0,26,0,0,3,0,3,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,8,31,75,128,121,157,148,50,4,707,10,0,0,0,0,0,0,0,14,149,12,9,0,3,0,4,0,178,60,32,13,14,13,17,7,0,150,27,29,19,8,9,19,6,6,122,10,40,37,8,14,16,13,0,153,12,51,52,21,25,33,15,8,216,8,35,46,35,34,43,26,3,223,4,31,71,41,57,55,19,0,266,4,14,49,41,40,46,14,0,204,4,9,25,24,33,28,10,0,128,0,4,17,14,7,13,5,0,62,0,0,5,3,17,11,3,0,36,0,0,4,10,13,7,0,0,39,0,0,0,5,0,0,0,0,14,0,0,3
20802,4,16,6,17,18,4,0,71,0,4,10,12,16,9,9,0,59,0,0,6,6,11,18,3,0,51,0,0,10,15,8,13,7,0,45,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,34,94,201,130,122,160,68,14,815,5,5,0,3,0,3,0,0,24,238,26,10,3,5,8,9,0,298,122,33,24,13,18,17,16,0,238,35,43,19,13,8,33,10,5,181,16,63,47,26,18,22,12,3,211,14,63,72,42,45,44,17,10,297,5,44,87,49,57,43,23,3,308,9,42,125,63,74,55,20,0,378,3,29,82,37,51,42,12,0,254,4,10,29,32,39,24,0,0,135,0,3,25,16,20,25,5,0,99,0,0,17,6,23,13,6,0,59,0,3,24,22,23,15,0,0,80,0,3,6,0,8,7,5,0,20,0,3,4
20803,10,131,165,178,168,50,0,698,0,9,63,91,117,100,17,0,403,0,3,27,39,41,30,7,0,146,0,0,21,33,45,33,4,0,137,0,0,0,5,4,4,0,0,18,0,0,3,7,3,4,0,3,20,3,0,5,5,9,13,7,0,45,134,461,1151,1052,1325,1212,301,23,5669,19,6,10,6,5,0,0,0,48,475,36,13,6,10,11,11,0,564,164,76,31,18,21,34,19,8,371,69,109,60,34,46,50,23,6,389,34,88,99,44,57,66,11,11,412,29,140,119,96,115,109,44,11,666,28,147,190,184,208,189,50,9,1004,24,165,316,297,311,259,64,0,1439,7,72,260,220,240,191,32,0,1025,4,22,128,115,108,109,23,3,516,0,14,60,72,66,51,12,0,273,0,9,39,33,48,40,6,0,177,0,3,53,53,58,39,8,0,215,0,0,6,7,7,3,0,0,29,0,0,6
20804,0,9,4,9,11,5,0,36,0,0,0,3,9,4,0,0,16,0,0,4,0,6,5,0,0,14,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,54,72,62,50,69,24,7,352,6,8,0,0,4,0,0,0,21,167,17,0,0,5,0,0,0,192,67,37,11,8,11,8,9,0,143,10,59,13,7,13,10,0,0,120,16,48,28,7,13,15,3,0,137,12,52,54,19,16,21,10,0,184,4,38,50,24,29,24,13,0,185,0,23,57,34,48,42,14,0,216,0,14,39,18,22,26,10,4,136,0,9,21,10,12,12,3,0,56,0,5,8,6,7,3,0,0,34,0,3,0,3,4,8,3,0,22,0,0,3,0,7,4,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0
20901,5,17,29,41,43,10,0,152,0,0,11,15,23,21,5,0,76,0,0,0,9,11,6,4,0,36,0,0,3,10,12,7,0,0,31,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,8,0,0,0,0,7,6,0,0,14,50,110,229,242,318,354,102,13,1421,10,0,3,0,3,0,0,0,22,251,17,4,0,3,8,3,0,290,99,44,7,11,15,26,10,0,216,30,55,26,24,15,42,15,4,206,17,53,38,27,37,40,19,3,227,20,58,69,45,76,62,31,13,366,11,41,84,71,88,91,40,7,431,3,32,94,65,97,102,29,5,430,3,27,73,58,70,58,16,3,301,0,3,33,42,45,34,11,0,168,0,4,19,30,36,21,5,0,123,0,5,16,6,14,12,3,0,58,0,0,17,26,20,7,4,0,77,0,0,0,0,5,0,0,0,8,0,0,0
20902,9,57,53,70,52,16,0,257,0,3,26,43,44,38,13,0,162,0,0,17,23,34,37,11,0,116,0,0,22,19,30,38,12,0,129,0,0,4,3,7,0,4,0,15,0,0,0,0,3,0,0,0,9,0,0,4,0,3,0,4,0,11,43,187,534,461,549,432,134,5,2343,14,6,4,0,5,0,6,0,35,162,17,6,8,6,0,0,0,196,66,34,15,10,17,17,17,4,185,22,56,33,14,18,24,8,0,170,16,51,56,32,30,40,3,3,239,14,75,83,36,59,52,10,5,330,8,47,102,80,70,83,18,0,413,4,42,105,86,112,96,19,0,467,3,30,87,62,72,59,10,0,328,0,8,35,38,44,24,4,0,151,0,6,33,28,28,14,3,3,109,0,0,9,10,29,10,0,0,62,0,3,13,17,18,7,4,0,59,0,0,0,0,0,0,0,0,3,0,0,8
20903,0,5,13,18,12,4,0,56,0,4,9,3,11,8,5,0,31,0,3,5,4,3,0,4,0,19,0,0,8,9,8,4,0,0,28,0,0,0,4,0,0,0,0,10,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,4,17,52,60,85,98,124,40,9,483,10,0,3,0,0,0,0,0,19,188,14,4,0,5,0,5,0,220,83,34,8,4,12,13,8,5,166,17,27,3,4,3,12,0,5,76,14,23,15,8,5,21,12,4,93,12,27,25,11,13,25,14,5,129,6,25,31,12,23,30,10,5,130,4,19,31,23,30,32,10,3,151,0,18,39,12,29,16,0,0,117,0,3,16,12,0,16,6,0,59,0,0,5,11,9,14,0,0,42,0,0,4,7,6,7,0,0,20,0,0,5,3,12,6,0,0,27,0,0,4,0,0,0,0,0,4,0,0,0
20904,33,194,209,188,157,30,0,809,0,20,98,161,161,118,29,0,580,0,6,66,69,66,49,15,0,273,0,10,51,68,58,47,7,0,239,0,3,5,19,20,9,0,0,51,0,0,9,13,9,6,5,0,39,0,4,13,13,17,8,0,0,52,103,483,1425,1497,1335,1128,275,23,6274,21,9,4,8,9,10,0,0,59,462,28,14,15,12,5,5,0,544,248,82,40,19,38,40,28,4,501,67,120,52,48,66,67,20,0,444,43,132,95,81,70,88,32,5,549,42,160,167,114,147,138,52,8,820,19,147,249,186,208,190,36,3,1031,28,195,374,301,366,257,49,5,1575,17,105,289,253,269,182,30,0,1151,9,41,164,133,131,102,24,0,600,0,15,82,91,65,50,9,0,312,0,6,58,38,39,20,0,0,171,0,11,51,60,48,37,6,0,215,0,0,5,14,14,4,0,0,39,0,0,9
21001,19,80,106,115,107,15,0,446,0,10,56,87,91,66,9,3,324,0,0,26,38,40,30,8,0,144,0,7,32,38,40,25,6,0,142,0,0,5,3,6,0,0,0,18,0,0,0,7,6,0,0,0,14,0,0,5,5,10,11,3,0,30,90,321,696,640,770,675,169,10,3372,0,4,8,4,4,0,0,0,28,146,14,5,4,6,4,0,0,181,75,34,14,8,11,17,6,0,170,28,38,22,19,23,25,12,3,161,21,56,42,16,24,33,13,0,208,13,69,77,47,40,39,12,3,304,14,55,114,70,82,73,22,5,428,10,80,147,107,130,97,10,0,589,0,58,151,101,124,92,13,3,539,4,11,73,66,69,44,10,0,282,0,6,39,42,59,43,6,0,199,0,0,31,36,29,13,0,0,116,0,9,35,35,22,14,0,0,127,0,0,8,8,9,0,0,0,18,0,0,4
