POW_SA3_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
21502,16,1426,1180,130,109,33,15,1463,1334,190,111,17,19,1670,1327,170,120,38,21,1675,1150,146,112,50,12,1469,796,123,109,52,14,1093,258,72,73,32,14,444,45,32,38,22,10,142,10,14,26,13,5,69,11654,1159,904,295,140,14148,999,3,0,10,7,1026,707,5,12,7,9,730,641,9,38,13,8,705,663,24,48,17,9,751,658,20,64,18,5,770,581,26,52,15,11,683,537,39,55,17,8,652,550,33,66,18,14,682,537,39,66,28,7,672,534,56,68,45,6,708,240,37,47,18,4,350,94,27,34,19,3,177,26,11,11,11,0,63,6755,329,551,245,91,7967,968,30,65,50,19,1139,483,24,29,44,61,649,19860,1543,1544,630,321,23895
21503,16,981,696,157,88,18,13,977,678,121,104,50,19,960,778,165,114,68,19,1149,758,185,130,61,12,1159,561,148,131,81,15,933,195,70,86,50,18,425,25,31,41,26,0,130,4,17,31,32,9,88,7317,1127,920,443,138,9948,522,4,0,26,0,561,353,0,8,8,5,377,364,7,16,10,9,402,419,13,28,14,11,485,402,35,34,18,4,493,358,30,35,23,5,445,341,23,35,16,5,419,399,31,30,25,6,495,450,39,43,25,7,570,414,30,63,36,8,556,247,32,58,37,9,378,93,16,34,34,11,186,23,15,24,47,7,115,4393,280,423,311,86,5495,590,25,55,37,27,733,265,18,26,55,60,420,12561,1457,1425,853,308,16600
21601,8,851,689,108,69,22,12,897,835,137,120,26,8,1128,829,145,116,27,10,1136,773,144,119,39,11,1097,511,134,125,37,17,824,168,46,86,30,14,349,34,15,49,21,0,109,10,15,31,12,0,69,7096,927,889,240,110,9266,702,3,5,10,5,715,394,4,8,3,0,414,354,0,21,12,0,391,380,19,30,10,12,448,436,28,44,22,6,537,360,18,54,7,4,442,437,19,41,12,7,518,409,36,58,20,3,522,471,35,48,17,3,577,492,38,81,31,7,652,230,29,56,34,3,355,85,15,39,21,3,166,28,10,27,26,6,103,4777,261,510,224,63,5837,779,34,57,31,13,916,257,16,49,34,65,425,12917,1245,1506,527,254,16445
21602,10,655,504,91,67,13,7,681,542,100,67,16,7,743,558,120,85,32,15,807,486,107,82,29,12,719,345,82,88,42,16,570,117,45,49,30,9,254,19,18,21,18,3,84,5,16,13,13,3,53,4923,744,624,218,98,6600,503,0,5,13,5,520,270,0,4,3,0,274,235,5,12,0,0,254,289,5,24,8,4,324,265,9,19,15,0,310,262,13,32,8,0,315,260,23,32,16,8,326,295,20,42,22,0,378,318,32,40,17,9,418,307,28,45,20,3,402,145,18,33,22,0,226,58,29,21,24,4,129,16,12,22,21,0,70,3217,205,323,175,37,3955,453,33,54,27,17,570,183,11,26,34,36,286,8777,994,1022,445,173,11409
21603,8,1890,1626,159,86,16,9,1893,1716,220,115,30,20,2101,1758,246,133,46,15,2201,1527,229,139,39,20,1948,1046,190,109,31,24,1397,365,100,71,26,10,576,71,30,33,20,4,159,12,29,16,17,7,77,15536,1576,953,265,144,18473,1221,0,3,11,3,1239,894,3,15,9,5,925,768,15,35,0,6,823,910,33,51,8,6,1013,854,52,79,14,4,1007,779,43,64,25,3,912,736,44,61,22,8,872,781,57,60,17,13,923,828,57,67,24,7,985,667,56,72,30,13,839,350,64,70,37,8,526,154,28,54,32,4,272,49,21,14,36,6,133,8987,479,655,262,82,10467,1337,50,66,39,35,1533,503,29,26,27,70,650,26367,2134,1706,596,325,31126
21701,8,800,654,67,90,27,8,839,827,85,124,29,11,1083,786,94,123,43,18,1066,758,113,150,43,6,1071,513,94,168,53,19,849,162,64,139,71,15,451,32,24,67,53,7,189,3,11,47,45,9,113,6690,668,1095,412,142,9000,599,0,4,16,3,619,333,0,3,9,3,346,340,4,27,8,3,374,368,9,42,9,0,425,416,18,45,20,12,505,379,22,55,12,8,480,405,14,51,17,6,494,448,16,44,14,6,539,500,33,77,20,4,640,418,30,97,34,9,585,263,21,71,33,10,400,99,11,47,34,5,195,13,19,40,22,7,115,4581,214,610,237,72,5714,703,25,73,30,29,855,198,13,37,39,42,333,12173,925,1810,717,281,15912
21703,8,991,694,121,102,21,3,944,728,157,160,29,17,1090,810,149,205,34,20,1204,760,135,176,47,34,1151,490,96,168,48,15,818,184,58,113,40,6,404,43,35,58,41,5,184,16,13,58,20,5,116,7420,983,1286,331,152,10163,693,0,0,17,0,715,382,0,10,5,3,401,408,9,25,9,3,453,430,14,37,16,4,497,451,17,52,26,4,550,381,24,54,17,3,478,446,31,58,17,7,553,465,28,62,15,5,576,502,27,87,24,10,645,444,43,95,29,7,624,244,41,61,42,8,399,95,23,61,43,4,229,36,12,40,52,7,151,4971,270,640,307,78,6263,782,42,88,25,25,962,270,19,48,39,75,446,13446,1312,2053,692,329,17836
21704,6,1298,1025,159,137,13,13,1344,1166,162,176,24,16,1544,1184,190,179,23,17,1605,1049,163,177,36,25,1455,678,110,146,37,20,996,207,51,122,28,10,405,34,35,52,28,9,155,0,24,46,20,6,93,10498,1130,1312,254,140,13328,1132,0,6,13,9,1166,669,4,11,0,0,689,581,0,33,6,4,630,626,23,65,19,5,742,690,26,85,18,4,824,680,38,63,15,5,803,654,31,83,18,3,791,667,55,70,26,8,827,698,38,84,21,13,857,634,38,118,29,10,828,319,24,102,28,4,484,101,15,55,27,13,205,39,9,30,30,11,126,7490,308,820,262,91,8970,1147,30,104,19,32,1333,316,28,43,34,51,472,19445,1493,2286,567,315,24109
29797,0,11,20,0,0,0,0,19,24,0,0,0,0,24,26,0,0,0,0,29,32,0,0,0,0,33,8,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,19,0,0,0,0,19,0,0,0,0,0,0,196,0,0,0,0,194
29999,111,9189,4349,1551,1699,60,92,7749,3943,1538,1836,54,90,7461,3495,1498,1775,72,116,6952,2653,1148,1589,68,81,5538,1618,737,1192,54,83,3689,534,329,486,46,33,1426,114,105,145,40,10,427,27,44,76,52,11,211,45038,10771,14918,611,811,72156,1938,12,243,43,8,2243,4039,98,1012,32,34,5219,3068,221,1392,54,38,4775,2711,355,1724,116,60,4969,2370,504,1866,142,64,4945,2020,548,1849,135,73,4618,2174,543,2019,112,61,4906,2236,628,2344,121,72,5406,2298,561,2236,126,110,5326,2021,532,2117,107,112,4886,1120,386,1312,121,74,3015,476,190,610,78,32,1393,235,105,302,121,18,784,26717,4665,19023,1318,761,52479,5200,747,2863,378,269,9454,2086,287,523,151,342,3389,79049,16470,37324,2452,2182,137478
