POW_SA3_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
20402,0,3,0,0,4,3,0,0,0,11,130,547,291,153,281,175,45,89,25,1738,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,12,3,11,6,0,0,0,0,0,0,21,0,8,3,0,0,0,0,0,0,21,0,14,11,0,4,4,0,0,0,26,0,15,24,5,8,0,0,3,0,59,3,12,19,11,53,29,4,6,4,139,9,7,22,21,133,71,15,13,9,313,7,0,19,16,88,109,23,57,10,325,10,0,6,4,45,50,19,40,3,184,13,0,4,0,21,31,12,33,5,106,3,0,3,0,6,17,0,35,0,64,7,0,0,0,8,19,8,46,0,89,0,0,0,0,0,6,0,4,0,11,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,13,61,89,114,65,368,335,78,252,28,1393,6,11,3,4,0,0,0,0,0,26
20403,6,7,9,0,4,0,0,9,5,29,196,916,494,273,394,273,83,153,44,2834,3,0,0,0,0,0,0,3,0,8,0,12,0,0,0,0,0,0,0,20,0,9,4,0,0,0,0,3,0,27,6,22,10,3,4,4,0,4,0,49,4,15,17,0,0,5,0,4,0,51,13,30,33,11,7,4,0,3,0,107,18,32,46,25,48,31,9,11,4,224,28,26,65,55,135,114,21,42,4,484,16,30,31,60,184,203,64,85,13,693,20,12,17,30,98,124,46,105,12,474,13,0,11,9,36,92,40,113,6,316,10,4,0,5,28,35,21,114,3,231,7,0,5,8,8,30,18,95,0,179,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,8,0,12,0,4,0,0,0,3,0,4,9,26,148,199,243,210,559,658,236,597,57,2899,8,8,0,3,0,3,0,8,4,34
20501,0,9,5,0,0,0,0,0,3,19,92,616,300,141,251,180,50,85,25,1739,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,21,3,13,5,0,0,0,0,0,0,27,0,11,0,5,0,3,0,0,0,22,0,12,9,0,0,0,0,4,0,29,7,8,21,4,8,0,0,8,4,52,3,7,27,4,22,15,0,10,4,104,4,14,26,18,60,40,7,15,10,192,7,9,10,11,38,60,25,48,7,216,0,5,4,8,22,24,20,39,7,126,0,3,3,0,8,17,13,37,0,88,0,0,3,0,6,14,5,22,0,58,3,3,0,0,3,7,7,34,0,62,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,8,0,5,0,3,0,0,5,4,0,0,3,13,39,110,111,50,178,195,87,221,35,1019,0,15,0,0,0,0,0,0,3,22
20502,4,0,4,0,0,0,0,0,4,20,101,545,299,157,242,174,40,69,32,1663,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,9,0,15,8,0,0,0,6,0,0,26,6,11,7,4,4,0,0,0,0,32,5,13,26,6,9,9,0,5,3,63,0,17,26,14,25,12,8,6,3,113,6,8,16,16,61,60,14,27,4,215,9,5,3,16,45,65,31,53,0,221,5,0,0,3,30,35,22,38,0,145,3,0,0,0,8,25,5,55,0,97,3,0,0,5,6,4,5,28,0,57,5,0,0,0,6,0,11,10,0,36,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,4,12,55,86,100,63,198,220,93,220,27,1053,4,4,0,7,4,0,0,3,0,19
20503,0,11,12,7,3,0,0,0,3,38,198,894,440,197,342,247,46,97,34,2500,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,0,0,0,11,4,8,0,0,0,0,0,0,0,14,9,10,0,0,0,0,0,0,0,19,3,10,10,0,0,8,0,5,0,40,7,20,24,7,0,8,0,0,0,73,0,12,27,14,27,12,4,7,0,107,11,20,25,21,55,52,12,8,6,209,11,3,15,7,44,69,14,33,3,208,12,4,8,9,28,57,26,50,5,192,5,5,0,6,24,33,11,45,3,140,5,0,4,4,11,11,14,44,0,101,4,0,3,0,8,9,11,50,0,92,0,0,0,0,0,4,0,8,0,11,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,9,0,4,3,17,66,102,125,73,203,275,110,259,26,1239,5,5,8,0,0,6,0,0,3,25
20504,7,12,4,0,4,3,0,3,10,37,209,1131,504,267,484,267,71,111,51,3085,5,4,0,0,5,0,0,6,0,12,0,13,0,0,0,0,0,0,0,13,3,22,0,0,0,0,0,0,0,26,5,22,5,5,0,3,0,0,0,40,5,21,20,0,3,0,0,0,0,51,6,17,27,5,0,6,0,3,0,71,9,18,36,26,36,26,11,5,0,171,13,13,27,24,92,76,20,20,7,292,13,10,9,21,83,119,40,65,12,373,6,7,7,3,42,62,42,94,6,281,5,7,3,8,51,52,46,77,3,252,13,8,4,5,41,43,66,62,0,247,27,0,4,5,60,80,78,84,6,346,3,0,10,7,22,17,17,22,0,102,12,0,0,0,39,8,28,30,0,121,3,3,0,0,5,4,3,0,5,22,126,170,142,108,481,501,356,478,56,2424,3,12,7,0,0,0,0,0,0,29
20505,0,4,0,6,0,0,0,0,4,18,98,505,254,134,201,146,34,60,10,1439,0,3,0,0,0,0,0,4,0,9,0,3,3,0,0,0,0,0,0,12,0,3,4,0,0,3,0,0,0,11,0,3,6,0,0,0,0,0,0,11,0,15,3,0,0,7,0,0,0,27,0,8,9,6,4,6,0,4,0,44,4,11,24,7,21,21,0,8,0,91,3,7,13,19,49,53,12,15,4,173,5,9,12,9,53,63,23,37,3,201,8,0,4,0,22,40,28,50,0,157,5,4,0,0,14,37,6,42,0,113,0,0,0,0,7,14,10,25,0,59,3,0,0,3,5,16,3,40,0,73,0,0,0,0,3,0,0,5,0,22,3,0,0,0,0,3,0,19,0,28,5,6,0,0,0,4,0,0,0,8,46,82,71,41,180,264,90,255,16,1043,0,5,0,0,0,4,0,6,0,21
20601,0,3,0,0,0,0,0,3,6,22,147,945,435,181,333,260,61,120,32,2520,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,21,5,21,4,0,0,0,0,0,0,31,5,25,17,0,0,0,0,4,0,51,5,36,18,3,0,0,0,0,4,62,10,43,47,12,6,7,0,5,3,135,6,19,29,21,48,19,0,0,3,157,6,15,32,20,85,44,9,8,7,214,6,4,21,20,58,49,3,8,4,174,3,3,3,0,20,27,5,17,0,72,0,3,0,5,12,26,8,3,0,61,4,0,3,0,7,28,10,13,0,62,0,0,0,0,9,20,5,11,0,45,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,3,7,53,180,175,86,248,224,43,73,28,1111,6,13,0,0,4,0,0,0,0,21
20602,0,0,4,3,0,0,0,0,3,9,87,428,210,114,186,171,49,98,15,1352,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,14,0,21,7,0,0,0,0,0,0,28,0,10,15,3,0,0,0,0,0,31,0,15,28,11,9,0,0,0,0,71,5,3,26,20,28,19,4,3,4,115,0,11,19,18,94,51,12,3,0,208,0,0,13,8,49,35,14,12,0,127,0,4,0,4,13,22,8,10,0,58,0,0,0,0,3,8,0,9,0,23,3,0,0,0,4,7,0,5,0,14,0,0,0,0,0,7,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,20,93,111,63,195,149,38,50,8,718,0,6,3,0,0,0,0,0,0,8
20603,0,6,3,0,0,0,0,0,4,21,154,911,323,138,273,165,41,107,11,2128,0,3,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,21,0,14,3,0,0,0,0,0,0,20,0,13,14,0,0,0,0,0,0,34,4,8,12,0,0,0,0,0,5,27,0,6,12,0,8,10,3,3,4,44,5,3,12,4,15,15,0,3,6,63,10,5,6,3,11,18,8,5,0,60,3,5,4,7,11,18,3,9,0,52,6,0,0,0,4,22,3,7,0,43,4,0,0,5,6,23,10,5,4,53,0,0,0,0,5,22,5,13,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,12,29,90,69,25,66,128,33,46,20,505,0,8,3,0,0,0,0,0,0,15
20604,11,16,4,6,20,19,4,13,56,140,2059,4173,2700,1263,4500,3605,817,1374,311,20805,7,4,4,0,0,0,0,3,4,24,0,30,4,0,4,0,0,3,0,48,13,62,8,4,0,4,0,0,0,86,13,85,28,4,3,5,0,0,7,146,9,69,65,10,8,5,0,0,7,173,22,79,102,30,19,17,0,8,17,294,41,71,99,53,69,59,7,9,17,416,38,69,106,62,195,158,19,28,32,710,37,42,76,60,213,250,62,73,24,844,27,27,17,16,134,172,51,97,17,553,37,22,14,16,110,141,34,103,14,489,37,9,8,19,87,137,50,102,12,459,109,21,25,49,239,480,121,185,8,1238,22,0,4,6,50,179,58,77,7,401,10,0,0,0,21,68,29,92,5,233,4,3,5,6,9,14,4,3,30,67,430,607,577,334,1150,1682,438,781,189,6194,34,34,8,0,3,10,0,0,13,105
20605,0,6,3,0,0,8,6,6,19,47,330,1179,794,386,1295,1355,351,615,79,6377,0,5,0,0,0,3,0,0,3,14,4,34,0,0,0,0,0,0,0,42,10,59,16,0,4,0,0,0,0,91,15,71,28,5,3,0,0,3,4,128,21,76,86,11,6,7,0,3,7,212,25,81,115,31,20,18,3,13,0,303,19,67,102,54,69,52,3,10,12,391,26,61,117,62,191,118,19,23,16,629,22,34,69,37,183,159,38,55,12,613,14,12,27,12,85,96,41,64,5,358,9,8,10,0,43,100,19,71,4,257,12,5,10,7,19,52,27,62,0,189,12,3,3,3,19,60,37,86,0,225,3,0,3,0,0,10,5,13,0,31,3,0,0,0,0,3,0,23,0,34,0,0,3,0,3,7,0,0,7,30,184,520,590,228,640,676,210,419,86,3541,6,14,0,0,5,6,0,0,0,30
20606,4,4,3,0,0,6,0,3,9,29,344,1179,646,278,554,481,122,244,54,3908,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,9,4,0,0,0,0,0,0,12,3,7,0,0,0,0,0,0,0,15,4,16,7,0,0,0,0,0,0,30,0,19,19,5,3,0,0,0,3,47,4,16,9,9,4,6,0,4,4,55,3,6,14,11,10,17,0,5,3,64,7,0,6,6,13,17,0,4,0,52,0,5,4,0,5,19,3,3,0,47,0,0,5,6,6,24,4,3,0,51,6,3,0,0,3,33,9,7,0,67,8,0,0,0,4,19,22,13,0,67,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,0,8,8,37,84,66,41,57,150,38,42,18,532,5,0,5,0,0,0,0,0,0,9
20607,0,5,7,0,15,0,9,4,13,46,483,1727,1002,480,1390,1226,300,465,83,7147,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,22,8,38,8,0,0,0,0,0,0,55,7,37,14,0,4,4,0,0,0,65,7,43,39,0,5,3,0,0,4,97,8,60,76,27,9,10,0,0,0,188,12,35,74,63,51,28,3,4,0,275,9,25,56,41,105,60,11,13,11,318,13,13,26,33,130,108,24,9,9,362,5,9,10,11,41,77,27,13,0,197,3,4,4,3,13,32,22,14,0,92,6,0,0,5,13,17,12,14,0,66,4,0,0,3,15,21,4,18,0,73,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,3,0,0,9,14,83,279,300,183,382,375,103,104,45,1857,3,12,0,0,0,0,0,0,0,22
20701,7,16,10,0,4,0,5,0,7,48,396,2254,1034,424,851,970,252,463,68,6711,0,0,0,0,0,0,0,0,0,6,0,46,0,0,0,0,0,0,0,47,3,26,3,0,0,0,0,0,0,41,4,19,12,0,0,3,0,0,0,38,0,17,14,4,4,0,0,0,0,48,0,21,36,11,6,8,0,5,0,91,9,18,38,13,19,16,0,5,7,130,7,20,26,9,43,29,8,5,7,144,3,4,21,15,40,37,10,9,0,146,3,4,5,10,27,37,8,10,4,105,10,0,4,10,24,41,11,11,0,114,8,4,3,0,5,42,12,11,0,90,0,0,0,0,5,32,18,28,0,91,0,0,0,0,0,7,0,9,0,20,0,0,0,0,0,5,0,9,0,13,0,0,4,0,0,0,4,3,0,11,62,189,165,76,175,253,71,96,34,1115,6,13,0,0,0,0,0,0,0,30
20702,3,13,0,0,10,0,0,0,4,39,438,1887,767,269,471,309,94,131,34,4401,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,13,7,12,7,0,0,0,0,0,0,26,4,14,0,5,0,0,0,0,0,32,0,14,13,3,0,4,0,0,0,36,5,13,22,11,0,8,0,0,5,58,3,17,20,9,19,5,0,0,0,81,7,3,24,10,20,31,0,5,0,113,3,10,11,13,47,62,9,14,8,183,5,0,3,6,26,52,24,14,0,124,0,0,0,0,7,23,24,7,0,68,4,3,0,0,7,7,16,10,0,47,0,0,0,0,0,0,6,9,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,110,104,59,131,201,87,65,13,811,10,11,0,0,0,0,0,0,4,23
20703,0,5,7,0,9,0,0,0,6,23,221,1294,596,231,555,467,80,148,32,3625,0,0,0,0,0,0,0,0,3,10,4,19,4,5,0,0,0,0,0,26,8,29,5,0,0,5,0,0,0,45,0,24,13,0,5,3,0,0,0,46,3,25,17,3,3,4,0,0,0,54,0,26,31,8,11,0,0,0,0,76,0,14,20,15,39,25,6,0,4,115,10,14,28,18,61,71,4,7,4,222,9,6,16,11,49,58,11,9,0,167,3,4,6,9,22,21,7,7,3,87,0,0,3,0,6,19,7,0,0,49,0,0,0,0,9,10,4,7,0,34,13,0,0,0,9,20,3,27,0,65,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,6,0,0,4,0,0,0,0,9,52,176,123,70,214,232,47,75,22,1015,11,8,5,0,0,5,0,0,3,27
20801,0,6,3,0,5,0,0,0,10,27,199,1063,464,209,386,380,86,208,41,3026,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,21,0,20,3,0,0,0,0,0,0,24,0,14,3,0,0,0,0,0,0,20,0,10,15,0,0,0,0,0,0,30,4,14,23,0,3,3,0,0,0,50,3,10,15,8,19,9,4,0,6,81,0,10,13,15,55,29,0,4,0,134,5,5,11,8,51,43,11,4,0,137,4,3,0,5,20,25,16,5,0,80,0,0,4,0,15,21,4,14,0,60,0,0,0,0,5,8,10,3,0,31,0,0,0,3,4,8,5,3,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,8,22,104,82,42,174,161,57,50,15,707,0,13,0,0,0,0,0,0,0,14
20802,5,9,0,4,0,0,0,0,8,23,187,1250,610,225,450,409,122,223,27,3498,0,0,0,0,0,0,0,0,0,9,3,19,3,0,0,0,0,0,0,28,4,20,8,0,0,0,0,0,0,32,4,19,11,0,0,0,0,0,0,31,3,25,14,4,0,0,0,0,0,47,3,22,30,11,3,3,0,4,0,80,4,19,19,19,10,10,0,5,0,92,9,8,21,19,35,33,0,10,3,139,6,15,23,10,24,23,4,10,0,113,0,3,6,8,10,22,3,9,0,71,3,3,3,0,6,32,3,7,0,59,5,0,0,0,4,28,5,5,0,51,0,5,0,3,3,18,6,10,0,45,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,49,161,142,82,104,176,34,61,22,815,0,10,4,0,0,0,0,0,0,24
20803,7,19,10,0,6,5,0,4,15,61,606,2674,1218,507,1251,952,248,335,63,7856,0,11,3,3,6,0,0,6,0,30,8,48,8,0,0,4,0,0,0,65,6,84,7,0,0,0,0,0,0,104,3,62,30,6,7,9,0,5,6,129,14,75,71,8,5,6,0,3,3,187,15,74,140,27,41,20,6,4,4,333,22,61,105,105,258,111,7,15,17,696,28,65,99,95,667,323,41,39,11,1368,26,31,52,55,481,445,97,98,19,1298,14,19,15,28,206,243,56,114,0,698,8,11,7,11,86,134,53,93,0,403,0,4,9,5,26,36,25,41,0,146,3,9,0,4,24,23,22,49,0,137,0,0,0,0,3,0,0,10,0,18,0,0,0,0,4,3,0,15,0,20,0,3,6,0,6,11,4,0,6,45,153,549,553,352,1826,1370,311,492,69,5669,10,20,4,3,3,0,4,0,3,48
20804,9,9,0,0,0,0,0,0,5,25,724,1818,812,244,684,292,59,100,50,4774,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,15,0,8,4,5,0,0,0,0,0,18,3,10,6,3,0,0,0,0,0,20,3,15,14,0,6,0,0,0,0,33,0,12,15,8,18,10,0,0,0,56,0,6,10,13,25,12,3,0,0,65,0,6,4,0,32,7,0,3,0,58,0,0,0,0,16,12,0,3,0,36,0,0,0,0,8,3,0,0,0,16,0,0,0,0,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,76,56,37,95,51,10,15,3,352,3,8,3,0,0,4,0,0,0,21
20901,3,11,0,0,4,7,0,0,8,37,238,1554,606,233,370,336,76,144,45,3594,0,0,5,0,0,0,0,0,0,8,0,17,0,0,0,4,0,0,0,24,4,34,3,0,0,5,0,0,3,45,3,26,13,3,0,4,0,0,0,55,0,24,21,8,3,0,0,0,3,60,12,18,40,12,16,8,0,7,3,110,3,24,29,30,60,22,6,5,4,175,6,18,21,33,142,71,10,7,6,319,8,10,25,23,91,98,19,22,3,294,6,4,8,8,27,62,16,17,5,152,0,5,4,4,35,22,9,7,0,76,0,0,0,0,0,6,3,9,0,36,3,3,0,0,11,3,6,8,0,31,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,3,14,53,184,172,117,400,311,62,92,30,1421,3,10,0,0,0,0,0,0,0,22
20902,0,12,4,5,9,4,0,3,9,43,367,1461,692,279,605,414,96,133,50,4100,0,0,0,0,0,3,0,0,0,11,4,11,0,0,0,0,0,0,0,22,4,24,8,0,0,0,0,0,0,39,0,30,11,3,0,0,0,4,0,58,7,30,40,3,9,4,0,6,5,93,7,47,74,13,20,8,0,0,6,180,8,29,55,37,78,51,3,5,13,276,21,30,44,41,209,132,21,18,12,529,21,18,25,22,150,132,34,31,3,428,7,6,16,14,64,91,30,36,5,257,3,6,8,0,30,60,21,34,4,162,4,0,8,6,12,39,17,21,0,116,14,4,5,6,15,25,33,31,0,129,0,0,3,0,0,3,0,0,0,15,0,0,4,0,0,0,0,0,0,9,0,0,3,0,0,5,0,0,3,11,112,239,300,145,587,562,161,184,56,2343,11,10,4,4,0,0,0,0,0,35
20903,0,4,0,0,0,6,0,0,5,16,70,613,221,105,125,135,42,59,10,1371,0,0,0,0,0,0,0,0,0,10,4,7,0,0,0,0,0,0,0,8,3,23,4,0,0,0,0,0,0,24,0,15,5,0,0,0,0,0,0,17,4,7,0,3,0,5,0,0,0,19,5,9,7,9,0,6,0,0,3,34,0,9,0,10,14,11,0,0,0,48,4,5,9,4,17,21,6,3,0,75,4,4,12,3,28,31,9,9,0,97,0,0,3,3,10,23,5,8,0,56,0,0,5,0,3,9,5,7,0,31,0,0,0,0,0,5,4,10,0,19,3,0,0,4,4,6,3,8,0,28,0,0,0,0,0,6,3,6,0,10,3,0,0,0,0,0,0,4,0,12,0,0,0,0,4,0,0,0,0,4,31,76,46,38,84,123,34,59,9,483,6,8,3,0,0,0,0,0,0,19
20904,3,21,7,0,6,12,0,9,19,77,564,3098,1432,574,1212,856,202,334,97,8372,5,7,5,0,5,6,0,0,3,31,3,32,3,0,0,0,0,0,0,45,12,63,15,3,3,5,0,5,0,104,12,81,50,4,3,3,3,3,6,172,12,70,87,13,5,21,3,8,3,213,19,83,144,42,33,30,6,12,8,372,18,74,137,93,212,114,16,29,14,715,28,61,110,84,473,320,53,71,17,1226,24,49,80,60,425,449,123,124,20,1354,16,10,22,28,172,297,109,147,9,809,23,9,15,9,93,212,69,135,17,580,9,6,4,12,32,70,33,105,6,273,13,4,0,3,20,67,35,95,3,239,3,0,0,4,4,11,14,22,0,51,0,0,8,0,3,5,5,19,0,39,0,4,0,3,6,5,5,5,14,52,205,557,680,364,1490,1614,468,776,123,6274,5,23,7,0,8,8,0,0,6,59
21001,8,4,6,0,3,0,0,0,6,33,336,1165,492,237,551,435,139,162,36,3553,4,0,0,0,6,0,0,0,4,11,6,19,0,0,0,0,0,0,0,22,3,44,7,0,0,0,0,0,0,62,8,46,12,3,0,0,0,0,0,79,4,47,49,6,0,4,0,0,3,114,11,43,59,21,20,17,0,3,10,183,22,34,67,49,77,57,5,5,13,331,20,43,79,57,274,168,27,18,10,703,17,25,42,39,227,257,52,78,12,750,16,15,13,14,111,138,50,77,8,446,7,6,7,11,86,79,28,90,0,324,3,0,3,0,26,27,14,60,0,144,4,5,4,5,17,29,9,56,4,142,0,0,0,0,0,7,0,8,0,18,0,0,0,0,0,4,0,4,0,14,0,0,5,0,5,0,0,3,14,30,126,327,348,220,853,805,188,420,83,3372,5,10,5,0,4,0,0,0,4,28
