POW_SA3_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
20403,4,27,3,0,36,3,28,3,0,33,7,27,6,0,37,4,16,4,0,22,12,21,3,0,32,11,22,5,0,39,18,17,0,0,33,9,22,4,0,37,19,23,5,0,42,6,16,9,0,38,15,11,3,0,26,3,13,3,0,21,4,8,0,4,23,105,260,46,14,423,659,1414,237,61,2362,1629,1156,156,81,3019,1997,947,180,77,3196,2027,974,214,64,3284,1997,995,159,66,3223,2056,949,119,36,3157,2262,947,101,47,3360,2268,973,149,57,3444,2006,1034,152,40,3236,1451,1085,184,29,2746,600,672,125,26,1425,221,300,25,15,566,150,180,16,22,368,19326,11629,1823,612,33388,5,10,0,3,17,13,6,0,0,16,15,6,0,3,27,10,0,0,4,18,8,11,0,5,22,13,6,0,0,22,19,3,0,0,25,18,3,0,4,27,11,9,0,6,24,6,3,0,0,16,0,0,0,0,5,4,5,0,0,9
20501,3,18,0,0,28,7,12,6,0,21,5,17,0,0,23,0,13,3,0,21,8,20,0,0,28,9,14,5,0,27,3,5,4,0,15,11,18,6,0,30,13,20,10,0,41,10,19,4,0,32,0,11,0,0,16,0,7,0,0,10,0,12,0,3,16,74,171,35,13,289,270,982,103,25,1382,923,723,99,46,1791,1260,611,101,53,2020,1089,643,132,39,1907,1059,723,80,38,1899,979,627,57,38,1695,1151,670,58,34,1919,1122,723,78,27,1950,998,685,78,27,1791,702,676,121,21,1516,327,418,64,15,820,125,192,20,13,343,92,150,13,10,270,10090,7816,1000,387,19300,0,12,0,0,13,5,0,0,0,8,4,0,0,4,12,19,5,0,0,26,16,3,0,0,16,10,10,4,0,24,4,12,0,0,17,8,3,5,0,18,6,4,0,0,7,10,5,0,0,11,3,6,0,0,12,4,4,0,0,7
20502,0,7,4,0,15,9,15,0,0,18,4,8,0,0,13,0,10,0,3,17,13,8,0,0,18,0,12,4,0,26,0,10,4,0,14,5,8,4,4,21,0,14,8,0,20,3,14,0,0,22,4,10,0,0,19,6,4,6,0,12,4,10,6,0,18,48,132,34,9,228,245,686,101,45,1077,649,434,57,42,1185,884,404,74,33,1393,858,566,95,39,1560,825,577,73,35,1507,862,549,69,37,1512,999,614,67,33,1713,1130,687,74,34,1925,1062,767,148,33,2011,826,855,138,20,1838,386,502,74,30,986,151,238,22,10,430,94,144,15,15,269,8974,7025,1006,403,17415,5,0,0,0,7,9,4,0,0,11,8,5,0,0,15,8,3,0,0,11,16,4,0,3,23,8,6,0,0,18,7,4,0,0,13,7,4,0,0,11,4,3,4,4,12,10,9,0,0,18,3,4,0,0,8,5,0,0,0,7
20503,6,22,5,4,33,0,16,0,0,18,8,17,0,0,24,10,11,0,0,21,10,13,4,0,22,7,11,4,0,27,3,14,3,0,23,9,16,8,4,31,13,14,4,0,32,6,13,7,0,28,0,15,3,0,20,5,11,0,0,16,7,18,9,0,28,82,173,45,13,308,265,1063,231,53,1614,794,689,115,43,1636,1031,588,122,57,1795,1158,694,147,45,2049,1218,821,144,30,2223,1248,768,94,40,2152,1449,938,91,49,2523,1528,999,129,60,2715,1296,1078,176,39,2592,1002,1145,175,37,2360,459,708,92,35,1290,201,342,26,24,584,97,190,20,23,340,11741,10018,1571,542,23866,0,3,0,0,12,3,0,0,0,3,9,0,0,0,13,4,3,0,0,6,12,5,0,0,17,13,4,0,3,19,6,6,0,3,22,8,9,0,0,23,11,9,0,0,24,7,9,0,0,14,7,3,0,0,6,4,3,0,3,9
20504,3,18,3,0,29,20,25,5,0,42,9,14,3,0,29,15,16,8,0,40,10,17,7,0,28,6,31,3,3,46,18,31,9,3,54,19,19,0,4,51,12,20,7,0,40,11,21,12,0,44,7,15,3,0,31,0,8,0,3,12,3,7,0,4,15,136,239,58,15,452,403,1448,158,41,2057,1491,1119,129,69,2805,2276,952,228,85,3546,2154,1031,240,79,3503,2151,1175,177,61,3565,2004,993,124,50,3171,2154,940,108,61,3266,2174,1030,138,49,3395,2040,1093,187,54,3378,1300,962,201,40,2500,417,473,89,26,1008,125,215,32,14,379,45,94,13,14,167,18747,11537,1830,635,32747,8,12,0,4,20,10,7,0,0,19,7,3,0,4,20,20,0,4,0,29,11,9,0,0,18,19,7,6,0,22,11,6,0,0,13,19,6,0,0,29,11,9,0,0,21,15,17,0,0,38,3,5,0,0,9,5,4,0,0,5
20505,4,12,0,0,15,3,14,3,0,25,6,16,0,0,23,0,7,6,5,16,5,11,0,0,16,9,11,0,0,22,7,14,4,0,25,3,15,6,0,20,4,9,4,0,23,5,7,7,0,22,4,10,0,0,20,0,3,5,0,9,0,7,0,0,13,57,137,28,11,236,298,665,112,32,1103,820,473,75,42,1413,1104,432,101,27,1669,1055,502,117,27,1703,1048,573,89,32,1740,1080,475,57,22,1640,1121,497,58,27,1698,1137,540,100,33,1800,1049,546,111,24,1725,827,611,96,30,1563,328,358,59,20,767,138,162,19,8,330,89,87,12,13,195,10100,5915,994,332,17344,0,9,0,0,9,9,6,0,0,9,0,3,0,0,4,7,4,0,0,11,8,10,0,0,16,0,6,0,0,9,15,4,0,0,16,7,0,0,0,15,10,0,0,4,15,4,4,0,0,11,6,0,0,0,10,3,0,0,0,8
20601,3,21,0,0,20,6,24,4,0,33,10,23,5,4,34,8,20,0,0,34,7,28,3,0,40,12,20,0,3,35,4,32,5,0,40,3,24,4,0,30,13,22,0,0,33,3,15,9,0,27,0,5,0,0,11,0,9,0,0,10,6,8,0,5,16,76,241,33,9,362,76,961,101,23,1160,805,1797,221,73,2899,1912,1572,167,78,3737,2056,1345,203,61,3666,1794,1247,168,57,3269,1585,1012,84,43,2726,1442,992,82,32,2537,1433,894,87,23,2444,1189,811,86,22,2105,763,628,63,4,1462,302,370,47,9,723,119,187,17,0,321,36,72,10,6,122,13507,11890,1349,429,27180,0,0,0,0,0,3,11,0,0,17,10,6,0,4,18,15,8,0,3,26,9,7,0,0,17,8,7,0,0,23,4,3,0,0,13,9,0,0,4,12,13,0,0,0,15,4,7,0,0,10,5,0,0,0,6,0,0,0,0,0
20602,0,0,3,0,0,6,4,0,0,9,6,9,4,0,13,8,4,0,0,18,0,10,5,0,9,5,6,6,0,16,5,10,0,0,18,7,12,0,0,19,5,8,4,0,14,0,9,0,0,12,0,4,0,0,9,0,3,0,0,7,3,10,0,0,12,49,89,18,0,153,63,556,87,8,717,525,993,127,34,1686,1171,810,98,42,2125,1405,725,119,37,2287,1113,689,100,25,1928,1049,575,53,19,1689,1017,615,50,25,1704,1051,607,49,17,1719,804,491,45,19,1362,536,444,46,6,1040,232,279,25,3,542,61,124,15,3,213,33,46,0,0,83,9070,6956,811,249,17084,0,3,0,0,3,5,0,0,0,8,9,7,0,0,16,12,3,0,0,16,5,3,0,0,5,4,5,0,0,10,4,6,0,0,9,10,0,0,0,9,5,4,4,0,13,0,0,0,0,9,0,8,0,0,4,0,3,0,0,3
20603,0,15,0,0,15,3,6,3,0,14,10,11,0,0,23,9,3,4,0,11,10,8,0,0,13,9,18,5,0,27,11,8,0,0,22,0,10,0,0,17,6,8,0,0,12,8,6,3,0,16,3,3,0,0,6,0,6,0,0,9,0,9,0,0,8,55,114,18,7,191,80,1161,155,8,1396,696,1430,132,48,2300,1356,853,119,50,2377,1495,827,167,51,2543,1321,776,135,40,2277,1237,759,78,31,2109,1328,784,86,26,2223,1305,722,75,28,2137,1063,614,69,20,1766,597,534,73,20,1225,262,356,40,8,671,85,156,12,10,256,27,56,7,0,87,10842,9030,1155,343,21368,0,11,0,0,11,3,12,0,0,19,16,0,0,0,17,3,6,0,0,7,6,3,0,0,10,9,8,0,0,16,7,4,0,0,10,12,4,0,0,15,14,7,0,0,15,8,6,0,0,15,4,0,0,0,6,0,0,0,0,0
20604,9,27,13,0,52,56,92,39,7,194,151,137,45,0,335,174,123,49,5,353,181,113,46,11,345,202,119,51,5,373,207,93,42,6,346,145,80,45,4,273,145,83,49,4,282,74,83,35,11,202,56,53,26,8,145,24,41,8,3,66,14,29,14,16,73,1438,1073,457,83,3046,604,3461,1063,170,5298,16899,15377,3045,755,36079,49254,13452,2991,1088,66781,58810,13165,5120,1107,78200,60231,13715,4566,889,79398,50224,10909,2110,561,63802,40447,7933,1258,423,50057,32857,6515,1211,356,40935,23388,5501,1257,288,30431,13342,4917,1102,172,19538,4631,2904,618,99,8255,1278,1427,209,63,2978,300,621,112,88,1115,352256,99909,24648,6059,482865,6,24,8,3,40,93,73,13,16,199,227,65,16,36,345,237,71,26,35,372,255,65,21,35,376,237,75,8,28,349,222,32,12,15,279,183,37,14,12,244,143,43,4,10,191,95,54,10,4,161,32,21,0,5,56,13,13,4,7,33
20605,0,4,0,0,11,14,24,7,0,45,25,30,6,0,60,26,19,6,0,46,34,18,10,3,64,41,23,3,0,69,34,35,6,0,70,34,16,4,0,55,18,20,16,0,51,25,21,5,0,51,7,22,7,0,35,5,7,4,0,14,4,21,4,0,26,257,253,81,14,609,244,1258,247,37,1781,3548,3605,449,168,7769,9286,3258,471,220,13240,10409,2796,668,222,14091,9747,2652,582,187,13169,8066,2000,267,118,10453,7136,1831,207,66,9249,6225,1667,222,84,8202,4410,1495,198,53,6162,2666,1334,183,42,4216,1056,866,103,31,2052,339,516,44,15,913,126,259,26,13,420,63262,23540,3658,1259,91716,0,13,0,0,15,18,18,0,5,44,48,10,3,4,63,36,14,4,5,61,47,19,3,4,74,40,15,0,9,62,35,17,3,6,55,44,12,4,0,61,52,19,3,4,73,26,17,0,0,36,8,6,0,0,18,8,0,0,0,13
20606,0,9,4,0,11,3,10,0,0,16,7,21,3,0,30,8,8,4,0,11,6,11,6,0,20,10,10,0,0,17,0,5,0,0,14,14,10,0,0,26,11,9,0,0,20,5,10,0,0,18,3,6,3,0,15,4,9,0,3,23,4,13,7,0,23,80,128,23,10,236,77,955,137,6,1180,1281,2426,356,76,4141,3379,1895,288,94,5654,3396,1481,299,83,5262,2667,1295,224,57,4243,2027,954,99,34,3115,1862,899,89,34,2876,1716,923,91,29,2756,1410,836,83,29,2356,838,685,75,20,1621,392,528,69,12,1004,200,341,25,12,582,91,203,32,8,334,19331,13416,1870,490,35103,0,11,0,0,10,7,11,0,4,25,10,7,0,4,21,17,7,0,0,25,14,9,0,3,27,15,4,0,5,18,24,5,3,0,31,10,11,0,0,24,14,9,0,0,26,13,11,0,0,19,3,0,0,0,5,0,6,0,0,4
20607,0,7,4,0,17,14,33,3,0,50,27,36,8,0,80,40,37,5,0,84,27,28,8,4,64,25,25,3,0,53,32,27,6,0,66,25,28,3,0,58,27,16,4,0,56,17,21,11,0,41,17,18,3,0,33,8,9,5,0,19,5,14,0,5,21,240,304,67,19,634,183,1569,275,27,2068,3567,4573,621,148,8912,10035,4036,645,227,14943,11289,3601,904,202,16005,9262,3268,717,160,13407,7204,2473,310,113,10094,6054,2064,223,91,8426,4985,1962,210,75,7237,3560,1669,197,55,5478,2250,1411,192,36,3892,950,925,113,25,2012,296,457,55,13,829,97,255,27,10,391,59747,28264,4497,1187,93694,0,7,0,5,13,17,28,3,15,57,43,22,0,6,68,42,19,9,8,77,39,7,0,8,58,40,15,4,3,59,32,16,0,5,56,24,15,0,3,45,22,13,0,0,35,18,11,0,4,35,5,6,4,0,16,0,4,0,0,4
20701,4,19,4,0,26,6,34,3,0,48,19,30,8,0,55,17,35,8,0,58,13,38,10,0,55,19,25,6,0,51,24,33,11,3,71,23,33,12,0,72,19,41,12,6,74,13,28,0,0,45,7,30,0,5,42,8,29,0,0,33,3,26,8,6,40,173,403,85,16,673,158,2717,402,38,3313,2262,4490,460,128,7338,5644,2656,298,159,8758,6275,2399,494,135,9299,5874,2445,426,96,8841,5304,2320,195,85,7909,5303,2449,170,66,7995,5030,2484,197,98,7809,3883,2282,193,52,6409,2544,2120,182,35,4884,1014,1414,158,22,2610,370,810,57,14,1249,139,469,36,23,665,43801,29048,3268,949,77075,0,14,4,0,24,10,26,7,8,44,20,15,0,5,36,26,13,0,3,42,31,15,0,5,48,29,12,0,0,45,28,15,0,4,51,29,11,0,4,44,35,16,0,5,57,18,26,0,0,43,12,13,4,0,28,3,9,0,4,17
20702,0,18,3,0,22,4,12,5,0,18,6,15,6,0,21,3,9,0,0,17,8,6,0,0,14,6,9,0,0,16,6,6,0,0,16,4,9,0,0,14,13,14,0,0,28,5,17,7,0,29,3,13,0,0,17,3,7,0,0,9,0,12,3,6,20,52,156,31,12,248,103,1610,266,12,1991,725,2017,288,38,3069,1428,1022,146,44,2641,1593,886,193,56,2729,1431,1036,154,53,2674,1302,951,92,29,2373,1380,1005,93,34,2513,1393,1041,107,36,2577,1185,1017,129,27,2363,764,808,107,20,1704,321,489,67,14,891,78,266,20,4,369,43,150,19,9,222,11753,12302,1695,368,26114,0,8,0,0,9,0,12,0,0,15,7,0,0,3,14,8,6,0,5,13,15,7,0,0,18,7,7,0,0,8,8,11,0,4,18,16,8,3,0,23,8,4,0,0,13,11,3,0,0,12,3,3,0,0,7,0,0,0,0,0
20703,0,10,0,0,16,6,27,0,3,34,15,12,5,0,34,16,18,0,0,35,13,20,8,0,35,16,18,4,0,40,19,12,4,3,40,18,21,6,0,45,18,25,4,0,46,14,17,8,0,43,9,12,5,0,29,0,8,0,0,21,5,16,0,3,27,131,228,52,15,425,141,1609,227,15,1995,1522,2565,242,88,4410,3470,1832,237,113,5647,3790,1789,387,94,6059,3577,1948,301,72,5906,3147,1717,150,59,5072,3281,1667,120,43,5115,3239,1558,149,47,4991,2613,1454,159,42,4267,1755,1287,173,15,3230,580,725,86,10,1400,153,345,30,4,541,45,190,17,19,269,27322,18681,2279,621,48905,0,4,0,0,9,7,13,3,5,31,13,14,4,0,27,9,8,0,0,26,16,6,0,4,26,14,17,0,6,37,16,4,0,0,27,17,3,0,0,26,11,14,0,5,27,14,5,3,0,21,4,7,0,0,13,6,5,0,0,3
20801,0,17,0,0,23,0,10,0,0,9,8,14,0,0,21,3,9,0,0,10,5,9,6,0,12,6,3,0,0,15,7,9,6,0,21,10,6,0,0,19,10,6,5,0,21,12,14,3,0,23,5,7,0,0,12,0,12,0,0,16,3,9,3,3,26,67,134,25,9,232,130,1459,235,21,1843,1037,2001,239,57,3327,1831,1040,149,62,3081,1888,931,185,65,3076,1835,1055,157,46,3089,1764,1103,97,42,3005,2033,1276,102,40,3459,2122,1308,104,41,3574,1802,1270,117,40,3224,1101,1164,117,23,2404,501,751,57,15,1323,191,457,33,0,688,72,249,19,7,351,16304,14080,1609,454,32450,0,12,4,0,15,7,10,0,4,24,11,6,0,0,19,7,6,0,0,13,10,7,0,5,15,11,5,0,0,22,16,4,0,0,19,9,4,0,3,18,12,9,0,0,21,0,8,0,0,10,5,5,0,0,9,5,5,0,0,8
20802,0,11,5,0,17,5,24,0,0,32,5,15,0,0,19,12,16,0,0,27,11,19,0,0,30,15,13,0,0,38,13,15,0,0,33,6,19,3,0,28,11,20,3,0,32,12,18,0,3,33,4,21,4,0,33,10,16,3,0,22,0,20,0,0,17,100,218,35,8,359,139,1769,206,16,2127,1180,2575,252,64,4071,2618,1662,174,111,4567,2767,1476,255,93,4582,2663,1671,202,78,4617,2418,1502,129,55,4104,2642,1566,130,51,4402,2495,1575,133,50,4264,2018,1422,130,32,3592,1387,1280,115,31,2813,610,911,76,19,1606,218,503,45,9,782,70,231,26,7,332,21235,18134,1877,611,41861,0,15,0,0,13,10,18,0,0,33,10,10,0,5,23,18,6,0,0,31,13,9,0,8,29,19,9,0,7,23,21,6,0,0,25,17,14,0,0,26,17,14,0,0,27,8,4,0,0,13,4,11,0,0,14,4,5,0,0,9
20803,0,19,3,0,33,7,40,0,0,52,16,34,4,0,56,16,17,6,0,43,15,20,3,0,43,17,32,4,6,64,33,30,6,0,74,38,36,9,0,76,28,34,7,0,62,17,34,4,4,58,18,14,0,6,37,5,13,5,0,25,0,18,4,0,24,217,343,58,20,644,417,3148,440,34,4044,2614,3668,470,101,6849,4779,2046,328,186,7343,5030,1819,380,147,7373,4991,2013,280,117,7398,4789,1962,191,109,7052,5350,2102,163,102,7721,5291,2126,237,77,7729,4363,1916,236,61,6578,2799,1674,225,46,4745,1101,1004,134,18,2258,324,515,43,16,898,102,262,30,6,408,41957,24259,3148,1021,70393,3,16,3,0,24,16,14,3,6,35,22,20,0,0,47,23,6,4,0,35,24,9,0,0,38,31,11,4,0,51,37,6,0,3,47,35,14,0,3,59,26,20,4,4,53,35,12,4,0,48,9,10,3,4,21,6,11,0,0,20
20804,0,10,5,0,13,9,18,3,0,29,3,7,0,0,14,10,12,0,0,23,4,6,6,0,14,3,8,0,0,12,4,5,6,0,16,10,8,0,0,14,7,9,3,0,23,0,8,0,0,9,0,14,0,0,14,0,4,0,0,4,0,5,3,0,6,49,115,27,4,197,48,1218,282,16,1558,801,2481,523,63,3869,1776,1177,200,49,3205,1714,874,223,45,2851,1504,871,147,51,2566,1232,727,88,31,2076,1334,732,63,20,2150,1283,779,70,37,2173,919,686,69,19,1692,628,657,76,18,1380,291,396,49,9,740,100,259,19,7,387,47,126,7,7,183,11676,10982,1814,359,24826,0,10,0,0,10,0,21,0,0,22,10,3,0,0,17,8,5,4,3,18,9,4,0,0,22,7,5,0,0,16,9,0,0,0,12,11,14,0,0,17,12,0,5,0,16,8,5,0,0,16,0,7,0,0,9,0,0,0,4,0
20901,0,24,5,0,33,5,24,0,0,29,10,24,4,0,35,17,17,3,0,39,12,22,0,4,39,15,21,0,0,30,15,15,7,0,32,22,29,4,0,46,16,19,8,0,39,15,16,6,0,37,9,13,3,0,28,3,7,0,0,12,0,6,0,0,10,136,239,33,9,417,247,1851,230,21,2347,1542,2526,285,97,4449,3081,1633,265,85,5056,3213,1757,390,87,5441,2745,1907,298,78,5024,2680,1767,159,58,4660,2779,1795,136,46,4764,2738,1782,160,47,4719,2247,1660,166,43,4118,1597,1490,211,26,3325,674,866,118,22,1677,190,363,38,3,595,56,178,21,12,264,23775,19593,2458,627,46456,5,8,0,0,12,12,18,5,4,34,16,4,0,3,22,13,7,5,4,27,12,7,0,0,24,7,15,0,0,26,21,11,0,0,43,11,11,0,4,31,5,6,3,0,24,22,12,5,0,35,8,5,0,0,15,0,3,0,0,4
20902,0,13,3,0,21,0,27,4,0,31,9,23,3,0,34,7,24,6,0,33,16,15,0,0,32,11,19,4,0,28,12,22,0,0,34,12,14,3,0,33,17,15,3,0,35,16,22,8,4,50,7,10,0,0,19,6,3,0,0,10,0,8,0,0,8,117,206,37,8,369,143,1191,182,25,1539,1098,2006,264,96,3462,2480,1415,195,112,4196,2690,1412,267,103,4469,2562,1350,194,77,4181,2398,1268,112,46,3831,2436,1176,100,58,3771,2372,1101,132,49,3656,1960,995,126,40,3117,1276,880,124,26,2302,466,448,68,8,997,115,195,26,8,340,40,72,22,8,142,20042,13496,1818,643,35999,0,12,0,0,16,0,10,3,9,22,10,3,0,3,19,14,6,0,0,24,21,4,0,4,36,5,9,0,0,22,6,6,6,0,22,19,6,3,5,32,16,6,0,3,26,4,6,0,0,14,7,6,0,4,12,0,0,0,0,4
20903,0,5,5,0,5,6,5,0,0,12,0,5,0,0,9,0,9,0,0,11,0,8,3,0,13,9,3,0,0,14,7,7,4,0,21,3,11,0,0,14,3,3,0,0,10,0,11,0,0,11,4,0,0,0,7,5,6,0,0,6,0,10,0,0,12,47,76,20,0,144,116,1048,166,16,1341,580,861,110,31,1584,725,413,80,24,1232,755,452,105,29,1344,738,584,76,17,1404,788,595,64,22,1461,947,638,45,25,1658,987,638,53,11,1690,806,651,97,14,1569,527,600,74,11,1213,205,391,45,8,645,95,172,16,11,290,37,124,9,0,167,7311,7162,935,211,15618,0,8,0,0,14,0,6,0,0,10,0,3,0,0,4,4,0,0,0,6,3,5,0,0,7,12,7,0,0,16,6,3,0,0,11,5,0,0,0,5,7,0,0,0,7,3,10,0,0,12,5,3,0,0,9,0,0,0,0,3
20904,3,30,8,3,39,14,37,5,0,51,20,41,8,0,70,12,26,13,0,55,19,40,7,0,65,27,39,4,0,69,25,42,7,0,76,29,36,10,4,79,26,42,7,4,81,17,40,6,7,71,12,18,0,0,36,5,12,5,0,18,4,18,3,0,27,217,412,78,19,725,494,3469,335,56,4360,2988,3727,385,178,7277,5418,2506,361,246,8531,5608,2761,534,217,9122,5404,2996,363,186,8956,4830,2512,236,123,7693,4689,2290,209,87,7276,4354,2080,225,101,6766,3609,1797,201,90,5695,2291,1506,206,43,4047,891,798,103,28,1817,197,281,38,12,525,80,135,14,16,245,40854,26854,3208,1385,72302,7,22,9,0,30,11,22,0,8,47,38,18,0,0,57,24,7,0,3,46,34,16,3,6,57,35,14,0,9,55,37,24,0,5,72,25,16,0,0,43,39,15,0,10,61,16,6,3,4,32,4,8,0,0,14,0,4,0,0,4
21001,3,11,4,0,19,12,14,4,0,26,11,16,6,0,36,5,10,0,0,11,17,10,3,0,33,17,9,4,0,28,6,10,5,0,24,11,15,0,0,31,16,3,4,0,35,7,18,0,0,25,3,11,4,3,20,3,4,3,0,6,0,8,0,3,13,117,136,39,14,309,306,1275,209,23,1802,1733,1594,195,91,3613,2716,1033,153,113,4023,3075,1018,206,103,4408,3035,983,181,59,4265,2759,902,125,88,3874,2871,995,110,53,4035,2811,1011,127,53,3992,2218,860,122,35,3235,1471,772,121,36,2404,502,451,69,9,1035,125,183,21,12,341,48,81,13,7,147,23672,11162,1654,688,37170,5,4,0,0,9,17,0,0,3,23,21,7,0,0,29,15,4,0,12,25,20,9,0,3,31,15,8,7,0,25,19,10,0,0,25,24,21,0,0,45,15,0,4,0,25,11,7,3,0,18,4,3,0,4,9,0,3,0,0,3
