POW_SA3_CODE_2021,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000_3499_Mng,NG_3000_3499_Pro,NG_3000_3499_TecTW,NG_3000_3499_CoPSW,NG_3000_3499_ClAW,NG_3000_3499_SWks,NG_3000_3499_MaOpDv,NG_3000_3499_Lab,NG_3000_3499_IDNS,NG_3000_3499_Tot,NG_3500mo_Mng,NG_3500mo_Pro,NG_3500mo_TecTW,NG_3500mo_CoPSW,NG_3500mo_ClAW,NG_3500mo_SWks,NG_3500mo_MaOpDv,NG_3500mo_Lab,NG_3500mo_IDNS,NG_3500mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot
20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,6,4,0,0,0,0,19,0,9,0,16,5,0,0,0,0,25,0,8,0,6,5,0,0,4,0,27,7,18,0,12,13,0,0,9,0,61,0,24,10,15,30,0,0,11,4,89,3,33,5,14,68,0,11,4,0,144,4,54,10,17,123,4,9,4,0,226,9,80,6,10,126,4,6,0,0,244,18,84,14,17,82,3,3,3,0,230,38,131,0,4,35,0,0,0,4,208,73,167,4,3,20,0,0,0,0,265,11,28,0,0,0,0,0,0,0,40,28,18,0,0,0,0,0,0,0,50,0,10,0,0,3,0,0,0,0,10,188,672,49,119,517,23,21,27,11,1627,0,0,0,0,3,0,0,0,0,4,0,0,4,7,13,0,0,0,0,25,0,15,0,16,17,0,0,0,0,53
20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,0,0,0,12,0,9,0,0,3,0,0,0,0,13,0,3,0,0,6,0,0,0,0,11,0,5,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,13,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,39,0,8,24,3,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,4,0,0,0,4,0,16
20103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,0,0,0,7,3,5,0,0,6,0,0,0,0,9,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,26,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
20201,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,16,0,7,0,0,0,0,0,0,0,19,0,4,0,0,11,0,0,0,0,18,0,14,4,5,17,4,0,0,0,52,0,10,0,8,12,0,13,0,0,52,6,15,0,9,47,0,21,0,0,98,3,36,4,3,72,0,7,0,0,130,5,49,9,8,124,4,3,0,6,208,8,56,7,6,65,0,6,0,3,152,16,69,3,0,33,0,0,0,6,133,39,104,8,0,13,0,0,0,4,173,8,7,0,0,0,0,0,0,0,18,8,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,98,398,36,51,412,15,56,7,22,1092,0,3,0,4,0,0,0,0,0,7,0,7,0,6,4,0,0,0,0,22,0,17,0,28,5,0,0,0,0,51
20202,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,4,0,0,0,10,0,0,0,5,0,0,0,0,0,12,0,3,0,0,10,5,0,0,0,14,0,3,0,0,0,0,0,0,0,9,0,5,0,0,6,0,0,0,0,12,0,0,0,0,5,0,0,0,0,11,3,13,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,8,52,0,10,34,11,3,0,7,122,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,3,5,0,0,0,3,0,14
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4
20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,16,0,3,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20302,0,8,0,0,6,0,0,0,0,13,3,3,0,0,11,0,0,0,0,21,5,30,0,6,15,0,0,0,0,51,0,29,0,0,18,4,0,0,0,56,5,27,5,8,37,0,0,0,0,83,3,81,5,9,86,3,3,0,0,186,9,58,4,14,131,4,0,9,3,234,6,90,7,4,195,7,3,3,9,330,27,152,17,23,347,9,13,7,9,597,40,230,33,36,411,0,4,0,13,771,71,324,59,31,297,0,4,6,27,824,105,386,33,23,168,0,3,0,8,724,358,613,24,16,134,0,3,0,10,1160,60,87,0,0,4,0,0,0,0,156,72,105,0,0,12,0,0,0,0,192,3,8,0,0,8,0,0,0,0,24,761,2241,191,163,1879,43,37,22,83,5422,0,17,0,4,0,0,0,0,0,26,0,10,0,18,4,0,0,8,0,41,8,29,0,38,18,0,0,6,7,102
20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,6,0,4,0,0,3,0,0,0,0,11,0,3,0,0,6,0,0,0,0,10,0,0,0,0,0,3,0,0,0,11,0,0,0,4,16,0,0,0,0,20,0,0,0,3,20,0,0,4,0,32,0,13,0,0,25,6,0,0,0,54,0,11,0,3,32,3,3,4,0,53,3,22,7,4,22,0,0,0,0,58,11,21,11,3,5,3,0,0,3,55,17,55,12,5,12,0,0,0,4,100,3,5,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,45,150,27,24,149,20,8,7,6,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,14
20401,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,3,9,0,0,0,0,13,0,0,0,0,4,0,0,0,0,10,4,0,0,8,0,6,3,0,0,14,0,0,0,27,10,0,11,7,0,55,0,8,0,51,13,5,14,4,0,101,4,9,6,77,35,0,41,4,4,184,14,17,7,80,41,0,21,0,0,188,33,49,13,65,26,0,17,0,6,205,72,27,6,34,7,0,4,0,0,163,114,20,11,38,6,0,0,0,3,189,14,0,0,0,0,0,0,0,0,22,8,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,272,138,45,394,162,14,119,21,17,1181,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,7,0,11,0,0,0,6,0,18
