POW_SA3_CODE_2021,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000_3499_Mng,NG_3000_3499_Pro,NG_3000_3499_TecTW,NG_3000_3499_CoPSW,NG_3000_3499_ClAW,NG_3000_3499_SWks,NG_3000_3499_MaOpDv,NG_3000_3499_Lab,NG_3000_3499_IDNS,NG_3000_3499_Tot,NG_3500mo_Mng,NG_3500mo_Pro,NG_3500mo_TecTW,NG_3500mo_CoPSW,NG_3500mo_ClAW,NG_3500mo_SWks,NG_3500mo_MaOpDv,NG_3500mo_Lab,NG_3500mo_IDNS,NG_3500mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot
20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,4,0,3,5,3,0,0,0,20,0,5,0,0,9,5,0,0,0,14,0,7,0,0,19,4,6,0,0,38,0,9,0,0,23,0,0,0,0,37,0,4,0,0,5,0,0,0,0,14,6,6,3,0,0,0,0,0,0,17,6,12,0,0,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,49,5,13,84,11,6,0,0,186,0,4,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,7,0,8,3,10,0,0,0,0,0,18
20403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,3,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,7,3,4,0,3,13,0,0,0,0,29,4,8,10,23,18,3,3,0,0,66,7,10,88,96,30,4,8,0,6,257,9,17,157,98,45,3,20,0,8,357,24,31,53,76,55,0,18,0,8,256,51,63,41,33,47,0,10,0,11,262,54,48,32,36,21,0,0,0,0,193,107,66,7,35,25,0,8,0,4,247,9,8,0,7,0,0,0,0,0,22,10,7,0,0,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0,3,282,268,393,398,268,12,69,10,30,1733,0,0,0,0,0,0,0,0,0,7,0,3,0,6,3,0,0,0,0,12,0,3,0,10,0,0,0,0,0,21
20501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,4,0,0,0,0,11,0,0,0,0,5,4,0,0,0,10,0,0,0,0,5,0,0,0,0,12,0,5,0,0,8,0,0,0,0,18,0,0,0,0,10,0,0,0,0,15,0,4,0,0,4,0,0,0,0,13,7,9,0,0,3,0,0,0,0,15,0,6,0,0,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,8,60,7,4,0,3,133,0,5,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,3,0,17,0,11,5,0,0,0,0,28
20502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,3,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,3,9,0,0,0,0,17,0,0,0,4,9,5,0,0,0,17,0,0,0,5,10,0,0,0,0,14,4,7,0,0,10,0,0,0,0,16,0,8,6,0,0,0,0,0,0,19,11,7,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,21,19,4,13,55,8,0,3,3,134,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9,0,3,0,10,4,0,0,4,0,24
20503,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,10,0,0,0,0,8,0,0,0,0,10,0,0,0,0,11,0,0,0,0,15,0,0,3,3,10,3,0,0,0,21,0,0,0,0,3,4,0,0,0,13,4,4,0,4,7,4,0,0,0,23,0,6,0,0,9,3,0,0,0,17,4,8,0,5,9,0,0,0,0,20,0,0,0,0,6,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,5,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,26,3,20,74,18,0,0,0,161,0,0,0,3,0,0,0,0,0,3,0,9,0,3,4,0,0,0,0,12,0,13,0,12,0,0,0,0,0,26
20504,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,12,0,4,0,4,11,0,0,0,0,18,0,8,5,4,49,5,0,0,0,69,0,15,3,6,77,4,0,0,0,102,0,3,0,11,117,5,0,0,0,135,7,28,0,3,161,9,0,0,0,217,9,42,4,5,171,0,3,0,7,241,20,53,9,0,86,3,0,0,4,179,11,49,0,3,43,0,0,0,5,119,47,65,0,0,21,0,0,0,0,134,4,4,0,0,0,0,0,0,0,8,8,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,109,283,26,42,751,31,16,4,25,1280,0,0,0,0,6,0,0,0,0,3,0,4,0,3,5,0,0,0,0,13,0,4,0,11,9,0,0,0,0,30
20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,4,3,0,0,0,0,10,0,3,0,0,4,0,0,0,0,8,0,0,0,0,8,0,0,0,0,20,4,3,0,0,12,4,0,0,0,29,11,8,0,11,9,0,0,0,0,38,26,27,4,9,17,3,0,0,4,91,29,35,3,9,36,0,0,0,12,122,69,95,18,25,26,0,0,0,0,236,27,43,7,7,14,0,0,0,4,107,71,118,9,6,9,0,0,0,0,219,9,53,0,0,0,0,0,0,0,62,12,28,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,5,257,409,49,93,136,11,5,5,20,991,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,6,0,12,3,0,0,0,0,13
20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,0,10,0,3,4,0,0,0,0,24,0,18,0,6,20,3,0,0,0,46,0,30,0,0,27,0,0,0,0,61,0,30,5,0,56,3,0,0,7,98,5,23,3,0,71,0,0,0,0,104,5,53,0,0,46,0,0,0,8,125,12,49,3,0,22,0,0,0,0,87,19,63,4,0,6,0,0,0,0,91,9,8,0,0,0,0,0,0,0,16,3,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,65,305,18,21,267,12,0,0,15,699,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,11,0,5,4,9,0,0,0,0,0,17
20602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,9,0,3,4,7,0,0,0,16,0,8,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,6,3,6,0,0,8,0,0,0,0,18,5,8,0,0,4,0,0,0,0,11,8,10,0,0,3,0,0,0,0,21,3,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,54,0,12,25,9,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,4,0,4,0,0,0,0,0,10
20603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,5,4,0,0,0,0,8,3,3,0,4,21,0,0,0,0,27,0,3,0,0,29,6,0,0,0,34,0,5,0,0,61,6,0,0,0,76,5,23,0,0,92,4,0,0,4,126,5,55,0,5,142,0,0,0,9,211,24,89,0,0,114,0,0,0,7,239,29,68,3,0,80,0,0,0,0,173,103,94,5,3,74,0,0,0,7,286,15,16,0,0,10,0,0,0,0,36,14,8,0,0,3,0,0,0,0,27,0,5,0,4,0,0,0,0,0,5,201,378,4,28,625,12,0,3,26,1267,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,15
20604,9,32,0,4,18,0,0,0,6,76,4,108,12,18,42,0,0,3,0,186,7,221,13,27,58,3,0,0,3,333,7,238,28,20,91,6,0,6,3,402,16,203,24,31,97,4,0,7,8,388,10,550,34,48,189,33,0,10,8,888,30,619,29,36,280,23,9,13,11,1061,62,778,60,43,535,54,10,0,24,1565,145,1165,112,76,1156,81,4,12,43,2795,275,1721,189,85,1761,51,12,11,92,4197,552,2799,269,123,1893,43,0,3,93,5775,812,3259,192,133,1224,23,0,0,88,5733,3160,6613,275,272,1255,54,3,9,137,11781,932,1363,35,29,172,21,0,4,28,2588,1519,1817,14,15,164,9,0,0,24,3561,13,53,0,3,37,0,0,0,18,133,7556,21540,1275,976,8974,413,42,75,593,41448,9,42,0,11,18,0,0,0,3,91,0,39,7,20,23,0,0,6,0,91,7,54,18,34,43,5,0,8,7,170
20605,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,9,0,0,4,0,0,0,0,17,0,3,0,0,9,0,0,0,0,13,0,10,0,3,12,3,0,0,0,30,0,18,0,3,16,5,0,4,0,47,6,34,6,11,21,0,3,0,4,72,4,39,4,8,45,3,3,0,0,116,4,55,8,9,78,8,3,0,0,179,15,88,5,22,75,4,0,0,4,216,25,129,19,6,52,3,6,0,0,234,29,144,18,0,32,5,0,0,0,238,111,294,16,8,29,0,0,0,7,468,34,40,0,0,4,0,0,0,0,81,41,34,0,0,7,0,0,0,0,85,0,5,0,0,3,0,0,0,0,6,269,896,77,86,391,42,20,5,24,1801,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,14,0,12,0,18,7,0,0,0,0,38
