POW_SA3_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
20604,4151,15313,2808,1883,9775,1610,461,758,556,37311,5068,17970,2426,1342,7767,1407,413,546,501,37444,4909,16480,1874,581,4749,885,379,528,376,30762,17227,42867,3424,682,7067,1766,1048,840,726,75649,8012,12441,801,116,1700,499,337,204,220,24328,20064,24218,935,235,2962,1339,207,197,473,50635,298,661,161,139,320,113,54,117,286,2155,68192,152705,22421,21952,61645,19850,5317,14312,5158,371556,11,16,18,12,8,9,3,10,156,240,3,9,4,11,7,18,0,10,89,156,8,14,9,26,5,14,4,13,100,179,4,14,18,21,20,10,6,21,135,244,0,14,15,32,8,10,7,31,147,259,5,21,12,35,22,6,15,38,165,321,10,20,36,35,28,9,14,42,172,372,19,43,47,20,52,18,27,34,237,504,21,89,44,23,38,9,24,24,235,508,19,75,31,15,40,4,10,13,163,372,9,83,22,9,15,3,8,4,128,294,20,69,12,10,14,3,4,3,88,230
20605,1424,3483,1300,505,1775,601,327,290,130,9828,1662,3507,1147,273,1250,546,226,281,96,8996,1439,2753,946,136,697,362,145,211,84,6769,4260,6087,1534,140,950,678,194,367,126,14328,1616,1513,275,37,230,166,33,103,47,4013,4104,2649,240,58,284,378,34,59,103,7905,88,119,78,37,57,42,30,35,68,549,17552,26598,9671,6206,11504,6285,3333,4436,1156,86740,0,0,0,0,0,0,0,3,36,41,0,0,0,0,0,3,0,5,16,25,0,0,3,5,0,4,3,3,14,41,0,3,0,0,3,3,0,8,27,48,0,0,5,8,6,0,0,14,26,56,3,7,3,8,5,0,3,9,41,81,0,8,8,3,5,0,3,4,36,75,4,7,9,6,6,5,11,6,55,115,4,9,11,7,13,4,9,5,55,115,0,12,9,3,5,0,3,4,38,77,6,16,5,0,0,0,0,3,16,58,0,22,3,0,0,0,0,0,17,52
20606,588,1229,467,253,482,248,25,93,40,3424,587,1294,309,143,345,228,16,45,27,3007,425,956,177,69,141,115,16,42,25,1958,1024,1921,240,66,190,171,15,32,41,3700,367,482,32,21,50,66,0,15,19,1043,1014,1111,43,42,90,163,3,13,76,2556,44,59,40,18,17,27,0,8,31,241,5751,9913,3502,4095,3398,3855,334,1891,439,33174,0,0,0,0,0,0,0,0,7,16,0,0,0,5,0,0,0,0,0,6,0,3,0,4,0,0,0,0,7,18,0,0,0,0,0,0,0,3,18,24,0,0,0,3,0,4,0,4,10,19,0,0,3,7,4,3,0,3,10,32,0,4,3,0,5,0,4,4,7,30,0,6,0,6,4,0,3,0,17,33,0,4,10,0,0,5,0,5,13,38,0,4,0,0,0,4,0,0,11,27,3,13,0,0,6,0,0,0,4,24,0,5,4,0,0,0,0,0,4,17
20607,1474,4079,1118,516,1496,593,180,202,107,9764,1640,4320,843,292,971,498,94,149,98,8897,1433,3234,592,127,562,332,59,107,81,6521,3690,6778,913,139,719,575,64,188,118,13192,1406,1445,184,19,146,134,11,18,20,3382,3302,2370,183,46,210,243,12,26,65,6455,67,143,65,52,52,43,8,31,52,529,16117,29921,8277,6906,9923,7054,1745,3775,986,84703,0,0,3,0,0,0,0,3,22,30,0,0,0,0,0,0,0,3,18,27,0,0,0,5,0,4,0,6,18,42,0,0,0,8,4,4,3,0,34,59,0,3,5,4,3,0,0,8,19,47,0,5,3,5,5,4,0,9,33,67,0,8,12,9,8,0,0,3,40,79,0,7,12,7,5,3,3,6,39,86,4,15,11,9,11,6,5,4,39,90,7,20,3,0,3,3,5,0,21,69,4,11,6,3,5,5,3,3,29,70,0,11,0,0,0,0,0,0,14,41
20701,838,2489,746,558,1163,399,65,147,82,6490,991,2740,532,319,844,354,46,90,70,6001,854,2288,320,151,501,242,28,63,61,4508,2435,5276,456,134,677,432,46,86,77,9613,982,1222,87,24,157,160,18,22,36,2707,2578,2363,98,42,273,256,13,11,63,5711,70,140,35,45,60,45,3,28,58,490,11583,22695,5643,8235,8932,6652,840,3291,836,68709,3,0,5,4,4,0,0,0,20,39,0,0,5,0,0,0,0,6,17,27,0,3,0,4,0,6,0,4,10,33,0,5,4,4,0,0,0,0,16,37,0,3,0,0,5,8,0,0,26,43,0,5,9,12,3,3,0,3,29,62,6,3,3,8,3,0,4,8,35,65,0,7,7,9,0,0,9,4,40,76,7,9,4,4,7,0,8,9,32,77,6,8,8,0,7,0,0,0,24,54,7,11,4,0,0,0,0,0,20,46,4,21,0,4,0,0,0,0,17,48
20702,314,509,277,155,249,166,121,88,18,1898,258,497,207,118,171,105,69,64,20,1509,193,369,131,54,91,75,51,30,7,994,438,674,171,40,138,107,22,31,16,1637,159,164,21,12,23,26,0,5,9,420,361,346,31,8,38,55,0,6,9,863,19,30,25,25,14,40,5,14,9,179,3104,4433,2510,3433,2461,4369,789,1806,262,23169,0,0,0,0,0,0,0,6,0,8,0,3,0,3,3,0,0,0,9,21,0,3,4,3,0,0,0,0,0,12,0,3,3,0,0,0,0,0,3,13,0,0,3,5,0,0,0,0,11,18,0,0,3,6,7,4,0,0,14,29,0,0,0,0,4,0,0,0,10,30,0,0,8,0,7,3,0,0,20,36,0,0,0,5,0,0,0,3,20,32,0,0,0,0,0,0,0,0,14,19,0,4,0,0,0,0,0,0,10,15,0,5,0,0,0,0,0,0,3,9
20703,432,1162,449,344,526,209,66,116,34,3348,459,1288,372,224,381,159,33,67,38,3033,339,966,258,109,215,86,37,57,17,2080,979,1806,395,90,263,122,66,48,28,3808,304,392,70,14,58,31,4,8,12,882,608,679,62,13,60,51,6,8,13,1504,25,63,39,40,30,23,6,13,22,260,4728,10024,4166,4586,5006,3553,936,2456,473,35917,0,3,0,0,0,0,0,5,11,22,0,0,0,0,0,0,0,3,11,22,0,4,0,3,5,4,0,4,11,29,0,3,0,9,0,3,0,7,19,48,0,3,5,4,4,0,0,4,21,40,0,0,0,0,3,0,0,5,18,35,0,3,8,7,0,0,6,10,21,56,8,12,9,0,5,4,6,6,32,77,6,6,6,5,13,7,0,11,24,72,5,5,4,0,0,0,6,0,17,40,4,3,6,0,0,0,0,0,12,28,0,9,4,0,0,0,0,0,9,21
20801,444,840,482,280,361,171,78,115,20,2791,424,853,341,167,252,145,62,58,39,2335,343,711,201,95,154,97,31,36,18,1680,774,1378,272,79,193,189,26,35,22,2968,282,331,52,20,62,77,8,14,13,859,866,990,56,26,118,139,3,11,43,2251,41,60,35,33,33,25,4,19,15,265,4528,7709,3674,4624,3401,2989,683,1739,333,29686,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,8,12,0,4,0,0,0,0,0,0,7,22,0,0,0,3,0,0,0,0,7,9,0,7,0,0,0,0,5,0,6,17,0,8,5,0,6,4,0,5,7,27,0,3,4,3,0,0,4,0,23,40,0,3,0,3,3,0,4,4,17,31,0,4,9,0,0,0,4,0,11,24,5,0,0,0,0,0,0,0,7,17,4,5,0,0,0,0,0,0,0,18
20802,436,1150,553,356,471,195,46,125,29,3367,455,1171,428,195,328,161,37,86,39,2892,386,1011,284,88,174,131,17,52,28,2163,870,1792,318,82,230,186,25,76,32,3612,270,420,66,19,43,60,5,20,13,907,667,866,45,21,79,103,0,21,33,1828,43,86,48,38,26,22,6,17,25,315,4847,10082,4455,5719,4126,3445,678,2453,446,36247,0,0,0,0,0,0,0,3,10,20,0,4,0,4,0,0,0,0,12,20,0,5,4,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,15,32,0,0,5,5,4,4,0,3,15,34,0,0,0,0,0,0,3,3,12,25,0,6,3,8,0,0,4,0,16,35,0,3,0,10,9,4,6,0,20,56,0,6,4,5,4,0,0,7,17,46,4,10,3,0,6,0,3,4,21,50,4,4,3,0,0,0,0,4,16,34,5,10,3,0,0,0,0,0,13,22
20803,1095,1441,1456,342,1056,515,679,492,88,7172,1143,1378,1196,214,676,395,391,262,75,5737,926,1094,777,85,320,201,141,173,44,3761,2140,1899,918,98,421,354,128,201,40,6192,650,386,142,14,90,87,19,32,12,1427,1370,615,110,44,104,120,21,32,35,2442,79,61,118,38,51,54,39,61,48,540,10423,10364,10291,5910,7673,7760,5525,6966,807,65727,0,3,0,0,5,0,0,0,32,46,0,0,0,6,0,5,0,0,13,27,0,0,0,3,0,6,0,8,17,29,0,0,0,4,0,3,0,6,23,40,0,0,0,0,0,0,0,0,21,32,0,4,10,3,0,3,0,18,25,63,4,3,5,7,5,4,9,18,40,96,4,4,22,11,9,4,17,7,57,143,4,13,12,4,0,8,13,12,50,118,0,6,3,3,7,0,5,6,24,59,6,9,10,5,3,0,0,0,27,59,3,6,5,0,0,0,3,0,18,33
20804,304,755,257,174,309,172,28,46,14,2066,297,773,172,70,217,112,4,32,15,1691,210,617,107,46,148,72,8,21,9,1239,576,1019,130,43,149,109,8,22,17,2072,203,245,24,6,35,31,3,0,11,558,520,711,21,11,58,80,0,9,26,1428,26,52,18,22,23,25,0,8,20,196,3220,5944,1984,2975,2594,4746,319,1435,226,23445,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,9,10,0,0,0,0,0,0,0,4,4,15,0,4,0,4,0,0,0,0,11,19,0,3,0,6,0,0,0,0,8,19,0,7,0,0,0,4,3,3,15,28,0,0,8,9,6,3,0,3,14,37,0,4,4,0,4,3,0,0,14,22,6,8,0,0,3,0,6,0,5,19,5,3,0,0,0,0,0,0,3,17,0,3,0,0,0,0,0,0,0,11
20901,381,1003,594,334,409,148,125,151,25,3167,400,1131,468,214,265,121,56,112,28,2790,343,895,306,96,151,69,33,57,22,1976,700,1308,448,70,180,84,27,75,30,2926,213,301,77,9,35,32,6,8,12,694,391,589,41,14,67,59,8,6,21,1193,26,64,66,36,37,35,10,17,28,317,3895,8356,4863,4840,3936,3547,1245,2630,379,33693,0,0,0,0,0,0,0,0,12,16,0,0,0,5,0,0,0,0,9,21,0,0,0,3,0,0,0,0,8,18,0,0,0,3,0,0,0,0,11,23,0,0,0,3,0,0,6,7,17,31,0,8,0,4,3,3,0,6,14,45,3,7,7,4,4,3,0,4,22,49,4,3,5,3,4,0,7,3,27,52,0,5,8,11,3,4,0,4,21,54,5,5,3,0,0,0,0,0,17,36,0,11,3,0,0,0,0,0,5,25,0,5,0,0,0,0,0,0,11,16
20902,419,753,446,340,348,202,220,142,38,2910,417,708,339,205,243,138,135,98,24,2306,312,503,209,92,124,93,82,56,17,1487,676,726,255,79,118,114,91,59,26,2131,202,154,40,13,31,20,12,3,9,486,316,238,33,4,32,27,9,18,7,681,38,39,45,27,19,34,10,29,16,259,3712,5126,3584,4103,3019,4051,2143,2646,326,28709,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,5,9,0,3,0,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,15,30,0,0,0,9,0,0,0,0,9,27,0,0,0,4,6,0,4,4,24,41,4,0,8,6,3,0,4,5,26,47,0,3,3,8,5,0,4,10,19,52,0,4,5,8,5,6,0,8,19,56,4,0,3,3,4,0,6,0,20,41,4,9,0,0,0,0,0,0,12,32,0,0,0,0,0,0,4,3,4,20
20903,192,282,285,110,155,70,56,50,9,1208,189,298,245,61,127,45,36,36,12,1039,111,226,146,31,59,30,10,20,4,648,264,395,172,17,71,39,19,24,20,1029,82,121,22,3,26,8,8,9,4,284,164,237,29,5,26,21,12,3,6,496,26,18,31,13,21,16,4,10,11,142,1866,2770,2346,2096,1581,1359,444,1186,155,13811,3,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,9,12,0,0,3,0,0,0,0,0,5,11,0,0,3,0,0,0,0,0,4,10,0,4,4,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,5,11,6,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3
20904,858,1257,1240,460,790,400,774,576,96,6439,775,1206,992,271,500,291,566,306,59,4967,680,816,587,115,268,169,258,165,41,3106,1254,1398,766,86,299,253,224,215,50,4545,343,246,107,15,64,51,51,38,10,925,581,423,119,7,67,75,36,41,15,1368,63,59,111,46,65,76,41,83,50,587,7392,8666,9568,7039,7243,8288,6063,7808,868,62923,3,0,5,0,0,0,5,0,27,44,0,5,0,5,5,4,0,0,15,39,5,3,4,3,0,3,0,6,19,35,0,5,3,4,0,6,4,0,28,46,5,0,6,3,4,4,3,7,32,61,3,6,20,12,9,0,9,6,37,96,4,6,24,11,6,3,13,9,49,127,0,9,32,8,10,0,19,12,51,145,6,12,19,11,9,0,14,11,63,142,10,11,14,7,4,0,7,6,41,91,9,10,6,3,4,3,3,0,20,61,0,5,3,7,4,0,0,0,18,36
21001,518,619,816,250,794,225,431,271,54,3980,588,632,734,142,545,175,304,192,50,3358,498,502,487,76,251,135,138,104,26,2222,1139,1083,692,50,319,154,135,120,23,3725,371,237,107,12,61,21,18,15,11,853,629,336,93,10,84,51,14,17,14,1242,35,39,70,22,43,31,23,27,27,314,5145,4899,6107,2942,5487,3511,3253,3255,503,35103,0,0,0,0,0,0,4,3,16,24,0,0,6,0,0,0,0,0,5,15,0,0,0,3,0,4,0,0,9,24,0,0,0,3,0,0,0,4,8,26,0,0,7,4,0,0,0,11,15,34,0,0,7,0,0,5,5,8,25,58,0,3,6,3,0,0,6,7,27,55,4,3,12,6,4,0,6,6,32,77,6,7,6,5,6,4,13,9,29,75,0,0,3,0,6,0,4,0,20,42,3,4,6,0,7,0,3,0,10,37,4,9,5,0,0,0,0,3,9,28
21002,109,131,146,29,90,27,50,48,3,624,95,134,118,10,58,20,25,25,10,496,72,111,82,9,34,11,22,15,3,355,115,178,82,15,36,19,20,31,0,501,51,61,22,3,8,8,4,0,0,160,82,93,20,6,18,11,5,0,3,230,4,9,19,6,9,7,6,9,13,68,980,1172,1389,934,909,799,320,796,74,7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,8,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,4
21003,181,375,294,145,161,84,87,95,9,1424,163,354,207,93,117,49,48,59,16,1118,139,292,121,38,44,24,28,53,11,754,291,406,164,48,69,41,32,50,12,1125,101,81,30,5,11,11,0,10,3,261,134,123,29,3,8,15,5,3,5,325,11,21,46,13,18,13,3,16,13,156,1711,2778,2385,2216,1521,1327,1018,1581,201,14741,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,15,0,3,0,3,0,0,0,4,4,16,0,0,5,0,4,0,0,0,4,16,0,0,0,3,3,0,0,0,5,14,0,0,3,0,3,0,0,0,12,25,0,0,9,3,0,0,3,0,13,34,0,3,3,0,0,0,0,0,7,15,0,4,0,0,0,0,0,0,3,13,0,4,0,0,0,0,0,0,5,8
21004,111,198,172,65,110,44,44,49,10,805,117,205,142,29,93,30,44,38,11,698,67,159,82,26,38,14,27,30,6,447,167,213,82,13,56,14,23,25,9,613,35,45,17,0,12,8,4,3,0,115,48,91,18,0,7,3,5,8,0,184,7,4,21,10,10,18,3,4,6,92,977,1414,1443,1242,1059,1350,452,912,101,8959,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,9,12,0,5,4,0,0,0,0,0,7,20,0,0,4,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,5,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
21005,1029,1231,1724,573,1335,476,1574,748,156,8844,1147,1347,1403,393,938,351,969,534,122,7197,901,1039,907,202,482,219,522,335,71,4674,2050,2109,1291,173,571,247,520,352,77,7382,610,356,249,18,97,50,78,50,9,1509,1017,660,182,34,97,68,94,49,23,2225,86,75,142,50,60,70,71,85,88,717,9656,9612,12705,6857,9499,7085,12279,10108,1378,79185,0,6,7,0,0,3,0,3,34,63,0,4,0,3,0,6,0,0,14,26,0,0,7,3,3,8,0,5,19,53,0,0,10,7,7,8,0,5,23,62,0,5,4,9,3,4,0,7,36,70,0,0,12,15,0,10,5,10,39,91,3,3,20,18,11,7,23,30,76,180,6,17,43,12,14,9,39,19,108,262,10,18,30,19,22,4,30,12,74,211,3,9,17,11,9,0,19,0,42,118,7,5,12,6,7,0,6,7,31,86,5,6,8,5,0,0,3,5,18,46
21101,995,1546,1441,362,1241,426,687,467,99,7266,1080,1572,1164,207,816,339,445,277,91,5989,881,1140,690,96,384,214,242,149,38,3838,2189,1976,919,78,441,341,172,136,56,6308,676,410,149,13,85,85,18,27,22,1484,1269,612,114,16,104,89,21,18,16,2258,72,66,111,40,64,49,45,39,54,539,9970,10880,10461,5730,8906,6722,5638,6677,943,65934,0,0,0,0,0,0,0,0,24,30,0,0,0,0,0,3,0,0,15,29,0,0,0,9,4,4,0,9,13,33,0,0,5,0,3,0,0,8,19,36,0,0,0,0,0,3,0,9,18,32,5,4,8,4,8,4,3,4,28,63,0,0,7,0,0,0,5,11,36,72,3,3,17,3,11,0,20,18,45,130,4,16,14,8,11,0,6,14,33,104,5,7,6,0,3,0,3,7,34,67,7,11,3,0,4,3,0,0,16,40,0,12,6,4,0,0,0,0,11,32
21102,65,123,83,30,49,17,10,19,6,397,67,162,70,17,39,13,10,13,10,388,52,114,33,20,29,5,6,8,7,260,113,216,54,8,41,12,4,13,3,468,32,38,10,4,10,9,0,4,0,107,86,104,23,3,22,11,0,3,10,261,8,9,9,6,9,4,6,3,3,54,672,1261,725,814,571,246,73,383,56,4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21103,575,899,875,306,582,264,285,380,46,4207,609,969,747,167,328,191,188,235,35,3461,446,733,389,70,208,104,81,115,16,2161,991,1207,444,55,237,151,96,85,34,3296,290,201,62,7,37,41,23,13,4,684,501,371,71,11,52,53,8,29,20,1103,32,43,70,54,31,36,18,33,23,340,5260,6820,6514,4738,4737,5381,2401,4426,449,40726,0,0,0,0,0,0,0,0,15,18,0,0,3,0,0,0,0,0,12,19,0,0,0,3,0,0,0,0,11,18,0,0,0,0,0,0,0,0,17,15,0,5,4,0,0,0,0,0,13,24,0,5,7,0,0,0,7,5,18,41,0,3,7,4,0,0,6,9,15,40,0,0,15,4,6,5,3,3,35,65,4,6,3,5,6,6,6,7,26,58,4,15,9,0,4,0,0,0,11,48,5,3,4,0,4,6,0,0,9,36,4,0,6,0,3,0,0,0,8,18
21104,329,599,336,215,272,177,73,67,21,2082,297,601,263,115,176,110,29,37,20,1659,245,456,194,53,90,60,18,28,8,1148,578,788,220,53,118,78,10,38,11,1904,176,162,29,3,26,24,5,3,8,439,308,283,34,12,30,36,3,10,9,720,16,20,26,22,22,17,6,17,16,153,2980,4709,2653,2733,2587,2798,1026,1652,262,21404,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,8,12,0,0,0,4,0,0,0,0,6,12,0,0,0,3,0,0,0,6,5,12,0,0,0,3,0,4,0,0,7,21,0,0,0,3,0,0,0,6,9,19,0,0,3,3,0,3,0,3,10,29,4,0,5,0,3,0,4,0,12,27,0,5,5,0,4,5,0,0,21,41,0,0,0,0,0,0,0,0,13,26,0,3,4,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,5,4
21105,568,658,923,277,436,186,347,263,49,3710,596,711,673,173,290,138,200,185,38,2993,458,526,414,70,130,59,87,84,23,1843,753,847,489,58,176,110,80,89,26,2631,241,185,89,11,41,25,20,12,0,622,321,320,92,6,63,35,8,28,13,886,72,49,91,51,44,46,23,47,29,448,5551,5665,7218,5315,4168,4364,2237,5257,460,40239,0,0,0,0,3,0,0,0,17,26,0,0,0,3,6,4,0,0,19,32,0,0,0,5,0,0,0,4,10,21,0,0,3,0,0,0,0,0,12,23,0,0,8,0,0,0,0,3,14,25,0,0,3,4,0,0,0,6,10,32,0,0,4,6,5,0,0,4,22,47,0,3,8,7,6,3,3,3,25,56,0,0,12,5,4,0,4,5,25,56,3,5,0,0,0,0,0,3,10,30,0,0,3,0,3,0,0,0,11,24,0,4,0,0,0,0,0,0,8,14
21201,398,545,580,165,322,150,280,242,30,2717,361,467,516,88,187,117,217,156,21,2128,287,338,315,50,114,65,108,87,19,1371,498,491,412,27,129,67,88,63,13,1796,147,95,64,14,29,19,24,13,5,406,230,198,72,11,31,21,21,11,9,608,45,25,73,18,21,33,20,30,20,278,3620,3564,5132,3388,2950,3276,2060,3878,318,28177,0,0,0,0,0,0,0,0,10,14,0,0,0,5,3,0,0,3,10,24,0,0,0,0,0,0,0,0,12,21,3,0,3,0,0,0,0,4,8,22,0,0,0,9,0,0,0,0,11,19,0,0,10,3,0,0,0,0,15,32,0,5,6,3,3,3,0,8,20,54,4,0,11,0,3,0,3,8,31,61,0,6,9,7,7,0,11,8,26,58,3,8,7,0,6,0,0,0,8,30,0,0,0,0,0,0,5,0,16,26,0,0,0,0,0,0,0,0,8,18
