POW_SA3_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
21001,0,0,5,49,34,89,0,0,0,3,0,6,0,0,0,16,13,33,72,56,132,21,4,21,9,0,10,0,0,0,13,0,16,10,0,6,10,3,12,60,12,67,306,105,414,396,300,695,328,81,411,124,114,236,124,31,155,48,35,90,86,30,122,3,0,7,89,44,136,190,71,256,56,11,67,104,24,135,447,108,558,222,45,267,311,80,392,292,79,376,3140,1168,4311,12,3,14,106,24,131,4,4,8,26,13,40,62,33,91,211,72,283,196,52,249,1025,267,1298,292,77,371,3145,492,3640,4659,896,5550,101,62,157,190,78,269,391,139,527,187,88,271,178,137,313,148,162,312,6,3,9,1197,661,1859,81,53,136,396,127,524,24,17,40,468,541,1006,715,1399,2111,15,16,31,1698,2155,3853,0,4,4,48,53,104,607,774,1378,650,829,1480,148,71,221,1479,377,1857,12,6,14,40,19,58,406,193,603,10,4
21002,3,0,3,211,163,371,0,0,0,3,0,3,0,0,0,9,5,19,228,168,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,51,25,60,78,35,30,67,3,6,11,17,4,25,0,0,0,0,3,8,0,0,0,3,0,3,4,4,4,13,0,17,18,0,17,12,4,12,21,3,22,10,8,18,18,5,19,203,141,347,0,0,0,7,4,14,0,0,0,13,3,16,12,3,14,36,13,47,40,11,56,218,59,275,93,9,97,636,124,758,989,202,1186,3,3,11,28,10,37,30,0,28,5,3,7,11,8,19,7,5,15,0,0,0,80,36,114,13,14,25,7,0,5,6,12,20,197,325,524,82,184,262,0,6,3,309,541,843,0,0,0,30,61,88,258,344,602,292,399,695,9,6,21,64,23,91,5,3,14,0,0,0,6,3,7,0,0
21003,0,0,0,9,12,28,0,0,0,0,0,0,0,0,0,0,0,0,13,17,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,95,36,133,259,185,450,6,4,10,22,40,70,40,6,43,21,0,29,57,25,82,0,0,0,10,12,22,192,68,258,18,8,31,57,6,67,130,22,153,32,13,44,44,13,53,131,45,176,1131,484,1608,0,6,4,17,4,20,4,0,4,5,4,10,33,3,37,58,14,73,64,15,84,311,46,361,90,29,111,933,114,1044,1401,206,1605,17,9,31,61,18,74,54,26,82,35,12,48,99,70,170,20,29,53,4,0,3,290,172,463,22,20,43,121,18,144,27,5,34,361,391,748,310,325,630,5,5,14,842,760,1606,0,0,4,17,40,57,398,428,826,418,467,890,20,6,25,333,25,358,43,13,56,0,0,0,4,3,5,0,3
21004,0,0,5,67,58,125,0,0,0,0,0,0,0,0,0,4,0,4,73,59,131,0,0,0,0,0,0,0,0,0,7,0,5,3,0,3,0,0,0,13,3,14,27,16,36,33,39,73,6,7,15,0,6,10,8,0,13,6,4,3,13,7,22,0,0,0,3,6,8,6,5,11,19,0,13,8,5,14,9,0,9,11,8,18,11,8,18,15,7,14,170,118,285,0,0,0,0,6,6,0,4,4,161,135,299,9,0,9,168,140,307,37,8,44,164,57,221,75,13,84,745,128,868,1013,204,1222,0,0,0,18,8,27,12,6,15,9,7,14,0,4,8,7,9,15,0,0,3,51,33,86,19,9,26,92,18,109,20,9,34,253,345,598,254,498,755,0,5,8,633,886,1523,0,0,0,6,8,13,409,517,925,413,529,939,12,5,18,191,37,228,18,0,19,0,0,4,4,4,4,6,0
21005,0,5,3,158,74,238,0,0,0,35,5,40,8,0,8,23,22,41,233,102,332,19,6,29,10,0,10,0,0,0,12,3,15,58,11,65,3,0,3,103,27,125,954,337,1287,1638,1125,2766,33,18,51,141,124,258,386,125,511,760,168,923,443,162,610,12,0,15,875,581,1456,504,160,667,477,106,584,586,96,681,865,147,1012,2919,574,3495,495,140,634,656,170,828,11739,4035,15775,10,0,17,104,25,127,13,5,20,36,10,50,641,141,780,812,188,992,590,120,712,1762,293,2051,1025,162,1191,4859,580,5443,8234,1161,9391,160,102,259,486,181,666,489,169,660,588,165,752,378,193,570,339,191,526,18,17,33,2455,1016,3468,127,117,244,443,121,572,140,106,250,1097,1132,2229,1254,2136,3389,21,22,41,3088,3638,6723,4,3,6,180,198,382,1754,1998,3746,1934,2197,4132,368,133,497,3452,658,4112,206,56,257,30,21,53,2770,1496,4267,11,3
21101,3,0,3,82,47,129,0,0,0,3,0,3,5,0,4,17,6,27,112,53,167,31,3,37,5,0,5,7,0,7,14,3,20,53,8,67,18,4,23,132,16,146,952,384,1338,932,790,1721,24,26,50,129,199,326,244,73,318,352,114,469,464,242,707,16,3,21,453,408,868,293,70,364,301,75,374,501,185,681,511,126,635,392,93,489,1045,501,1547,669,228,899,7281,3517,10796,13,10,20,147,35,182,9,7,12,44,23,67,134,38,167,349,107,457,288,58,347,1269,361,1628,404,82,483,3948,715,4663,5909,1216,7126,147,83,232,535,221,759,1465,839,2304,480,217,696,554,369,926,611,781,1391,8,11,17,3814,2518,6332,187,153,339,618,258,878,106,58,165,1089,1222,2310,1541,2348,3893,37,49,85,3580,4085,7665,0,5,6,42,55,98,1631,2007,3633,1672,2061,3736,108,37,142,757,95,853,86,21,107,0,0,3,26,5,24,6,3
21102,0,0,0,31,56,84,0,0,0,0,0,0,0,0,0,6,4,11,40,57,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,9,4,11,16,24,45,17,11,27,0,6,8,0,0,0,0,0,6,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,6,5,14,6,7,19,77,67,135,0,0,0,0,0,0,0,0,3,0,0,5,9,0,7,11,3,14,20,11,23,180,62,239,20,4,21,364,73,430,577,141,717,3,0,8,13,32,50,9,9,16,0,0,0,0,6,8,11,15,26,0,5,5,44,61,105,7,9,9,4,0,8,4,0,9,64,94,153,28,86,116,4,0,4,109,187,299,0,0,0,25,31,53,110,168,282,139,198,343,10,0,10,16,8,24,0,0,0,0,0,0,0,0,0,0,0
21103,3,0,3,36,43,80,0,0,0,7,0,7,4,3,5,17,9,28,70,51,123,22,5,21,6,0,6,0,0,0,3,0,3,4,0,9,3,0,4,47,6,51,440,157,599,475,463,944,47,23,70,40,80,125,166,47,219,37,29,63,132,53,192,0,0,0,79,77,160,76,24,101,54,15,73,255,38,297,293,72,365,1095,237,1337,850,261,1111,276,96,375,4337,1686,6023,6,6,8,35,19,52,22,4,23,67,42,107,85,35,124,213,95,311,188,41,229,886,211,1100,251,48,298,2551,449,3000,3880,745,4631,48,24,72,254,96,351,197,63,263,46,27,75,41,27,66,137,109,250,0,0,0,730,344,1078,76,80,157,415,103,521,58,25,93,849,990,1838,1162,2293,3453,11,14,20,2574,3509,6083,5,0,5,48,45,91,1311,1729,3037,1355,1776,3136,47,30,79,419,72,492,62,32,92,0,0,0,5,3,9,6,0
21104,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,5,0,6,14,8,22,3,6,9,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,9,3,17,108,36,146,58,111,164,8,5,11,26,55,83,15,9,17,14,11,25,47,22,73,0,0,0,25,12,36,14,12,28,36,5,41,27,6,29,57,8,64,27,10,34,183,72,257,73,18,88,723,382,1105,11,4,20,40,16,61,6,0,6,365,356,724,25,26,51,449,406,853,112,17,128,387,92,485,174,43,221,841,176,1014,1514,338,1846,45,35,78,54,24,85,372,154,521,39,13,53,50,42,98,124,109,236,12,3,10,700,385,1079,65,63,125,290,79,372,19,13,26,495,443,940,954,1138,2089,19,22,35,1833,1762,3594,0,0,0,25,11,39,696,704,1404,726,721,1445,18,4,29,272,110,382,13,0,19,0,0,5,3,3,6,0,0
21105,8,5,21,1152,832,1987,4,0,9,31,16,48,3,0,3,123,49,170,1323,911,2232,0,0,0,0,0,0,0,0,0,6,0,6,31,3,40,8,3,13,49,12,63,218,90,310,227,346,576,363,238,604,26,47,75,206,46,249,55,23,77,42,31,75,0,0,0,96,66,162,65,37,101,38,18,51,99,28,118,183,65,243,560,146,702,399,77,482,152,47,197,2721,1310,4031,6,0,10,144,46,191,5,3,9,85,16,102,81,27,111,325,101,422,214,56,272,804,218,1020,438,112,552,2978,539,3515,4434,924,5356,14,11,30,369,182,548,106,27,131,127,42,172,92,96,191,35,49,81,4,5,8,748,412,1156,53,78,128,221,85,302,88,78,161,885,1287,2165,764,1572,2336,10,15,25,2010,3100,5106,5,5,5,239,362,602,1456,2075,3532,1700,2443,4141,45,14,55,451,96,540,62,21,82,3,0,3,17,10,23,31,25
21201,4,5,9,750,479,1231,6,0,8,4,4,8,0,0,0,57,30,83,821,513,1339,12,0,14,4,0,4,32,10,44,25,0,24,77,8,88,9,6,11,157,26,185,137,66,203,536,357,895,16,18,39,13,25,41,63,11,77,4,0,4,20,21,40,0,0,3,27,16,43,60,26,91,86,30,109,85,13,101,72,16,91,419,88,507,75,15,92,106,28,139,1727,746,2467,5,6,6,72,23,98,9,5,14,26,8,35,49,10,67,167,47,216,171,50,217,760,221,986,340,92,435,2444,433,2878,3714,799,4513,10,15,30,190,83,275,62,26,94,47,10,54,29,26,59,41,29,71,8,4,15,393,206,595,49,47,92,215,55,273,66,81,147,632,950,1581,521,889,1413,0,6,10,1484,2031,3516,0,3,3,38,58,94,956,1379,2338,1001,1439,2436,49,26,71,667,118,781,62,15,76,0,0,7,3,3,10,9,10
21202,0,0,0,119,85,200,0,0,0,4,0,4,0,0,0,14,5,18,129,86,221,13,3,14,0,0,0,4,0,10,4,0,11,10,0,15,4,0,4,38,7,52,282,101,384,364,342,704,14,7,26,28,41,71,74,18,91,18,8,26,92,40,130,18,8,18,86,71,156,164,86,249,40,15,52,134,30,169,151,38,192,269,106,374,263,73,339,158,60,218,2165,1029,3193,9,3,13,74,21,92,11,4,15,25,13,41,119,56,176,244,93,336,230,40,267,951,273,1231,364,100,466,2845,542,3388,4384,962,5344,58,40,97,311,130,438,149,53,201,147,53,198,98,87,183,78,99,173,6,0,8,834,458,1301,88,80,167,504,160,668,65,33,99,885,1094,1982,1273,2528,3799,18,22,36,2836,3911,6743,4,0,0,41,36,77,1302,1671,2974,1345,1716,3063,69,33,101,638,88,724,22,10,32,0,0,0,111,8,116,4,3
21203,4,5,4,607,570,1181,0,0,0,0,0,0,4,0,4,46,24,72,658,603,1261,6,0,6,0,0,0,0,0,4,6,0,6,10,0,14,8,0,7,25,4,32,91,36,126,320,233,557,5,3,6,7,35,40,42,10,50,0,4,4,32,8,38,0,0,0,5,11,12,7,7,9,76,10,82,51,3,57,77,20,95,70,8,78,50,14,66,99,20,115,920,418,1339,0,0,0,26,15,45,9,0,9,16,17,30,70,29,103,126,60,184,165,40,205,727,175,898,199,45,245,2441,367,2806,3527,619,4150,25,25,44,128,56,190,56,26,77,40,15,52,54,15,70,48,44,91,0,0,0,342,188,530,47,59,108,165,43,209,100,65,167,844,1138,1984,699,1284,1982,17,15,33,1877,2606,4482,3,3,6,36,48,86,1104,1525,2633,1152,1572,2723,80,26,107,1195,113,1310,25,11,41,4,0,4,5,5,10,3,0
21204,8,0,10,310,222,534,0,0,0,21,0,24,13,9,21,30,30,62,381,260,640,32,8,39,0,0,0,7,0,13,16,0,12,22,0,22,14,9,16,89,12,104,1970,684,2656,2574,1647,4220,112,40,158,433,488,924,697,153,849,506,200,711,743,447,1192,88,25,113,1067,769,1829,1145,525,1670,1183,185,1364,1470,283,1751,1687,450,2140,3110,544,3658,1513,455,1972,861,222,1081,19159,7121,26277,22,11,31,236,37,271,51,9,57,200,60,253,1284,358,1649,1786,474,2259,723,156,880,2349,471,2819,1253,229,1483,5522,798,6326,9847,1655,11502,301,138,438,2231,791,3025,1375,502,1877,743,145,891,818,407,1224,1114,959,2078,38,18,54,6619,2958,9579,329,196,526,846,235,1078,119,62,179,1741,1419,3159,2875,2894,5767,152,95,253,6065,4899,10963,4,3,14,86,84,172,1744,1903,3649,1845,1994,3834,475,132,613,3517,625,4150,222,60,281,10,7,21,33,4,38,54,13
21205,0,0,6,64,28,93,0,0,0,10,0,8,0,0,0,30,3,35,99,38,138,33,3,37,5,0,5,11,5,13,20,0,18,10,0,10,11,3,13,79,11,93,493,189,682,905,908,1809,23,13,42,68,135,199,58,11,76,183,105,284,535,202,739,0,5,4,711,711,1424,744,494,1236,191,43,233,189,56,245,397,158,550,702,197,896,1244,382,1621,303,124,427,6739,3732,10476,19,10,28,295,96,385,78,44,121,70,23,100,175,34,212,637,203,840,316,70,386,2385,1237,3619,453,145,603,3837,627,4466,6990,2077,9066,158,122,278,468,220,693,1645,737,2382,914,466,1381,341,299,641,549,705,1251,76,82,161,4149,2636,6786,223,187,419,695,192,888,121,46,169,1935,1529,3467,2443,3163,5604,54,54,105,5476,5173,10651,9,0,12,157,195,345,2379,2469,4847,2545,2663,5205,161,80,240,1188,246,1433,46,31,79,9,0,10,27,7,31,30,4
21301,0,0,3,140,72,207,0,0,0,5,4,12,5,0,4,20,19,38,180,92,276,20,5,23,0,0,0,0,4,5,14,0,15,59,3,64,3,3,6,99,14,114,474,117,594,1258,702,1959,140,37,175,133,224,354,149,33,180,22,16,40,355,132,489,128,37,166,220,108,332,443,125,565,224,48,270,333,46,378,422,82,511,484,110,596,306,83,389,418,78,503,5508,1992,7501,20,0,23,185,21,209,45,16,57,28,16,47,465,64,534,751,113,868,252,50,301,1059,193,1258,556,107,664,2803,326,3130,4669,682,5346,97,51,153,511,198,710,422,130,554,503,120,628,389,207,592,184,126,310,28,17,48,2136,852,2988,115,108,217,358,82,439,99,26,126,1286,1268,2552,1362,2007,3367,18,19,32,3226,3498,6729,6,0,8,46,52,94,1536,1837,3369,1587,1883,3469,263,76,340,2334,315,2652,61,30,94,34,13,46,18,8,21,9,3
21302,0,0,0,33,20,52,0,0,0,3,0,3,3,4,8,10,4,16,51,31,85,13,3,13,0,0,0,11,0,12,6,0,8,28,3,29,6,3,8,61,10,71,175,56,230,437,357,797,19,7,25,45,63,107,52,4,53,27,10,45,32,20,53,185,27,213,406,93,500,82,22,108,321,33,359,101,16,117,143,38,178,464,74,544,146,34,174,83,20,99,2709,886,3600,3,0,6,68,15,87,13,4,12,103,29,132,204,42,246,394,94,486,195,41,242,1069,260,1329,1068,165,1231,1945,251,2189,4271,713,4987,60,38,93,215,64,277,116,35,152,280,65,346,158,118,281,118,128,243,97,58,154,1036,510,1550,49,35,86,413,149,566,123,33,154,553,591,1140,707,1028,1738,65,69,131,1913,1906,3819,0,0,0,47,56,105,987,1025,2009,1038,1082,2117,197,61,261,1323,203,1519,315,81,402,21,5,25,16,8,19,7,9
21303,0,0,0,41,18,60,0,0,0,0,0,0,0,0,5,9,5,16,61,25,84,6,0,7,0,0,0,7,0,7,0,0,0,3,0,4,4,0,4,17,3,21,132,46,183,785,506,1294,56,14,68,49,82,135,70,12,85,66,8,80,39,29,68,0,0,5,35,32,73,185,55,235,167,40,205,46,9,56,44,7,45,43,5,45,110,28,140,70,21,92,1907,900,2808,3,7,7,66,14,82,0,0,4,218,194,412,52,9,63,341,223,567,149,31,178,776,180,955,475,102,573,1077,109,1184,2476,417,2893,36,25,63,176,37,215,59,29,90,54,17,69,282,162,450,86,92,173,9,3,12,709,362,1073,78,107,182,200,57,256,69,18,89,949,884,1834,1327,2629,3961,21,40,57,2652,3736,6385,4,4,4,92,163,251,1398,1468,2862,1489,1629,3122,147,41,185,1023,120,1147,67,42,107,30,7,36,10,3,11,5,3
21304,8,3,14,290,169,461,0,0,0,9,0,10,0,0,4,27,21,46,334,197,533,4,7,8,18,0,26,4,0,4,11,0,15,103,22,128,8,3,9,154,27,185,141,63,211,232,259,486,22,20,43,34,35,72,70,14,87,90,7,100,39,21,62,4,0,7,12,27,34,47,19,62,122,16,137,137,26,167,43,16,58,80,16,93,58,23,80,84,13,98,1217,566,1785,3,0,4,19,10,32,10,3,8,32,11,45,182,32,209,248,55,300,256,43,296,1013,272,1285,415,73,485,3413,531,3951,5093,916,6014,28,18,42,142,43,187,246,153,399,99,33,129,117,74,188,63,43,102,0,5,3,696,358,1055,59,69,127,311,119,431,94,78,172,980,1283,2269,805,1492,2300,162,153,320,2412,3194,5608,4,0,3,35,62,97,1327,1740,3068,1369,1803,3174,114,49,156,1077,173,1246,36,33,68,7,0,3,7,0,9,4,0
21305,11,8,14,714,367,1076,31,9,38,7,0,9,9,0,9,102,45,144,865,426,1286,9,3,15,0,0,4,0,0,0,11,0,17,64,4,68,3,0,4,89,10,107,344,124,470,1165,768,1937,61,22,85,208,222,431,113,16,130,138,42,182,104,48,152,28,7,37,514,270,779,362,128,486,233,38,270,552,41,592,299,57,351,213,29,240,197,66,265,184,53,236,4721,1922,6649,5,6,10,97,42,139,22,10,31,108,26,131,334,79,411,561,164,726,363,64,427,1533,353,1887,830,158,984,4152,532,4687,6882,1109,7987,105,54,155,503,162,668,445,128,575,399,105,502,796,263,1056,282,173,454,15,10,18,2542,893,3436,141,143,286,507,162,672,140,88,224,2125,1854,3981,2251,3459,5720,35,46,75,5205,5753,10966,7,0,4,147,154,307,2052,2635,4689,2205,2791,4997,456,140,598,4875,624,5503,77,38,110,76,23,92,16,5,22,0,0
21401,0,3,3,138,171,308,0,0,0,8,0,8,7,0,4,19,0,26,172,171,345,6,5,7,0,0,0,4,0,4,12,5,11,26,3,32,14,4,17,55,17,70,389,189,573,319,334,657,41,17,58,44,69,116,129,36,169,22,14,38,148,83,232,0,0,0,30,23,57,229,101,327,89,29,115,177,34,213,257,67,326,243,49,292,255,79,333,200,75,275,2576,1205,3781,8,0,13,40,10,52,18,3,22,401,335,738,139,34,170,615,380,992,293,80,374,986,260,1254,276,60,338,3312,579,3895,4873,979,5852,41,28,63,284,138,423,120,66,185,109,36,147,65,58,122,147,123,270,0,8,6,771,453,1223,85,88,169,295,116,409,90,66,155,857,1122,1982,1092,2217,3307,16,18,27,2430,3619,6047,7,4,11,42,87,129,1375,1640,3012,1429,1725,3156,50,16,67,467,104,572,60,28,87,4,6,5,8,5,11,5,0
21402,19,3,22,737,525,1261,12,0,14,12,0,18,11,3,14,76,39,116,865,578,1444,4,0,8,0,0,4,65,12,75,11,0,10,27,7,32,5,0,10,118,25,143,162,59,225,534,716,1253,286,163,450,53,75,130,64,18,81,4,5,11,38,25,62,4,0,4,23,21,41,31,14,50,49,11,57,720,147,868,84,22,111,173,32,211,78,44,124,152,45,201,2463,1404,3869,10,0,7,54,9,60,18,3,20,42,13,61,170,24,196,293,59,346,244,76,324,1543,316,1855,488,125,613,3508,596,4110,5785,1114,6897,21,21,36,302,108,408,77,29,112,49,12,62,70,44,116,57,72,131,0,6,6,579,299,875,59,113,177,296,80,373,102,72,177,1334,1782,3120,1030,2325,3354,10,21,27,2822,4400,7226,12,12,19,311,473,780,2290,2901,5186,2606,3386,5989,32,14,45,312,57,370,9,4,11,10,10,20,28,7,39,47,14
21501,32,10,45,3197,1114,4311,0,0,3,11,0,11,0,0,0,141,51,193,3383,1181,4558,11,0,13,0,0,0,0,0,0,202,35,239,40,3,44,32,6,36,283,47,330,80,29,111,539,266,808,72,32,103,14,14,24,11,0,11,0,0,0,7,14,21,0,0,0,7,5,12,7,7,14,39,8,53,36,17,53,38,0,41,37,6,47,286,139,426,53,20,73,1235,569,1809,3,0,3,66,11,76,0,0,0,124,65,185,56,13,69,249,85,335,64,6,71,298,47,348,159,14,175,894,106,998,1412,180,1595,4,0,5,226,113,335,148,38,186,12,4,22,80,21,97,6,4,12,25,7,34,504,194,697,39,44,83,147,43,187,68,93,162,396,483,876,331,635,966,3,0,3,989,1292,2276,0,0,3,135,196,338,448,676,1123,584,874,1457,28,8,34,382,64,444,63,4,68,0,0,0,10,0,10,0,0
21502,17,5,20,1645,656,2301,0,0,4,0,0,0,0,0,0,233,88,315,1895,752,2648,7,0,7,3,0,4,0,0,0,32,12,38,21,4,25,3,0,3,69,11,82,85,20,104,220,140,364,230,89,318,7,17,29,28,11,34,26,11,38,40,18,54,0,0,0,35,9,41,30,9,37,31,7,33,52,9,67,35,8,42,39,6,45,34,10,47,29,3,36,923,372,1295,4,0,4,66,3,71,4,0,4,130,59,188,48,10,56,249,72,317,72,15,89,264,73,343,115,19,134,886,137,1026,1337,250,1591,16,7,22,124,51,172,132,44,177,41,13,56,93,57,153,10,7,21,8,7,12,434,178,612,21,40,62,176,50,229,44,63,114,420,575,997,429,908,1339,0,5,7,1101,1643,2744,0,0,0,101,202,306,551,744,1293,656,945,1600,60,14,74,487,85,573,22,6,17,4,0,5,17,16,35,7,3
21503,31,9,43,2498,926,3423,0,0,4,6,0,6,0,0,3,183,64,249,2724,999,3726,3,0,3,0,0,0,0,0,0,4,0,4,46,19,64,0,0,0,53,19,70,142,48,189,245,170,411,71,33,107,6,7,11,27,3,28,6,5,13,12,13,23,0,0,0,21,10,29,31,5,30,39,15,55,26,7,35,32,5,37,49,9,57,69,20,94,15,0,22,792,335,1132,0,0,0,25,6,26,0,0,0,77,8,87,47,13,61,149,28,174,51,14,66,196,25,225,111,23,130,554,75,632,914,141,1052,12,3,17,163,63,225,74,20,99,31,6,38,89,47,134,4,5,10,20,9,31,402,147,546,18,31,48,109,40,151,46,37,84,235,382,618,172,386,552,0,0,0,579,872,1454,0,0,0,56,121,177,226,391,625,279,515,798,25,11,33,284,56,344,11,7,17,3,0,3,0,0,5,0,0
