POW_SA3_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
20604,10,9,9,16,17,0,0,13,0,74,11,44,19,15,49,0,8,19,5,159,27,55,18,23,103,4,16,27,4,279,37,86,21,17,102,3,6,14,8,295,39,149,25,16,137,8,5,4,8,390,53,150,13,8,92,3,6,5,12,342,211,298,26,12,103,0,6,4,9,669,47,39,0,0,8,0,0,0,0,98,94,30,5,0,13,0,0,0,5,147,0,0,3,0,3,0,0,4,5,11,540,880,147,129,653,25,52,110,58,2596,215,295,87,153,201,141,25,92,88,1294,97,402,91,755,272,748,46,514,80,3002,160,603,231,1251,635,1162,83,660,79,4867,286,756,365,1505,848,1200,138,831,101,6021,331,942,609,1625,1243,1241,160,1314,128,7597,618,1580,1067,2472,2295,1738,275,2100,189,12343,1031,2351,1437,2955,3537,1805,379,2075,273,15846,1959,4617,2435,3164,6665,2033,611,2066,419,23976,3761,11213,3673,3077,11615,2160,706,1470,654,38320
20605,0,3,4,8,4,0,0,7,0,29,5,14,3,18,12,0,3,15,0,76,12,16,4,21,33,0,3,10,0,108,12,29,5,12,34,0,5,10,0,103,16,47,3,6,49,0,0,0,3,131,20,54,9,6,30,0,0,0,0,125,39,91,8,12,34,0,0,0,11,195,7,5,0,0,0,0,0,0,0,16,20,7,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,127,267,40,96,210,3,16,76,22,853,76,81,33,45,48,20,7,31,35,376,32,111,29,256,97,252,42,164,13,988,47,184,84,386,169,286,94,180,10,1435,94,264,143,397,255,286,123,218,24,1804,126,301,237,471,322,312,206,295,27,2293,225,556,397,717,578,480,302,494,46,3795,364,689,656,847,771,497,376,521,63,4803,682,1439,1049,996,1556,659,612,621,111,7723,1309,2878,1517,914,2462,709,585,580,181,11137
20606,0,7,0,3,8,0,0,0,0,23,0,8,4,7,17,0,0,4,0,39,0,12,7,7,25,0,0,3,0,58,4,31,3,9,27,0,0,0,0,74,7,30,8,9,23,0,3,7,3,85,7,37,4,5,11,0,0,0,0,79,18,53,0,3,7,0,0,0,0,89,12,13,0,0,0,0,0,0,0,21,11,17,0,0,4,0,0,0,0,33,0,3,0,0,0,0,0,0,0,6,75,205,36,56,134,6,4,17,6,536,56,55,12,20,22,28,0,9,12,214,34,56,21,176,38,227,7,152,6,717,31,95,49,235,78,285,12,120,13,926,46,120,89,333,112,314,14,149,9,1198,85,135,124,375,171,336,30,190,3,1453,153,272,249,552,255,447,43,283,21,2268,222,359,394,602,308,403,47,299,26,2676,399,679,592,603,464,421,54,237,44,3502,670,1095,653,572,623,371,40,206,46,4278
20607,0,5,7,17,10,0,4,8,0,59,4,3,4,32,20,0,7,3,0,74,9,18,10,30,29,7,0,11,0,115,11,41,3,21,38,0,7,3,0,124,13,56,12,7,47,0,0,7,4,149,12,65,14,3,35,4,0,0,3,135,41,85,14,12,28,0,0,6,4,188,13,3,0,0,0,0,0,0,0,16,15,4,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,125,295,63,173,230,9,18,64,21,1008,73,78,31,41,33,37,0,21,26,348,30,127,52,262,82,426,22,252,23,1268,70,204,87,396,187,397,52,257,15,1663,89,257,156,477,204,412,64,243,25,1926,120,332,229,557,310,482,97,320,31,2483,248,614,480,969,583,650,183,478,33,4238,395,939,725,1051,869,683,263,505,64,5488,741,1728,1149,998,1405,696,297,578,97,7686,1336,3273,1482,955,2097,848,337,389,134,10856
20701,0,12,0,9,7,0,0,11,0,42,9,10,15,5,24,0,6,6,0,75,4,25,14,13,35,0,5,18,0,113,9,39,26,7,50,0,7,11,0,149,11,62,9,11,44,0,9,6,0,151,11,75,14,5,30,0,7,0,0,144,36,73,11,5,21,0,0,4,4,154,11,7,0,0,4,0,0,0,0,20,16,8,0,0,0,0,0,0,0,29,0,5,0,0,5,0,0,0,0,3,101,318,107,78,235,4,28,112,15,994,95,82,28,43,51,46,4,29,22,400,68,247,67,604,151,724,47,373,14,2288,84,331,120,719,254,659,41,313,19,2538,147,325,161,697,346,513,38,302,25,2561,177,363,213,720,399,503,48,308,33,2754,301,598,399,950,634,617,87,416,49,4058,399,779,587,1117,788,569,113,435,63,4845,633,1304,822,1118,1108,547,119,370,74,6102,935,2159,956,985,1530,587,123,290,91,7641
20702,3,5,7,13,10,0,0,3,0,37,0,8,0,10,13,0,0,0,0,33,0,21,7,10,15,0,4,16,0,67,5,22,18,5,21,0,3,8,0,78,11,35,7,4,41,0,0,5,6,104,9,40,6,0,10,0,0,0,4,79,27,40,7,8,10,0,0,3,3,91,4,3,0,0,0,0,0,0,0,15,15,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,71,180,54,78,132,3,8,64,9,599,42,30,12,29,21,35,4,15,11,203,39,89,18,289,57,596,13,242,6,1347,50,115,53,280,132,594,20,178,15,1447,85,118,107,283,116,500,32,171,22,1420,85,127,131,300,134,457,38,165,16,1457,166,190,223,455,243,499,61,227,26,2081,202,271,291,463,288,481,76,195,22,2278,286,376,371,497,349,352,108,212,31,2587,417,528,438,421,382,272,173,168,32,2842
20703,3,8,3,5,6,0,0,0,0,20,5,4,0,5,9,0,0,0,0,22,3,3,5,3,15,0,6,7,0,43,7,7,8,4,9,0,4,9,0,50,3,8,5,0,3,0,0,5,0,21,4,4,0,0,0,0,0,0,0,10,11,5,4,0,3,0,0,0,0,26,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,45,35,37,57,0,9,50,7,277,49,41,19,22,17,37,10,25,12,231,24,173,34,290,89,464,27,285,20,1405,59,245,79,304,143,396,45,198,25,1492,99,205,118,350,197,305,46,201,31,1546,97,267,179,362,197,277,54,208,27,1676,169,359,322,520,398,350,72,298,32,2525,230,482,381,578,648,333,107,304,35,3107,342,743,678,647,886,383,212,340,49,4288,515,1144,701,663,902,329,151,265,77,4740
20801,0,3,0,16,4,0,0,8,0,33,0,9,0,14,10,0,0,0,0,29,9,13,8,22,28,0,0,4,0,78,4,13,3,8,25,0,0,3,0,60,8,28,8,3,20,0,0,0,0,69,16,44,0,4,12,0,0,0,0,78,28,41,0,4,11,0,0,0,0,86,8,0,0,0,3,0,0,0,0,14,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,82,170,24,88,123,0,7,47,3,542,49,36,22,33,29,21,3,14,7,214,22,110,36,429,83,329,21,174,5,1209,38,142,56,393,131,313,24,139,9,1245,50,133,96,325,156,227,17,114,7,1124,71,168,157,362,204,231,30,135,11,1369,150,247,262,535,300,293,46,198,15,2057,204,325,368,642,365,254,80,218,15,2468,305,545,603,650,428,276,126,255,38,3222,468,833,645,572,547,203,135,191,40,3636
20802,0,3,6,26,9,0,0,12,0,55,3,7,12,36,17,0,0,11,0,88,3,19,17,32,30,0,0,7,0,115,6,31,15,19,37,0,0,5,0,114,7,38,6,5,33,0,0,3,0,94,12,59,4,8,19,0,0,3,0,108,18,46,13,0,13,0,0,0,4,92,10,3,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,65,221,76,177,169,4,7,90,7,821,81,54,17,35,34,39,3,24,14,311,33,163,47,373,85,476,28,290,16,1518,71,214,82,425,148,341,29,224,17,1558,109,214,128,403,200,231,31,166,20,1515,105,236,216,447,240,269,48,192,15,1777,198,379,331,712,323,340,75,280,27,2672,233,475,479,797,450,320,85,290,30,3164,381,730,673,926,566,306,128,352,47,4107,507,1111,734,793,720,261,107,236,57,4530
20803,0,4,9,47,21,0,0,16,0,107,3,19,18,40,15,0,0,10,3,100,5,27,18,41,49,0,5,15,6,160,13,50,18,30,63,4,3,11,3,195,16,47,8,8,17,0,0,4,3,105,22,48,3,8,23,0,0,3,0,106,25,47,10,5,23,0,0,4,0,117,9,3,0,0,0,0,0,0,0,18,16,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,115,269,86,240,217,5,14,123,19,1081,81,34,46,43,47,64,28,47,22,414,39,113,60,439,108,898,65,557,22,2297,73,141,120,466,191,832,99,341,13,2273,111,172,215,430,227,565,128,373,21,2243,153,173,336,482,302,605,181,398,31,2660,276,340,631,739,577,761,327,627,37,4315,472,437,898,736,793,716,677,969,72,5775,717,801,1475,951,1177,833,1334,1403,102,8792,1102,1289,1788,788,1531,767,1271,989,158,9675
20804,0,0,0,12,3,0,0,0,0,16,0,3,3,9,3,0,0,0,0,20,3,3,3,6,3,0,0,8,0,34,6,8,7,5,9,0,8,13,0,46,0,10,0,5,18,0,5,0,0,44,3,5,0,0,6,0,0,0,0,18,3,9,5,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,27,58,51,0,17,24,0,238,26,27,11,24,16,25,4,21,6,152,17,45,14,177,29,509,10,192,9,1004,20,71,34,256,84,501,15,142,11,1139,32,79,42,239,112,498,18,114,7,1134,54,99,88,279,118,523,22,137,7,1328,86,143,177,416,214,622,33,182,9,1874,121,240,222,435,264,540,47,181,17,2071,291,361,301,421,364,514,60,206,28,2545,437,704,371,355,448,418,58,132,28,2952
20901,0,5,0,19,16,0,3,11,0,50,4,6,10,20,12,0,5,12,0,62,4,33,13,18,36,0,13,9,0,132,12,38,20,14,36,0,8,6,3,134,13,50,13,10,29,0,14,8,0,127,8,47,12,6,21,0,0,0,4,91,23,36,10,3,17,0,3,4,3,95,10,4,0,0,0,0,0,0,0,17,7,8,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,84,231,78,121,174,0,44,100,18,853,28,41,28,23,28,28,8,20,6,221,34,93,48,289,92,601,24,288,18,1479,24,169,76,338,143,482,45,189,14,1482,75,175,119,349,185,318,47,187,13,1481,62,192,202,407,248,325,57,201,13,1712,185,322,364,585,371,379,101,314,27,2652,231,422,515,681,492,346,165,373,34,3251,332,649,688,788,589,285,277,369,34,4024,466,1015,823,612,648,225,244,256,58,4340
20902,0,4,0,18,13,0,0,11,0,48,0,12,0,18,14,0,3,5,6,61,0,23,5,22,15,0,4,14,0,84,5,26,18,9,42,0,6,7,0,116,13,51,11,17,32,0,8,3,0,143,15,49,6,13,12,0,0,4,0,104,30,62,3,9,19,0,0,0,0,126,11,3,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,7,99,234,53,132,175,3,27,93,14,831,32,31,13,18,25,30,8,29,10,189,20,68,26,132,39,479,22,193,9,990,31,85,78,192,75,465,39,169,7,1154,63,115,100,274,106,382,56,160,12,1261,82,133,141,303,135,369,90,224,15,1486,118,195,299,478,266,465,176,319,18,2340,186,281,382,640,326,448,269,391,26,2957,324,432,553,661,511,431,514,449,44,3921,477,674,613,631,618,352,412,307,59,4150
20903,0,5,0,0,4,0,0,11,0,18,4,3,6,0,6,0,3,4,0,27,3,26,4,0,19,5,4,5,0,68,3,23,5,9,17,0,3,8,3,62,4,34,3,7,15,0,0,0,0,61,6,27,4,7,18,0,0,0,0,56,10,28,3,0,6,0,0,0,3,59,4,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,5,0,0,6,45,146,34,32,97,5,20,65,9,451,26,20,13,12,13,8,4,13,13,128,19,44,37,232,44,259,8,212,10,862,50,56,50,187,77,171,25,148,8,771,52,74,60,162,87,114,14,69,3,639,66,106,104,180,100,120,19,84,6,785,89,157,226,257,164,144,31,120,11,1192,115,195,269,273,190,111,46,126,12,1325,198,235,316,319,204,109,71,149,18,1617,222,308,347,232,227,94,89,112,16,1651
20904,0,11,3,13,12,0,0,19,0,63,4,21,15,31,27,0,0,13,0,102,4,27,16,14,42,3,15,25,3,144,8,49,22,14,61,0,18,14,8,186,12,52,10,12,48,0,5,5,4,144,25,69,8,10,21,0,3,3,4,149,43,71,6,7,36,0,0,0,0,162,13,3,0,0,5,0,0,0,0,17,16,9,0,0,0,0,0,0,0,25,0,0,0,0,4,0,0,3,0,10,117,317,92,126,278,6,41,205,25,1193,72,29,55,50,59,78,26,58,25,457,40,111,75,331,108,1099,45,536,25,2362,84,146,155,430,200,1068,99,443,24,2652,107,146,229,466,286,652,173,421,35,2514,165,170,389,523,352,707,204,515,38,3077,289,334,682,911,640,926,361,772,45,4956,415,484,955,1050,879,860,705,999,73,6419,672,682,1386,1321,1306,859,1192,1551,116,9080,998,1168,1728,947,1355,724,1298,1099,160,9471
21001,0,4,0,0,5,0,0,5,0,11,0,4,0,6,4,0,0,0,0,18,0,5,6,7,3,0,0,13,0,41,3,7,17,5,7,0,7,13,0,54,0,6,7,4,8,0,8,13,0,46,0,6,7,0,5,0,5,6,0,25,4,5,3,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,46,45,29,0,22,56,6,247,27,12,25,24,35,44,11,24,11,211,14,42,23,170,47,407,25,178,14,929,32,63,45,179,113,385,61,163,10,1048,40,72,90,172,131,256,78,151,13,1012,53,67,182,208,185,265,109,197,11,1270,138,103,358,342,360,341,174,287,25,2134,165,210,496,403,609,344,323,415,56,3019,348,306,811,482,854,344,696,575,67,4484,548,577,1071,402,1061,321,731,515,84,5304
21002,0,8,0,5,4,0,0,0,0,18,0,4,0,4,9,0,0,0,0,13,4,6,0,0,6,0,0,0,0,17,0,11,0,0,6,0,0,0,0,23,0,17,0,0,5,0,0,0,0,32,4,14,0,0,6,0,0,0,0,18,7,7,0,0,4,0,0,0,4,21,3,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,69,4,37,47,0,0,11,3,196,12,9,14,5,5,11,0,11,0,75,12,18,25,99,29,154,8,127,3,479,21,25,32,86,30,99,16,86,4,401,19,29,49,65,44,73,9,59,7,351,34,30,68,84,53,56,21,51,5,402,59,57,132,140,121,79,23,80,4,694,68,86,166,157,105,89,22,79,3,781,86,88,202,133,137,72,41,104,7,874,139,131,215,87,124,61,52,73,11,887
21003,0,0,9,0,3,0,0,0,0,10,0,4,3,3,3,0,6,0,0,16,0,4,12,4,5,0,4,5,0,35,0,4,19,0,6,0,14,7,0,47,0,6,20,6,6,0,4,4,0,43,3,10,4,0,0,0,0,8,0,23,3,9,4,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,40,77,15,26,0,26,34,3,236,16,18,15,8,13,18,6,13,3,118,10,47,24,72,22,135,9,62,6,399,23,46,40,105,53,124,26,88,7,512,38,60,76,113,66,116,23,94,14,602,39,67,121,161,91,119,56,111,10,775,89,124,202,285,156,145,108,187,18,1320,101,152,265,352,187,151,154,237,22,1630,155,247,341,427,244,156,222,275,30,2093,217,361,401,350,256,127,193,211,33,2148
21004,0,0,0,9,6,0,0,0,0,16,0,0,0,7,0,0,0,0,0,16,0,4,3,6,0,0,0,6,0,20,5,3,5,0,4,0,3,3,0,24,0,4,6,0,5,0,0,0,0,26,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,13,46,21,0,0,15,0,138,13,16,12,8,19,10,3,13,0,89,7,16,9,74,18,229,9,127,4,486,12,17,25,88,39,174,9,102,0,462,22,31,55,86,58,119,25,67,0,471,29,30,88,92,55,113,25,79,0,517,51,53,139,167,105,160,42,102,7,817,72,76,140,223,108,165,44,92,13,942,97,105,203,217,171,141,70,116,11,1133,127,153,224,145,164,97,87,74,16,1084
21005,0,24,3,48,14,0,3,3,0,96,7,31,3,44,17,0,0,5,0,109,4,31,18,36,42,3,11,14,3,166,13,46,27,18,59,4,9,17,0,190,14,70,16,28,40,0,14,5,0,185,17,67,9,6,23,0,3,3,0,135,27,74,11,6,20,0,0,0,0,137,8,6,0,0,4,0,0,0,0,19,14,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,107,374,96,279,238,7,46,77,14,1229,52,37,71,51,54,66,61,90,20,505,29,74,93,190,67,695,64,429,34,1666,69,130,133,307,197,733,173,429,21,2198,86,103,267,358,251,524,272,431,35,2332,152,153,442,461,348,549,352,540,43,3043,251,242,704,794,609,685,706,818,88,4894,378,318,1125,934,863,798,1326,1487,151,7373,707,609,1800,1188,1495,813,2698,2204,221,11739,1097,1131,2171,1128,2038,738,2805,1535,233,12875
21101,0,10,3,18,12,0,0,3,0,56,3,20,12,23,24,0,0,12,0,93,8,25,22,17,28,0,3,16,0,122,5,36,16,11,31,0,3,7,0,120,13,57,10,9,39,0,3,7,0,138,25,60,9,6,22,0,0,0,3,121,28,51,5,6,18,0,0,0,0,110,3,4,0,0,0,0,0,0,0,12,15,8,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,106,285,81,135,191,6,21,123,7,956,67,54,43,38,37,51,28,40,26,383,54,125,79,376,113,842,51,496,19,2162,85,166,152,421,190,796,106,402,27,2337,121,181,223,408,271,528,143,375,31,2280,161,218,313,453,338,450,132,394,29,2479,255,354,676,722,668,636,305,606,48,4268,385,452,985,794,843,589,634,981,79,5751,689,732,1500,960,1422,669,1302,1295,135,8703,999,1274,1907,749,1884,622,1307,969,183,9894
21102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,8,13,8,5,4,7,0,3,5,0,47,5,38,8,95,18,31,4,47,3,260,9,29,22,61,26,28,3,31,0,212,22,36,24,65,34,11,4,25,0,215,18,37,30,63,39,18,0,27,3,232,35,64,62,85,39,27,8,41,0,361,42,78,85,124,69,26,4,53,3,484,53,88,109,115,71,21,10,42,6,512,58,124,111,106,74,14,14,49,3,546
21103,3,10,4,11,15,0,0,11,0,57,5,8,3,9,25,0,0,8,0,65,3,24,9,6,23,0,3,18,0,91,16,18,16,12,34,0,4,16,4,119,4,32,11,3,21,0,0,3,0,83,15,29,3,11,18,0,0,5,0,76,20,24,7,7,15,0,0,0,0,74,9,3,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,9,93,160,64,132,173,10,17,110,13,765,49,28,39,23,27,37,14,33,9,263,39,81,49,294,73,756,21,426,12,1765,52,114,101,336,132,680,56,295,6,1770,75,105,144,327,174,495,52,197,16,1580,116,162,209,374,261,461,82,297,20,1984,197,237,462,602,425,581,139,379,18,3033,263,315,638,720,508,576,262,577,51,3903,396,484,950,775,739,535,526,720,67,5196,636,879,1261,623,923,413,553,618,76,5989
21104,4,9,0,24,15,0,0,9,0,55,4,5,5,23,25,0,0,6,0,62,4,13,0,33,36,0,0,5,0,93,8,27,0,6,39,0,0,5,0,98,9,23,3,4,23,0,8,5,0,72,9,35,6,7,8,0,0,0,0,62,23,44,3,6,13,0,0,0,0,88,7,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,71,161,32,135,174,3,9,71,4,651,34,17,9,18,17,26,6,14,5,149,23,72,33,178,35,350,27,193,4,915,33,94,52,158,78,339,26,173,9,961,49,96,78,177,105,210,55,134,13,916,67,113,92,176,149,234,62,123,24,1039,107,190,192,314,236,326,96,193,17,1666,156,259,265,397,289,290,162,218,18,2059,217,342,379,460,430,275,248,215,43,2613,326,611,454,390,500,260,186,197,38,2962
21105,3,6,4,7,12,3,0,0,0,35,0,14,0,8,14,0,5,8,0,55,0,15,3,0,35,0,4,13,0,78,3,35,10,5,40,0,3,7,0,112,9,43,8,7,30,0,0,0,4,103,12,54,15,8,30,0,3,3,4,120,31,36,7,0,16,0,0,0,0,91,7,4,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,14,0,0,0,0,7,0,0,4,0,15,92,225,53,51,195,3,10,63,14,712,75,47,40,52,43,27,5,43,16,349,57,88,85,420,84,663,29,560,21,2013,89,141,150,419,140,565,55,443,15,2020,137,129,181,380,215,369,52,371,13,1861,167,176,367,486,252,380,58,387,21,2297,304,277,615,740,443,536,133,534,20,3601,356,367,771,784,489,473,249,687,39,4199,595,456,1104,772,621,445,449,863,75,5389,752,696,1151,612,703,288,445,662,68,5378
21201,0,6,4,8,3,0,0,9,0,32,0,19,8,5,15,0,4,6,0,54,0,32,7,9,30,0,5,13,3,92,3,38,7,0,25,0,7,4,4,92,6,46,0,0,23,0,4,0,0,89,8,35,4,0,9,0,4,0,3,69,21,50,0,0,8,0,4,0,0,90,9,3,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,3,64,226,44,41,136,0,31,101,11,639,73,25,33,20,28,30,13,30,13,252,41,53,54,202,72,567,30,429,16,1455,65,75,74,246,98,366,28,253,10,1221,81,84,130,221,142,226,51,187,9,1131,124,80,236,300,198,280,76,249,16,1564,163,135,425,490,304,372,119,345,18,2374,255,196,494,602,337,351,206,517,30,2992,386,322,765,573,431,347,322,684,50,3883,471,444,876,371,510,258,449,587,37,4001
21202,0,16,4,43,22,0,0,9,0,98,4,32,5,50,30,0,3,8,3,134,3,34,16,19,44,0,4,21,0,146,13,50,17,23,70,0,5,10,5,192,19,79,11,16,68,0,0,7,3,203,29,101,6,15,36,0,0,3,5,192,61,71,8,10,21,0,0,0,6,180,8,0,4,0,0,0,0,0,0,18,19,8,0,0,4,0,0,0,0,30,0,0,5,4,0,0,0,4,0,14,157,397,73,219,318,3,12,195,30,1406,56,31,31,44,31,51,6,44,11,303,29,85,51,243,99,795,34,403,23,1768,58,108,80,350,118,756,64,339,15,1885,72,102,122,317,197,563,92,275,26,1764,102,135,223,341,252,519,111,314,23,2023,160,234,428,633,414,685,165,420,37,3177,246,350,593,745,557,580,305,578,47,4004,406,546,922,758,766,612,589,730,60,5393,619,936,1065,603,844,445,542,511,81,5647
