POW_SA3_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
20402,10,0,6,23,4,4,0,12,0,48,0,0,3,7,12,3,5,8,0,41,7,3,6,7,8,5,0,9,0,41,0,4,4,4,0,0,3,6,0,25,0,3,3,0,0,3,0,0,4,20,3,4,0,3,0,0,5,0,0,13,9,7,0,4,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,54,27,33,61,40,24,21,50,6,323,19,0,14,0,0,0,0,7,0,45,8,0,3,14,10,0,6,8,0,54,13,0,17,30,10,15,5,19,0,116,19,0,29,45,10,15,3,22,0,149,25,6,49,49,24,28,7,33,4,212,44,16,83,117,50,37,13,61,6,435,36,15,153,150,73,52,51,61,3,591,95,16,299,163,107,61,88,116,11,956,133,42,373,130,109,64,89,120,18,1077
20403,3,0,4,20,14,10,5,12,0,77,7,7,10,10,11,5,5,19,4,75,11,8,8,19,18,8,5,9,0,74,10,11,4,11,5,5,10,4,0,62,13,4,7,8,4,0,8,3,0,53,3,0,0,3,0,5,7,3,0,22,11,6,4,0,0,4,3,0,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,84,36,42,99,80,63,47,72,6,526,25,0,8,9,4,3,0,5,4,54,9,5,10,12,3,7,0,10,0,59,19,0,13,26,14,9,10,22,0,121,22,11,32,44,20,26,16,41,0,215,26,11,65,78,22,32,17,39,10,304,70,20,127,160,81,69,29,74,7,638,108,32,207,236,116,73,62,103,17,941,103,34,472,259,165,69,135,182,21,1451,186,72,675,193,209,67,221,191,25,1834
20501,6,0,0,19,5,0,0,6,0,41,3,8,5,18,9,6,5,9,0,56,5,0,7,16,6,6,6,4,0,51,4,0,0,0,11,0,0,0,0,20,0,0,0,5,0,0,0,0,0,10,0,0,4,0,3,0,0,0,0,9,0,0,0,3,0,8,5,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,40,15,24,92,53,29,20,39,4,323,12,0,0,0,5,0,0,5,5,33,3,4,8,12,4,4,3,12,0,46,13,11,21,35,14,16,0,22,0,127,7,7,38,34,16,22,7,19,0,151,33,3,53,55,23,20,7,38,8,238,43,22,95,116,45,53,15,53,3,440,54,13,135,158,76,39,29,85,9,598,96,24,252,136,105,48,65,133,15,867,120,36,320,101,85,53,77,114,13,896
20502,3,0,5,11,16,11,3,5,0,53,8,0,6,8,10,7,0,3,0,46,6,3,9,7,7,4,3,6,0,45,6,5,3,0,9,0,0,8,0,27,0,3,0,3,0,3,0,0,0,22,3,4,0,0,0,0,5,0,0,8,0,0,0,0,6,3,0,0,0,13,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,29,24,66,50,33,14,45,4,320,10,0,5,0,9,0,0,8,0,36,15,4,3,3,5,12,0,4,3,43,18,0,20,20,15,11,3,24,5,109,20,4,35,38,21,11,9,28,3,173,30,5,58,54,32,31,5,31,0,250,38,11,88,107,46,47,16,63,5,425,45,22,132,163,76,55,32,65,8,595,82,31,234,121,90,58,58,73,16,765,110,44,286,97,110,58,80,101,22,899
20503,4,0,3,14,5,11,0,3,4,57,6,0,0,15,8,8,3,9,0,50,10,0,6,10,4,7,0,9,0,48,7,0,9,3,6,0,3,4,0,40,6,0,0,3,3,0,4,0,0,19,0,0,0,0,0,0,4,0,0,12,0,8,0,5,0,3,0,0,0,18,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,58,16,33,86,52,48,22,48,6,366,31,0,13,4,7,4,6,6,3,71,14,3,10,7,3,8,0,6,3,54,18,3,20,25,16,26,7,34,6,142,26,4,46,44,24,19,9,36,5,209,36,8,68,60,27,34,7,38,0,285,69,20,108,133,62,59,17,52,3,527,84,30,187,181,76,65,25,82,7,737,120,36,309,126,95,104,74,97,14,990,152,40,398,90,91,59,78,119,18,1047
20504,0,3,3,33,12,14,3,11,0,81,4,0,0,15,22,9,6,3,0,55,10,3,4,12,20,10,3,0,0,67,3,0,4,13,8,4,4,0,0,33,9,3,0,8,7,0,4,0,0,35,3,4,3,0,8,0,5,0,0,20,7,0,5,0,0,0,3,0,0,24,4,0,0,0,0,0,3,0,0,8,3,0,9,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,5,9,45,23,31,105,111,50,36,35,8,447,8,0,15,5,3,5,3,9,7,46,4,6,14,19,3,15,0,10,0,75,7,3,23,28,16,23,6,28,5,135,19,3,51,41,33,35,7,34,8,220,12,13,68,96,35,49,17,34,7,322,41,11,139,192,101,58,22,71,4,649,51,23,205,273,135,76,62,83,6,910,63,52,350,269,260,98,104,104,14,1305,99,71,488,222,279,67,135,103,17,1475
20505,5,3,0,11,8,0,5,0,0,34,9,0,0,14,8,0,6,12,0,45,7,0,0,12,9,4,3,0,0,36,4,3,3,3,4,0,4,4,0,19,6,3,0,0,0,0,0,0,0,12,3,0,0,6,0,4,0,3,0,17,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,7,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,43,21,22,52,37,20,19,31,8,247,15,0,10,4,3,0,4,3,0,49,12,0,10,7,0,7,0,10,0,48,17,7,26,24,10,14,0,25,0,111,19,0,22,33,15,5,6,25,3,133,26,9,54,54,15,19,12,21,5,216,40,3,88,96,33,38,4,46,7,358,56,13,132,127,47,35,26,62,11,512,75,18,197,115,73,43,53,100,0,667,109,30,254,108,90,31,71,82,14,788
20601,0,4,5,17,11,6,5,3,0,49,7,9,3,17,10,7,3,0,0,58,9,4,5,11,9,0,3,0,3,56,8,3,3,6,12,5,0,0,0,44,7,4,3,7,13,7,0,5,0,37,3,4,0,3,3,0,4,0,0,18,10,0,3,0,0,3,0,0,0,26,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,55,40,43,96,72,55,19,23,8,405,4,0,7,5,0,0,0,4,3,19,0,0,9,5,3,4,0,6,0,30,0,0,13,30,11,11,0,21,0,83,7,11,26,43,9,17,8,9,3,132,3,11,30,62,13,11,5,24,0,159,20,14,69,105,24,23,9,29,0,298,16,11,107,114,34,35,16,30,3,366,34,19,174,141,45,26,31,35,5,510,59,28,209,90,76,37,21,32,9,556
20602,6,0,0,11,5,3,3,0,0,28,5,9,4,9,10,5,3,4,0,46,3,3,7,12,9,6,3,0,0,37,5,4,7,0,8,3,0,0,0,22,3,4,0,3,5,5,0,0,0,21,0,5,6,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,9,3,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,43,21,36,60,36,34,13,13,4,261,0,0,6,0,0,0,0,0,7,13,0,0,3,9,6,3,0,6,0,26,0,0,9,20,7,4,0,8,0,49,0,5,12,24,0,10,0,3,0,70,5,5,22,36,9,5,0,8,3,88,5,13,45,45,18,9,0,18,0,150,10,4,86,67,21,16,10,19,4,238,30,13,142,71,21,23,22,25,3,351,39,15,194,64,50,18,15,10,7,420
20603,3,0,0,13,7,0,0,5,0,37,5,3,7,18,14,12,0,4,0,65,10,5,8,14,11,5,4,0,4,61,0,0,3,4,13,0,0,0,0,32,0,6,3,3,9,3,0,0,6,27,6,3,0,4,6,0,0,0,0,20,9,6,0,0,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,4,39,37,24,94,84,47,7,30,7,381,4,0,3,5,0,0,0,0,0,16,0,0,0,6,0,5,0,3,0,17,0,6,10,23,8,7,3,11,4,62,4,3,9,26,7,4,0,13,3,65,0,6,33,40,11,10,4,12,0,121,17,8,46,66,28,26,0,24,3,217,14,6,88,109,41,28,14,28,4,319,26,15,143,123,42,25,9,26,8,416,52,17,145,102,76,24,7,33,9,467
20604,15,19,23,64,89,23,9,43,10,290,43,30,38,104,152,36,11,48,9,472,64,62,64,80,279,49,23,35,10,670,53,100,34,68,264,35,8,12,13,587,69,133,39,47,252,34,12,9,9,609,88,132,37,30,166,25,10,5,8,514,243,320,54,40,152,38,53,6,12,924,80,66,3,11,22,12,21,4,0,225,178,128,3,10,29,25,12,0,6,386,5,4,0,4,8,0,5,0,7,37,862,1042,339,596,1527,344,169,272,109,5245,11,0,33,8,25,7,3,13,16,120,3,11,17,34,16,19,0,17,14,129,6,15,26,92,35,44,8,53,14,297,15,39,66,163,55,68,11,77,14,505,17,41,106,204,98,78,9,114,24,693,47,68,218,349,224,137,27,197,49,1317,81,113,334,457,420,149,56,271,50,1931,178,177,655,580,775,183,98,272,69,2996,347,342,974,700,1431,201,149,206,95,4448
20605,4,0,9,21,17,6,4,15,0,78,14,7,15,37,30,17,3,11,9,142,26,26,23,22,47,22,13,12,7,188,28,26,21,24,41,11,9,7,6,150,22,28,14,7,31,17,3,16,3,141,23,25,11,7,20,8,0,4,3,108,50,46,20,6,27,19,3,11,3,188,24,8,5,0,3,3,3,3,0,38,37,19,0,0,11,10,4,4,6,95,0,0,0,0,3,0,0,0,0,11,236,207,128,146,265,128,48,93,32,1291,4,12,11,5,0,0,3,4,7,50,0,4,6,10,4,3,3,6,0,35,0,6,16,23,11,8,8,15,0,84,6,15,28,52,11,21,17,29,7,184,8,18,53,42,33,17,19,40,5,229,18,13,90,98,61,47,23,57,8,421,42,37,172,158,93,56,29,72,9,664,67,48,307,176,171,74,66,102,21,1022,150,93,517,144,283,92,90,114,26,1518
20606,0,0,3,7,15,13,0,10,7,56,13,3,7,18,11,8,8,0,3,61,11,3,7,16,15,16,0,3,0,83,4,8,7,3,14,8,0,0,0,50,10,14,9,3,16,8,0,6,0,63,10,5,6,11,7,7,0,0,0,45,11,7,4,0,12,10,3,0,0,42,4,3,0,0,0,0,0,0,0,15,15,8,0,0,0,19,0,0,0,49,5,0,0,3,0,0,0,0,0,6,100,65,49,77,99,110,14,35,14,565,5,0,5,4,3,0,0,0,0,20,4,0,3,7,0,9,3,3,0,31,0,0,11,16,9,6,0,14,0,58,3,3,11,29,0,14,0,12,3,89,12,4,33,35,16,19,0,22,0,141,11,15,50,72,29,32,4,25,0,233,21,8,125,85,32,35,4,24,5,343,32,11,217,113,46,40,10,32,7,496,80,25,220,72,70,49,11,32,6,567
20607,0,9,18,24,26,9,3,5,0,96,9,9,18,26,31,12,9,8,0,124,19,27,18,19,42,22,4,8,0,152,21,22,13,17,42,18,4,9,3,143,26,23,12,7,25,12,3,4,0,108,14,19,7,9,19,14,3,6,0,79,30,41,9,7,17,8,0,0,5,127,15,6,3,0,0,3,0,0,0,33,26,14,0,3,4,10,0,0,0,61,0,0,0,0,0,0,0,0,0,6,173,192,111,136,239,125,31,58,19,1080,9,3,12,9,0,0,0,3,8,43,0,3,10,8,0,7,0,8,0,38,3,4,22,32,8,19,14,26,0,119,10,14,24,58,19,24,0,25,7,183,17,16,53,79,34,31,8,32,3,271,25,26,104,138,62,53,15,56,8,482,41,23,169,153,101,65,49,61,6,669,63,55,337,197,147,63,47,83,13,1006,121,120,480,178,238,84,53,75,13,1365
20701,4,3,3,42,15,7,3,15,0,100,11,3,12,34,30,16,3,7,0,115,21,9,14,25,57,18,0,4,0,155,7,10,10,19,44,15,0,10,0,107,26,20,7,13,14,8,0,0,0,91,16,8,7,0,21,11,0,0,0,60,27,34,4,4,29,13,0,0,6,113,5,9,0,6,5,8,0,0,0,33,26,10,0,3,8,11,0,0,0,60,6,0,0,0,5,5,0,0,4,14,151,127,72,211,261,135,11,67,14,1051,5,0,12,3,9,0,0,4,3,36,6,4,6,21,5,4,0,15,0,66,0,11,18,55,18,23,0,19,3,143,12,8,39,91,13,33,4,19,3,226,21,3,47,113,30,33,0,41,5,289,23,21,104,166,67,44,7,47,8,493,40,34,161,220,85,54,6,47,10,644,66,35,270,244,126,50,17,61,10,878,109,71,354,204,167,60,24,55,8,1051
20702,3,7,3,17,14,19,0,6,3,74,11,3,8,22,12,8,0,0,0,65,10,7,3,14,25,11,0,8,0,86,0,4,3,4,10,7,5,0,0,32,4,0,5,0,8,4,0,0,0,29,3,4,0,0,0,5,0,0,0,20,4,6,0,0,4,8,0,0,0,25,0,5,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,3,0,4,57,35,40,116,95,98,14,28,6,489,0,0,7,3,0,3,0,0,0,10,0,0,5,17,0,11,0,5,0,47,4,6,14,27,13,18,0,20,3,96,6,3,27,41,5,27,4,18,0,129,3,12,28,53,17,31,5,10,7,158,8,10,60,91,16,36,3,31,0,256,20,11,87,101,35,43,15,22,7,331,42,13,130,115,44,32,15,37,4,434,48,20,208,96,78,44,31,32,0,560
20703,8,0,3,23,18,12,4,5,0,76,4,4,8,14,31,10,3,5,0,93,10,0,12,22,25,4,5,3,4,85,5,7,8,12,21,11,0,0,0,69,10,15,9,3,14,3,0,0,0,48,4,0,0,10,5,0,0,0,0,18,14,17,5,8,13,0,3,0,0,64,0,0,0,0,3,0,0,0,0,10,0,4,3,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,3,14,68,70,72,122,168,59,22,43,11,644,4,4,12,0,0,6,0,5,7,27,3,8,8,12,9,9,0,9,0,62,0,3,18,22,13,18,0,17,8,94,7,9,25,31,19,17,3,16,3,132,9,12,42,58,23,19,3,22,5,181,13,18,71,103,53,26,9,34,9,343,30,22,110,140,98,35,21,45,5,500,37,13,211,167,130,27,20,57,10,667,67,53,303,166,152,40,35,53,14,876
20801,5,0,5,15,9,0,6,6,5,47,3,13,5,24,13,3,6,12,0,86,11,9,8,16,20,0,3,7,0,75,13,14,4,8,12,4,6,4,0,68,4,7,3,4,8,7,0,0,0,33,3,5,0,4,0,12,0,0,0,29,23,7,4,4,3,6,0,0,0,49,0,0,0,0,0,4,0,0,0,4,13,10,0,0,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,3,82,73,48,125,99,62,20,53,12,562,5,0,10,3,3,0,0,0,0,31,0,6,6,13,5,3,0,3,0,31,4,8,10,34,7,11,0,5,0,87,0,3,22,35,6,15,0,12,4,100,10,3,44,55,14,11,5,16,3,160,11,10,66,89,37,24,4,22,0,268,26,9,132,143,39,21,9,28,0,418,44,23,213,143,51,28,24,41,9,575,64,29,287,143,105,29,20,49,14,731
20802,0,0,14,31,12,3,0,4,0,75,10,8,16,22,21,17,4,8,0,113,12,12,10,29,26,11,0,9,0,107,5,4,9,9,11,13,0,5,0,54,8,10,8,8,13,0,0,0,0,44,0,4,7,3,8,3,3,0,0,27,11,10,9,0,10,3,0,0,0,38,6,0,0,6,4,5,0,0,0,20,9,5,0,0,0,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,86,62,81,163,137,84,11,49,12,673,6,0,4,3,4,0,0,0,0,27,0,3,10,22,0,6,0,3,0,46,4,5,18,31,11,14,5,12,5,107,7,10,39,43,14,16,5,12,3,150,15,9,59,84,24,19,3,16,3,235,14,13,99,135,47,36,8,35,3,390,21,23,157,165,49,27,6,40,3,489,39,25,242,205,96,32,21,54,9,723,70,28,316,173,115,40,14,42,10,817
20803,12,7,12,27,32,19,9,13,6,137,21,12,27,32,33,20,25,22,0,184,25,19,27,27,50,19,30,21,0,220,16,12,14,5,26,15,14,12,0,124,23,10,6,6,12,19,5,8,0,96,15,14,12,3,13,5,0,4,0,68,33,7,11,11,16,9,4,9,0,95,5,4,0,0,4,0,0,0,0,16,21,3,4,3,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,8,189,98,126,183,236,150,116,120,17,1236,7,0,17,0,3,3,0,9,10,61,0,7,12,12,9,17,8,7,0,74,9,6,33,35,24,35,11,25,6,182,19,9,78,65,27,39,8,39,5,299,20,14,100,75,35,54,21,35,5,361,44,19,193,195,83,78,42,90,11,755,71,36,308,199,98,81,88,111,20,1008,106,40,607,249,204,131,202,189,20,1746,169,78,873,223,276,154,243,172,34,2212
20804,3,0,6,8,15,9,0,3,4,47,0,6,3,15,11,10,0,9,0,50,13,3,8,7,10,10,0,6,0,50,0,8,4,0,11,8,0,0,0,30,8,8,0,0,8,0,0,0,0,22,0,5,0,0,3,0,0,3,0,13,8,0,5,0,5,8,0,0,0,29,3,4,0,0,5,0,0,0,0,11,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,39,42,30,71,79,61,0,25,4,359,3,0,0,0,0,0,0,3,0,13,0,0,4,5,0,7,0,3,0,15,0,3,3,21,0,14,0,8,3,51,0,4,8,25,4,19,0,5,0,68,6,0,21,33,7,46,3,11,0,125,0,8,52,63,20,38,7,18,0,206,11,10,68,83,34,54,4,25,3,277,34,8,95,99,36,35,5,33,7,360,49,16,138,70,52,39,13,22,4,391
20901,9,5,16,32,15,16,3,9,0,103,6,4,7,41,34,8,5,9,0,118,7,3,11,23,25,3,4,12,0,91,16,4,9,6,17,11,8,3,0,70,8,4,8,11,12,4,0,3,0,47,8,3,0,4,8,0,0,3,3,26,10,11,5,3,11,3,0,4,0,46,0,0,0,0,0,4,0,0,0,14,10,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,82,45,65,177,163,77,33,72,13,728,5,3,13,3,4,3,3,5,6,35,0,6,15,23,4,10,0,5,0,64,6,9,23,42,6,22,0,23,0,136,6,3,38,69,17,28,9,28,3,208,19,9,60,84,34,19,11,33,0,278,24,18,130,163,62,46,16,51,11,515,35,23,193,209,91,55,30,52,9,686,59,32,309,263,129,39,58,71,13,981,81,47,455,248,135,36,73,62,24,1161
20902,5,3,3,29,6,10,0,11,0,74,8,7,8,15,22,11,15,12,0,97,11,4,6,16,23,9,8,4,0,82,7,5,9,12,16,12,0,4,0,66,3,3,3,4,11,5,4,0,3,42,6,8,4,7,4,0,0,0,0,32,15,3,0,0,0,4,6,0,0,37,8,0,0,0,0,7,0,0,0,5,4,5,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,3,80,34,52,107,97,100,41,53,4,565,11,0,9,4,3,0,0,4,0,27,0,0,3,6,5,20,0,10,0,44,5,4,20,24,6,25,5,16,0,107,7,7,20,53,11,29,8,17,4,151,8,4,40,80,21,32,12,26,3,224,9,10,69,143,32,38,19,41,5,369,19,14,114,190,55,50,36,50,3,539,43,30,208,187,86,67,79,64,7,774,64,31,288,148,111,61,80,54,16,859
20903,6,0,4,7,5,0,0,0,0,29,5,5,0,17,15,4,5,3,0,53,7,4,4,3,12,3,0,8,0,42,0,0,0,10,8,0,0,0,0,26,10,3,3,4,4,0,0,0,0,28,0,3,0,0,0,4,0,0,0,15,6,3,3,4,3,0,0,0,0,17,3,0,0,0,0,4,0,0,0,7,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,46,30,33,69,67,27,9,17,6,301,8,3,6,3,0,0,0,4,5,29,3,3,9,16,10,3,0,3,4,40,7,0,22,23,5,7,4,10,0,86,13,9,18,30,7,10,0,6,0,102,12,5,39,44,19,16,4,10,3,147,18,7,68,57,33,19,7,19,4,228,31,9,103,76,27,12,12,19,6,289,29,15,154,100,47,22,20,31,3,410,50,16,197,56,49,17,29,29,3,439
20904,11,0,18,40,34,22,0,12,0,143,16,8,21,32,42,22,15,36,6,189,24,7,27,48,41,31,25,19,8,223,15,6,16,8,28,10,10,12,4,111,14,8,8,12,12,11,11,3,8,80,11,4,7,4,4,3,4,8,3,43,26,9,9,6,13,6,7,0,0,67,11,0,0,0,4,0,0,5,0,20,14,0,0,0,4,5,5,0,0,31,0,0,0,3,3,0,5,0,4,16,148,64,123,229,234,177,94,127,31,1214,8,3,23,8,6,4,0,8,3,78,3,8,27,16,13,32,7,19,4,122,13,14,56,58,23,56,15,42,4,286,17,14,71,106,33,56,16,50,7,360,25,18,115,110,53,78,21,64,7,487,39,24,206,250,94,106,42,114,5,885,64,40,336,328,151,125,99,132,18,1288,109,38,567,322,250,141,196,207,28,1860,197,55,853,249,275,115,259,224,35,2257
21001,9,4,11,15,14,3,5,10,6,77,9,0,8,17,21,0,14,11,0,91,9,4,10,17,36,10,15,9,5,117,9,8,10,10,18,10,5,9,0,74,16,7,11,10,5,6,10,4,0,67,9,5,5,5,14,6,4,6,0,48,20,10,10,3,11,8,0,0,0,66,4,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,12,3,0,3,0,0,6,0,0,3,11,109,44,73,114,149,70,63,64,11,698,6,3,5,0,0,5,3,4,8,28,0,0,5,4,0,7,4,4,3,26,9,3,20,21,13,16,8,16,3,100,4,7,37,40,15,25,6,18,3,166,5,9,63,42,20,18,15,31,0,201,17,8,100,69,39,34,33,32,6,342,30,13,183,105,77,41,52,53,12,571,62,18,366,141,127,53,115,93,13,993,121,44,597,120,184,61,152,126,23,1430
