POW_SA3_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
20101,3,3,3,30,13,24,7,12,0,95,9,7,10,32,21,12,8,9,0,109,12,8,7,24,30,3,11,4,0,109,9,6,6,22,16,6,3,8,0,72,12,7,8,8,8,3,0,4,0,57,3,6,3,3,5,4,3,4,0,35,6,9,5,5,4,5,7,0,0,34,4,0,0,0,0,4,0,0,0,14,5,0,0,0,0,7,4,0,0,21,0,0,0,0,0,0,0,0,0,3,77,57,54,162,148,98,47,66,0,709,10,0,10,4,9,8,3,0,0,46,8,0,4,14,13,12,0,20,0,77,5,14,41,53,17,35,5,37,0,206,13,15,41,90,38,41,14,42,9,299,26,15,86,112,57,73,15,50,7,437,36,33,200,262,119,135,42,100,5,929,57,27,353,339,198,134,60,148,13,1332,139,65,664,428,285,164,154,197,16,2115,200,94,896,323,348,126,183,210,24,2405
20102,3,0,3,9,5,0,0,5,0,19,5,0,0,0,4,0,0,0,0,11,6,0,0,4,3,0,0,5,0,17,3,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,9,6,32,20,6,9,18,0,139,10,0,3,0,0,0,0,0,0,18,0,3,4,4,5,0,0,4,0,27,14,0,4,3,5,5,0,20,0,59,19,3,14,16,6,7,0,17,3,89,13,5,15,20,11,6,0,15,9,106,30,12,52,29,16,10,3,20,0,182,39,3,45,57,33,18,7,33,0,243,36,5,112,50,14,18,10,34,0,287,62,9,117,31,29,12,39,36,0,346
20103,0,0,0,3,0,0,5,3,0,15,0,0,4,3,0,0,0,3,0,15,0,0,0,0,3,0,0,0,0,15,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,9,12,20,15,8,12,12,3,111,14,0,3,0,0,3,0,0,0,21,8,0,0,3,3,0,0,4,0,23,5,0,14,8,4,7,5,3,5,48,15,6,14,11,8,5,3,19,4,81,20,0,25,17,10,10,0,15,0,90,25,0,21,35,23,15,7,28,0,161,34,7,54,45,18,24,12,37,0,226,52,8,109,53,28,15,21,44,3,340,50,13,107,74,26,11,31,46,0,366
20201,6,5,9,29,21,10,0,12,0,94,10,0,19,33,39,13,6,8,0,127,9,7,7,16,36,12,6,11,0,96,14,7,6,14,24,0,3,0,0,70,9,9,5,0,5,0,0,0,0,36,10,3,3,0,5,0,5,0,0,25,15,9,3,6,9,0,4,0,0,51,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,74,47,72,138,167,69,44,63,11,679,5,0,12,10,7,0,0,0,4,39,6,0,10,17,3,19,4,15,3,78,10,5,34,51,21,42,3,28,4,199,12,4,61,72,23,37,10,32,4,248,15,13,92,119,49,67,17,65,9,441,34,18,171,281,92,109,26,89,9,838,56,30,285,355,147,128,64,129,10,1203,112,57,614,397,224,122,132,158,22,1845,180,116,722,269,315,107,153,153,26,2038
20202,0,3,3,5,11,0,0,0,0,26,7,0,5,3,4,5,3,9,0,39,6,0,0,5,4,0,7,10,0,37,6,3,9,9,5,0,3,0,0,31,3,4,0,5,0,4,0,9,0,32,3,0,0,6,0,0,0,0,0,7,6,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,20,33,50,38,19,19,39,3,271,9,0,3,0,0,0,0,0,4,27,7,0,6,0,7,3,0,9,0,32,3,0,9,18,7,14,8,18,0,85,11,9,17,17,10,12,0,33,0,116,23,10,48,30,20,22,10,27,4,182,18,10,74,66,36,29,17,46,3,299,41,18,103,106,33,39,35,91,8,473,58,15,167,100,47,29,41,140,5,599,77,28,290,81,68,28,61,145,4,770
20203,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,8,3,3,3,16,0,62,19,0,3,0,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,9,4,0,9,0,3,8,0,4,0,27,18,4,6,4,3,8,0,10,0,44,10,0,4,9,5,3,8,12,0,60,24,0,20,15,10,3,0,13,0,98,30,0,11,12,4,4,8,21,0,89,35,5,31,16,7,0,7,29,5,138,50,6,39,3,20,0,35,21,3,171
20301,0,0,0,0,3,0,0,7,0,8,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,5,0,0,12,0,5,0,0,0,0,3,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,3,17,0,9,17,0,76,8,0,0,0,4,0,0,0,0,17,3,0,4,4,0,0,0,0,0,13,4,0,0,4,8,3,0,4,0,29,20,0,10,18,5,4,3,10,0,74,11,3,12,13,6,5,4,13,0,69,19,4,33,28,12,0,0,17,0,109,23,3,37,43,5,6,3,18,4,141,23,3,45,25,10,3,3,41,0,156,36,0,54,10,16,3,19,36,0,187
20302,9,5,16,57,44,18,12,22,5,189,8,7,16,53,62,21,27,32,3,230,27,12,17,37,38,28,19,12,0,199,18,18,14,17,39,8,14,12,0,143,21,8,13,14,22,6,10,0,0,99,19,10,10,14,21,5,4,9,0,85,34,23,12,10,11,9,3,4,0,109,8,9,0,0,7,8,4,0,0,26,15,4,6,3,0,4,0,0,0,37,0,4,0,3,3,3,0,0,0,19,166,114,124,312,304,165,105,124,17,1427,18,7,25,16,18,7,3,7,8,100,5,4,23,38,12,31,3,28,5,153,20,13,68,90,34,77,16,54,3,373,19,22,93,172,71,76,26,87,15,569,42,30,160,242,79,120,37,132,14,855,60,44,305,471,174,174,65,177,22,1495,112,72,489,627,297,201,139,206,25,2172,146,95,953,672,414,243,298,354,32,3210,276,171,1348,577,553,192,369,352,46,3883
20303,5,0,6,13,4,9,3,15,0,61,0,3,5,24,10,7,0,3,0,51,9,0,6,12,3,4,0,0,0,50,4,7,3,5,12,0,0,0,0,32,10,6,3,5,3,6,0,0,0,29,5,0,0,3,0,0,0,0,0,14,9,0,3,0,9,4,0,0,0,20,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,56,24,36,97,59,58,8,52,8,394,0,4,3,0,0,3,0,5,0,16,6,3,14,9,0,11,0,6,0,49,7,6,25,20,15,24,0,27,0,119,9,4,43,45,18,29,0,33,0,192,22,8,51,75,27,32,7,47,0,270,23,22,94,149,44,50,12,37,5,425,39,21,173,176,53,47,23,62,4,581,64,22,259,185,74,46,15,77,9,760,115,23,408,87,59,53,26,71,11,853
20401,8,0,0,19,10,4,0,6,0,44,5,0,4,9,9,0,0,6,0,42,14,5,4,11,8,4,0,5,0,44,11,0,6,7,0,5,3,5,0,36,10,4,0,0,3,5,3,0,0,22,3,4,0,0,3,0,0,0,0,8,9,0,0,0,0,5,0,0,0,19,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,72,14,34,70,40,36,16,58,3,353,15,3,11,3,0,0,0,0,4,47,11,0,13,7,5,4,0,20,3,66,30,0,21,22,18,9,3,20,3,129,23,7,20,38,19,23,3,29,3,168,21,3,35,60,18,21,9,46,5,220,40,7,93,107,52,44,30,65,3,448,53,16,127,157,56,54,35,98,9,604,85,28,251,139,84,52,61,102,12,816,137,26,339,114,107,36,108,116,16,1009
