POW_SA3_CODE_2021,Lab_3500mo_A_35_44,Lab_3500mo_A_45_54,Lab_3500mo_A_55_64,Lab_3500mo_A_65_74,Lab_3500mo_A_75ov,Lab_3500mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000_3499_A_15_19,OIDNS_3000_3499_A_20_24,OIDNS_3000_3499_A_25_34,OIDNS_3000_3499_A_35_44,OIDNS_3000_3499_A_45_54,OIDNS_3000_3499_A_55_64,OIDNS_3000_3499_A_65_74,OIDNS_3000_3499_A_75ov,OIDNS_3000_3499_T,OIDNS_3500mo_A_15_19,OIDNS_3500mo_A_20_24,OIDNS_3500mo_A_25_34,OIDNS_3500mo_A_35_44,OIDNS_3500mo_A_45_54,OIDNS_3500mo_A_55_64,OIDNS_3500mo_A_65_74,OIDNS_3500mo_A_75ov,OIDNS_3500mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54
20101,3,4,8,0,0,18,6,4,4,6,16,3,6,4,48,804,645,950,784,928,884,249,17,5264,13,4,6,5,3,0,5,0,25,12,0,0,0,0,3,0,0,23,14,3,4,0,6,0,0,0,25,4,3,7,0,3,3,12,9,41,0,9,3,0,0,3,9,8,42,3,12,15,7,7,11,0,0,54,0,13,13,7,19,13,3,0,65,0,7,29,11,4,14,0,0,65,3,9,32,21,22,14,5,0,99,0,6,12,19,13,14,3,0,80,0,4,9,16,16,8,0,0,53,0,0,8,11,7,7,3,0,40,0,0,5,12,12,5,3,0,42,0,0,0,0,0,0,0,0,3,0,8,3,10,11,0,6,0,25,5,9,20,13,17,15,7,4,89,53,88,164,133,159,115,46,27,788,66,18,26,42,41,42,16,0,245,1530,87,60,66,47,44,22,0,1855,713,272,183,137,145
20102,3,0,0,0,0,4,0,0,6,0,6,7,0,0,16,160,104,180,170,199,232,64,14,1132,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,8,0,0,0,0,9,0,0,0,10,0,0,0,0,4,4,0,4,11,0,0,0,0,0,6,0,0,6,0,0,4,0,3,0,0,0,11,0,0,4,0,6,0,0,0,14,0,0,0,0,5,4,5,0,15,0,0,4,3,4,0,0,0,12,0,0,0,0,3,4,0,0,3,0,0,3,4,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,4,0,0,0,0,0,17,7,9,21,18,28,29,12,10,135,24,3,14,12,20,20,13,6,113,206,10,7,24,15,22,12,8,303,104,54,46,44,36
20103,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,108,101,176,136,190,231,66,14,1016,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,5,3,0,7,4,0,0,3,0,0,0,0,11,0,0,0,0,6,3,0,0,6,4,0,4,0,0,6,5,3,13,0,0,5,0,0,4,0,0,9,0,0,5,0,6,3,3,0,17,0,0,0,3,3,0,0,0,15,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,3,0,0,0,0,7,5,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,8,0,0,20,12,9,22,21,27,39,9,7,141,14,0,11,8,26,33,10,0,100,187,8,12,16,21,23,9,7,269,60,31,27,19,30
20201,0,7,3,0,0,15,8,10,8,6,4,15,0,0,41,842,559,809,670,696,756,205,27,4560,12,5,3,3,4,4,3,0,19,21,7,0,3,0,3,0,0,28,6,5,4,3,0,4,0,0,21,3,0,6,3,4,0,9,8,28,5,0,4,11,7,4,3,3,38,5,9,9,10,8,8,3,0,55,0,8,13,11,17,13,7,0,69,0,12,29,12,7,9,3,5,73,0,12,18,17,12,23,0,0,79,0,9,12,13,15,11,0,0,57,0,0,11,6,19,9,6,0,54,0,0,11,13,12,11,0,0,43,0,0,6,9,16,3,9,0,48,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,9,0,11,21,6,21,9,6,8,83,49,80,145,126,127,117,53,19,710,51,23,42,28,31,26,14,0,220,1353,71,46,46,30,47,21,3,1634,735,241,149,130,92
20202,0,0,0,0,0,3,0,3,4,5,3,9,0,0,26,295,391,689,522,510,504,130,15,3060,4,0,0,3,4,5,0,0,13,10,0,4,0,0,0,0,0,15,9,3,0,4,0,0,3,0,18,0,4,0,0,5,3,0,7,13,0,0,0,0,4,0,0,0,7,0,0,10,3,3,0,0,0,20,0,4,3,6,6,4,3,0,30,4,5,6,8,11,3,5,0,41,0,0,7,9,6,10,0,0,32,0,0,0,3,10,8,0,0,27,0,0,6,5,0,6,0,0,13,0,0,3,3,5,3,0,0,18,0,0,0,0,9,0,0,0,12,0,0,0,6,0,0,3,0,9,0,0,0,0,5,0,0,0,5,4,0,6,10,8,10,3,9,39,33,17,44,58,75,59,19,12,321,19,5,7,26,31,23,26,7,147,468,17,19,39,33,29,27,8,643,198,73,60,64,67
20203,0,3,0,0,0,7,0,0,3,3,8,5,0,0,17,45,72,111,102,113,121,31,11,605,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,8,0,5,0,0,3,0,0,0,6,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,9,0,0,3,5,0,0,0,0,8,8,9,14,12,13,12,6,6,75,12,6,6,16,14,28,9,3,87,70,4,10,6,6,16,10,0,107,21,8,10,22,12
20301,0,3,0,0,0,4,0,0,0,0,0,0,0,0,10,106,92,97,107,146,105,45,11,707,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,12,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,10,0,0,6,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,4,19,12,21,9,9,3,75,5,0,13,10,15,17,9,5,78,136,13,10,5,14,20,11,0,213,62,24,23,28,23
20302,7,12,7,0,0,50,8,5,20,11,24,18,11,0,97,1355,1214,1916,1520,1581,1488,459,54,9587,5,4,10,22,6,11,0,0,58,31,9,3,7,5,4,0,0,60,10,9,0,15,3,16,5,0,60,4,11,11,4,13,5,8,7,62,7,14,21,12,15,7,4,4,93,4,12,27,19,24,18,6,8,114,5,24,19,24,18,12,10,0,118,3,22,54,40,32,14,4,0,171,0,26,71,43,35,29,11,0,220,0,11,50,27,34,36,9,0,164,0,4,40,37,32,26,0,0,147,0,4,22,24,35,12,4,0,104,0,0,31,48,33,14,3,0,123,0,0,4,4,10,5,0,0,25,0,3,4,12,14,16,0,4,58,14,23,52,51,56,26,10,9,241,84,172,425,383,372,246,78,41,1800,87,50,104,113,77,72,21,7,527,2552,233,131,125,104,110,59,6,3319,1330,727,329,291,237
20303,0,5,0,0,0,10,3,4,8,0,3,3,0,0,19,544,345,412,334,371,359,132,20,2514,0,0,3,0,3,5,0,0,20,8,0,0,0,0,0,0,0,14,0,0,5,6,0,0,3,0,13,0,0,0,4,5,0,0,0,16,0,0,0,3,0,5,3,0,11,0,3,4,11,4,4,3,0,26,0,3,5,4,0,5,7,0,23,0,3,13,3,3,9,0,5,37,0,0,8,8,7,10,4,0,44,0,0,4,7,4,5,9,0,28,0,0,5,12,6,0,0,0,20,0,0,4,7,0,5,3,0,16,0,0,0,5,6,4,0,0,25,0,0,0,4,4,5,0,0,12,0,0,4,0,12,0,5,0,19,6,6,7,9,17,3,3,0,50,23,27,53,81,76,62,38,6,365,41,7,21,37,31,37,14,0,175,1087,74,31,37,23,40,30,4,1321,434,181,69,122,85
20401,0,3,3,5,0,14,0,3,3,3,8,10,0,0,33,417,320,479,406,511,623,194,35,2986,7,0,4,5,4,3,0,0,24,9,0,0,0,0,4,0,0,18,6,0,0,0,6,6,4,0,25,0,8,0,0,4,0,0,0,17,0,9,5,0,4,6,0,0,24,6,3,4,3,4,4,4,0,27,6,9,4,6,3,12,4,0,39,0,7,5,14,9,13,3,3,48,3,6,11,7,17,12,9,0,70,0,0,11,5,7,9,3,0,37,0,0,4,7,3,4,4,0,20,0,0,0,7,5,3,3,0,13,0,0,0,4,3,9,3,0,16,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,4,7,14,3,9,11,16,5,7,8,8,64,34,46,64,77,72,88,46,24,462,37,11,26,31,52,52,29,11,247,549,34,22,48,40,54,29,15,781,262,85,71,78,102
