POW_SA3_CODE_2021,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_16_20,SEO_AGFF_2021,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_16_20,SEO_Min_2021,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_16_20,SEO_Mnf_2021,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_16_20,SEO_EGWWS_2021,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_16_20,SEO_Const_2021,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_16_20,SEO_WST_2021,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_16_20,SEO_RetT_2021,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_16_20,SEO_AcFd_2021,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_16_20,SEO_TPW_2021,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_16_20,SEO_IMT_2021,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_16_20,SEO_FinIns_2021,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_16_20,SEO_RHRE_2021,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_16_20,SEO_ProSTS_2021,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_16_20,SEO_AdSup_2021,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_16_20,SEO_PubAS_2021,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_16_20,SEO_EdTrn_2021,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_16_20,SEO_HC_SA_2021,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_16_20,SEO_ArtsR_2021,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_16_20,SEO_OthSvs_2021,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_16_20,SEO_IDNS_2021,SEO_IDNS_NS,SEO_IDNS_Tot
20402,44,0,9,0,0,4,3,0,0,68,7,0,0,0,0,0,0,0,0,3,78,11,15,13,14,13,12,0,3,161,4,0,0,0,0,0,0,0,0,3,40,10,0,5,8,20,36,0,6,128,11,0,0,0,0,0,0,0,0,9,36,0,11,5,11,11,4,0,4,78,22,8,7,3,19,6,9,0,0,75,19,0,4,4,3,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,19,0,6,6,7,0,0,0,5,42,20,0,0,0,6,0,0,0,0,28,40,8,6,14,5,3,5,0,0,81,75,6,7,12,7,5,6,0,4,113,149,19,25,23,22,16,15,0,4,279,5,0,0,0,0,0,5,0,0,18,27,0,3,3,0,5,0,0,0,39,25,7,0,4,9,0,0,0,3,51
20403,66,5,3,3,5,0,4,0,8,100,0,0,5,0,0,0,0,0,0,0,105,14,19,25,23,17,14,0,7,217,10,0,0,0,0,0,0,0,0,16,66,9,9,13,8,5,9,0,3,130,28,0,0,5,0,8,6,0,0,50,82,7,13,16,19,6,12,0,4,166,63,3,21,31,34,19,39,0,9,216,61,6,7,9,15,9,9,0,3,113,11,0,0,0,4,0,0,0,0,13,9,0,0,4,3,3,0,0,0,22,4,0,3,3,0,0,0,0,0,15,47,12,11,13,10,11,7,0,0,103,29,3,8,8,6,3,4,0,4,66,111,6,10,25,37,15,10,0,10,234,113,5,20,20,26,16,20,0,4,221,176,32,27,39,39,30,25,0,8,372,21,0,5,0,11,4,5,0,0,37,41,3,3,4,7,3,0,0,0,65,41,6,0,6,8,8,3,0,8,81
20501,82,4,14,12,20,17,21,0,11,173,3,0,0,0,0,0,0,0,0,10,34,0,14,9,4,12,4,0,8,79,7,0,0,0,0,0,0,0,0,10,56,5,6,10,12,5,8,0,0,103,18,0,0,0,0,0,6,0,0,26,63,5,9,13,14,5,7,0,0,115,34,0,0,10,10,13,10,0,0,94,21,0,3,4,4,4,0,0,0,33,10,0,0,3,0,0,0,0,0,21,15,0,7,0,7,0,0,0,0,32,9,0,0,0,0,0,0,0,0,13,45,5,10,11,10,9,3,0,0,87,19,6,4,0,4,4,0,0,5,32,33,3,5,3,0,5,3,0,0,61,105,14,8,18,24,4,5,0,0,172,131,9,30,30,40,25,16,0,5,281,13,0,6,4,3,0,3,0,3,25,32,5,7,4,10,11,3,0,0,75,23,0,3,6,9,3,0,0,3,55
20502,37,7,0,5,0,7,9,0,3,72,0,0,0,0,0,0,0,0,0,0,64,4,16,8,12,3,16,0,4,131,11,0,0,0,0,0,0,0,0,15,28,5,3,0,8,6,0,0,3,55,13,0,0,0,6,0,3,0,0,23,54,3,3,14,10,6,0,0,0,102,54,4,10,11,12,12,6,0,5,110,20,4,4,5,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,15,29,4,4,3,5,4,3,0,0,58,18,0,3,0,3,9,3,0,0,36,48,7,10,5,13,8,5,0,0,93,76,7,9,12,17,4,3,0,6,140,136,10,30,29,33,21,17,0,11,288,14,0,0,0,0,0,3,0,0,22,21,0,3,3,3,0,5,0,0,44,27,3,0,0,6,3,3,0,0,45
20503,106,12,18,15,25,15,27,0,5,218,5,0,0,0,0,3,0,0,0,10,59,9,7,13,18,22,6,0,3,128,18,4,5,3,3,0,0,0,0,32,79,3,10,17,18,13,4,0,6,150,25,0,3,0,0,3,6,0,6,40,89,9,12,25,17,16,11,0,7,186,77,4,14,19,24,23,17,0,9,188,38,0,5,3,0,0,3,0,5,58,12,0,3,4,0,0,0,0,0,18,20,0,5,0,3,3,0,0,0,32,17,0,4,0,4,0,0,0,0,32,85,8,11,12,15,5,8,0,3,134,38,6,3,5,8,11,3,0,0,72,52,7,4,6,5,5,5,0,0,91,82,8,13,25,18,14,12,0,5,166,229,23,24,29,38,36,21,0,11,405,33,3,7,6,8,3,3,0,3,63,41,9,4,6,7,3,7,0,3,86,44,7,6,6,8,4,0,0,5,76
20504,22,0,0,4,5,6,7,0,0,42,18,0,0,0,3,3,0,0,0,25,73,8,8,9,15,11,7,3,4,135,100,3,5,7,15,9,3,0,3,142,80,7,7,8,10,5,3,0,4,126,20,0,3,0,0,0,0,0,0,27,99,0,11,13,17,15,7,0,8,177,28,0,3,9,16,17,9,0,4,94,61,10,3,4,5,9,7,0,0,87,11,0,7,4,10,0,0,0,0,29,10,0,0,4,3,0,3,0,0,31,16,0,0,0,0,0,0,0,0,20,46,3,4,3,6,6,5,0,0,78,24,0,0,4,7,0,0,0,3,41,102,13,16,15,23,10,4,0,6,188,98,6,9,18,25,13,10,0,3,184,257,29,35,60,61,52,30,0,8,533,14,0,0,0,6,0,0,0,0,21,32,3,6,3,15,9,4,0,0,74,45,0,9,5,5,12,9,0,3,90
20505,64,9,13,16,17,22,28,4,8,184,15,4,5,3,3,0,0,0,0,26,28,0,6,5,6,4,8,0,4,53,13,0,0,3,0,0,0,0,0,13,26,4,6,3,9,7,3,0,0,59,7,0,0,0,8,0,0,0,0,19,30,3,9,9,15,13,3,0,6,78,19,0,3,8,14,0,0,0,6,55,20,3,6,3,3,4,3,0,0,41,5,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,10,21,6,3,5,10,5,9,0,3,57,13,3,5,5,0,5,4,0,0,30,84,8,19,19,20,15,15,0,6,182,43,7,14,7,14,14,13,0,0,101,106,15,9,18,28,16,11,0,3,197,11,0,0,0,0,0,0,0,0,15,16,0,4,6,4,3,0,0,6,34,23,0,3,0,7,3,6,0,6,45
20601,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,52,6,12,17,16,27,19,0,4,152,3,0,0,0,0,0,0,0,0,10,65,7,13,15,21,25,22,0,6,175,39,3,9,8,7,9,4,0,0,75,78,12,25,27,26,37,42,0,6,258,40,11,15,24,31,61,100,0,10,300,32,6,6,12,9,6,12,0,0,81,23,4,10,9,7,3,3,0,0,66,18,0,3,4,0,3,8,0,0,40,10,0,0,0,0,0,3,0,0,23,123,14,29,38,39,59,56,18,0,374,21,5,4,7,9,11,11,0,0,74,104,9,18,13,19,13,13,0,3,185,142,17,16,39,40,39,35,0,3,336,204,32,41,39,64,54,63,4,4,506,33,4,14,9,17,16,14,0,3,113,51,6,7,15,22,24,16,0,0,143,49,8,7,13,19,35,29,10,7,170
20602,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,37,3,6,12,19,7,8,0,0,102,0,0,0,0,0,4,0,0,0,11,61,15,20,12,14,32,22,0,0,178,28,3,3,12,6,7,5,0,0,63,82,6,17,32,30,24,16,0,3,215,20,6,12,15,26,40,43,0,7,170,9,3,0,7,5,0,0,0,0,27,11,0,6,10,4,7,0,0,0,38,16,4,0,6,5,4,0,0,3,31,15,0,0,4,0,0,0,0,0,27,76,8,20,21,35,29,21,0,4,220,33,4,3,6,8,8,13,0,0,66,33,11,3,3,0,6,6,0,4,55,83,11,20,26,21,36,29,0,0,229,119,14,13,16,37,44,29,0,6,287,31,7,6,15,7,6,4,0,0,72,33,0,0,8,11,21,16,0,0,98,36,3,11,9,8,16,21,0,0,107
20603,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,6,3,4,3,6,8,0,0,40,0,0,0,0,0,0,0,0,0,3,62,3,9,9,12,9,8,0,7,120,3,0,0,0,5,0,5,0,0,11,54,10,9,24,24,21,20,0,5,165,30,0,9,15,32,18,40,0,0,155,24,6,10,8,11,11,3,0,0,61,14,3,3,3,7,0,3,0,0,31,54,4,8,5,7,8,3,0,0,93,18,0,3,0,5,4,0,0,0,33,109,9,24,17,29,23,20,0,4,237,28,3,4,4,0,11,13,0,0,74,110,19,7,22,20,19,9,0,4,215,125,8,7,23,30,26,25,0,0,247,134,25,28,45,44,50,40,3,3,375,16,0,5,3,8,8,7,0,3,55,43,8,10,14,11,12,7,0,0,99,29,5,0,8,7,11,10,0,3,74
20604,21,0,6,10,13,11,22,0,0,83,73,14,24,28,27,12,19,0,4,197,404,65,118,173,217,201,183,14,11,1374,438,120,163,228,279,236,183,0,13,1662,643,118,185,216,341,340,300,6,26,2181,289,64,86,101,125,105,110,0,12,905,521,109,176,282,313,377,397,10,23,2213,357,109,232,351,454,598,934,23,45,3098,902,151,212,296,364,298,279,16,28,2545,934,167,264,349,427,420,266,6,22,2861,3929,878,1285,1665,1886,1864,1403,50,109,13070,341,55,97,120,168,160,157,7,3,1122,4171,961,1502,1801,2306,2455,2751,94,147,16181,592,140,245,239,383,519,709,13,19,2853,3146,577,720,816,909,758,563,18,69,7573,1593,309,442,554,723,802,743,30,34,5227,2182,404,629,811,887,929,974,51,50,6918,534,110,196,194,271,313,229,7,22,1885,442,79,122,140,209,213,224,9,9,1448,508,110,184,189,322,316,424,9,87,2141
20605,10,0,4,4,5,0,7,0,0,28,27,3,8,12,18,9,12,0,3,100,259,44,62,101,107,122,87,0,4,796,18,3,0,12,14,7,8,0,0,61,351,63,95,113,174,171,162,4,10,1138,174,27,54,58,64,70,67,3,3,532,254,50,79,111,135,160,171,4,10,975,108,26,44,93,128,192,276,8,7,883,221,33,45,70,83,74,114,4,5,654,168,26,49,50,71,80,87,0,3,530,228,44,81,79,117,89,77,7,7,716,122,18,24,42,43,38,46,0,0,332,810,163,236,294,385,426,444,15,27,2805,144,31,40,59,72,99,129,5,5,588,179,29,50,39,44,50,48,0,5,454,240,36,54,71,100,130,142,8,8,785,353,69,92,117,166,178,216,10,15,1205,80,11,21,31,38,36,52,3,0,276,154,30,27,44,88,89,85,0,5,529,199,38,65,78,87,109,114,5,23,716
20606,3,0,0,5,0,0,0,0,0,8,4,0,3,0,0,0,0,0,0,7,24,6,9,4,12,19,16,0,0,90,0,0,4,0,0,0,3,0,0,13,80,7,14,18,36,37,43,4,3,251,15,0,8,3,10,10,13,0,0,64,146,26,63,64,74,70,95,6,8,562,78,22,32,51,75,111,206,3,8,586,49,17,9,13,24,9,10,0,0,133,58,21,20,22,36,14,17,0,3,184,87,12,16,21,24,20,29,0,4,216,92,17,16,21,11,28,13,0,5,209,287,53,87,99,131,141,197,12,9,1021,63,3,13,17,18,22,51,0,3,191,56,5,15,17,8,17,17,0,4,141,146,22,37,40,47,51,44,0,0,398,254,45,64,70,99,111,117,0,11,770,30,3,6,5,12,18,19,0,0,96,53,19,18,24,44,46,62,0,4,268,54,16,28,32,35,37,51,4,10,259
20607,3,0,0,6,0,5,7,0,0,12,0,0,0,5,0,0,0,0,0,6,170,37,40,76,79,115,83,0,3,597,48,15,16,28,40,43,36,3,0,232,174,36,33,47,82,109,105,3,9,599,145,25,30,48,75,86,57,5,5,470,363,74,127,193,235,292,288,13,22,1608,125,29,78,126,167,214,338,4,12,1103,105,25,29,43,44,46,44,3,3,350,128,35,46,61,69,105,103,3,10,563,127,21,33,44,58,60,58,0,0,406,63,10,18,12,31,31,39,4,0,211,611,162,244,283,402,470,501,12,26,2719,90,20,38,29,42,56,81,3,3,364,138,14,28,40,51,37,17,0,0,333,219,41,66,72,99,93,94,3,10,693,985,175,218,276,314,360,372,16,36,2756,79,28,15,37,43,52,57,4,4,313,101,12,27,48,50,89,77,4,3,412,169,35,44,72,94,123,167,4,25,731
20701,8,0,0,0,5,3,8,0,0,25,8,0,0,3,3,0,4,0,0,19,102,17,24,27,36,43,25,0,7,278,16,3,5,3,4,3,3,0,0,45,184,29,26,44,48,56,64,0,0,458,107,13,34,22,20,37,27,3,4,269,355,60,81,140,159,156,112,4,21,1087,65,14,43,72,66,70,97,0,3,436,105,6,17,18,26,18,17,0,3,213,43,3,3,15,15,7,12,0,0,100,245,28,37,59,50,50,34,0,3,509,89,12,18,15,12,18,13,0,4,186,731,120,188,216,209,237,209,7,22,1936,81,8,22,20,18,32,40,0,0,228,126,15,23,28,35,25,20,0,10,281,610,99,140,172,202,178,147,0,16,1580,751,114,147,154,170,195,177,7,19,1727,37,7,7,17,24,7,3,0,0,107,113,14,17,28,24,33,38,0,3,280,124,20,27,31,42,48,64,3,25,385
20702,4,0,0,0,7,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,25,11,9,3,16,4,6,0,0,76,0,0,0,0,0,0,0,0,0,3,73,12,9,12,17,17,11,0,0,151,22,3,0,4,6,5,0,0,0,41,147,13,27,74,74,41,41,0,12,433,27,10,10,30,43,34,25,0,0,178,22,0,8,8,5,4,7,0,4,59,12,5,6,4,4,0,0,0,0,39,41,11,9,3,10,0,4,0,0,76,36,0,8,9,8,4,5,0,0,71,123,18,20,25,26,24,18,0,5,258,24,4,0,0,3,7,7,0,0,58,59,4,9,4,3,3,5,0,0,87,113,8,24,30,43,19,19,0,0,262,235,43,44,54,80,44,31,0,7,546,10,5,5,6,4,3,6,0,0,40,47,9,7,3,13,13,12,0,0,96,21,5,3,16,3,9,14,0,10,73
20703,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,69,16,16,21,14,21,19,0,0,174,11,0,0,0,4,0,0,0,0,23,71,15,19,25,25,31,29,0,4,219,68,3,18,26,24,21,12,0,0,176,139,11,17,42,40,40,30,0,3,313,23,3,11,36,26,22,19,0,3,139,26,4,3,7,8,4,15,0,0,66,54,8,14,10,14,10,14,0,4,126,53,9,17,13,13,4,13,0,0,120,35,5,0,7,5,9,0,0,5,73,195,32,29,51,61,55,57,3,3,498,61,8,16,3,13,13,20,0,0,135,208,41,52,49,34,26,18,3,0,429,401,73,102,119,127,104,94,0,17,1042,614,98,146,187,158,143,127,4,17,1491,28,4,7,13,16,11,11,0,0,89,123,24,32,40,43,31,32,0,3,316,63,11,10,20,25,19,30,0,11,194
20801,4,0,0,0,3,0,0,0,0,10,3,0,0,0,5,0,0,0,0,8,105,13,20,28,24,17,18,0,5,232,8,3,5,0,4,0,3,0,0,20,134,23,42,37,28,47,31,0,6,347,53,9,14,15,17,5,8,4,0,114,150,22,35,64,62,46,46,0,7,430,64,14,27,62,61,50,66,0,3,351,31,5,10,9,6,0,5,0,0,75,29,0,4,6,11,4,9,0,0,67,99,16,20,30,29,21,13,0,0,229,47,12,8,13,5,3,6,0,0,98,281,46,67,97,83,77,54,0,10,725,62,16,12,24,24,15,15,0,5,167,59,11,23,28,12,11,9,0,0,157,210,32,63,103,91,73,67,6,8,641,363,67,78,92,129,125,84,0,11,956,38,6,8,12,25,17,4,0,6,120,65,11,19,20,30,21,16,0,0,181,99,24,23,17,27,22,26,0,10,252
20802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,6,8,12,11,4,11,0,4,121,0,0,0,4,0,0,0,0,0,15,141,14,29,36,57,62,43,0,7,393,36,6,15,14,5,9,3,0,4,98,172,35,56,67,95,73,72,0,9,584,45,20,25,39,61,48,60,0,0,309,68,13,16,23,15,9,16,0,0,152,42,9,16,12,15,9,11,0,0,107,92,12,27,23,23,17,13,0,5,219,56,3,18,13,10,5,4,0,0,114,319,67,88,86,79,53,47,0,9,756,70,10,23,6,18,19,25,0,0,175,136,17,20,23,20,16,8,0,6,254,393,61,128,132,108,133,130,7,8,1086,557,110,139,146,142,140,160,5,8,1403,39,4,15,9,7,15,14,0,0,102,105,20,29,31,38,43,32,0,6,308,79,11,14,26,29,22,29,4,15,235
20803,16,0,6,3,0,0,3,0,0,33,12,0,0,4,0,0,0,0,0,10,697,104,131,158,193,172,115,0,16,1585,40,6,7,5,10,7,10,0,0,75,360,49,60,96,153,151,95,3,20,1003,259,32,50,57,44,48,37,0,3,524,388,49,91,164,158,105,74,5,11,1044,80,8,20,71,85,65,62,0,5,397,147,26,29,39,30,27,35,0,10,351,32,4,14,5,14,10,11,0,5,99,97,10,19,23,14,26,5,0,3,195,63,8,11,14,22,8,6,0,0,133,204,30,55,67,77,75,55,0,7,565,119,16,26,29,32,38,31,0,4,291,166,20,37,27,46,34,8,0,6,347,232,25,43,103,105,71,50,0,5,642,449,71,91,133,131,135,107,0,9,1128,31,6,14,26,17,15,14,0,3,131,163,26,32,50,50,41,26,0,3,390,248,42,45,74,79,74,60,0,36,674
20804,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,6,5,3,16,8,0,0,57,0,0,0,0,0,0,0,0,0,8,36,11,18,8,9,10,13,0,0,98,22,3,8,15,5,7,0,0,0,54,146,30,60,73,78,83,66,0,9,542,20,6,17,32,41,26,40,0,0,189,19,7,3,5,7,6,3,0,0,49,7,4,4,5,7,7,4,0,0,34,27,9,14,9,10,12,9,0,3,92,51,10,12,13,14,13,11,0,5,124,152,22,26,38,37,36,49,4,5,358,19,0,4,9,7,5,13,0,0,55,30,0,3,4,11,0,6,0,0,47,110,15,26,25,20,17,23,0,7,241,354,57,88,114,92,84,99,5,5,899,14,8,5,12,11,3,10,0,0,55,35,13,6,5,18,18,6,0,0,105,37,4,15,18,7,19,14,0,10,122
20901,8,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,7,89,12,23,22,26,13,25,0,4,209,4,0,0,3,0,0,0,0,0,9,110,17,23,33,33,30,30,0,3,284,33,6,0,3,7,0,0,0,0,52,143,17,13,37,35,24,22,0,10,302,48,10,7,22,41,17,24,0,0,169,48,8,5,5,10,7,6,0,3,87,20,0,3,3,5,0,0,0,0,32,41,7,6,3,11,0,3,0,0,79,21,4,3,5,0,8,0,0,0,46,163,25,27,41,28,21,20,0,0,323,47,5,11,4,13,11,9,0,0,102,126,22,27,27,37,24,12,0,0,270,233,28,52,65,61,39,40,0,3,516,819,147,173,193,232,180,126,4,19,1901,16,3,4,8,3,9,4,0,0,47,49,3,11,14,15,20,12,0,3,129,65,7,10,10,27,22,18,0,7,174
20902,5,0,3,0,0,4,6,0,0,17,6,4,0,0,6,0,0,0,0,23,168,19,32,25,30,41,10,0,7,334,4,3,3,0,0,0,0,0,0,14,75,12,15,17,30,31,27,0,3,213,51,4,10,13,20,13,10,0,0,111,135,20,25,50,50,48,58,0,12,394,29,6,3,17,14,26,27,0,4,135,55,7,13,10,10,9,21,0,3,134,13,6,4,4,6,7,4,0,0,38,21,0,6,9,9,3,7,0,0,58,14,4,0,10,0,4,0,0,0,45,73,21,18,26,28,29,16,0,7,216,33,5,11,10,8,9,5,0,0,83,126,11,24,35,28,48,28,0,0,311,270,52,62,69,91,86,69,0,13,710,264,44,44,59,73,84,59,0,14,643,8,5,9,5,11,6,12,0,4,62,42,4,6,10,16,17,10,0,3,117,52,5,11,8,22,12,22,0,9,149
20903,15,3,0,5,0,0,6,0,3,29,0,0,0,0,0,0,0,0,0,0,35,6,8,0,12,0,4,0,0,57,3,0,0,0,0,0,0,0,0,13,69,10,11,15,10,11,4,0,6,135,20,0,0,0,5,4,0,0,4,30,47,0,6,16,8,14,8,0,5,105,18,7,4,15,28,14,11,0,0,89,14,0,0,0,9,6,0,0,0,35,9,0,0,5,3,3,0,0,0,19,13,3,5,5,4,0,3,0,0,32,22,0,0,6,5,0,0,0,0,32,114,7,21,24,19,13,7,0,0,217,25,4,0,7,12,0,5,0,3,50,59,9,12,14,6,3,3,0,0,103,102,9,19,32,23,21,0,0,0,214,83,14,19,20,28,18,12,0,6,198,16,3,0,3,13,0,0,0,0,43,33,0,5,7,4,4,3,0,0,57,34,0,6,12,10,11,0,0,0,71
20904,24,0,3,6,7,6,3,0,0,46,5,0,0,3,4,4,0,0,0,13,292,41,53,47,81,67,50,6,5,648,23,3,5,8,3,5,3,0,0,50,257,36,53,76,106,84,74,4,20,704,140,10,16,12,26,25,19,0,6,257,229,23,44,51,76,66,62,0,13,560,47,3,6,33,57,40,40,0,5,239,137,17,31,30,39,22,22,0,3,303,9,0,0,13,8,7,8,0,0,47,44,11,0,10,9,21,8,0,4,104,34,5,8,0,3,10,0,0,0,70,107,12,23,29,25,24,24,0,0,239,79,10,7,16,26,22,21,0,3,182,124,18,20,26,23,27,11,0,4,252,218,42,36,52,84,71,43,0,6,554,435,73,101,109,188,138,131,6,19,1200,25,6,9,11,8,11,3,0,0,68,79,13,22,17,12,17,10,0,0,170,146,20,20,38,39,42,39,0,19,357
21001,6,0,0,4,0,0,3,0,0,15,5,0,0,0,0,0,0,0,0,5,228,25,31,45,43,48,31,0,3,455,5,5,0,5,0,0,6,0,0,24,165,24,35,49,69,65,40,3,12,456,102,12,7,18,24,23,14,0,4,204,128,12,22,29,34,27,25,0,0,278,24,3,12,10,21,13,11,0,0,86,228,27,35,44,51,43,29,0,10,464,21,4,10,7,9,9,0,0,0,53,32,5,11,14,9,3,5,0,0,70,17,5,3,10,8,15,6,0,0,56,85,12,21,6,8,8,9,0,0,155,52,3,9,5,14,10,16,0,3,110,122,14,27,23,26,24,11,0,0,246,102,13,18,13,22,30,20,0,9,228,98,21,24,29,31,25,23,0,4,251,3,0,0,3,3,3,0,0,0,16,56,0,5,8,13,14,3,0,0,106,95,13,15,7,35,21,28,0,11,225
21002,19,0,4,0,3,3,6,0,0,48,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,6,4,0,3,32,0,0,0,0,0,0,0,0,0,4,27,0,11,5,13,9,10,0,3,80,8,0,0,0,0,0,0,0,0,12,31,0,6,10,6,6,4,0,0,64,13,0,0,10,10,3,10,0,4,44,12,0,0,0,0,0,0,0,0,23,4,0,0,3,0,0,0,0,0,20,28,0,0,5,4,3,0,0,0,42,4,0,0,0,0,0,0,0,0,9,38,0,19,0,4,6,3,0,0,70,11,3,0,5,0,4,0,0,0,26,23,0,5,4,0,0,4,0,0,39,62,8,5,11,15,9,5,0,0,108,51,5,17,13,15,3,7,0,0,107,8,6,5,6,5,3,0,0,0,22,22,0,0,3,4,0,0,0,0,37,8,3,4,7,7,3,0,0,7,34
21003,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,85,6,18,18,16,13,17,0,0,178,3,0,0,0,0,0,0,0,0,10,48,7,13,6,17,23,11,0,3,131,23,0,0,5,5,3,0,0,3,44,51,4,5,13,14,16,17,0,0,123,21,0,6,6,5,6,9,0,0,62,16,5,6,8,5,5,13,0,0,52,6,0,0,3,3,4,0,0,0,20,9,0,0,0,6,0,0,0,0,20,8,0,0,0,0,5,0,0,0,16,38,3,11,7,11,8,7,0,0,86,14,0,3,5,9,7,8,0,3,50,30,4,8,4,13,3,5,0,0,62,83,11,19,11,26,18,11,0,0,184,90,7,11,26,31,34,20,0,0,229,8,0,6,3,0,6,3,0,0,25,44,9,5,9,6,4,0,0,3,77,46,0,0,10,16,8,12,0,3,93
