POW_SA3_CODE_2021,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_or_LR_15_24,F_M2_TrnTrm_or_LR_25_34,F_M2_TrnTrm_or_LR_35_44,F_M2_TrnTrm_or_LR_45_54,F_M2_TrnTrm_or_LR_55_64,F_M2_TrnTrm_or_LR_65_74,F_M2_TrnTrm_or_LR_75ov,F_M2_TrnTrm_or_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_or_LR_15_24,F_M2_BusTrm_or_LR_25_34,F_M2_BusTrm_or_LR_35_44,F_M2_BusTrm_or_LR_45_54,F_M2_BusTrm_or_LR_55_64,F_M2_BusTrm_or_LR_65_74,F_M2_BusTrm_or_LR_75ov,F_M2_BusTrm_or_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,9,0,0,0,0,26,5,4,0,0,0,0,0,15,22,14,11,0,0,0,0,45,33,31,18,14,8,5,0,110,56,50,32,22,11,6,0,175,0,0,4,0,0,0,0,5,5,0,0,0,0,0,0,10,36,30,19,14,9,4,0,102,44,33,18,18,9,4,0,120,144,746,1234,1136,720,200,26,4219,1070,1001,807,633,643,150,18,4310,24,20,23,18,21,17,11,134,4751,5988,5893,5930,4675,956,79,28277,11,20,8,10,5,0,0,57,131,60,29,29,27,5,0,276,0,0,0,3,0,0,0,14
20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,4,0,0,0,0,14,9,6,4,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,5,0,0,0,0,9,24,88,206,254,265,127,31,1000,140,136,115,104,140,36,0,669,4,7,0,4,9,8,4,36,545,702,780,988,983,277,55,4336,6,3,0,0,0,0,0,9,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,3
20103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,9,4,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,11,56,111,139,126,65,18,519,89,92,69,87,88,39,8,477,16,3,4,4,9,3,7,34,474,592,633,847,778,275,42,3642,4,3,0,0,0,0,0,8,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0
20201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,21,4,5,0,4,0,0,31,4,3,0,0,0,0,0,9,28,11,3,3,7,0,0,50,33,23,12,8,15,3,0,95,61,37,22,13,21,3,0,155,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,4,20,10,4,0,0,0,43,13,25,10,5,0,0,0,58,127,728,1050,1082,655,184,19,3846,906,953,712,554,610,158,9,3904,26,16,21,18,20,9,4,115,4228,5416,5338,5223,4258,881,69,25424,8,5,3,11,10,0,0,44,158,66,53,23,15,8,0,328,3,3,0,0,4,0,0,13
20202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,6,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,9,3,9,5,0,0,0,24,14,9,14,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,11,6,5,0,5,0,0,0,17,33,153,412,515,410,194,51,1765,295,206,213,275,251,82,5,1331,9,4,3,10,8,8,3,52,1137,1329,1691,2218,1857,549,86,8877,22,22,8,13,12,0,0,72,16,0,4,5,0,0,0,27,0,0,0,0,0,0,0,5
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,61,86,80,67,28,350,35,39,29,26,31,16,0,178,4,4,4,5,6,0,0,19,157,233,251,324,359,158,37,1523,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,167,158,115,59,22,614,71,59,57,44,39,7,0,287,6,0,7,3,0,0,0,9,400,428,553,520,407,129,32,2470,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
20302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,6,6,4,3,0,0,0,22,4,3,5,0,0,0,0,12,0,3,3,4,0,0,0,6,24,41,22,8,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,5,0,0,28,32,16,5,3,0,0,0,53,9,8,6,4,0,0,0,30,46,30,12,13,8,0,0,108,48,47,30,38,24,0,0,199,115,119,61,65,38,3,0,401,9,13,3,5,0,0,0,30,8,14,0,0,0,0,0,24,50,40,37,14,16,0,0,163,71,64,40,21,16,0,0,214,420,2259,3222,2741,1569,384,32,10633,1961,1995,1657,1213,1164,322,17,8326,44,40,32,41,39,16,21,220,8648,12456,11890,11455,8427,1821,123,54818,55,101,57,26,19,3,0,269,339,257,131,85,101,26,3,943,0,0,12,3,0,0,0,14
20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,12,4,4,0,0,0,0,22,6,9,5,6,3,0,0,39,25,17,12,8,3,6,0,67,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,4,6,0,0,0,0,15,3,9,6,0,0,0,0,22,56,393,774,784,580,250,35,2866,687,389,372,295,312,97,8,2159,18,12,13,9,4,0,5,63,2455,2337,2717,2723,2203,621,76,13126,0,0,5,0,0,0,0,10,41,21,15,6,4,0,0,91,0,0,0,7,0,0,0,12
20401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,8,4,12,0,11,6,3,0,40,6,13,4,10,9,6,0,53,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,14,0,4,4,7,0,0,0,16,51,232,392,456,389,262,79,1851,408,313,275,229,306,113,12,1649,28,12,12,12,12,13,6,84,1643,1988,2159,2491,2303,784,127,11494,4,6,4,0,0,0,0,20,15,9,4,8,9,4,0,48,0,0,0,0,0,0,0,9
