POW_SA3_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
20606,15,3,0,115,140,33,14,4,0,190,878,153,109,20,15,1180,32,8,9,3,6,51,12349,2494,1406,274,92,16609,9912,794,770,146,43,11656,14,0,0,0,0,23,20,0,0,0,0,17,55,9,13,0,0,75,573,114,43,43,0,775,17,0,4,0,0,18,23,0,3,0,0,26,32,5,0,0,0,38,62,6,3,0,0,73,47,9,11,0,0,71,93,7,8,0,0,108,690,20,14,4,9,743,146,3,0,3,3,157,48,7,4,3,0,68,7,0,0,0,0,7,112,0,4,0,4,114,101,4,9,0,0,113,86,0,12,4,3,102,107,10,0,5,0,124,15,0,3,0,0,19,248,17,16,0,0,286,99,0,0,0,0,99,24,0,0,0,0,26,445,34,36,4,0,522,38,0,0,0,0,34,275,3,3,0,0,283,49,6,12,0,0,66,77,5,5,0,0,77,161,13,15,7
20607,29,0,5,387,484,54,60,12,4,616,2445,182,159,26,14,2826,87,16,11,3,5,121,38855,4318,2515,315,199,46207,27765,1193,1428,165,81,30633,40,0,0,0,0,40,67,0,0,0,0,69,213,0,12,0,0,234,1289,81,58,21,11,1458,51,3,3,0,0,60,55,0,3,0,0,56,73,4,0,0,0,83,177,13,19,0,0,203,144,8,3,4,0,159,287,14,14,0,0,311,1866,23,9,3,13,1920,336,12,10,3,0,355,159,11,8,9,0,181,47,0,0,0,0,47,296,4,6,0,0,304,198,11,9,6,0,229,194,6,22,0,0,231,231,4,4,0,0,246,49,0,3,0,0,54,707,30,25,3,0,773,285,0,0,0,0,293,73,5,4,0,0,82,1307,42,68,7,3,1425,82,0,3,0,0,86,900,3,8,0,3,909,86,5,6,0,0,105,264,8,6,3,0,283,336,12,9,0
20701,11,4,0,218,323,47,43,13,0,431,1400,194,136,17,8,1761,60,7,14,0,6,91,27533,4969,2709,535,147,35899,23084,1434,1500,267,60,26347,35,0,0,0,0,37,61,0,0,6,0,70,115,10,12,0,0,128,1893,454,164,177,20,2707,43,0,0,0,0,47,65,0,7,3,0,73,79,5,5,3,0,86,130,11,11,0,0,150,153,13,11,3,0,182,373,29,29,6,4,442,1692,42,43,17,7,1799,259,13,17,7,0,290,207,25,24,7,0,261,29,0,0,0,0,36,134,9,3,0,0,148,156,11,14,3,0,190,137,3,12,0,0,156,201,18,27,11,4,258,31,10,4,0,0,47,726,58,45,15,0,855,333,4,0,0,0,337,51,4,0,0,0,58,665,42,40,3,0,758,64,3,0,0,0,71,503,4,11,5,0,524,87,4,9,0,3,104,189,16,17,5,3,228,352,20,25,5
20702,5,0,0,43,94,20,10,3,0,127,368,84,54,7,3,520,28,5,7,0,0,39,8582,1762,1187,239,63,11826,7854,327,446,87,29,8751,9,0,0,0,0,13,11,3,0,0,0,12,20,0,3,0,0,25,902,216,123,112,7,1360,15,5,4,0,0,20,20,6,3,0,0,35,31,0,3,0,0,32,17,0,0,0,0,17,86,8,3,4,0,104,230,27,17,3,0,278,424,27,34,3,7,497,59,3,9,0,4,77,205,24,25,24,0,277,16,0,0,0,0,14,25,0,0,0,0,25,94,9,9,15,0,128,34,0,9,0,0,47,92,9,17,0,0,116,24,0,3,0,0,31,401,37,43,10,0,490,133,0,0,0,0,135,16,0,0,0,0,18,151,9,8,7,0,174,34,9,4,0,0,50,174,0,4,0,0,192,17,0,4,0,0,21,90,5,6,0,0,100,117,8,16,0
20703,6,0,0,84,221,36,11,0,0,267,909,82,65,8,6,1061,40,7,0,0,6,59,17712,2312,1483,265,114,21889,14306,390,640,98,41,15469,22,0,0,0,0,25,28,0,3,0,0,37,60,3,3,0,0,63,2587,387,202,138,25,3347,16,5,0,0,0,18,36,3,4,0,0,36,49,4,0,0,0,53,67,0,5,0,0,68,76,3,10,0,0,92,404,23,36,3,4,467,1174,39,33,12,7,1259,163,10,3,3,0,172,159,5,9,3,0,181,19,0,0,0,0,20,55,5,0,0,0,60,62,0,0,0,0,66,77,6,7,0,0,94,212,12,24,5,0,259,17,0,7,4,0,28,769,37,45,3,4,856,121,0,0,0,0,123,35,0,0,0,0,33,375,16,17,0,0,405,63,0,0,0,0,69,340,7,14,5,0,357,64,5,8,0,0,71,178,4,22,4,0,207,213,6,9,0
20801,22,0,0,112,106,8,0,4,0,121,574,173,117,13,4,886,31,0,8,0,6,57,10090,2950,1609,272,93,15013,9254,1027,1071,215,39,11597,11,0,0,0,0,16,12,0,0,0,0,12,48,9,12,0,0,73,346,88,48,54,3,529,13,8,0,0,0,29,20,6,0,0,0,29,39,0,0,0,0,46,62,12,19,6,0,93,47,8,15,0,0,71,51,0,5,0,0,55,559,24,12,3,4,601,56,3,0,0,0,61,35,4,5,4,0,42,4,0,0,4,0,7,74,10,12,0,0,96,39,12,5,0,3,58,68,0,5,0,0,73,57,4,6,0,0,69,15,3,6,0,0,22,109,12,12,0,3,140,144,0,0,0,0,144,27,0,8,0,0,36,301,28,59,9,4,398,8,0,0,0,0,14,230,3,5,3,0,241,49,13,12,3,0,79,48,0,9,0,0,59,192,25,28,8
20802,11,4,0,163,135,26,21,6,3,199,943,380,255,42,12,1640,45,7,9,0,5,74,12906,3125,2232,353,104,18715,11348,767,1240,180,45,13575,21,0,0,0,0,18,44,0,0,0,0,42,67,10,11,0,0,86,781,177,86,76,9,1126,21,0,3,0,0,27,18,0,3,0,0,25,60,4,0,0,0,61,80,3,22,5,0,109,105,7,15,0,3,129,116,3,14,0,0,140,1188,54,56,15,8,1315,111,8,12,0,0,135,53,9,8,0,0,67,8,0,0,0,0,6,121,3,10,0,0,135,71,4,12,0,0,90,108,3,23,0,0,139,118,15,25,8,0,162,32,0,0,0,0,34,267,24,26,6,0,323,215,0,0,0,0,215,29,0,3,0,0,33,365,25,36,0,4,439,34,0,4,0,0,43,396,3,13,0,0,419,68,13,13,5,0,105,76,3,13,0,0,87,479,62,109,4
20803,13,0,0,155,736,52,29,7,5,837,2309,328,211,43,25,2924,91,15,10,4,16,136,31837,4532,2279,437,251,39339,17609,964,1058,206,72,19910,50,0,0,0,0,54,42,0,0,0,0,45,94,6,12,0,0,113,912,158,71,60,4,1208,49,0,0,0,0,57,48,7,5,0,0,53,112,5,0,0,0,110,81,10,11,3,0,109,108,9,8,3,0,132,95,3,3,0,0,107,1383,55,26,9,8,1481,157,7,5,0,0,166,66,4,5,0,0,78,15,0,0,0,0,19,136,12,9,0,0,159,119,10,3,0,3,145,67,5,9,0,0,85,104,0,8,3,0,115,24,3,7,4,0,39,285,20,11,4,0,319,104,0,0,0,0,109,43,5,4,0,0,58,615,31,40,8,0,694,47,0,0,0,0,49,585,8,14,0,7,607,76,12,11,4,0,101,69,3,0,0,0,80,298,21,29,3
20804,7,0,3,55,81,12,4,3,0,102,444,64,44,7,5,556,18,0,0,0,3,25,7654,1244,712,121,36,9771,8307,400,473,94,27,9306,18,0,0,0,0,17,17,4,0,0,0,23,29,0,4,0,0,35,791,77,23,24,4,921,10,0,0,0,0,17,22,6,5,0,0,26,36,3,0,0,0,36,34,0,4,0,0,43,71,0,3,3,0,78,125,3,13,0,0,138,690,14,12,9,0,725,116,0,4,3,0,127,59,6,0,0,4,65,4,3,0,0,0,4,72,0,6,0,0,78,55,0,3,0,0,55,63,0,6,0,0,67,90,0,5,0,0,92,10,0,0,0,0,16,240,10,12,3,0,259,158,0,0,0,0,158,8,0,0,0,0,9,238,11,17,4,0,273,38,0,0,0,0,38,348,0,3,0,0,359,39,0,3,0,0,48,75,3,4,0,0,80,150,9,11,5
20901,6,0,0,86,188,14,26,0,0,232,754,119,128,22,6,1033,46,7,7,0,9,70,15360,2582,1791,236,119,20089,16925,692,1046,152,65,18877,7,0,0,0,0,13,21,4,0,0,0,22,68,8,0,3,0,78,588,99,61,33,3,781,52,0,0,3,0,57,46,4,3,0,0,48,55,0,0,0,0,55,54,6,4,0,0,63,86,7,0,3,0,98,126,4,9,0,0,143,954,28,26,4,4,1019,67,0,13,3,3,82,114,3,4,3,0,130,58,0,0,0,0,62,101,8,4,0,0,113,142,7,18,7,0,171,53,0,10,0,0,64,109,0,16,0,0,130,41,6,7,0,0,55,300,19,24,0,0,343,252,0,0,0,0,249,25,0,4,0,0,30,349,11,32,3,0,393,51,3,0,0,0,50,466,0,3,0,0,471,53,7,0,0,0,65,81,3,4,0,0,92,129,10,17,0
20902,9,0,0,82,337,49,33,8,3,431,1037,95,111,8,13,1270,60,5,5,0,3,75,14256,1669,1425,186,141,17674,11036,310,590,89,43,12073,14,0,0,0,0,14,41,0,0,0,0,44,43,0,6,0,0,43,606,69,53,39,8,773,33,4,3,0,0,40,40,0,0,0,0,47,55,0,0,0,0,55,55,0,8,0,0,65,106,7,14,5,0,129,55,0,9,0,0,63,805,34,10,3,4,867,66,4,4,0,0,77,85,3,5,0,0,93,69,0,3,0,0,77,52,0,3,0,0,57,159,20,14,3,0,203,42,0,4,0,0,43,49,0,4,0,0,56,70,9,4,3,4,89,173,5,12,0,0,185,182,0,0,0,0,182,18,0,0,0,0,17,285,9,25,4,0,320,50,0,5,0,0,58,287,4,6,0,0,297,35,0,5,0,0,41,45,5,3,0,0,57,74,4,6,0
20903,0,0,0,31,19,6,7,0,0,31,168,43,27,6,0,241,13,4,9,0,4,25,4660,1488,958,160,65,7341,5296,561,805,138,39,6834,0,0,0,0,0,0,3,0,0,0,0,3,11,3,4,0,0,18,77,24,9,8,0,119,5,0,0,0,0,7,11,0,0,0,0,9,12,0,0,0,0,14,13,7,3,0,0,30,14,3,0,0,0,19,12,0,0,0,0,15,168,18,5,5,0,196,15,0,0,0,0,17,28,7,0,0,0,38,4,0,0,0,0,5,12,3,0,0,0,15,27,0,4,3,0,39,14,0,5,0,0,16,7,5,0,0,0,11,7,0,3,0,0,11,28,6,5,0,0,44,52,0,0,0,0,52,13,0,6,3,0,24,85,5,14,5,4,117,7,0,0,0,0,9,43,0,3,0,0,50,3,0,3,0,0,13,8,0,7,0,0,14,39,4,15,0
20904,4,0,0,71,816,66,55,16,11,963,2169,336,272,53,27,2858,119,18,9,3,26,167,29634,4483,2986,444,310,37859,20801,793,1056,226,102,22968,13,0,0,0,0,21,55,0,8,0,0,66,48,7,3,0,0,62,521,78,55,36,6,697,40,6,3,0,0,53,77,9,12,0,0,94,139,4,3,0,0,145,60,5,3,0,0,73,162,19,13,4,0,197,85,0,6,0,0,99,2456,120,110,33,19,2734,104,8,5,4,0,121,169,10,16,3,0,207,243,17,18,5,3,291,56,9,0,0,0,68,281,16,25,16,6,329,44,0,3,0,0,49,59,4,7,0,0,71,132,9,7,3,0,164,265,12,15,0,0,295,294,0,5,0,3,305,16,0,0,0,0,19,461,13,18,3,0,502,125,12,17,7,0,156,627,7,19,8,0,661,47,3,0,0,0,54,73,3,5,0,0,84,118,7,8,0
21001,0,0,0,63,432,29,35,3,4,501,1223,134,88,22,15,1480,72,8,3,0,8,100,19025,2330,1065,185,131,22732,9252,471,430,126,41,10317,5,0,0,0,0,5,17,0,0,0,0,17,30,0,0,5,0,32,236,35,18,8,0,301,43,7,3,7,0,53,41,3,4,0,0,49,43,4,0,0,0,50,33,0,3,0,0,39,33,8,3,6,0,43,32,5,0,0,0,36,603,32,8,4,7,658,44,0,0,0,0,49,40,6,3,0,0,46,55,3,0,0,0,61,35,5,4,0,0,38,134,13,15,5,5,170,20,0,5,0,0,24,21,0,4,0,0,22,34,3,4,6,0,42,84,0,9,0,0,98,87,0,0,0,0,91,14,0,0,0,0,9,239,6,6,0,0,249,26,4,4,0,0,34,315,8,0,0,0,321,34,3,0,0,0,39,36,3,0,0,0,37,42,3,0,0
21002,0,0,0,18,5,6,0,0,0,10,54,16,6,3,7,84,26,5,0,0,3,36,2499,679,483,110,56,3827,3019,265,408,117,31,3833,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,18,16,0,0,0,0,16,4,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,8,14,0,0,0,0,14,3,0,0,0,0,4,4,0,0,0,0,4,60,4,3,0,0,74,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,15,0,3,0,0,17,9,3,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,9,0,4,0,0,10,0,0,0,0,0,0,8,0,0,0,0,9,61,8,9,0,0,75,3,0,0,0,0,8,13,0,0,0,0,16,5,0,0,0,0,7,10,0,0,0,0,8,14,4,11,0
21003,3,0,0,27,110,13,20,4,0,145,410,102,90,12,8,613,20,5,6,0,0,34,5973,1234,1109,140,67,8524,4216,195,347,67,21,4842,3,0,0,0,0,3,25,0,5,0,0,33,12,0,0,0,0,11,97,20,19,11,0,152,17,3,0,0,0,20,22,0,7,0,0,32,36,0,0,3,0,31,17,0,0,0,0,19,42,9,0,0,0,52,9,0,0,0,0,9,397,24,11,12,0,444,24,6,3,0,0,31,26,0,6,0,0,32,53,6,10,0,0,69,15,3,0,0,0,21,98,11,10,5,0,130,7,0,4,0,0,14,15,0,3,0,0,20,65,8,14,5,0,87,29,5,4,0,0,40,227,4,3,0,0,235,0,0,0,0,0,0,96,9,19,0,0,120,88,12,24,5,0,126,161,4,3,0,0,170,16,0,0,0,0,20,28,0,0,0,0,23,18,0,0,0
21004,6,0,0,11,18,3,9,4,0,33,100,27,25,6,5,164,14,7,0,0,0,26,3244,627,507,77,27,4479,3930,191,333,60,16,4533,3,0,0,0,0,3,11,5,0,0,0,17,15,0,0,0,0,15,19,15,4,0,0,37,9,0,0,0,0,9,12,4,0,0,0,10,11,0,0,0,0,11,13,0,0,0,0,18,0,0,0,0,0,0,6,0,3,0,0,9,162,8,3,0,0,183,10,0,0,0,0,10,9,0,0,0,0,8,5,0,0,0,0,11,17,6,0,0,0,20,17,0,5,0,0,29,5,0,0,0,0,9,10,0,0,0,0,9,7,0,0,0,0,15,19,3,5,0,0,28,10,0,0,0,0,10,0,0,0,0,0,0,68,4,6,0,0,83,12,0,0,0,0,14,71,0,3,0,0,71,9,0,0,0,0,7,8,0,3,0,0,7,21,0,0,0
21005,6,0,0,130,1179,45,38,10,8,1277,4727,608,490,51,59,5941,227,25,9,3,23,285,47730,4799,3017,407,419,56383,18857,590,549,185,80,20263,36,0,0,0,0,33,57,7,0,0,0,67,53,3,0,0,0,54,497,40,30,18,3,592,70,4,0,3,0,81,97,4,9,7,0,119,190,3,6,0,0,201,74,0,5,0,0,79,100,13,3,3,0,117,69,4,5,0,0,75,2314,125,106,40,18,2600,90,0,8,0,4,98,118,13,3,0,0,138,715,43,73,13,14,854,60,3,0,0,0,61,251,13,10,5,0,284,53,0,3,0,0,64,34,0,0,0,0,38,233,27,37,11,4,311,194,7,5,0,0,212,270,7,6,0,3,282,12,0,0,0,0,17,724,12,18,7,3,761,180,18,59,14,0,273,757,15,14,8,6,798,60,0,0,0,0,62,90,6,3,0,0,95,83,5,4,0
21101,8,0,0,119,442,25,23,11,3,502,1981,174,125,23,12,2314,103,17,11,5,4,139,31816,4009,2557,384,174,38941,19251,812,1010,196,54,21316,75,0,3,0,0,78,24,0,0,0,0,29,55,5,7,0,0,61,1217,189,119,87,7,1614,34,4,7,6,0,42,45,0,5,0,0,60,66,0,4,0,0,74,112,10,8,3,0,132,50,6,3,4,0,54,178,17,12,5,0,216,1319,72,42,11,8,1451,173,8,9,6,0,196,131,6,15,7,0,153,13,0,0,0,0,17,86,4,0,0,0,92,83,7,3,0,0,95,48,3,6,0,0,63,96,5,13,6,0,115,25,0,0,0,0,32,608,43,56,12,0,716,76,0,0,0,0,74,45,7,5,0,0,50,529,14,34,9,4,588,61,0,0,7,0,71,557,3,16,4,0,579,84,4,12,4,0,112,149,13,15,0,0,180,249,10,17,3
21102,5,0,0,11,4,6,0,0,0,12,36,17,12,0,4,80,5,0,0,0,0,6,1328,579,357,73,14,2343,1537,187,216,72,5,2023,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,17,125,13,12,11,0,159,0,0,0,0,0,0,10,0,0,0,0,12,7,0,0,0,0,7,5,0,0,4,0,9,3,0,0,0,0,8,67,3,3,0,0,73,56,4,0,0,0,60,5,0,0,0,0,3,16,5,0,5,0,22,0,0,0,0,0,0,6,0,0,0,0,6,10,0,3,0,0,16,6,0,0,0,0,3,7,0,5,0,0,14,4,0,0,0,0,3,31,9,9,0,0,45,33,0,0,0,0,33,5,0,0,0,0,13,25,0,3,0,0,33,15,0,0,0,0,17,20,5,0,0,0,28,4,0,0,0,0,9,9,4,0,0,0,11,28,6,4,0
21103,6,0,0,78,135,19,12,0,0,163,1020,90,59,15,24,1209,64,10,5,0,6,83,18340,2760,1651,237,141,23134,15059,698,939,162,52,16913,24,0,0,0,0,22,19,0,0,0,0,19,40,3,12,0,0,54,663,104,69,44,8,885,19,0,0,0,0,26,31,0,0,0,0,35,53,0,4,0,0,59,60,0,0,0,0,67,25,0,0,0,0,30,111,10,6,3,0,139,668,32,18,5,4,727,66,4,4,0,0,75,103,16,7,4,3,128,7,0,0,0,0,9,38,0,3,0,0,46,32,3,0,0,0,44,32,0,4,0,0,36,65,4,11,3,0,79,23,0,0,0,0,23,270,14,23,0,0,302,85,0,0,0,0,86,30,7,3,0,0,40,310,14,18,0,0,344,34,0,5,0,0,39,240,6,4,0,4,255,34,0,4,0,0,33,58,6,7,0,0,70,165,11,12,0
21104,0,0,0,47,109,14,16,7,3,144,445,46,31,10,10,537,27,6,6,5,0,42,9962,1445,853,169,58,12483,7032,272,355,61,17,7730,18,0,0,0,0,18,19,0,0,0,0,19,16,0,4,0,0,20,768,159,92,68,11,1090,20,0,0,0,0,17,10,0,4,0,0,18,27,0,0,0,0,28,43,3,0,0,0,45,33,0,0,3,0,39,129,9,20,6,0,161,426,23,15,0,0,475,82,0,9,0,0,92,80,13,4,0,0,96,11,0,0,0,0,11,27,0,0,0,0,34,23,7,5,0,0,35,31,0,11,0,0,38,73,12,4,6,0,93,6,6,0,0,0,11,277,15,23,0,0,321,51,0,0,0,0,51,15,0,0,0,0,15,184,14,10,0,0,203,25,0,0,0,0,33,164,3,0,0,0,175,25,0,3,0,0,28,48,3,11,0,0,64,112,8,6,5
21105,11,3,0,70,71,9,5,0,0,85,724,94,68,15,11,915,71,17,11,7,6,117,15662,3006,2522,419,168,21776,15441,1011,1667,398,84,18601,8,0,0,0,0,8,3,0,0,0,0,6,33,7,8,0,0,54,277,60,31,32,7,399,6,0,3,0,0,13,7,3,5,0,0,18,21,4,0,0,0,22,63,9,17,0,0,88,10,0,0,0,0,10,39,0,9,3,0,54,248,19,19,4,4,295,51,0,0,0,0,54,45,4,5,3,0,63,0,0,0,0,0,0,44,3,4,0,0,56,42,12,3,5,0,60,37,3,3,0,0,46,28,0,3,0,0,34,6,4,3,0,0,11,105,13,14,0,5,140,22,0,0,0,0,22,76,18,23,3,0,122,273,24,25,10,3,343,8,0,0,0,0,14,162,6,13,3,0,180,20,0,5,0,0,28,36,0,4,0,0,43,118,12,26,4
21201,3,0,0,46,34,12,5,0,0,48,482,86,77,11,10,665,61,12,16,6,9,105,11461,2173,1617,317,168,15741,9822,666,889,265,74,11712,34,0,3,0,0,37,20,9,0,0,0,31,22,3,0,0,0,24,119,27,14,12,3,177,10,3,0,0,0,13,33,0,3,0,0,41,41,3,0,0,0,41,28,0,9,0,0,41,10,0,0,0,0,9,14,0,3,0,0,16,606,33,37,11,4,695,29,0,5,0,0,36,17,0,6,0,0,20,5,0,0,0,0,6,24,0,3,0,0,25,18,3,5,0,0,32,14,0,3,0,0,16,14,0,10,0,3,25,11,6,0,0,0,12,74,3,5,5,4,89,13,0,0,0,0,16,26,3,6,4,0,41,242,16,23,3,0,294,46,3,7,0,0,54,161,0,10,0,0,176,12,0,3,0,0,24,21,0,0,0,0,22,84,6,9,3
21202,5,0,0,57,146,20,24,0,0,187,1104,216,168,26,5,1520,64,7,7,0,7,90,16971,2632,1786,268,128,21776,13481,478,672,135,40,14803,203,9,17,4,5,239,46,0,0,0,0,53,34,0,0,0,0,36,450,78,53,29,10,616,47,8,5,7,0,64,68,4,4,3,0,84,143,7,0,6,0,156,46,0,11,0,0,55,30,3,5,0,0,35,56,7,7,0,0,73,1580,71,56,16,8,1731,63,0,3,0,0,73,72,5,8,0,0,81,25,0,4,0,0,25,51,3,9,0,0,62,52,10,5,3,0,65,24,0,0,0,0,21,52,4,13,0,0,69,33,3,3,4,0,41,169,10,19,6,0,206,48,0,0,0,0,45,34,9,4,5,0,46,425,20,14,4,0,468,88,9,7,0,0,108,487,9,13,0,0,514,73,3,10,7,5,97,74,0,6,0,0,85,198,11,11,6
21203,0,0,0,45,93,17,21,3,0,129,811,189,137,21,9,1170,50,10,7,5,8,80,11602,2745,2181,268,142,16939,10161,404,730,168,41,11505,185,12,24,14,4,244,30,10,4,0,0,48,18,0,4,0,0,24,246,42,20,18,0,331,24,5,0,4,0,29,77,4,9,0,0,80,110,0,3,3,0,120,30,0,0,0,0,37,15,0,4,0,0,23,17,7,7,0,0,27,1691,122,164,33,7,2019,47,4,5,0,0,55,35,4,8,5,0,48,15,0,0,0,0,22,22,0,3,0,0,35,30,4,9,0,0,40,15,0,0,0,0,21,33,7,9,4,0,43,21,0,3,6,0,31,151,9,25,3,0,186,30,0,0,3,0,32,20,0,3,0,0,27,397,8,30,4,0,441,102,16,18,3,0,140,319,21,18,5,0,360,26,0,8,0,0,34,41,3,5,0,0,53,115,9,8,6
21204,4,0,0,184,2084,295,232,44,22,2677,6203,531,459,71,50,7309,302,21,17,7,34,378,66935,6125,3410,597,505,77572,22390,626,526,153,82,23779,408,20,14,14,0,453,101,5,15,0,0,121,66,0,0,0,0,69,1872,251,91,83,14,2307,151,4,3,0,0,160,106,5,5,4,0,121,283,12,8,6,0,310,110,10,6,3,5,130,188,5,15,4,3,217,235,14,4,4,3,262,3215,129,78,22,19,3471,212,10,14,4,0,234,167,8,11,0,0,192,46,5,0,4,0,60,104,5,7,0,0,115,128,10,7,6,0,148,66,3,4,3,0,78,149,14,13,6,0,179,65,3,4,3,0,76,707,25,37,4,3,775,108,3,0,0,0,119,63,8,0,0,0,72,1137,16,10,0,0,1162,213,8,16,0,0,242,1067,12,18,12,0,1107,160,19,8,6,0,186,156,4,4,0,0,166,332,21,9,0
21205,12,0,0,283,869,79,59,17,10,1023,3263,264,175,27,20,3747,162,7,4,3,19,197,50775,4865,2898,569,277,59380,28522,674,714,146,80,30139,110,3,6,0,0,117,120,7,9,0,0,139,119,4,7,0,0,130,3382,526,255,220,20,4401,80,4,4,0,0,93,109,7,3,0,0,125,184,0,0,3,0,186,198,3,10,0,0,215,306,18,22,8,4,350,446,22,38,5,0,514,3323,118,80,24,24,3570,358,13,24,5,5,403,259,14,4,0,0,283,56,4,0,0,0,59,149,11,3,0,0,163,183,18,10,5,0,218,217,8,10,3,0,234,347,22,48,12,6,428,71,0,0,5,0,75,1277,77,81,10,5,1449,173,0,5,0,0,174,76,0,0,0,0,79,968,12,20,3,3,1013,168,14,4,0,0,184,1026,8,11,3,0,1055,186,7,14,0,0,206,354,9,21,0,0,389,455,20,22,0
