POW_SA3_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
20101,0,3,0,0,0,0,0,3,48,50,30,24,6,4,0,161,4770,7970,7192,7439,5920,1274,84,34641,1525,373,222,216,180,54,3,2588,12,39,38,59,54,13,3,219,13,15,14,19,16,3,0,89,50,45,55,66,68,15,0,295,18,22,32,20,17,11,6,123,246,266,171,234,242,61,4,1216,6821,8877,7788,8124,6537,1434,99,39682,0,0,4,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,3,3,0,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,8,14,7,8,4,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,17,5,8,0,0,0,0,31,10,8,0,0,0,0,0,18,24,19,14,0,0,5,0,68,102,65,41,34,20,8,0,280,137,102,62,43,28,15,0,389
20102,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,517,938,935,1074,952,227,42,4672,222,42,34,23,28,10,3,366,4,19,8,30,22,8,3,95,0,0,0,0,3,0,0,9,0,7,5,6,4,4,0,26,0,4,11,6,18,6,8,43,36,47,47,76,122,67,23,422,787,1062,1044,1229,1143,318,74,5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,4,0,0,8,6,10,0,5,5,3,0,38,12,12,3,11,12,3,0,53
20103,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,14,502,817,836,1095,1008,309,43,4614,191,59,41,31,31,11,4,364,3,8,10,21,12,12,6,63,0,3,5,0,5,0,0,13,6,6,0,5,4,5,0,31,0,0,9,4,12,0,0,29,58,54,38,75,86,56,14,374,774,949,939,1228,1164,395,69,5514,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,6,5,7,7,0,39,10,9,7,5,9,7,0,44
20201,3,0,0,0,0,0,0,3,7,20,14,16,5,3,0,63,4222,6757,6387,6295,5184,1104,82,30030,1318,354,187,201,160,42,7,2265,7,41,34,42,48,15,5,195,31,19,22,31,30,8,0,138,47,60,66,77,60,11,0,314,9,23,27,16,19,5,0,109,243,252,159,190,202,50,7,1095,6049,7610,6959,6898,5726,1257,97,34594,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,11,0,0,3,0,0,0,0,4,0,0,8,3,3,0,0,10,0,7,8,8,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,15,41,6,3,0,4,0,0,50,4,12,3,0,0,0,0,14,50,18,10,5,7,0,0,85,64,48,36,25,29,3,0,209,117,72,49,31,44,10,0,324
20202,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,13,1159,2111,2159,2536,2147,565,45,10727,411,144,81,86,67,17,0,815,4,14,13,34,36,16,5,123,3,4,0,6,5,3,0,16,24,18,27,38,20,3,0,134,9,12,6,13,20,9,0,57,119,80,84,129,155,70,31,667,1758,2405,2390,2861,2469,686,86,12650,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,0,0,0,13,8,0,0,0,0,0,0,10,0,4,0,3,3,0,0,11,21,11,6,6,5,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,10,11,18,17,19,14,4,0,81,31,30,24,27,19,8,0,140
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,207,487,516,542,513,153,22,2449,65,26,20,26,25,3,0,150,0,9,16,11,21,3,0,62,0,5,0,0,3,0,0,9,0,3,0,4,0,0,0,14,0,0,3,3,7,16,5,40,33,26,30,47,86,61,18,298,312,554,587,635,662,240,44,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,18,0,10,0,8,4,0,0,23
20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,590,613,614,426,123,21,2791,116,20,18,11,13,10,0,188,3,5,11,25,15,11,6,74,0,4,0,0,0,5,0,7,5,0,0,3,5,0,0,13,0,0,3,3,4,8,0,17,35,27,29,37,61,36,7,233,581,648,680,691,517,180,33,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,5,4,0,0,19,8,3,3,5,4,0,0,23
20302,0,0,0,0,0,0,0,4,78,79,70,29,21,8,0,274,8585,15483,13665,13632,10396,2270,213,64243,2502,743,404,338,333,93,10,4422,14,60,77,101,79,28,5,377,47,51,35,51,51,6,0,240,91,147,119,177,122,24,0,685,24,72,69,65,42,23,0,303,458,444,302,364,329,114,13,2014,12190,17440,14930,14876,11504,2598,248,73781,17,31,15,6,4,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,11,17,11,6,0,0,53,9,6,5,0,0,0,0,16,6,7,10,10,0,0,0,32,38,69,40,27,8,4,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,5,12,14,3,0,54,49,20,10,4,4,0,0,85,12,20,10,5,0,0,0,53,67,56,20,21,15,5,0,188,123,133,78,93,59,15,0,498,228,257,147,140,83,19,0,874
20303,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,22,2262,3004,2814,2731,2093,542,59,13509,729,127,70,51,38,18,3,1034,7,8,19,32,25,8,3,100,15,3,6,0,7,5,0,36,71,21,37,24,35,3,6,191,19,9,16,17,18,7,0,91,175,100,101,131,146,57,13,722,3332,3309,3079,2997,2375,643,81,15816,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,14,3,3,0,0,0,0,27,4,0,0,0,0,0,0,4,22,4,3,6,0,0,0,28,40,23,10,20,8,0,4,111,65,32,17,20,11,6,4,157
20401,0,0,0,0,0,0,0,0,4,7,3,4,0,0,0,11,1448,2528,2613,3057,2723,848,84,13289,513,156,83,75,82,17,8,932,8,16,35,33,42,19,9,163,7,6,11,9,10,3,3,51,20,27,23,19,23,4,0,107,37,31,31,24,33,21,4,186,505,328,202,221,268,124,31,1673,2555,3121,3007,3441,3192,1044,147,16503,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,6,0,0,8,6,4,0,19,32,32,27,15,18,4,0,132,37,35,29,29,19,12,0,165
