POW_SA3_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
20604,36,28,27,21,24,41,7,48,11,242,28,44,5,0,4,6,0,11,5,106,37,72,15,10,7,14,3,15,3,178,34,107,69,24,24,18,4,20,8,304,43,118,93,12,16,37,6,21,8,360,86,161,219,62,43,50,9,26,7,671,118,205,289,159,135,117,20,59,21,1125,131,222,418,245,581,342,60,107,35,2149,226,301,524,389,1377,921,161,263,47,4204,227,201,450,415,1649,1322,239,358,25,4888,248,192,409,472,1994,1922,438,599,40,6308,299,141,276,474,2065,2240,583,791,34,6898,902,282,488,1039,6188,9003,2740,4180,56,24874,296,111,132,293,1841,3927,1364,2578,32,10568,555,252,240,338,2102,6899,3191,10547,60,24182,12,18,20,10,47,84,25,92,60,360,3287,2457,3673,3965,18094,26933,8845,19708,458,87420,81,81,34,18,41,61,18,40,29,388,77,358,28,13,16,29,3,14,13,552,94,622,56,14,27,34,5,18,17,893
20605,9,4,0,9,10,15,3,27,0,77,3,9,4,5,4,6,3,3,0,32,0,16,9,7,0,3,0,5,0,47,9,32,20,10,6,7,4,5,0,94,7,36,36,17,4,19,0,9,0,128,10,52,58,39,10,25,4,32,5,230,16,52,97,60,37,64,4,41,0,374,37,61,128,60,163,135,19,82,8,698,58,81,136,129,377,352,79,127,9,1341,45,65,103,95,435,446,99,162,9,1468,59,53,64,105,467,564,160,247,12,1728,44,30,47,77,367,531,152,252,8,1514,107,81,83,157,866,1581,540,1082,19,4508,44,27,36,51,240,513,215,555,9,1682,56,67,73,89,310,1050,557,2001,11,4223,6,3,7,0,9,20,3,28,18,95,508,676,902,900,3301,5338,1849,4656,116,18243,9,21,14,8,4,9,3,5,8,81,10,77,14,0,3,4,0,0,3,121,22,131,30,3,5,3,0,3,0,202
20606,4,6,11,0,6,9,0,13,0,59,0,16,0,3,0,0,0,5,0,32,0,14,4,0,0,0,0,3,0,31,0,15,7,7,3,7,0,5,0,53,8,27,17,3,6,9,0,5,0,85,13,35,46,9,12,21,5,19,0,159,17,34,61,38,35,28,6,15,4,224,27,34,61,58,104,67,18,37,3,403,22,36,77,76,200,152,33,68,5,674,25,32,46,38,172,193,39,54,3,604,18,20,49,33,157,178,51,109,8,624,13,28,30,27,99,136,38,75,4,453,25,36,43,31,178,361,121,287,3,1087,0,14,11,14,38,110,44,148,4,384,21,30,51,46,70,235,114,472,4,1054,0,3,0,4,3,15,0,12,7,44,205,384,518,397,1088,1524,474,1334,50,5967,3,12,7,3,5,6,7,7,6,57,4,42,3,0,0,0,0,4,0,55,12,74,10,4,0,4,0,0,5,105
20607,11,6,8,11,3,7,4,18,3,75,0,6,3,4,6,5,5,0,5,28,5,24,7,7,6,4,0,7,0,70,6,33,12,12,3,5,0,11,3,98,12,38,25,10,0,15,4,21,0,130,22,55,78,33,18,14,10,23,0,266,20,61,117,51,57,38,13,37,9,402,46,68,124,93,194,127,36,58,11,762,74,102,143,127,388,325,68,138,13,1373,52,53,129,128,476,438,113,148,14,1533,51,53,102,135,451,517,149,246,5,1711,41,44,70,85,384,461,160,242,5,1489,126,68,91,176,814,1275,490,893,19,3949,31,22,34,52,222,470,190,478,9,1502,40,64,59,57,324,817,422,1646,6,3432,0,7,5,5,11,10,3,16,20,71,547,700,1009,983,3349,4529,1664,3991,117,16886,19,17,4,0,9,8,6,13,3,83,16,91,9,5,3,5,0,0,3,143,20,146,22,7,5,11,0,0,0,219
20701,6,18,11,9,9,18,4,19,4,100,5,35,11,3,3,8,0,9,0,69,5,39,13,6,11,12,0,5,0,91,10,54,23,12,11,22,3,15,0,155,12,49,42,14,9,22,4,24,5,174,16,78,89,30,31,24,3,29,4,310,19,75,88,65,46,54,14,40,0,409,37,54,147,85,152,109,10,46,9,653,39,66,98,91,269,251,44,93,9,968,27,55,85,83,224,248,69,96,6,888,27,47,84,82,292,295,69,164,8,1068,24,35,59,62,247,284,100,149,5,966,69,69,78,126,532,918,327,668,3,2793,36,29,34,31,148,325,135,347,4,1090,38,77,71,80,198,666,290,1346,9,2780,5,6,7,3,19,24,6,10,14,84,368,778,945,780,2197,3289,1079,3072,89,12592,10,32,13,9,6,11,0,10,4,88,29,207,19,5,4,7,0,6,0,286,26,275,39,16,3,19,3,8,5,382
20702,0,5,3,5,6,10,0,3,0,42,0,17,4,3,0,3,0,4,0,41,4,26,8,5,0,4,0,3,0,50,7,30,22,6,5,7,0,6,0,85,5,22,25,6,3,7,0,11,0,85,17,37,48,24,11,20,3,15,0,172,14,25,49,30,29,24,5,26,0,204,17,44,42,36,82,46,12,14,0,294,25,20,58,39,130,100,17,30,4,427,16,19,18,31,79,78,35,47,0,327,8,13,11,21,73,83,29,43,3,277,8,10,11,16,52,50,29,46,0,218,16,12,12,27,101,174,51,131,0,527,0,8,8,12,24,57,21,62,0,200,3,10,18,8,38,81,42,197,3,408,0,0,3,3,0,0,0,4,7,20,145,302,344,277,639,766,239,634,21,3372,5,10,6,0,3,7,0,3,3,41,3,76,11,0,0,4,0,0,0,92,6,89,8,3,9,7,0,4,0,125
20703,4,10,3,6,0,14,0,7,4,48,0,9,5,0,3,0,0,0,0,23,4,40,6,0,4,4,0,5,0,65,6,35,25,10,5,5,0,5,0,107,4,25,31,12,3,14,0,10,0,101,4,52,49,15,16,31,0,8,6,177,21,34,56,34,33,43,5,21,4,247,17,33,75,46,94,62,15,23,9,368,24,45,53,46,154,145,26,54,4,552,12,27,44,35,179,113,29,51,5,504,16,12,29,39,148,159,42,95,0,538,15,16,18,25,150,146,41,85,4,489,50,18,37,60,370,467,189,333,10,1529,15,7,3,4,63,130,64,153,4,444,13,14,16,12,63,192,88,379,3,787,0,0,4,6,3,5,8,3,5,31,209,377,455,355,1284,1536,502,1231,53,6003,14,21,3,5,11,9,0,5,0,59,23,160,8,0,8,3,0,3,0,202,24,234,29,5,3,8,0,3,4,314
20801,3,6,3,10,5,8,0,14,0,55,0,11,0,0,0,0,0,4,0,22,3,19,9,0,0,7,0,5,0,42,4,15,3,4,7,10,0,9,0,53,5,18,20,5,4,9,0,8,0,73,10,51,25,17,11,19,4,25,0,159,12,39,49,23,28,31,3,20,0,205,10,38,44,30,79,57,11,39,4,307,17,35,57,51,118,110,33,62,0,485,14,26,45,26,116,119,27,79,7,456,14,26,37,27,81,139,31,71,7,445,8,11,37,27,83,99,28,82,4,377,22,25,39,45,107,245,116,243,3,853,3,7,14,6,37,79,35,121,3,314,14,52,48,35,63,212,88,393,3,913,0,5,3,0,6,10,3,19,6,50,141,396,432,314,762,1147,386,1185,46,4799,3,8,9,3,4,5,0,3,3,40,10,86,5,0,0,0,0,0,0,107,9,105,20,0,0,10,0,3,0,150
20802,4,15,9,4,7,16,0,19,0,81,3,15,0,0,0,5,3,4,0,33,5,22,10,3,4,5,4,11,4,72,4,29,26,7,5,11,3,16,0,111,8,37,23,14,10,12,7,15,0,118,11,64,45,13,20,21,3,23,5,199,11,41,51,31,35,28,18,21,5,240,15,41,75,45,90,77,16,31,5,391,19,49,70,38,131,131,20,60,3,526,15,23,42,41,126,144,27,46,0,467,13,18,36,40,113,150,43,89,5,509,12,14,10,22,107,134,46,99,7,451,28,24,28,53,179,302,81,304,3,1017,0,12,10,15,26,88,31,120,6,316,6,19,29,22,55,191,81,315,0,708,0,8,10,0,5,7,0,9,12,51,155,415,492,353,920,1329,392,1183,49,5289,9,17,6,0,0,13,3,3,3,66,17,143,7,3,5,4,0,0,5,178,19,185,18,11,4,4,0,3,0,244
20803,4,11,7,5,12,12,4,24,0,84,6,6,9,6,4,3,3,3,0,39,5,31,12,4,3,4,3,11,0,75,10,38,23,8,6,12,0,13,4,111,15,39,41,12,11,21,3,14,0,158,18,63,68,33,22,30,9,28,3,284,35,66,92,76,92,60,14,54,4,485,30,55,111,80,193,170,26,63,15,729,34,54,91,75,340,329,71,106,7,1119,34,44,70,84,344,335,73,140,5,1128,24,28,52,61,311,375,131,201,4,1187,16,24,41,48,212,324,113,208,6,981,37,43,40,80,399,732,290,655,6,2281,10,16,12,15,80,204,96,251,3,695,18,33,33,31,112,342,145,691,5,1419,0,7,5,8,11,16,4,16,19,81,294,555,697,611,2154,2969,997,2492,84,10853,11,7,3,0,8,4,0,7,3,44,14,82,12,5,0,6,0,0,0,116,9,112,14,3,11,5,0,0,3,152
20804,0,9,3,5,4,3,0,6,0,26,0,8,0,0,0,3,0,5,0,17,3,7,9,0,0,0,0,0,0,20,5,5,3,3,0,3,0,7,0,27,4,20,17,7,0,4,0,3,0,54,12,20,32,5,7,7,0,6,0,85,8,24,38,9,19,15,3,11,0,127,16,20,65,52,90,32,5,13,5,297,21,20,49,42,184,88,19,16,0,449,18,14,31,28,107,67,20,34,0,329,13,12,19,21,86,87,23,53,0,316,5,10,20,17,70,59,23,41,6,240,18,15,27,15,175,192,66,134,4,631,4,4,9,11,46,57,29,55,0,208,8,17,11,18,56,113,55,260,5,537,0,0,3,6,3,3,3,12,9,28,138,208,327,233,848,734,237,639,26,3395,0,8,5,4,0,0,0,3,0,29,3,39,3,0,0,0,0,0,0,48,6,56,4,4,0,0,0,0,0,72
20901,5,9,8,3,0,6,0,6,0,31,4,17,5,0,0,6,0,7,0,38,0,15,0,0,0,4,0,0,0,27,6,26,15,5,5,8,4,10,0,79,4,24,17,5,0,11,0,13,0,71,13,33,56,12,23,16,5,23,0,188,13,40,70,31,36,33,6,18,0,249,17,43,53,46,73,64,18,48,0,365,24,35,40,39,129,132,28,72,0,507,14,13,40,39,95,131,39,71,0,435,20,23,23,33,123,154,40,81,0,488,12,12,12,30,101,159,45,97,0,464,25,15,37,40,165,312,112,284,7,995,4,10,8,7,19,70,45,134,0,293,6,11,13,12,26,112,56,233,0,475,0,4,0,0,3,7,0,10,3,34,154,335,392,306,801,1222,394,1105,31,4736,12,5,3,3,8,3,0,9,0,46,17,84,8,3,0,3,0,0,0,118,16,152,14,4,3,3,0,0,0,200
20902,3,4,4,0,3,5,0,10,0,35,5,7,0,0,0,3,0,0,0,20,3,9,6,5,0,3,0,5,0,34,3,29,10,11,3,3,0,5,0,63,8,24,14,5,5,4,5,18,0,86,3,20,35,18,10,19,7,9,0,123,19,26,43,22,31,23,16,24,0,199,24,18,56,29,101,70,13,36,8,339,11,21,54,46,156,141,31,45,0,507,18,15,34,22,143,137,35,45,3,458,10,9,23,26,158,148,43,79,3,490,10,5,16,19,111,135,42,60,0,400,21,10,22,25,220,260,142,249,8,951,0,3,4,3,38,60,33,106,0,263,11,3,15,8,36,102,67,189,0,424,4,3,0,0,0,7,6,10,11,41,151,218,322,236,1009,1133,426,903,40,4433,0,15,3,4,6,4,0,3,0,34,5,53,6,0,4,3,0,3,0,86,5,78,15,9,6,5,0,9,7,117
20903,0,4,3,0,0,4,0,10,0,32,0,9,5,7,4,0,0,0,0,19,0,15,13,3,3,5,0,8,0,51,7,15,6,7,3,4,0,6,4,52,4,26,19,6,4,0,0,6,0,64,4,23,26,4,9,13,6,10,0,91,9,13,24,12,16,11,3,24,0,116,9,19,30,30,43,33,8,31,0,202,3,18,28,31,44,65,14,28,0,237,14,14,22,16,46,42,19,36,0,204,6,12,7,15,39,71,22,41,0,204,3,5,8,8,24,37,8,31,0,130,10,11,13,15,38,101,31,109,0,321,5,3,3,4,15,25,9,40,0,102,7,8,6,7,23,45,13,79,0,188,0,0,0,0,4,3,3,10,3,25,90,187,213,160,304,474,137,465,17,2042,0,9,3,5,0,0,0,4,0,20,5,38,0,5,0,0,0,4,0,51,7,45,3,0,0,0,0,6,0,63
20904,9,15,13,6,3,11,3,13,0,73,9,19,4,0,7,4,0,0,0,43,11,41,16,4,3,7,4,11,3,91,4,37,15,10,3,13,7,11,9,108,13,46,51,13,9,14,4,15,4,168,16,57,73,35,28,36,10,40,10,301,28,48,82,51,98,70,11,27,5,418,32,47,69,73,210,151,26,65,10,683,42,29,79,56,319,297,54,126,10,1027,27,20,30,50,278,266,73,140,11,899,29,23,36,41,199,254,95,152,12,834,10,12,17,28,170,241,94,185,4,767,29,24,20,36,294,449,164,449,6,1466,12,7,9,7,46,114,57,166,5,412,15,20,17,12,58,144,74,317,7,660,0,0,4,3,13,12,3,13,11,65,272,441,547,431,1747,2077,667,1734,109,8024,9,12,0,5,3,6,0,4,6,43,14,94,5,4,0,8,0,0,4,133,13,118,17,7,5,4,4,3,0,171
21001,5,3,6,3,6,6,0,5,0,27,3,8,5,0,0,0,0,5,0,17,3,10,4,0,0,6,0,3,0,32,4,11,0,3,0,11,0,7,0,43,5,14,15,9,6,0,3,0,0,57,9,26,30,13,9,23,9,24,0,142,8,32,23,17,29,25,11,21,0,164,14,21,43,40,108,69,11,35,0,352,22,26,49,28,184,145,29,70,6,556,17,15,21,24,165,182,36,84,4,534,17,8,21,20,148,202,60,116,5,601,4,12,16,18,119,141,64,142,5,525,26,19,24,22,205,374,146,382,10,1204,9,3,5,3,54,116,49,155,0,380,7,11,12,8,47,148,87,339,0,661,0,0,3,0,7,12,3,5,9,35,165,223,271,216,1096,1449,495,1383,46,5339,9,4,0,0,0,3,0,0,0,17,12,38,0,0,0,0,0,0,0,45,14,46,7,0,3,0,0,0,0,67
21002,0,0,0,0,0,5,0,6,0,12,0,0,0,3,0,0,0,0,0,13,0,9,4,0,0,5,0,9,0,29,0,3,8,3,0,0,0,4,0,24,0,13,4,0,6,3,0,3,0,34,0,11,17,5,4,3,0,17,0,59,0,13,19,6,10,7,0,13,0,67,0,6,21,8,12,27,6,15,3,89,7,8,9,12,35,38,11,22,5,147,0,4,6,5,18,28,7,30,3,111,5,0,5,6,18,29,9,31,0,108,0,3,3,4,17,15,12,25,0,78,0,3,5,5,20,48,14,52,0,154,0,0,0,5,4,15,8,34,0,63,0,6,3,0,5,13,12,43,0,93,0,0,0,0,0,0,0,0,0,4,37,79,113,72,151,241,82,304,15,1082,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,18,0,23,7,5,0,0,0,4,0,33
21003,3,0,4,0,0,3,0,4,0,18,0,5,0,0,4,0,0,0,0,10,0,8,6,3,0,0,0,5,0,21,0,13,5,5,0,6,0,4,0,39,0,13,7,3,0,10,0,7,0,39,3,18,22,10,4,13,4,18,0,93,3,12,19,9,20,21,0,16,5,104,5,15,20,14,31,42,12,26,4,156,10,14,18,23,44,61,18,32,0,219,4,9,5,20,59,44,20,23,0,184,0,3,7,8,49,44,11,32,3,168,6,3,7,4,41,38,9,43,0,146,10,8,6,15,64,106,35,98,0,331,0,3,5,3,9,39,9,42,4,111,0,0,4,3,8,29,17,77,0,147,0,0,0,6,0,4,0,0,0,17,48,116,134,122,339,460,141,431,18,1798,5,7,3,6,0,0,0,5,0,23,0,34,0,0,0,0,0,3,0,46,4,44,4,0,0,4,0,0,0,55
21004,0,5,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,3,0,7,3,6,0,0,3,0,0,0,6,18,0,10,5,0,0,4,0,5,0,22,4,9,6,8,4,3,0,4,0,34,4,8,7,7,14,6,0,5,0,54,5,11,6,14,10,8,0,14,0,73,3,7,21,16,19,23,5,12,0,99,0,11,8,12,39,28,11,14,0,129,9,4,4,7,31,39,12,18,0,116,0,3,6,11,28,46,12,26,0,133,0,0,3,0,18,24,8,12,0,71,8,3,3,3,35,59,20,65,0,194,0,0,0,0,4,12,5,25,0,45,0,0,4,8,4,10,4,23,0,48,0,0,0,0,4,0,0,0,0,14,36,74,86,81,202,269,80,226,9,1067,4,0,0,0,0,0,4,3,0,16,4,10,0,0,4,0,0,0,0,16,0,9,4,0,0,0,0,0,0,17
21005,6,20,3,4,6,10,0,13,0,56,0,12,6,0,0,0,0,5,3,29,3,25,7,3,3,9,0,11,3,74,3,31,25,3,3,10,0,8,4,86,12,42,31,16,7,19,0,20,4,148,13,41,79,30,41,29,3,24,0,265,21,50,63,53,84,55,16,40,9,398,23,50,79,63,226,168,30,70,11,717,42,49,66,72,363,328,71,129,15,1134,25,24,51,43,345,316,101,173,9,1089,27,20,40,49,354,386,120,221,17,1234,21,16,24,28,259,315,99,207,10,990,64,21,29,54,463,729,300,680,9,2341,20,8,10,17,83,161,109,288,5,689,19,17,20,22,84,228,148,582,7,1129,0,3,5,6,22,14,3,22,22,102,302,425,540,468,2342,2773,1015,2489,125,10476,8,15,3,4,3,3,4,3,4,45,11,70,4,0,0,3,0,0,0,87,18,99,18,0,0,0,0,0,3,143
21101,7,4,11,7,3,16,6,18,0,67,3,27,7,0,3,4,3,7,0,54,5,37,15,5,0,9,3,12,0,87,12,39,25,11,9,21,0,15,3,130,9,40,44,9,13,24,3,25,0,162,21,40,63,35,27,32,5,34,0,258,20,62,73,45,79,60,17,45,0,391,25,44,94,67,194,161,22,85,9,700,43,48,77,78,307,279,60,119,9,1023,31,31,57,61,267,341,103,131,3,1026,24,17,38,59,294,359,118,206,12,1124,10,19,22,32,231,314,107,192,8,934,37,33,44,62,452,755,308,646,3,2341,10,9,7,19,91,210,104,272,0,729,17,21,25,29,111,306,158,649,4,1319,0,0,7,6,15,17,0,17,12,79,267,472,594,533,2099,2896,1022,2472,69,10427,10,16,8,0,9,11,5,6,0,61,12,93,6,3,0,9,0,0,6,129,16,118,15,12,0,6,0,4,5,179
21102,0,0,0,0,4,3,0,5,0,13,0,4,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,8,0,9,0,7,0,7,0,0,0,22,0,3,4,0,0,0,0,0,0,22,4,4,14,4,6,4,0,7,0,35,3,5,16,5,0,8,0,0,3,40,6,7,14,6,7,8,0,9,0,51,6,8,4,8,16,9,5,3,0,58,0,12,6,4,15,22,6,7,0,66,0,5,10,0,9,21,6,15,0,68,0,0,0,3,10,17,3,10,0,51,3,8,3,5,18,28,14,52,0,135,4,0,0,0,4,12,5,17,0,38,0,6,3,4,9,15,10,40,0,84,0,0,0,0,0,0,0,5,0,11,31,85,73,55,89,158,45,174,9,722,0,3,0,0,0,5,0,0,0,8,4,29,0,0,0,3,0,0,0,38,6,25,3,0,0,0,0,0,0,29
21103,0,8,10,5,7,9,0,13,0,50,3,25,0,3,5,0,0,0,0,39,9,22,8,5,0,5,0,4,0,53,11,30,8,6,0,7,0,7,0,75,8,33,28,11,11,9,3,21,0,128,4,33,59,20,24,26,4,27,0,198,9,26,62,39,47,44,9,32,0,274,15,31,48,47,120,80,21,39,4,402,14,27,68,53,174,181,41,92,5,655,20,14,30,38,163,206,48,89,8,613,18,18,28,34,139,189,71,137,4,640,14,10,20,22,105,155,53,105,9,491,25,22,28,30,175,304,143,370,5,1099,4,0,9,15,29,77,56,134,4,326,14,14,13,16,46,116,58,256,0,533,0,0,0,0,4,8,3,13,11,40,173,320,422,345,1061,1398,517,1343,40,5622,12,8,4,0,0,4,0,9,0,36,8,59,8,3,7,7,3,0,0,90,5,90,11,4,0,8,0,0,0,126
21104,3,6,4,0,5,10,0,4,8,37,0,10,0,0,4,5,0,3,0,26,3,14,3,0,7,0,0,0,0,33,4,18,10,3,3,5,0,5,0,49,8,17,14,7,4,13,4,3,0,67,12,19,30,13,13,8,0,7,0,106,12,21,42,24,27,23,7,9,0,159,11,18,33,28,60,42,4,25,7,221,9,14,34,30,95,95,20,34,0,342,8,11,13,24,98,123,28,41,3,352,7,8,13,21,91,98,26,61,4,332,9,4,5,16,75,86,29,46,3,277,14,17,14,21,158,236,64,191,6,723,3,0,0,0,36,63,29,82,3,230,10,11,10,12,35,101,35,145,0,359,0,0,0,0,4,0,0,10,3,18,109,201,240,205,708,907,256,673,34,3332,0,4,3,0,0,0,0,4,0,19,9,60,4,0,0,0,0,0,0,74,9,58,16,3,0,0,0,4,0,93
21105,3,14,12,5,11,13,5,24,3,86,7,32,5,4,0,0,0,10,0,63,10,31,10,7,9,6,0,11,0,96,16,51,24,6,7,16,3,23,4,143,14,43,44,12,14,24,7,21,4,174,22,63,88,34,29,34,7,43,4,312,18,51,70,48,64,56,19,41,5,368,19,60,66,85,135,95,28,108,4,606,36,43,60,65,196,203,54,108,5,769,23,21,28,35,140,186,50,101,0,583,26,29,41,38,123,162,60,143,6,621,10,14,19,35,88,154,44,127,4,501,19,21,20,23,149,236,108,288,0,862,9,11,13,10,31,70,38,120,5,306,4,12,10,12,23,80,41,167,4,361,0,4,3,4,12,20,4,22,14,80,240,496,510,419,1027,1357,469,1361,57,5925,6,17,8,7,4,9,0,6,0,54,16,56,12,5,7,8,0,3,0,103,15,118,10,11,5,8,0,3,0,167
21201,0,16,4,3,7,8,0,28,3,71,0,28,5,0,0,6,3,3,0,45,8,22,6,9,3,12,6,5,0,65,3,24,17,9,9,12,0,12,4,85,12,26,29,4,7,11,6,25,6,130,12,28,40,10,7,23,9,29,7,167,9,33,42,29,40,36,4,46,8,257,18,20,28,33,94,96,20,70,10,395,21,23,30,37,131,121,38,79,4,484,11,10,16,30,87,121,40,86,0,415,11,7,17,14,77,100,35,110,0,381,7,12,9,7,69,82,34,87,0,305,9,14,14,15,82,154,68,208,5,574,3,4,6,11,16,34,14,88,0,174,6,12,8,11,19,53,25,112,3,253,0,5,0,5,6,10,3,16,5,48,124,285,287,236,657,888,307,1003,57,3841,4,9,0,0,3,3,0,4,3,30,0,37,3,0,0,0,0,0,3,56,7,60,6,4,0,4,0,0,0,84
21202,6,4,8,0,0,11,0,9,6,56,0,18,3,0,0,3,0,0,0,29,0,32,4,0,4,5,3,0,4,59,6,28,19,7,5,6,0,7,0,75,7,22,27,9,10,9,0,15,4,100,8,39,53,12,15,15,4,15,0,164,15,29,63,33,44,37,11,17,6,255,14,32,51,46,132,84,5,34,3,412,19,25,62,50,194,168,36,70,9,634,11,16,28,32,145,158,55,90,3,543,17,14,17,28,123,186,46,133,4,573,10,11,5,12,102,142,45,119,0,446,22,20,7,17,161,296,115,318,0,958,3,3,10,5,40,78,34,108,0,280,3,8,11,9,36,93,52,224,0,440,3,5,6,0,6,14,3,10,8,55,158,308,388,278,1020,1301,414,1159,47,5069,10,11,0,0,0,4,0,3,4,32,6,72,3,0,4,0,0,0,0,94,11,89,11,7,6,0,0,3,3,125
