POW_SA3_CODE_2021,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000_3499_Mng,FTS_3000_3499_Pro,FTS_3000_3499_TecTW,FTS_3000_3499_CoPSW,FTS_3000_3499_ClAW,FTS_3000_3499_SWks,FTS_3000_3499_MaOpDv,FTS_3000_3499_Lab,FTS_3000_3499_IDNS,FTS_3000_3499_Tot,FTS_3500mo_Mng,FTS_3500mo_Pro,FTS_3500mo_TecTW,FTS_3500mo_CoPSW,FTS_3500mo_ClAW,FTS_3500mo_SWks,FTS_3500mo_MaOpDv,FTS_3500mo_Lab,FTS_3500mo_IDNS,FTS_3500mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot
20605,0,3,0,20,8,9,0,7,11,54,6,35,4,211,56,211,21,124,9,667,3,57,29,220,75,182,31,76,8,671,16,57,26,156,79,114,33,50,7,540,12,30,48,150,68,105,31,61,6,509,25,58,41,164,90,106,49,80,12,623,21,50,49,93,65,42,22,39,7,384,16,53,38,63,51,24,29,27,3,313,11,36,13,23,34,10,14,14,0,152,6,14,4,5,12,0,3,3,0,53,8,8,0,6,4,0,0,4,0,27,0,3,0,0,4,4,0,0,0,11,0,4,0,3,0,0,0,5,0,12,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,4,5,3,4,0,0,5,33,118,409,264,1117,552,801,241,491,75,4065,0,0,0,0,0,0,0,0,0,3,0,4,3,7,3,8,0,7,0,34,0,3,5,15,8,6,6,3,0,49
20606,0,0,0,8,5,8,0,0,0,25,12,23,10,147,22,198,5,138,4,550,3,33,11,157,36,193,4,62,9,513,6,31,8,141,47,142,7,46,8,435,11,14,20,143,50,123,9,57,0,423,12,27,39,118,37,107,7,45,3,392,14,16,34,77,20,69,8,33,3,274,6,16,29,25,16,27,4,15,0,137,7,9,5,10,12,7,0,5,0,56,0,3,0,0,3,4,0,3,0,21,0,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,7,4,0,0,0,6,16,61,183,160,845,249,892,36,401,30,2868,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,6,0,0,0,15,0,0,0,6,5,5,0,5,0,30
20607,0,3,0,11,3,16,0,8,0,50,3,47,21,203,48,378,12,216,11,947,22,56,24,223,81,255,21,130,10,823,11,46,26,189,71,170,21,96,16,660,18,43,33,202,81,146,14,86,9,627,19,71,71,230,102,162,33,86,10,789,20,48,55,119,78,67,12,55,8,471,9,31,32,68,48,28,11,34,4,273,13,42,17,22,37,16,0,4,0,150,6,10,6,11,6,7,0,0,0,51,0,3,3,3,3,0,5,0,0,16,0,0,0,3,0,0,0,3,0,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,0,0,6,4,9,0,3,12,41,116,416,303,1294,561,1267,140,724,89,4908,0,0,0,3,0,0,0,0,0,5,0,3,0,11,6,6,0,4,0,29,0,9,3,17,0,13,4,17,0,67
20701,0,10,0,18,13,18,0,13,4,73,18,144,40,514,80,662,38,309,14,1812,15,132,36,446,120,499,19,178,13,1445,17,97,24,290,112,267,11,104,5,935,18,46,32,241,85,202,10,84,7,725,17,46,40,184,90,162,15,69,6,625,20,55,50,117,76,62,8,47,4,431,9,36,38,66,46,30,0,24,5,254,11,21,8,28,29,11,0,9,0,119,0,11,0,4,10,6,0,0,0,40,4,7,4,0,3,3,3,0,0,22,0,0,0,5,0,0,0,0,0,11,0,3,0,3,4,0,0,0,0,9,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,13,0,5,15,53,134,592,269,1942,680,1935,113,850,75,6581,0,0,0,0,0,0,0,0,0,4,4,11,0,10,3,3,0,8,0,40,3,8,13,19,6,18,7,16,0,82
20702,0,0,0,17,3,15,0,15,0,55,8,45,7,242,21,543,6,214,6,1096,5,34,13,163,37,412,3,108,4,781,6,17,13,102,21,225,4,54,4,454,8,9,15,60,28,159,12,42,0,333,13,3,15,38,22,129,6,36,0,265,13,5,16,38,11,48,5,19,4,156,0,11,7,16,10,27,3,7,0,80,7,6,0,6,0,7,0,4,0,38,0,4,0,3,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,22,64,136,88,697,163,1576,42,503,25,3290,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,10,0,4,0,24,0,0,3,11,4,17,0,10,0,48
20703,6,12,0,16,6,9,0,12,0,55,9,122,17,239,47,425,16,245,13,1126,12,101,23,157,53,269,15,124,12,763,16,54,11,120,62,130,13,50,7,464,7,45,16,95,38,102,11,47,10,365,10,48,24,80,41,79,17,46,0,358,6,28,22,40,38,31,3,25,7,196,9,24,15,40,16,18,3,8,3,141,0,12,13,30,12,6,0,3,0,81,7,4,0,6,5,0,0,5,0,30,0,4,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,8,25,78,464,144,831,333,1074,93,569,62,3634,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,7,0,0,0,19,0,0,5,9,4,11,3,5,0,39
20801,0,3,0,14,0,8,0,7,0,33,6,50,21,383,43,306,12,153,10,981,5,49,14,246,59,222,9,68,5,668,3,24,8,152,50,119,3,38,4,406,9,23,23,118,30,86,9,28,0,330,4,18,20,87,48,67,4,31,0,282,9,11,24,89,16,34,0,13,0,206,0,9,18,46,16,15,3,7,4,114,0,7,11,25,6,4,0,4,0,48,0,3,0,8,0,0,0,0,0,18,0,0,0,8,0,6,0,0,0,6,0,3,0,5,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,0,0,0,5,0,12,0,5,6,27,49,205,140,1176,272,869,47,354,25,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,0,4,0,28,0,7,4,18,0,13,0,6,3,46
20802,0,6,0,15,3,17,0,9,4,55,8,90,19,334,47,446,17,246,11,1215,12,71,16,257,56,241,9,140,10,819,9,37,17,162,70,128,6,52,7,481,8,30,20,111,53,100,7,56,0,387,17,42,25,130,40,73,14,40,0,373,8,10,33,65,38,36,8,20,3,219,8,20,35,46,25,7,13,9,0,155,8,10,10,28,14,7,4,6,3,80,0,5,0,6,0,5,0,0,0,24,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,5,3,36,78,312,176,1165,358,1066,78,585,48,3868,0,0,0,0,0,0,0,0,0,5,4,0,3,8,0,4,0,3,0,29,0,4,7,13,10,20,0,11,0,66
20803,0,5,0,16,3,31,3,19,3,93,8,43,34,374,48,810,34,494,24,1878,12,44,36,269,61,588,51,200,8,1267,18,28,25,172,42,287,39,113,5,714,11,29,44,128,44,207,38,73,4,575,20,30,55,109,59,160,39,82,0,557,9,11,34,58,36,63,21,52,9,296,15,20,40,27,22,33,9,29,0,199,6,17,11,12,8,17,10,3,0,87,0,3,0,8,7,8,0,4,0,31,0,0,3,4,3,0,0,0,0,16,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,12,4,26,0,6,9,63,100,250,283,1195,338,2232,247,1081,73,5794,0,0,0,0,0,4,0,0,0,4,0,3,0,17,0,18,4,7,0,45,0,3,7,22,4,43,4,10,0,101
20804,0,0,0,11,0,13,0,8,4,41,10,19,5,150,22,473,5,171,5,857,7,24,12,166,40,380,10,87,3,731,8,13,11,116,45,267,8,57,0,519,11,14,16,95,31,240,10,52,3,471,13,19,16,96,46,199,10,35,0,429,9,17,15,60,20,88,6,19,6,234,0,7,16,26,9,32,0,15,5,109,3,6,8,18,5,24,0,8,0,65,3,0,5,5,4,7,0,4,0,25,0,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,3,0,10,0,9,0,3,3,29,56,138,98,757,224,1737,44,459,37,3540,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,14,0,4,0,25,5,0,4,8,4,23,0,3,0,42
20901,0,0,0,16,0,24,3,10,3,50,14,50,19,233,51,572,17,252,7,1218,3,52,18,195,57,339,17,121,7,800,8,27,14,117,41,135,15,54,4,407,11,26,33,98,45,107,18,34,0,369,12,34,15,83,43,75,14,33,0,312,15,9,27,55,35,30,9,9,4,193,14,17,32,29,19,13,3,10,0,137,0,13,16,20,13,8,5,9,0,75,0,10,0,10,0,0,0,0,0,25,0,3,4,6,3,0,0,0,0,20,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,5,3,23,75,245,182,867,312,1298,90,540,37,3646,0,0,0,0,0,0,0,0,0,5,0,0,0,8,8,8,0,4,0,32,0,9,5,13,4,11,0,5,0,52
20902,0,0,0,3,0,18,0,17,0,45,3,21,4,104,31,425,10,169,9,771,6,21,9,86,34,304,14,80,3,567,8,16,16,83,28,157,14,50,7,373,11,10,6,58,18,117,13,38,3,275,5,19,32,44,37,91,23,59,8,315,9,14,13,55,14,49,10,21,5,192,6,11,10,21,7,17,9,13,0,86,0,9,3,18,8,16,0,3,0,62,3,4,0,5,0,0,0,0,6,16,0,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,7,8,31,59,127,108,489,178,1199,89,452,48,2749,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,9,0,3,0,25,0,3,0,8,0,15,0,6,0,35
20903,0,0,0,8,0,0,0,11,0,22,4,15,12,203,15,236,3,195,6,698,11,12,11,111,18,131,12,103,4,402,6,6,5,48,14,53,4,31,0,171,11,4,9,36,11,40,3,20,0,129,6,11,14,36,6,31,0,10,5,121,4,3,20,16,3,13,0,6,0,66,3,3,8,13,4,3,0,3,0,44,0,0,0,6,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,11,39,56,85,477,68,522,28,381,19,1675,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,3,0,22,0,0,3,7,0,5,0,9,0,21
20904,0,4,3,17,5,40,4,20,7,105,9,50,17,256,50,989,19,460,25,1875,20,36,22,193,52,738,23,267,8,1366,14,12,13,124,31,243,26,101,17,589,15,17,38,93,40,201,24,97,14,532,25,28,37,102,38,146,34,82,5,492,18,27,41,70,30,93,30,47,6,354,15,14,35,41,25,37,17,48,0,237,4,8,25,22,13,13,3,9,0,102,3,9,5,9,7,0,3,4,0,30,0,0,0,4,4,0,0,0,0,17,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,24,0,5,8,51,118,207,254,936,291,2519,190,1137,93,5752,0,0,3,4,0,4,0,0,0,12,0,4,6,3,6,24,0,4,0,41,0,0,14,22,4,47,0,15,0,115
21001,0,0,0,7,6,21,3,4,3,40,7,33,10,153,25,375,14,145,3,759,6,11,10,91,34,260,30,89,7,535,0,8,9,52,16,112,21,43,8,275,0,9,17,55,14,90,19,44,3,254,6,6,26,41,20,57,23,39,0,226,4,7,15,24,23,34,13,12,0,141,6,3,19,14,13,7,23,18,0,108,0,4,3,14,11,4,7,6,0,61,0,0,0,3,0,0,0,3,0,20,0,0,0,5,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,12,0,6,9,25,38,81,118,454,162,984,163,417,38,2461,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,13,0,3,7,0,0,11,3,14,0,37
21002,0,0,0,0,0,6,0,0,0,7,0,9,13,93,5,148,5,114,4,389,3,0,3,49,6,63,9,41,0,176,0,0,3,25,0,26,0,16,0,80,5,0,3,18,3,14,0,5,0,64,0,4,10,21,9,8,0,8,0,59,0,0,3,11,0,0,0,0,0,19,0,0,3,8,6,4,0,6,0,17,0,4,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,10,14,50,229,32,276,18,193,10,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,5,0,5,0,0,7,0,3,0,19
21003,0,3,0,0,0,13,0,3,0,20,0,14,3,53,9,125,3,51,0,262,4,14,4,52,17,79,4,35,0,207,4,8,7,29,11,50,4,16,0,132,0,3,8,14,5,35,4,18,0,101,6,8,12,26,10,32,10,18,0,120,4,3,4,14,3,17,6,10,5,64,4,4,6,11,3,0,12,11,0,61,0,3,5,3,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,3,0,8,22,58,67,212,63,350,51,177,16,1016,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,8,0,3,0,19
21004,0,0,0,3,3,6,0,6,0,23,3,5,0,63,8,210,4,104,0,392,5,7,0,42,14,120,0,61,0,245,7,3,3,23,7,45,4,28,0,110,4,0,10,19,0,32,3,6,0,79,3,0,10,29,3,8,0,12,0,67,0,5,7,11,0,12,0,5,0,47,6,0,8,0,6,5,0,0,0,29,0,0,5,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11,22,22,46,194,38,449,15,229,8,1015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,6,3,5,0,20
21005,0,3,3,11,3,38,6,30,10,95,10,36,23,133,36,621,18,334,27,1236,13,31,24,122,76,495,53,230,12,1064,10,24,25,113,50,193,59,121,9,602,9,22,54,66,40,151,52,88,9,506,17,20,53,73,44,137,67,77,5,488,15,16,47,46,30,67,46,74,4,348,12,11,42,30,18,27,37,39,12,232,12,20,16,28,11,11,30,9,8,147,5,9,6,7,3,0,10,0,3,38,0,0,3,0,0,0,4,0,0,17,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,17,3,5,17,63,107,200,308,630,330,1770,385,1024,105,4857,0,0,0,0,0,0,0,0,0,8,4,4,7,3,3,9,0,17,4,42,0,0,3,6,8,26,4,11,0,62
21101,0,0,0,23,6,32,4,23,8,81,12,48,32,302,47,769,36,425,17,1684,7,39,27,236,45,556,44,238,11,1207,9,28,16,121,30,202,45,109,0,568,12,20,22,108,39,123,26,72,6,422,13,22,39,74,30,117,26,50,4,367,15,19,51,46,19,46,13,35,0,249,10,6,25,46,26,24,14,22,0,170,5,14,4,15,8,12,8,10,0,65,0,4,6,0,10,5,0,0,0,24,0,0,4,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,16,5,3,14,36,86,201,234,970,254,1898,218,979,64,4910,0,0,0,0,0,0,0,0,0,4,0,5,4,13,8,18,0,11,0,49,0,0,18,24,5,16,8,13,0,86
21102,0,0,0,0,0,0,0,0,0,5,0,12,5,84,6,29,0,34,0,168,7,7,3,40,8,22,0,18,0,101,0,5,0,25,0,3,0,6,0,40,0,0,3,8,0,7,0,4,0,25,0,0,5,14,0,3,0,0,0,28,0,0,0,10,0,0,0,0,0,14,0,0,5,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,26,24,196,26,70,3,68,4,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,7
21103,0,0,0,16,0,16,5,15,0,50,13,18,19,249,41,692,10,380,18,1434,8,32,21,199,33,474,25,176,3,965,6,7,10,125,34,211,8,74,3,483,16,18,19,82,25,134,19,65,0,377,12,14,34,87,28,107,18,44,3,349,17,11,20,45,16,68,5,27,0,204,3,6,10,30,15,26,4,24,0,115,3,10,12,21,8,7,3,5,0,70,0,5,5,7,0,0,0,5,0,21,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,3,10,32,81,134,156,859,194,1745,97,811,35,4108,0,0,3,0,0,0,0,0,0,7,0,0,4,10,4,10,0,9,0,35,4,0,9,10,4,28,6,19,0,87
21104,0,0,0,8,0,9,0,3,0,29,3,25,19,151,18,310,18,174,6,718,8,16,11,82,16,221,14,98,6,463,6,23,3,60,18,87,25,40,5,265,10,17,11,24,20,68,20,24,3,196,11,15,13,41,18,66,14,19,0,197,0,3,12,26,8,29,3,16,0,109,4,9,6,15,16,17,4,5,0,71,7,5,3,12,6,7,0,4,0,32,4,8,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,12,43,129,77,425,130,826,94,372,21,2121,0,0,0,0,0,0,0,4,0,4,0,0,6,3,0,3,3,7,0,25,0,6,4,5,3,17,0,5,0,42
21105,0,0,4,18,0,11,0,18,3,62,9,21,43,350,37,609,18,478,16,1569,7,19,26,211,14,348,13,216,9,861,7,9,12,103,12,139,7,83,0,369,7,13,18,93,7,80,10,53,0,275,17,6,25,82,12,81,5,38,3,271,11,5,22,54,5,24,0,12,0,139,6,5,17,17,3,15,7,8,0,88,0,7,8,11,5,3,0,5,0,37,6,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,21,0,0,0,38,67,92,179,946,109,1328,60,909,36,3721,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,8,0,9,0,38,0,4,24,37,0,24,0,12,0,104
21201,6,4,0,6,0,14,0,15,5,45,12,21,11,153,28,524,15,379,10,1158,6,19,14,110,21,246,11,143,4,572,4,7,14,59,20,77,7,47,0,232,4,9,13,40,4,54,9,35,0,167,15,7,22,37,14,61,5,24,0,175,3,9,11,31,6,22,0,18,0,102,3,4,11,11,0,16,0,7,0,57,0,0,5,9,0,0,0,4,0,26,0,5,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,4,29,48,77,109,461,92,1027,46,679,34,2575,0,0,0,0,0,0,0,0,0,5,0,5,0,7,4,3,5,3,0,32,0,0,6,11,4,10,0,10,0,46
21202,0,0,0,13,9,31,0,22,5,76,3,37,18,188,50,705,24,329,11,1362,10,41,20,189,30,534,25,192,0,1048,14,10,8,84,29,246,17,81,4,505,6,11,18,63,40,154,24,62,0,375,13,15,27,57,31,162,5,48,3,371,11,19,21,35,33,53,7,29,4,203,5,7,15,16,13,27,4,10,5,116,0,17,3,14,11,5,5,4,0,63,0,0,0,0,3,0,0,0,0,14,4,0,0,4,0,0,0,3,0,12,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,0,4,38,77,172,150,677,245,1940,121,790,36,4195,0,0,0,0,0,0,0,0,0,8,0,5,4,4,3,18,0,11,0,40,0,3,8,13,4,28,4,10,3,75
21203,0,0,3,11,4,18,0,26,6,69,4,51,21,177,26,567,15,313,8,1183,5,31,16,104,29,403,20,222,10,855,3,16,9,72,20,176,11,78,0,388,12,17,30,51,22,125,10,46,4,323,11,11,25,53,20,85,11,43,6,277,5,6,20,45,5,49,6,22,3,165,8,14,13,23,0,10,11,17,5,99,6,8,8,14,0,12,3,3,0,47,0,8,4,9,0,0,5,0,0,26,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,4,6,27,60,162,146,574,149,1466,96,779,48,3476,0,0,0,0,0,5,0,0,0,3,0,0,0,4,5,6,0,4,0,25,0,4,6,11,6,27,0,6,0,62
