POW_SA3_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
20605,116,32,30,40,8,226,385,17,25,8,5,443,520,26,70,8,4,617,610,41,72,31,10,764,834,64,126,22,13,1056,1389,121,197,27,24,1763,1873,194,225,36,21,2341,3321,292,263,31,20,3928,5118,391,339,40,27,5910,4814,384,279,14,16,5514,4916,423,229,19,11,5596,4027,406,180,18,10,4633,9455,834,258,16,19,10582,2594,361,98,14,3,3071,4682,1397,243,31,16,6381,336,54,35,4,51,478,44988,5031,2673,363,257,53307,109,10,15,65,7,205,520,19,51,16,0,607,759,36,84,23,8,905,931,39,108,33,12,1125,1180,42,122,19,10,1374,1957,73,158,37,9,2238,2401,123,176,23,9,2723,3830,131,225,24,18,4229,5412,188,212,23,19,5852,4671,151,177,17,6,5028,3875,170,140,6,9,4196,2595,150,111,16,7,2886,4526,305,182,12,3,5028,922,137,65,7,0,1132,1319,315,115,19,3,1772,228,18,15,10,25,290,35229,1911
20606,36,19,15,40,0,103,234,15,18,3,0,275,270,3,21,11,0,307,350,25,28,18,4,420,425,39,40,8,4,509,682,66,73,25,5,849,905,104,97,18,4,1128,1155,130,139,24,12,1459,1569,174,172,21,11,1947,1252,173,138,14,3,1582,1250,219,132,16,6,1630,913,166,92,10,4,1186,1844,392,160,20,8,2428,440,190,52,6,6,692,898,748,217,27,12,1905,116,32,14,11,14,175,12349,2494,1406,274,92,16609,65,17,15,38,0,126,417,11,22,10,0,458,588,19,39,11,6,668,750,18,53,18,4,841,863,30,62,14,6,975,1349,53,76,18,4,1505,1462,66,111,12,3,1659,1932,100,117,25,10,2183,2312,117,122,8,6,2570,1895,92,114,13,5,2127,1494,111,93,14,0,1713,911,94,75,9,3,1094,1386,183,121,19,3,1706,281,91,46,14,4,432,375,245,111,22,6,761,123,11,9,4,10,158,16210,1259
20607,98,22,23,59,0,200,468,8,34,15,4,528,556,36,56,14,8,664,646,42,59,19,10,780,867,42,100,11,13,1032,1480,102,140,20,10,1751,2072,167,181,22,14,2454,3087,202,238,27,23,3576,4454,310,325,19,21,5128,4197,295,229,19,14,4754,4080,425,247,11,14,4778,3209,377,147,12,9,3759,7857,765,294,27,17,8959,1948,342,79,10,3,2379,3524,1142,351,20,8,5044,306,43,22,7,40,419,38855,4318,2515,315,199,46207,114,8,19,53,0,189,726,16,51,20,3,807,991,18,75,19,14,1113,1177,35,81,19,18,1328,1437,52,120,26,10,1641,2554,68,187,24,13,2839,3280,90,179,24,16,3583,4573,124,221,24,8,4956,6463,183,263,28,17,6956,5918,134,171,11,10,6248,5078,176,163,16,13,5448,3511,144,133,6,6,3791,5572,288,216,16,0,6089,1119,110,63,8,3,1303,1497,308,159,12,5,1983,309,19,15,8,23,377,44316,1763
20701,84,35,18,81,0,219,835,27,39,25,4,929,809,28,96,21,0,964,761,67,95,47,8,972,743,85,99,32,8,962,1186,144,195,36,4,1568,1357,232,192,39,18,1834,1958,285,264,44,12,2560,2655,371,300,48,13,3385,2508,350,258,32,10,3151,2621,449,196,29,11,3308,2200,367,164,20,10,2764,5428,791,300,33,6,6561,1473,381,111,11,4,1981,2671,1298,359,39,7,4375,254,50,30,3,34,371,27533,4969,2709,535,147,35899,109,21,18,80,0,234,1310,27,73,41,0,1455,1490,48,142,38,7,1725,1452,87,126,54,15,1729,1680,112,128,34,15,1961,2467,147,188,54,11,2875,2979,192,216,51,14,3450,3670,203,217,60,4,4161,4571,224,252,45,17,5102,4002,206,194,35,8,4447,3623,232,166,24,7,4050,2510,183,129,32,7,2863,4449,326,216,32,10,5037,806,163,74,16,0,1063,1241,371,171,33,5,1817,274,25,23,10,13,347,36640,2563
20702,42,13,9,27,0,91,495,4,25,9,0,536,428,22,28,11,0,492,326,63,59,19,0,470,375,58,59,19,0,517,493,78,115,31,0,717,597,144,109,21,8,881,792,148,137,15,11,1104,1089,201,162,22,8,1483,834,160,104,10,0,1115,735,158,89,9,3,996,528,137,73,11,0,752,1067,227,101,11,7,1409,264,85,32,5,0,390,412,247,78,4,6,739,97,9,8,0,17,131,8582,1762,1187,239,63,11826,56,12,10,47,5,126,769,5,41,29,4,845,889,20,56,29,6,1006,858,42,77,29,4,1006,868,43,77,24,4,1018,1310,75,82,36,7,1508,1361,91,93,24,10,1572,1479,83,103,25,4,1692,1471,92,104,20,8,1695,1038,64,66,9,3,1184,851,69,61,5,0,990,480,50,41,0,3,578,817,83,55,13,0,969,105,29,15,5,0,157,123,73,40,3,0,238,84,5,8,7,8,121,12573,842
20703,76,10,16,40,0,146,524,14,29,12,0,581,497,19,50,19,0,584,473,45,68,24,6,613,496,70,81,22,12,682,804,105,106,29,8,1060,1024,155,109,16,14,1315,1676,200,171,28,14,2081,2096,247,172,21,9,2545,1716,167,151,12,10,2057,1707,247,124,10,7,2085,1526,150,73,9,0,1754,3261,337,148,15,5,3761,675,155,52,5,4,886,1022,349,118,3,4,1499,164,31,12,4,21,232,17712,2312,1483,265,114,21889,69,15,12,41,3,139,811,20,56,21,3,907,915,29,88,20,5,1062,941,62,83,40,0,1129,1056,50,78,30,13,1219,1666,84,136,30,14,1931,2197,101,103,11,7,2416,2821,98,123,31,10,3085,3452,129,123,32,15,3757,2745,93,98,13,11,2951,2615,78,92,18,5,2801,1839,43,59,6,4,1954,2777,125,95,11,4,3009,395,53,22,3,0,476,490,101,55,5,4,659,176,9,6,7,9,211,24971,1084
20801,41,20,11,44,0,112,454,6,27,9,4,495,389,19,29,8,8,451,311,25,43,13,0,394,357,45,53,22,6,486,516,72,94,15,8,708,655,110,122,13,6,904,1048,170,151,17,14,1402,1271,244,205,25,0,1742,1078,245,158,18,9,1508,904,280,139,13,4,1341,652,234,112,20,3,1008,1298,534,189,20,3,2049,315,205,58,17,4,603,687,701,200,27,11,1629,112,35,23,9,14,191,10090,2950,1609,272,93,15013,58,13,10,43,0,128,668,10,49,16,0,747,707,25,83,29,5,849,665,39,73,27,0,805,786,59,98,32,10,976,1241,72,139,35,12,1494,1451,97,164,30,4,1745,1748,122,169,19,8,2069,1920,140,167,22,10,2258,1363,128,154,18,4,1665,1100,166,123,15,9,1410,768,138,91,13,0,1006,1111,211,130,18,3,1470,203,93,37,15,0,346,325,252,126,29,4,734,118,14,9,9,10,162,14231,1573
20802,52,21,19,51,0,152,577,13,40,11,3,638,518,26,62,23,4,632,381,58,79,36,7,562,477,73,111,18,8,687,693,113,152,26,3,989,858,175,171,20,8,1231,1329,202,253,24,7,1821,1555,285,281,33,9,2164,1349,257,214,23,9,1849,1194,334,205,22,3,1748,1006,268,156,16,5,1448,1718,526,209,22,5,2491,411,193,78,3,0,686,659,533,173,12,6,1385,132,39,31,11,18,230,12906,3125,2232,353,104,18715,79,16,18,81,0,200,807,15,81,27,5,938,841,29,120,31,3,1029,834,66,127,33,4,1061,1025,60,147,33,10,1267,1585,95,212,31,10,1939,1873,113,230,25,15,2256,2449,122,231,28,6,2834,2690,133,220,27,6,3084,2048,96,192,16,0,2353,1718,147,147,15,4,2026,1216,111,105,17,0,1451,1650,211,193,15,9,2081,249,70,61,6,0,386,373,159,115,15,9,670,155,22,15,5,21,228,19602,1466
20803,109,31,19,57,8,218,920,13,15,12,5,968,771,31,49,27,6,887,687,63,76,31,17,874,830,78,93,43,13,1058,1357,160,178,35,15,1748,2134,241,194,39,19,2628,4183,349,252,33,34,4851,5042,476,304,45,30,5902,3940,442,281,25,17,4707,3201,541,226,23,18,4008,2261,400,161,20,5,2849,3992,768,210,22,11,5007,795,290,52,18,4,1153,1302,581,114,12,3,2016,317,60,39,10,47,469,31837,4532,2279,437,251,39339,124,12,16,83,7,245,1277,9,66,23,6,1383,1302,33,105,34,4,1475,1253,49,122,38,14,1469,1498,56,127,31,17,1723,2495,85,193,40,23,2837,3191,137,188,32,13,3568,4065,160,201,30,21,4477,4091,176,188,26,15,4498,3004,138,109,18,8,3274,2138,173,105,18,3,2434,1260,111,65,9,0,1444,1781,212,97,11,7,2111,275,81,24,3,0,383,337,157,56,6,0,558,243,6,12,7,25,290,28330,1593
20804,22,13,3,27,0,65,327,0,7,3,0,344,342,8,16,0,0,364,284,11,16,9,0,319,334,20,28,0,3,385,481,42,38,12,0,575,593,39,50,12,0,688,797,73,47,13,4,936,906,96,65,10,3,1084,756,72,75,0,4,904,598,113,61,9,0,785,474,82,54,0,0,615,958,183,76,11,0,1224,213,103,25,0,0,337,485,361,156,10,3,1016,85,11,3,5,10,121,7654,1244,712,121,36,9771,71,3,0,24,0,97,642,4,20,12,0,676,740,12,37,14,3,802,782,17,25,10,6,840,907,18,48,9,3,983,1261,28,67,14,3,1363,1372,38,68,8,4,1491,1642,49,49,14,7,1751,1906,64,79,12,6,2065,1258,70,60,5,5,1397,1023,54,50,10,6,1140,723,43,37,6,0,805,939,94,70,11,0,1117,168,42,27,6,0,246,272,116,83,15,3,493,128,8,0,4,4,152,13820,659
20901,46,3,13,38,3,105,538,9,26,12,5,596,461,23,45,9,5,546,400,45,87,17,6,555,482,46,85,22,4,627,713,119,147,17,3,998,1031,157,164,22,11,1383,1608,208,211,22,18,2074,2118,251,222,16,12,2616,1721,240,177,13,8,2163,1638,258,163,10,10,2078,1314,221,102,11,4,1650,2075,407,153,10,0,2652,397,162,37,5,4,609,658,391,143,7,4,1203,165,26,23,0,18,234,15360,2582,1791,236,119,20089,81,6,13,54,5,158,845,11,78,24,3,964,937,21,84,22,9,1071,936,35,125,20,0,1117,1171,32,117,11,6,1343,1907,64,176,19,0,2169,2396,88,165,27,8,2683,2925,109,151,11,8,3201,3378,136,151,12,9,3684,2703,82,107,11,8,2905,2399,92,79,9,6,2588,1588,75,56,4,3,1728,2002,125,98,8,5,2232,289,65,46,0,0,397,412,105,61,5,5,583,212,8,8,0,17,249,24174,1058
20902,44,17,15,36,3,111,367,8,21,6,0,408,361,17,44,8,5,439,348,32,64,15,12,464,445,50,84,12,3,598,733,95,142,23,12,997,1019,92,157,21,6,1297,1637,180,192,15,11,2040,2061,199,190,18,18,2493,1641,172,143,8,4,1973,1524,186,97,8,9,1828,1193,117,89,7,0,1415,1949,223,94,8,8,2277,361,74,26,0,0,459,423,177,48,0,0,653,140,33,12,4,28,217,14256,1669,1425,186,141,17674,62,3,12,34,5,116,568,4,50,17,0,636,709,16,65,15,6,807,779,40,61,15,10,897,871,21,95,28,5,1016,1454,51,96,12,11,1628,1829,53,108,20,13,2020,2213,63,103,12,8,2404,2256,83,106,17,4,2470,1820,44,74,7,5,1945,1544,53,55,9,0,1663,1048,39,35,0,0,1119,1400,69,49,3,0,1527,194,22,13,5,0,238,205,40,21,0,0,265,161,10,8,4,10,182,17103,611
20903,20,13,4,26,5,69,308,3,25,8,3,355,235,11,28,13,0,293,145,24,27,17,3,213,188,23,45,8,4,266,296,65,53,10,8,435,335,88,77,7,0,508,475,124,121,8,3,732,594,162,140,13,8,911,511,135,89,4,9,758,427,214,103,5,3,751,313,128,50,3,0,497,507,244,86,7,6,840,100,76,36,3,0,218,144,166,72,6,3,392,54,18,14,4,12,105,4660,1488,958,160,65,7341,29,4,9,26,0,72,476,7,40,19,0,541,411,17,69,18,0,522,351,18,71,20,4,466,432,32,88,14,10,575,689,46,99,23,6,864,757,73,108,5,3,945,841,73,100,13,3,1042,768,77,115,13,0,974,546,70,81,7,0,707,426,76,61,13,7,574,272,39,45,5,5,365,403,81,49,9,3,537,52,27,19,6,0,108,58,51,34,0,0,147,70,6,10,5,5,98,6571,713
20904,109,36,31,58,13,237,875,10,35,19,4,943,812,31,69,32,7,953,664,54,140,30,5,896,902,90,181,32,20,1220,1433,205,279,41,19,1978,2252,284,318,46,35,2940,3953,460,397,38,47,4903,4968,634,441,39,34,6113,3671,504,290,37,27,4528,2923,506,259,21,16,3720,2052,405,139,21,12,2631,3300,589,204,13,15,4117,590,186,47,6,6,834,797,424,110,8,0,1342,341,63,32,7,58,498,29634,4483,2986,444,310,37859,165,11,28,77,7,278,1343,19,89,39,10,1499,1618,31,149,36,3,1836,1489,59,153,40,11,1762,1837,78,135,40,16,2114,2992,111,232,49,20,3403,3714,158,190,40,19,4133,4722,135,186,23,31,5093,4344,165,197,30,10,4742,3063,144,87,14,9,3319,2492,127,89,6,3,2713,1470,76,54,8,3,1602,1877,126,69,11,5,2085,236,57,17,6,0,314,275,96,39,0,3,410,305,21,13,12,27,384,31952,1414
21001,59,15,11,25,0,117,331,8,15,10,5,361,347,12,27,14,0,400,287,33,46,14,0,383,422,44,45,8,5,522,802,73,84,20,11,988,1264,122,100,11,9,1501,2276,188,137,17,8,2626,3058,253,161,14,19,3506,2490,207,93,14,9,2815,2142,294,96,8,11,2547,1452,218,68,3,0,1750,2627,410,91,12,12,3150,527,136,35,3,3,703,747,290,52,8,0,1100,192,37,12,0,17,264,19025,2330,1065,185,131,22732,73,5,4,43,0,123,538,5,19,21,3,581,620,12,45,25,5,695,607,18,52,6,0,677,741,21,42,11,5,831,1130,46,75,14,13,1282,1497,73,72,20,6,1665,1910,88,66,9,10,2082,1920,86,73,10,9,2104,1362,84,43,4,8,1498,1016,62,36,12,4,1129,649,46,19,3,0,724,894,71,28,8,4,1009,148,31,20,3,0,204,144,69,22,3,0,230,138,12,13,3,15,172,13403,713
21002,13,4,7,14,0,38,179,5,7,9,4,197,92,8,12,9,3,123,68,11,17,6,0,108,87,12,18,6,3,128,164,33,31,10,3,238,186,45,41,4,3,283,294,45,57,4,7,412,320,78,61,13,4,480,257,82,68,10,3,415,222,84,48,7,0,359,199,58,34,0,0,295,284,96,32,5,7,421,53,41,15,4,5,113,53,76,34,4,4,168,25,6,8,0,9,47,2499,679,483,110,56,3827,9,0,5,17,0,35,263,3,16,12,3,298,243,5,40,20,0,305,208,17,26,14,6,273,246,4,39,14,0,303,415,29,48,14,4,510,484,31,56,13,3,587,428,30,74,9,0,541,388,43,64,8,7,511,261,22,26,3,3,317,212,37,10,0,0,267,137,26,15,6,3,183,172,35,24,11,4,249,34,27,11,0,4,73,29,30,12,0,0,82,32,3,8,3,0,43,3563,332
21003,31,9,10,20,0,64,129,4,10,8,0,157,148,14,31,8,6,206,168,14,45,10,4,241,213,30,78,7,0,332,394,50,131,16,12,601,502,95,140,11,7,757,782,122,165,14,9,1087,928,170,147,16,13,1283,668,124,106,8,9,923,560,139,66,4,0,773,441,102,46,0,5,598,680,173,74,0,0,938,115,65,18,0,0,203,146,91,22,4,0,261,68,19,13,0,8,109,5973,1234,1109,140,67,8524,29,7,11,22,0,71,200,0,28,12,9,248,271,12,40,3,6,335,310,12,56,11,0,393,409,23,47,13,0,495,684,32,76,18,0,816,862,38,79,15,0,1003,1015,39,63,8,5,1124,935,46,58,14,3,1054,665,17,42,0,0,729,512,49,38,4,0,601,322,18,11,3,0,360,422,28,16,3,5,479,52,20,5,0,0,81,55,16,19,0,0,93,65,5,10,3,8,89,6821,367
21004,23,6,3,16,0,42,177,3,5,3,0,192,140,5,11,0,0,156,102,7,24,10,0,143,148,16,26,6,0,196,208,21,44,9,4,284,270,40,50,9,5,365,344,68,62,5,5,482,403,76,64,3,9,552,390,65,55,6,0,519,316,80,54,0,0,453,224,59,27,3,0,320,353,85,38,0,0,483,48,33,9,5,0,93,63,53,28,0,0,146,46,7,3,0,8,58,3244,627,507,77,27,4479,23,4,3,21,7,57,273,3,23,0,0,299,282,6,27,9,0,329,275,10,42,18,5,346,295,16,36,6,0,353,513,25,49,7,4,605,614,30,37,6,3,694,652,41,51,4,0,750,609,23,43,3,7,682,406,23,34,0,0,464,368,30,27,4,3,429,192,11,25,0,0,227,243,29,24,0,4,299,23,7,12,0,0,42,18,23,9,0,0,50,52,0,9,3,6,68,4856,279
21005,178,29,30,66,6,315,660,13,25,20,8,712,748,38,69,23,8,887,820,63,114,32,14,1039,1104,121,199,43,15,1481,1813,217,292,30,30,2378,3251,344,372,39,44,4049,6648,513,484,40,67,7750,8128,673,475,31,74,9374,6065,512,295,27,32,6928,5087,588,181,23,22,5906,3556,407,155,3,14,4139,6146,606,180,20,10,6956,1212,198,40,3,5,1455,1806,396,78,7,8,2298,508,87,32,12,80,715,47730,4799,3017,407,419,56383,181,5,23,61,8,277,893,12,68,32,13,1016,1246,22,104,48,16,1433,1239,54,102,40,12,1449,1550,67,109,30,11,1774,2657,92,142,49,17,2953,3770,117,120,33,22,4064,4752,138,117,29,23,5061,4704,138,143,27,15,5024,3277,100,69,4,13,3461,2674,139,53,13,6,2879,1563,73,47,3,4,1689,2130,100,46,14,10,2298,266,37,12,3,0,320,299,91,21,3,0,416,316,20,14,11,26,381,31512,1210
21101,123,33,22,59,0,234,854,17,39,16,0,925,777,24,64,18,3,887,621,65,110,49,5,847,711,90,134,32,3,965,1208,142,203,45,9,1613,2059,228,221,39,7,2556,3989,328,318,28,32,4697,5093,461,356,34,31,5967,3885,400,276,18,18,4591,3360,511,231,15,10,4124,2324,343,174,12,8,2860,4300,609,205,11,13,5128,919,230,63,4,0,1215,1288,464,115,7,4,1880,305,66,33,9,31,439,31816,4009,2557,384,174,38941,97,8,23,50,0,183,1153,10,93,32,5,1297,1348,36,123,51,0,1560,1283,59,157,50,3,1562,1422,65,136,38,13,1675,2584,118,191,35,16,2943,3275,116,182,39,11,3623,4207,163,189,43,11,4614,4394,168,153,29,11,4750,3170,134,103,14,5,3433,2406,127,98,11,9,2654,1450,92,57,0,0,1608,1810,160,85,3,0,2069,310,53,27,0,0,390,361,103,38,6,0,506,249,17,9,5,16,306,29523,1430
21102,5,4,0,14,0,19,77,3,8,3,0,89,60,3,10,3,0,75,32,4,21,3,0,62,48,10,16,3,0,77,74,21,13,5,0,116,104,42,23,5,0,172,135,40,37,7,0,215,160,51,51,8,0,269,120,54,32,5,0,210,127,65,35,7,0,235,89,38,31,4,0,163,179,100,35,3,0,317,33,42,9,5,0,77,68,98,23,5,0,203,27,6,5,0,0,36,1328,579,357,73,14,2343,4,0,6,15,0,27,135,6,24,12,0,170,112,3,18,7,4,148,115,7,29,8,0,163,129,10,25,11,4,167,219,16,27,12,0,271,285,17,45,7,0,353,266,13,45,6,0,332,274,29,29,10,3,341,214,20,19,5,0,258,166,31,24,6,0,222,124,16,8,5,0,151,173,38,16,5,0,229,17,14,7,4,0,44,16,32,6,6,0,64,20,0,4,0,0,29,2265,263
21103,70,26,8,47,9,160,653,10,30,12,5,709,571,13,47,10,3,641,394,33,48,15,5,503,513,58,85,17,3,680,867,123,106,20,9,1122,1299,166,154,19,13,1651,2223,217,186,22,14,2657,2997,299,237,24,14,3565,2268,274,194,8,9,2748,1987,364,150,7,12,2517,1367,242,95,3,9,1717,2085,439,153,7,16,2698,355,157,51,0,0,558,516,320,89,5,0,936,188,27,26,12,31,288,18340,2760,1651,237,141,23134,64,9,8,54,0,133,1019,14,63,20,5,1113,1084,25,85,27,6,1226,1028,34,108,30,8,1198,1270,58,106,25,6,1469,1942,87,132,29,14,2194,2379,85,158,24,12,2649,2794,108,132,13,3,3053,2952,112,140,23,6,3230,2032,108,102,10,11,2259,1480,114,73,10,0,1669,932,59,45,8,4,1051,1254,130,75,8,5,1473,150,45,26,0,0,227,196,74,29,3,3,303,177,11,11,4,13,218,20733,1066
21104,34,9,6,38,0,89,377,5,14,9,0,409,336,11,28,3,4,388,283,24,34,8,3,364,304,45,55,13,4,413,510,48,77,14,0,651,652,103,94,22,0,875,1078,123,83,18,5,1308,1347,156,110,12,4,1640,1082,150,81,4,6,1327,979,129,68,3,7,1187,779,125,47,5,0,950,1451,216,68,5,0,1748,280,87,20,0,0,391,369,191,52,7,7,624,93,14,11,3,7,129,9962,1445,853,169,58,12483,38,3,4,26,0,74,490,13,28,18,0,545,524,14,71,13,0,628,528,29,47,19,5,635,613,32,57,14,3,720,1033,39,77,21,9,1170,1277,55,53,14,3,1405,1462,59,68,13,0,1603,1627,73,62,9,3,1775,1119,50,44,3,0,1208,874,55,36,6,0,974,543,37,27,0,0,603,702,71,50,5,0,839,112,37,14,3,0,167,111,50,15,3,0,182,76,12,3,4,4,92,11128,627
21105,60,8,28,63,3,158,741,15,38,27,6,815,561,32,56,24,4,676,424,55,72,28,10,586,592,69,135,26,5,840,917,118,221,34,9,1299,1246,174,237,28,14,1701,2069,271,316,55,17,2730,2356,397,347,32,22,3151,1813,344,280,15,16,2464,1426,446,226,25,8,2125,1005,270,147,19,5,1446,1563,417,218,18,9,2223,328,133,55,5,3,527,347,241,102,4,5,695,221,30,32,16,29,324,15662,3006,2522,419,168,21776,95,10,28,95,0,234,1103,14,92,49,4,1263,1175,37,154,62,5,1435,1100,60,163,48,8,1377,1358,56,175,45,9,1641,2140,125,242,51,16,2581,2403,126,271,42,17,2860,2654,156,221,45,3,3087,2366,173,240,35,12,2822,1588,109,144,20,10,1876,1226,132,128,18,4,1509,731,89,82,8,3,921,848,130,102,9,0,1088,129,41,26,10,0,202,127,77,46,9,0,258,217,15,27,13,18,285,19263,1370
21201,45,20,12,61,4,132,541,0,20,9,4,573,355,19,34,18,9,438,250,37,62,25,6,383,387,49,80,27,6,549,626,89,136,25,8,881,861,127,137,19,13,1164,1545,201,201,31,19,1999,1911,267,253,39,19,2491,1345,228,206,20,14,1813,1087,289,177,8,15,1574,803,203,82,4,3,1097,1139,306,121,16,12,1596,187,104,35,4,3,334,224,196,51,8,6,487,157,35,10,4,26,238,11461,2173,1617,317,168,15741,61,10,15,61,0,150,811,13,67,32,3,924,697,19,106,33,10,857,626,44,106,33,9,826,884,59,118,38,3,1105,1408,71,135,32,18,1664,1807,95,144,31,19,2094,1876,110,145,28,10,2170,1678,120,115,17,17,1949,1143,88,72,7,3,1313,795,80,65,16,0,955,489,51,41,5,0,592,592,82,62,6,0,746,77,23,12,3,0,120,71,63,22,5,0,162,119,5,7,10,10,150,13127,936
21202,72,15,12,39,4,145,608,7,19,11,0,651,610,19,40,15,4,687,472,39,76,18,0,615,524,57,83,25,7,693,855,114,125,21,11,1120,1206,169,174,27,13,1585,2083,257,244,24,17,2626,2572,339,267,24,10,3207,2107,279,187,12,11,2597,1707,314,152,12,9,2195,1180,218,90,9,10,1505,1946,371,156,22,11,2507,346,125,40,0,0,513,458,272,83,4,0,823,214,28,17,0,27,291,16971,2632,1786,268,128,21776,100,7,17,69,0,193,1039,10,69,33,5,1154,1158,23,91,29,4,1307,1063,30,110,15,5,1225,1302,34,104,34,8,1485,2106,68,146,27,12,2353,2582,97,143,23,18,2866,3023,113,132,21,4,3291,2839,113,103,14,5,3071,1988,92,72,13,4,2169,1606,85,59,3,6,1757,1041,69,41,0,3,1145,1191,111,59,18,3,1377,125,48,26,3,0,204,142,87,41,0,0,268,204,12,17,3,14,246,21501,988
