POW_SA3_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
20101,70,390,13,0,0,0,0,0,9,479,27,284,36,3,4,0,0,0,5,358,30,184,58,4,4,6,0,6,8,295,33,189,113,27,16,10,3,0,3,392,43,194,222,69,32,10,3,10,12,600,35,137,143,112,161,65,12,15,10,681,30,55,95,84,310,165,24,29,9,811,34,39,37,47,183,208,56,51,11,675,10,5,21,23,74,98,28,53,6,324,13,12,17,10,39,71,25,39,0,217,7,4,4,3,25,49,19,30,0,142,5,4,3,3,17,46,49,35,0,173,3,0,0,3,6,4,0,5,0,16,0,0,0,0,0,5,0,8,0,18,0,11,3,6,5,4,0,5,17,48,343,1519,777,400,875,747,231,282,91,5264,3,0,0,0,0,0,0,3,13,25,0,10,0,0,0,0,0,0,12,23,3,17,0,0,0,0,0,0,6,25,5,9,3,0,0,0,0,0,19,41
20102,19,73,0,0,0,0,0,3,0,101,9,68,9,0,0,0,0,4,0,93,6,49,17,0,0,0,0,0,0,76,11,46,22,5,4,0,0,3,0,100,14,39,52,13,7,8,4,3,5,148,9,45,38,24,29,22,7,9,3,175,4,10,21,15,51,41,4,13,4,168,5,4,10,13,24,43,5,7,4,119,0,5,3,3,10,13,3,11,0,44,0,0,4,3,6,10,0,4,0,30,0,0,0,0,0,3,0,3,0,21,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,5,5,16,92,355,175,84,141,154,29,72,31,1132,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,0,0,0,3,10
20103,13,52,5,0,0,0,0,0,0,69,4,25,12,0,0,5,0,0,0,50,10,31,14,6,3,0,0,0,0,64,8,46,16,3,0,4,3,0,0,78,14,43,36,20,6,5,0,3,4,126,3,27,22,21,52,14,4,9,0,165,8,16,26,25,78,41,10,10,4,214,6,3,7,10,34,46,4,10,3,126,0,3,0,0,13,11,4,9,0,41,0,3,0,0,5,3,4,12,0,33,0,0,0,0,3,5,0,0,0,12,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,3,14,60,266,136,101,211,138,33,53,24,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,0,0,0,0,0,0,6,7,0,3,0,0,0,0,0,0,8,11
20201,49,436,8,0,0,0,0,0,6,495,28,279,31,3,0,0,0,0,3,349,23,176,44,10,5,3,4,0,6,269,31,168,85,19,13,6,0,3,10,329,26,209,195,58,33,18,8,15,11,577,41,115,149,141,156,58,10,12,9,696,24,62,62,102,212,152,27,24,17,674,15,18,35,36,182,147,44,45,8,535,9,3,13,17,69,78,20,39,0,248,4,4,3,6,36,45,5,25,0,135,3,0,0,0,10,19,7,26,0,72,7,5,0,3,9,23,8,30,0,84,0,0,0,0,0,3,0,0,0,12,0,0,0,0,4,0,0,3,0,15,0,4,8,4,3,7,0,0,7,41,260,1496,641,397,739,567,135,238,81,4560,4,0,0,0,3,4,0,0,12,19,0,16,3,0,0,0,0,0,13,28,0,7,0,0,0,0,0,0,7,21,3,5,7,0,0,0,0,0,17,28
20202,27,152,9,0,0,0,0,0,3,192,17,97,12,4,0,0,0,0,4,136,14,90,22,5,4,5,0,0,3,138,13,82,40,13,4,0,4,4,0,162,17,75,94,38,18,19,0,12,3,276,29,55,78,76,132,77,11,15,6,469,26,53,66,85,277,236,34,25,8,824,32,24,35,36,153,180,33,29,9,534,4,8,7,10,31,54,17,21,0,152,4,0,5,0,13,32,10,14,0,75,0,0,0,4,7,8,3,3,0,29,0,0,0,0,4,3,3,18,0,28,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,3,6,3,0,3,4,3,0,0,7,26,188,650,373,274,645,623,117,152,50,3060,4,4,0,0,0,0,0,3,3,13,5,3,0,0,0,0,0,0,5,15,0,10,0,0,0,0,0,0,5,18,0,7,3,0,0,5,0,0,0,13
20203,0,14,0,0,0,0,0,0,0,21,0,18,6,0,0,0,0,0,0,22,5,11,4,0,0,4,0,0,0,25,7,12,13,5,0,6,0,0,0,42,0,13,3,10,8,0,0,0,3,41,0,7,16,13,17,17,7,12,0,88,4,11,9,8,27,28,8,15,0,114,7,5,0,5,19,38,5,12,0,95,0,5,0,3,10,8,8,15,0,51,0,0,3,5,0,11,6,12,0,31,3,0,0,0,0,3,0,8,0,22,0,0,0,0,0,0,0,12,4,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,5,0,0,4,17,26,105,60,53,85,124,46,91,18,605,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
20301,7,53,5,5,0,0,0,0,0,69,9,42,3,0,0,0,0,0,0,55,0,26,4,0,0,3,0,0,0,40,3,15,7,9,5,0,0,3,0,40,5,26,18,8,10,0,0,0,0,68,4,16,13,26,17,14,6,0,0,98,0,13,10,15,41,33,9,9,0,125,0,9,5,3,18,26,7,11,0,85,0,3,0,5,8,8,7,4,0,33,0,3,0,0,4,13,3,7,0,25,0,0,0,0,0,4,0,9,0,16,0,0,6,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,4,0,0,0,0,3,10,31,216,71,71,102,116,33,64,10,707,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3
20302,85,696,12,5,5,0,0,0,8,807,34,521,61,6,3,0,0,0,6,639,44,377,82,27,18,5,0,4,11,570,64,391,224,29,16,21,8,4,15,760,71,349,381,105,72,43,12,10,15,1058,43,209,270,177,254,149,15,32,26,1177,54,110,163,171,507,425,58,63,26,1586,32,63,97,95,414,408,77,95,22,1298,20,27,39,24,146,201,47,101,6,612,15,9,15,18,65,107,32,78,6,337,8,4,12,13,42,68,31,58,4,231,8,10,3,6,33,73,16,114,7,271,0,4,0,4,3,3,3,25,0,40,6,4,0,7,4,6,6,17,0,50,6,22,5,4,17,18,0,7,14,97,503,2829,1371,679,1607,1541,297,607,161,9587,10,9,3,0,0,5,0,9,24,58,9,24,0,0,0,0,0,0,19,60,8,22,0,6,4,3,0,0,19,60,8,30,0,0,0,0,0,3,16,62
20303,71,289,3,0,0,0,0,0,4,368,31,188,16,4,3,5,0,0,4,241,30,134,36,5,0,0,0,0,3,214,25,128,63,4,0,3,0,4,7,233,32,101,108,25,9,9,0,4,3,291,27,86,66,39,52,23,9,5,7,306,20,42,49,41,82,63,5,6,5,312,11,30,20,20,50,63,8,17,4,217,3,9,10,9,25,25,11,18,0,111,5,5,0,6,11,22,12,22,0,77,0,3,3,3,7,14,3,4,0,45,5,0,9,0,3,13,10,9,0,48,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,3,8,19,242,1036,392,153,243,243,62,101,43,2514,7,0,0,0,0,0,0,0,8,20,3,4,0,0,0,0,0,0,7,14,0,10,0,0,0,0,0,0,3,13,0,8,0,0,0,0,0,0,6,16
20401,39,173,4,0,0,3,0,0,8,229,22,158,18,5,0,5,0,0,7,219,17,114,32,8,3,5,0,0,4,184,18,105,65,16,9,11,0,3,3,228,29,104,96,47,24,26,0,9,7,344,21,74,96,70,85,61,4,26,4,440,17,38,42,66,134,89,21,33,10,447,14,13,25,37,108,128,22,33,6,381,11,6,11,10,50,64,12,18,0,185,7,7,4,4,20,38,10,30,3,126,0,0,4,0,5,17,5,23,0,59,0,4,0,0,9,15,4,19,0,55,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,3,0,14,0,12,3,0,3,8,0,3,6,33,205,833,402,268,461,461,84,211,56,2986,4,3,0,0,0,0,0,0,14,24,0,11,0,0,0,0,0,0,10,18,3,9,0,0,0,0,0,0,3,25,6,7,0,3,0,0,0,0,0,17
20402,32,170,8,0,4,3,0,0,3,225,17,120,18,4,3,0,0,4,0,170,8,82,27,4,9,3,0,6,3,138,11,78,37,15,9,0,0,10,5,161,14,93,87,30,29,17,3,9,6,286,24,61,69,50,90,40,11,11,4,359,16,27,33,47,166,110,12,26,8,458,19,19,21,25,120,128,20,39,7,403,14,7,3,12,45,57,14,49,6,200,12,3,5,5,20,41,13,17,5,118,9,0,7,3,7,24,7,23,0,86,3,0,0,0,9,14,4,30,6,68,0,0,0,0,0,0,0,5,0,4,5,0,0,0,3,0,0,4,0,18,4,5,0,0,3,3,0,0,11,32,207,686,313,198,515,456,99,228,60,2747,0,0,3,0,0,0,0,0,4,10,0,3,0,0,0,0,0,3,9,18,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,4,12
20403,40,253,7,0,3,0,0,0,0,310,12,163,26,0,3,3,0,0,4,219,15,145,29,11,6,0,0,9,6,219,18,106,63,16,13,7,4,3,7,236,34,153,131,44,40,18,0,15,8,449,35,89,121,89,131,67,9,15,8,564,28,63,79,76,212,149,46,39,22,714,21,35,22,40,173,166,35,46,7,556,13,9,12,10,67,83,27,35,0,262,6,8,3,6,30,53,16,29,0,157,3,0,0,0,15,31,11,19,0,96,0,0,0,0,10,21,11,22,0,75,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,3,0,5,0,18,0,7,0,5,3,12,3,0,8,38,249,1044,508,300,707,619,163,260,82,3936,4,0,3,0,0,0,0,3,13,25,4,7,0,0,0,0,0,0,0,15,5,9,0,0,0,0,0,0,6,26,0,8,3,0,0,0,0,0,8,19
20501,26,182,0,0,0,0,0,0,5,217,18,172,20,3,0,0,0,0,0,220,15,91,29,5,5,0,0,7,0,146,19,83,44,15,4,6,0,3,11,186,22,86,88,40,28,12,3,8,7,293,32,62,82,84,126,44,9,11,5,452,21,37,50,82,170,89,18,29,9,500,11,18,25,25,93,87,30,35,3,327,4,9,0,20,35,51,22,31,4,172,3,0,5,4,8,22,10,18,0,77,0,0,7,0,0,18,10,16,0,55,4,0,0,0,0,17,20,15,0,64,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,5,0,14,3,3,0,0,8,3,0,4,12,41,179,747,357,281,479,362,127,187,68,2792,0,0,0,0,0,0,0,0,4,13,0,5,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,5,15
20502,28,116,0,0,0,3,0,5,4,156,11,93,14,5,0,0,0,0,0,124,17,109,21,10,0,0,0,0,3,164,21,75,45,13,3,3,0,3,6,176,8,96,95,36,33,13,7,7,6,308,20,65,91,59,73,29,6,12,8,361,11,26,43,59,147,72,12,24,9,412,10,21,29,20,104,74,18,35,11,327,4,3,6,14,40,42,19,18,3,147,5,7,0,4,17,19,3,11,0,71,0,3,0,3,3,8,4,9,0,28,0,0,0,0,5,7,0,11,4,24,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,12,0,0,6,9,0,4,5,38,144,623,356,226,454,280,73,150,61,2371,3,0,0,0,5,0,0,0,6,15,0,0,0,0,0,0,0,0,12,15,6,4,0,0,3,0,0,0,3,17,7,3,5,0,0,0,0,0,11,24
20503,36,165,0,0,0,0,0,0,3,211,32,139,18,4,0,3,0,0,0,198,19,135,30,6,9,5,0,0,5,202,24,128,53,14,10,8,0,0,3,239,38,122,105,27,21,9,0,13,4,343,29,65,76,53,50,48,11,11,14,361,28,23,51,64,114,91,18,27,6,428,20,24,30,36,107,97,33,40,3,383,3,12,13,9,37,51,12,27,5,166,5,5,0,7,18,29,14,21,0,100,4,4,0,4,7,16,14,14,0,65,3,5,0,0,14,14,31,15,0,84,0,4,0,0,0,0,0,6,0,12,0,5,0,0,0,3,0,5,0,10,11,10,3,5,0,6,0,3,20,50,244,846,385,233,387,382,149,187,76,2883,5,3,0,0,0,5,0,0,9,23,8,6,0,0,0,0,0,0,18,35,4,5,4,0,0,0,0,0,9,19,5,9,0,4,0,0,0,0,5,26
20504,28,220,5,0,3,0,0,0,7,260,21,162,17,5,0,0,0,4,6,207,7,125,36,6,11,0,0,0,5,204,15,110,65,12,12,10,0,4,9,244,31,103,120,39,17,17,0,3,10,346,18,58,82,59,84,36,14,11,11,378,12,37,46,42,127,71,17,26,13,389,6,14,20,21,90,90,22,20,8,294,12,10,15,14,49,57,22,30,0,206,4,14,10,5,44,49,22,48,8,191,4,4,0,5,41,43,33,29,0,155,7,8,11,9,44,50,45,54,4,236,3,0,0,3,11,14,4,15,0,46,0,5,0,0,4,13,0,10,0,35,0,10,3,0,3,12,0,9,9,49,173,895,441,220,543,456,175,270,91,3264,3,4,0,0,0,0,0,0,8,19,4,12,0,0,0,0,0,0,8,23,4,4,0,0,0,0,0,0,11,26,0,4,3,0,0,0,0,0,12,26
20505,26,125,6,0,0,0,0,0,10,162,5,79,13,4,3,6,0,0,0,111,8,61,19,6,0,3,0,4,3,101,5,67,44,6,10,3,3,3,4,149,10,69,69,36,11,14,8,10,9,241,13,36,53,54,59,46,8,13,3,281,14,23,26,42,115,97,22,30,7,371,4,14,12,23,60,92,21,35,0,256,6,6,0,3,22,38,10,23,7,122,7,0,11,8,12,23,5,24,0,81,0,0,0,0,7,18,4,10,0,48,7,7,0,0,11,18,8,28,6,74,9,0,0,0,0,0,0,9,0,14,0,5,0,0,4,0,0,7,0,10,3,6,5,0,4,3,0,6,3,28,105,504,250,183,322,362,92,198,55,2079,9,0,0,0,0,0,0,6,11,26,0,3,0,0,0,0,0,0,5,8,0,7,0,0,0,0,0,0,7,9,0,9,0,0,0,0,0,3,4,17
20601,10,145,5,0,0,0,0,0,0,167,18,110,23,0,0,0,0,0,7,158,14,75,42,6,0,0,0,4,0,149,16,84,81,7,6,4,0,3,7,205,22,95,97,19,9,12,0,6,3,266,19,54,72,33,62,31,0,7,5,274,7,38,48,40,96,41,6,7,0,286,3,16,19,29,51,42,3,10,5,177,4,9,10,7,23,21,3,6,4,84,0,3,4,5,13,23,5,8,0,58,0,0,3,4,10,7,5,10,3,40,0,0,0,0,3,13,5,14,0,40,0,0,0,0,0,3,0,3,0,12,0,3,0,0,0,0,0,6,0,9,0,6,0,3,0,0,0,0,10,18,131,638,405,157,273,196,38,74,46,1956,5,0,0,0,0,3,0,3,9,17,0,7,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,9,21,0,3,3,0,0,0,0,0,9,15
20602,10,78,6,0,0,0,0,0,0,99,4,58,4,3,0,0,0,4,3,72,12,44,14,0,0,4,0,0,0,73,5,58,35,6,8,4,0,4,3,111,5,58,49,14,15,4,0,0,3,149,5,25,46,28,33,11,6,0,0,148,3,14,26,21,56,32,3,9,0,164,3,14,27,10,36,35,4,3,3,129,6,0,4,8,17,7,0,5,0,46,0,3,3,5,15,11,0,3,0,42,0,0,3,0,3,5,0,6,0,13,0,0,0,0,5,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,362,208,85,177,121,21,42,17,1088,4,0,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,4,8,0,0,4,0,0,0,0,0,0,8
20603,18,154,0,0,0,0,0,0,0,175,11,117,11,0,0,0,0,0,0,146,13,71,29,0,0,3,0,5,0,115,5,57,55,10,0,4,0,0,4,136,9,62,77,15,10,12,0,3,0,190,13,37,62,29,34,7,0,3,0,196,4,24,24,17,56,22,0,10,0,177,0,17,28,20,46,39,9,12,4,171,4,5,8,3,24,26,3,6,0,86,0,5,4,0,15,12,5,4,0,49,0,0,0,0,3,0,5,0,0,14,0,3,0,0,0,6,0,6,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,15,82,573,306,98,197,138,38,52,21,1514,4,6,0,0,0,0,0,0,11,22,0,3,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,9,5,8,0,5,0,0,0,0,4,17
20604,132,365,21,0,0,4,0,3,4,531,131,458,71,4,3,0,0,0,11,690,148,465,215,16,17,5,0,0,19,888,167,510,579,38,17,31,3,6,25,1387,205,579,1039,148,104,60,9,4,49,2197,202,408,646,274,427,180,13,35,51,2236,154,291,465,227,635,323,42,47,48,2226,90,155,251,138,446,345,61,86,43,1621,41,65,84,55,217,216,53,83,22,839,30,28,39,41,159,175,50,72,18,603,26,23,22,34,123,179,60,85,13,569,35,28,21,43,138,259,122,237,18,897,10,9,9,3,21,39,28,96,0,212,3,8,9,3,18,29,21,116,0,208,14,19,11,13,13,16,0,7,42,140,1426,3446,3493,1036,2337,1867,470,891,376,15346,40,24,11,3,9,18,0,16,137,251,47,62,10,0,0,3,0,5,49,170,28,66,14,4,3,4,0,3,63,189,40,60,33,16,4,4,0,3,86,248
20605,29,133,4,4,0,0,0,0,0,170,26,120,24,3,0,0,0,0,9,185,37,135,41,7,4,5,0,0,4,229,18,146,113,14,7,7,0,5,9,309,22,153,227,51,21,20,0,3,10,509,19,112,175,62,117,43,6,6,0,538,22,71,126,68,205,105,14,21,14,649,28,44,72,53,199,150,25,28,6,604,14,19,33,14,85,86,32,29,4,314,5,9,15,13,82,93,26,42,3,296,4,10,4,10,39,74,24,48,0,222,19,5,12,5,44,113,47,130,10,384,5,5,0,0,8,19,15,57,0,103,4,0,3,3,0,12,9,26,0,54,3,3,6,0,8,0,3,6,9,38,263,968,841,304,834,736,196,408,95,4643,13,3,0,0,4,12,0,15,26,73,4,4,0,0,0,0,0,0,7,22,3,11,5,0,0,0,0,0,10,26,3,17,12,0,5,0,0,0,10,48
20606,18,132,6,0,0,0,0,0,0,152,15,92,17,0,3,0,0,0,0,126,8,90,36,0,0,0,0,4,3,154,22,87,66,7,3,0,0,0,4,195,12,84,145,22,8,3,7,0,3,290,15,58,119,46,43,13,0,3,0,304,8,38,50,31,70,25,0,8,7,240,5,18,39,18,42,58,19,11,3,213,0,8,12,8,20,25,3,10,0,95,0,9,0,4,13,13,0,5,0,50,0,5,0,0,8,16,0,5,0,44,0,3,0,0,3,10,5,14,0,35,0,0,0,0,0,0,0,10,0,15,0,0,3,0,0,3,0,5,0,13,0,0,0,0,0,3,0,0,3,10,113,627,503,161,216,172,42,83,33,1942,3,0,0,0,0,6,0,0,4,20,0,4,0,0,0,0,0,5,4,11,0,12,0,3,0,0,0,0,4,16,4,11,0,0,0,0,0,0,10,22
20607,37,213,4,0,0,0,0,0,0,262,31,204,32,0,0,0,0,0,5,272,21,162,54,9,3,0,3,0,4,255,26,139,126,16,11,7,0,0,11,332,32,161,214,56,18,11,3,8,3,505,30,108,154,75,110,44,7,8,8,537,19,67,125,76,181,99,12,16,11,611,13,28,58,43,137,110,21,22,7,444,6,15,21,18,65,55,9,30,5,217,5,5,22,7,30,58,19,19,0,161,4,5,5,4,25,43,5,20,0,113,8,0,8,7,21,71,27,49,3,191,0,0,0,0,0,3,0,16,0,18,0,0,0,0,3,0,0,14,0,24,0,5,6,0,8,3,0,3,10,43,242,1123,828,314,613,507,120,200,74,4010,7,4,0,0,0,8,0,4,21,49,9,19,0,0,0,0,0,4,6,38,5,13,0,0,0,0,0,0,11,38,0,23,8,0,0,0,0,0,26,59
