POW_SA3_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
20701,43,320,12,0,0,0,0,0,0,383,27,267,31,9,3,4,0,0,6,341,19,200,76,8,5,3,0,0,0,308,22,163,119,18,7,0,0,0,8,329,29,153,193,36,23,7,0,0,3,446,23,103,167,59,76,29,8,5,0,472,23,48,98,63,102,39,11,15,5,403,11,34,56,32,95,71,11,14,4,322,5,14,15,14,48,45,12,10,0,168,5,11,5,4,22,35,5,9,0,99,4,4,6,0,17,18,3,10,4,65,3,5,8,3,21,21,12,22,0,94,0,0,0,4,3,7,0,11,0,27,4,0,0,0,0,0,0,7,0,18,0,10,7,0,0,5,0,3,8,34,217,1352,783,252,429,283,61,111,54,3537,6,0,3,0,0,8,0,3,17,44,5,12,4,0,0,3,0,3,8,34,0,18,7,0,0,0,0,0,3,33,3,11,10,0,0,0,0,0,18,45
20702,31,207,4,0,0,0,0,0,0,248,25,135,17,0,0,0,0,0,3,188,24,114,29,3,0,0,0,0,4,173,27,73,57,9,0,4,0,0,5,166,14,70,99,25,13,5,0,3,7,232,13,42,57,26,33,14,5,5,6,200,10,24,42,34,61,27,3,0,0,211,10,15,33,18,43,45,14,6,0,192,9,5,12,4,26,19,11,18,0,101,3,6,5,4,16,11,5,12,0,68,0,3,0,0,4,8,3,9,0,37,0,0,0,0,7,11,3,11,0,30,0,0,0,4,0,0,0,3,0,6,0,3,0,0,0,0,0,3,0,6,4,3,0,0,0,0,0,0,5,13,171,717,368,128,220,151,50,71,34,1902,0,3,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,8,13,0,13,0,0,0,0,0,0,0,20,0,19,5,0,0,0,0,0,0,29
20703,32,250,7,0,0,0,0,0,0,290,11,184,16,0,0,3,0,0,0,211,16,129,46,11,4,4,0,0,4,213,21,97,75,11,3,4,0,0,0,213,13,89,151,36,19,12,0,5,4,332,22,53,87,49,84,24,3,6,6,324,7,32,61,40,134,58,8,13,9,366,6,18,42,29,95,77,16,9,7,295,0,12,9,20,41,33,8,11,0,133,7,3,0,8,18,12,7,12,0,73,0,3,9,6,11,16,9,8,0,58,3,7,6,0,5,16,11,12,0,57,0,0,0,0,3,3,0,4,0,9,0,0,0,4,0,0,0,4,0,12,0,4,3,0,3,0,0,0,7,19,145,892,507,208,427,271,57,81,38,2623,0,3,5,0,0,3,0,0,13,25,3,9,5,0,0,0,0,0,11,34,5,21,7,0,0,0,0,0,9,35,0,20,6,5,4,0,0,3,16,51
20801,21,150,0,0,0,0,0,0,0,178,10,114,16,0,0,0,0,0,0,150,11,83,24,0,0,0,0,3,0,122,7,69,52,4,3,6,0,5,0,153,14,80,73,20,19,5,0,0,3,216,11,45,71,32,33,15,6,0,4,223,11,29,53,43,70,46,9,13,4,266,3,18,23,17,52,65,8,11,4,204,3,8,9,9,37,44,12,9,0,128,0,4,5,6,10,22,8,8,0,62,0,8,4,0,7,10,4,0,0,36,0,0,0,0,0,13,5,11,0,39,0,0,0,0,0,5,3,5,0,14,0,0,0,0,0,0,0,5,0,11,6,0,0,0,3,3,0,0,3,24,101,620,333,148,250,234,50,79,23,1834,3,0,3,0,0,0,3,5,5,21,0,7,0,0,0,0,0,0,3,20,0,4,6,0,0,0,0,0,5,16,0,5,0,0,0,0,0,0,3,19
20802,30,256,8,0,0,4,0,0,0,298,12,186,22,11,0,0,0,0,0,238,10,106,33,13,6,0,0,0,7,181,14,102,76,8,3,0,0,0,0,211,7,102,114,28,19,10,0,4,5,297,16,55,86,38,75,38,0,4,4,308,21,36,63,48,100,73,18,13,6,378,10,21,41,30,68,57,13,16,10,254,6,11,16,10,38,34,7,9,0,135,3,7,13,6,24,37,8,5,0,99,0,0,3,3,13,14,9,10,0,59,0,5,9,5,14,19,17,19,0,80,0,0,0,0,0,5,5,5,0,20,0,0,3,0,0,6,3,8,0,21,3,9,0,0,0,0,0,0,0,17,132,911,506,206,352,297,75,109,35,2618,7,0,0,0,0,0,0,5,6,28,3,13,3,0,0,6,0,0,4,33,0,18,0,0,0,0,0,0,3,28,8,15,3,0,0,0,0,0,15,41
20803,57,483,11,8,0,0,0,0,3,564,33,278,47,0,11,0,0,4,3,371,30,244,86,10,4,3,3,3,3,389,28,172,147,26,12,12,0,0,3,412,40,184,255,69,64,39,6,10,14,666,36,123,175,132,369,118,10,24,15,1004,25,100,147,133,616,296,49,44,20,1439,27,58,56,62,386,296,60,73,15,1025,8,29,39,33,162,144,39,53,12,516,3,10,8,14,78,76,26,46,4,273,7,7,3,4,31,65,20,35,0,177,9,4,8,5,25,69,31,59,4,215,0,0,0,0,7,3,3,10,0,29,0,3,5,5,5,4,0,10,0,32,4,15,7,3,10,9,0,6,15,67,314,1737,1001,520,1770,1135,250,372,116,7214,3,6,0,7,0,0,0,4,22,52,4,12,0,0,4,0,0,0,13,39,4,20,0,0,0,0,0,0,11,30,0,16,9,0,0,0,0,0,20,44
20804,36,152,4,0,0,0,0,0,0,192,11,118,13,4,0,0,0,0,3,143,10,89,17,3,0,0,0,0,0,120,3,69,49,8,0,4,0,0,3,137,17,57,71,16,15,0,0,0,0,184,7,39,55,29,38,14,0,0,4,185,7,32,32,29,77,26,0,15,0,216,5,16,16,13,48,31,0,7,3,136,0,3,6,5,24,6,8,9,0,56,0,0,3,3,5,8,0,7,0,34,0,0,0,0,3,12,3,4,0,22,0,3,3,0,4,6,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,12,103,586,277,108,216,106,20,50,19,1483,0,0,0,0,0,0,0,0,13,19,4,4,0,0,0,0,0,0,0,11,7,10,0,0,0,0,0,0,4,13,0,7,0,0,0,0,0,0,4,11
20901,25,254,8,0,0,0,0,0,0,290,17,175,20,0,0,0,0,0,4,216,15,128,48,8,10,3,0,0,5,206,14,129,64,7,9,4,0,5,7,227,19,115,151,34,21,7,0,3,10,366,21,60,111,70,114,41,6,4,8,431,15,50,57,66,130,71,9,19,12,430,12,21,34,28,96,81,16,15,4,301,4,12,14,19,48,52,11,23,0,168,6,7,4,9,24,52,10,14,0,123,0,5,5,5,14,13,7,10,0,58,0,3,0,3,13,17,13,29,0,77,0,0,0,0,4,0,6,0,0,8,0,3,0,0,0,3,0,5,0,6,0,4,0,0,3,0,0,0,3,20,157,971,504,254,478,352,74,120,48,2956,3,0,4,0,0,0,0,0,12,19,4,14,0,5,0,0,0,0,6,31,4,6,0,0,0,0,0,0,3,20,0,16,0,4,0,0,0,0,3,26
20902,20,173,0,0,0,0,0,0,0,196,16,143,23,0,0,5,0,0,0,185,8,119,25,8,5,0,0,0,3,170,19,85,103,5,8,3,4,0,4,239,23,96,135,37,19,8,0,6,9,330,26,72,111,58,101,39,3,6,7,413,20,39,53,53,176,85,22,16,8,467,6,22,27,21,127,76,14,24,4,328,7,8,3,12,58,49,6,9,3,151,4,3,6,3,28,32,15,15,0,109,4,5,4,4,14,13,10,12,0,62,4,7,0,0,8,12,13,17,3,59,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,5,0,3,0,18,0,11,3,0,3,4,0,0,7,35,170,784,498,206,552,336,84,111,60,2796,4,3,0,0,0,0,0,0,12,26,0,7,0,0,0,0,0,0,4,17,0,14,0,0,0,0,0,0,8,21,0,7,0,0,0,0,0,0,12,25
20903,21,189,3,0,0,0,0,0,0,220,13,135,11,0,0,0,0,0,0,166,4,51,19,0,0,0,0,0,0,76,12,51,24,4,0,0,0,0,0,93,13,41,50,12,3,6,3,0,0,129,8,33,31,21,16,11,4,0,0,130,7,17,21,18,48,25,5,10,0,151,11,8,17,12,19,37,7,14,0,117,6,4,7,3,20,12,3,0,0,59,5,0,4,0,8,6,3,9,0,42,0,4,0,0,3,3,5,3,0,20,0,0,3,0,4,5,4,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,11,94,553,194,79,133,118,29,49,7,1263,0,4,0,0,0,0,0,0,0,14,4,5,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,7
20904,55,459,14,6,0,0,0,3,7,544,26,389,61,4,0,4,0,0,10,501,33,245,105,21,13,8,3,8,10,444,30,235,222,22,14,14,3,3,4,549,43,247,320,92,63,27,4,10,10,820,32,141,232,175,300,104,6,24,19,1031,47,123,160,170,571,360,75,45,32,1575,29,56,71,86,396,341,71,89,20,1151,9,23,30,37,162,206,49,80,12,600,6,13,15,9,74,98,26,58,3,312,5,0,8,11,34,45,22,40,0,171,7,5,10,9,22,70,33,68,3,215,0,0,4,0,7,7,3,17,0,39,0,4,0,0,7,6,0,23,0,47,6,11,13,4,15,13,5,0,24,92,342,1988,1265,648,1680,1302,299,469,165,8156,12,8,0,3,4,3,0,3,23,53,7,31,0,0,0,0,0,0,6,46,0,16,4,0,0,0,0,0,17,38,3,22,9,4,0,0,0,0,14,61
21001,9,163,4,0,0,4,0,0,0,181,15,136,15,0,5,0,0,0,3,170,13,91,38,4,6,4,4,0,6,161,19,93,70,11,17,5,0,0,4,208,16,80,127,34,28,9,0,4,6,304,21,67,108,65,112,36,5,0,6,428,19,49,59,68,236,114,17,15,8,589,10,28,40,46,183,146,45,32,16,539,16,15,22,12,80,90,21,31,0,282,8,13,10,11,61,56,11,29,7,199,5,10,8,6,26,27,15,24,0,116,0,4,4,3,14,36,19,36,6,127,0,0,0,0,3,7,0,11,0,18,0,0,0,0,3,4,6,6,0,17,0,3,0,0,5,5,0,3,11,28,144,759,513,260,771,544,138,188,73,3397,3,0,0,0,3,3,0,3,13,28,6,10,0,0,0,0,0,0,8,22,0,11,0,0,0,0,0,0,9,24,0,6,4,0,0,0,0,0,8,23
21002,19,115,4,0,0,0,0,0,0,136,8,71,8,3,0,0,0,0,0,90,12,35,9,5,0,5,0,0,0,65,8,17,13,6,4,0,0,0,4,51,0,25,25,10,7,4,0,5,0,81,4,15,18,11,26,6,0,0,3,79,5,11,12,11,28,28,6,4,4,106,0,7,7,0,13,23,7,6,3,76,0,4,4,3,11,22,5,0,0,49,0,0,0,0,0,10,0,5,0,25,3,0,0,3,5,0,0,6,0,16,0,0,3,0,7,8,4,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,68,310,100,53,100,113,20,43,17,827,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,6,0,5,0,0,0,0,0,0,0,6
21003,13,48,0,0,0,0,0,4,0,62,8,70,9,0,0,0,0,0,4,91,9,61,14,4,0,8,0,0,3,96,11,45,47,0,5,8,0,0,0,112,15,51,84,18,12,5,0,5,0,201,3,27,55,33,80,31,3,5,4,245,7,24,46,23,113,45,3,13,7,276,8,17,18,11,59,62,17,26,7,220,0,8,5,5,28,30,13,11,5,110,0,7,0,0,22,22,8,7,0,67,3,0,3,0,11,18,6,14,0,64,0,0,0,0,13,19,7,18,0,50,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,8,4,4,0,0,5,4,0,0,3,14,76,368,295,115,353,250,60,108,30,1655,0,0,0,0,0,0,0,0,5,6,0,7,0,0,0,0,0,0,4,7,4,0,0,0,0,0,0,0,7,13,0,9,5,0,0,0,0,0,7,23
21004,14,107,3,0,0,0,0,0,0,127,11,84,10,0,0,0,0,0,0,107,3,40,17,5,0,0,0,0,0,65,7,41,23,0,0,3,0,0,0,82,8,34,40,11,6,5,0,0,4,102,8,18,28,15,17,14,5,0,0,95,0,11,15,20,38,22,3,4,0,116,5,4,14,10,21,17,4,6,0,78,0,3,0,5,14,15,3,8,0,54,0,0,0,4,8,15,0,4,3,38,0,0,0,0,3,12,0,8,0,30,0,0,0,0,8,11,3,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,8,0,5,0,0,0,0,0,0,6,9,71,345,155,67,108,111,28,43,19,949,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21005,49,355,20,0,0,0,0,3,6,433,33,332,58,10,7,5,0,0,10,439,27,244,112,26,15,6,0,7,10,448,33,219,217,27,26,10,4,6,15,553,38,194,342,97,88,45,3,10,14,841,58,181,289,199,531,187,30,20,26,1522,59,150,214,244,911,450,101,83,37,2240,37,69,108,88,520,477,125,133,24,1589,17,35,34,34,218,245,88,100,8,780,21,22,26,22,132,174,43,105,19,554,3,3,18,5,57,99,46,94,7,338,8,13,4,3,65,99,38,116,9,352,4,0,0,0,3,14,4,17,4,50,0,3,4,0,4,5,10,22,0,52,4,18,6,6,14,14,3,5,22,100,400,1866,1455,778,2609,1846,498,721,215,10390,10,3,0,0,5,4,0,0,37,58,0,21,5,0,0,0,0,0,15,43,9,21,3,0,0,0,0,0,15,51,0,31,6,3,0,0,0,3,15,63
21101,63,431,14,4,3,0,0,0,3,511,34,351,41,6,4,5,0,0,6,443,29,225,92,15,14,9,4,0,10,396,22,187,131,27,20,18,8,3,3,422,28,188,219,81,65,30,3,9,10,631,41,125,154,151,355,127,21,13,17,1007,39,79,126,146,588,263,57,26,13,1331,27,37,65,73,366,297,80,42,13,999,13,12,29,20,146,161,50,40,3,483,5,18,12,14,83,87,21,38,7,285,6,9,8,9,31,49,22,19,3,149,3,6,3,4,18,33,17,50,0,141,0,0,3,4,8,6,3,10,0,28,0,4,0,0,0,6,0,3,0,24,0,7,6,0,6,5,3,7,9,37,319,1691,910,560,1704,1095,283,267,99,6931,0,3,0,0,3,5,0,9,26,52,4,17,0,0,0,0,0,0,10,34,0,23,0,4,0,0,0,0,7,35,4,20,9,0,0,0,0,0,19,57
21102,12,33,0,0,0,0,0,0,0,47,3,34,3,0,0,0,0,0,0,35,0,17,5,0,0,0,0,0,0,25,0,15,3,0,0,5,0,0,0,26,0,16,17,6,6,0,0,0,0,43,0,11,11,11,6,7,0,7,0,53,7,4,15,3,11,11,0,0,0,48,0,0,11,0,12,14,0,5,0,49,0,3,0,8,5,6,0,0,0,19,0,3,0,0,3,7,0,0,0,13,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,4,0,3,0,13,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,30,138,73,34,43,47,8,17,5,394,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21103,39,385,8,0,0,0,0,0,4,437,17,252,29,3,3,0,0,0,4,314,13,133,48,4,0,4,0,0,5,206,23,153,99,19,12,6,3,3,0,314,24,121,153,49,33,19,3,9,0,410,24,87,138,79,188,72,15,15,9,622,16,60,78,84,325,161,24,27,3,772,13,30,58,49,227,197,36,52,6,658,10,15,22,24,116,146,22,42,0,397,6,0,10,8,57,90,28,42,0,244,0,3,3,4,27,41,18,21,0,116,0,0,0,3,15,27,5,30,0,89,0,0,0,0,3,0,0,5,0,13,0,8,4,0,0,4,0,8,0,29,0,7,0,4,10,6,0,3,10,37,200,1262,642,330,1019,773,158,259,43,4688,0,0,0,4,0,0,0,6,14,23,3,13,0,0,0,0,0,3,0,24,4,7,5,3,3,0,0,0,3,16,6,8,3,0,5,0,0,0,11,35
21104,13,174,5,0,0,0,0,0,0,206,18,146,17,8,0,3,0,0,0,192,13,97,27,6,4,6,0,0,4,146,4,63,47,15,4,3,0,0,0,131,8,57,63,24,10,17,0,5,6,203,7,45,41,45,67,15,5,8,0,237,4,25,29,23,92,40,10,3,8,226,6,21,18,20,62,52,9,14,3,203,0,11,5,3,26,14,7,9,5,75,5,0,0,6,9,7,3,5,0,44,0,3,0,0,0,9,0,6,0,27,0,0,5,0,8,17,3,9,0,41,0,3,0,0,0,0,0,3,0,9,0,4,0,0,0,0,0,0,0,10,0,9,0,0,4,0,0,0,4,15,87,654,263,150,289,181,37,64,35,1767,0,5,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,5,14,0,3,6,0,0,4,0,0,6,19
21105,96,454,9,3,0,3,0,0,0,568,52,339,44,4,3,0,0,3,0,453,34,235,66,15,8,4,0,4,11,375,39,181,111,20,18,14,0,4,14,403,51,176,159,64,52,31,6,8,9,558,40,125,133,103,177,85,13,13,12,700,35,64,88,110,331,195,26,31,6,881,26,34,58,56,202,188,45,66,4,688,11,19,11,17,65,105,11,44,4,284,6,9,7,14,38,64,22,35,0,194,0,4,5,8,14,26,11,26,0,88,4,5,7,9,9,22,9,32,0,95,0,0,0,0,0,5,0,3,0,12,4,6,0,0,4,0,0,5,0,28,9,9,4,0,5,10,0,9,9,55,408,1695,710,425,927,749,149,284,86,5428,3,4,0,0,0,3,0,3,15,29,4,18,5,0,0,0,0,4,9,40,5,9,0,4,0,0,0,0,9,30,0,10,5,0,5,0,0,0,5,27
21201,65,353,12,0,6,0,0,0,0,437,22,217,32,5,3,0,0,0,0,287,10,116,53,7,4,0,0,3,9,198,16,115,83,14,9,10,0,4,0,259,22,104,118,50,25,16,0,8,3,359,25,62,94,91,165,72,11,11,10,534,32,38,52,81,270,168,24,19,3,702,20,36,36,53,187,185,31,48,7,609,0,15,9,17,52,76,31,57,3,251,0,8,11,14,21,53,20,40,0,157,6,3,0,10,7,26,9,21,0,93,4,5,3,0,11,16,10,19,0,68,0,0,0,0,0,3,3,5,0,13,0,0,0,0,0,5,0,0,0,15,0,10,0,0,4,0,4,4,7,37,248,1090,515,336,759,628,149,251,56,4043,5,5,0,0,0,0,0,0,10,24,8,13,0,0,4,0,0,0,3,23,0,9,0,0,0,0,0,0,3,19,0,3,0,0,0,0,5,0,4,17
21202,51,347,13,0,0,0,0,0,0,412,32,289,52,4,3,3,0,0,6,391,17,166,75,17,4,0,4,3,7,290,30,152,129,16,8,8,0,0,6,354,30,133,190,43,40,17,0,7,11,466,20,72,138,85,194,75,10,11,12,606,23,56,85,78,315,156,20,13,8,759,9,30,40,43,195,155,33,29,6,542,8,15,17,12,67,78,20,35,4,266,6,4,5,7,27,57,15,35,0,157,6,5,7,0,14,22,8,28,0,87,0,9,3,7,9,36,7,34,5,113,0,0,0,3,4,3,5,14,0,24,0,0,0,0,0,0,0,12,0,17,0,6,3,0,8,7,3,0,7,34,234,1313,756,324,891,613,128,226,62,4565,0,3,0,0,0,0,0,0,14,25,3,19,0,0,0,0,0,0,4,29,0,14,0,0,0,3,0,0,9,25,3,12,10,0,0,0,0,0,12,35
21203,22,327,14,0,0,0,0,0,0,362,13,260,63,0,6,0,0,0,3,347,17,159,71,16,3,4,0,4,4,273,21,130,115,11,11,6,0,3,5,311,24,104,166,58,50,27,0,13,9,451,23,80,126,96,161,52,9,7,9,566,27,57,76,82,268,125,40,36,7,719,11,37,40,43,126,103,48,61,11,485,9,7,17,15,53,73,18,39,4,237,4,7,4,7,30,46,14,34,0,151,0,4,0,10,14,39,12,23,0,112,5,0,5,5,11,27,7,33,3,102,0,0,0,0,0,6,4,17,0,30,0,0,0,0,0,0,0,0,0,3,0,3,10,0,10,9,5,0,7,43,184,1206,719,351,749,533,160,275,66,4238,0,4,4,0,3,5,0,5,10,28,0,9,0,0,0,0,0,0,8,15,0,12,3,0,0,0,0,0,7,24,3,10,5,0,0,0,0,0,6,26
21204,29,368,17,5,4,3,0,0,8,435,30,363,56,9,11,11,0,4,5,482,38,364,128,21,20,10,0,5,8,588,44,294,275,42,32,11,0,12,16,729,45,264,419,167,173,61,8,12,25,1171,61,235,337,285,867,332,38,39,35,2231,83,180,265,305,1616,773,133,114,46,3513,58,115,121,147,1000,730,180,186,38,2561,30,33,59,48,344,320,121,119,22,1094,14,25,26,25,148,217,84,115,11,663,6,7,10,7,86,105,42,89,4,357,10,4,11,11,55,96,51,102,9,344,0,0,3,0,12,10,7,22,0,56,0,4,4,0,11,10,0,26,0,57,4,15,13,3,22,17,5,9,29,111,459,2310,1766,1086,4401,2723,670,844,249,14504,13,10,7,6,4,3,0,12,45,91,7,22,4,0,4,4,0,0,21,58,10,24,8,0,3,0,0,0,25,66,4,22,17,5,4,7,0,0,24,85
21205,53,351,16,0,3,0,0,0,6,431,33,363,42,14,8,6,0,0,3,468,38,263,92,24,20,14,0,3,8,458,48,245,201,29,19,8,0,5,11,559,60,237,329,79,74,27,6,7,23,832,43,145,258,154,253,77,6,21,19,988,36,77,138,133,444,200,38,30,28,1122,29,56,78,81,316,253,51,62,15,949,22,25,32,32,146,128,40,57,6,484,6,9,6,18,86,96,36,43,4,307,5,7,6,9,48,58,26,52,6,225,3,7,7,0,23,52,38,70,0,201,0,0,0,0,0,10,6,10,0,29,5,9,3,0,10,0,0,9,5,45,0,13,9,4,17,4,0,6,21,72,381,1812,1225,582,1480,936,259,379,168,7224,7,6,9,0,3,4,0,0,34,69,9,24,4,0,3,3,0,0,9,50,4,29,4,3,0,0,0,4,21,55,6,33,19,3,0,0,0,0,32,95
21301,51,357,12,5,3,0,0,0,10,435,28,304,40,6,7,0,0,0,8,396,19,207,84,12,12,3,0,0,9,358,24,139,170,23,19,13,3,7,9,403,39,184,236,65,87,29,5,17,13,671,46,126,187,148,320,101,25,15,24,975,29,87,107,117,543,259,37,38,25,1234,21,52,65,56,333,261,50,63,14,909,13,23,32,26,157,131,40,58,9,481,15,10,13,19,71,95,32,48,5,301,0,15,0,7,44,64,24,33,0,189,9,5,3,3,44,61,20,51,0,203,0,6,0,0,0,6,4,16,0,36,0,0,0,0,9,9,0,15,6,35,5,8,10,4,8,8,5,6,24,69,324,1539,967,490,1654,1046,240,363,151,6770,6,6,0,0,0,4,0,3,30,59,3,17,5,0,0,0,0,0,9,35,7,22,0,8,0,0,0,0,4,37,0,19,12,4,7,0,0,0,12,54
