POW_SA3_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
20803,569,76,240,67,43,77,72,19,6,605,50,267,139,70,102,100,39,8,770,27,187,147,101,131,107,32,3,731,8,148,240,144,150,112,45,4,843,3,77,204,154,182,122,41,7,785,0,29,139,120,126,83,25,0,523,0,10,72,88,103,98,33,7,409,0,0,38,44,64,46,12,0,202,0,7,64,102,118,60,9,0,357,0,0,9,26,34,14,0,0,87,0,0,10,34,41,22,6,0,120,10,16,8,0,9,5,0,0,61,1624,1547,1241,975,1222,912,288,47,7856,0,3,0,3,5,6,0,0,30,32,14,4,0,5,3,0,4,65,29,28,0,11,8,15,4,0,104,10,40,21,15,16,10,10,5,129,12,56,48,13,26,22,11,0,187,14,61,79,41,56,54,19,0,333,12,84,140,129,137,151,37,5,696,9,98,333,248,317,293,67,3,1368,0,54,274,237,352,307,62,6,1298,0
20804,501,42,295,82,26,23,34,11,3,524,39,268,134,57,49,59,22,0,627,11,188,183,57,52,38,15,4,544,10,140,194,56,55,56,14,0,522,3,65,187,66,44,39,16,0,420,0,15,78,44,22,10,3,4,172,0,15,48,26,25,8,5,0,112,0,0,29,13,9,5,4,0,70,0,0,26,27,29,10,9,0,105,0,4,6,10,9,4,0,0,31,0,4,19,24,18,10,0,0,80,3,15,7,0,3,0,5,0,25,797,1604,1087,449,389,312,120,21,4774,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,10,6,4,0,0,0,0,0,0,15,0,7,0,0,0,3,3,0,18,0,11,4,4,3,4,0,0,20,0,6,11,8,0,7,0,0,33,3,10,18,16,0,8,0,0,56,4,5,17,12,13,13,0,0,65,0,0,14,9,7,18,4,0,58,0
20901,326,33,134,42,31,44,45,11,0,333,21,120,71,42,54,61,14,3,387,10,75,66,59,55,57,23,8,352,5,54,74,50,46,47,15,6,295,0,23,60,40,49,46,14,0,233,0,10,28,33,36,28,8,0,148,0,0,17,31,41,35,6,0,123,0,0,15,11,19,11,4,0,71,0,0,17,21,27,21,4,0,86,0,0,6,3,9,8,4,0,30,0,0,5,15,18,10,4,0,63,6,8,12,0,8,0,0,0,37,985,731,462,386,455,424,132,15,3594,0,4,4,0,0,0,0,0,8,12,3,0,0,0,0,0,0,24,7,11,7,3,6,10,0,0,45,6,8,13,13,7,3,3,0,55,6,12,19,8,8,10,6,0,60,4,20,14,19,21,29,3,3,110,7,18,31,28,35,48,12,5,175,0,20,51,55,73,90,30,0,319,0,7,50,52,78,81,22,0,294,0
20902,381,33,139,68,27,47,39,16,8,373,16,156,83,54,79,65,14,0,467,8,129,109,51,89,61,9,0,458,7,73,126,84,71,62,15,0,439,0,38,122,71,50,62,13,0,363,0,10,52,46,53,34,4,0,202,0,6,35,37,44,18,6,0,145,0,3,19,28,33,18,6,0,102,0,5,25,35,38,17,0,0,111,0,0,4,13,9,0,7,0,24,0,0,5,4,7,3,0,0,27,0,9,4,0,12,6,0,0,43,776,937,743,503,578,448,108,13,4100,0,0,0,0,4,4,0,0,11,10,6,0,8,0,7,0,0,22,13,11,8,10,0,3,0,0,39,0,14,17,4,10,8,4,0,58,4,17,37,12,17,4,3,0,93,14,36,53,36,14,25,5,0,180,4,27,73,50,57,55,10,0,276,0,38,131,101,137,96,25,0,529,0,24,89,89,120,79,20,4,428,0
20903,114,12,48,9,8,12,13,10,0,120,15,51,20,12,18,16,8,0,151,4,32,20,12,15,17,8,0,113,0,28,16,17,24,22,3,4,108,0,20,23,10,15,22,8,0,93,0,6,13,8,15,19,7,0,70,0,0,12,8,8,11,3,0,45,0,0,9,3,12,6,9,0,30,0,0,0,7,15,17,4,0,39,0,0,4,7,0,0,0,0,12,0,0,0,6,5,4,0,0,21,7,3,0,0,3,3,0,0,16,437,264,136,114,166,184,68,8,1371,0,0,3,0,3,0,0,0,10,5,0,0,0,0,0,0,0,8,7,9,3,0,5,0,0,0,24,5,4,3,0,3,3,0,0,17,0,6,3,0,9,5,3,0,19,0,7,3,4,4,6,3,0,34,0,0,9,4,8,18,5,4,48,0,8,9,14,16,20,5,3,75,0,3,8,22,14,35,5,4,97,0
20904,659,97,247,119,80,92,75,5,0,721,61,269,174,137,146,110,25,5,928,26,217,211,135,149,107,28,5,877,20,183,233,153,147,110,24,0,862,3,80,228,160,141,104,17,0,730,3,27,98,110,99,62,11,0,403,0,20,71,78,73,50,9,4,296,0,5,48,41,44,30,3,0,174,0,5,55,69,73,38,14,0,257,0,0,10,11,14,8,4,0,51,0,0,11,25,24,15,4,0,74,18,18,5,9,6,9,5,0,77,2046,1618,1445,1143,1120,808,169,29,8372,4,0,4,5,12,4,0,0,31,15,10,3,9,5,7,5,0,45,21,23,24,13,10,9,0,0,104,11,24,43,29,31,27,7,0,172,13,34,35,59,28,33,5,5,213,11,49,82,93,52,59,28,4,372,9,85,163,161,136,108,49,0,715,11,120,301,268,245,232,50,0,1226,4,80,342,314,307,257,48,4,1354,0
21001,259,35,92,33,29,34,28,17,0,263,21,92,53,41,57,62,15,4,347,6,78,93,55,59,43,22,0,350,0,55,91,65,72,48,15,0,356,0,35,91,67,75,49,14,0,323,0,15,71,59,48,33,3,0,228,0,10,40,50,52,27,0,0,175,0,3,17,37,45,21,9,0,140,0,0,28,51,53,26,0,0,158,0,0,0,11,11,0,0,0,21,0,0,6,14,22,11,0,0,50,7,6,3,0,9,3,0,0,33,718,632,586,519,585,402,99,13,3553,3,3,0,0,6,3,0,0,11,12,4,4,4,0,0,0,0,22,16,23,9,3,0,3,3,0,62,14,21,12,6,8,16,4,0,79,10,27,26,14,13,11,9,0,114,7,42,40,23,28,32,13,0,183,3,43,83,53,68,57,21,0,331,13,92,147,117,160,143,33,3,703,3,38,173,137,177,178,39,0,750,3
21002,73,12,24,0,3,17,12,0,0,63,0,25,8,8,13,18,3,0,84,3,11,17,6,27,12,6,3,95,0,7,19,8,18,19,5,0,76,0,6,14,10,15,11,0,0,65,0,0,5,6,6,12,0,0,27,0,0,6,10,0,5,6,0,21,0,0,0,4,5,3,0,0,11,0,0,5,3,4,0,0,0,19,0,0,0,0,0,5,0,0,8,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,7,248,127,85,74,131,118,30,4,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,3,0,0,0,0,0,16,0,0,0,0,4,0,0,0,7,0,3,0,3,6,0,0,0,21,0,6,3,0,4,10,9,0,30,0,4,0,3,4,3,3,0,23,0,3,12,10,8,8,4,0,46,0,0,7,14,16,13,3,0,60,0
21003,116,18,31,23,7,26,12,6,0,119,9,42,32,12,24,18,8,0,144,4,23,45,40,23,17,4,0,154,6,26,53,28,20,21,3,0,158,0,9,36,22,36,14,7,0,126,0,0,15,30,16,22,8,0,84,0,0,6,16,19,9,0,0,53,0,0,5,9,9,6,0,0,24,0,0,5,7,21,3,0,0,41,0,0,0,5,3,0,0,0,11,0,0,0,4,3,3,0,0,15,0,3,0,3,0,0,0,0,8,241,244,243,195,218,155,43,0,1341,0,0,0,0,4,0,0,0,6,0,6,0,0,0,0,4,0,9,4,0,7,6,3,4,0,0,26,0,0,7,3,4,3,0,0,24,3,14,13,7,8,13,7,0,60,4,17,19,28,31,10,3,0,112,0,19,43,20,36,19,9,0,156,3,23,66,49,45,41,6,0,230,0,7,56,32,51,47,4,0,196,0
21004,121,22,38,20,9,19,12,4,0,120,16,30,29,17,30,31,5,0,158,4,38,35,31,15,33,7,0,173,7,27,17,15,35,31,10,0,142,0,13,17,27,25,13,10,0,105,6,0,5,18,10,6,0,0,46,0,0,8,3,13,6,0,0,34,0,0,3,6,3,3,0,0,20,0,0,3,4,9,0,0,0,14,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,3,9,3,0,0,3,0,0,0,18,409,240,170,159,182,172,42,4,1376,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,9,0,6,0,5,0,0,0,0,9,0,4,3,8,0,8,0,0,25,0,3,4,0,4,7,4,0,25,0,0,7,6,6,9,3,0,37,0,5,8,6,13,10,0,0,44,0,11,14,14,16,10,8,0,67,0,0,19,19,25,11,3,0,86,0
21005,534,73,174,103,71,55,58,18,0,557,43,220,134,112,101,81,14,0,702,23,177,203,159,129,99,27,0,819,10,129,227,174,167,93,28,0,828,3,67,200,193,159,109,22,0,760,0,21,123,112,126,76,23,5,481,0,9,63,108,95,72,8,0,354,0,5,31,64,72,50,8,0,229,0,0,49,72,83,46,6,0,257,0,0,8,12,27,8,0,0,56,0,0,11,28,26,5,0,0,71,12,20,12,7,18,11,0,0,73,1395,1221,1312,1217,1123,785,165,13,7234,3,9,16,17,10,11,0,0,59,15,12,9,8,10,7,3,0,63,34,41,35,28,22,18,3,0,180,23,68,45,46,44,32,12,0,278,24,74,77,60,60,45,21,0,363,29,132,170,146,116,88,28,4,720,23,176,339,262,272,229,60,4,1369,29,253,740,616,557,490,92,4,2788,11,163,666,741,635,585,93,5,2902,0
21101,525,58,166,57,43,49,56,14,0,457,38,198,105,80,95,102,22,0,641,21,135,125,83,117,90,28,0,601,10,125,186,91,138,98,28,5,683,0,86,170,132,109,99,31,0,632,0,19,93,110,116,78,12,0,428,0,14,57,98,93,74,10,0,344,0,3,41,71,51,36,9,0,214,0,4,44,97,123,71,6,0,348,0,0,6,29,33,10,4,0,85,0,3,13,34,24,15,0,0,89,8,14,4,0,9,9,8,0,51,1528,1210,991,957,1050,830,206,16,6795,4,0,6,6,10,0,0,0,32,29,13,0,4,3,0,0,0,53,31,25,12,9,14,13,5,0,113,21,51,16,12,10,19,12,4,143,6,31,27,18,23,20,11,3,132,8,69,56,44,58,58,24,4,318,13,63,133,113,134,143,48,0,651,26,116,281,262,325,289,54,0,1347,11,73,268,284,319,329,67,0,1352,0
21102,11,0,6,4,0,3,4,0,0,16,4,5,5,0,8,3,3,0,27,0,3,0,6,8,14,6,0,26,0,3,0,4,3,6,0,0,21,0,3,0,0,3,4,4,0,14,0,0,4,0,4,5,3,0,17,0,0,0,4,5,0,0,0,13,0,0,0,0,0,3,0,0,5,0,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,4,47,37,17,30,45,49,13,8,245,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,9,0,0,0,0,7,0,0,0,10,0,0,3,0,5,5,0,0,14,0
21103,495,54,194,62,42,39,46,30,0,470,44,193,95,61,81,85,23,0,590,24,161,122,62,92,84,26,3,583,5,112,135,87,107,72,13,0,542,5,51,109,73,87,75,14,7,423,3,16,69,60,56,51,15,0,269,0,4,42,40,45,44,11,0,195,0,0,21,27,32,25,3,0,104,0,4,25,49,40,33,9,0,153,0,0,8,16,14,5,0,0,41,0,0,3,18,15,10,4,0,52,3,9,3,7,4,7,5,3,36,1335,1208,783,622,674,598,177,25,5428,3,0,3,7,0,0,0,0,15,13,0,0,0,0,0,0,0,21,23,16,6,6,0,6,6,0,58,5,14,5,8,10,9,8,0,54,6,19,14,8,13,19,9,0,86,4,25,33,23,27,26,9,0,149,3,39,50,40,42,68,20,3,267,8,50,115,96,116,129,23,4,539,5,35,112,107,141,147,27,0,578,0
21104,211,28,78,40,20,23,28,12,4,233,23,115,51,31,54,31,19,0,324,4,65,70,45,48,42,16,5,296,4,47,71,56,55,39,13,4,280,0,29,61,51,65,46,16,0,266,0,6,38,38,45,38,8,0,178,0,0,20,42,21,13,10,5,109,0,0,9,9,18,17,3,0,60,0,4,9,22,31,12,3,0,78,0,0,3,7,10,11,0,0,22,0,0,0,9,12,11,0,0,36,7,6,0,0,0,3,0,0,16,587,559,406,381,433,337,126,16,2838,0,4,0,4,0,0,0,0,6,16,6,0,0,0,0,0,0,28,9,10,4,0,4,0,0,0,30,11,21,10,0,4,7,7,0,55,10,16,16,3,6,3,4,0,63,9,25,18,18,14,12,9,4,99,6,23,32,25,38,28,10,0,175,4,28,50,38,66,61,19,4,265,0,11,32,43,40,59,17,0,204,0
21105,372,51,120,47,35,52,64,14,0,386,61,150,71,38,93,99,28,0,544,19,92,83,60,98,90,27,0,482,7,65,100,74,101,74,25,0,456,6,33,70,60,62,43,20,5,290,0,13,42,53,51,34,5,0,195,0,0,33,29,36,22,17,0,139,0,0,7,18,15,11,3,0,65,0,0,7,21,38,34,12,0,110,0,0,4,5,11,3,0,0,25,0,6,3,8,7,6,0,0,35,17,4,9,7,7,10,0,0,50,1227,735,542,488,637,581,172,22,4408,0,0,0,3,0,0,0,0,5,13,3,0,3,3,0,0,0,29,9,6,9,0,3,9,10,0,55,3,11,3,9,9,6,4,0,52,4,15,4,8,11,14,4,0,59,7,23,21,16,19,32,14,3,131,4,22,42,41,50,60,32,0,254,7,38,75,72,103,131,32,8,461,4,17,74,81,127,123,28,0,455,0
21201,234,53,72,46,31,38,35,12,0,279,37,99,59,65,54,36,18,6,377,14,77,77,73,69,51,6,4,365,8,68,100,65,61,48,11,0,358,0,18,85,53,49,46,8,0,264,0,0,48,32,43,18,14,0,155,0,5,23,35,25,18,4,0,117,0,5,11,16,14,12,9,0,71,0,0,14,15,20,19,0,0,67,0,0,0,6,6,0,6,0,19,0,0,0,3,7,10,0,0,21,11,7,8,6,4,4,0,0,32,986,500,521,443,427,333,95,16,3323,0,0,0,0,0,5,0,0,13,16,3,0,5,0,0,0,0,30,11,6,6,6,8,7,0,0,30,5,12,10,9,4,12,6,0,47,6,13,17,12,5,6,3,0,72,3,17,19,40,21,22,5,0,120,4,20,52,39,40,37,17,0,211,0,28,69,83,51,78,25,3,342,0,30,117,111,97,100,24,0,472,0
21202,565,77,201,73,60,64,36,12,4,522,62,216,111,94,96,86,26,3,699,18,155,143,92,85,80,12,4,590,15,129,161,131,109,65,16,0,624,8,54,132,95,89,73,8,0,448,0,21,54,66,67,53,8,0,280,0,4,41,45,60,31,4,0,179,0,4,26,40,33,19,3,0,126,0,0,41,45,52,28,8,0,165,0,0,3,13,14,8,0,0,41,0,0,10,15,14,4,0,4,54,13,22,3,12,3,8,0,0,59,1480,1307,897,780,775,564,123,21,5957,0,0,0,0,0,0,0,0,6,23,5,0,0,3,5,0,0,34,26,15,3,9,5,7,4,0,65,15,18,16,10,11,18,6,0,96,8,25,25,16,17,19,6,0,114,6,19,45,31,30,27,16,0,163,9,40,52,69,69,52,26,0,320,10,61,146,111,129,120,31,0,613,0,31,132,128,127,110,18,0,555,0
21203,391,84,136,53,55,43,32,5,0,407,59,130,78,70,62,42,5,0,444,20,114,116,104,75,52,8,3,489,12,99,123,100,74,55,8,0,471,5,37,107,77,66,32,3,0,324,0,10,43,53,30,15,5,0,159,0,3,30,35,25,21,6,0,118,0,0,9,12,14,9,0,0,50,0,0,19,23,23,14,4,0,80,0,0,9,3,12,0,0,0,22,0,0,3,12,4,6,0,0,34,10,5,7,4,5,3,6,0,39,1243,852,664,622,481,327,52,5,4249,0,0,6,4,0,0,0,0,12,16,3,4,10,0,0,0,0,36,20,11,6,12,0,5,0,0,57,9,14,19,16,9,6,4,0,74,3,17,26,39,11,10,0,0,110,4,20,47,61,32,33,10,4,218,4,28,70,95,52,38,17,0,293,9,38,147,151,71,66,21,0,500,3,24,149,153,109,83,6,0,533,5
21204,534,76,179,109,82,63,47,27,0,576,58,200,149,104,114,90,39,0,747,19,188,224,145,159,110,27,3,883,10,160,314,231,210,158,47,3,1130,0,110,342,267,276,197,44,4,1241,0,38,211,222,207,146,20,0,850,0,17,131,177,184,140,20,0,670,5,3,67,98,137,68,13,0,385,0,4,74,157,194,115,30,5,574,0,0,14,25,47,27,5,0,113,0,0,19,32,38,17,5,3,114,22,20,18,13,7,7,0,0,80,1182,1345,1786,1662,1737,1209,312,29,9263,7,8,16,15,13,9,4,0,63,39,24,4,8,3,15,7,0,105,37,44,27,26,19,20,13,0,187,38,73,61,54,26,29,23,0,299,31,89,119,61,58,52,27,0,436,38,153,208,145,128,147,40,4,868,36,298,471,362,412,308,87,0,1982,88,450,1191,1023,1023,881,184,8,4840,35,349,1087,1084,1115,1027,181,3,4874,7
21205,639,48,202,117,65,93,71,21,3,623,46,255,161,112,113,103,45,3,836,17,188,180,117,145,99,31,0,791,14,149,279,175,154,108,27,7,913,3,98,253,186,157,125,39,7,862,0,41,172,160,122,80,25,0,602,0,11,134,151,134,78,10,6,529,0,8,69,89,116,67,13,3,359,0,4,120,226,161,83,16,0,611,0,0,15,66,56,23,5,0,169,0,0,18,65,68,39,11,0,200,10,20,15,7,21,11,0,0,81,1309,1597,1680,1532,1449,985,265,31,8853,4,4,6,3,4,3,0,0,25,35,24,12,3,6,3,5,6,83,26,42,22,9,5,10,4,0,125,15,35,38,16,16,12,8,8,148,13,49,46,18,23,28,15,5,201,7,78,83,51,45,44,20,0,329,13,80,155,101,103,131,34,3,610,13,112,287,212,222,200,60,4,1100,4,69,244,233,271,247,56,5,1135,0
21301,509,69,171,89,69,73,49,13,0,533,39,162,141,99,90,84,11,4,636,17,101,153,112,107,72,14,0,574,17,106,193,120,117,75,23,0,652,0,44,162,127,108,72,10,0,523,0,6,79,77,64,40,11,0,278,0,4,51,67,56,53,5,0,232,0,3,27,42,45,34,5,0,164,0,0,19,66,66,27,5,0,193,0,0,10,17,11,7,0,0,43,3,0,14,20,20,5,4,0,57,9,11,9,6,4,5,0,0,44,1342,1017,1064,915,849,590,129,13,5920,3,8,9,7,0,4,7,0,27,17,12,4,3,5,3,4,0,47,17,33,12,15,7,18,11,0,106,16,29,40,15,23,24,10,0,161,15,53,82,41,41,47,14,8,299,24,88,123,100,73,61,11,0,476,24,110,246,143,168,136,33,0,866,25,166,497,427,397,298,73,0,1886,7,109,515,457,462,366,63,0,1975,0
21302,231,32,68,34,22,21,22,4,0,202,18,67,48,46,43,52,15,0,276,8,63,77,53,42,41,14,0,294,5,32,100,54,61,45,7,0,300,3,19,66,59,55,41,13,0,252,0,11,47,32,37,20,3,0,152,0,4,33,44,34,17,3,0,139,0,0,15,29,24,10,6,0,84,0,5,23,44,37,16,3,0,126,0,0,3,8,13,12,4,0,38,0,0,3,11,17,12,0,0,47,8,3,0,3,10,0,4,0,24,599,451,529,435,428,315,84,7,2841,3,0,8,3,7,0,0,0,17,11,3,0,3,0,3,0,0,28,13,19,11,17,7,9,0,0,72,10,19,14,5,16,0,5,0,76,11,18,23,6,7,18,6,0,89,15,56,54,33,36,26,5,0,220,13,62,88,90,86,75,15,0,424,13,93,242,187,232,151,22,0,937,13,68,237,263,250,204,41,0,1071,0
21303,513,62,224,99,37,52,38,11,0,518,41,254,174,72,95,57,17,0,701,29,190,189,100,94,80,16,0,695,3,105,196,106,84,58,17,4,561,0,59,138,74,46,42,12,0,376,0,16,61,68,55,32,6,0,243,0,4,33,29,37,24,5,3,131,0,0,12,17,25,11,0,0,70,0,0,18,25,40,12,4,0,113,0,0,8,7,7,3,0,0,27,0,3,8,7,13,6,0,0,41,3,9,3,3,4,5,0,0,37,920,1379,1043,604,613,451,106,15,5125,0,4,5,3,0,0,0,0,11,14,5,0,0,3,0,0,0,22,11,22,8,10,8,4,0,0,64,6,16,18,3,22,11,0,0,75,3,31,42,18,20,10,6,0,130,0,51,63,30,30,27,7,0,211,6,57,102,77,74,41,29,0,384,4,69,213,154,150,91,19,0,710,0,32,166,147,126,160,32,0,666,0
21304,425,64,124,66,59,53,45,9,4,428,48,121,123,74,86,60,13,0,524,26,102,135,94,73,66,15,0,508,16,85,134,117,99,63,13,0,531,4,45,99,91,92,57,10,0,398,0,16,63,45,37,30,5,0,203,0,6,26,32,33,20,0,0,119,0,3,14,32,18,12,4,0,90,0,3,23,31,35,13,6,0,115,0,0,3,9,16,4,0,0,31,0,0,12,13,17,0,0,0,44,14,13,4,3,8,9,5,0,44,1467,838,824,685,640,440,90,13,5003,0,4,7,3,3,7,0,0,26,18,0,6,8,6,3,0,0,39,15,24,14,13,3,10,5,0,77,11,27,20,24,11,11,0,0,98,10,31,43,29,31,13,8,0,167,14,41,66,54,23,37,13,4,250,14,71,127,120,63,52,12,0,463,12,80,239,175,153,101,22,0,787,9,79,255,255,183,120,32,0,929,0
21305,771,97,211,125,96,72,61,15,0,675,78,248,214,149,112,89,16,0,902,43,216,252,168,131,80,22,0,895,19,158,256,202,144,96,16,3,890,6,82,228,198,132,87,15,0,753,0,21,136,123,93,46,10,0,437,0,9,82,111,66,37,11,0,311,0,9,51,60,49,25,10,0,206,0,0,53,94,71,42,9,0,273,0,0,6,26,23,10,4,0,75,0,0,13,33,10,14,0,0,72,16,15,15,12,12,6,0,0,72,2084,1557,1603,1438,1021,703,144,8,8565,9,5,16,17,5,5,0,0,59,21,14,11,4,9,0,0,0,62,36,36,37,25,18,12,4,0,157,15,66,60,50,24,27,0,0,248,29,59,102,79,47,32,6,0,361,27,155,204,141,91,66,15,0,698,37,214,453,311,241,168,24,0,1439,54,352,957,769,620,434,61,0,3233,24,245,1027,922,735,560,83,0,3598,10
21401,452,85,159,74,49,51,55,11,3,477,56,187,121,87,96,107,27,3,684,26,140,132,94,84,101,23,0,594,14,120,165,89,108,81,21,4,603,7,47,110,105,84,76,20,0,451,0,19,65,56,67,57,9,0,271,6,3,48,43,53,28,11,0,187,0,0,23,29,31,22,3,0,111,0,0,27,39,53,31,3,0,147,0,0,3,8,14,4,6,0,33,0,0,9,15,15,8,0,0,36,15,13,4,5,3,4,3,0,55,1398,996,877,678,732,648,152,14,5499,0,0,0,5,3,5,0,0,15,18,6,0,3,3,4,0,0,42,18,8,5,3,7,4,3,0,50,9,14,20,9,5,7,3,3,66,4,16,10,18,8,17,7,0,86,9,19,22,15,17,27,14,7,131,9,42,69,48,60,51,17,3,300,10,66,133,113,114,115,38,0,599,4,28,98,106,146,103,34,0,512,0
