POW_SA3_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
21203,525,0,0,525,0,529,15,15,0,35,4,0,0,3,522,0,0,522,0,563,53,43,0,95,187,8,0,199,237,3,0,239,0,532,47,66,0,115,309,17,0,322,17,9,0,23,0,466,208,264,0,471,1013,171,0,1192,69,30,0,97,14,1775,148,124,0,267,208,132,0,345,48,42,0,93,7,714,168,439,3,607,234,424,3,662,93,224,5,324,72,1667,638,961,7,1602,1956,759,10,2726,1789,309,5,2097,102,6532
21204,435,0,0,435,0,445,12,20,0,31,0,0,0,0,487,3,0,486,0,518,30,85,0,112,304,16,0,319,229,6,0,227,7,671,81,116,0,193,562,44,0,600,28,13,0,43,6,842,513,606,0,1120,2298,420,4,2725,174,117,0,293,29,4173,337,449,0,794,723,452,3,1174,178,160,0,344,35,2343,473,1440,5,1916,575,1212,10,1804,325,649,13,988,259,4975,1452,2710,9,4177,4464,2142,19,6624,2109,946,23,3074,329,14222
21205,485,0,0,485,0,490,7,13,0,24,4,0,0,4,522,0,0,522,0,549,38,53,0,92,468,15,0,484,249,3,0,252,0,829,66,87,0,152,874,36,0,910,25,9,0,30,6,1093,413,475,5,888,3786,618,3,4414,143,104,0,254,19,5577,315,375,4,691,1219,679,3,1907,164,151,0,316,19,2937,387,1287,7,1679,947,1754,9,2708,240,596,10,838,149,5375,1232,2283,10,3529,7296,3109,14,10423,2082,863,9,2952,194,17110
21301,513,0,0,513,0,523,10,11,0,14,0,6,0,6,526,4,0,531,0,552,40,30,0,71,236,11,4,253,224,3,0,227,0,549,59,64,0,124,395,28,0,422,20,6,0,24,5,569,288,313,4,601,1522,235,3,1759,129,65,0,199,18,2579,196,192,0,388,455,260,3,719,106,98,0,204,18,1323,276,683,3,962,382,763,6,1157,173,344,8,524,158,2806,862,1295,9,2164,2994,1311,13,4315,1974,516,8,2494,198,9183
21302,255,0,0,258,0,263,7,18,0,19,0,0,0,0,264,0,0,264,0,280,18,32,0,48,133,11,0,140,120,5,0,123,0,317,28,44,0,74,234,21,0,254,14,6,0,18,3,343,147,216,0,361,813,151,0,962,53,39,0,88,5,1422,102,159,0,264,213,118,0,333,53,50,0,105,10,705,147,352,0,499,190,361,5,560,72,179,4,260,77,1392,448,823,0,1275,1586,654,7,2247,982,278,4,1263,92,4879
21303,273,0,0,273,0,274,0,0,0,3,4,0,0,4,348,0,0,348,5,359,19,18,0,39,219,5,0,224,136,3,0,137,5,402,39,31,0,67,388,33,0,420,9,4,0,11,4,504,212,189,0,405,1730,272,0,2003,64,34,0,98,16,2531,162,175,0,341,453,241,3,697,76,51,3,129,16,1185,220,459,3,681,340,723,5,1067,120,246,4,373,83,2209,656,879,3,1543,3124,1277,9,4410,1182,344,4,1532,131,7621
21304,627,0,0,629,0,648,15,24,0,36,0,3,0,9,572,0,0,572,0,616,49,55,0,104,246,12,0,257,229,4,0,234,6,597,38,93,0,132,328,25,0,354,18,12,0,29,7,524,243,318,0,563,1037,195,0,1234,96,56,0,154,11,1960,113,161,3,271,289,138,0,425,66,69,0,131,14,849,177,551,0,726,247,470,0,714,108,253,4,366,88,1904,634,1207,7,1850,2149,848,6,3002,2080,387,3,2470,131,7454
21305,710,0,0,711,11,730,9,15,0,32,4,0,0,4,799,4,0,802,0,843,47,74,0,124,382,27,0,407,372,11,0,384,3,922,71,126,0,200,617,50,0,671,25,15,0,43,6,916,471,473,0,945,2120,377,8,2498,204,106,0,311,28,3790,368,376,0,739,649,350,0,1008,232,164,0,401,29,2178,416,1101,3,1516,599,971,11,1584,252,530,10,787,163,4056,1380,2178,9,3571,4375,1780,21,6172,3077,831,13,3919,242,13917
21401,544,0,0,544,4,567,20,21,0,41,0,0,0,0,613,4,0,617,5,673,49,81,0,131,147,22,0,165,285,8,0,294,5,586,46,110,0,158,282,20,0,304,12,9,0,19,7,486,235,391,0,626,1113,242,5,1352,39,46,0,89,15,2090,118,206,0,321,273,213,4,490,42,48,0,83,13,903,158,655,5,813,278,697,3,982,65,257,0,319,98,2219,633,1478,5,2117,2096,1192,12,3300,1915,363,0,2287,139,7846
21402,729,4,0,734,6,761,13,29,0,48,0,0,0,0,846,0,0,851,0,903,68,92,0,158,192,9,0,200,406,5,0,413,10,780,101,139,0,246,384,24,0,414,33,14,0,52,15,719,338,476,3,817,1330,245,8,1584,73,49,0,118,29,2554,145,220,0,368,238,180,0,419,51,57,0,106,19,915,215,694,4,915,254,638,4,894,56,289,9,351,186,2340,890,1669,10,2566,2397,1102,3,3505,2671,434,5,3102,259,9443
21501,220,0,0,222,6,234,0,18,0,23,0,0,0,4,256,4,0,261,8,290,12,38,0,49,23,3,0,21,129,3,0,130,3,202,25,43,0,72,24,10,0,37,4,11,0,17,0,123,40,139,0,179,140,63,0,202,9,28,0,40,7,435,30,81,0,112,50,90,0,140,10,25,0,33,13,299,42,252,8,292,88,290,6,380,11,102,3,120,111,904,149,569,8,725,327,453,3,785,816,176,3,991,151,2652
21502,241,0,0,241,7,266,3,16,0,22,5,0,0,5,267,0,0,263,4,297,10,22,0,38,16,8,0,29,117,0,0,123,8,188,16,39,0,52,27,3,0,32,5,4,0,9,3,97,70,185,0,252,125,62,0,186,6,26,3,36,16,498,35,100,0,136,43,74,0,117,9,25,0,36,13,302,66,337,6,402,80,232,0,315,30,101,8,135,120,977,198,716,6,920,299,371,3,676,855,156,6,1019,179,2795
21503,150,0,0,150,0,154,3,9,0,15,0,0,0,0,140,0,0,140,9,158,6,25,0,31,10,0,0,10,84,0,0,84,4,128,12,26,0,43,22,4,0,29,0,3,0,8,0,75,38,97,0,137,85,29,0,116,3,13,0,17,8,277,21,50,0,67,24,35,0,57,17,14,0,25,10,159,34,194,0,232,27,151,0,180,23,64,0,85,83,585,114,412,3,525,162,231,0,389,493,87,0,585,111,1609
21601,236,0,0,236,4,247,8,25,0,25,0,0,0,0,156,0,0,156,3,192,6,31,0,42,13,0,0,16,107,0,0,107,5,169,17,45,0,56,26,0,0,30,3,0,0,5,0,100,43,130,0,176,93,35,0,126,6,7,0,14,13,330,19,62,0,76,22,44,0,68,0,16,0,15,6,169,41,202,4,250,49,160,0,213,11,61,0,79,87,627,132,509,8,645,207,239,0,450,679,88,5,773,124,1984
21602,144,0,0,144,3,155,0,22,0,25,0,0,0,0,130,0,0,130,3,162,3,20,0,25,14,0,0,16,55,0,0,55,0,93,8,43,0,43,26,3,0,25,0,6,0,3,0,80,27,76,5,105,51,21,0,80,0,5,0,12,7,201,15,42,0,57,23,34,0,54,7,5,0,13,6,128,33,158,3,194,24,112,0,142,7,53,5,65,55,457,85,363,8,457,141,174,3,313,439,71,4,511,81,1366
21603,292,0,0,292,0,304,4,24,0,30,0,0,0,0,331,0,0,328,10,369,30,72,0,100,14,4,0,19,187,6,0,188,4,308,28,83,0,110,49,9,0,56,10,4,0,11,3,190,93,239,0,339,260,91,0,350,19,36,0,56,10,760,39,115,0,158,96,120,0,220,18,35,0,49,6,437,84,432,3,519,98,396,3,499,44,137,3,184,123,1332,280,965,7,1255,520,626,8,1152,1108,214,3,1327,163,3911
21701,155,0,0,155,4,158,0,7,0,10,0,0,0,0,169,0,0,169,0,177,13,35,0,48,4,0,0,4,87,3,0,86,0,143,13,42,0,55,11,5,0,17,4,0,0,4,0,78,37,107,0,149,55,27,0,85,4,5,0,12,4,251,21,51,0,71,29,35,0,69,0,13,0,12,3,154,26,195,0,221,39,171,0,212,14,50,0,70,73,581,112,446,0,563,141,252,0,392,530,81,0,611,90,1645
21703,186,0,0,188,4,200,4,9,0,8,0,0,0,0,211,3,0,209,5,225,5,36,0,43,18,0,0,15,102,0,0,102,0,157,10,63,0,73,45,3,0,45,7,0,0,8,8,131,37,103,4,139,95,42,0,132,10,9,0,18,9,296,25,54,0,77,45,36,0,82,9,11,0,12,12,185,35,173,0,212,67,147,0,219,17,50,0,68,90,578,114,446,8,560,264,227,0,497,667,73,0,739,117,1917
21704,294,0,0,297,0,310,11,12,0,23,0,0,0,0,317,0,0,316,0,338,10,52,3,67,16,0,0,16,165,0,0,161,0,251,29,89,0,119,60,3,0,61,8,3,0,13,0,191,68,177,4,248,216,59,0,275,10,25,0,34,13,570,37,114,0,153,56,82,0,140,3,13,0,13,5,316,95,322,7,421,75,289,0,367,15,72,4,95,108,987,257,781,5,1045,415,435,3,854,1029,109,3,1144,140,3189
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,5
29999,331,5,0,331,3,412,29,155,0,187,3,4,0,9,356,12,0,366,7,567,56,369,4,422,203,5,0,207,205,18,0,223,12,872,103,530,3,633,501,31,0,536,30,18,0,51,10,1230,639,1850,10,2498,2569,410,11,2980,139,161,4,309,56,5851,398,822,3,1221,802,381,4,1189,109,153,4,267,41,2723,636,2129,11,2774,742,1043,10,1800,190,602,8,801,419,5798,1866,5932,30,7832,4820,1877,22,6719,1594,966,18,2580,549,17692
