POW_SA3_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
20402,3,28,5,4,0,0,0,3,0,46,0,26,12,6,0,7,0,4,0,54,10,53,36,8,9,7,0,4,0,124,12,55,53,18,14,4,8,6,0,178,18,57,80,58,53,43,5,7,0,322,33,30,113,110,118,68,19,23,8,522,37,19,77,121,136,109,31,37,3,568,29,17,50,87,175,168,54,55,6,646,30,11,22,67,104,132,41,73,0,476,36,20,28,58,107,197,84,146,0,669,6,0,6,0,8,26,11,30,0,86,10,10,5,9,19,26,14,54,0,145,0,0,8,0,0,5,0,0,0,21,228,358,511,543,735,804,267,447,29,3919,0,0,6,0,0,0,0,3,0,18,4,17,0,0,0,3,0,0,0,27,7,27,3,0,3,8,3,0,0,50,10,25,7,6,5,0,0,8,0,58,3,23,21,7,27,32,3,11,3,138,9,31,37,13,47,52,14,21,6,223
20403,5,53,4,9,3,5,0,0,0,82,8,65,12,3,3,8,0,10,0,117,9,72,34,17,16,9,3,8,0,171,14,84,70,33,16,11,0,11,5,255,19,55,128,80,66,38,13,14,3,417,48,56,158,127,176,105,30,40,3,750,49,37,120,140,244,164,41,66,4,872,42,21,74,145,266,247,85,83,3,970,33,19,34,80,166,195,58,98,8,688,31,30,40,66,202,286,103,193,6,946,0,10,9,9,23,37,18,20,0,123,9,0,18,25,25,60,14,62,0,221,4,0,0,0,3,5,0,4,0,23,297,555,722,741,1207,1176,362,615,36,5717,7,3,0,0,3,0,0,3,0,21,7,19,0,0,0,0,0,3,0,36,7,21,6,0,7,0,0,0,6,51,10,26,14,3,11,8,0,3,6,82,20,45,22,21,29,47,4,11,0,196,22,45,48,21,64,78,17,28,6,342
20501,8,28,10,8,0,5,0,0,0,57,6,48,11,5,4,0,0,0,0,81,9,65,39,11,6,4,5,9,0,150,19,63,56,21,3,11,0,6,0,181,17,66,95,42,23,21,4,8,0,282,15,37,112,78,91,63,12,26,3,448,34,22,69,91,130,108,27,39,0,528,25,21,48,75,139,126,34,74,3,541,21,10,19,42,97,90,35,72,3,381,12,19,25,35,120,149,61,147,4,569,4,7,8,5,18,16,6,12,0,73,5,5,12,15,23,47,16,34,0,163,0,6,0,0,4,7,0,6,5,26,186,469,513,428,664,648,210,445,24,3585,0,0,0,0,5,4,0,0,0,11,0,23,5,0,3,0,0,0,0,29,7,35,5,3,3,0,0,0,0,57,12,35,15,0,4,10,0,6,0,83,9,31,18,8,28,20,3,9,3,130,14,42,44,20,53,58,15,17,3,260
20502,4,23,6,5,0,0,0,4,0,39,6,23,6,0,0,3,0,3,0,43,13,44,21,10,7,4,4,3,0,110,8,51,48,19,17,7,0,9,0,166,12,39,80,34,22,38,9,3,5,239,24,42,94,67,87,61,14,24,4,411,27,18,49,87,130,87,27,34,0,456,12,13,45,47,113,117,36,57,5,443,8,7,19,52,71,83,33,63,0,342,15,14,15,37,78,109,48,77,4,390,6,8,4,0,6,12,7,9,3,56,0,5,6,7,10,20,16,24,0,94,0,0,0,3,5,3,0,0,4,21,157,321,394,361,556,547,190,322,27,2879,0,0,0,0,5,0,0,0,0,10,0,18,0,4,0,0,0,4,0,26,4,26,5,0,3,4,0,0,0,42,7,29,7,8,15,10,0,5,0,80,4,28,22,9,14,24,4,5,0,125,16,35,43,15,53,43,11,20,4,239
20503,9,46,5,0,3,6,0,4,0,77,7,42,17,8,0,3,0,4,0,81,14,84,40,7,9,3,3,3,6,177,24,84,50,23,16,12,5,10,0,230,13,73,110,53,41,28,6,12,0,341,22,74,125,99,100,75,15,33,4,549,16,29,87,98,129,110,36,46,3,561,37,31,53,89,130,130,37,73,7,587,20,15,19,52,102,108,30,71,4,414,17,20,34,44,119,199,75,149,0,658,8,0,8,12,8,19,10,24,0,92,8,6,13,16,21,46,15,50,0,181,3,4,3,0,3,4,0,0,4,22,206,570,584,535,679,745,234,484,36,4071,0,5,4,0,0,4,0,9,0,21,3,25,9,0,0,0,0,0,0,39,7,26,3,3,4,5,0,3,3,67,9,46,23,10,6,6,3,4,3,108,26,54,34,11,25,27,8,8,4,189,23,48,62,23,57,70,10,8,9,309
20504,0,55,11,0,0,6,0,3,0,77,8,45,12,5,4,0,0,3,0,83,19,69,39,14,10,11,0,4,0,164,22,80,97,35,20,17,3,3,3,287,33,76,133,94,69,50,5,8,9,474,44,66,154,155,192,100,27,44,8,785,57,30,116,164,244,215,39,53,9,928,62,22,76,138,354,257,68,72,3,1052,31,19,35,77,250,212,53,98,0,782,33,21,46,70,244,287,93,208,0,1007,7,7,3,10,38,47,19,26,0,151,9,6,19,18,74,79,35,85,0,319,0,0,3,4,8,3,0,3,6,37,342,546,757,771,1507,1291,346,619,38,6221,0,5,7,0,3,3,3,4,5,29,4,28,0,0,3,0,0,0,3,42,4,28,8,3,4,9,0,0,0,64,15,36,19,4,16,8,0,0,8,112,15,52,36,13,30,37,5,6,0,187,15,41,64,36,76,95,17,14,9,362
20505,0,20,0,0,3,0,0,5,0,26,6,38,10,5,0,3,0,0,0,67,10,47,19,6,4,4,3,6,3,105,20,58,37,17,9,4,3,3,0,149,9,33,46,30,25,23,9,3,0,187,20,25,74,60,69,60,13,23,3,341,13,17,51,63,94,83,26,41,5,395,34,9,40,63,111,137,34,73,0,492,15,11,22,43,74,101,33,63,0,367,24,22,9,28,79,178,80,138,0,563,0,0,0,4,22,30,15,29,0,107,9,6,11,16,24,50,20,49,0,180,0,0,0,0,3,7,0,0,6,14,184,310,330,327,520,691,234,437,23,3051,3,4,0,0,0,0,0,6,0,12,0,21,0,0,0,0,0,0,0,25,7,22,4,0,8,4,4,0,0,48,7,18,4,3,7,6,0,4,0,53,8,34,31,5,27,21,3,8,6,144,16,37,38,11,36,66,10,5,5,212
20601,19,110,19,5,10,14,6,8,0,194,13,111,43,14,4,21,0,11,6,211,11,132,77,24,19,31,3,14,3,301,17,136,115,46,46,42,0,29,5,445,16,119,164,97,110,83,11,22,3,632,28,119,203,164,222,193,26,55,8,1021,24,53,115,159,261,253,54,63,3,982,38,44,93,123,307,233,74,112,11,1038,30,22,45,79,213,220,51,102,4,767,28,48,71,93,233,315,99,196,4,1077,3,13,11,28,36,68,21,57,0,243,8,17,26,29,48,105,42,110,6,390,3,4,3,5,12,13,0,5,11,48,260,1060,1012,873,1536,1606,392,796,55,7590,0,4,3,0,5,0,0,0,0,17,5,17,0,0,3,4,0,0,0,26,7,38,5,0,0,0,0,0,5,53,9,44,15,3,10,3,0,7,0,91,15,60,55,8,17,14,0,4,0,174,18,66,97,32,37,35,4,15,5,301
20602,7,51,12,4,4,9,0,0,0,101,3,62,24,9,4,9,0,5,0,111,7,73,47,17,15,18,4,12,5,193,16,90,66,27,23,18,0,7,0,249,18,59,82,67,51,55,3,19,0,356,18,60,90,81,117,96,21,44,0,531,19,38,68,79,159,136,36,41,5,584,16,38,60,78,161,169,41,67,0,629,13,22,36,38,108,129,51,67,3,476,20,22,42,57,128,221,90,141,0,729,0,8,21,27,22,41,13,30,0,155,6,14,20,26,26,69,36,89,0,287,0,6,4,5,6,9,0,5,4,39,160,657,583,529,823,981,307,545,26,4606,0,4,0,0,3,3,0,0,0,15,0,9,0,0,0,0,0,0,0,14,0,26,3,0,4,0,0,3,0,34,4,29,17,0,0,4,3,0,0,60,8,34,21,11,5,3,4,3,3,89,20,41,50,22,24,34,4,4,3,204
20603,4,57,13,0,8,7,0,3,0,96,6,50,20,7,3,5,0,8,6,96,7,83,49,8,8,7,0,13,0,179,16,83,66,27,21,25,3,6,0,251,13,86,108,35,75,50,13,11,6,398,22,66,102,75,148,115,25,49,0,594,24,32,72,83,213,174,37,61,6,708,32,27,53,81,256,216,61,106,0,826,26,21,27,72,171,216,43,92,8,678,36,31,43,53,222,343,118,237,4,1085,0,13,12,9,49,57,30,62,0,234,9,23,30,36,49,103,36,142,6,423,0,3,5,5,3,8,0,3,6,37,204,695,622,499,1238,1325,377,795,47,5807,0,3,0,0,0,0,0,3,6,14,0,14,3,3,0,0,0,0,0,20,4,18,7,0,0,0,0,4,0,40,3,29,15,5,0,0,0,0,0,56,4,29,39,8,4,11,4,3,0,103,17,37,54,11,27,27,0,8,6,181
20604,101,697,144,24,32,52,7,18,18,1102,84,714,260,60,56,62,6,23,18,1288,161,1128,629,138,124,177,30,61,30,2483,225,1163,1031,284,400,337,47,82,49,3617,304,1060,1541,769,1393,1121,167,202,63,6615,549,984,2135,1758,4422,3898,676,731,131,15292,714,683,1662,2029,6883,6479,1094,1249,108,20911,984,603,1399,2132,8555,8735,1599,2086,133,26240,986,457,883,1552,8003,9236,1651,2441,111,25321,1994,863,1287,2349,15197,24268,4897,7727,182,58753,421,218,339,547,2623,6725,1537,3065,51,15523,733,445,596,828,2772,9320,3227,10987,96,29010,21,39,39,43,144,251,34,124,204,899,7540,10121,12065,12543,50699,70779,15006,28871,1254,208888,24,27,11,4,7,21,0,9,6,106,24,63,8,3,5,4,0,0,0,111,43,153,36,9,10,5,3,3,7,261,56,199,98,19,15,19,4,0,13,431,64,226,225,38,43,48,4,9,20,676,140,284,419,84,114,94,12,14,19,1184
20605,19,173,42,11,9,15,7,8,0,280,25,168,66,10,18,14,3,13,0,316,31,237,182,42,35,36,11,14,10,596,39,187,226,77,92,95,13,27,10,765,52,198,323,157,360,311,46,81,13,1552,70,199,317,272,963,896,150,179,19,3066,96,140,245,261,1259,1294,203,259,18,3777,98,135,192,260,1159,1344,285,390,22,3878,95,78,107,149,875,1145,237,410,23,3125,172,131,175,268,1560,2632,649,1071,24,6687,28,42,55,48,252,563,167,419,12,1590,46,99,106,112,239,820,319,982,12,2728,0,15,7,6,13,42,3,20,29,139,821,2042,2099,1691,6860,9210,2105,3887,201,28910,8,3,5,0,4,5,0,3,3,33,3,15,0,3,0,4,0,3,0,34,9,44,13,4,8,9,3,3,0,89,10,79,26,7,0,7,0,6,5,148,13,77,76,10,25,28,0,9,3,243,30,84,139,31,59,40,9,15,4,403
20606,4,92,13,0,3,0,0,0,0,133,8,71,36,7,5,6,0,4,0,137,14,113,88,13,19,14,0,14,0,282,18,105,111,39,61,33,5,17,3,382,24,116,134,90,150,138,26,25,10,717,27,87,166,127,337,296,50,80,5,1172,33,81,123,141,351,417,99,111,11,1359,43,83,106,113,375,449,92,164,11,1434,29,35,75,80,261,351,124,133,4,1098,51,64,95,106,380,635,245,502,10,2081,9,28,37,33,62,158,53,131,0,516,26,64,77,83,89,313,109,392,5,1161,5,7,9,8,9,9,3,9,11,69,308,1082,1085,863,2101,2835,826,1597,83,10768,5,0,3,0,0,0,0,3,0,16,4,17,0,0,0,0,0,0,0,23,5,41,9,0,0,0,0,0,0,50,8,46,24,4,0,3,0,0,0,94,16,42,37,14,10,6,7,0,3,128,27,66,83,17,15,29,7,14,6,254
20607,19,184,45,10,7,6,3,15,5,297,26,195,87,20,12,20,5,16,3,390,54,314,205,44,34,41,4,16,6,718,66,320,320,121,124,108,20,48,4,1132,97,320,460,288,380,327,64,94,12,2049,136,246,576,529,1044,967,152,174,33,3861,194,181,430,584,1458,1374,269,289,26,4806,185,152,291,539,1637,1580,341,435,22,5188,137,95,144,333,1256,1278,310,389,21,3966,248,186,229,440,2116,2798,745,1142,28,7933,60,48,56,77,295,545,180,343,0,1603,79,89,142,150,305,753,293,944,11,2752,10,3,16,19,32,47,6,20,37,185,1355,2596,3033,3166,8729,9872,2407,3939,216,35326,3,4,0,0,5,0,0,4,8,33,3,35,3,0,0,0,0,0,3,53,15,57,3,0,4,3,0,0,4,92,14,89,27,5,7,3,3,4,6,161,23,95,54,13,16,22,0,8,5,238,34,114,157,44,53,55,13,13,7,495
20701,21,253,47,11,4,18,0,8,7,379,20,253,75,20,15,17,0,3,3,414,43,365,171,59,35,50,7,21,6,763,49,334,253,90,80,80,12,27,6,927,43,309,410,188,262,215,29,48,11,1520,87,261,452,301,633,525,114,132,9,2515,88,203,338,352,814,832,191,235,10,3063,110,171,275,333,917,1120,252,333,12,3530,90,118,152,231,745,988,207,397,11,2938,151,200,242,302,1227,2350,667,1337,21,6503,21,65,70,57,178,537,146,341,0,1406,34,128,157,140,249,696,264,916,10,2596,7,16,18,3,20,34,9,25,32,175,829,3191,2748,2121,5196,7499,1904,3845,146,27479,3,8,6,0,4,9,0,7,0,32,14,51,5,0,0,0,0,0,0,74,16,77,11,0,0,9,0,3,4,126,16,87,36,9,0,10,0,4,4,165,19,90,65,11,14,15,0,8,0,217,26,91,139,40,30,67,9,15,3,429
20702,6,73,19,11,3,11,0,3,0,128,7,67,25,10,7,17,0,4,6,138,14,98,51,20,11,18,0,8,3,219,18,94,98,37,30,29,3,13,7,315,19,89,120,59,76,50,7,13,0,444,16,74,146,79,151,124,28,38,3,667,29,56,91,81,199,148,41,56,11,719,22,30,65,71,211,194,57,103,3,754,14,20,33,40,143,162,44,74,5,541,32,42,48,52,215,282,121,178,0,961,6,5,12,9,28,70,18,41,0,189,6,20,24,31,40,107,31,111,5,377,5,0,3,4,9,3,0,7,9,38,205,856,763,496,1145,1215,358,657,54,5750,0,3,0,0,0,3,0,5,4,13,3,13,0,0,0,0,0,0,0,21,3,36,5,0,0,5,0,0,0,58,7,60,24,4,0,7,0,4,7,105,8,47,47,3,20,12,0,0,0,139,12,44,75,23,36,25,4,3,3,227
20703,21,201,27,12,7,18,0,6,3,290,18,197,69,16,20,13,5,15,3,354,41,273,124,37,38,39,8,13,6,575,59,245,209,73,67,48,13,13,5,749,66,263,288,144,180,143,22,42,8,1143,74,226,385,412,389,349,53,70,11,1973,69,123,275,339,614,471,92,113,17,2110,99,90,191,336,780,609,160,191,6,2461,81,58,114,183,644,630,139,194,4,2040,129,107,131,196,896,1239,364,595,6,3665,18,27,38,31,106,212,55,161,0,652,19,35,62,67,121,320,114,366,4,1106,0,15,3,7,15,18,5,18,17,99,750,2268,1965,1864,3901,4124,1038,1812,90,17805,3,9,0,0,3,0,0,0,3,20,7,28,0,3,6,0,0,0,0,39,9,59,12,0,0,10,0,0,0,89,11,55,35,8,9,5,0,5,6,121,15,61,67,13,18,11,5,0,7,195,17,53,117,36,43,50,7,9,4,342
20801,10,88,19,14,6,9,0,0,3,144,19,109,34,10,0,10,0,0,0,189,20,142,87,23,7,11,0,5,4,294,19,140,105,41,22,34,3,15,3,387,25,161,165,74,92,68,12,40,5,643,23,132,220,139,197,172,42,54,7,983,33,73,155,143,261,254,58,84,8,1064,30,67,113,142,262,255,85,150,0,1124,28,58,69,91,210,254,79,138,12,933,45,95,115,99,287,468,173,433,10,1721,5,22,30,30,60,96,39,90,4,374,20,61,87,85,71,246,86,356,9,1027,5,9,12,5,9,7,4,10,11,72,304,1367,1241,898,1479,1909,589,1398,74,9264,4,10,0,0,0,0,0,3,3,24,5,29,0,0,6,0,0,0,0,38,12,32,3,5,0,0,0,7,0,55,9,49,15,4,6,5,0,0,0,96,10,50,44,6,18,20,0,4,0,161,14,65,70,18,32,36,5,10,10,265
20802,21,147,35,9,3,7,3,8,0,241,15,166,52,10,10,5,3,13,0,279,21,254,97,36,22,18,5,15,0,464,27,227,142,65,36,41,8,28,6,579,38,196,250,147,128,99,15,36,5,918,48,197,306,204,287,241,35,60,13,1391,51,132,242,211,369,385,76,103,15,1578,56,97,180,200,398,464,135,181,9,1712,59,83,93,125,338,436,133,198,11,1475,62,89,103,162,452,824,241,494,12,2433,5,27,38,44,52,168,45,128,0,514,18,56,62,65,94,300,96,332,3,1030,7,11,18,10,15,20,0,16,33,122,464,2017,1656,1299,2199,3044,799,1620,127,13220,0,5,5,0,6,4,0,5,0,21,3,33,0,4,0,0,0,6,0,50,8,49,8,4,8,0,0,3,4,83,15,63,30,9,10,3,0,5,0,135,18,70,70,10,22,22,0,9,6,223,35,69,105,45,36,37,6,13,3,345
20803,17,120,21,10,3,8,0,7,0,191,19,106,47,9,0,9,0,6,0,199,22,165,105,27,21,27,5,15,3,387,25,159,148,52,62,37,5,19,5,511,40,111,253,129,153,156,17,45,5,907,44,140,243,194,416,319,53,70,9,1489,52,85,188,232,546,441,87,136,6,1780,69,69,98,184,500,523,130,179,4,1753,39,35,71,97,364,437,136,185,4,1372,57,61,84,116,490,745,276,493,7,2319,15,13,20,24,63,126,45,110,0,421,9,28,38,58,86,175,61,215,3,670,0,5,7,0,7,13,4,10,21,77,443,1283,1339,1149,2736,3017,835,1500,85,12384,15,5,5,5,3,7,0,3,5,46,7,40,7,4,0,7,0,3,0,65,17,62,17,9,7,12,0,5,0,126,16,96,45,8,17,15,6,6,0,215,28,81,93,23,48,41,12,15,7,345,35,99,137,59,115,140,21,26,10,643
20804,7,46,15,0,4,4,4,4,0,79,7,58,20,6,0,7,0,5,0,105,18,62,46,12,10,10,5,7,3,160,21,102,84,24,17,12,0,11,5,274,16,69,109,65,63,49,9,14,4,399,39,79,159,134,188,113,28,31,3,768,29,63,113,140,288,162,30,51,6,871,36,48,81,105,337,181,47,63,3,904,24,37,48,56,239,182,59,87,3,726,29,47,62,81,309,331,112,199,3,1181,7,15,17,19,45,73,24,49,0,255,10,44,51,57,80,164,64,288,4,758,0,13,5,7,11,7,0,3,10,64,244,791,819,708,1590,1293,384,811,51,6696,5,0,0,0,0,0,0,0,0,11,5,8,0,0,0,0,0,0,0,14,4,24,4,0,0,3,3,0,0,32,3,20,12,0,0,0,0,0,5,44,10,31,29,9,9,6,0,6,0,97,21,34,52,16,30,15,4,3,0,180
20901,15,149,22,9,9,8,0,4,0,225,19,140,53,15,7,11,0,4,5,257,37,246,103,28,28,24,6,8,5,481,50,235,184,60,47,41,14,17,5,654,61,200,344,160,141,120,19,24,10,1079,109,196,458,470,285,310,51,64,9,1951,114,108,334,471,467,456,87,128,9,2186,109,76,209,436,579,651,153,232,14,2446,107,57,111,225,465,589,141,230,3,1918,124,98,132,161,459,859,276,538,3,2644,23,29,44,35,60,141,48,112,3,504,31,38,84,90,108,266,107,341,0,1063,5,10,18,7,8,16,3,8,20,89,848,1824,2124,2181,2680,3506,895,1716,96,15878,3,6,3,0,3,4,0,10,3,36,3,30,3,0,3,0,0,0,5,47,9,44,17,5,3,3,0,0,3,81,18,53,31,4,7,6,0,12,3,133,17,59,55,20,33,26,0,7,3,224,25,58,113,41,62,66,15,13,4,398
20902,11,97,22,6,3,8,0,3,0,150,12,100,29,9,4,13,0,6,4,170,14,148,75,18,15,19,0,12,5,307,19,152,122,55,30,28,0,13,3,420,32,124,182,78,99,78,15,17,8,624,27,102,203,162,264,177,18,50,0,1015,40,60,127,164,421,248,62,95,5,1227,47,31,115,158,453,350,80,116,12,1362,39,33,68,74,404,295,86,121,9,1117,49,44,79,61,492,468,171,287,10,1655,4,7,11,17,48,90,36,65,0,275,7,7,23,12,48,85,32,118,0,337,3,7,0,0,16,17,0,0,22,70,323,1049,1088,819,2318,1885,496,910,85,8976,0,4,0,3,0,4,0,3,0,21,4,18,11,0,0,0,0,3,0,33,9,41,16,4,6,6,0,5,0,78,9,35,25,0,12,4,0,4,4,102,11,45,35,11,11,13,7,0,8,139,19,52,82,42,46,48,10,14,3,319
20903,6,42,11,7,4,7,3,0,0,77,5,58,25,9,5,8,0,3,4,115,13,82,39,14,7,14,0,14,5,180,17,77,67,24,20,16,3,11,0,240,14,79,72,29,31,37,11,15,0,288,17,67,85,70,73,67,17,27,0,416,10,38,63,52,97,97,19,35,0,420,13,31,38,49,102,105,35,82,3,459,14,15,17,25,67,99,44,65,0,353,22,24,26,43,107,129,75,145,6,580,0,11,7,13,9,34,12,35,0,126,9,8,20,10,33,79,14,71,0,242,0,0,4,0,0,9,0,0,3,23,155,642,483,344,564,703,237,504,30,3662,0,0,0,0,0,0,0,6,0,13,5,18,4,0,0,0,0,4,0,37,6,35,5,4,7,0,0,0,0,50,5,33,8,0,5,7,0,0,0,66,9,27,26,8,7,18,5,0,3,108,12,42,49,22,28,60,3,7,4,227
20904,16,111,40,7,7,5,4,0,3,186,16,125,55,14,13,3,0,4,0,224,26,204,101,24,25,25,0,7,5,423,51,202,179,90,67,43,12,13,9,661,64,176,273,141,173,117,13,29,11,994,90,124,334,318,427,349,47,95,18,1797,78,73,212,307,570,506,100,171,24,2045,97,53,128,262,589,596,164,254,16,2157,58,38,52,154,359,497,144,246,9,1565,72,52,73,109,541,835,277,479,14,2456,0,14,26,25,64,112,26,91,5,363,15,18,41,52,100,201,72,192,5,701,3,6,7,13,19,9,0,8,24,95,622,1421,1546,1530,2955,3309,871,1598,144,14003,7,12,8,3,4,12,0,11,6,66,9,41,8,0,0,6,0,3,0,74,20,87,22,6,7,16,0,4,3,159,23,97,57,11,17,11,0,7,8,237,27,86,98,32,76,53,9,13,4,398,30,105,184,66,143,129,19,36,8,723
21001,13,39,7,10,0,0,0,0,3,74,7,39,13,4,4,6,0,0,0,73,11,58,31,3,4,7,0,5,0,122,24,56,64,21,23,25,0,11,0,234,18,51,93,37,68,49,8,13,4,342,17,41,110,81,199,144,21,29,3,652,16,25,77,69,243,201,45,48,6,721,31,28,50,61,233,226,63,92,3,785,14,16,32,36,167,196,64,98,0,626,36,29,51,35,236,421,151,281,5,1243,8,5,9,17,34,78,30,63,6,250,17,21,24,16,46,106,34,103,0,367,0,6,0,4,9,8,0,5,16,41,237,498,589,393,1257,1467,416,747,56,5675,0,0,0,0,0,9,0,0,4,23,0,21,0,4,0,0,0,0,3,29,4,26,0,3,4,6,0,0,0,46,9,42,14,10,12,4,3,8,3,94,12,34,32,14,42,38,8,10,6,188,13,48,53,23,95,106,11,15,5,369
