POW_SA3_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
20402,0,14,24,41,47,43,15,6,0,201,14,3,10,25,40,44,15,13,0,164,11,4,4,6,28,39,6,14,0,114,31,0,0,8,16,64,30,30,0,176,0,0,0,0,0,3,4,7,0,19,0,3,0,0,0,4,0,4,0,12,3,3,4,0,0,0,0,6,3,25,274,600,518,375,418,343,97,115,40,2772,3,7,0,5,0,5,0,0,0,18,3,22,0,0,0,0,0,0,0,27,0,23,4,0,0,4,0,6,0,38,3,31,8,3,3,0,0,0,0,48,4,36,25,5,7,3,0,0,0,79,10,53,75,20,13,0,5,3,3,194,11,50,90,63,42,19,3,7,6,286,17,25,51,69,104,66,10,22,5,370,14,17,34,58,151,95,22,21,0,415,14,15,15,30,112,62,12,26,4,275,8,9,9,18,49,46,14,13,0,165,3,4,4,4,22,35,9,12,0,95
20403,13,14,44,38,98,111,36,35,3,386,10,14,11,23,55,56,24,25,0,218,17,10,13,18,36,60,15,23,0,191,24,11,6,9,29,94,29,52,5,259,0,0,5,0,4,10,6,15,0,26,4,0,6,0,6,0,0,6,0,21,4,3,3,6,4,0,0,3,8,35,430,928,789,562,718,711,169,242,102,4640,0,8,4,0,0,0,0,0,0,20,3,36,0,0,0,0,0,0,0,47,3,48,10,0,0,0,0,0,0,58,6,52,11,0,7,0,0,0,0,81,5,70,26,7,9,4,3,0,4,130,16,66,123,22,24,17,5,0,4,274,19,54,131,71,80,29,0,4,6,395,21,42,110,95,180,114,10,18,0,593,29,23,48,112,242,183,32,19,7,688,17,17,26,33,139,102,36,29,3,402,14,10,22,17,79,83,24,24,3,276,0,8,9,9,39,40,15,14,0,148
20501,10,11,18,22,39,26,4,4,3,141,4,5,3,9,23,25,7,12,0,93,3,0,3,7,13,24,3,6,0,64,14,0,3,4,11,39,7,20,0,95,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,9,5,3,4,3,5,0,0,0,4,33,227,671,519,334,380,222,59,87,46,2550,0,8,3,0,0,0,0,0,0,20,0,18,0,0,0,0,0,0,0,20,0,51,6,3,0,0,0,0,0,65,6,57,14,0,3,3,0,0,0,93,8,63,34,8,11,7,0,0,4,122,11,76,72,11,24,9,4,0,3,208,16,48,102,38,42,24,0,3,0,282,11,37,85,76,119,55,3,11,6,408,17,23,41,38,122,84,18,16,0,362,9,15,16,19,92,48,15,9,0,220,7,5,5,11,41,47,8,14,0,135,3,4,6,7,23,20,4,14,0,80
20502,9,15,20,26,54,30,4,15,0,166,9,4,0,12,26,39,13,13,0,123,15,0,7,0,14,28,9,10,0,80,18,4,0,4,12,37,7,24,0,107,0,0,0,0,3,0,0,0,0,11,3,5,4,0,0,0,0,3,0,15,0,0,3,0,4,0,0,0,0,14,241,594,501,343,365,256,68,120,50,2540,0,9,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,14,3,35,8,0,0,0,0,0,0,48,5,58,16,0,0,0,0,0,0,84,15,54,25,11,5,3,0,0,0,112,11,62,90,19,7,9,0,7,3,209,16,56,92,48,41,20,8,8,0,276,12,36,48,76,88,47,11,10,4,325,26,21,40,49,124,82,9,12,9,370,8,5,13,26,60,58,8,9,0,187,5,9,9,15,52,42,7,11,0,147,3,7,4,0,22,13,0,9,0,60
20503,7,11,19,22,25,24,7,6,4,127,10,0,7,9,18,31,4,21,4,100,5,3,5,7,14,16,10,10,0,67,23,3,0,3,20,56,10,26,0,153,0,0,0,0,0,0,4,3,0,13,0,4,0,3,3,4,4,0,0,20,3,6,6,4,0,0,0,0,9,33,362,823,630,352,353,265,57,119,61,3030,0,10,0,8,0,4,0,0,0,20,7,29,3,0,0,0,0,0,0,41,9,40,14,0,4,0,0,0,5,67,0,72,12,8,8,9,0,0,0,107,9,100,32,15,3,0,0,0,0,167,18,92,110,25,11,10,0,3,5,278,22,65,119,72,30,16,0,5,0,331,17,41,74,85,107,43,9,4,3,389,17,31,40,62,132,84,11,15,0,391,9,8,24,18,79,68,15,15,0,240,13,15,10,18,55,30,14,11,0,161,3,0,10,0,34,31,9,8,0,104
20504,20,18,32,49,115,70,18,21,0,337,26,7,21,38,75,81,17,28,4,301,21,0,12,10,43,51,31,19,0,192,27,10,4,4,51,124,49,51,0,319,12,0,0,0,6,13,3,12,0,41,0,3,0,0,5,3,5,3,0,21,3,4,7,0,5,5,0,0,7,34,405,897,874,593,789,537,152,208,63,4521,4,4,4,0,3,0,0,0,0,18,3,22,0,0,0,0,0,0,0,37,5,61,13,3,0,0,0,0,0,83,11,87,17,3,5,10,0,0,0,130,15,93,48,12,12,9,0,0,0,183,28,117,167,35,27,10,7,4,0,390,32,67,207,90,90,39,6,15,5,557,18,50,133,150,321,143,13,25,4,864,52,32,101,134,389,199,31,27,9,972,31,21,32,62,229,136,23,40,3,584,15,14,21,29,153,101,26,28,0,387,8,6,7,14,55,53,18,24,0,179
20505,20,5,23,18,42,60,25,31,0,222,8,4,7,12,52,66,20,42,0,206,13,5,8,0,19,37,17,17,0,116,19,3,4,3,16,41,15,28,0,118,0,0,0,0,4,4,0,0,0,12,4,4,0,0,0,0,0,0,0,10,0,0,5,0,4,3,0,0,7,14,256,509,462,288,348,339,101,155,30,2491,3,8,0,0,0,0,0,0,0,14,3,15,0,0,0,0,0,0,0,18,6,25,6,0,6,0,0,0,0,36,5,34,6,6,3,3,0,0,3,52,4,44,25,3,5,4,0,0,0,84,3,50,52,17,15,10,0,0,3,165,12,19,78,35,28,22,0,3,3,214,13,31,39,41,85,51,6,3,0,269,12,23,28,38,107,83,9,11,0,312,4,13,11,21,47,59,16,7,0,180,11,5,4,6,39,43,10,17,6,131,3,3,5,0,23,19,8,8,0,73
20601,15,17,30,46,83,70,12,14,3,284,10,8,16,11,48,51,9,19,0,179,5,3,15,4,22,43,15,14,0,120,16,7,7,9,26,60,17,24,0,161,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,6,0,9,0,9,4,5,0,6,0,0,8,33,405,1265,865,454,620,422,77,130,59,4304,3,3,0,0,0,3,0,0,0,11,3,31,4,0,0,0,0,0,0,42,5,63,13,0,0,0,0,0,0,82,9,86,26,0,5,0,0,0,0,120,8,85,44,4,0,0,0,0,3,148,9,81,99,25,12,12,4,0,0,238,9,54,125,54,48,16,0,3,3,309,14,32,85,71,123,73,6,9,0,417,14,23,56,78,179,105,20,12,10,494,14,18,39,47,177,89,22,24,0,422,9,12,21,25,104,54,12,23,0,254,7,4,9,11,45,42,12,18,0,142
20602,5,9,14,28,56,43,7,15,6,185,10,4,15,5,24,27,11,9,0,109,7,0,0,0,13,18,3,11,0,51,10,0,5,3,7,20,12,13,0,69,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,3,0,9,0,0,0,0,0,0,18,275,759,485,295,404,199,47,81,34,2588,0,0,0,0,0,0,0,0,0,3,3,23,0,0,0,0,0,0,0,30,6,48,5,0,0,0,0,0,0,58,0,49,8,0,0,0,0,0,0,67,4,52,28,3,0,0,0,0,0,90,4,67,64,16,4,0,0,0,0,155,8,40,69,28,32,11,0,5,0,197,5,27,49,43,94,47,6,5,3,281,9,22,31,40,115,98,10,10,0,335,3,6,23,17,80,52,10,11,0,209,0,5,10,9,44,38,6,9,0,119,0,10,3,8,17,18,6,12,0,72
20603,13,20,19,19,60,44,11,15,0,200,9,7,14,14,32,36,5,16,5,141,3,3,8,6,13,30,15,19,0,101,12,3,3,9,18,39,16,24,0,121,0,0,0,0,0,0,0,8,0,16,0,0,4,0,0,3,0,6,0,21,0,5,0,0,0,0,0,0,11,23,372,947,725,368,515,305,63,130,48,3478,0,7,3,0,0,0,0,0,0,15,5,24,0,0,0,0,0,0,0,31,8,72,3,0,6,3,0,0,0,93,3,79,24,0,0,5,0,0,0,115,10,65,27,7,0,3,0,0,0,116,11,76,113,21,14,4,0,4,7,249,17,59,120,37,45,22,3,0,0,294,13,31,83,54,93,59,3,10,3,356,12,33,66,76,227,110,12,11,4,550,13,19,39,44,182,116,11,19,0,438,8,13,23,32,133,87,13,20,3,328,5,0,11,17,74,55,7,12,0,181
20604,283,178,223,255,678,751,166,208,34,2774,234,123,140,166,683,798,165,221,16,2545,151,47,80,70,381,592,128,193,17,1660,269,71,54,87,511,1400,365,526,13,3310,45,4,15,9,47,149,64,144,4,480,26,12,21,20,55,92,35,106,5,377,22,35,13,14,20,25,14,10,74,217,4628,6143,4278,2328,4548,5204,1211,1709,508,30559,52,49,31,15,49,21,3,14,21,244,56,219,28,9,14,10,0,3,5,345,107,479,74,31,24,16,3,3,10,747,110,624,180,29,35,23,5,7,19,1026,116,754,425,66,66,39,5,12,20,1500,213,940,1137,227,175,98,14,21,36,2860,259,656,1578,571,816,342,42,34,59,4357,345,496,1384,1105,3112,1459,157,139,77,8276,527,424,1132,1268,6581,4005,434,362,93,14821,479,276,611,860,6115,4055,621,553,93,13667,462,197,407,609,5009,3726,632,661,55,11760,341,108,195,307,2805,2623,520,670,36,7608
20605,34,42,75,58,168,126,44,39,13,592,23,28,30,36,89,104,30,45,6,385,19,9,15,13,38,65,21,27,0,214,25,18,8,12,38,101,45,61,0,312,6,11,0,4,3,16,6,16,0,49,8,8,16,0,9,13,5,18,0,69,0,10,5,4,3,9,0,5,14,51,788,1765,1321,664,1026,781,231,320,107,7011,5,24,4,7,7,4,0,0,0,49,7,72,9,0,0,5,0,0,4,103,18,125,20,7,5,7,0,4,3,182,16,165,45,3,11,6,0,0,3,262,18,163,112,20,22,7,0,4,0,348,23,191,262,60,36,25,10,7,5,617,28,109,302,127,144,71,18,9,7,827,57,102,271,218,566,347,35,42,12,1650,67,102,200,220,1075,739,116,87,12,2623,38,45,98,108,789,622,101,133,7,1941,44,51,42,63,436,483,113,151,0,1385,26,12,32,26,232,276,85,108,4,798
20606,16,31,38,30,82,80,15,14,4,299,24,15,25,20,44,42,5,19,6,201,10,7,11,4,24,36,11,9,0,124,13,15,10,7,17,48,24,30,0,163,0,8,0,5,0,0,0,15,0,35,3,3,9,6,0,9,0,7,0,45,0,8,0,5,0,3,0,0,6,21,481,1394,915,413,534,445,98,138,52,4478,11,7,3,0,5,5,0,0,0,27,4,30,0,0,0,0,0,0,0,38,7,72,12,0,0,0,0,0,0,90,10,77,19,8,3,0,0,0,0,122,16,102,41,9,6,9,0,0,0,175,20,109,109,14,14,6,0,0,3,276,17,64,118,53,38,30,3,0,4,336,16,40,92,86,150,94,5,8,0,501,17,44,75,74,276,165,19,10,3,680,10,18,41,60,211,147,20,13,4,528,9,20,24,26,129,128,26,26,3,387,3,5,8,10,51,53,9,20,0,163
20607,40,34,55,96,190,158,26,26,9,628,33,25,21,39,109,91,30,41,9,403,16,7,8,11,50,58,23,20,4,200,26,8,21,17,60,139,47,49,0,372,3,9,0,0,0,9,8,7,0,40,7,6,8,8,8,13,11,8,4,60,8,9,3,6,9,5,0,3,20,60,1006,2267,1461,765,1124,853,204,227,122,8041,10,7,10,0,6,6,0,0,0,40,10,70,0,0,5,0,0,0,0,82,21,154,14,8,0,0,0,0,0,204,22,157,35,5,6,5,0,0,4,235,17,205,91,16,12,5,0,0,4,356,21,220,277,45,47,21,3,3,9,645,48,143,335,167,178,93,10,14,5,989,45,94,303,257,586,235,36,35,8,1607,57,105,183,252,1063,550,81,82,9,2383,60,49,68,150,680,505,93,92,12,1711,44,35,52,88,402,344,80,82,4,1128,19,23,24,55,196,189,62,81,0,648
20701,37,46,81,84,188,123,19,44,5,630,17,34,50,49,106,82,32,36,0,415,19,14,15,19,46,64,26,15,0,220,17,13,13,9,40,66,40,48,0,238,0,0,0,0,7,5,0,14,0,33,0,6,6,5,8,3,5,16,4,50,3,19,9,3,6,6,0,0,8,59,817,3009,1844,894,1241,698,182,271,111,9074,11,18,3,8,0,4,0,0,4,58,19,119,15,0,4,4,0,0,0,157,26,203,25,8,3,0,0,0,6,262,17,262,63,6,10,6,0,0,0,364,22,255,111,16,8,0,0,0,0,419,27,259,275,50,29,17,3,4,8,682,33,192,363,123,84,42,8,5,7,857,31,139,283,214,322,200,28,25,9,1239,48,98,215,194,645,438,53,36,14,1730,38,70,98,113,517,390,97,66,12,1411,22,65,83,69,374,315,64,84,3,1080,15,48,33,51,159,209,47,62,6,631
20702,12,13,41,30,49,28,7,14,0,206,14,5,28,18,43,51,14,20,0,201,25,3,17,11,20,29,12,15,0,130,55,15,17,12,30,106,70,47,5,355,14,0,8,0,3,13,9,14,0,59,11,3,3,0,0,10,3,16,0,41,0,8,14,0,5,0,0,0,5,34,465,1240,903,465,555,377,157,178,28,4367,3,4,3,4,0,0,0,0,0,25,5,47,3,4,0,0,0,0,0,60,17,109,10,0,3,4,0,4,3,145,11,78,28,0,3,0,0,0,0,123,10,68,39,7,4,4,0,0,0,142,24,88,116,16,8,8,0,0,5,264,9,61,118,45,39,21,3,8,5,305,8,61,74,62,111,44,9,9,6,384,16,31,61,52,176,87,12,17,0,454,6,27,25,31,111,81,16,22,0,315,6,17,19,23,71,75,16,18,3,249,5,16,13,11,36,30,17,11,0,124
20703,16,31,52,58,146,72,23,28,0,432,14,20,26,39,104,80,22,34,0,336,14,6,4,13,48,60,18,27,0,185,33,10,9,18,40,89,45,47,3,294,5,0,5,0,0,8,7,19,0,44,0,0,0,0,5,3,6,15,0,27,3,11,4,0,5,4,0,3,18,43,464,1440,1132,658,929,548,162,221,71,5620,4,11,9,0,0,3,0,0,0,27,10,86,0,0,0,3,0,0,0,104,17,121,20,0,5,6,0,0,0,168,12,156,39,9,4,3,0,0,0,222,16,125,78,9,9,4,0,0,4,243,22,170,182,49,37,24,4,4,0,492,29,115,266,126,165,66,15,10,4,792,36,88,192,171,388,179,26,24,5,1117,33,58,137,153,518,304,38,49,9,1301,44,36,65,75,422,234,43,43,3,970,37,19,49,59,284,186,90,52,0,780,22,9,17,26,168,145,55,40,0,480
20801,23,36,40,46,89,56,10,20,5,319,9,18,24,23,42,50,15,22,4,214,9,6,6,10,33,37,8,13,0,129,16,11,13,8,14,45,17,31,0,157,0,5,3,0,0,6,0,4,0,22,0,8,0,0,0,8,0,5,0,22,5,3,6,0,0,5,0,5,13,35,515,1635,986,562,656,434,87,179,62,5118,0,14,4,0,0,4,0,0,4,33,11,69,5,0,4,0,0,0,0,90,9,116,11,3,0,0,0,0,6,138,12,120,18,3,3,3,0,0,3,162,11,137,47,4,4,6,0,0,4,214,19,134,140,21,11,3,4,0,0,334,8,94,162,55,43,15,0,4,4,395,16,67,118,77,100,57,6,9,0,463,24,58,88,96,207,123,14,14,7,626,15,28,35,43,123,112,21,26,3,410,16,23,30,33,93,68,14,17,3,298,0,25,17,9,50,48,12,10,0,176
20802,6,32,46,55,153,80,16,42,3,433,15,23,19,33,62,84,11,18,3,270,6,10,9,25,30,28,17,21,6,142,10,10,14,8,31,35,7,27,0,138,4,3,4,0,0,0,0,7,0,23,3,8,3,0,6,0,0,3,0,27,8,12,9,0,3,0,0,0,3,47,509,1932,1357,797,1083,539,99,214,75,6593,3,15,11,0,4,4,0,0,0,40,10,69,3,0,0,0,3,0,0,87,3,131,25,0,0,0,0,0,0,162,20,154,19,5,5,3,0,4,3,210,10,142,89,9,8,5,0,0,4,262,14,128,159,23,11,17,0,3,4,358,23,108,186,74,77,31,5,0,5,509,25,81,155,104,198,91,9,23,5,682,21,81,111,109,291,206,38,29,3,897,18,34,50,67,243,183,35,24,0,664,11,29,36,34,170,114,28,38,4,463,9,16,18,22,75,65,12,26,0,244
20803,28,18,37,64,137,106,18,37,3,463,18,20,20,40,69,86,22,32,6,326,14,8,14,11,26,57,23,27,5,187,43,11,10,17,33,138,37,52,0,335,6,0,0,5,0,4,3,4,0,23,0,5,10,15,8,11,0,6,0,51,6,9,12,0,6,7,0,0,11,49,704,1918,1345,818,1019,730,167,260,95,7059,6,24,3,4,5,4,0,4,5,52,12,90,4,0,0,0,0,0,0,110,8,150,23,3,4,0,0,0,0,194,8,167,42,4,4,4,0,0,6,240,28,167,96,17,11,7,0,0,0,322,30,182,272,53,30,22,0,4,5,604,31,153,321,121,138,62,16,9,5,870,29,95,233,207,434,218,16,35,8,1275,31,69,136,204,694,454,85,54,4,1739,42,50,73,101,488,365,67,84,6,1265,20,31,47,57,232,248,50,81,0,767,9,23,16,28,122,108,29,41,0,377
20804,12,10,23,26,61,41,9,8,0,201,13,10,5,7,24,28,3,8,0,101,3,3,4,6,20,18,5,5,0,56,5,5,7,5,11,26,9,11,0,78,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,18,4,9,7,3,0,0,0,0,7,26,361,1025,665,310,443,240,53,74,52,3221,3,8,3,0,0,0,0,0,0,19,12,16,3,0,0,0,0,0,0,29,10,65,10,0,0,0,0,0,0,93,7,79,24,8,4,0,0,0,0,112,7,77,40,0,0,0,0,0,0,127,20,83,96,13,11,5,0,0,4,227,9,52,114,45,47,14,0,0,0,274,14,42,67,72,122,52,9,4,4,391,10,31,65,67,199,105,10,10,0,496,15,21,24,40,132,98,11,6,0,348,6,19,18,21,79,56,15,22,0,242,5,11,7,12,55,37,13,17,0,164
20901,27,33,58,74,145,141,24,36,0,539,27,21,24,43,100,105,29,32,0,384,12,6,19,23,43,58,18,26,0,201,21,8,11,10,24,92,35,38,0,237,0,3,0,0,0,4,0,13,0,19,0,4,0,0,3,6,0,6,0,23,10,10,6,3,8,0,0,5,6,53,568,1642,1262,767,958,815,173,265,61,6502,4,15,0,0,4,8,0,0,7,33,10,78,9,3,0,4,0,0,0,98,5,132,19,3,0,0,0,0,0,161,26,162,25,0,5,0,0,0,0,226,15,191,80,10,10,11,0,4,0,317,19,151,239,42,14,16,3,0,3,493,33,118,265,138,82,48,0,7,3,693,26,82,187,187,209,112,15,16,4,846,31,55,111,161,287,254,31,39,8,974,26,39,65,67,204,202,29,26,5,660,12,21,33,28,130,124,25,29,0,409,8,3,15,20,73,72,20,22,0,231
20902,27,19,31,54,141,101,17,25,8,428,23,10,20,29,107,84,33,20,0,334,17,5,13,8,51,69,20,25,0,215,21,4,3,12,28,121,38,59,4,302,4,0,5,0,3,4,3,14,0,31,0,0,0,0,0,0,0,3,0,4,7,9,4,0,5,7,0,3,15,39,385,1112,998,558,922,642,151,236,75,5078,4,3,6,0,5,0,0,0,4,26,7,36,3,0,0,0,0,0,0,45,3,72,3,0,0,6,0,0,0,91,5,69,28,3,3,0,0,0,0,115,4,96,44,8,5,6,0,0,0,157,11,99,124,30,22,13,0,8,0,318,17,66,125,68,72,35,5,9,4,407,28,56,113,114,223,97,12,9,7,657,35,45,66,70,359,196,40,41,11,867,19,15,43,52,251,148,25,28,8,595,9,9,24,21,205,111,28,32,4,432,6,3,19,7,76,74,14,29,3,233
20903,16,13,19,15,34,33,3,12,0,149,14,9,10,15,17,38,10,9,6,120,3,3,3,4,20,21,6,7,0,71,13,7,3,0,12,37,7,14,0,88,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,5,0,0,4,22,324,799,440,251,323,232,49,70,27,2516,0,9,0,0,0,0,0,0,0,17,9,36,0,0,0,0,0,0,0,48,10,63,5,0,0,0,0,0,0,77,8,60,13,0,6,0,0,0,9,87,5,66,30,0,6,0,0,0,0,111,10,64,66,18,3,10,0,0,0,174,8,53,74,32,15,12,0,3,0,201,7,41,71,40,50,31,3,4,6,247,9,29,47,46,78,50,10,10,0,273,4,12,14,29,61,56,7,8,0,199,4,17,12,25,33,40,4,12,0,147,0,8,5,0,15,31,7,5,0,84
20904,34,29,57,69,190,144,34,48,7,607,15,15,32,45,142,132,42,37,8,457,14,3,12,18,66,74,30,47,5,275,30,3,11,21,51,114,53,39,5,329,7,0,0,0,0,4,4,15,4,33,0,0,0,0,0,0,0,4,0,16,3,9,12,4,8,6,5,0,23,67,651,1911,1668,1113,1640,869,224,330,134,8542,10,25,9,4,8,4,0,9,0,65,7,89,8,3,0,0,0,0,5,110,14,155,28,3,4,0,0,0,3,211,19,206,43,9,3,5,0,0,6,303,14,216,121,14,12,9,0,5,3,392,24,232,321,77,33,26,4,3,10,722,35,159,316,162,222,72,10,13,10,1002,31,113,233,222,564,264,32,36,10,1496,46,66,132,172,654,409,70,65,8,1623,18,35,58,64,406,296,63,68,4,1012,10,35,40,35,239,192,52,50,5,649,4,16,9,12,91,111,30,46,0,335
21001,11,13,22,28,79,75,37,27,7,290,10,9,7,13,55,52,16,17,4,183,3,6,3,0,25,29,16,15,0,101,20,8,8,3,12,61,14,26,0,152,3,4,0,0,0,8,3,7,0,23,5,0,0,0,0,0,3,10,0,20,0,10,3,0,6,0,0,0,11,30,290,814,633,338,499,417,145,163,56,3359,7,6,8,4,6,0,0,7,4,37,3,33,3,0,0,0,0,0,0,47,8,88,8,0,0,5,0,0,0,119,13,74,40,3,6,0,0,0,0,140,4,106,60,6,5,4,0,3,0,188,18,97,165,33,34,14,0,10,4,377,32,87,178,96,165,54,13,11,4,634,27,54,127,124,344,184,32,25,9,919,36,58,65,96,447,291,65,71,6,1135,23,23,37,64,346,242,50,90,12,885,13,25,21,35,187,183,60,78,5,596,10,11,8,19,71,85,22,41,5,273
